SA4_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
318,12,374,508,479,378,215,67,11,2038,22,161,186,187,153,84,18,0,811,509,1873,1563,1250,911,529,171,38,6836,253,761,1151,1399,1089,586,176,47,5457,2681,5550,4728,4604,4130,2556,998,240,25491,434,188,133,68,68,23,14,0,924,116,189,186,174,217,156,60,14,1119,3234,5926,5046,4850,4413,2733,1079,258,27534,35,95,85,89,74,67,49,8,501,2021,1905,1577,1609,1407,1194,724,270,10707,6077,11078,10119,9869,8434,5404,2277,632,53891,30,519,611,537,394,138,31,5,2266,80,413,441,410,277,104,24,5,1751,1060,3738,3020,2122,1465,681,220,44,12348,610,1606,1767,1736,1275,596,233,66,7882,1980,3017,2446,2175,1447,455,95,34,11644,528,316,222,203,148,57,12,4,1494,183,287,318,364,292,159,59,14,1681,2690,3617,2987,2737,1892,672,166,51,14823,49,68,76,90,97,86,33,7,516,1477,1291,1198,1347,1238,1201,889,445,9084,6000,11263,10102,8973,6637,3473,1590,621,48671,40,893
319,10,128,257,259,299,243,71,8,1267,14,71,130,183,226,139,40,3,815,190,963,1141,1006,1056,823,277,48,5503,144,538,998,1283,1485,1176,412,82,6113,2261,4286,4730,5497,6410,5706,2484,492,31873,586,292,202,146,114,112,13,4,1467,147,229,268,325,374,392,197,40,1986,3001,4811,5202,5975,6900,6206,2700,535,35322,41,73,81,121,139,168,103,28,752,1718,1543,1679,2097,2363,2768,1915,681,14765,5121,8115,9490,10926,12467,11514,5508,1391,64535,21,197,351,329,284,161,40,3,1381,41,212,353,467,434,200,56,3,1766,499,2152,2397,2062,1930,1139,403,98,10690,416,1301,1827,2355,2252,1367,460,111,10099,1893,2914,3116,3197,2763,1170,233,50,15343,671,455,358,348,335,156,40,4,2362,205,326,486,566,636,470,138,37,2860,2766,3691,3960,4106,3730,1803,417,89,20562,41,75,63,115,167,222,88,30,813,1414,1193,1378,1833,2389,2771,2142,1072,14196,5212,8826,10333,11266,11193,7663,3610,1406,59509,31,324
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,6,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,9,3,3,8,3,3,10,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,16,5,6,3,8,9,3,4,3,41,0,0
399,5,54,23,20,23,17,4,0,143,3,12,4,4,14,6,0,0,48,66,172,46,49,47,56,8,0,448,30,48,49,45,80,61,8,0,327,91,244,189,212,292,299,53,3,1395,11,11,12,4,5,3,0,0,48,14,16,11,5,27,21,3,0,95,114,271,207,226,324,320,58,3,1534,8,7,11,8,9,8,3,0,55,165,357,337,292,269,194,52,9,1669,391,925,669,647,771,673,135,14,4223,7,54,18,23,18,10,0,0,123,3,10,9,10,21,12,0,0,71,126,283,80,55,79,58,9,3,701,64,72,48,64,133,64,7,0,452,62,94,71,100,120,58,3,0,508,13,8,10,8,19,11,0,0,67,9,24,14,14,30,19,3,0,112,82,127,86,124,175,84,7,0,683,12,14,4,6,9,13,3,0,58,164,230,136,153,214,145,46,9,1099,452,785,391,435,655,377,77,11,3183,10,106
401,89,1939,2217,2104,1663,1211,496,152,9868,34,399,555,664,671,402,100,20,2842,1726,5781,5107,4215,3665,2606,841,348,24306,568,1481,1737,2111,1837,1422,556,189,9903,1497,3145,2955,3790,3171,2119,1241,445,18351,229,186,141,112,71,57,11,6,817,115,186,221,311,369,339,162,51,1757,1834,3519,3314,4213,3616,2516,1409,500,20924,84,151,159,158,158,184,88,48,1027,1299,1289,1136,1291,1210,1016,758,460,8456,5638,14566,14228,14760,12816,9347,4258,1723,77325,157,2491,2402,1816,1408,766,190,30,9268,82,672,947,1071,1108,609,149,32,4673,2417,7468,6661,4961,3965,2382,843,340,29033,615,1598,2116,2839,2639,1815,733,362,12722,1246,1795,1700,2053,1384,731,226,112,9247,302,239,231,209,170,104,42,4,1302,167,223,406,504,557,423,176,112,2571,1711,2255,2335,2773,2113,1259,446,229,13122,88,125,148,202,184,201,138,77,1163,1187,1061,913,1100,1236,1346,1142,981,8957,6253,15675,15522,14753,12654,8381,3643,2052,78930,244,4431
402,56,1419,1506,721,512,264,82,17,4573,31,278,343,312,314,166,39,3,1489,1093,4280,3583,2043,1439,946,292,81,13761,571,2236,2542,2432,1977,1270,407,94,11523,3693,8290,6973,7321,6188,4640,2516,653,40271,743,662,365,245,161,88,21,10,2292,239,414,461,462,451,361,145,41,2563,4674,9361,7795,8023,6800,5088,2683,703,45131,105,262,240,202,188,169,110,31,1305,1946,2275,2096,2020,1780,1508,1201,599,13427,8473,20111,18094,15755,13017,9403,4814,1544,91196,90,1791,1275,610,331,157,24,6,4278,87,588,714,573,436,217,48,6,2665,1710,6850,4952,2685,1934,1004,358,94,19589,925,3286,3461,3364,2595,1198,379,119,15338,3387,6018,4469,4189,2721,1021,303,101,22200,837,947,669,525,346,137,37,10,3502,324,637,766,833,655,436,163,58,3865,4552,7595,5902,5546,3721,1592,501,160,29570,103,233,203,214,244,226,101,39,1369,1750,1968,1665,1803,1800,1997,1882,1097,13963,9220,22314,18169,14790,11061,6390,3296,1515,86762,142,3213
403,41,1046,1440,1238,1088,720,283,47,5912,27,269,472,536,569,348,84,21,2319,1086,4126,4129,3028,2744,1882,626,247,17863,378,1762,2293,2658,2415,1793,650,233,12188,2803,6506,5937,6343,5842,4319,2242,751,34753,468,369,278,188,148,108,45,9,1613,169,287,372,427,488,457,251,83,2537,3442,7160,6589,6964,6477,4886,2532,840,38897,73,142,184,168,210,196,106,53,1134,1235,1321,1289,1355,1486,1370,1069,690,9807,6285,15821,16398,15946,14994,11189,5355,2123,88112,86,1544,1619,1165,937,474,100,18,5948,66,663,976,912,927,477,98,17,4134,1827,6782,6203,4240,3466,1946,685,258,25410,680,2455,3129,3593,3171,1853,669,265,15812,2336,3925,3443,3391,2486,1211,342,150,17276,556,548,474,387,330,168,30,8,2502,246,425,700,713,714,590,230,124,3747,3134,4896,4621,4487,3532,1974,601,281,23525,63,152,162,213,213,254,153,96,1303,1228,1247,1205,1365,1574,1880,1678,1432,11611,7084,17738,17909,15980,13812,8862,3981,2374,87736,131,2593
404,65,1134,1073,589,440,248,83,19,3649,18,227,318,298,243,111,20,6,1247,968,3901,2879,1831,1404,840,283,91,12196,400,1535,1448,1501,1257,826,280,104,7354,1651,3748,3277,3906,3262,2219,1317,510,19889,274,219,168,131,94,42,15,7,960,117,203,253,276,258,218,99,39,1471,2044,4168,3698,4316,3616,2489,1433,550,22315,49,147,126,148,93,82,74,29,745,948,1086,953,1093,957,906,719,454,7119,4488,12193,10493,9776,8013,5514,2891,1257,54626,71,1553,1123,646,427,175,39,9,4039,66,512,566,476,452,159,33,4,2265,1414,5433,3800,2341,1692,780,265,110,15833,523,1793,1814,1996,1663,781,252,108,8924,1300,2308,1840,1915,1334,512,208,94,9505,302,305,219,211,163,73,22,16,1301,149,269,393,440,387,224,98,42,2014,1748,2877,2454,2562,1882,808,328,154,12826,46,144,122,123,113,127,75,40,783,859,979,855,998,1047,1099,1096,962,7898,4724,13297,10724,9144,7276,3927,2090,1382,52567,141,2686
405,3,50,79,78,101,78,28,0,423,3,30,44,67,108,48,9,0,321,102,426,474,394,450,342,94,18,2296,48,227,387,507,596,451,130,44,2390,864,1933,1854,2198,2308,1753,719,173,11795,154,146,78,72,61,30,7,3,551,56,112,125,163,192,164,57,10,882,1071,2187,2056,2434,2562,1944,783,185,13225,11,21,42,36,78,64,28,19,292,514,410,497,721,839,821,550,267,4612,1747,3358,3573,4241,4737,3749,1616,543,23559,6,100,137,103,107,52,11,0,512,10,103,142,167,213,80,24,3,738,266,999,972,715,793,417,155,46,4360,118,501,676,979,1013,557,155,49,4046,645,1220,1166,1218,961,403,81,32,5723,168,199,196,164,103,71,19,6,937,83,124,218,252,236,135,32,19,1092,894,1541,1584,1632,1297,608,132,54,7753,13,20,35,39,51,66,31,13,277,527,338,416,583,810,891,690,439,4692,1838,3610,3964,4220,4283,2673,1195,603,22379,15,147
406,0,66,76,65,57,36,8,0,312,4,27,42,37,53,24,7,0,189,83,450,400,295,223,118,26,4,1604,44,198,246,336,356,195,49,14,1431,721,1806,1684,1911,1671,1037,492,121,9438,131,137,87,55,42,20,3,0,479,45,96,105,113,115,73,22,4,574,898,2036,1872,2080,1832,1127,517,131,10495,16,43,36,33,36,31,16,3,210,717,885,771,853,753,621,379,140,5106,1757,3700,3428,3708,3311,2153,1002,292,19345,8,124,82,68,65,28,3,0,385,15,93,91,115,109,59,9,4,492,197,985,721,495,407,201,64,17,3081,101,388,499,613,533,250,57,23,2452,454,988,823,779,561,182,48,13,3850,129,202,153,83,71,35,6,5,673,62,97,156,132,129,61,26,6,667,643,1289,1136,991,754,272,85,21,5189,16,29,28,37,24,37,20,3,193,575,550,470,611,643,555,448,288,4147,1558,3449,3033,2921,2535,1402,681,357,15948,11,192
407,8,84,126,139,174,186,61,12,790,3,48,67,117,181,121,31,3,569,121,686,781,640,752,653,198,48,3878,91,388,638,806,922,874,296,71,4084,1569,3163,3121,3468,3436,2685,1268,351,19066,230,220,176,130,105,79,22,3,962,94,174,230,270,269,281,108,27,1451,1895,3558,3519,3869,3812,3039,1398,382,21485,35,58,71,83,100,97,53,22,525,1115,1093,1159,1300,1354,1445,982,468,8926,3268,5916,6366,6951,7294,6418,3020,1014,40255,19,201,203,183,193,131,24,3,968,25,140,197,274,334,166,37,3,1181,325,1538,1566,1148,1167,854,290,80,6969,268,842,1110,1486,1589,1062,321,93,6774,1314,2032,1883,2097,1566,728,178,59,9866,361,369,336,265,230,120,23,6,1709,171,251,372,392,380,299,104,31,1996,1846,2653,2593,2761,2175,1143,305,100,13568,22,60,51,64,100,99,64,39,487,845,656,747,1076,1203,1505,1211,881,8132,3343,6083,6478,6991,6759,4973,2256,1201,38077,23,290
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,9,8,5,10,0,0,0,38,0,4,0,3,0,3,0,0,7,17,46,11,11,12,6,0,0,99,11,9,11,14,4,13,3,0,65,23,75,38,51,52,55,12,5,305,7,9,4,0,0,0,0,0,16,0,7,4,3,4,0,0,0,22,29,88,50,50,59,54,12,5,345,3,4,0,3,3,3,0,0,16,54,77,90,106,69,33,4,4,428,114,236,165,190,151,111,20,11,994,0,14,6,0,3,0,0,0,26,0,3,3,0,3,0,0,0,17,10,48,21,15,9,7,0,0,111,4,19,14,24,11,7,0,0,82,13,25,11,23,23,9,0,0,102,6,0,0,4,0,0,0,0,11,3,3,0,13,9,3,0,0,28,23,28,14,34,33,9,0,0,137,0,5,0,0,4,0,0,0,14,36,44,41,48,28,19,6,0,219,72,153,92,129,92,47,10,4,604,0,23
501,3,108,230,219,189,202,53,8,1009,3,67,143,150,164,77,22,5,633,109,908,1209,1025,1017,640,207,47,5157,137,543,799,996,928,715,261,55,4439,1714,3652,4006,4014,3397,2206,891,202,20086,325,136,111,82,75,31,4,0,759,81,144,213,202,213,222,77,21,1187,2116,3931,4331,4307,3687,2463,977,225,22029,21,72,88,73,64,88,33,17,456,1019,1072,1170,1277,1201,1121,721,297,7878,3404,6697,7968,8042,7244,5310,2276,653,41603,11,209,298,249,190,107,22,3,1084,28,241,360,347,289,118,29,0,1423,301,1886,2362,1652,1311,712,304,60,8592,291,1083,1329,1486,1475,820,283,86,6850,1302,2187,2132,1955,1294,523,117,53,9560,478,326,279,234,177,89,21,7,1603,156,241,376,454,440,268,77,23,2031,1934,2754,2787,2649,1916,880,210,74,13194,22,72,67,79,107,106,72,14,539,926,854,955,1103,1310,1287,1039,599,8072,3511,7096,8158,7554,6608,4037,1949,839,39759,12,319
502,9,66,127,126,93,97,26,10,551,3,23,40,67,65,52,6,3,266,87,345,493,444,374,298,142,34,2224,91,286,389,538,494,512,252,60,2619,915,1924,1864,2159,1879,1638,977,233,11584,184,85,60,33,32,21,10,4,427,49,89,88,91,116,138,62,20,649,1150,2099,2014,2286,2025,1795,1050,253,12661,10,21,43,39,36,72,34,5,261,432,482,512,584,565,646,512,230,3966,1777,3326,3617,4077,3657,3470,2031,588,22549,7,133,132,119,63,47,12,3,511,11,103,171,143,131,65,20,3,651,216,859,907,691,539,348,172,49,3779,255,580,710,864,737,500,220,48,3913,780,1171,1049,986,772,365,120,31,5282,196,153,115,112,85,54,22,6,735,86,145,223,219,254,211,81,24,1226,1059,1466,1386,1315,1109,631,220,55,7244,20,22,42,63,60,83,57,11,356,423,397,442,526,672,822,745,385,4414,1992,3557,3797,3731,3309,2488,1441,547,20866,15,194
503,73,1796,2046,1829,1356,881,350,90,8432,41,417,417,444,356,168,46,9,1897,1709,6108,4095,3539,2767,1623,570,204,20620,438,1253,930,945,895,727,362,104,5653,628,1833,1077,1175,1031,681,408,137,6966,115,68,42,42,30,16,8,3,328,66,131,101,112,116,92,65,12,696,807,2034,1228,1327,1170,789,475,153,7990,54,134,98,99,79,80,42,19,601,895,1967,1120,983,890,725,494,258,7334,4021,13711,9932,9166,7522,4999,2344,834,52524,123,1955,1918,1486,935,476,139,35,7061,67,690,733,783,633,276,69,27,3276,2201,6965,4636,3719,2565,1419,644,221,22372,485,1296,1074,1370,1279,872,455,200,7033,541,876,518,536,401,223,95,51,3244,147,74,75,64,62,60,21,18,525,64,146,203,246,243,222,90,53,1273,752,1096,802,848,708,508,208,123,5040,57,136,89,92,109,123,58,50,709,1010,1794,945,851,852,827,788,677,7748,4696,13924,10192,9155,7079,4499,2364,1332,53242,202,3747
504,41,777,841,572,417,230,62,19,2964,18,259,344,329,232,112,31,4,1328,748,3244,2846,1971,1299,781,247,51,11201,477,1766,1823,1659,1314,788,285,70,8181,2377,5352,4566,4838,4061,2546,1120,241,25087,391,219,145,104,67,32,10,3,966,122,248,248,284,229,183,80,17,1412,2888,5819,4958,5229,4358,2753,1208,261,27472,61,142,139,129,102,86,42,18,717,1500,2192,1927,1722,1302,1026,702,360,10728,5731,14202,12885,11618,9029,5776,2575,777,62594,51,1071,946,577,380,150,30,9,3211,54,504,623,548,396,133,35,0,2303,1197,5027,3979,2490,1587,829,255,58,15431,763,2278,2384,2152,1618,836,308,79,10414,1681,3043,2380,2134,1406,524,141,46,11353,441,356,281,249,170,86,26,4,1619,176,387,538,591,497,318,118,31,2654,2290,3787,3199,2972,2075,924,286,80,15617,56,192,149,160,179,133,61,25,952,1225,1538,1397,1367,1253,1261,1050,809,9889,5639,14396,12677,10270,7492,4262,2027,1058,57816,91,1845
