SA4_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
509,35561,34124,69685,6062,6240,12306,238,238,482,237,234,466,364,346,706,156,158,312,12766,13049,25818,74,76,145,118,129,250,16,19,40,3,0,4,13965,14256,28227,1589,1662,3256,346,283,633,21969,22446,44416,7445,5944,13392,64979,62510,127496
510,15178,12086,27268,6076,5847,11929,1297,802,2091,1041,762,1808,2193,1337,3535,491,322,818,10708,7746,18450,209,159,370,470,382,854,32,21,52,6,5,17,16459,11537,27989,2621,2134,4754,608,523,1127,25761,20046,45808,8395,4793,13188,49333,36926,86259
511,27567,25490,53055,5965,6002,11966,536,462,999,478,466,940,664,604,1270,377,300,674,11163,10996,22159,210,183,391,198,197,395,26,43,72,8,11,20,13667,13257,26922,2178,2267,4442,509,434,942,22318,21960,44276,7285,5730,13012,57169,53174,110343
597,143,9,147,4,0,4,5,0,12,0,0,3,13,0,11,4,3,5,99,6,100,3,0,3,0,0,0,0,0,0,0,0,0,129,12,140,56,3,63,0,0,0,187,18,206,73,8,80,408,26,434
599,493,234,725,99,64,166,138,128,265,99,102,201,209,192,399,50,55,102,915,594,1516,25,20,48,31,24,60,10,10,15,3,0,3,1484,1123,2609,309,278,593,45,32,77,1945,1495,3440,1023,611,1631,3452,2339,5795
601,57166,60773,117941,6040,6626,12672,1309,1433,2741,1493,1676,3164,1380,1564,2944,313,347,660,657,673,1330,21140,23030,44171,221,192,412,174,198,372,11,7,16,26694,29121,55812,3494,3824,7316,615,582,1195,36844,40154,76996,7263,7158,14425,101270,108089,209354
602,37517,38628,76146,4252,4687,8938,916,899,1815,933,929,1867,1070,1151,2222,267,267,529,617,639,1255,11826,13215,25039,122,130,247,61,51,115,0,0,3,15804,17280,33090,1617,1613,3229,312,293,607,21989,23871,45861,5310,5491,10797,64813,67993,132809
603,11213,10316,21536,1409,1402,2811,376,377,760,268,280,547,419,440,862,108,102,216,294,305,596,2034,2121,4153,54,56,112,32,22,56,3,0,3,3591,3708,7301,223,256,477,75,51,123,5302,5417,10719,1563,1532,3097,18083,17271,35347
604,30210,30877,61084,4291,4768,9059,580,648,1229,640,682,1320,899,939,1833,201,206,403,487,516,1004,8141,9189,17333,82,93,174,40,35,74,3,5,7,11071,12304,23378,530,606,1130,293,271,563,16186,17944,34134,3835,3983,7820,50234,52802,103038
697,21,13,37,0,0,0,3,0,3,5,0,4,0,3,4,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,16,10,24,7,0,7,0,0,0,25,8,29,3,0,5,49,21,68
699,89,45,133,37,17,46,12,18,38,11,12,20,22,23,48,3,5,6,24,14,38,133,134,264,0,0,3,4,0,4,0,0,0,208,210,418,30,27,57,7,3,15,284,258,541,127,74,200,499,376,870
701,24727,23064,47789,1887,1839,3729,2397,1950,4347,2130,1896,4026,3707,2972,6680,1295,1194,2487,1979,1672,3653,260,236,495,12383,12097,24484,286,221,509,13,0,16,24445,22237,46683,5269,5434,10703,714,528,1242,32313,30043,62358,9717,6820,16532,66758,59922,126676
702,23047,23183,46231,2229,2190,4416,928,933,1859,832,890,1725,1472,1310,2784,682,645,1333,491,462,953,104,116,220,3679,3750,7428,84,75,159,5,3,7,8282,8184,16463,1524,1716,3237,537,587,1125,12570,12672,25239,5849,4733,10579,41464,40587,82052
797,39,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,8,0,0,0,4,4,8,14,3,19,61,14,70
799,231,159,395,48,34,79,98,92,188,78,91,176,126,124,242,48,31,82,60,69,135,5,8,16,121,106,223,0,11,13,0,0,0,541,528,1074,71,95,166,9,3,13,666,657,1326,389,307,691,1286,1118,2406
801,88330,93519,181846,4839,4874,9712,13370,14123,27491,3328,3362,6688,3563,3525,7086,1113,1111,2228,1070,1064,2136,383,418,803,628,644,1266,38288,38576,76862,27,30,58,61771,62850,124620,14077,15185,29261,1165,980,2137,81850,83884,165732,11364,11130,22492,181533,188539,370069
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,35,29,64,14,10,25,33,30,64,7,10,18,6,11,22,3,0,4,6,3,4,0,0,0,4,3,6,71,51,125,0,0,0,134,116,243,29,27,61,7,4,8,180,155,336,90,38,130,306,223,528
901,1211,1194,2402,130,154,281,100,72,176,25,16,38,69,43,108,13,12,22,100,85,185,7,3,8,8,3,19,22,27,50,4,0,5,348,259,611,84,105,186,10,15,27,572,537,1109,515,231,750,2295,1970,4261
997,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6
999,6,4,14,0,0,0,0,3,3,0,3,5,4,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,14,21,0,9,11,0,0,0,8,21,29,3,7,5,21,32,52
