SA4_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
314,4,8,0,10,17,8,28,33,86,0,121,6,12,0,12,7,8,16,27,32,0,59,0,35,3,34,28,10,37,72,76,0,147,6,55,3,69,22,17,37,107,107,3,219,14,102,7,123,20,25,54,174,214,3,385,52,228,23,301,31,59,85,388,368,0,761,153,292,19,464,29,30,60,528,349,4,879,277,292,17,596,23,20,46,642,287,3,930,421,266,31,715,21,10,32,749,242,5,995,391,176,19,587,4,3,5,591,189,0,778,361,133,18,510,5,9,13,528,119,0,644,257,80,11,347,3,6,12,354,90,0,445,410,80,19,502,9,7,12,512,87,3,599,139,29,11,185,3,0,4,188,35,0,218,41,6,0,54,0,0,3,55,6,0,65,59,4,4,67,3,0,5,71,6,0,80,53,4,0,60,0,0,0,60,16,0,76,268,127,20,418,23,9,35,453,140,13,594,18,12
315,3,0,0,3,6,5,15,14,39,0,54,4,3,0,12,5,0,6,16,34,0,55,13,20,7,38,28,8,41,72,126,8,203,5,25,4,38,15,8,21,63,171,0,240,19,37,6,60,30,12,39,100,194,0,296,37,91,13,136,21,9,32,166,218,5,387,69,70,9,154,17,7,30,182,174,0,355,86,59,14,161,11,5,15,175,143,0,323,105,47,3,152,8,8,10,163,117,3,287,105,37,8,155,5,3,12,165,67,0,227,83,18,4,110,8,0,8,116,35,0,158,69,9,3,82,0,0,0,81,31,0,116,122,18,11,142,3,3,3,145,25,0,173,43,8,0,47,0,0,0,53,14,0,65,26,4,0,25,0,0,0,25,3,0,32,23,0,0,23,0,0,0,25,11,0,30,30,3,0,30,0,0,0,30,14,0,42,96,59,8,165,10,5,16,182,134,11,326,11,9
316,8,9,3,22,21,11,39,61,140,0,201,3,35,0,40,6,5,14,47,64,0,118,12,90,8,107,42,38,79,183,164,0,349,22,138,6,160,38,38,73,234,247,0,480,34,279,22,335,60,70,131,460,427,3,895,97,614,41,751,64,112,176,929,653,9,1588,285,694,31,1018,43,64,108,1118,687,7,1812,448,635,42,1125,29,37,70,1196,631,4,1831,580,557,37,1173,22,24,46,1220,635,9,1862,535,366,40,940,15,22,33,969,344,3,1315,444,233,28,705,9,10,14,717,192,0,907,326,105,21,458,5,7,13,467,117,0,582,427,152,22,598,4,7,14,612,139,0,758,137,40,5,186,0,3,4,191,39,0,227,63,10,7,73,0,0,0,74,16,0,90,70,21,3,88,0,0,3,89,14,0,106,43,7,9,58,3,0,4,63,20,0,85,398,341,46,790,28,18,46,836,368,21,1221,42,35
317,0,3,0,11,6,9,20,24,51,0,76,3,8,0,16,9,0,9,19,24,4,47,7,21,6,31,20,12,36,64,85,0,149,5,39,3,54,25,17,42,97,129,0,221,8,71,9,88,38,21,56,143,238,0,388,41,221,14,274,42,44,83,361,370,3,729,118,259,16,394,18,37,50,447,339,3,785,202,206,17,425,17,14,34,459,309,5,768,278,176,14,473,12,9,17,490,283,0,770,259,123,17,401,5,7,12,410,174,0,583,211,80,13,308,6,4,11,316,94,0,412,137,37,6,178,0,0,0,183,67,0,247,165,35,10,211,3,4,9,218,53,0,272,82,11,0,97,3,0,3,95,18,0,118,23,4,0,34,0,0,0,34,10,0,44,25,3,3,29,0,0,0,30,9,0,44,23,3,0,23,0,0,0,23,4,0,29,186,113,13,315,16,15,26,337,135,8,475,12,11
318,5,8,7,20,23,10,29,52,105,0,156,6,21,3,28,16,5,22,50,47,4,97,4,37,9,55,62,31,91,145,146,0,294,8,67,10,80,60,31,88,170,265,3,436,26,123,13,163,56,48,108,272,386,4,660,63,301,31,395,97,95,187,586,582,3,1172,209,314,21,547,56,48,109,661,529,3,1190,366,297,29,685,43,30,72,757,422,3,1186,490,254,25,768,32,16,50,814,364,3,1184,418,169,25,610,21,11,25,637,199,3,846,362,96,14,468,7,6,14,488,130,0,614,246,73,14,333,8,7,11,340,89,3,437,382,61,18,460,7,0,7,468,108,0,576,136,24,6,172,0,0,0,173,42,0,214,44,10,5,56,0,0,0,54,20,0,76,41,10,3,53,3,0,3,53,20,0,78,33,6,3,42,0,0,0,44,13,3,53,300,159,24,479,35,21,58,534,285,10,833,24,10
319,9,3,0,16,12,11,29,46,115,3,164,3,14,6,21,16,4,21,38,64,0,103,15,61,5,87,83,37,119,201,243,5,447,15,107,14,139,82,54,137,280,382,5,663,36,211,25,274,125,69,194,468,649,12,1126,97,496,33,625,130,110,239,862,1035,5,1907,217,456,24,692,82,66,149,845,1065,7,1920,362,425,28,813,52,35,91,901,892,3,1799,402,361,25,786,31,27,64,846,662,7,1517,351,173,23,546,19,10,31,577,328,3,907,240,103,11,353,4,3,6,361,168,3,534,184,46,9,241,5,4,7,245,101,0,349,208,36,13,254,13,4,15,267,107,0,379,57,13,6,76,0,0,3,81,38,3,116,30,14,0,44,0,0,0,43,4,0,51,31,7,3,40,3,3,11,50,24,0,75,20,3,4,22,0,0,0,24,28,0,51,236,195,23,459,44,23,62,521,445,29,998,16,15
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,9,9,0,16,21,15,36,51,174,0,224,7,25,4,31,5,8,13,43,58,0,103,5,52,0,64,25,23,39,102,113,0,216,10,65,3,83,15,25,38,124,127,0,247,26,124,13,154,19,20,39,195,226,0,425,39,291,14,348,20,35,50,404,343,0,748,109,341,24,477,18,26,38,519,376,5,898,215,304,26,542,14,16,28,570,374,0,950,391,327,22,741,10,10,25,767,354,5,1128,334,211,24,573,5,5,15,591,223,4,818,377,145,10,530,7,4,9,539,133,0,670,322,80,19,414,5,3,10,421,122,0,545,456,136,21,614,11,0,11,624,148,0,772,173,58,7,238,0,0,0,240,57,0,298,88,25,3,114,0,0,0,114,28,0,136,133,24,9,158,0,0,3,160,19,0,177,139,26,7,170,0,0,0,172,31,0,206,410,274,24,710,17,13,31,739,320,17,1077,14,22
402,3,18,6,28,38,20,59,87,236,0,326,10,31,0,46,26,15,43,82,110,8,203,4,104,12,118,88,51,143,260,418,5,678,16,152,16,176,83,87,172,349,597,3,950,28,296,26,352,144,108,251,602,906,0,1505,137,791,66,990,131,163,292,1288,1497,14,2792,304,793,53,1140,87,97,186,1331,1385,11,2722,671,712,56,1440,56,50,112,1552,1088,4,2639,811,634,69,1521,54,41,92,1609,879,11,2496,738,400,40,1178,35,15,49,1223,532,6,1765,609,213,30,851,12,7,21,867,320,3,1189,527,138,27,693,4,3,13,707,218,3,928,628,187,35,848,13,5,16,866,204,0,1074,246,65,10,321,4,3,3,329,73,0,403,94,17,4,122,0,0,3,119,17,0,134,70,11,3,92,5,0,8,92,25,0,117,52,11,4,66,3,0,3,63,30,0,98,579,364,62,1003,83,47,132,1138,652,30,1814,30,41
403,10,8,0,20,23,18,39,56,146,0,202,8,18,7,36,14,4,15,50,67,0,120,19,61,3,88,47,30,74,163,221,0,379,5,113,15,131,39,44,79,205,302,0,511,24,249,19,296,59,68,124,420,494,3,919,80,579,48,710,80,110,187,900,791,3,1692,201,620,44,869,41,42,81,949,788,7,1746,394,628,46,1066,45,24,75,1139,657,7,1800,603,531,48,1188,18,11,36,1221,597,9,1823,553,401,34,989,15,3,19,1015,371,0,1386,548,235,29,812,8,7,14,828,211,3,1040,468,147,25,637,3,4,8,642,180,0,821,598,138,32,767,7,3,9,782,150,0,931,226,52,9,284,0,0,3,291,50,0,343,104,18,3,125,0,0,0,127,19,0,145,64,21,0,81,0,0,0,82,20,0,107,70,17,4,91,0,0,4,96,25,0,122,591,356,47,996,41,19,60,1058,429,14,1504,22,34
404,0,9,0,8,12,10,17,31,128,0,156,0,13,6,17,9,4,14,35,53,0,82,16,51,3,64,33,19,46,113,180,0,297,3,80,3,85,17,22,37,126,232,0,358,18,140,8,173,25,45,76,242,399,4,647,56,287,23,371,35,55,86,458,476,0,932,128,319,22,470,25,33,59,528,554,6,1092,280,304,25,610,33,16,46,657,541,3,1198,401,304,14,723,14,7,24,741,493,7,1246,345,226,23,588,8,18,26,617,342,3,963,314,149,11,479,4,0,11,489,192,3,685,251,93,15,364,5,0,3,366,141,0,507,388,100,23,509,3,4,5,513,142,0,652,153,30,3,182,0,4,8,187,82,0,271,51,13,6,71,0,0,0,76,13,0,93,40,7,3,53,3,0,4,59,17,0,76,50,7,0,58,3,0,3,56,23,0,83,346,172,37,547,27,15,43,594,328,21,940,18,21
405,8,0,0,7,7,0,5,12,29,0,43,3,9,3,13,4,0,6,19,19,0,36,0,25,0,29,33,11,37,66,70,0,144,4,40,3,53,18,13,28,82,131,0,209,10,91,6,100,23,33,60,163,166,0,327,25,186,18,228,19,36,59,281,249,0,533,89,154,17,255,10,11,19,279,239,8,524,89,126,12,234,9,10,20,245,229,4,481,137,108,11,256,3,4,3,258,140,0,400,115,63,8,183,11,4,11,192,94,0,292,89,34,4,128,0,0,0,126,56,0,184,75,24,3,101,0,0,0,101,49,0,156,81,17,7,107,0,0,0,107,21,0,122,23,8,0,34,0,0,0,34,10,0,37,18,0,0,15,0,0,0,15,0,0,17,6,4,3,12,0,0,0,16,9,0,23,12,3,3,20,0,0,0,16,13,0,27,132,105,15,249,16,8,25,274,135,12,423,0,14
406,0,3,0,3,9,3,13,18,32,0,49,0,3,0,3,0,3,3,8,19,0,31,4,22,4,31,30,13,43,75,97,0,175,3,31,11,44,23,20,38,81,130,4,216,3,56,5,62,27,20,47,110,175,0,284,26,147,6,183,17,30,48,228,204,3,433,36,132,11,175,8,8,17,197,215,3,409,88,89,14,188,11,6,18,210,152,5,370,124,87,18,223,7,3,10,236,99,0,331,95,56,3,148,3,4,3,160,55,0,210,85,24,7,117,5,3,5,119,37,0,158,67,19,7,95,0,0,0,94,18,0,118,90,15,3,104,3,0,3,105,24,3,136,23,8,3,35,0,0,3,37,10,0,49,16,0,0,19,0,0,0,19,0,0,24,12,0,0,12,0,0,0,7,8,0,22,7,3,0,9,0,0,0,14,8,0,14,92,62,11,162,14,3,14,175,120,7,307,3,11
407,0,0,0,3,4,6,11,16,46,0,63,3,20,3,22,5,3,8,34,27,0,59,8,46,6,58,31,21,52,112,123,3,234,10,87,8,98,27,31,59,154,211,3,369,24,154,11,192,36,30,67,253,352,0,607,64,351,17,433,47,53,101,532,433,3,964,142,309,17,468,14,24,44,509,449,6,966,235,267,23,523,15,5,23,544,351,6,896,263,192,25,481,13,4,21,501,251,0,750,189,120,8,318,6,4,9,334,153,3,482,159,70,4,227,5,5,7,235,74,0,306,137,42,3,180,4,0,5,185,35,3,222,134,37,3,177,0,0,0,175,41,3,225,48,10,3,56,0,0,0,55,10,0,68,17,0,0,21,0,0,0,21,3,0,21,6,5,3,15,0,0,0,15,5,0,18,11,5,0,16,0,0,0,15,12,0,25,181,157,18,359,24,4,27,391,219,13,619,20,23
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3,5,0,15,11,9,24,36,95,4,128,4,12,3,20,0,4,5,31,32,0,64,10,41,3,60,18,29,47,106,116,4,233,4,86,5,97,25,35,63,158,161,4,320,18,139,13,171,41,41,80,255,273,4,525,57,311,30,403,44,51,94,499,372,3,869,119,340,22,483,26,28,53,534,302,6,839,175,280,17,472,8,15,24,497,229,3,730,241,220,29,480,14,15,34,509,208,3,723,216,122,18,350,5,5,11,367,108,3,473,162,84,7,253,7,3,8,259,70,0,338,153,35,6,196,3,0,3,201,56,4,253,224,60,10,296,9,0,9,305,40,0,340,72,14,3,93,4,0,3,101,17,0,121,30,9,7,41,0,0,0,46,3,0,44,32,10,5,49,0,3,3,48,12,0,64,26,9,0,32,0,0,0,33,13,0,50,196,160,32,385,20,14,28,412,202,9,631,11,5
502,3,0,3,6,13,4,22,29,75,4,104,0,12,0,11,7,5,14,21,28,0,54,0,27,3,32,24,18,35,66,70,0,138,3,49,3,58,21,15,39,95,118,0,215,0,66,0,71,28,27,47,118,195,0,312,28,153,15,192,30,36,68,260,288,0,544,47,161,15,220,12,25,33,254,235,0,494,95,124,3,220,12,14,21,239,188,0,433,129,119,12,263,7,12,16,275,135,0,416,115,68,12,195,10,6,13,206,67,0,274,91,45,10,139,3,0,6,144,66,0,211,89,29,5,125,4,0,3,134,26,3,160,115,30,12,158,3,0,4,163,39,0,199,55,12,0,65,0,0,3,70,14,0,81,22,8,0,35,0,0,0,35,7,0,36,32,3,8,41,0,0,0,36,8,0,46,16,0,0,14,0,0,0,19,10,0,28,107,79,13,201,12,11,21,221,150,10,379,10,7
503,3,4,0,3,16,15,31,32,124,0,158,3,14,0,17,3,4,11,26,36,0,63,3,16,3,22,15,15,22,44,42,0,92,4,23,3,35,10,14,21,53,42,0,99,6,31,0,39,6,14,28,60,88,0,146,17,73,4,93,6,13,21,118,99,0,216,26,120,3,155,3,4,5,157,123,0,289,65,116,6,186,11,7,11,196,97,0,299,91,127,6,224,7,11,22,247,121,0,371,115,89,6,212,3,3,8,222,78,0,296,97,59,4,163,5,3,9,172,76,0,250,145,48,6,199,0,3,3,201,60,0,263,233,78,12,320,8,9,13,336,89,3,424,88,39,3,125,3,4,8,135,43,0,178,29,17,0,51,0,0,0,51,21,0,69,175,37,10,222,0,0,3,226,25,0,247,152,34,10,197,0,0,0,199,43,0,243,181,99,10,287,12,12,25,309,137,6,453,6,4
504,9,3,5,12,34,16,50,65,166,0,231,3,16,3,25,14,12,20,42,59,4,109,3,70,0,70,37,27,61,137,179,0,314,9,87,5,104,37,27,69,176,207,0,382,19,150,14,177,39,44,81,260,333,0,596,67,309,20,397,51,66,121,513,443,3,961,147,303,15,463,24,30,54,522,398,0,921,297,337,21,652,26,20,45,692,347,0,1040,449,329,25,802,31,16,46,845,312,3,1167,408,197,19,624,25,11,36,657,236,3,899,345,136,17,501,13,5,16,524,147,0,664,327,97,19,446,9,3,14,459,116,0,574,489,116,23,628,15,3,18,650,127,0,776,221,49,11,281,3,3,6,280,84,0,362,87,22,9,117,8,3,6,126,26,0,145,110,14,3,127,3,0,6,131,13,0,148,103,12,3,119,0,0,0,123,20,0,140,380,226,32,634,39,12,49,687,315,16,1015,15,8
505,7,14,6,25,52,38,82,107,327,0,435,10,53,3,70,12,17,31,104,106,0,204,9,111,15,132,79,56,136,267,292,4,566,14,167,19,198,60,59,118,311,379,0,687,27,271,19,314,101,90,186,505,575,6,1085,105,595,36,731,86,123,215,947,826,5,1784,251,635,52,931,51,59,111,1044,777,8,1828,459,704,58,1221,62,38,103,1321,650,7,1971,759,684,61,1503,44,39,88,1596,627,7,2228,737,477,37,1254,29,16,45,1299,419,7,1727,672,304,32,1007,24,14,33,1046,325,3,1372,620,204,30,851,14,7,23,870,231,3,1107,1078,281,50,1414,21,16,43,1452,267,3,1725,447,99,21,568,11,0,11,580,147,0,722,184,51,10,241,9,0,5,251,51,0,301,248,43,8,300,8,3,7,309,33,0,342,190,41,10,250,3,0,8,256,63,0,316,775,406,67,1249,69,47,115,1362,531,33,1930,40,29
506,12,10,3,31,57,44,107,133,419,0,556,7,35,3,37,26,18,44,81,121,0,203,7,99,3,112,75,58,128,245,352,10,601,14,150,15,173,54,62,111,283,387,3,677,28,242,11,278,96,79,175,452,565,0,1020,77,508,30,609,95,115,205,817,787,7,1615,211,532,25,767,56,68,117,888,762,6,1655,421,577,52,1050,38,44,79,1131,644,4,1782,744,566,55,1358,58,36,93,1451,640,8,2095,709,336,39,1087,33,14,48,1141,434,0,1577,615,237,28,878,22,15,35,916,265,4,1176,516,142,30,685,15,6,25,710,197,10,919,856,220,46,1119,24,9,34,1156,238,6,1396,351,91,17,459,17,8,17,483,135,0,613,173,54,10,235,6,0,6,240,43,0,278,167,27,13,204,10,3,8,214,35,0,252,159,27,8,194,6,4,6,198,48,0,255,589,317,62,974,57,43,96,1068,517,45,1626,40,24
507,16,12,4,37,36,31,67,107,301,5,405,3,20,4,24,11,13,22,49,88,0,140,16,90,8,108,57,50,107,215,272,0,493,10,125,9,140,40,54,95,230,350,0,579,22,249,17,288,75,90,160,449,518,4,966,85,483,30,594,111,90,204,800,743,5,1554,186,492,43,720,57,55,118,831,642,8,1480,357,515,37,912,40,45,83,996,527,8,1534,596,517,41,1150,52,26,78,1236,504,3,1744,556,333,26,916,25,18,41,959,282,3,1242,489,191,26,705,14,15,30,736,234,3,970,491,175,25,695,15,3,19,714,136,0,851,806,210,35,1050,28,7,34,1081,184,3,1269,290,73,20,385,9,0,13,391,108,0,501,123,21,14,158,0,0,0,158,36,0,193,161,38,11,205,3,4,7,211,26,0,242,171,17,8,198,5,0,3,202,49,0,249,548,333,43,930,56,24,78,1007,472,32,1506,37,20
509,9,3,3,12,3,0,8,15,46,0,70,7,3,0,11,3,3,6,16,18,3,42,5,45,0,45,30,12,44,88,78,3,167,9,47,0,54,13,17,32,89,130,0,218,9,87,8,104,13,23,33,141,203,5,347,36,177,12,229,27,24,53,286,272,3,556,91,176,19,291,11,14,27,315,279,0,594,96,160,12,260,11,4,17,280,203,5,484,142,130,9,278,11,7,14,294,175,4,470,134,67,14,215,0,3,3,219,77,0,299,87,51,5,142,0,3,5,146,45,3,196,92,19,5,120,0,0,0,120,39,3,162,119,36,7,158,4,0,3,160,55,3,219,37,15,3,55,0,3,3,58,13,0,70,20,0,3,25,0,0,0,25,3,0,26,24,8,3,30,0,0,5,33,13,0,49,30,6,0,37,0,0,0,43,12,0,56,142,109,18,261,21,14,35,297,155,9,460,12,6
510,0,3,0,8,8,6,18,22,36,3,61,0,4,0,6,3,0,4,9,37,3,51,8,21,3,29,28,8,36,60,129,0,193,3,19,3,27,16,10,28,56,131,0,186,3,24,3,26,14,12,32,59,158,0,216,14,29,8,54,10,13,28,82,127,4,214,30,43,7,82,13,3,13,95,148,0,249,52,48,6,109,9,3,12,126,80,3,209,83,42,8,130,3,7,10,140,74,0,216,73,26,6,104,3,3,4,112,44,0,149,91,23,7,121,0,0,0,121,19,0,140,92,11,3,113,0,0,0,114,22,0,133,148,27,11,181,3,0,3,188,28,0,207,47,4,3,57,0,0,0,57,19,0,72,34,6,0,37,0,0,0,37,3,0,44,40,3,3,53,0,0,0,53,12,0,63,40,3,3,38,0,0,0,39,5,0,47,84,30,10,122,15,4,22,147,137,4,290,9,6
