RA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
RA41,0,0,0,0,8,8,15,9,3,45,0,3,3,31,8,8,5,3,0,58,0,3,22,90,0,0,0,0,0,112,4,42,33,23,4,0,0,0,0,106,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,7,0,0,18,10,20,28,45,42,47,41,12,6,241,3,21,17,97,47,50,4,0,0,245,0,3,7,17,24,37,41,26,10,168,0,9,5,24,14,9,6,4,0,63,8,51,55,204,118,167,183,112,47,950,255,602,655,1531,1082,1196,1031,552,213,7122,5898,13699,12245,22430,14659,15197,13166,6427,2129,105861,0,0,0,6,0,0,0,0,0,4,5377,11864,10332,19149,11816,11401,9364,4470,2396,86169,0,3,0,14,0,0,0,0,0,22,0,0,0,0,3,3,0,0,0,8,0,4,10,24,8,5,0,0,0,49,0,4,5,40,21,31,16,0,4,120,0,3,0,5,3,4,0,0,0,16
RA42,0,0,0,3,9,11,16,18,0,52,0,3,11,40,10,8,0,0,0,68,0,0,16,35,0,0,0,0,0,51,0,5,14,17,3,0,0,0,0,37,0,0,0,0,0,3,3,0,0,5,0,0,0,6,11,3,3,0,0,25,0,5,7,21,18,14,10,9,0,86,0,0,5,44,22,4,6,3,0,92,0,0,0,5,19,26,21,11,4,84,0,7,9,20,15,7,4,0,0,66,5,31,40,135,99,125,124,84,30,668,257,549,579,1448,1117,1147,1031,547,229,6907,4842,10892,9528,18602,12477,13158,10909,5334,1754,87501,0,5,22,37,8,0,0,0,0,74,4293,9251,7598,15007,9463,9664,7707,4106,2028,69117,0,9,0,21,0,0,0,0,0,29,0,0,0,0,3,3,3,0,0,11,0,0,3,8,3,0,0,0,0,13,0,0,5,20,10,13,10,0,3,54,0,0,0,0,0,0,3,0,0,9
RA43,0,0,0,0,0,4,4,0,0,8,0,8,0,8,0,0,0,0,0,19,0,0,4,7,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,11,7,6,12,3,0,37,0,3,0,0,3,0,0,0,0,4,0,0,0,3,0,5,4,0,3,15,0,5,3,13,3,7,0,0,0,30,3,12,7,31,16,21,30,7,3,137,91,181,182,467,300,341,247,133,58,1996,1429,2839,2208,5132,3186,3364,2577,1197,421,22353,0,0,0,0,0,0,0,0,0,0,1207,2346,1741,4039,2303,2408,1787,918,502,17248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,0,0,0,26,0,0,0,0,3,0,0,0,0,8
RA44,0,0,0,0,3,3,7,7,0,14,0,3,3,23,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,0,8,11,19,32,19,7,91,28,67,62,210,130,147,103,45,13,809,405,875,758,1891,1037,1060,711,284,75,7091,0,0,0,0,0,0,0,0,0,0,394,757,614,1332,691,629,348,122,59,4940,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
RA45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,17,23,3,3,5,0,0,54,3,12,29,73,55,39,23,0,0,231,50,56,259,626,282,239,168,43,13,1734,0,0,0,0,0,0,0,0,0,0,32,52,128,215,126,106,73,14,6,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RA50,0,0,18,209,152,227,198,148,48,1000,38,348,343,1797,538,356,274,119,38,3852,19,27,136,1146,51,60,40,7,0,1489,105,407,538,630,102,54,27,10,4,1881,4,21,57,369,264,287,296,134,29,1456,6,17,62,309,127,54,33,21,3,627,101,535,478,1109,617,591,380,106,35,3953,61,236,615,2461,1493,1148,465,165,58,6708,15,154,212,755,594,463,443,208,79,2908,4,277,689,1764,968,676,239,78,20,4715,453,2541,3981,12841,4697,3406,2346,1204,395,31865,3463,5621,7202,21083,8837,7220,5369,3325,1626,63748,64320,123336,127683,284376,125620,101287,72697,36584,12571,948475,9,108,425,747,179,91,48,17,0,1633,54560,89847,80814,143481,62273,54172,36584,20176,10359,552268,31,121,89,713,74,57,23,5,4,1115,0,10,80,486,303,283,97,53,14,1327,13,21,45,309,118,101,28,15,9,659,37,182,254,1072,424,288,147,58,28,2499,0,29,46,267,170,139,89,36,5,773
RA51,0,0,0,3,4,11,5,5,0,29,0,11,7,61,24,4,4,4,0,112,0,0,27,123,0,0,0,0,0,152,3,24,21,8,3,0,0,0,0,66,0,0,0,4,0,4,3,0,0,13,0,0,0,14,3,0,0,0,0,13,6,25,22,64,54,74,61,22,9,338,0,6,12,82,40,10,5,0,0,163,0,3,9,27,44,46,37,18,9,195,3,18,37,117,88,85,40,3,3,397,9,74,90,390,236,202,182,85,33,1299,480,986,1036,2436,1520,1458,1127,616,192,9855,6929,15190,12604,26782,15651,14416,11340,4991,1431,109338,0,0,13,5,4,0,0,0,0,29,5761,12454,9138,18568,10113,9723,6621,3295,1305,76970,0,0,3,19,0,7,0,0,0,32,0,0,0,7,3,3,0,0,0,15,0,0,0,4,4,3,0,0,0,8,0,4,10,89,29,31,13,0,3,186,0,0,0,7,3,3,0,0,0,17
RA52,0,0,0,3,3,8,10,4,3,33,0,12,6,38,11,4,4,0,3,86,3,0,3,39,0,0,0,0,0,45,6,52,47,17,0,0,0,0,0,132,0,0,0,0,0,0,7,6,0,24,0,0,0,7,3,0,0,0,0,18,5,16,20,50,32,35,32,14,6,202,3,3,14,28,18,16,3,0,0,88,0,0,7,28,32,34,30,15,6,152,3,27,50,106,70,59,19,3,0,345,11,72,68,291,159,150,152,78,22,995,452,934,825,2236,1407,1451,990,603,200,9084,5915,12603,10704,21739,13124,12872,9637,4634,1418,92652,0,8,8,27,4,0,0,0,0,49,5149,10221,7665,15452,8760,8409,5736,3029,1257,65687,0,3,0,11,4,0,0,0,0,16,0,0,0,3,0,3,0,0,0,4,0,5,0,9,0,0,0,0,0,13,0,16,13,63,25,34,8,3,0,163,0,0,0,5,4,5,0,0,0,20
RA53,0,0,0,0,0,0,3,3,0,5,3,6,3,30,17,4,3,0,0,65,0,3,6,42,0,0,0,0,0,50,5,12,19,10,6,0,0,0,0,55,0,0,0,3,3,10,4,0,0,17,0,0,0,5,3,0,0,0,0,13,3,6,3,31,15,9,4,3,0,81,0,5,0,12,9,3,0,0,0,27,0,0,0,15,7,7,10,0,0,33,4,13,20,74,35,11,3,0,0,158,3,17,11,196,72,67,34,14,7,427,361,601,550,2037,989,776,387,155,51,5912,3505,6208,4535,13775,6471,5263,2781,1086,312,43934,0,0,0,3,0,0,0,0,0,3,2827,4849,3004,8376,3480,2838,1474,736,263,27851,0,3,5,10,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,11,0,3,4,45,16,6,4,0,3,77,0,0,0,8,0,0,0,0,0,8
RA54,0,0,0,0,0,9,0,3,0,12,0,3,0,24,7,5,0,0,0,45,0,0,3,32,0,3,0,0,0,36,5,3,7,15,4,0,0,0,0,36,0,0,0,7,3,3,0,0,0,15,0,0,0,3,3,0,0,0,0,3,6,6,0,53,27,21,8,0,0,124,3,8,3,54,26,13,6,0,0,116,0,0,3,17,6,13,5,0,0,51,0,6,3,86,43,31,7,0,0,174,3,6,24,257,113,76,52,17,3,551,231,343,534,3219,1214,819,288,78,15,6740,2414,4120,3785,16176,6526,4539,1909,504,105,40080,0,0,0,0,0,0,0,0,0,0,1948,3382,2596,6380,2422,1899,839,289,85,19839,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,6,0,0,0,0,0,11,0,0,5,26,11,8,3,0,0,48,0,0,0,0,0,0,0,0,0,0
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,19,0,0,0,38,17,8,0,0,0,62,0,0,17,245,94,43,8,3,3,408,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,4,3,3,3,0,0,17,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,13,44,16,17,12,0,0,95,17,16,57,216,104,85,55,7,3,548,81,120,341,1376,638,540,375,58,12,3532,0,0,0,0,0,0,0,0,0,0,56,95,160,447,205,255,140,20,7,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,4
RA61,0,0,0,0,4,10,7,19,0,48,3,8,13,69,21,17,15,13,0,165,4,7,4,64,3,3,0,0,0,85,3,41,40,53,7,6,0,0,0,149,0,0,0,0,0,3,0,0,0,8,0,0,0,8,10,3,3,3,0,35,11,58,52,134,96,90,72,25,6,549,11,9,30,83,15,13,3,0,0,155,0,6,10,25,28,37,42,20,12,187,0,3,13,20,23,13,13,4,0,99,34,152,276,852,372,292,252,211,93,2540,505,883,1103,2616,1586,1700,1464,881,332,11062,10218,21425,22239,40844,22086,21384,16617,8552,3034,166403,0,3,29,93,16,4,3,0,0,158,9107,18483,18111,34819,19088,18333,13455,7464,3843,142703,0,3,4,32,0,0,0,0,0,40,0,0,0,19,12,9,3,3,0,49,0,0,0,8,3,0,0,0,0,18,0,8,20,125,57,53,34,3,0,302,0,3,4,24,22,11,8,8,0,86
RA62,0,0,0,0,0,9,6,4,0,18,0,7,0,9,3,5,0,3,0,29,0,0,3,17,0,0,0,0,0,19,3,3,8,7,3,3,0,0,0,24,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,7,6,12,8,49,33,53,54,22,3,243,0,0,0,4,0,0,0,0,0,3,0,0,0,5,23,20,37,16,3,103,0,0,3,7,6,13,11,3,0,41,12,31,25,86,69,128,144,86,23,606,209,530,544,1244,1034,1232,1066,571,175,6606,4012,9701,8516,14818,10930,12634,10595,4788,1243,77235,0,0,0,0,0,0,0,0,0,0,3597,8387,7019,13409,9162,9678,7112,3353,1360,63078,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,5,32,25,25,21,7,3,120,0,0,0,8,3,0,3,0,0,10
RA63,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,6,3,4,15,5,5,38,8,40,17,76,72,83,81,21,6,424,215,407,296,782,616,748,616,243,53,3969,0,0,0,0,0,0,0,0,0,0,189,353,250,621,430,514,364,160,54,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0
RA64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,16,0,5,9,23,10,25,20,10,0,109,76,128,106,258,175,242,199,85,21,1298,0,0,0,0,0,0,0,0,0,0,65,100,60,219,140,169,109,59,28,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
RA65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,25,10,8,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,9,33,9,10,9,3,0,75,27,16,90,207,77,52,48,8,0,524,0,0,0,0,0,0,0,0,0,0,14,13,47,93,42,36,26,3,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
RA72,0,0,0,3,6,3,3,4,0,28,11,24,24,162,51,21,11,10,4,329,9,5,8,123,4,4,0,3,0,162,20,47,47,71,21,11,3,3,0,223,0,0,0,3,5,3,0,0,0,10,0,0,0,9,10,3,0,0,0,29,12,22,24,76,41,29,29,3,0,228,4,17,40,122,62,57,20,3,0,333,0,0,5,30,16,11,9,3,0,71,3,17,25,103,39,21,5,0,0,209,47,167,182,761,368,265,201,108,20,2122,509,793,1033,3547,1400,1021,530,146,36,9013,5137,8931,9241,25525,10094,7434,4021,1246,273,71889,0,0,0,3,0,0,0,0,0,4,4242,6465,5530,12823,5178,3743,1749,539,178,40447,4,12,17,81,7,4,0,0,0,139,0,0,0,6,3,4,0,0,0,16,0,5,5,47,12,19,8,0,0,102,0,3,8,70,17,20,14,3,0,131,0,0,0,5,3,9,3,0,0,24
RA73,0,0,0,0,0,3,3,0,0,3,3,14,7,33,13,3,0,0,0,67,0,0,4,37,0,0,0,0,0,47,0,9,9,13,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,21,45,45,151,61,51,21,3,0,402,0,5,3,21,26,3,3,0,0,68,0,0,0,0,8,6,3,0,0,18,0,19,12,41,20,5,4,0,0,105,9,26,26,151,70,38,37,7,0,357,210,337,365,950,524,470,257,90,18,3218,1706,3173,2956,6876,3341,2726,1415,428,84,22707,0,0,0,3,0,0,0,0,0,3,1354,2337,1935,4396,2188,1674,782,257,90,15014,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,7,0,0,3,12,11,9,3,0,0,40,0,0,0,3,0,0,0,0,0,3
RA74,0,0,0,0,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,11,0,0,0,5,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,7,4,3,0,0,0,20,0,3,4,50,28,18,10,5,0,115,103,206,250,520,250,205,79,19,3,1629,2125,4307,4013,6962,2541,1715,703,195,30,22585,0,0,0,0,0,0,0,0,0,0,1900,3732,3523,6216,2186,1439,544,184,35,19749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,6
RA75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,44,11,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,3,0,0,16,8,10,34,155,90,51,32,9,0,386,45,48,121,438,257,229,174,20,0,1332,0,0,0,0,0,0,0,0,0,0,28,56,33,193,125,132,55,9,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
RA80,0,0,3,19,38,51,25,31,3,168,9,93,125,534,236,197,122,50,10,1366,7,8,36,134,21,12,4,0,0,233,18,58,101,196,32,31,12,5,0,439,0,8,7,56,33,52,25,12,0,197,0,3,17,65,25,6,10,4,0,128,56,192,191,408,186,156,107,36,4,1334,13,53,124,533,317,291,81,46,12,1468,0,10,11,57,40,53,44,28,9,246,0,15,51,120,65,33,12,0,0,300,93,429,614,2427,987,796,593,375,125,6440,618,860,1386,3736,1448,1141,928,620,299,11035,13861,24559,28134,61134,24909,19825,13914,6436,2316,195078,3,10,39,93,39,22,8,3,0,210,11779,19399,19956,39153,16709,13418,9106,4200,1916,135638,6,40,55,420,80,47,11,0,0,654,0,0,0,58,45,29,27,16,5,185,6,14,28,98,32,24,19,12,0,224,3,42,47,236,135,87,54,16,6,615,0,11,9,137,78,78,71,21,14,417
RA81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,6,3,10,3,5,0,0,0,36,34,50,40,107,55,38,16,6,0,347,0,0,0,0,0,0,0,0,0,0,14,41,35,84,30,19,7,4,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
RA85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
