SUA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
1026,0,0,0,0,0,43,0,7,0,0,0,0,0,0,0,46,17,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,22,252,25,33,11,11,10,5,0,5,11,365,42,25,72,15,37,7,12,5,0,0,219,7,3,5,0,0,0,3,7,0,4,23,0,0,0,0,0,0,0,0,0,0,3,46,29,77,15,39,7,18,9,3,9,245,0,0,0,0,0,0,0,0,0,3,3,297,47,106,29,49,18,19,13,10,20,612
1027,0,0,0,4,14,860,20,20,0,3,0,0,0,0,33,932,246,4,3,0,0,0,0,0,0,32,291,49,0,0,0,0,0,0,0,0,12,62,11,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,55,3,0,0,0,0,0,0,0,15,75,3,0,0,0,0,0,0,0,0,4,10,307,6,3,0,0,0,0,0,0,52,374,3447,342,345,47,66,97,61,39,28,176,4653,512,134,220,68,53,44,38,39,16,40,1169,39,10,20,3,3,8,8,11,3,6,123,8,0,4,0,0,0,3,0,0,6,22,557,151,245,68,63,61,51,50,17,60,1310,11,3,0,0,0,0,0,0,0,17,28,4020,495,590,114,131,152,110,87,45,243,5995
1028,0,0,0,0,0,54,0,3,0,0,0,0,0,0,0,61,11,0,0,0,0,0,0,0,0,4,13,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,21,562,105,123,28,28,29,11,6,4,29,925,88,52,120,23,21,23,20,25,3,8,383,4,8,4,3,5,6,8,6,4,0,52,0,0,0,0,0,0,0,0,0,0,0,93,55,127,23,27,28,26,31,3,9,432,0,0,0,0,0,0,0,0,0,0,0,651,160,251,51,58,57,41,35,12,39,1354
1029,0,0,0,0,0,430,3,3,0,0,0,0,0,0,12,456,91,0,0,0,0,0,0,0,0,18,107,27,0,0,0,0,0,0,0,0,3,32,7,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,9,43,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,24,149,1700,78,69,26,11,6,8,14,0,98,2014,399,30,38,9,8,9,6,7,3,19,528,59,3,8,0,3,4,3,5,3,5,91,4,0,0,0,0,0,0,0,0,0,6,464,32,41,5,8,8,7,16,9,29,621,10,0,0,0,0,0,0,0,0,0,10,2175,106,117,34,20,11,23,32,8,124,2642
1030,0,0,0,226,378,79275,3046,2281,370,383,349,290,296,206,3890,90380,9107,173,92,14,21,20,15,13,7,1028,10493,9250,130,105,9,17,11,9,14,4,831,10371,10671,432,269,51,34,45,33,41,19,1389,12982,197,3,3,0,0,0,0,0,0,106,312,20110,564,371,61,47,53,43,55,24,2328,23658,102,0,0,0,0,0,0,0,0,361,465,29324,740,467,75,68,73,59,67,31,3711,34618,280742,52616,52173,12217,12638,12552,12400,12722,7699,13956,469724,421886,132714,168640,30014,35828,42504,46329,48766,29425,23782,979896,118099,23316,30214,7058,9501,12742,12739,15206,12011,15417,256290,3822,938,1058,213,260,286,340,372,277,796,8361,543809,156976,199912,37280,45587,55534,59406,64344,41709,39997,1244553,793,142,162,51,41,42,59,74,108,3374,4853,825342,209728,252254,49553,58263,68129,71874,77139,49519,57329,1719134
1031,0,0,0,0,0,174,0,0,0,0,0,0,0,0,12,186,55,0,0,0,0,0,0,0,0,4,59,14,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,5,72,947,97,121,47,33,37,29,28,18,62,1416,189,86,327,52,111,118,129,157,65,42,1277,23,14,27,3,19,12,16,83,58,70,327,0,4,3,0,3,0,4,0,0,3,20,207,104,353,58,131,129,149,243,127,120,1626,4,0,0,0,0,0,0,0,0,11,12,1153,203,480,109,165,165,178,269,138,196,3061
1032,0,0,0,4,3,246,3,3,0,0,0,0,0,0,6,264,72,0,0,0,0,0,0,0,0,10,85,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,12,10,86,3,0,0,0,0,0,0,0,21,111,1128,80,53,5,8,10,8,8,0,58,1363,181,69,124,21,35,9,22,13,8,17,499,6,7,17,3,0,0,3,4,3,9,53,8,0,0,0,0,0,0,0,0,0,10,194,76,141,19,36,12,26,20,12,26,562,6,0,0,0,0,0,0,0,0,20,29,1329,156,188,27,45,21,33,26,15,104,1950
1033,0,0,0,0,3,320,5,0,0,0,0,0,0,0,11,341,64,0,0,0,0,0,0,0,0,8,69,5,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,7,84,1248,68,73,10,9,6,14,3,3,45,1492,233,22,51,3,11,9,13,9,6,13,376,23,8,0,0,0,4,0,4,5,3,37,3,0,0,0,0,0,0,0,0,0,6,260,25,49,3,15,12,13,10,13,17,419,9,0,0,0,0,0,0,0,0,4,11,1520,98,125,13,25,20,29,17,15,65,1926
1034,0,0,0,0,0,207,3,6,0,0,0,0,0,0,15,232,87,0,0,0,0,0,0,0,0,8,97,28,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,122,0,3,0,0,0,0,0,0,12,140,1463,206,236,57,56,60,54,42,14,81,2265,419,305,617,158,327,252,210,198,67,86,2637,25,16,76,26,54,56,36,56,56,54,461,3,3,3,0,4,0,0,0,0,4,18,449,324,698,181,389,312,249,253,119,145,3120,0,0,0,3,0,0,0,0,0,0,3,1912,531,931,239,442,370,299,297,136,222,5388
1035,0,0,0,19,43,6319,35,42,3,13,12,7,0,3,342,6772,1019,8,4,0,0,0,0,0,0,110,1150,674,0,0,0,0,0,3,0,0,65,747,519,12,0,0,0,3,0,0,0,89,620,14,0,0,0,0,0,0,0,0,45,60,1208,10,0,0,0,5,3,0,0,197,1425,13,0,0,0,0,0,0,0,0,15,26,2234,15,4,0,0,3,3,0,0,324,2594,21941,1651,1717,363,379,384,341,307,174,983,28232,12420,1625,2466,502,766,986,1206,1182,775,722,22657,3490,270,322,87,135,225,357,340,346,421,6000,162,12,16,4,5,3,3,3,3,107,310,16072,1911,2797,596,910,1218,1560,1529,1124,1254,28967,81,3,11,0,0,0,0,0,0,74,170,38093,3562,4526,956,1290,1601,1903,1834,1294,2312,57372
2000,0,0,0,26,64,7385,59,42,10,6,3,7,3,3,361,7883,1573,15,8,0,0,5,0,0,0,156,1768,490,3,3,0,0,3,0,0,0,30,531,151,0,3,0,0,0,0,0,0,34,183,15,0,0,0,0,0,0,0,0,0,22,655,3,3,0,0,3,0,0,0,63,733,23,0,0,0,0,0,0,0,0,21,51,2262,18,14,0,3,7,0,3,0,249,2552,38930,3013,2908,552,515,499,427,438,296,2235,49824,7672,1154,2537,468,566,605,583,695,520,744,15539,937,107,284,55,91,111,191,310,282,363,2733,129,15,19,3,3,0,6,11,3,39,233,8739,1272,2841,525,666,721,783,1010,808,1144,18503,155,12,11,4,3,3,0,10,7,1010,1221,47825,4302,5757,1079,1185,1220,1210,1462,1114,4391,69542
2001,0,0,0,0,0,191,0,0,3,0,0,0,0,0,15,212,42,0,0,0,0,0,0,0,0,13,63,17,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,3,3,65,0,0,0,0,0,0,0,0,21,86,1274,145,167,33,25,27,4,10,3,71,1758,362,70,171,13,15,22,33,22,17,16,746,40,0,8,0,3,4,3,10,8,3,69,0,0,0,0,0,0,0,0,0,3,6,404,67,179,20,18,26,40,30,26,19,828,3,0,0,0,0,0,0,0,0,3,5,1677,210,352,46,50,47,42,35,27,97,2593
2002,0,0,0,0,7,221,0,0,0,0,0,0,0,0,14,240,45,0,0,0,0,0,0,0,0,3,50,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,11,72,703,67,79,9,19,10,12,0,0,39,935,149,30,84,14,19,27,32,19,3,19,398,15,8,10,0,4,4,5,13,0,4,70,5,0,0,0,0,0,0,0,0,0,8,173,41,88,14,25,28,39,33,3,27,476,9,0,0,0,0,0,0,0,0,9,15,882,112,166,23,45,41,49,33,4,71,1426
2003,0,0,0,0,9,818,17,8,3,0,0,0,5,0,33,881,175,0,3,0,0,0,0,0,0,27,205,77,0,0,0,0,0,0,0,0,5,87,18,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,12,107,6,0,0,0,0,0,0,0,0,0,5,271,4,8,0,0,0,0,0,0,36,322,3846,423,460,103,141,99,81,87,42,222,5492,920,467,1010,154,197,173,146,193,160,96,3515,84,23,83,8,31,29,41,46,47,41,438,11,8,6,0,4,0,0,0,0,4,34,1013,495,1106,165,227,201,188,239,212,146,3985,25,0,0,3,0,0,0,0,0,10,33,4882,914,1565,267,367,303,271,326,251,370,9516
2004,0,0,0,6,7,457,11,5,0,0,3,0,0,3,35,519,148,8,0,0,0,0,0,0,0,13,168,32,0,0,0,0,0,0,0,0,5,34,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,3,5,189,9,0,0,0,0,0,0,0,21,217,2822,336,382,67,46,71,35,66,28,173,4009,514,346,968,145,141,184,150,139,84,97,2765,51,25,208,45,31,91,70,85,74,54,742,5,0,8,0,3,0,3,3,0,4,28,573,375,1180,191,172,273,224,225,160,160,3532,7,0,0,0,0,0,0,0,0,21,28,3397,713,1556,256,216,338,256,286,188,350,7565
2005,0,0,0,0,0,93,0,0,0,0,0,0,0,0,9,97,20,0,0,0,0,0,0,0,0,3,23,14,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,3,45,326,36,34,11,15,8,9,0,5,37,473,85,58,77,30,27,33,7,20,3,22,359,7,7,12,4,5,9,6,11,4,7,72,0,0,0,0,0,0,0,0,0,0,7,95,64,95,36,31,35,14,34,3,27,431,0,0,0,0,0,0,0,0,0,0,3,419,97,130,50,46,44,18,33,9,62,912
2006,0,0,0,0,3,178,4,0,0,0,0,0,0,0,14,201,45,0,0,0,0,0,0,0,0,6,48,5,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,0,0,0,0,9,66,735,69,81,30,20,7,7,14,10,58,1049,105,16,96,23,26,34,20,27,18,18,378,16,0,5,0,0,0,0,10,4,0,32,0,0,0,0,0,0,0,0,0,0,3,116,16,97,26,23,35,20,36,19,20,408,7,0,0,0,0,0,0,0,0,6,6,862,91,186,49,48,47,27,45,28,83,1468
2007,0,0,0,10,29,3844,42,24,3,4,4,3,8,0,195,4123,788,8,3,0,0,0,0,0,0,85,886,480,0,3,0,0,0,0,0,0,57,544,213,0,3,0,0,0,0,0,0,37,259,12,0,0,0,0,0,0,0,0,3,11,704,0,5,0,0,0,3,0,0,97,810,9,0,0,0,0,0,0,0,0,11,26,1507,7,13,0,0,0,3,0,0,194,1725,15018,1542,1955,434,334,335,303,306,161,693,21087,6154,1246,2987,485,624,765,671,795,503,439,14670,1407,135,306,75,124,209,147,240,219,228,3081,103,14,23,3,3,9,7,6,9,18,186,7661,1390,3315,565,754,983,824,1044,730,684,17947,64,0,6,0,0,0,3,0,3,287,368,22742,2930,5278,993,1088,1317,1130,1350,897,1670,39391
2008,0,0,0,0,0,217,5,3,0,0,0,0,0,0,6,238,53,0,0,0,0,0,0,0,0,0,51,16,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,3,76,1542,209,188,38,15,23,16,11,4,54,2089,304,32,63,10,8,12,14,5,4,16,458,16,7,3,4,3,0,5,0,3,9,47,4,0,0,0,0,0,0,0,0,0,6,321,36,71,13,14,12,19,5,6,23,512,3,0,0,0,0,0,0,0,0,0,7,1869,247,259,49,27,33,29,19,12,72,2609
2009,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,99,18,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,38,372,44,50,10,8,20,9,11,9,16,544,100,36,193,27,25,13,16,10,11,9,435,8,0,9,4,4,0,0,4,7,5,38,0,0,0,0,0,0,0,0,0,0,3,109,38,202,35,25,13,14,13,12,13,483,3,0,0,0,0,0,0,0,0,3,7,486,85,251,36,39,28,31,19,24,35,1034
2010,0,0,0,173,401,87130,1799,1679,291,238,243,220,167,123,3741,95625,10989,163,102,14,16,8,10,7,4,938,12256,10514,83,79,9,21,12,4,10,5,736,11466,10589,248,163,32,19,22,29,28,20,1069,12208,206,3,0,0,0,0,0,0,0,113,323,21310,332,238,38,43,34,32,32,26,1917,24005,131,4,0,0,0,0,0,0,0,228,364,32430,500,347,46,57,43,48,42,30,3084,36621,271039,45126,51517,12337,12926,11352,10832,11498,7087,13119,446823,318729,99843,169441,29795,36278,41210,44902,46156,27516,20827,834677,91279,14348,23631,5908,7951,10933,10733,13407,10728,12356,201277,3196,692,1107,155,251,325,316,347,254,777,7418,413195,114875,194178,35862,44483,52464,55953,59907,38502,33957,1043376,879,130,158,35,41,50,53,77,82,2186,3695,685113,160129,245854,48235,57447,63862,66839,71482,45667,49269,1493895
2011,0,0,0,3,5,622,11,6,0,0,3,0,0,0,28,672,118,0,0,0,0,0,0,0,0,16,133,47,0,0,0,0,0,0,0,0,6,49,25,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,67,0,3,0,0,0,0,0,0,5,83,0,0,0,0,0,0,0,0,0,0,0,190,0,3,0,0,0,0,0,0,19,214,3724,438,660,112,151,118,111,80,40,221,5649,2481,1201,1965,253,218,261,267,233,113,173,7165,388,101,176,43,34,65,76,66,47,48,1058,26,17,21,3,6,0,0,3,0,6,91,2893,1319,2169,298,264,329,346,307,157,230,8312,11,9,4,0,0,0,0,0,0,15,44,6638,1762,2829,417,421,443,454,388,201,469,14009
2012,0,0,0,0,6,483,8,0,0,0,0,0,0,0,31,523,67,0,0,0,0,0,0,0,0,4,69,67,0,0,0,0,0,0,0,0,19,84,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,15,131,0,0,0,0,0,0,0,0,0,0,3,176,0,0,0,0,0,0,0,0,23,203,1424,150,174,41,31,52,28,49,28,88,2078,987,215,443,90,100,127,113,121,80,122,2403,331,53,98,44,52,36,39,73,85,104,923,10,0,0,0,0,0,0,0,3,5,26,1329,274,546,137,158,166,151,196,169,232,3355,12,0,0,0,0,0,0,0,8,8,32,2767,422,721,177,195,220,180,253,198,333,5467
2013,0,0,0,0,3,390,0,3,0,0,0,0,0,0,21,416,113,0,0,0,0,0,0,0,0,10,126,44,0,0,0,0,0,0,0,0,4,44,11,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,6,61,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,12,186,1286,31,47,10,8,9,5,4,0,58,1453,426,40,71,5,10,9,12,8,0,14,604,72,8,10,0,0,5,5,3,0,6,110,9,0,0,0,0,0,0,0,0,0,7,505,42,86,8,12,12,15,10,4,25,723,14,0,0,0,0,0,0,0,0,3,18,1797,74,136,15,21,18,21,19,3,83,2188
2014,0,0,0,0,0,82,3,0,0,0,0,0,0,0,3,94,35,0,0,0,0,0,0,0,0,5,34,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,3,51,476,35,52,8,6,8,4,0,4,25,619,87,20,43,9,21,5,3,8,5,7,196,6,3,0,0,0,0,0,3,3,0,22,3,0,0,0,0,0,0,0,0,0,3,96,20,46,7,24,9,4,10,3,8,221,0,0,0,0,0,0,0,0,0,3,3,566,60,97,14,29,12,11,14,10,32,846
2015,0,0,0,0,0,161,6,0,0,0,0,0,0,0,10,177,41,0,0,0,0,0,0,0,0,4,54,24,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,69,0,3,0,0,0,0,0,0,9,83,752,67,117,32,11,27,16,24,10,58,1114,190,45,174,20,27,32,27,35,9,12,574,20,6,9,0,12,6,11,19,7,9,103,6,0,0,0,0,0,0,0,0,0,5,216,47,182,18,37,37,41,55,13,24,677,3,0,0,0,0,0,0,0,0,0,7,975,115,305,51,51,61,62,77,26,82,1792
2016,0,0,0,0,0,471,10,11,3,0,3,0,0,0,24,527,60,0,0,0,0,0,0,0,0,3,63,61,0,0,0,0,0,0,0,0,7,74,57,0,3,0,0,0,0,0,0,5,66,0,0,0,0,0,0,0,0,0,0,0,122,0,3,0,0,0,0,0,0,15,138,0,0,0,0,0,0,0,0,0,0,0,183,0,3,0,0,0,0,0,0,21,208,1401,180,223,67,48,57,71,49,12,90,2195,1143,589,1277,199,214,327,248,224,106,126,4444,342,159,251,52,77,140,127,121,114,101,1473,23,6,18,0,0,0,3,6,0,8,64,1502,757,1544,252,288,471,378,353,214,231,5992,10,0,3,0,0,0,3,3,0,4,24,2915,940,1774,313,341,526,446,403,230,329,8211
2017,0,0,0,0,0,72,0,0,0,0,0,0,0,0,6,79,5,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,33,179,25,33,11,6,10,10,3,6,21,304,108,63,194,36,42,47,41,29,10,20,592,29,20,38,19,31,19,14,21,11,7,202,3,0,0,0,0,0,0,0,0,4,14,145,84,230,52,79,65,57,52,22,30,811,3,0,0,0,0,0,0,0,0,3,9,328,113,266,66,87,75,65,50,28,47,1116
2018,0,0,0,3,7,715,3,3,0,0,0,0,0,0,28,750,159,0,0,0,0,0,0,0,0,7,170,104,0,0,0,0,0,0,0,0,0,108,39,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,3,150,0,0,0,0,0,0,0,0,3,155,3,0,0,0,0,0,0,0,0,0,3,310,0,0,0,0,0,0,0,0,13,325,2304,138,154,40,22,34,36,35,24,100,2891,912,192,463,39,72,69,69,62,31,69,1989,185,23,47,11,5,3,18,10,11,20,338,5,0,3,0,0,0,0,0,0,4,11,1103,220,515,50,81,74,86,73,49,90,2335,20,0,0,0,0,0,0,0,0,11,25,3428,357,671,90,108,105,123,100,72,203,5260
2019,0,0,0,5,8,202,3,0,0,0,0,0,0,0,12,222,65,0,0,0,0,0,0,0,0,0,65,31,0,0,0,0,0,0,0,0,0,31,18,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,54,14,0,0,0,0,0,0,0,0,0,16,130,0,0,0,0,0,0,0,0,5,137,724,56,57,5,5,3,9,22,6,25,921,251,54,123,20,21,17,12,14,11,18,532,81,3,6,0,0,0,4,0,4,7,113,4,0,0,0,0,5,0,0,0,0,10,331,58,133,21,21,21,15,15,11,28,653,17,0,0,0,0,0,0,0,0,13,27,1075,115,197,34,25,21,24,33,13,61,1599
2020,0,0,0,0,4,478,0,0,0,0,0,0,0,0,11,490,99,4,0,0,0,0,0,0,0,3,106,23,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,129,4,0,0,0,0,0,0,0,11,138,2199,195,200,34,54,37,34,15,13,79,2859,481,75,191,29,31,23,29,32,6,33,928,43,3,7,5,3,3,9,13,9,30,126,5,0,0,0,0,0,0,0,0,0,7,525,77,200,33,29,24,37,47,16,66,1065,6,0,0,0,0,0,0,0,0,6,14,2727,276,398,72,91,59,69,65,24,150,3937
2021,0,0,0,3,3,171,5,0,0,0,0,0,0,0,7,186,53,0,0,0,0,0,0,0,0,9,63,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,10,80,1052,161,154,59,44,22,27,35,12,64,1628,179,122,223,27,34,22,45,48,57,23,780,11,13,21,3,8,4,43,80,78,54,320,3,0,3,0,0,0,0,0,3,0,12,191,136,251,35,45,29,82,129,134,84,1110,5,3,0,0,0,0,0,0,0,3,12,1249,297,401,94,87,56,111,163,146,147,2750
