SUA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
3004,62,353,311,5027,82,5829,0,5,0,50,6,63,80,0,4,32,0,115,4,3,0,4,0,9,71,22,25,49,0,167,665,267,214,3412,74,4627,190,0,18,5,0,218,27,5,8,27,0,64,103,33,30,605,0,769,9,14,3,20,0,43,6,0,0,8,0,22,113,5,0,0,0,116,168,65,52,1207,22,1510,40,17,3,164,0,229,31,0,0,0,0,31,0,0,0,0,0,4,5,0,0,0,0,5,9,5,3,14,0,34,197,13,23,3,0,248,121,48,30,11,0,205,24,5,0,13,0,45,10,0,3,3,0,17,219,72,57,888,34,1264,0,0,0,0,0,0,83,9,3,7,0,97,26,0,0,6,0,36,16,0,0,0,0,22,3,0,3,0,0,8,8,0,0,0,0,10,13,11,3,40,0,66,437,48,60,133,11,689,42,12,8,155,1551,1766,2116,597,500,8595,1724,13532
3005,212,1449,1168,15241,237,18302,3,7,11,212,0,237,272,18,13,174,6,482,39,12,5,19,0,74,260,86,62,204,3,614,2811,1216,943,11728,234,16931,761,3,92,17,10,888,86,12,15,63,3,179,369,162,108,2174,26,2841,64,30,9,128,4,232,54,6,3,19,0,90,577,7,7,26,3,617,660,261,165,3610,62,4766,192,129,51,526,8,915,40,0,3,0,0,45,12,0,0,3,0,19,8,3,0,9,0,16,31,17,6,66,0,119,460,67,50,33,11,617,344,134,84,57,5,626,87,15,18,56,0,182,75,10,4,22,0,104,812,312,230,2986,64,4414,24,0,0,5,0,30,344,12,27,8,0,401,97,7,0,51,0,158,49,0,0,5,0,54,13,4,0,0,0,13,28,3,0,0,0,34,88,28,7,98,6,234,1693,225,201,635,25,2782,117,23,23,367,2838,3368,8413,2470,1925,27681,3379,43871
3006,5064,23810,19553,147318,2729,198473,36,115,71,1371,26,1621,15001,453,689,1334,154,17627,1850,286,166,465,23,2784,5222,1342,887,2278,84,9812,75512,21408,17052,136188,3450,253610,4793,164,998,125,78,6158,2691,365,311,1415,64,4845,8126,2240,1757,17627,350,30107,2090,710,348,1635,51,4842,1641,251,108,311,33,2347,6120,257,178,200,42,6802,15230,4893,3660,47862,847,72488,6573,2026,1094,6986,199,16888,3766,19,111,34,29,3970,725,216,104,479,10,1528,425,47,41,109,3,633,1271,393,240,920,28,2850,10282,900,597,276,158,12210,9339,2283,1686,579,120,14007,2634,360,288,866,43,4190,1847,199,176,384,18,2621,18568,5247,4055,36167,745,64780,1238,122,62,163,17,1610,3810,330,307,117,19,4587,2521,248,201,620,43,3634,663,73,49,52,4,846,649,127,35,69,9,882,1065,60,97,34,7,1264,2376,451,311,1604,54,4805,40057,4794,4669,6375,498,56399,2136,397,314,3227,42902,48969,197899,43802,35174,296856,50539,624264
3007,79,635,491,7612,158,8979,0,5,3,91,0,97,49,9,3,74,4,138,14,3,0,3,0,21,116,37,35,78,3,271,1090,644,503,6804,171,9211,121,3,32,3,3,160,38,12,13,49,0,107,177,87,71,1310,36,1683,14,7,0,34,0,59,21,0,5,5,4,39,73,5,0,3,0,83,177,140,96,1944,32,2392,51,36,24,230,3,343,11,0,0,0,0,19,0,0,3,9,0,9,0,0,0,0,0,3,15,3,7,18,0,33,53,9,23,4,0,96,76,46,31,37,3,193,28,13,8,30,3,82,22,3,0,7,0,38,261,156,93,1697,34,2251,9,0,8,0,0,16,44,9,0,3,0,53,26,3,0,24,0,54,14,0,0,4,0,16,0,0,0,0,0,4,28,3,0,0,3,33,26,7,10,69,4,115,348,109,65,302,11,835,23,9,6,229,1462,1730,2337,1196,879,14730,1824,20966
3008,266,1792,1270,16013,378,19712,3,16,4,244,8,282,246,18,33,111,8,415,55,10,0,30,3,104,499,86,66,205,7,870,5190,1786,1284,14623,395,23274,285,12,64,5,9,378,140,31,12,138,9,326,711,209,161,2722,56,3859,67,24,10,85,4,187,95,14,0,23,0,133,264,21,9,21,0,316,865,348,240,4496,87,6040,255,111,44,545,12,966,13,0,0,0,0,18,16,4,0,14,0,29,9,0,0,5,0,14,102,38,8,58,3,212,153,27,33,29,0,243,312,90,90,42,6,536,134,15,10,59,5,217,70,27,14,23,0,130,1226,419,316,3806,74,5838,23,8,0,5,0,42,174,22,8,6,0,210,102,16,13,33,3,167,51,4,4,3,0,61,11,6,0,3,0,21,39,0,0,3,0,43,164,33,16,124,3,344,1467,289,205,736,29,2723,101,30,25,379,3412,3951,10456,3257,2329,31775,4258,52073
3009,36,282,261,4017,58,4657,0,3,0,62,0,64,40,3,10,19,0,68,0,0,0,0,0,5,47,7,13,46,0,119,410,278,204,3216,82,4194,131,0,9,0,8,151,16,4,5,16,0,41,81,49,36,1133,21,1319,3,3,0,20,0,28,5,0,7,0,0,14,25,3,3,4,0,38,56,51,42,862,18,1026,21,19,11,63,0,114,5,0,0,0,0,5,3,0,0,8,0,9,8,0,0,0,0,8,10,0,0,7,0,21,27,6,6,5,0,43,29,23,16,10,0,77,3,4,0,23,0,30,0,3,0,13,0,15,96,69,38,831,10,1045,0,0,0,0,0,0,22,3,0,0,0,29,7,3,0,11,0,21,16,0,0,0,0,16,0,0,0,0,0,0,15,0,3,0,0,23,18,3,3,21,0,46,129,36,40,137,4,352,14,5,3,140,550,716,1029,512,420,7626,705,10289
3010,433,2237,1851,25896,392,30812,3,27,10,453,5,497,514,16,48,332,5,914,30,16,15,28,3,91,511,166,111,306,18,1105,4303,1940,1586,22004,438,30269,1438,18,175,43,9,1688,134,25,18,176,8,354,640,265,243,3884,59,5094,54,31,14,158,7,254,54,18,7,27,3,108,719,31,15,46,3,819,908,546,395,7741,113,9704,488,256,104,1557,33,2434,34,0,9,3,0,49,12,4,8,20,0,41,6,3,0,0,0,12,546,225,132,1058,11,1976,428,68,49,48,8,597,455,218,127,89,3,888,113,30,22,109,3,270,72,23,15,106,3,217,1201,560,452,6454,88,8751,24,3,3,7,0,36,531,40,27,14,11,621,198,21,15,97,3,322,91,6,5,14,0,113,6,7,0,0,0,13,78,3,3,3,0,80,162,40,34,240,4,479,2398,409,356,2130,83,5369,155,44,44,677,5508,6418,13316,4310,3412,51178,6469,78685
3011,109,739,558,10123,219,11740,0,5,5,140,4,151,61,7,8,63,6,136,17,3,0,11,0,34,120,62,22,120,3,326,1226,690,464,8636,213,11237,148,7,65,18,5,239,22,5,3,57,0,86,199,123,80,2227,50,2672,11,11,0,32,3,54,32,4,3,3,0,48,61,4,0,8,0,82,181,148,98,2439,42,2908,68,47,15,214,8,346,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,16,3,5,20,0,51,42,14,14,23,0,94,110,44,19,18,6,200,34,10,12,62,0,114,9,7,0,19,0,30,306,185,125,2146,38,2802,3,3,0,0,0,3,27,7,7,3,0,46,29,0,0,31,3,66,3,0,0,0,0,5,0,0,0,0,0,0,14,0,4,0,0,18,28,9,8,65,5,115,337,81,83,451,6,956,36,12,8,322,2126,2505,2602,1315,955,19473,2593,26929
3012,112,529,471,6264,109,7492,0,16,12,546,3,572,95,9,5,154,4,268,11,6,0,5,0,19,67,29,21,70,3,187,922,382,340,3850,82,5577,463,7,90,27,3,587,24,3,6,45,0,84,193,46,49,601,3,899,19,4,8,30,0,64,23,7,0,3,0,32,193,3,5,7,0,205,249,141,81,1521,22,2013,87,49,21,295,3,461,3,0,0,0,0,3,0,0,5,5,0,14,0,0,0,0,0,0,12,4,4,30,0,50,363,38,15,6,3,427,147,57,30,26,3,263,29,12,3,21,0,54,15,0,3,9,0,27,268,107,60,1089,12,1542,8,3,0,0,0,12,84,5,4,4,0,94,68,4,9,25,0,99,28,3,4,3,0,43,3,0,0,0,0,3,13,0,7,0,0,22,34,10,3,40,0,85,977,105,111,271,21,1483,58,11,4,177,2040,2287,3594,924,784,10791,2248,18342
3013,255,1862,1424,30021,579,34134,0,18,7,701,15,749,429,31,38,364,12,868,27,4,4,38,0,77,272,105,74,288,3,747,2307,1665,1248,23834,455,29510,849,10,136,30,9,1036,85,16,15,158,5,278,347,251,193,4514,66,5365,43,26,7,114,0,188,27,18,0,22,0,67,653,21,14,35,4,716,472,386,264,7811,103,9036,124,109,44,766,18,1060,81,3,8,0,0,94,5,13,3,38,0,62,0,4,0,0,0,7,26,23,6,107,3,165,225,71,55,31,3,378,197,130,104,79,3,511,56,32,7,116,0,211,49,6,6,66,0,131,602,392,309,6014,73,7397,7,3,5,10,0,22,200,11,17,14,3,240,101,7,6,80,4,199,166,6,0,3,0,176,12,0,0,0,0,16,406,0,13,3,6,426,80,35,35,211,7,373,2143,326,276,1465,62,4273,104,31,27,821,5867,6838,8481,3283,2523,55732,6965,76985
3014,1831,12056,9714,86152,1574,111330,3,37,30,654,11,734,1526,164,176,715,37,2625,367,85,24,133,8,627,3119,784,564,1340,56,5869,36093,11714,9026,80112,1783,138730,1187,57,353,58,12,1671,1217,194,150,854,24,2446,4281,1348,943,13449,247,20275,511,240,86,605,16,1454,490,117,49,113,13,780,1718,94,54,91,7,1961,6873,2615,1912,28738,484,40621,2182,916,398,3476,87,7062,429,3,29,12,0,475,119,53,30,128,0,330,57,19,3,14,0,92,410,198,92,406,8,1107,1383,232,174,136,14,1942,3018,939,705,285,41,4992,969,176,118,550,18,1832,401,63,69,187,11,735,8555,3001,2162,23736,459,37911,108,22,4,35,4,182,1683,174,154,61,12,2070,639,97,71,351,3,1168,218,26,24,40,0,310,79,6,9,12,3,108,242,4,24,10,0,285,1232,258,173,1097,30,2784,10373,2092,1895,3799,196,18362,654,139,138,1910,17131,19971,71265,22198,17127,175943,21015,307545
3015,503,3512,2641,44543,690,51886,3,14,6,473,10,507,1218,37,53,304,10,1619,72,29,10,50,0,161,783,215,146,541,23,1708,5512,3424,2586,38698,694,50920,821,19,183,42,15,1083,200,30,31,293,4,560,848,574,391,12360,175,14347,74,62,19,147,0,303,97,22,14,63,3,196,1358,48,18,34,15,1465,1221,907,619,15493,225,18455,392,225,96,1271,31,2017,210,0,22,15,0,244,46,44,23,172,0,285,11,0,3,8,0,22,51,26,22,66,0,161,251,80,43,38,3,420,353,221,167,108,6,860,183,53,34,266,3,538,68,20,28,77,4,188,1484,921,678,11149,149,14388,28,3,0,5,0,39,413,39,25,39,3,520,196,19,14,108,3,337,254,4,8,7,0,274,30,3,0,5,0,34,123,8,13,16,5,155,193,67,53,434,10,755,5927,609,510,1570,65,8689,249,46,37,1055,8056,9443,19112,6598,4909,90457,9649,130722
3016,879,5748,4625,57485,857,69588,14,99,32,1386,23,1554,1305,100,150,909,28,2490,112,28,19,84,3,249,883,326,225,792,12,2245,9386,5235,4049,47397,862,66925,1706,39,355,81,26,2212,403,95,64,437,17,1013,1465,693,499,7071,101,9830,346,158,85,639,12,1240,138,45,25,82,3,291,1827,60,38,79,7,2009,2086,1385,1041,18156,237,22905,1384,906,383,5429,64,8168,303,3,6,14,0,322,27,11,7,49,0,99,20,5,3,21,0,54,137,79,46,310,4,578,649,131,125,96,7,1002,919,425,287,188,8,1825,305,82,60,290,10,751,164,36,35,132,0,361,2651,1373,1132,12951,188,18301,47,21,14,19,3,92,512,54,49,37,3,657,428,81,45,320,8,885,234,22,7,15,3,287,22,3,3,10,0,45,311,7,18,3,0,339,328,95,66,532,14,1034,7184,1141,1118,3353,134,12929,355,71,57,1215,12566,14265,29136,10814,8473,110842,14552,173815
3017,36,395,297,5782,106,6614,0,3,0,73,7,86,57,0,3,54,0,115,7,0,3,3,0,10,64,17,14,52,0,152,574,388,281,5067,116,6428,118,0,12,0,0,134,18,3,0,31,0,52,76,47,28,990,10,1145,6,3,3,12,0,27,11,4,0,6,0,17,61,0,9,3,0,76,126,84,45,1993,36,2276,51,25,0,152,3,231,31,0,0,0,0,37,5,0,9,9,0,27,0,0,0,0,0,0,7,3,0,8,0,13,29,7,4,8,0,55,38,15,7,9,3,74,13,3,0,17,0,30,7,3,0,7,0,22,167,106,76,1313,20,1678,4,0,0,0,0,4,26,3,3,3,0,39,23,4,3,15,0,37,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,3,9,10,11,4,28,3,61,248,46,31,146,9,481,14,3,8,156,807,996,1481,693,496,11396,1064,15130
3018,60,584,466,6277,100,7487,0,5,3,101,0,112,49,5,6,68,3,130,15,6,0,11,0,26,120,44,21,70,0,266,1173,504,410,5376,99,7564,88,6,33,0,0,129,46,9,7,30,3,91,152,51,33,919,13,1171,11,10,0,30,0,53,17,6,0,8,0,30,39,9,3,4,3,51,266,138,86,2014,28,2521,84,35,21,241,5,371,8,0,0,0,0,5,0,0,0,7,0,17,3,0,0,0,0,4,23,10,4,30,0,65,96,17,11,11,4,143,139,46,26,24,4,233,30,18,10,33,3,89,10,4,0,9,0,22,315,120,80,1482,21,2018,3,3,0,3,0,10,73,5,3,0,0,90,32,5,7,29,0,82,8,0,0,0,0,11,0,0,0,0,0,0,5,4,3,0,0,12,40,16,3,45,0,107,365,101,70,276,12,831,8,5,4,149,1350,1522,2505,1019,784,12229,1575,18107
4000,1008,6775,5618,95332,2172,110908,12,44,17,3400,60,3527,681,31,66,246,9,1032,319,59,24,151,6,564,2058,532,426,1075,49,4136,17107,6598,5782,76201,1903,107593,1114,23,223,36,30,1418,342,48,50,498,10,951,2635,1188,962,25940,512,31239,1131,174,89,736,49,2181,308,86,13,123,15,540,810,47,38,62,14,975,2328,1010,709,15368,337,19755,1594,641,223,2402,66,4931,99,0,18,12,4,130,62,16,11,95,0,186,21,6,7,11,0,47,160,74,49,185,9,473,444,58,77,68,13,652,500,188,143,100,9,938,579,142,88,589,26,1422,187,26,21,104,5,344,3351,1389,1146,16656,344,22891,128,22,13,29,3,191,328,29,30,20,4,406,227,29,9,133,9,403,104,9,13,12,0,135,75,11,5,15,3,106,190,11,26,11,3,237,560,137,118,686,9,1515,4852,902,683,2079,125,8635,383,106,108,2506,16902,20006,36287,12146,9929,182709,21447,262512
4001,10670,45433,33168,297729,5966,392969,43,248,112,3011,87,3498,46335,832,1265,1393,325,50152,4426,711,366,1436,61,6993,9727,3115,1993,4881,150,19867,119824,45375,35346,267591,6521,474655,11108,292,1390,262,148,13188,2644,514,370,2478,61,6071,16021,6446,4390,58982,1039,86879,19429,3626,1611,10084,355,35094,3036,593,246,945,52,4880,29856,564,410,392,188,31413,19486,8063,5464,68841,1255,103106,41970,9923,4242,30055,1067,87257,3809,53,158,151,27,4200,2809,677,321,1082,50,4935,946,130,93,332,15,1513,2835,795,490,1875,73,6071,1170,409,231,226,40,2075,2682,1326,840,488,46,5379,10266,1556,985,3540,161,16504,4093,376,320,801,47,5642,24734,9498,7345,61867,1195,104633,4325,414,225,543,55,5566,3146,353,324,153,24,4008,3256,323,257,774,43,4654,3172,157,138,97,24,3589,808,101,42,72,12,1031,18266,532,533,263,183,19788,4650,1005,690,3244,90,9673,96881,8399,6130,12053,1204,124672,4203,519,458,5618,56529,67326,454182,89745,64274,596453,72779,1277431
4002,110,801,519,10408,190,12030,7,7,0,79,0,89,92,3,8,65,3,177,61,8,0,22,0,85,361,123,71,215,10,775,1278,737,512,9155,186,11873,124,4,35,9,0,172,25,3,11,55,0,95,241,112,88,1894,24,2361,71,19,12,48,0,155,33,9,5,11,0,58,107,9,0,7,0,118,177,128,102,2355,43,2812,380,104,21,387,19,904,5,0,3,0,0,8,0,3,3,15,0,24,4,0,3,0,0,13,12,3,3,17,0,40,49,23,5,14,0,91,64,39,22,20,0,140,106,24,7,78,3,213,34,3,6,16,0,54,332,167,123,2393,41,3053,5,0,0,4,0,13,47,4,4,0,0,55,25,0,0,7,0,31,13,0,0,0,0,15,0,3,0,0,0,0,23,0,3,0,0,31,47,19,9,76,0,143,983,94,60,242,16,1400,62,4,12,296,1315,1694,4110,1450,959,20432,1737,28684
4003,88,386,331,5622,161,6587,0,9,4,118,0,131,510,3,5,16,3,533,15,0,0,7,0,29,109,23,24,86,0,247,800,411,325,5048,163,6748,372,0,26,0,0,405,12,4,5,40,0,61,135,104,57,1972,39,2306,11,3,6,11,0,34,3,0,0,3,0,4,123,3,4,5,0,139,97,63,43,908,9,1123,205,59,22,186,8,479,18,0,3,0,0,23,25,7,0,0,0,31,0,0,0,0,0,0,9,7,0,9,0,23,121,4,3,9,4,136,38,29,5,4,0,70,41,8,9,38,0,101,13,0,4,3,0,20,156,60,60,1091,21,1390,6,0,0,0,0,12,21,0,3,0,0,22,19,0,0,16,0,29,31,3,0,0,0,36,47,0,6,3,3,60,134,0,0,0,0,142,30,7,3,53,9,102,599,54,27,128,13,820,67,15,10,147,1194,1422,3334,761,589,11330,1546,17559
4004,52,297,218,5704,146,6421,0,16,3,443,8,467,50,0,3,15,0,73,17,4,0,20,0,38,56,21,10,64,3,157,419,284,198,3634,120,4658,37,0,9,0,0,49,8,4,3,13,0,25,91,49,28,727,9,909,7,5,4,22,0,39,6,5,0,3,0,15,116,4,0,6,0,122,72,52,33,877,13,1048,102,28,11,149,7,295,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,0,11,13,0,4,14,3,35,8,3,3,4,0,21,12,0,4,27,0,48,3,0,0,3,0,5,72,57,50,700,18,893,0,0,0,0,0,5,14,0,9,0,0,19,5,0,3,8,0,17,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,3,4,19,13,9,0,17,0,41,191,46,16,110,9,366,20,7,3,149,1544,1718,1202,533,367,9593,1819,13515
4005,50,484,296,5933,115,6879,0,5,5,129,0,135,35,3,0,25,0,63,112,33,12,76,0,234,112,24,22,66,0,231,668,476,323,4722,93,6277,101,3,14,3,4,127,13,0,4,47,0,71,141,90,59,1162,21,1469,50,13,3,70,6,146,9,3,0,5,0,18,38,0,0,7,0,47,107,79,65,1047,14,1313,88,29,10,169,5,297,9,0,0,0,0,8,0,0,3,11,0,14,3,3,0,0,0,5,7,3,0,16,0,36,23,14,10,0,3,50,22,13,12,3,3,50,27,19,0,38,0,88,13,3,3,12,0,27,137,130,89,1051,13,1415,6,3,0,4,0,13,12,12,4,0,3,31,18,8,3,9,0,34,5,0,0,3,3,12,0,0,0,0,0,3,7,3,0,0,0,13,25,10,9,47,0,84,213,68,38,192,3,520,20,14,10,191,1216,1460,1700,909,590,11037,1452,15685
4006,67,340,195,5547,163,6308,0,0,0,57,0,56,23,3,4,16,0,42,7,7,0,8,0,21,63,24,17,46,3,156,461,321,222,4454,133,5594,84,3,10,11,3,105,27,3,4,37,0,67,64,61,25,924,11,1089,69,22,14,70,0,180,5,6,0,4,0,19,38,0,0,3,0,47,69,51,27,1118,15,1276,291,86,44,453,10,888,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,26,0,40,7,3,0,3,0,9,15,14,0,6,0,37,23,4,3,30,0,63,6,0,3,3,0,10,131,71,52,757,13,1023,5,0,0,0,0,9,32,0,0,0,0,38,13,0,0,8,0,24,10,0,0,0,0,12,5,0,0,0,0,5,16,0,0,0,0,21,19,7,0,40,3,68,241,28,23,142,0,437,25,4,3,142,756,930,1567,653,409,10327,1057,14007
4007,122,788,613,7580,198,9301,0,3,0,52,0,54,52,6,3,22,0,91,36,8,0,11,0,49,307,50,39,103,5,502,3649,871,736,7519,214,12992,80,0,12,3,0,95,57,14,7,59,0,134,353,143,89,1572,31,2186,39,25,3,51,10,119,30,4,3,4,0,43,49,6,0,0,0,55,439,138,106,1617,29,2328,174,65,35,194,12,476,0,0,3,3,0,7,0,3,0,10,0,15,3,0,0,0,0,3,27,3,3,16,0,57,18,7,8,3,0,36,48,24,12,12,0,94,92,12,7,25,0,143,30,5,6,5,0,48,562,195,160,1790,29,2736,7,0,0,0,0,11,27,0,9,0,0,29,21,16,3,13,0,51,3,0,0,0,0,7,0,0,0,0,0,0,8,3,0,0,0,12,134,21,15,83,0,241,441,85,75,216,6,819,55,11,11,167,1345,1587,5760,1486,1149,15346,1761,25503
4008,162,836,641,7155,187,8972,0,9,5,176,7,201,88,3,13,21,0,125,103,9,3,37,3,157,226,45,42,104,4,423,2374,724,681,4999,200,8970,291,12,26,3,6,334,50,13,3,38,4,102,307,110,77,974,22,1489,124,17,9,86,6,239,15,6,0,9,3,36,144,3,3,4,0,153,397,126,104,1025,25,1680,172,52,34,203,8,474,13,0,5,0,0,17,3,3,0,3,0,14,4,0,0,0,0,0,28,5,10,23,0,72,36,4,6,19,0,62,28,19,9,7,0,64,56,8,13,43,3,121,6,0,5,0,0,18,973,204,177,991,35,2385,26,6,4,6,3,49,88,0,4,0,0,94,99,18,7,38,5,164,18,0,0,0,0,18,8,0,0,0,0,8,18,9,0,3,0,28,115,38,29,56,3,232,492,82,40,150,13,783,67,13,9,190,1351,1626,5407,1412,1143,11989,1795,21751
5000,1859,10970,9137,89132,2118,113214,9,108,42,12993,201,13352,1605,65,89,268,20,2045,376,119,60,370,16,941,2547,739,560,1192,49,5091,28743,9812,8361,61649,1929,110495,2532,16,203,73,35,2860,748,82,84,357,17,1283,2731,691,688,5201,150,9465,238,103,44,284,3,678,224,49,23,67,3,366,1143,86,61,104,16,1410,5127,1660,1306,14737,397,23226,2861,1178,507,4981,174,9705,209,0,9,4,0,227,52,10,13,29,0,102,220,37,21,147,12,435,137,60,36,99,11,339,2259,234,215,132,70,2908,2106,665,487,184,51,3490,890,153,131,462,14,1651,218,28,38,82,8,369,6554,2192,1735,13817,364,24654,139,19,14,34,4,205,1250,121,98,53,12,1534,423,43,49,207,7,731,160,17,21,16,0,212,31,3,4,6,0,46,475,14,21,3,13,523,997,213,120,641,28,2005,8350,1293,1170,2591,179,13582,679,150,152,2143,32076,35199,60821,18501,15083,158443,36665,289509
5001,260,1568,1181,9845,198,13057,3,6,4,132,5,151,177,17,20,40,0,248,27,15,3,49,0,87,559,162,90,351,8,1173,4094,1629,1333,8418,225,15699,525,4,39,3,10,585,98,9,10,41,3,161,350,88,98,658,14,1221,22,9,3,52,0,84,30,7,4,6,0,49,172,11,6,26,3,220,560,241,175,1901,29,2907,349,126,40,525,8,1053,6,0,3,3,0,11,0,0,0,0,0,0,4,0,0,3,0,5,12,6,0,9,0,30,75,19,18,26,0,132,152,68,29,31,10,292,181,35,23,85,6,336,34,3,4,12,0,56,843,329,254,1852,35,3310,10,0,0,0,3,12,184,14,13,0,0,209,46,8,7,27,0,85,14,0,0,3,0,18,6,5,0,0,0,14,43,0,3,0,0,45,142,32,25,92,3,299,912,171,149,303,18,1550,75,23,15,177,2188,2476,8124,2738,2090,17543,2644,33145
