SUA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
5006,13474,13835,27309,858,952,1814,28,32,62,25,16,38,40,37,83,9,8,22,1554,1743,3298,4,8,13,15,13,29,0,0,0,3,0,3,1680,1861,3539,98,115,210,50,52,101,2685,2980,5663,2124,1854,3978,18282,18672,36954
5007,10744,10056,20796,742,645,1385,56,51,100,47,47,96,80,86,169,54,43,94,1395,1306,2703,23,22,43,24,21,49,0,0,0,0,0,0,1678,1579,3258,136,192,327,50,49,99,2609,2468,5074,1907,1569,3479,15254,14096,29349
5008,4949,4319,9264,1186,1066,2250,51,41,91,37,19,58,70,70,140,27,14,41,701,700,1404,10,12,25,26,26,57,0,0,0,0,0,0,925,885,1811,91,121,213,34,16,57,2228,2093,4323,1104,841,1948,8283,7252,15532
5009,702689,722896,1425592,27274,28075,55352,2010,2047,4057,1941,1896,3842,1844,1823,3661,772,698,1475,95098,97400,192500,232,278,502,564,537,1103,206,221,428,34,32,60,102706,104928,207632,17214,18977,36188,1967,1801,3766,149155,153785,302943,79949,75115,155067,931800,951799,1883597
5010,4119,3514,7635,803,821,1626,62,51,111,38,39,72,127,116,243,21,20,40,750,675,1428,13,11,22,20,15,32,3,3,10,0,0,0,1033,927,1965,82,84,173,19,15,36,1946,1851,3803,1146,989,2141,7217,6357,13575
5011,4074,4112,8191,267,257,527,18,16,34,6,12,23,8,16,27,3,3,11,725,750,1472,0,5,3,3,3,3,0,0,0,0,0,0,768,804,1574,61,72,136,19,11,34,1112,1150,2267,616,606,1220,5798,5875,11673
6000,60828,59185,120012,2715,2845,5556,392,435,827,395,403,790,561,603,1162,117,114,231,300,304,606,3409,3744,7153,59,60,124,19,24,43,4,0,10,5258,5684,10941,240,279,520,143,142,285,8355,8946,17301,6701,6336,13036,75885,74468,150351
6001,9939,10810,20747,382,433,816,58,50,113,50,40,95,63,57,124,24,19,41,23,27,48,935,1038,1972,5,3,15,6,3,11,0,0,0,1160,1249,2413,44,40,80,28,27,60,1617,1753,3368,1013,1100,2112,12565,13662,26230
6002,10784,11985,22768,460,572,1031,63,52,114,64,58,119,74,80,158,23,25,43,33,37,67,1013,1106,2118,4,10,12,0,3,4,0,0,0,1271,1373,2644,52,62,116,30,23,61,1819,2034,3849,1210,1274,2486,13810,15291,29103
6003,75685,81181,156860,2291,2469,4758,457,513,972,606,641,1247,550,561,1113,134,121,256,229,251,482,7943,8597,16544,75,82,156,58,69,129,0,3,3,10057,10838,20896,1101,1271,2371,229,176,405,13673,14765,28430,8246,8212,16456,97601,104151,201748
6004,30690,33084,63770,832,977,1806,215,208,419,221,232,457,186,208,389,53,48,102,124,108,235,3618,4049,7664,39,30,71,16,10,21,0,0,0,4464,4892,9359,476,384,862,74,76,148,5840,6329,12170,3527,3680,7206,40054,43097,83145
6005,5468,5850,11312,171,201,370,17,12,29,19,22,39,45,53,101,3,3,13,11,17,23,515,537,1051,4,0,5,0,0,0,0,0,0,613,644,1262,19,22,38,18,12,24,823,874,1699,489,525,1019,6776,7254,14028
7000,29802,28647,58446,1161,1137,2298,434,417,850,314,308,626,723,643,1365,199,179,376,278,274,551,22,27,46,1514,1399,2912,29,29,53,3,0,3,3507,3272,6782,249,314,564,373,372,744,5285,5097,10390,6043,4529,10568,41133,38273,79402
7001,8075,8289,16367,320,368,687,82,106,190,121,135,256,139,147,287,123,131,255,51,68,116,10,14,16,985,1078,2064,13,20,34,0,0,0,1532,1702,3233,254,297,549,97,104,202,2199,2470,4673,1658,1678,3342,11939,12439,24379
7002,39954,37366,77321,1371,1297,2668,745,667,1416,734,667,1402,1433,1219,2654,425,396,819,752,656,1407,62,55,115,6879,6769,13652,93,87,177,4,3,4,11129,10518,21654,1433,1559,2990,241,194,440,14175,13566,27746,9655,6968,16628,63790,57900,121697
8000,500,429,927,31,14,46,18,32,52,8,3,10,10,11,20,3,3,10,3,8,9,0,0,0,0,3,3,79,86,163,0,0,0,125,145,267,27,30,54,8,5,14,189,194,383,139,77,220,821,700,1524
8001,157847,163466,321313,3329,3432,6763,5744,6073,11815,1322,1333,2663,1365,1429,2801,436,453,886,554,516,1072,140,147,286,250,222,469,17312,17669,34985,17,20,36,27145,27855,55004,4775,5046,9818,422,358,782,35670,36700,72363,16753,16320,33072,210262,216487,426751
9000,1614,1578,3194,60,64,125,55,48,106,14,14,30,43,29,66,7,10,14,51,41,98,0,0,0,10,9,12,19,17,36,3,3,5,203,161,370,33,43,73,9,5,15,302,273,581,527,238,762,2445,2092,4536
