SUA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
2013,17,5,10,3,37,11,3,11,3,30,15,4,37,0,56,4,3,62,0,70,112,16,76,3,210,46,20,143,3,207,343,46,149,7,543,142,85,116,11,350,162,138,83,9,384,139,152,55,4,350,90,131,35,0,260,80,117,20,4,221,162,169,32,3,370,83,126,18,0,220,42,78,10,0,133,26,49,7,0,80,56,123,5,0,176,116,193,101,6,414,56,22,42,3,120,1712,1476,1000,53,4240
2014,9,0,3,0,15,9,0,3,0,14,11,3,16,0,33,9,0,23,3,35,61,14,38,0,114,27,16,64,0,113,194,33,63,4,294,110,54,67,6,231,128,91,53,3,279,105,87,40,3,233,66,90,17,0,173,79,77,20,0,170,127,145,19,0,291,65,122,8,0,198,39,51,4,0,97,24,33,4,0,60,34,36,3,3,73,64,151,54,0,265,46,12,11,3,75,1212,1012,518,31,2774
2015,23,0,12,0,34,9,0,4,0,14,4,8,14,4,28,0,0,34,0,34,47,13,56,3,122,31,12,70,0,120,198,36,82,0,314,126,66,81,11,282,158,101,69,8,337,126,111,46,4,289,84,130,32,3,245,103,127,35,3,260,170,203,20,7,399,102,157,7,0,268,52,90,0,0,151,31,75,9,0,114,70,136,6,0,213,133,215,56,0,409,35,14,24,0,74,1505,1494,653,54,3707
2016,68,32,42,3,151,35,10,16,0,58,25,32,59,3,124,14,16,99,0,131,222,98,179,9,509,131,109,287,10,530,732,155,300,18,1201,347,257,295,17,917,510,415,268,15,1214,453,444,194,15,1108,281,449,104,13,844,307,430,83,10,826,506,797,93,14,1409,320,504,37,4,868,130,277,8,0,418,54,167,12,0,236,134,308,14,0,455,281,619,209,13,1119,132,67,80,10,288,4683,5190,2378,159,12416
2017,12,0,7,0,12,7,3,3,0,15,8,3,13,0,28,3,7,26,0,34,47,10,36,3,94,29,14,55,3,98,168,32,45,0,247,89,42,54,7,190,120,96,53,3,267,112,113,32,12,262,57,93,17,4,176,85,93,16,3,195,113,169,21,4,311,63,100,7,0,168,34,51,0,0,87,5,34,5,0,51,30,41,0,0,76,62,132,45,0,244,40,15,14,0,71,1091,1042,455,50,2630
2018,53,9,19,0,79,32,4,14,3,53,24,15,73,3,109,21,8,115,0,140,212,45,177,7,445,123,41,324,8,491,635,120,241,6,1003,345,167,217,23,753,343,253,227,13,840,388,290,109,13,807,200,286,98,8,596,229,314,81,11,635,478,642,77,20,1218,259,435,38,6,742,168,264,7,0,438,89,164,16,0,267,151,303,12,0,472,243,469,176,10,904,114,51,50,4,225,4099,3883,2094,135,10212
2019,21,3,5,0,28,6,0,14,0,23,9,3,31,6,46,4,0,33,0,47,93,20,77,3,196,56,21,104,3,179,325,43,116,12,489,222,81,117,10,430,242,151,100,11,507,208,185,64,11,466,140,181,40,4,360,119,150,27,4,304,193,308,40,3,543,110,193,17,4,320,46,86,4,0,132,26,57,11,0,89,52,70,5,0,122,129,186,73,3,389,59,23,39,3,125,2050,1769,909,77,4802
2020,51,17,22,4,99,38,3,18,3,61,23,14,46,0,83,12,9,65,0,89,195,32,89,0,321,107,26,163,5,303,626,65,168,17,873,357,167,163,17,704,415,306,174,18,915,331,361,123,16,824,212,343,99,3,659,232,368,46,11,656,403,585,69,8,1065,226,408,23,3,661,109,237,8,0,348,75,123,9,0,207,135,263,9,0,411,221,442,138,9,808,103,51,29,3,184,3878,3815,1460,106,9265
2021,40,7,13,4,68,27,4,14,0,41,21,4,40,3,67,13,3,66,3,85,157,18,87,7,269,96,23,182,3,313,479,72,183,6,742,302,138,188,14,642,391,239,156,19,795,329,318,125,16,793,197,316,74,3,596,247,325,53,7,632,432,584,68,12,1100,240,402,21,9,669,92,217,5,0,313,48,131,13,0,196,118,222,5,0,346,194,397,114,9,718,75,30,41,3,154,3490,3466,1452,122,8535
3000,1374,366,413,31,2182,909,230,274,33,1454,696,316,1052,48,2112,449,196,1420,29,2088,4811,867,2283,170,8125,2601,1133,3554,136,7425,13827,2308,3593,293,20017,7163,3554,3325,366,14403,8604,5719,2933,317,17581,7865,6454,1981,248,16553,4324,5786,1244,138,11487,5019,5832,882,124,11857,8248,10643,1102,162,20158,4569,7123,389,59,12143,2628,4142,163,36,6978,1456,2589,204,28,4275,2840,4703,198,28,7775,6714,11526,2570,162,20970,2295,1088,821,97,4298,86384,74582,28393,2505,191862
3001,3017,1033,1768,279,6096,1369,412,729,166,2681,1282,644,2196,230,4347,839,449,2984,85,4357,6704,1747,4983,449,13886,4658,2450,8691,406,16203,22444,4494,9285,862,37091,14468,7916,10013,1109,33503,18420,13677,11022,1308,44434,17418,17342,8315,1168,44242,12007,17366,6417,812,36604,13305,18433,4790,755,37283,27312,38833,6725,1231,74107,17687,30348,2727,683,51446,10917,21434,993,324,33666,6945,15852,1265,140,24199,13066,35853,1146,247,50309,13688,28290,7330,414,49721,2879,2180,1605,182,6848,208422,258753,92977,10864,571021
3002,93,25,47,0,165,76,7,15,0,106,59,19,104,6,191,31,15,155,0,204,483,62,249,13,804,296,95,475,9,880,1798,217,495,35,2540,850,336,480,52,1726,892,567,415,44,1917,758,660,261,27,1703,461,587,153,14,1220,447,522,104,14,1091,744,923,121,16,1805,362,582,35,0,988,170,357,15,9,555,95,209,13,0,316,191,294,15,0,506,544,765,234,13,1552,210,68,90,13,380,8565,6315,3482,276,18643
3003,164,60,141,14,378,73,35,62,12,178,88,43,197,7,329,65,35,275,10,382,428,136,432,12,1010,324,185,796,31,1334,1272,346,812,35,2473,914,559,852,71,2398,1253,915,869,72,3110,1301,1176,597,67,3139,905,1144,446,45,2539,925,1162,291,31,2406,1941,2298,414,59,4705,1144,1592,118,24,2885,615,975,57,12,1666,319,671,60,3,1051,646,1066,46,7,1760,1235,2022,612,34,3900,224,146,195,22,591,13852,14544,7259,568,36229
3004,12,4,10,0,29,8,0,6,0,15,0,4,9,0,9,3,0,19,0,19,11,8,24,0,44,10,8,41,0,69,49,13,38,3,104,49,24,35,4,114,72,53,52,3,183,81,97,34,4,218,67,109,26,0,200,91,132,24,7,251,162,306,19,3,492,116,224,13,8,358,80,111,3,3,195,45,105,8,0,153,91,211,3,0,304,115,287,39,0,445,28,16,7,0,44,1082,1714,406,37,3242
3005,45,21,45,7,117,47,14,28,0,85,28,19,61,3,108,16,9,78,0,101,143,48,144,8,338,94,50,231,13,384,351,73,205,16,654,249,119,191,15,579,286,204,139,12,644,299,286,111,7,705,197,306,89,6,601,235,332,53,6,627,580,919,91,9,1604,404,651,42,12,1109,278,407,14,8,703,209,390,25,0,628,333,716,24,8,1083,384,736,127,17,1259,66,42,41,0,150,4246,5335,1741,138,11458
3006,955,316,563,69,1902,459,118,224,25,828,416,160,548,49,1176,291,130,770,16,1205,2558,435,1519,98,4614,1645,704,2933,83,5362,8546,1271,3172,196,13187,5015,2330,3386,255,10985,6440,4318,3559,315,14638,6177,5343,2614,308,14438,3858,5264,1856,175,11150,4382,5509,1341,144,11383,7967,10625,1701,241,20537,4602,7884,588,113,13185,2513,4942,235,48,7737,1414,3226,268,21,4933,2921,6394,233,39,9583,4258,7785,2345,95,14483,1224,619,501,41,2385,65636,67382,28357,2345,163712
3007,23,6,14,0,44,19,3,3,3,34,15,3,36,0,52,14,3,68,0,84,98,14,115,3,239,74,33,201,3,321,452,76,190,7,728,253,122,166,12,553,253,171,172,8,608,189,237,81,6,515,109,167,54,6,335,111,194,42,7,349,197,230,31,5,462,78,166,8,3,259,61,88,9,0,153,11,46,7,0,66,34,68,3,0,107,124,211,74,0,406,51,17,27,3,100,2180,1859,1290,82,5404
3008,94,18,24,0,130,70,6,22,0,96,66,26,78,3,173,35,8,123,0,170,476,49,196,10,727,248,75,364,9,691,1801,176,388,16,2379,729,275,355,22,1376,893,446,302,32,1679,680,444,186,20,1332,307,362,100,5,769,308,328,77,5,723,466,622,71,4,1162,199,368,21,3,587,82,218,8,0,305,73,121,19,0,209,147,208,13,0,364,431,544,190,6,1165,196,40,64,13,314,7289,4325,2591,158,14368
3009,17,0,0,0,20,4,0,0,0,3,9,3,18,0,29,4,0,14,0,27,57,7,49,3,116,36,8,90,0,141,195,29,81,9,313,92,51,68,6,215,96,88,64,10,259,110,100,43,10,262,65,109,21,0,194,86,63,14,0,171,118,154,17,0,292,61,91,3,0,153,28,68,0,0,97,22,32,6,0,57,40,49,0,0,93,52,111,34,3,203,27,5,11,0,48,1114,972,545,49,2677
3010,85,46,48,9,185,53,7,30,6,95,52,17,112,7,189,22,11,137,0,164,274,42,236,12,563,169,63,435,7,675,743,112,416,30,1298,494,249,379,31,1153,647,433,351,24,1451,632,510,254,36,1426,447,599,190,26,1263,462,631,144,18,1255,1012,1348,193,26,2580,679,1036,75,19,1803,473,680,26,7,1190,236,443,37,11,718,422,887,32,8,1339,897,1637,252,9,2794,160,97,89,5,353,7949,8840,3416,292,20496
3011,39,9,19,0,62,32,3,7,3,42,25,9,39,3,76,11,3,69,0,83,190,26,145,8,373,117,38,192,3,349,699,116,200,18,1028,322,169,205,21,720,350,263,155,20,790,287,251,94,11,646,150,196,43,0,401,152,194,32,6,383,240,327,34,5,604,128,185,10,0,325,59,117,0,0,175,32,67,8,0,100,58,74,5,0,138,171,257,102,5,537,97,30,33,6,166,3157,2333,1397,114,6997
3012,13,3,12,0,29,8,3,6,0,19,3,4,29,3,42,0,3,46,0,48,24,7,49,6,89,20,14,63,0,93,68,27,64,8,164,48,29,50,3,137,59,46,65,5,177,76,70,60,3,209,62,82,46,7,196,91,109,43,4,242,223,315,78,8,622,211,291,30,13,540,176,244,9,3,441,123,157,10,0,293,182,337,11,3,530,115,216,70,0,405,29,27,24,0,78,1537,1985,770,61,4351
3013,69,21,45,7,138,51,10,31,4,94,49,19,99,8,186,30,13,157,3,198,286,46,306,15,653,165,83,462,10,721,970,176,465,39,1651,496,305,464,50,1311,605,509,382,26,1525,639,559,289,36,1527,426,627,232,30,1313,459,662,173,24,1314,865,1361,175,28,2430,510,981,72,17,1572,267,639,21,8,944,158,354,23,5,538,301,592,33,7,929,633,1171,289,22,2113,150,62,79,5,294,7120,8186,3802,338,19449
3014,454,111,178,21,765,265,47,111,16,437,256,71,307,26,661,151,47,413,11,621,1552,186,771,35,2539,1037,326,1407,29,2802,5366,596,1617,78,7653,3358,1199,1627,111,6306,4136,2195,1682,149,8167,3737,2774,1194,116,7824,2178,2694,823,77,5779,2265,2624,532,68,5489,3851,5091,677,80,9699,2249,3520,197,33,5999,1157,2283,80,11,3529,749,1402,92,4,2253,1561,2670,83,13,4326,2539,4384,1070,36,8033,636,296,237,14,1184,37501,32535,13098,922,84064
3015,139,36,74,4,258,89,20,45,4,162,76,29,133,10,248,44,19,188,6,255,459,100,319,16,900,303,136,660,16,1112,1920,281,693,41,2934,1134,516,676,63,2394,1325,873,682,75,2953,1273,1112,525,73,2976,801,1139,385,36,2357,863,1188,229,38,2318,1749,2296,245,57,4352,1014,1708,104,25,2850,587,1000,36,3,1624,292,624,44,0,962,549,1149,29,5,1735,931,1557,420,19,2923,237,94,92,16,438,13785,13875,5568,502,33734
3016,167,55,112,19,359,92,31,73,15,205,88,41,214,15,357,59,14,320,9,407,531,110,497,35,1176,323,169,951,35,1480,1632,316,914,65,2925,1115,551,935,90,2684,1450,987,962,88,3490,1436,1292,683,92,3497,1016,1409,514,64,3004,1128,1436,370,45,2976,2294,2919,494,85,5788,1472,2414,181,50,4118,801,1496,62,14,2375,420,958,65,8,1454,643,1554,50,3,2247,1626,2668,630,28,4953,245,183,148,11,592,16539,18601,8173,771,44082
3017,21,3,16,0,41,13,0,3,0,20,14,0,17,0,37,6,3,38,0,42,83,20,48,3,159,46,21,118,3,187,350,57,120,11,535,149,79,84,14,326,185,136,94,11,424,198,166,55,8,423,91,128,43,3,270,94,147,30,9,273,167,233,21,9,429,68,118,13,0,201,37,66,0,0,107,6,33,6,0,50,25,38,3,0,69,103,185,61,3,351,39,11,21,3,80,1687,1453,797,73,4012
3018,29,9,12,0,45,16,0,4,0,27,10,7,18,0,32,10,0,33,0,43,97,13,52,3,163,54,14,86,3,154,295,28,84,4,414,150,34,89,6,272,211,82,92,3,389,160,138,53,10,356,95,120,31,3,249,126,136,25,4,286,235,255,45,6,534,144,206,26,6,387,105,140,0,0,238,51,112,4,0,171,100,171,7,0,275,220,397,48,0,670,40,11,10,0,67,2134,1875,707,52,4768
4000,365,110,93,16,578,300,74,90,13,480,221,115,325,21,678,138,44,428,6,613,1874,294,665,49,2873,999,403,1083,35,2519,5613,775,1074,66,7528,3040,1336,1012,118,5507,3681,2250,860,79,6869,3395,2563,606,87,6650,1691,2268,409,40,4407,2103,2189,313,33,4637,3251,3841,327,49,7469,1718,2484,100,22,4311,907,1408,40,6,2364,462,741,52,3,1260,981,1429,51,4,2477,2310,3726,926,36,6998,718,290,244,21,1282,33763,26345,8690,697,69497
4001,1709,727,895,152,3482,949,280,503,123,1852,819,509,1555,185,3070,475,338,2072,51,2934,5124,1463,3468,312,10379,3161,1995,6117,356,11634,17623,3574,6406,562,28167,10843,5838,6550,735,23962,13203,9664,6649,807,30320,11713,11326,4886,674,28600,7401,11092,3557,413,22469,7748,11123,2770,360,22007,15288,21950,3398,580,41223,9189,16499,1300,248,27240,5087,10845,507,121,16559,2857,6792,469,65,10183,5386,14328,506,71,20289,8136,16552,5255,204,30142,1847,1061,1079,94,4079,128565,145961,57939,6125,338597
4002,20,3,13,0,35,18,4,4,0,27,20,3,35,3,72,15,4,82,0,99,133,34,132,6,304,83,36,183,9,313,481,68,177,10,742,265,126,186,10,593,314,236,142,17,714,322,278,98,15,704,212,314,48,9,576,233,283,49,8,572,327,500,40,6,873,174,317,18,3,515,73,168,4,0,244,35,88,5,0,126,77,131,0,0,212,213,335,91,0,641,59,27,30,0,121,3084,2964,1346,89,7478
4003,15,9,7,0,35,19,0,7,0,23,5,0,24,0,32,10,0,55,0,63,110,22,74,8,212,63,40,131,3,239,435,56,120,3,625,195,116,109,8,421,216,183,108,9,521,178,189,57,8,438,133,155,44,0,323,133,140,25,4,302,187,230,22,5,440,72,115,11,0,198,25,64,4,0,94,23,27,3,0,50,12,40,4,0,57,117,192,68,4,379,45,14,26,0,86,1984,1592,903,67,4542
4004,10,3,9,0,30,9,9,7,0,25,5,3,30,0,38,11,0,39,0,46,59,19,60,5,151,46,14,89,3,146,150,27,95,9,282,111,55,64,11,237,142,85,73,6,309,121,87,50,4,259,77,87,36,5,196,78,79,21,3,181,127,167,20,0,322,91,125,11,3,229,57,87,6,0,154,19,37,4,0,65,31,66,3,3,98,111,216,58,9,387,47,29,48,3,127,1313,1204,713,63,3296
4005,16,3,16,0,32,21,0,4,0,26,13,0,16,3,31,7,0,28,3,40,94,11,44,3,147,31,14,94,0,141,242,34,85,7,363,147,59,74,7,288,193,133,74,7,408,165,131,39,4,349,98,132,33,3,268,109,126,31,5,264,175,256,21,7,458,115,158,8,5,287,49,90,4,0,149,29,47,0,0,75,51,88,4,0,142,139,215,52,3,413,30,20,28,0,77,1727,1527,655,52,3953
4006,16,0,10,0,25,7,0,4,0,19,8,3,35,0,44,6,0,45,0,48,95,20,80,4,204,50,19,115,4,192,312,43,108,6,473,142,75,95,10,323,143,100,55,13,318,117,89,51,3,265,73,102,36,3,213,70,104,37,3,211,119,217,18,0,352,87,122,11,0,219,31,59,0,0,88,19,41,0,0,57,31,62,6,0,97,112,191,59,0,366,36,9,22,0,71,1480,1266,779,54,3582
4007,39,3,8,0,52,36,4,5,0,45,31,3,23,0,62,26,3,41,0,74,245,17,70,0,339,145,30,137,4,324,1068,63,155,9,1292,579,128,123,9,840,587,225,107,5,927,435,236,57,7,727,175,162,31,0,362,197,140,21,3,362,245,211,20,6,484,101,125,5,0,233,48,61,0,0,116,27,44,0,0,72,72,67,0,0,140,259,264,85,3,618,100,9,26,0,135,4423,1809,912,58,7197
4008,18,0,10,0,27,15,4,12,3,33,18,10,76,0,106,10,3,95,0,104,142,21,119,6,290,76,23,154,9,254,401,71,142,9,629,178,82,129,3,399,210,106,103,8,422,157,127,62,6,354,117,130,51,3,297,128,149,32,0,307,217,354,44,6,624,153,276,20,0,452,85,160,7,0,255,46,109,6,0,165,56,164,3,0,229,161,260,84,3,509,56,17,48,3,131,2250,2071,1194,64,5589
5000,455,103,171,19,745,305,82,102,11,501,224,112,450,23,814,150,52,517,13,732,1458,426,740,63,2689,743,440,1021,43,2248,3773,742,1030,76,5618,2132,1089,890,99,4202,2551,1665,792,92,5105,2408,1784,554,74,4827,1402,1768,384,37,3588,1856,1824,295,42,4020,3272,3752,449,72,7542,2082,2596,158,37,4867,1314,1645,79,22,3058,861,1212,108,10,2180,1708,2502,105,18,4326,2696,4885,970,75,8634,721,460,340,37,1557,30114,27134,9159,858,67262
5001,37,7,12,4,54,34,3,5,0,44,31,4,38,3,84,15,4,54,0,77,165,17,84,0,268,102,29,167,3,300,568,66,180,12,825,297,122,144,18,574,396,244,170,22,832,324,266,107,12,707,251,274,66,6,599,253,296,58,10,612,397,518,68,9,999,238,382,16,3,641,145,226,6,0,380,76,123,4,4,202,130,234,18,0,385,296,447,112,7,859,82,33,29,3,149,3843,3302,1333,114,8596
5002,13,3,10,3,28,0,0,11,0,12,3,6,9,0,21,0,0,31,3,33,27,4,37,3,72,7,7,51,3,64,32,15,62,8,107,42,28,36,9,117,57,45,62,7,161,72,57,34,8,170,57,52,31,0,146,85,81,31,3,200,207,233,36,4,479,144,211,21,0,374,107,138,4,0,252,77,91,3,0,170,125,160,11,3,289,139,226,71,6,437,21,13,35,0,75,1212,1372,577,54,3210
5003,92,18,45,6,159,47,13,31,6,97,45,19,101,3,174,48,14,131,0,189,286,42,230,10,571,175,52,392,6,628,945,130,389,21,1485,572,233,324,20,1142,626,385,327,26,1370,625,530,226,26,1401,412,628,176,12,1226,480,646,117,17,1264,899,1357,182,22,2460,611,985,56,6,1661,406,612,21,0,1041,206,441,35,4,682,365,763,26,5,1159,705,1357,262,11,2338,140,56,57,8,267,7690,8295,3125,198,19311
5004,68,8,33,0,106,30,5,16,3,49,27,12,46,0,86,18,8,65,0,84,157,17,96,4,281,113,28,151,7,298,595,69,144,3,818,369,104,149,15,632,401,233,164,5,807,419,283,104,6,810,228,340,56,10,632,263,336,49,10,653,439,622,59,11,1126,254,471,20,0,742,182,267,11,0,461,90,181,13,0,282,188,294,3,0,491,354,763,127,0,1251,88,31,20,0,144,4271,4084,1329,77,9764
5005,12,0,6,0,16,8,4,10,3,24,5,3,11,0,20,8,0,22,0,30,58,3,30,5,87,30,11,55,0,101,152,14,56,5,219,91,37,44,3,170,94,74,51,4,224,103,90,35,8,240,73,89,24,3,183,85,86,13,0,188,145,190,19,0,352,115,161,5,0,283,63,87,0,3,158,26,53,6,0,88,60,102,6,0,170,129,220,29,3,387,20,15,19,0,58,1276,1241,452,41,3004
5006,49,16,35,3,103,32,4,21,3,58,21,12,64,3,99,18,8,95,4,125,153,25,105,14,288,84,41,201,9,340,491,65,184,18,747,230,80,157,16,495,320,178,183,10,688,302,245,123,17,687,210,252,87,3,551,212,296,82,6,595,446,595,104,12,1161,296,453,29,7,779,198,304,22,5,526,118,205,10,3,337,197,357,12,5,571,437,766,175,12,1394,94,40,56,6,196,3904,3940,1725,153,9732
5007,26,12,23,0,57,11,4,12,0,31,13,8,29,0,50,3,0,52,0,55,38,16,51,3,107,22,15,82,3,122,139,39,88,9,269,69,39,95,11,220,112,85,87,11,293,135,135,73,11,347,112,168,68,6,352,149,218,43,6,418,361,589,92,15,1054,308,487,37,15,844,239,375,20,9,645,187,310,13,11,520,274,571,14,5,866,248,497,87,3,843,57,40,31,5,127,2515,3605,995,109,7224
5008,3,7,11,0,26,3,0,3,0,7,0,5,12,0,24,3,5,14,0,25,8,6,27,0,40,4,10,23,0,43,12,17,31,0,61,10,25,23,0,60,26,28,28,7,85,50,29,23,3,101,40,57,25,4,130,61,80,27,0,171,167,309,46,9,525,166,204,14,6,393,132,167,13,0,309,126,268,17,4,419,309,561,17,9,891,105,253,38,5,397,18,26,13,0,55,1249,2048,402,48,3747
5009,2969,1242,1867,312,6386,1349,418,759,153,2681,1324,728,2171,258,4479,801,485,2583,94,3961,6170,1568,4052,384,12169,3816,2291,6534,399,13038,19065,3725,6568,616,29975,11940,6138,6947,768,25795,15536,10738,7871,907,35046,13922,13133,5928,912,33896,9890,14128,4577,679,29276,10591,14987,3837,578,29998,23282,33627,5725,1106,63740,16227,25489,2436,596,44746,10665,17883,1017,338,29908,7557,15780,1263,169,24769,15056,36887,1218,310,53474,16493,33026,6784,437,56737,2808,1851,1242,117,6022,189450,234121,73391,9137,506098
5010,10,0,8,0,23,3,0,5,0,7,3,4,20,3,30,0,0,24,0,27,7,3,22,4,40,3,3,23,0,31,18,9,28,3,60,15,11,23,0,52,25,20,27,3,72,23,35,19,4,85,41,54,21,3,117,45,72,23,0,143,119,220,40,0,379,123,139,15,6,275,144,124,9,4,277,130,197,16,6,357,290,423,13,7,731,125,181,21,3,336,21,19,14,4,57,1154,1522,366,51,3094
5011,17,11,11,0,41,11,3,6,0,15,11,8,14,0,27,4,3,24,0,36,40,10,42,0,96,34,10,75,0,113,163,20,51,0,226,88,42,42,0,175,94,76,63,4,238,87,100,27,4,215,49,107,30,0,183,81,109,12,3,204,137,211,19,3,374,81,170,10,0,259,48,94,3,0,152,32,67,8,0,109,63,99,0,0,163,121,309,45,0,478,19,10,12,0,44,1163,1475,492,24,3154
6000,204,48,52,4,307,185,41,40,5,271,147,53,185,10,397,104,30,317,0,454,1189,197,500,23,1915,770,261,820,21,1871,3734,553,729,48,5070,1905,925,640,50,3517,2073,1407,607,50,4141,1874,1577,339,41,3829,1059,1393,250,12,2715,1126,1256,182,22,2583,1726,2065,193,20,3996,907,1292,50,6,2255,414,692,12,3,1122,218,354,30,0,605,412,543,26,4,985,1402,2120,609,29,4157,466,160,138,16,780,19933,14965,5725,372,40988
6001,23,3,15,4,42,21,5,14,0,44,17,3,46,3,64,8,3,86,0,97,161,30,115,5,319,88,42,178,6,317,657,79,184,9,929,288,131,193,15,619,324,234,157,13,723,314,244,93,7,657,178,221,52,3,451,161,215,42,7,424,267,386,45,5,702,159,235,15,0,414,52,139,6,0,195,23,74,0,0,96,68,122,4,0,193,187,312,126,3,628,61,27,35,7,135,3059,2505,1409,79,7050
6002,23,8,16,0,50,13,0,10,3,30,20,4,48,3,69,6,0,75,0,82,198,30,138,5,371,108,49,234,0,388,675,79,235,13,995,320,170,193,22,699,360,307,174,11,849,329,325,101,3,759,182,268,72,5,536,177,221,47,3,440,275,434,47,3,760,139,233,17,3,390,83,135,4,0,221,38,80,10,0,124,54,98,8,5,163,208,354,134,3,697,74,18,45,4,135,3284,2796,1602,87,7770
6003,210,59,98,11,378,114,22,44,12,193,142,48,255,14,456,53,28,412,6,498,701,141,645,47,1534,489,265,1154,45,1950,2582,431,1139,95,4239,1764,789,1174,107,3827,2208,1362,1178,108,4861,2101,1659,833,92,4685,1382,1585,631,52,3655,1433,1658,392,60,3541,2634,3402,560,83,6672,1514,2517,172,31,4241,879,1641,70,14,2599,511,1059,81,3,1650,877,1963,58,6,2911,1370,2430,908,40,4745,325,133,182,18,655,21288,21180,9982,838,53293
6004,67,23,40,10,138,46,12,24,6,92,68,19,135,13,230,38,15,200,11,260,396,88,269,39,789,232,107,538,14,895,1345,267,528,41,2188,732,394,463,48,1635,934,659,448,57,2103,818,777,311,28,1940,515,737,205,20,1482,502,743,147,12,1404,950,1313,191,29,2482,502,936,57,11,1507,241,518,18,3,775,131,290,22,0,452,300,538,23,5,866,535,952,327,19,1834,152,76,93,6,327,8515,8477,4028,369,21386
6005,14,0,6,0,22,11,0,4,0,13,11,3,14,3,37,3,0,33,0,37,113,13,55,7,183,55,20,70,3,155,354,32,92,4,486,190,68,96,3,361,176,125,86,4,392,173,141,55,3,365,104,110,33,0,244,99,128,23,4,249,154,213,19,0,389,78,145,10,0,234,39,72,0,0,108,20,37,0,0,59,30,61,0,0,88,106,181,69,3,358,35,14,16,3,70,1771,1363,678,45,3858
7000,53,33,46,11,140,154,153,135,15,454,109,243,520,31,901,19,67,173,17,267,444,671,271,54,1442,148,332,245,33,763,308,435,245,48,1040,284,493,249,45,1066,253,438,242,37,974,274,386,201,7,868,170,315,127,13,618,233,299,97,14,643,562,671,119,20,1370,476,538,47,18,1083,311,396,33,7,743,164,296,12,0,478,345,546,20,0,921,409,1013,344,32,1795,264,433,293,24,1022,4972,7760,3415,436,16579
