SUA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
1024,0,4,10,25,14,9,3,3,4,67,0,0,0,0,0,3,6,3,0,11,0,0,0,0,0,0,6,0,0,13,3,20,27,47,126,122,185,114,58,698,0,0,0,0,4,0,3,0,3,12,0,0,0,0,0,0,0,0,0,8,0,0,0,10,12,18,26,18,7,88,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,6,0,0,0,9,0,9,3,49,4,5,3,0,0,78,0,0,0,10,4,3,3,3,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,0,3,5,0,23,0,0,0,3,9,0,5,3,0,17,0,3,0,7,3,0,0,0,0,15,0,0,0,6,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,11,0,0,0,6,3,0,0,3,0,9,0,0,0,0,3,4,8,5,0,14
1025,0,0,0,29,8,9,16,7,0,73,0,0,0,0,0,3,3,7,0,13,0,3,3,0,0,0,0,0,0,7,3,13,15,42,56,63,77,42,27,329,0,0,0,3,13,3,0,0,0,20,0,0,0,8,0,0,0,0,0,9,0,0,0,10,3,4,24,5,7,58,0,0,0,0,0,4,6,3,0,10,0,0,0,0,4,10,0,0,0,17,3,16,12,120,6,11,8,4,0,185,0,0,0,8,3,0,0,0,0,10,0,0,0,9,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,3,0,8,6,0,3,0,0,19,0,0,0,0,3,6,12,13,8,44,0,0,0,10,3,3,0,0,0,16,0,0,3,28,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,6
1026,0,0,3,9,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,8,18,13,6,69,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,13,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,4,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1027,0,4,0,27,14,12,5,0,0,66,0,0,0,0,0,3,0,0,0,8,0,0,0,3,7,3,7,0,4,22,5,16,28,109,151,171,290,231,118,1106,0,0,0,5,9,0,6,0,0,16,0,3,0,3,6,4,0,0,0,21,0,0,3,5,11,12,34,32,7,108,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,3,0,0,15,0,6,3,54,3,7,11,9,0,90,0,0,0,3,3,3,3,4,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,15,11,8,11,6,0,62,0,0,0,4,3,3,9,3,9,32,0,5,4,11,8,3,0,0,0,27,0,3,0,16,3,0,0,0,0,26,0,0,0,0,3,0,0,0,0,5,0,0,3,7,9,8,0,0,0,29,0,0,0,0,3,3,19,3,3,30
1028,0,0,0,10,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,22,28,22,14,20,3,119,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10,0,3,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,5,3,3,3,0,0,18,0,0,0,0,5,3,12,5,0,24,0,0,0,0,0,0,4,0,0,8,0,3,7,21,79,88,155,98,39,484,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,25,11,16,72,0,0,0,0,0,9,14,13,3,31,0,0,0,0,0,4,0,0,0,4,0,0,0,11,3,3,0,0,0,14,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,11,0,0,32,0,0,0,0,4,3,5,12,5,28,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,7,19,3,0,24
1030,752,2575,21512,49556,20300,15942,7293,4869,1976,124777,3,19,129,831,1049,1381,1629,1285,336,6655,93,422,376,1935,1197,1637,1625,1016,486,8788,603,3470,3435,17442,12171,9567,8919,4971,2639,63208,33,286,1004,6757,3572,2929,1461,594,145,16782,43,222,480,2302,538,321,280,136,103,4414,42,176,516,2432,1152,875,2143,967,693,9004,31,190,258,710,915,2066,4460,4382,1108,14105,190,595,2117,7046,3497,4995,1850,567,164,21017,1697,3866,4472,35881,6128,3994,2233,1185,444,59897,78,410,2416,7819,2251,1675,991,383,144,16184,46,460,808,4822,1416,1227,626,322,147,9877,127,1254,2569,7604,3319,2253,1243,631,191,19198,51,376,313,4287,1215,820,784,445,211,8494,25,141,343,1846,1572,2911,4893,5039,2380,19138,113,391,660,4059,1733,647,361,145,59,8162,195,991,3143,12436,4408,2812,1341,619,193,26133,98,406,1031,7382,6755,5945,3223,1567,604,27006,95,449,1425,5438,2314,2685,1829,567,178,14971,0,11,38,191,359,1308,2241,1216,467,5827
1031,0,0,8,24,14,4,0,0,0,48,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,9,6,24,31,48,46,35,15,220,3,3,0,13,3,0,3,0,0,23,0,5,0,0,0,3,0,0,0,5,0,0,0,5,0,0,9,6,3,29,0,0,0,0,0,0,0,6,0,5,0,0,4,5,0,3,0,0,0,9,4,4,5,70,8,6,3,0,0,96,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,6,0,6,4,3,3,4,0,23,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,10,0,0,14,28,5,0,0,0,0,43,0,0,0,0,3,0,0,0,0,5,0,0,0,18,0,3,0,0,0,24,0,0,0,0,0,0,0,3,0,0
1032,0,0,0,13,6,6,3,0,0,32,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,10,0,3,9,18,47,60,81,62,34,311,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,7,4,8,9,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,4,0,35,0,0,0,4,3,47,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,3,0,10,0,0,0,4,0,0,0,0,0,4,0,0,3,11,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,3,0,0,9,0,0,0,0,0,0,3,0,0,3
1033,0,0,0,5,3,3,3,0,0,22,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,4,3,0,0,3,0,4,3,21,58,66,124,81,16,371,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,7,12,18,4,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,15,0,0,0,0,3,0,11,3,3,26,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,5,0,10
1034,3,8,15,65,21,14,0,0,0,131,0,0,0,0,3,3,0,3,0,8,0,9,4,19,6,3,3,0,0,39,0,20,18,48,70,65,66,40,27,355,0,0,4,6,5,4,0,0,0,21,0,0,0,5,3,0,0,0,0,9,0,0,0,8,0,8,23,10,16,58,0,0,0,0,0,4,3,5,0,11,0,0,0,16,4,6,0,0,0,25,0,44,21,180,23,11,9,7,0,301,0,0,0,7,5,3,0,0,0,16,3,7,6,9,6,3,0,0,0,32,0,0,6,7,3,0,0,0,0,18,0,16,0,14,0,0,4,0,0,40,0,0,0,3,0,3,3,3,6,20,0,0,0,5,0,0,0,0,0,11,0,3,5,26,3,0,0,0,0,38,0,0,4,0,0,0,0,0,0,8,6,7,0,24,11,7,3,0,0,56,0,0,0,0,0,0,0,0,0,3
1035,8,40,399,649,133,103,39,31,16,1421,0,0,14,54,94,83,99,126,29,493,3,10,3,30,5,26,21,6,4,113,20,165,152,698,1298,1255,1407,940,376,6307,0,3,5,36,20,31,26,4,0,131,0,0,10,28,30,23,21,5,3,116,0,3,18,81,65,175,304,175,125,943,0,3,4,13,27,82,110,154,54,447,0,3,24,30,12,28,8,7,0,112,18,48,67,366,58,56,36,25,14,676,10,15,24,93,30,16,16,0,3,206,0,11,27,110,19,20,11,5,0,198,12,51,27,94,28,13,3,3,0,234,6,38,7,75,49,38,53,41,12,313,0,3,15,45,107,277,391,519,213,1571,0,8,18,50,26,15,16,6,0,148,3,5,39,96,31,11,8,0,0,190,3,6,17,87,78,72,41,11,9,327,6,8,52,69,35,32,23,8,0,244,0,0,4,10,19,86,108,69,22,317
2000,0,36,126,257,90,54,36,16,3,618,0,0,0,8,36,55,70,51,13,236,0,3,3,17,3,15,30,11,3,85,16,171,199,1004,1798,2593,3049,1567,579,10974,0,5,4,45,29,25,15,0,0,132,0,4,13,66,37,37,27,10,7,198,0,8,31,185,184,279,586,253,130,1660,0,0,3,10,29,74,102,56,23,295,0,6,27,77,17,20,8,3,0,156,25,64,49,520,61,78,63,35,14,904,0,8,10,71,32,21,25,14,3,188,3,0,3,17,5,4,0,5,0,37,3,8,4,29,13,0,0,0,0,61,0,16,16,115,66,99,110,62,23,514,0,7,19,38,76,266,412,368,162,1335,0,9,20,87,30,24,16,4,5,194,3,3,20,54,7,4,3,0,0,101,0,0,0,15,9,8,4,0,0,39,9,18,35,152,94,74,21,10,6,417,0,3,9,21,34,104,149,58,12,380
2001,0,0,5,6,5,0,0,0,0,20,0,0,0,3,3,4,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,15,9,51,69,90,104,43,24,392,0,0,0,5,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,3,7,7,25,9,4,58,0,0,0,0,3,0,8,3,0,12,0,0,0,3,0,0,0,0,0,3,4,4,0,42,5,9,5,0,3,78,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,3,3,3,20,0,0,0,0,3,8,7,6,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,3,0,0,0,14,0,0,0,11,7,9,18,5,3,53
2002,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,23,19,50,62,53,20,229,0,0,0,4,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,19,9,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,19,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,3,9,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,5,0,0,11
2003,0,20,114,161,35,25,8,0,0,376,0,0,0,3,11,7,11,10,6,51,0,7,3,7,0,0,0,0,0,12,11,48,33,135,154,207,258,154,70,1066,0,0,6,15,3,10,0,3,0,37,0,3,0,8,5,5,4,0,0,22,0,3,6,9,13,19,55,23,19,155,0,0,0,0,0,7,7,11,0,29,0,0,0,8,8,6,3,0,0,24,7,26,24,261,22,16,13,3,0,386,0,3,7,14,0,0,7,0,0,32,0,3,7,16,0,3,5,0,0,31,0,0,0,8,6,0,0,0,0,14,0,0,6,15,5,13,12,5,3,64,0,0,0,5,7,9,20,24,22,78,0,5,0,30,12,4,0,3,0,58,0,3,3,19,0,0,0,0,0,25,0,0,0,4,3,0,0,0,0,3,0,15,9,34,16,15,6,3,0,98,0,0,0,0,0,10,15,6,0,29
2004,0,6,30,79,29,11,8,0,0,168,0,0,0,3,3,0,7,3,0,14,0,0,3,9,6,0,0,0,0,27,3,24,13,88,132,157,159,107,59,747,0,0,3,12,9,6,0,0,0,29,0,0,0,4,0,0,0,0,0,12,0,0,3,12,12,14,33,17,14,98,0,0,0,0,0,7,4,11,4,26,0,0,4,7,4,3,3,0,0,17,10,20,31,211,17,11,7,3,3,319,0,0,7,20,15,5,3,0,0,48,3,9,3,5,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,15,0,4,0,17,8,4,13,7,3,52,0,0,0,3,4,7,12,9,10,52,0,0,0,10,4,3,0,0,0,17,0,3,3,15,0,0,0,0,0,28,0,0,0,4,4,0,0,0,0,6,0,5,6,17,16,13,7,3,0,73,0,0,0,3,0,4,8,0,0,11
2005,0,3,5,17,6,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,23,20,26,12,96,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,25,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2006,0,0,0,6,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,16,30,39,63,53,15,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,3,14,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,0,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,15,0,0,0,3,0,3,3,3,3,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,3,3,4,0,5
2007,8,41,144,382,100,76,33,18,7,802,0,3,12,65,100,123,197,158,38,690,0,3,8,14,3,6,14,3,0,47,22,183,152,568,729,862,943,596,288,4337,0,0,6,26,19,4,3,3,0,68,0,3,13,32,4,9,6,7,3,80,0,6,11,73,31,119,278,132,99,749,0,0,3,8,16,37,74,49,17,207,3,11,22,36,11,11,7,0,0,101,21,65,88,634,44,56,25,17,15,970,0,7,20,69,26,7,17,4,3,160,3,40,35,106,16,13,3,0,0,223,4,21,3,51,12,8,3,0,0,108,3,18,9,83,45,48,39,29,11,288,0,5,6,19,58,127,226,251,111,799,3,17,5,59,19,7,3,3,3,120,0,3,7,51,9,0,0,0,0,79,0,3,0,3,10,8,3,3,0,38,3,8,41,109,50,47,10,4,3,275,0,0,0,0,7,32,57,17,6,112
2008,0,0,5,13,8,0,3,0,0,30,0,0,0,0,4,3,3,8,0,13,0,0,0,0,0,0,3,0,0,3,0,11,12,68,110,101,92,49,12,455,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,7,0,0,3,6,7,11,20,5,4,63,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,9,7,0,3,40,0,0,0,0,11,16,13,4,0,47,0,0,0,3,5,0,0,0,0,6,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,17,0,0,0,3,0,25,10,0,0,36
2009,0,0,0,12,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,9,20,27,15,9,106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,4,6,3,37,3,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,6,14,11,32,0,0,0,3,3,0,0,0,0,6,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2010,595,2966,21925,36143,11751,8287,3356,2194,828,88046,3,12,93,763,1087,1402,1658,1318,315,6649,57,389,312,1201,769,1194,1241,747,359,6275,496,3030,3257,12977,11518,10670,10599,6580,3182,62310,10,131,353,2282,1116,796,416,198,39,5354,31,149,307,1329,421,256,266,152,83,2995,42,164,545,1893,1116,1057,2864,1515,951,10149,34,338,380,1040,1928,3782,7480,7213,1795,23992,126,395,1541,4344,1576,1912,738,234,65,10934,1645,4296,6026,45449,6132,4522,2762,1287,516,72632,89,304,2020,4970,880,581,395,146,57,9443,93,720,776,3956,723,481,236,102,27,7106,68,660,1142,3837,1429,810,395,208,56,8609,55,321,219,2687,805,718,683,493,244,6218,41,195,367,1581,2099,5216,8819,9413,4108,31837,68,311,559,2961,852,284,215,76,63,5391,63,429,1352,4346,905,345,130,36,12,7630,44,142,408,2408,1977,1576,815,389,121,7877,274,1184,4246,9761,3478,3666,1980,662,191,25440,0,16,63,320,524,1922,2860,1567,522,7804
2011,0,0,11,54,26,8,8,4,0,115,0,0,3,14,28,28,20,8,4,105,0,13,6,9,3,14,15,5,3,72,0,12,18,97,175,225,184,115,39,870,0,8,7,49,17,6,0,0,0,83,0,0,0,3,4,6,3,0,0,15,0,0,3,14,11,17,62,14,7,138,0,0,0,3,3,12,15,12,0,53,0,0,0,7,0,3,0,0,0,9,4,50,40,446,41,51,21,3,11,660,0,3,0,32,15,9,0,0,0,56,0,0,4,5,6,0,4,0,0,16,0,0,0,7,3,4,5,0,0,21,0,3,5,8,6,11,14,3,0,59,0,0,0,9,13,41,24,21,7,115,0,0,0,9,0,0,3,0,0,11,0,0,0,13,11,0,0,0,0,32,0,0,0,11,5,12,5,0,0,32,5,12,0,27,11,11,6,3,0,72,0,4,5,35,36,104,116,37,11,354
2012,0,3,14,29,13,5,3,0,0,66,0,0,0,0,3,7,11,7,6,34,0,0,0,0,0,0,0,0,0,3,0,4,13,50,75,67,81,49,24,362,0,0,3,7,0,3,0,0,0,17,0,0,3,3,0,5,0,0,0,10,0,0,3,9,3,4,35,3,4,60,0,0,0,0,3,3,26,28,7,66,0,0,7,16,0,5,3,0,0,29,4,7,9,111,12,10,5,4,0,160,4,0,0,7,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,10,0,0,3,7,5,0,0,0,0,20,0,3,0,6,0,3,3,0,3,13,0,0,0,10,17,30,98,103,39,300,0,0,3,12,0,0,0,0,0,15,0,0,8,18,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,0,0,7,17,56,0,3,0,0,0,90,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,17,3,3,0,0,0,29,0,0,0,0,4,0,3,3,0,17,0,0,0,0,0,0,0,0,0,3,0,4,0,7,31,70,75,69,29,291,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,33,14,8,68,0,0,0,0,0,4,4,3,0,13,0,0,0,4,3,0,0,0,0,4,0,3,0,10,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,14,0,0,0,0,0,4,5,15,3,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,17,26,23,4,69
2014,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,3,0,4,0,7,9,36,29,22,8,115,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,15,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,15,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
2015,0,0,0,6,3,3,0,0,0,16,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,6,8,22,41,48,54,38,18,238,0,0,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,12,3,0,26,0,0,0,0,0,3,0,0,0,6,0,0,3,6,0,0,0,0,0,7,0,6,0,46,0,5,3,3,0,63,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,12,0,0,0,0,0,4,9,9,3,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,13,3,11,3,0,0,37,0,0,0,0,0,0,4,0,0,6
