SUA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
1027,22,3,0,3,20,4,0,32,1517,226,15,3,1760,29,13,33,1797,111,0,1910,2146,328,30,18,2520,44,5,49,2567,83,0,2652,116,34,39,0,181,0,0,0,185,9,0,194,28,3,0,18,46,0,0,0,46,3,0,55,3799,589,81,37,4506,70,18,84,4590,206,5,4808,41,10,0,0,50,7,0,7,60,4,0,62,71,5,0,4,78,7,0,7,93,7,0,95,113,19,0,4,135,21,0,21,150,10,0,165,3910,608,81,38,4640,86,18,107,4741,220,5,4966,855,181,19,17,1075,42,23,60,1135,184,8,1331,8,0,0,9,15,0,0,0,15,3,3,21,4770,796,105,64,5732,126,35,165,5897,405,16,6316
1028,21,0,0,0,24,3,0,28,463,50,14,4,530,12,3,17,548,22,0,566,1052,84,14,17,1163,7,0,7,1165,26,0,1197,71,0,0,3,77,0,0,0,77,0,0,82,17,3,0,11,29,0,0,0,29,0,5,38,1600,138,23,33,1793,21,3,27,1820,50,5,1871,16,7,0,0,26,7,0,7,28,0,0,27,83,11,0,3,100,7,0,6,105,9,3,111,102,13,0,3,121,12,0,11,132,5,3,146,1707,150,23,39,1916,30,8,41,1952,56,3,2019,711,60,26,12,809,26,4,23,833,57,0,889,10,0,0,3,12,0,0,0,12,0,3,12,2428,212,51,46,2731,58,9,67,2798,115,7,2917
1029,10,0,0,0,13,0,0,15,332,58,7,3,406,8,0,8,420,65,0,477,669,122,12,4,803,13,0,20,822,53,0,880,61,5,7,0,73,3,0,3,83,0,0,80,11,4,0,11,24,0,0,0,24,3,0,25,1079,184,26,22,1315,30,0,36,1346,123,0,1466,23,8,0,0,29,17,3,20,43,0,0,43,42,8,0,0,48,3,3,9,57,0,0,57,66,15,0,0,77,24,3,28,98,0,0,98,1144,198,26,22,1385,54,5,59,1451,123,0,1572,369,76,12,26,480,16,5,19,499,119,0,619,0,0,0,0,0,0,0,0,0,3,3,5,1509,274,37,46,1867,67,15,77,1947,242,4,2191
1030,23645,682,252,933,24579,4248,103,28926,197123,20159,1845,1406,220534,4550,1191,5740,226277,12423,207,238903,224620,27107,2256,1970,255950,3390,821,4210,260164,8307,250,268710,21380,2159,2701,250,26495,309,33,341,26837,730,30,27598,3203,470,79,3397,7150,122,54,175,7327,508,273,8107,446330,49891,6887,7023,510133,8372,2087,10465,520593,21961,759,543315,6669,1126,95,151,8039,1292,150,1442,9478,745,12,10236,12227,2250,123,324,14922,1051,498,1553,16473,1060,42,17572,18890,3371,220,477,22960,2343,647,2990,25949,1810,57,27807,465220,53267,7101,7493,533085,10718,2740,13454,546545,23769,812,571126,162356,32471,3167,5609,203596,6951,2118,9072,212674,41625,871,255172,902,235,15,879,2037,45,15,60,2099,284,2246,4631,628478,85968,10288,13982,738718,17715,4875,22592,761315,65679,3929,830921
1031,16,0,0,0,16,0,0,21,1464,138,23,12,1636,25,3,29,1665,72,0,1739,1918,236,28,21,2210,26,8,35,2242,64,3,2317,187,25,30,0,248,0,0,0,250,8,0,254,39,0,0,33,73,0,0,0,70,6,0,77,3610,398,79,71,4158,50,9,67,4229,153,9,4387,35,7,0,3,47,14,0,15,61,14,0,75,80,12,0,0,97,10,0,10,103,10,0,110,117,19,3,3,142,26,4,25,163,24,0,184,3727,417,83,68,4300,76,17,94,4389,174,9,4576,835,130,10,17,993,42,14,58,1046,202,6,1261,12,5,0,11,18,0,0,0,18,3,5,25,4570,553,94,100,5315,122,23,145,5458,386,13,5862
1032,10,0,0,0,10,3,0,14,576,119,22,6,721,15,9,18,747,43,0,788,854,161,35,5,1060,22,8,29,1091,86,0,1179,57,10,6,0,72,0,0,0,72,7,0,77,13,0,0,11,23,0,0,0,23,3,0,23,1498,288,70,21,1877,42,10,54,1927,135,0,2065,13,3,0,5,26,17,0,24,45,12,0,52,30,3,3,4,40,8,8,13,53,10,0,67,39,12,5,7,61,25,11,37,99,24,0,120,1537,294,75,32,1940,68,22,84,2027,155,0,2184,506,147,26,26,712,53,22,75,787,279,7,1074,0,0,0,0,0,0,0,0,0,3,13,16,2042,443,104,60,2647,122,35,161,2813,439,20,3279
1033,3,0,0,0,3,0,0,10,290,68,3,0,361,14,0,14,380,17,0,393,595,128,11,5,743,5,7,16,754,45,4,806,39,15,8,0,61,0,3,3,64,11,0,77,9,0,0,10,27,0,0,0,27,0,0,27,931,219,32,17,1199,20,9,31,1226,79,4,1303,9,3,0,0,12,3,0,3,17,3,0,21,16,0,0,0,16,5,0,5,20,0,0,20,24,3,0,0,31,8,0,8,42,3,0,44,956,220,32,17,1225,30,9,42,1269,78,4,1348,299,91,0,7,399,18,6,25,423,90,4,513,7,0,0,4,5,0,0,0,5,0,4,11,1262,307,35,26,1632,47,12,65,1694,171,13,1877
1034,67,0,0,0,69,6,0,77,2389,236,42,13,2685,38,21,56,2744,146,4,2886,3062,266,27,20,3380,25,5,31,3412,70,0,3476,310,37,45,3,392,0,0,0,396,13,0,405,29,3,0,10,46,0,0,0,46,9,3,55,5797,545,116,42,6497,60,28,91,6589,226,7,6829,76,7,0,0,79,10,0,6,92,9,4,97,107,10,0,3,118,0,0,0,120,3,4,130,184,18,0,3,202,10,3,12,209,10,3,231,5980,563,116,47,6704,68,36,102,6801,241,9,7056,1256,141,49,23,1473,75,11,81,1553,346,7,1900,7,0,0,3,12,0,0,0,8,3,16,32,7233,708,162,78,8183,144,39,185,8365,584,32,8981
1035,1033,15,14,28,1059,174,3,1240,9491,1198,154,57,10897,177,79,255,11151,671,3,11826,17383,1820,242,143,19585,210,55,259,19850,654,21,20521,1529,168,233,27,1959,23,3,29,1983,53,3,2046,124,5,11,138,274,8,0,8,280,21,9,311,28522,3190,634,362,32715,418,137,551,33262,1403,36,34707,292,55,6,12,358,37,6,46,409,49,0,457,784,91,17,15,903,65,18,80,987,49,3,1037,1075,140,26,23,1266,103,23,131,1395,97,3,1493,29602,3330,660,387,33980,521,158,679,34654,1496,40,36198,7818,1221,204,228,9472,285,118,407,9886,2044,23,11947,52,15,0,24,89,3,0,3,91,9,84,180,37469,4568,865,636,43537,810,280,1092,44629,3545,152,48324
2000,907,10,6,12,923,113,0,1040,19551,2402,332,156,22438,240,95,339,22774,1260,45,24076,38787,4954,828,446,45011,428,90,512,45527,1603,80,47208,2897,373,571,60,3900,42,7,50,3949,132,5,4089,581,76,8,575,1238,8,0,8,1247,69,18,1332,61809,7805,1744,1232,72590,710,192,907,73496,3064,145,76705,404,83,16,20,517,139,5,147,663,105,0,771,1037,155,24,14,1236,100,46,143,1374,89,3,1466,1440,238,43,36,1751,241,50,290,2041,192,3,2236,63245,8042,1781,1267,74340,955,241,1199,75538,3260,151,78943,17810,2754,612,738,21912,675,135,815,22728,3301,72,26100,209,32,16,46,314,8,0,8,315,17,228,559,81266,10831,2416,2056,96566,1637,382,2013,98584,6576,448,105604
2001,68,0,0,0,70,11,0,78,808,87,9,11,916,9,0,9,931,28,0,960,1364,130,4,9,1510,25,0,25,1534,40,0,1572,98,6,22,0,132,3,0,3,131,10,0,139,13,3,0,19,38,0,0,0,38,0,0,38,2289,226,39,40,2591,36,0,41,2634,73,0,2712,25,7,0,0,33,0,0,0,33,0,0,34,62,0,0,0,62,3,0,3,69,4,0,73,86,7,3,0,95,3,0,3,95,10,0,109,2380,228,45,40,2691,42,0,39,2733,83,0,2820,846,89,34,24,987,32,3,33,1029,84,3,1109,4,0,0,0,8,0,0,0,8,0,3,8,3226,325,75,59,3685,74,8,76,3762,169,11,3936
2002,8,0,0,0,8,0,0,8,272,46,10,3,338,10,0,7,341,38,0,384,742,80,18,3,838,10,0,10,850,45,0,899,70,9,8,3,91,0,0,0,91,3,0,91,11,0,0,4,11,0,0,0,11,0,0,11,1095,137,36,13,1277,20,0,17,1297,85,0,1385,9,7,0,0,14,0,0,0,14,0,0,14,15,3,0,0,20,0,0,0,16,0,0,16,22,10,0,0,28,0,0,0,35,0,0,35,1119,144,36,13,1308,16,0,23,1333,85,0,1417,373,53,12,4,433,10,6,17,447,75,0,524,0,0,0,4,4,0,0,0,4,0,8,14,1488,197,46,19,1747,28,8,36,1784,163,8,1958
2003,223,0,3,3,229,29,3,265,2778,385,20,21,3204,54,30,81,3282,190,9,3484,6257,679,80,39,7052,70,24,97,7150,222,3,7374,502,68,63,7,641,10,0,10,651,14,0,669,49,6,0,69,126,3,0,3,125,8,3,137,9585,1140,161,134,11019,135,52,189,11215,441,14,11668,85,8,0,3,103,26,3,24,130,17,0,143,197,27,0,4,231,3,10,7,242,32,0,270,280,41,0,10,335,24,11,33,371,48,0,413,9866,1180,161,144,11352,165,65,226,11583,491,14,12079,2619,352,76,53,3103,160,16,177,3278,536,11,3828,6,3,0,5,11,0,3,3,10,0,25,35,12484,1532,240,205,14467,323,83,408,14874,1022,47,15944
2004,173,6,3,9,180,16,0,193,2544,363,42,16,2964,48,17,65,3030,149,3,3187,5526,683,111,64,6377,69,10,83,6462,187,5,6654,489,82,76,9,659,9,0,8,668,13,0,681,55,9,0,30,93,3,0,3,98,10,3,103,8618,1138,221,113,10093,128,32,159,10252,356,14,10621,84,14,0,5,98,17,0,17,116,7,0,122,205,20,3,7,228,12,17,27,253,29,0,280,280,33,3,8,330,26,17,40,369,39,0,406,8897,1175,224,122,10418,153,46,200,10619,388,14,11025,2620,450,51,46,3166,131,48,183,3343,543,9,3897,24,0,0,0,20,0,0,0,20,3,15,43,11543,1620,276,169,13609,290,97,379,13990,933,39,14966
2005,12,0,0,0,12,0,0,12,308,53,4,4,368,9,3,8,379,14,0,394,851,51,13,5,918,7,4,12,929,20,0,947,38,5,5,3,53,0,3,3,51,5,0,56,7,0,0,11,21,0,0,0,21,0,0,21,1206,105,20,26,1356,12,12,23,1383,41,0,1423,0,3,0,0,3,0,0,0,3,0,0,3,7,3,0,0,16,4,0,4,20,0,0,20,7,3,0,0,15,3,0,3,23,0,0,23,1212,113,20,26,1373,21,12,25,1403,41,0,1443,272,52,12,15,351,18,0,20,376,37,0,410,0,0,0,0,0,0,0,0,0,0,11,12,1482,165,30,46,1726,41,12,50,1779,73,18,1866
2006,18,0,0,0,18,0,0,23,753,69,7,3,834,3,4,11,840,27,5,872,1284,128,22,17,1449,18,5,26,1473,36,0,1503,69,12,37,3,116,0,3,3,113,3,0,121,7,0,0,13,15,0,0,0,15,3,5,26,2108,204,64,33,2412,18,15,30,2447,69,13,2524,21,0,0,0,21,0,0,0,21,3,0,23,44,6,0,0,49,0,0,0,49,0,0,51,63,6,0,0,70,0,0,0,67,5,0,73,2170,211,64,33,2482,24,15,38,2515,68,13,2596,367,48,6,7,434,9,0,9,444,64,0,506,12,0,0,3,10,0,0,0,10,4,21,36,2549,261,74,42,2926,32,15,45,2969,141,33,3139
2007,829,13,8,17,847,107,3,954,6956,963,128,46,8092,166,42,212,8308,501,20,8828,16295,1720,203,133,18342,206,36,235,18584,486,12,19080,1387,126,210,20,1746,18,0,18,1763,50,0,1810,152,25,5,141,323,0,3,4,330,11,3,344,24783,2835,534,341,28506,394,82,468,28975,1050,37,30057,232,45,3,5,290,41,0,41,330,19,0,352,616,56,8,4,692,52,13,65,753,25,8,784,853,105,15,14,981,95,13,104,1082,43,8,1133,25635,2936,549,357,29486,481,92,573,30061,1090,45,31196,7237,1009,198,183,8623,273,76,348,8972,1213,20,10212,61,7,3,22,93,0,0,0,93,7,66,162,32935,3955,752,558,38195,761,167,929,39126,2308,132,41563
2008,106,3,0,5,109,3,0,114,948,77,18,4,1045,23,3,28,1072,34,3,1104,1924,185,13,27,2150,15,3,24,2169,58,0,2231,161,16,18,0,193,0,0,0,194,0,0,201,11,0,0,15,29,3,0,3,33,3,0,35,3045,279,46,48,3415,39,8,50,3468,98,5,3572,19,0,0,0,21,0,0,0,21,0,0,26,72,4,0,0,75,0,0,0,75,4,0,79,92,4,0,0,95,0,0,0,95,3,0,99,3142,279,46,45,3517,39,8,50,3565,101,5,3674,786,62,20,16,882,6,0,7,890,39,0,934,9,0,0,0,9,0,0,0,9,0,14,23,3935,343,73,60,4407,53,8,63,4466,144,16,4625
2009,12,0,0,0,12,0,0,12,391,42,5,3,444,6,0,6,448,15,0,468,1055,115,13,18,1201,13,0,13,1215,14,0,1227,79,5,3,0,88,0,0,0,93,6,0,94,7,0,0,7,17,3,0,4,17,0,5,20,1529,163,27,25,1750,25,0,23,1771,38,5,1815,10,0,6,0,17,0,0,0,17,0,0,17,16,0,0,0,16,5,3,4,22,8,0,27,25,0,6,0,32,5,3,4,38,8,0,44,1554,160,30,25,1780,25,3,33,1810,42,5,1854,420,74,13,10,515,17,4,21,536,62,0,598,3,0,0,0,5,0,0,0,5,0,8,6,1982,235,41,36,2301,47,3,50,2351,102,13,2462
2010,24029,722,213,942,24966,3926,97,28989,155168,19288,1698,1166,177317,4478,1008,5489,182808,10774,211,193785,247058,29785,2602,2196,281639,3988,868,4857,286496,9266,316,296073,20764,2325,2755,229,26078,320,55,371,26447,725,26,27199,3131,531,55,3089,6806,189,45,236,7044,464,230,7741,426118,51921,7114,6679,491840,8981,1969,10950,502784,21232,778,524797,6517,1243,120,180,8062,1717,142,1860,9920,802,25,10745,12794,1987,108,284,15177,1310,543,1855,17034,937,29,17997,19311,3229,229,462,23233,3032,683,3716,26951,1735,60,28745,445436,55154,7349,7140,515072,12007,2653,14662,529735,22974,839,553541,153345,25913,3095,4391,186743,7253,1727,8981,195730,35132,661,231519,972,223,17,798,2016,45,12,58,2070,236,1924,4231,599753,81294,10463,12331,703836,19310,4387,23700,727535,58337,3426,789292
2011,151,8,3,15,158,20,0,181,1985,144,23,19,2181,60,14,73,2258,162,0,2423,2729,289,40,33,3093,56,18,72,3163,152,4,3317,312,42,35,3,388,0,5,7,393,9,0,403,47,0,0,43,91,10,0,10,101,16,3,120,5077,475,100,101,5753,124,35,162,5910,344,9,6262,119,19,0,5,139,63,0,64,204,13,0,215,222,33,3,3,266,14,16,34,298,13,3,310,342,51,3,9,407,75,20,97,502,21,3,529,5419,530,104,108,6162,203,56,253,6413,359,16,6789,2626,434,79,110,3248,195,42,238,3491,762,31,4276,17,0,0,3,20,0,0,0,20,0,52,72,8057,966,183,229,9429,401,95,499,9924,1123,92,11143
2012,52,0,0,3,57,8,0,65,1468,184,17,9,1678,33,4,46,1719,77,0,1795,2585,245,49,22,2898,61,4,68,2966,112,4,3079,201,26,25,7,261,6,0,6,271,6,0,276,42,3,0,40,86,0,0,0,86,5,4,95,4296,462,94,79,4928,103,17,116,5046,199,5,5255,43,4,0,0,45,25,7,29,79,11,0,89,81,12,4,0,96,30,4,28,126,13,0,139,120,11,4,4,142,52,8,58,198,29,0,224,4414,476,95,83,5071,151,21,177,5248,226,5,5476,1239,196,29,47,1508,123,36,159,1669,468,0,2141,16,0,0,3,20,4,0,4,23,4,27,59,5669,672,126,138,6596,278,64,338,6939,699,35,7678
2013,31,3,0,3,28,8,0,35,259,28,6,0,284,9,0,9,299,20,0,317,715,97,11,3,823,28,9,37,859,61,0,924,77,0,10,3,88,5,0,5,95,4,0,94,9,0,0,11,19,3,0,3,15,0,0,19,1055,120,19,17,1214,44,9,55,1270,89,0,1359,14,5,0,0,16,11,0,11,21,8,0,26,20,9,4,0,36,6,0,3,40,6,4,52,31,15,4,0,55,10,0,17,65,14,4,80,1092,133,27,17,1267,55,12,68,1334,99,3,1442,319,68,18,15,415,39,0,39,450,103,0,554,6,0,0,0,6,0,0,0,6,0,12,18,1415,201,43,25,1685,98,12,106,1788,204,16,2009
2014,5,0,0,0,5,0,0,10,212,17,4,3,240,5,0,5,245,15,0,261,516,61,4,6,592,5,0,10,595,21,0,621,34,12,11,0,59,0,0,0,59,0,0,59,0,0,0,16,14,3,0,3,21,0,0,23,768,87,21,25,903,13,0,18,920,39,0,956,12,0,0,0,12,0,0,0,8,8,0,14,13,0,0,0,9,0,0,0,9,7,0,13,21,0,0,0,18,3,0,3,22,11,0,32,789,87,21,24,924,17,0,21,940,52,0,989,273,57,11,10,344,12,3,23,370,65,0,427,4,0,0,0,4,0,0,0,4,5,8,20,1067,143,28,32,1275,29,7,36,1311,118,8,1435
2015,14,0,0,0,14,0,0,14,344,34,13,4,399,3,0,7,407,17,0,419,744,68,23,3,841,19,4,25,864,35,0,897,76,15,7,0,97,0,0,0,97,0,0,97,22,3,0,13,37,0,0,0,37,0,0,37,1187,115,39,21,1363,29,11,32,1398,46,0,1451,12,14,0,0,22,3,0,3,28,0,0,28,33,4,5,0,46,4,3,9,52,4,0,55,45,15,5,0,71,11,3,12,80,4,0,82,1229,133,44,23,1433,35,14,46,1481,48,0,1532,531,38,21,16,602,21,0,26,624,74,0,702,7,7,0,0,12,0,0,0,12,0,5,13,1769,176,66,41,2049,58,13,72,2116,123,6,2251
2016,53,4,3,3,64,17,0,76,1531,181,22,8,1738,38,12,54,1791,116,0,1902,2471,294,41,29,2838,34,3,39,2876,96,0,2978,216,17,40,0,268,3,0,10,274,10,0,282,26,8,0,38,72,3,0,3,75,7,4,77,4241,493,105,75,4916,81,21,105,5014,225,4,5247,61,9,3,0,79,32,3,38,115,12,0,124,108,7,3,5,124,10,0,13,131,0,0,133,167,16,7,5,195,42,5,46,246,8,0,258,4405,516,106,78,5112,124,28,152,5261,238,4,5501,1316,329,48,56,1750,104,40,146,1895,877,6,2783,13,0,0,9,32,0,0,0,32,4,28,64,5735,848,161,141,6888,226,66,292,7182,1123,42,8344
2017,14,0,0,0,12,0,0,12,309,40,4,0,357,17,0,17,373,24,7,403,574,55,4,3,637,0,4,11,646,11,0,657,57,0,16,0,70,0,0,0,70,4,0,77,14,3,0,9,25,0,0,0,25,0,3,29,952,104,26,10,1093,16,4,23,1116,39,8,1162,3,5,0,0,7,0,0,0,6,5,0,7,22,0,0,0,22,0,0,0,18,3,0,24,22,5,0,0,25,0,0,0,27,3,0,30,975,104,26,10,1116,22,4,28,1145,49,8,1197,305,33,9,7,352,7,0,7,357,53,0,405,3,0,0,0,3,0,0,0,3,0,4,7,1280,135,34,24,1475,22,4,30,1499,97,15,1612
2018,50,0,0,0,51,8,3,69,904,111,10,8,1029,41,16,56,1085,59,0,1147,2113,187,39,28,2370,54,3,56,2429,90,0,2519,193,31,26,5,251,9,0,9,263,0,0,259,28,3,0,16,45,0,0,0,48,8,0,52,3237,330,71,59,3703,105,16,121,3818,160,3,3978,39,11,0,0,47,16,0,15,68,10,0,73,97,18,0,3,110,11,7,27,134,4,0,144,130,30,0,3,164,31,13,45,200,14,0,219,3367,361,74,58,3858,133,28,160,4026,174,3,4198,952,107,25,45,1123,94,23,120,1245,271,5,1516,3,0,0,9,10,0,0,0,10,6,6,19,4325,467,97,109,4992,229,51,284,5277,443,13,5735
2019,18,0,0,0,18,3,0,20,511,54,10,3,572,0,0,0,572,37,3,610,1064,139,19,11,1234,6,4,12,1237,32,0,1278,79,3,16,0,101,0,0,0,100,3,0,103,18,0,0,17,35,0,0,0,35,0,0,35,1668,196,46,31,1938,8,4,10,1948,69,3,2021,11,3,3,0,17,0,0,0,17,0,0,17,38,9,0,0,49,5,0,5,56,0,0,56,47,17,3,0,70,5,0,5,71,0,0,71,1719,209,48,37,2004,9,4,16,2019,69,3,2092,437,41,9,5,496,21,3,23,520,104,0,628,10,0,0,3,16,0,0,0,16,0,21,32,2166,247,51,42,2512,38,4,44,2553,176,17,2752
2020,74,0,0,0,74,10,0,80,939,94,13,7,1053,6,10,13,1066,79,3,1155,2285,230,29,19,2563,13,3,13,2577,82,0,2665,204,27,23,4,256,0,0,0,256,5,0,265,19,7,0,23,42,0,0,0,42,8,3,48,3450,358,57,51,3918,18,11,29,3942,176,6,4129,42,3,0,0,42,5,0,5,48,3,0,50,99,11,0,0,109,8,3,14,116,4,0,127,142,7,0,0,152,11,3,16,165,9,0,177,3589,364,57,51,4066,30,14,44,4113,186,6,4303,1236,166,36,36,1468,33,11,42,1513,196,0,1714,3,0,0,6,8,0,0,0,8,4,4,16,4831,533,91,89,5542,64,29,92,5639,387,11,6033
2021,52,0,0,0,52,4,0,56,864,136,7,9,1014,8,7,19,1031,72,0,1103,2284,242,45,16,2593,10,4,17,2604,66,0,2675,171,22,25,0,220,7,4,13,233,4,0,237,20,0,0,15,37,0,0,0,37,0,0,37,3341,401,77,43,3863,24,14,42,3899,145,0,4048,23,7,0,0,24,12,3,13,37,10,3,52,47,7,3,0,63,3,0,3,67,0,0,70,71,14,3,0,87,16,3,14,104,15,3,124,3410,414,82,41,3951,43,15,56,4009,158,3,4169,787,112,21,28,952,26,3,27,978,117,9,1105,4,0,0,3,6,0,0,0,6,0,3,10,4202,532,102,69,4908,65,21,87,4993,275,12,5281
3000,426,10,0,14,441,66,3,504,23080,2298,425,210,26010,533,92,624,26626,1581,39,28255,32403,4380,708,454,37947,640,107,747,38697,1816,54,40569,2534,321,502,45,3394,53,12,70,3468,170,8,3645,474,57,24,638,1185,36,4,40,1232,119,27,1378,58490,7051,1661,1345,68541,1266,219,1483,70026,3689,134,73847,891,160,31,46,1120,496,23,521,1643,269,4,1917,1373,197,69,49,1683,169,75,246,1932,144,10,2086,2261,353,100,90,2806,667,97,769,3572,415,13,4004,60751,7403,1756,1434,71348,1936,318,2251,73597,4105,146,77854,20053,3136,901,828,24921,1670,308,1981,26894,6366,119,33386,223,38,9,55,324,14,0,12,331,40,361,736,81027,10575,2669,2315,96589,3615,632,4242,100825,10517,628,111968
3001,7237,253,70,320,7551,1103,17,8671,90597,9846,1178,589,102207,2688,560,3248,105449,6016,101,111569,115172,13200,1443,901,130715,2396,410,2807,133516,4329,107,137950,11287,1318,1375,110,14096,198,22,224,14319,464,14,14789,1395,216,23,1462,3101,98,20,115,3218,236,102,3564,218450,24580,4013,3060,250111,5380,1010,6391,256506,11041,323,267872,3934,667,78,103,4775,1001,64,1064,5841,469,21,6326,6073,910,91,186,7265,648,184,839,8099,437,9,8552,10012,1572,170,288,12039,1646,254,1902,13938,904,29,14870,228463,26160,4182,3347,262149,7031,1262,8288,270444,11943,355,282743,69345,10151,1783,1915,83190,3708,754,4461,87650,13759,245,101652,352,52,6,263,669,18,4,18,686,66,844,1596,298153,36357,5971,5523,346002,10748,2015,12765,358776,25768,1447,385983
3002,35,0,0,0,36,15,0,51,1969,300,16,18,2304,55,21,75,2381,160,4,2546,2516,415,50,22,3010,79,17,95,3107,225,3,3332,186,21,23,0,233,15,3,17,253,11,0,264,43,0,0,22,69,9,0,9,77,5,0,89,4720,746,93,61,5621,156,45,198,5815,402,11,6227,85,17,0,0,103,29,7,40,143,18,0,159,133,33,0,7,176,18,9,29,197,4,0,207,220,47,0,7,280,50,14,66,343,18,0,364,4935,793,97,74,5894,201,60,265,6163,421,11,6592,1537,303,49,49,1942,172,36,210,2151,544,0,2699,12,0,0,5,23,0,0,0,23,3,23,48,6491,1103,143,125,7860,378,95,474,8339,970,35,9339
