SUA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
2010,88703,75836,38838,24041,34742,24962,13660,300775,20972,20102,10946,6543,9112,5126,2688,75486,20555,17946,8981,5485,7536,4271,2249,67028,100535,99421,55722,34673,46046,24322,11890,372606,1178,1125,597,328,346,166,86,3821,231942,214426,115078,71066,97784,58844,30573,819714,7346,10376,7246,5543,8877,6231,3842,49463,2987,4312,2918,2117,3082,1630,858,17899,1898,2892,1966,1382,2107,1149,673,12057,12664,18466,12665,9095,12671,5933,3027,74518,1285,1263,743,555,505,239,121,4711,26177,37315,25541,18678,27235,15181,8525,158651,258121,251739,140621,89741,125019,74020,39094,978362
2011,1051,1011,495,297,357,175,71,3452,261,216,109,51,84,35,22,793,288,218,104,62,84,28,11,797,2151,1789,895,550,675,232,82,6376,25,33,19,14,3,0,3,97,3779,3269,1615,969,1201,485,194,11519,204,237,142,87,129,49,34,886,90,95,60,35,68,23,12,380,41,60,38,18,37,12,8,214,698,789,422,230,318,98,29,2587,69,60,26,15,12,3,0,183,1098,1243,692,396,568,184,85,4261,4878,4510,2309,1365,1766,671,282,15773
2012,229,227,141,79,126,38,9,842,85,82,39,28,63,13,0,309,96,79,41,17,36,14,3,284,1835,1858,1076,661,936,213,50,6642,23,19,13,6,7,0,0,62,2276,2262,1306,790,1158,276,65,8139,21,42,25,25,34,6,3,150,22,36,22,18,27,0,0,128,29,25,14,10,12,3,0,91,521,639,370,247,341,89,16,2226,25,27,21,10,5,3,0,101,619,772,451,316,417,102,20,2705,2900,3036,1756,1102,1582,383,88,10845
2013,16,26,16,13,15,6,9,98,22,33,21,5,13,5,0,93,24,21,15,15,18,3,3,101,495,453,274,196,249,86,32,1785,3,6,7,3,0,0,0,17,565,540,327,230,294,96,42,2095,12,15,6,3,14,5,0,53,18,29,3,0,3,0,0,52,0,7,11,5,12,7,0,42,205,239,142,109,139,29,3,870,12,8,8,3,3,0,0,41,244,299,168,133,166,39,7,1059,812,832,496,365,461,135,49,3149
2014,16,16,9,8,18,4,3,72,13,15,7,10,8,0,0,55,13,21,8,4,5,3,0,50,395,340,218,166,197,35,8,1357,4,0,0,0,0,0,0,7,438,394,244,187,224,43,10,1539,4,3,0,3,0,0,0,10,6,3,6,0,7,3,0,25,0,3,5,4,0,0,0,14,94,116,75,61,88,16,4,459,3,3,3,0,3,0,0,11,111,127,90,63,98,17,3,515,548,521,333,248,324,65,13,2056
2015,70,58,33,22,27,10,0,223,38,47,25,15,17,3,0,144,44,37,17,16,13,3,0,123,578,546,286,189,244,59,11,1914,9,0,0,5,3,0,0,19,738,684,362,238,312,73,18,2426,8,3,7,8,3,0,0,34,9,16,6,4,15,8,0,60,10,10,6,3,6,0,0,34,133,180,93,82,115,30,0,627,7,4,0,5,4,0,0,21,164,210,115,98,146,38,0,775,902,890,477,342,461,116,15,3196
2016,719,642,321,197,307,106,31,2340,91,77,39,26,40,7,3,292,95,108,52,33,35,17,4,337,1482,1576,864,550,872,204,39,5594,18,17,6,8,10,0,3,67,2412,2418,1288,815,1272,341,82,8627,67,61,52,45,52,30,16,318,37,40,28,18,26,10,0,158,15,30,18,4,16,3,0,92,477,592,362,255,372,74,22,2146,26,33,26,21,6,0,0,107,622,754,477,342,475,112,36,2830,3034,3179,1767,1155,1746,456,115,11457
2017,86,53,27,13,32,9,4,220,5,4,3,0,8,0,0,26,29,18,6,0,0,0,0,55,423,359,187,160,196,35,9,1369,3,6,0,5,0,0,0,17,544,442,222,177,239,44,12,1683,7,11,6,4,7,3,0,37,7,6,0,0,5,0,0,24,0,3,0,3,4,0,0,12,103,123,78,65,69,14,3,458,14,3,7,0,7,0,0,23,131,148,87,77,90,21,4,562,675,583,312,256,330,70,22,2243
2018,173,156,95,49,62,24,15,571,54,66,47,32,32,14,4,246,53,53,28,21,35,15,7,208,1450,1401,752,496,605,186,48,4932,9,16,8,5,9,0,0,43,1741,1690,925,599,741,230,67,5999,29,40,26,24,32,11,4,161,25,26,25,15,15,3,3,121,10,23,13,20,23,5,3,100,480,560,324,247,300,73,21,2010,35,26,16,8,6,0,0,94,577,673,404,320,377,97,30,2483,2319,2359,1336,917,1119,327,100,8482
2019,36,26,21,7,8,3,0,106,31,31,16,14,13,3,0,110,33,35,10,11,15,3,0,111,673,708,421,270,341,86,18,2504,10,4,3,0,3,0,0,24,788,810,466,302,373,101,19,2856,9,7,12,5,6,0,0,42,6,13,10,9,10,0,0,58,3,3,6,8,0,0,0,18,170,247,139,107,135,31,6,841,11,5,10,3,9,0,0,38,196,284,172,135,166,37,7,999,982,1091,639,434,538,136,29,3854
2020,88,96,50,40,47,23,9,354,104,113,60,34,56,19,3,398,78,102,58,36,52,26,3,348,1427,1498,770,498,671,246,71,5173,0,3,3,3,0,0,0,14,1702,1815,935,614,830,309,81,6290,9,17,12,4,27,8,3,79,19,33,19,17,14,10,4,120,17,15,13,12,17,11,0,78,248,380,229,154,232,77,12,1318,16,9,4,0,4,0,0,37,303,453,276,186,301,101,20,1631,2005,2274,1213,796,1126,408,98,7922
2021,80,74,62,34,46,8,0,299,99,75,33,26,27,10,0,270,88,82,35,16,28,9,4,260,1236,1312,720,497,681,172,54,4678,10,8,6,3,0,0,0,26,1503,1555,850,579,780,198,59,5524,17,11,18,7,7,0,0,60,34,33,21,14,17,10,5,123,7,21,14,8,13,3,0,69,252,368,224,155,263,70,13,1343,16,13,10,6,0,0,0,48,325,442,283,196,299,84,15,1645,1836,2000,1134,768,1080,282,73,7168
3000,1637,2019,1271,857,1026,166,64,7039,1467,1636,1030,588,749,112,28,5614,2071,2085,1111,649,837,114,42,6898,27256,30850,17711,10519,12195,1169,404,100102,191,238,174,107,75,3,4,806,32627,36829,21293,12719,14882,1570,534,120454,125,264,205,149,179,30,16,956,410,553,375,259,293,31,8,1937,255,453,258,210,310,34,9,1521,6660,8789,5282,3430,3597,314,113,28195,305,344,198,121,88,10,3,1074,7749,10404,6316,4169,4465,421,149,33677,40378,47232,27609,16888,19350,1987,689,154135
3001,30513,29644,16554,10396,14252,7076,3518,111962,11763,11424,6055,3688,4557,1843,731,40072,11270,10423,5205,3154,4091,1634,705,36483,59762,60483,33496,20636,26699,10433,4341,215856,600,567,314,197,200,55,15,1940,113914,112538,61625,38080,49798,21036,9313,406309,3077,4457,3309,2429,3477,1843,959,19547,2390,3212,2030,1276,1688,545,286,11433,1493,2319,1503,979,1369,490,258,8425,11872,16439,10294,6831,8624,2614,1223,57895,731,774,444,264,278,63,30,2581,19558,27200,17588,11784,15437,5555,2759,99882,133474,139742,79214,49867,65235,26593,12069,506188
3002,200,202,139,72,110,29,5,759,155,169,100,62,78,10,6,575,148,171,82,72,88,12,5,573,2073,2365,1330,888,1158,144,37,7990,22,19,11,7,10,0,0,64,2596,2920,1659,1106,1441,188,55,9960,7,18,12,21,17,3,5,92,58,92,52,48,43,6,4,299,31,51,35,23,47,10,0,196,768,1017,638,419,454,43,24,3353,33,31,15,8,6,3,0,93,896,1211,754,506,567,64,31,4037,3489,4133,2407,1618,2011,254,83,13995
3003,1408,1291,790,506,680,143,64,4890,558,645,370,218,274,17,5,2087,854,839,468,261,339,37,19,2821,3767,3929,2189,1359,1690,219,96,13250,57,49,28,19,13,3,0,175,6650,6751,3844,2364,2999,424,198,23231,160,246,201,149,207,43,31,1032,137,224,124,99,128,19,6,736,146,287,158,93,143,14,10,858,1264,1771,1046,683,765,91,39,5661,80,84,30,33,29,3,0,259,1785,2615,1549,1059,1274,178,88,8545,8432,9367,5395,3428,4273,601,279,31778
3004,92,114,55,50,68,11,0,385,43,42,19,17,15,0,0,137,71,43,15,10,15,0,0,154,788,726,388,213,228,6,0,2350,15,8,3,3,3,0,0,32,1012,933,480,285,327,13,0,3053,6,14,10,5,4,0,0,46,0,12,4,3,3,0,0,29,3,9,5,4,10,0,0,33,94,118,60,54,64,3,0,396,9,8,0,0,3,0,0,19,113,159,87,66,86,7,0,513,1122,1092,570,354,409,24,3,3574
3005,433,478,257,157,194,31,8,1551,151,178,71,52,57,9,0,517,202,159,96,45,73,3,0,579,1810,1744,1020,647,751,30,17,6024,5,15,11,13,3,0,0,49,2597,2576,1445,918,1080,70,29,8714,26,47,25,19,22,4,4,142,45,46,21,15,32,0,0,156,22,38,13,11,13,0,0,101,393,490,264,202,225,11,4,1581,25,20,15,5,3,0,0,68,506,634,330,250,298,13,5,2042,3109,3204,1776,1167,1375,83,30,10751
3006,6158,6550,3813,2572,3472,1378,611,24555,3455,3191,1683,1038,1362,417,159,11307,3412,3245,1624,971,1210,438,171,11071,15370,15262,8479,5234,6869,2142,843,54201,145,122,78,51,55,12,6,464,28540,28376,15674,9863,12981,4389,1785,101598,618,1140,868,678,1018,384,216,4921,801,1110,643,440,579,169,78,3813,505,781,546,375,523,157,74,2962,2985,4392,2826,1965,2595,693,326,15789,180,212,115,75,68,14,3,659,5078,7639,4997,3532,4788,1419,700,28146,33617,36010,20671,13388,17763,5802,2482,129746
3007,36,50,28,16,29,8,0,169,42,45,33,23,32,11,0,188,46,65,35,18,20,0,5,182,729,712,460,283,322,32,14,2549,9,6,7,3,0,0,0,20,862,881,561,347,403,47,21,3118,3,7,8,13,16,0,0,45,12,24,24,14,18,0,0,94,10,24,19,10,20,3,3,87,281,350,205,152,181,19,12,1200,17,15,7,3,3,0,0,47,324,429,267,189,232,25,11,1470,1182,1310,824,538,634,73,30,4590
3008,168,187,109,71,111,11,3,655,120,133,103,56,101,14,4,521,151,179,92,63,70,3,6,562,1261,1470,870,544,656,58,15,4870,10,8,5,6,12,0,0,46,1703,1983,1187,741,944,85,23,6660,11,22,21,16,26,4,0,102,57,69,45,28,51,5,0,261,33,64,40,23,38,3,6,208,488,750,475,292,354,50,13,2415,18,24,12,7,12,0,0,74,597,930,595,368,482,67,23,3055,2301,2913,1782,1107,1425,152,44,9718
3009,13,23,13,6,13,4,0,79,19,20,7,8,4,0,0,60,28,36,14,4,4,0,0,84,432,423,256,157,167,10,0,1447,4,4,0,0,0,0,0,9,497,504,292,181,194,12,0,1679,3,6,4,5,0,0,0,19,17,19,10,7,3,0,0,59,11,9,5,4,3,0,0,33,176,162,134,61,77,3,0,609,0,3,3,3,0,0,0,14,203,195,158,84,81,3,0,727,698,702,442,259,283,18,4,2404
3010,509,518,341,218,282,64,31,1967,241,192,134,79,107,16,6,774,327,260,143,72,103,13,4,918,2999,2990,1662,1022,1336,168,40,10217,25,10,8,6,3,0,0,50,4100,3963,2284,1401,1831,257,84,13924,31,42,32,28,40,13,3,194,70,69,40,35,36,3,0,250,46,65,41,31,31,4,0,221,780,1007,624,379,450,40,12,3291,37,30,13,11,3,0,0,93,962,1209,752,474,568,61,18,4050,5068,5180,3032,1874,2395,323,98,17967
3011,25,35,19,17,19,0,0,113,31,51,31,19,32,0,0,169,47,62,38,24,33,3,0,211,827,903,565,380,448,39,19,3179,10,8,0,0,3,0,0,23,945,1056,652,442,531,45,19,3693,4,9,3,0,8,0,0,31,18,17,8,12,5,0,0,65,14,9,11,10,12,0,0,60,335,402,242,174,214,21,8,1399,18,21,14,7,11,0,0,64,385,460,285,208,253,18,9,1611,1335,1519,932,652,781,64,27,5308
3012,171,180,100,59,60,3,0,575,85,50,35,16,16,0,0,203,90,53,31,15,29,0,0,224,832,664,359,195,211,14,4,2274,13,3,6,4,0,0,0,30,1187,943,534,291,328,17,5,3310,14,10,12,10,14,0,0,64,14,13,3,10,10,0,0,53,11,13,14,7,3,0,0,44,214,248,150,93,92,3,0,797,15,12,4,0,0,0,0,28,260,293,177,121,123,3,0,982,1456,1243,715,408,452,23,4,4291
3013,380,387,228,143,194,46,18,1388,159,173,89,54,77,15,3,569,178,157,88,58,71,22,4,573,3091,3076,1579,1056,1284,256,81,10416,12,15,12,8,7,0,0,55,3822,3803,1995,1327,1618,337,100,12998,23,14,34,24,23,3,3,127,47,68,37,19,31,8,0,207,25,42,27,22,24,8,0,146,964,1218,717,437,518,68,24,3943,28,35,23,10,19,0,0,114,1081,1370,834,514,617,87,29,4538,4907,5175,2823,1841,2235,430,128,17533
3014,1630,2095,1303,907,1206,310,122,7571,1333,1526,887,541,669,141,66,5164,1450,1469,827,482,624,135,46,5045,8309,9440,5603,3410,4281,964,335,32331,56,58,39,35,27,5,3,216,12771,14586,8658,5379,6796,1561,580,50331,104,254,240,188,283,65,41,1169,279,498,325,229,294,61,27,1702,172,366,228,187,257,59,25,1294,1460,2596,1787,1230,1551,271,145,9044,55,65,54,33,34,4,3,251,2070,3780,2632,1868,2415,458,233,13457,14840,18372,11293,7241,9217,2020,810,63791
3015,918,799,470,287,347,106,45,2973,306,348,211,133,182,27,9,1215,361,350,223,135,201,23,12,1295,4902,5300,2881,1868,2315,396,158,17829,37,34,13,6,8,0,4,95,6524,6827,3793,2432,3054,554,220,23408,84,145,88,81,131,48,28,612,77,140,66,63,68,10,4,431,50,65,40,28,52,3,3,241,1092,1504,929,649,830,117,52,5171,42,32,15,13,16,3,0,120,1353,1892,1132,832,1092,189,84,6575,7875,8720,4925,3262,4147,744,305,29979
3016,960,978,619,407,513,211,96,3791,586,528,331,200,271,69,30,2014,664,577,340,186,244,79,33,2122,6585,6330,3385,2179,2749,719,295,22248,32,33,20,14,4,0,0,109,8828,8452,4692,2990,3781,1085,454,30287,115,174,114,90,121,69,29,723,144,231,106,106,127,30,15,755,91,152,99,70,108,18,17,562,1714,2260,1343,927,1035,248,95,7621,57,61,42,33,25,0,0,217,2128,2874,1699,1222,1423,371,157,9874,10955,11328,6391,4211,5206,1462,607,40162
3017,43,31,28,16,27,5,0,147,32,28,23,10,22,0,0,110,36,30,7,7,17,0,0,110,574,579,346,238,308,24,9,2085,3,4,0,4,0,0,0,13,691,677,405,277,368,35,9,2464,3,3,7,0,5,0,0,15,15,20,10,5,11,0,0,54,9,3,4,8,6,0,0,23,215,265,161,113,97,6,6,862,12,3,3,3,6,0,0,25,252,294,182,125,120,7,6,989,940,970,584,406,494,43,19,3456
3018,41,63,42,28,40,7,6,225,40,51,33,21,28,4,4,184,66,66,28,22,20,0,0,196,624,642,375,262,315,43,10,2276,0,0,0,0,0,0,0,3,780,817,476,336,403,54,17,2890,12,6,3,3,10,0,0,29,21,22,9,13,17,0,0,82,11,16,8,3,5,4,0,54,138,176,131,85,107,8,6,646,10,8,0,3,0,0,0,24,191,223,152,105,134,16,7,830,966,1039,631,438,537,71,24,3719
4000,457,531,347,250,293,107,33,2019,389,445,307,224,305,73,23,1766,535,506,303,207,277,74,34,1939,9721,10622,6072,3858,4894,853,219,36234,84,80,61,33,29,5,0,287,11182,12184,7097,4570,5795,1111,306,42245,24,50,51,42,56,21,7,253,103,121,96,84,110,33,7,551,47,78,80,56,81,26,11,373,1485,2235,1521,1105,1392,212,49,8000,84,126,64,47,36,7,0,360,1737,2612,1816,1334,1673,297,73,9537,12918,14795,8910,5903,7462,1403,382,51781
4001,15736,13888,7673,4790,6992,4423,2321,55824,4382,4445,2623,1831,2566,1311,742,17905,4441,3983,2186,1395,2046,1063,602,15726,35466,34930,18924,11908,16099,7280,3513,128121,258,271,152,99,97,33,7,925,60281,57524,31560,20027,27804,14110,7195,218501,1372,1897,1415,1110,1786,1157,693,9424,1011,1358,913,694,1083,480,283,5814,527,881,587,460,817,377,213,3874,7190,9950,6108,4288,5804,2169,1071,36584,404,416,284,170,149,50,25,1487,10501,14496,9308,6717,9640,4245,2288,57184,70788,72019,40865,26745,37440,18355,9476,275689
4002,131,136,73,49,69,20,3,481,52,50,21,22,26,6,0,182,37,44,31,22,31,4,0,170,1102,1144,673,444,535,91,14,4003,13,9,0,3,0,0,0,22,1335,1385,798,542,657,121,23,4858,21,15,8,11,12,5,3,77,14,25,25,10,15,4,0,95,10,12,5,4,13,4,0,46,284,371,232,187,209,32,17,1337,4,14,3,3,0,0,0,21,329,438,270,219,253,47,22,1577,1669,1814,1071,760,909,168,46,6436
4003,112,108,73,41,66,13,9,425,23,20,6,7,11,6,0,79,33,20,11,5,13,3,0,95,533,497,266,165,254,69,25,1803,10,3,3,0,0,0,0,19,710,659,365,222,342,92,32,2413,17,20,10,4,10,6,0,62,10,11,11,3,10,3,0,50,0,8,14,8,12,0,0,43,198,264,143,101,134,30,3,871,17,17,9,0,0,0,0,55,241,326,184,114,164,38,9,1078,948,980,546,344,505,131,43,3494
4004,42,27,13,7,4,0,0,96,5,14,6,0,15,0,0,37,20,10,9,7,8,0,0,53,464,472,292,164,188,22,4,1605,17,6,5,0,0,0,0,28,548,529,321,184,217,30,6,1829,3,4,0,0,0,0,0,14,4,7,3,8,5,3,0,30,7,5,0,0,0,0,0,13,198,257,146,83,87,13,0,786,22,19,10,8,0,0,0,58,232,288,160,96,100,20,0,894,782,810,479,279,318,43,8,2723
4005,40,22,10,10,11,0,0,97,22,32,13,7,15,3,0,90,23,32,15,9,12,0,0,93,654,641,346,229,289,33,3,2193,5,0,3,0,3,0,0,18,742,733,390,257,334,33,3,2496,0,0,6,5,5,0,0,11,12,10,5,3,16,0,0,46,0,3,6,3,4,0,0,21,140,189,119,81,111,15,5,660,7,3,5,0,3,0,0,13,152,207,137,92,141,21,3,755,894,940,532,350,474,58,9,3247
4006,37,32,10,13,20,3,0,123,15,18,7,11,13,0,0,61,9,15,0,8,10,3,0,46,425,447,281,181,276,34,4,1654,0,4,4,0,4,0,0,9,490,517,308,211,317,39,6,1899,7,4,3,5,0,0,0,16,8,11,8,4,11,4,0,42,3,4,4,3,8,0,0,19,165,207,136,118,161,24,3,816,8,12,4,3,4,0,0,27,186,233,153,137,174,27,5,919,676,755,459,344,495,68,13,2812
4007,33,24,23,24,26,6,0,137,27,60,46,21,32,11,3,191,57,53,29,13,30,3,3,189,586,647,353,227,285,44,13,2156,8,3,3,0,3,0,0,20,706,788,453,290,369,62,19,2691,0,6,0,7,12,0,0,20,13,28,19,12,15,0,0,79,10,21,16,17,5,3,0,73,131,208,156,98,121,23,6,743,4,5,0,3,3,0,0,20,158,265,197,128,151,34,14,937,864,1054,650,418,517,95,30,3628
4008,71,78,50,29,61,14,5,315,37,44,44,26,52,13,0,211,48,40,17,11,28,3,0,156,660,717,411,254,354,39,7,2442,9,4,5,3,0,0,0,22,824,893,529,324,493,67,19,3150,4,10,19,8,10,3,0,66,12,14,11,6,18,3,0,65,5,11,19,9,18,3,0,66,348,333,211,119,148,15,4,1175,22,25,16,3,6,0,0,71,389,394,270,155,205,26,3,1440,1215,1289,799,478,700,92,26,4589
5000,1101,1275,753,491,606,104,41,4370,832,1000,529,322,404,72,29,3182,1198,1142,598,327,438,53,17,3778,9447,10340,5666,3084,3253,322,106,32219,97,102,75,40,32,0,0,345,12669,13861,7616,4262,4741,550,188,43886,84,138,122,98,108,22,4,572,169,238,156,135,143,19,3,866,106,169,132,103,113,22,6,644,1884,2620,1674,1068,994,70,26,8332,104,115,105,49,32,4,0,411,2335,3283,2183,1451,1397,135,42,10823,15008,17143,9797,5713,6136,688,226,54708
5001,144,201,133,97,115,20,8,724,120,109,98,57,72,11,3,465,120,138,75,52,67,3,0,456,1008,1094,662,406,515,50,8,3743,9,10,3,3,3,0,0,22,1394,1555,974,614,765,80,17,5404,17,29,22,11,21,3,3,107,24,31,31,19,27,0,0,146,17,35,27,15,16,0,0,104,218,309,190,139,189,20,9,1072,11,9,3,10,0,0,0,34,277,416,277,203,247,30,14,1459,1677,1967,1248,818,1018,111,26,6862
5002,91,61,47,29,39,9,3,266,47,58,24,10,18,0,0,163,67,60,19,10,17,0,0,177,547,571,292,152,149,7,3,1725,5,0,0,0,0,0,0,11,753,757,380,208,222,16,5,2337,6,7,5,6,3,0,0,23,7,15,3,3,3,3,0,41,5,12,6,3,3,0,0,33,160,203,122,76,59,3,0,626,14,7,7,3,3,0,0,36,194,241,138,95,79,7,0,754,946,997,520,298,293,20,3,3087
5003,617,712,425,285,391,72,19,2527,317,305,166,137,172,20,12,1125,363,326,191,108,144,15,3,1145,2479,2405,1402,855,1105,110,38,8395,20,8,13,9,3,4,0,62,3802,3760,2200,1385,1822,214,70,13246,35,76,49,45,76,17,3,301,67,91,46,52,75,6,3,340,54,71,71,35,68,6,4,311,576,774,447,341,406,50,15,2615,13,18,11,9,8,3,0,72,753,1041,625,482,633,81,23,3631,4553,4797,2823,1867,2450,294,96,16883
5004,194,219,118,80,105,16,4,737,192,211,113,69,88,5,0,686,214,179,109,60,75,4,3,643,1191,1426,780,495,617,51,19,4569,16,14,6,3,4,0,0,42,1805,2056,1122,710,891,75,20,6675,11,16,15,16,26,7,0,89,18,37,24,18,37,3,0,144,24,47,37,22,28,0,3,166,188,323,201,166,203,18,6,1100,3,11,7,6,5,0,0,27,246,441,280,227,301,27,14,1537,2050,2497,1402,933,1195,98,33,8215
5005,33,39,29,19,28,0,0,148,43,39,25,20,29,3,0,156,60,42,32,18,22,0,0,175,396,424,264,163,233,4,3,1496,3,8,7,0,3,0,0,19,537,548,349,220,316,14,3,1987,0,3,3,0,3,0,0,13,8,19,3,10,12,0,0,51,6,19,7,5,12,0,0,50,93,118,67,52,58,3,0,392,6,4,5,4,0,0,0,19,108,170,90,76,84,3,0,528,649,716,438,293,401,19,0,2516
5006,227,248,136,97,139,19,7,871,117,130,57,40,79,5,0,437,90,117,80,58,56,8,0,406,1324,1343,728,468,622,58,14,4550,18,13,6,3,0,0,0,39,1775,1853,1012,667,887,94,17,6303,17,26,22,8,29,3,3,109,32,42,20,10,16,5,3,122,22,30,28,14,25,0,3,122,358,493,357,225,234,33,10,1711,29,32,16,14,9,3,0,92,462,619,438,261,316,40,16,2162,2230,2470,1456,931,1206,133,37,8471
5007,461,473,248,187,207,24,7,1605,182,141,64,35,44,7,3,471,193,150,47,27,49,3,0,468,1132,1041,521,289,362,12,0,3362,11,16,5,12,4,0,0,45,1987,1814,884,547,660,48,9,5954,25,30,22,25,29,3,0,147,26,21,12,7,15,0,0,84,12,14,13,7,20,0,0,76,221,260,134,113,88,7,0,822,16,20,7,4,3,0,0,48,308,351,193,155,152,12,3,1176,2288,2165,1080,708,816,62,13,7125
5008,210,221,121,69,98,6,0,730,104,68,27,8,20,0,0,225,140,94,49,22,29,0,0,334,819,766,365,157,192,12,3,2306,4,12,4,3,3,0,0,27,1274,1160,555,265,347,18,5,3624,6,8,3,7,3,0,0,33,7,14,5,5,5,0,0,38,8,5,0,3,5,0,0,25,119,117,73,39,39,0,0,394,18,4,3,0,0,0,0,25,157,150,90,60,62,0,0,513,1435,1313,643,324,406,18,4,4137
5009,37022,35093,19820,12696,18275,9803,4920,137634,11210,10398,5714,3513,4888,1959,902,38580,11437,10122,5085,3032,4265,1951,863,36760,42241,41694,22081,13252,17197,6805,2984,146245,468,453,240,181,175,65,26,1611,102380,97752,52939,32674,44800,20589,9687,360834,2755,4134,2985,2259,3751,1938,1201,19030,1857,2525,1615,1191,1657,627,321,9801,1243,2024,1280,1003,1368,514,271,7699,7557,10601,6516,4391,5680,1773,851,37373,560,579,370,247,197,77,30,2051,13969,19865,12771,9095,12649,4922,2678,75948,116347,117624,65704,41770,57453,25511,12362,436782
5010,163,156,84,49,73,11,0,540,67,53,21,8,20,0,0,177,110,80,34,12,19,3,0,254,629,560,203,117,123,7,0,1640,11,6,3,0,0,0,0,23,978,860,350,186,236,14,0,2632,4,11,12,3,6,0,0,32,9,13,6,5,3,0,0,36,8,6,4,0,3,0,0,18,104,108,40,36,37,4,0,330,12,5,4,3,0,0,0,20,133,136,64,51,47,4,0,438,1107,999,419,239,280,21,3,3064
5011,209,263,165,82,95,37,15,870,101,86,32,29,26,4,0,278,107,83,34,16,33,10,3,289,345,295,133,73,77,17,5,951,5,6,3,0,0,0,0,18,767,736,374,208,235,68,21,2405,5,19,17,18,22,3,0,90,25,28,9,3,6,8,0,81,27,26,7,10,6,3,0,77,105,83,68,38,44,3,8,346,9,7,8,0,0,0,0,24,173,162,111,68,88,18,3,619,935,899,479,269,326,84,28,3027
6000,164,233,146,110,143,51,11,866,319,329,214,130,171,44,14,1212,317,332,181,110,127,27,16,1107,4927,5739,3466,2110,2654,592,152,19642,35,38,25,20,17,3,3,150,5761,6672,4040,2483,3106,714,197,22975,12,18,9,10,21,12,0,84,55,95,71,70,59,12,0,361,25,62,37,36,48,12,5,232,1063,1525,978,678,767,134,36,5182,65,74,29,30,14,3,0,217,1227,1765,1126,820,914,172,47,6070,6992,8442,5164,3306,4022,881,240,29041
