SUA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
1034,4595,5364,2234,196,12396,3511,664,16576,160,56,36,6,259,440,37,740,39,12,13,7,63,90,26,175,199,67,48,6,324,531,62,913,309,179,144,26,657,1219,124,1999,13,0,3,0,16,58,3,81,10,0,0,0,10,18,0,35,3,3,0,0,5,4,0,7,339,183,143,26,689,1304,126,2125,11,0,0,0,11,4,0,13,3,0,0,0,3,8,0,12,0,0,0,0,0,0,0,3,34,45,23,0,95,28,15,141,45,48,18,0,116,33,14,161,14,16,4,0,33,13,3,49,5189,5671,2457,235,13555,5397,871,19823
1035,20026,29888,9357,736,60001,12257,1768,74022,1309,612,814,77,2811,2810,239,5857,1672,1369,1182,81,4303,2664,419,7387,2982,1981,1995,159,7113,5476,656,13245,1206,712,796,95,2804,3374,509,6686,616,297,251,44,1212,1459,392,3058,1323,417,267,74,2083,1521,479,4078,3,11,10,0,22,28,3,54,3151,1433,1322,209,6117,6377,1382,13881,46,16,18,8,87,182,14,279,72,11,27,5,115,183,4,301,0,0,0,0,0,5,0,3,61,68,58,3,189,96,26,309,179,97,102,15,390,463,42,898,166,80,48,3,293,284,21,601,26503,33474,12821,1121,73913,24858,3870,102649
2000,78629,67982,22473,1823,170900,62535,5631,239070,888,271,378,29,1566,3568,135,5268,123,78,62,8,273,197,34,496,1015,349,436,30,1838,3760,168,5768,697,193,327,25,1240,3392,159,4794,16,3,11,0,31,52,7,83,11,18,6,0,39,57,3,95,6,4,0,0,13,15,0,35,731,220,342,26,1323,3512,169,5002,175,48,34,4,265,700,24,983,180,39,34,0,255,510,31,796,44,40,16,3,92,94,3,194,300,233,83,3,623,367,34,1018,699,356,166,13,1233,1670,91,2995,575,401,146,7,1136,688,52,1876,81639,69310,23572,1904,176428,72175,6110,254709
2001,1649,2475,790,49,4966,1178,113,6261,135,95,87,4,316,310,14,640,18,8,15,3,46,32,3,75,150,101,103,6,363,335,21,715,3,0,4,0,10,63,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,63,0,73,0,0,0,0,0,10,0,10,5,0,0,0,3,12,0,22,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,7,0,0,0,11,22,0,29,4,3,0,0,10,15,0,17,1816,2581,901,52,5359,1609,132,7099
2002,1578,1284,623,46,3528,1410,118,5058,32,18,15,4,74,208,9,289,0,7,6,0,8,15,3,28,35,24,25,4,80,225,10,319,18,3,26,0,46,62,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,26,0,46,62,0,107,0,0,0,0,0,0,0,0,4,0,0,0,3,15,0,17,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,9,9,3,0,0,8,12,3,24,4,8,4,0,12,57,0,77,1637,1322,675,53,3686,1768,137,5587
2003,8255,9462,3969,314,21991,7633,1368,30992,866,597,519,59,2032,2523,297,4855,116,69,80,5,276,171,59,506,986,659,599,63,2310,2692,356,5362,157,55,99,8,315,734,65,1117,13,9,3,0,25,36,12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,63,105,12,337,770,79,1185,3,0,0,0,3,4,0,3,4,0,0,0,3,9,0,9,0,0,0,0,0,0,0,0,23,22,13,3,65,26,0,90,33,22,14,3,73,31,0,102,37,26,8,8,74,79,12,168,9468,10235,4694,394,24788,11213,1813,37811
2004,8543,9340,4142,367,22398,7888,1270,31549,416,132,290,42,882,1741,186,2805,99,30,56,13,189,159,43,388,516,159,343,52,1068,1897,231,3199,61,36,59,3,163,278,26,464,13,4,0,0,16,39,4,56,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,76,39,62,3,176,328,28,532,4,3,0,0,10,47,3,57,15,0,3,0,21,34,0,51,0,0,0,0,0,4,0,3,16,10,4,0,30,14,3,47,40,11,9,0,56,102,4,159,27,19,12,0,61,61,6,125,9192,9569,4569,426,23759,10265,1537,35561
2005,1157,1148,499,46,2853,1123,139,4120,39,17,27,12,92,367,28,492,0,0,0,0,0,6,5,11,40,17,27,12,94,374,32,501,0,0,3,0,3,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,0,23,0,0,0,0,3,22,0,21,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,7,4,13,8,3,0,0,11,27,4,42,3,3,0,0,7,6,0,10,1204,1175,530,58,2970,1557,174,4697
2006,2180,1944,685,40,4848,1495,171,6517,157,35,74,3,268,485,27,778,3,3,3,0,6,11,0,20,157,32,72,3,276,496,27,802,41,20,17,3,81,122,9,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,17,3,81,122,9,212,3,0,0,0,6,7,0,8,17,3,0,0,23,38,0,59,0,0,0,0,0,0,0,0,9,4,0,0,17,3,0,18,23,10,3,0,41,43,0,87,10,8,0,0,20,9,3,29,2421,2015,778,49,5268,2165,213,7646
2007,21560,26269,9334,767,57929,17632,2551,78120,1578,676,736,74,3063,4521,367,7949,572,329,199,28,1140,686,158,1986,2151,1011,936,104,4203,5207,528,9936,356,167,158,16,697,1270,113,2079,26,6,6,0,33,90,14,141,45,16,8,0,66,115,16,197,3,0,0,0,3,7,0,8,431,191,164,15,798,1480,142,2421,14,9,3,0,25,48,0,73,37,3,10,0,54,189,6,250,0,3,0,0,3,0,0,4,42,100,20,5,165,64,21,252,92,112,35,7,239,302,30,580,68,61,25,4,159,100,20,279,24298,27643,10496,900,63336,24721,3276,91328
2008,1873,2852,501,28,5254,879,78,6213,88,44,46,3,186,219,10,410,0,0,4,0,3,7,0,9,94,44,50,3,189,224,10,418,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,3,4,0,9,3,0,0,0,4,13,0,15,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,11,3,0,0,10,17,0,31,5,10,0,0,12,4,0,16,1976,2914,547,29,5471,1128,88,6682
2009,1669,1588,645,54,3968,1497,143,5606,82,13,31,3,128,305,3,433,3,0,0,0,5,8,0,11,87,14,32,3,137,308,3,446,47,19,29,4,95,277,19,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,29,4,95,277,19,392,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,7,4,0,0,0,5,4,0,9,3,0,0,0,8,11,0,26,1811,1627,701,69,4209,2097,166,6481
2010,241384,445454,118210,12939,817989,169218,30772,1017976,36668,34289,15874,2222,89060,57972,9039,156065,27836,32174,11605,1872,73494,21780,8891,104161,64505,66468,27480,4092,162552,79750,17929,260225,20610,12309,6965,1576,41464,39338,7567,88364,12975,3847,2525,1006,20354,22713,6075,49147,25355,6921,4746,2772,39795,38864,14449,93114,76,50,36,3,158,150,23,333,59018,23131,14264,5363,101775,101070,28115,230952,126,29,38,3,189,540,22,757,213,56,83,11,361,1204,29,1600,14,21,3,0,38,89,0,134,871,722,378,82,2057,1210,445,3719,1227,837,494,94,2653,3053,496,6200,994,985,350,70,2404,1797,372,4571,367118,536875,160801,22566,1087364,354886,77684,1519926
2011,4116,6552,2822,204,13686,3091,524,17307,350,483,345,33,1210,819,71,2099,45,73,79,3,201,76,15,294,394,560,426,38,1417,896,82,2395,7,6,23,0,39,18,3,68,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,11,11,27,0,45,20,3,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,10,3,6,0,0,14,3,0,21,10,10,4,0,29,19,0,46,4528,7141,3284,239,15191,4031,614,19836
2012,4566,4812,1967,136,11485,3355,437,15273,362,110,159,21,657,951,64,1674,19,7,10,0,35,24,4,61,381,113,172,21,694,980,67,1738,148,51,103,11,312,763,58,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,51,103,11,312,764,58,1132,30,4,4,0,41,71,3,116,28,0,4,3,36,39,7,83,3,0,3,0,6,3,0,7,3,5,0,3,11,11,3,24,62,10,14,3,90,128,12,227,30,16,14,0,60,42,0,101,5186,5007,2273,177,12640,5259,574,18471
2013,1540,1453,876,49,3918,1601,152,5665,111,15,72,9,211,569,21,797,0,0,3,0,0,4,0,7,112,15,73,9,212,570,21,806,27,3,16,0,44,215,8,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,16,0,44,215,8,267,0,0,0,0,0,21,0,17,4,0,0,0,4,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,23,0,29,3,3,0,0,7,5,0,13,1686,1474,970,53,4184,2410,180,6781
2014,1140,982,469,27,2619,1041,105,3761,34,3,17,0,46,115,3,171,3,3,3,0,9,10,0,19,30,9,22,0,59,126,3,192,18,13,12,0,40,162,7,213,0,0,0,0,0,4,0,6,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,15,13,12,0,46,171,7,225,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,6,6,0,16,3,3,3,0,8,15,0,27,3,6,0,0,10,11,0,19,1201,1008,508,32,2746,1359,117,4220
2015,1362,1444,591,39,3440,1207,138,4784,48,20,23,8,95,280,16,391,10,3,7,0,21,59,0,83,53,20,33,8,115,336,14,471,47,16,19,6,86,187,12,291,8,5,0,0,15,10,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,25,20,6,102,197,19,320,5,0,0,0,11,6,0,20,6,0,0,0,6,9,0,14,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,15,0,0,0,16,23,3,43,0,0,0,0,4,6,0,10,1491,1488,642,54,3677,1772,178,5624
2016,4117,4871,2100,138,11234,3591,464,15284,342,220,167,15,742,1066,99,1906,24,17,5,0,46,36,11,97,366,229,172,22,787,1101,106,1999,4,12,12,0,31,85,3,119,3,0,0,0,3,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,0,38,108,3,146,18,0,0,0,21,63,0,80,32,0,9,0,42,78,3,123,3,0,0,0,3,6,0,9,3,8,3,0,19,9,5,28,55,14,16,0,80,148,10,237,12,4,3,0,22,13,3,31,4556,5141,2299,159,12159,4959,590,17703
2017,954,969,398,40,2362,849,112,3326,52,20,21,0,87,142,18,248,0,0,0,0,0,9,0,11,52,20,21,0,87,145,17,259,44,31,21,6,104,225,30,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,44,31,21,6,108,223,30,360,0,0,0,0,3,16,0,20,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,7,3,0,6,7,3,0,0,13,20,0,26,22,8,3,0,37,15,0,54,1079,1038,448,50,2604,1261,162,4026
2018,3719,3766,1875,120,9481,3656,395,13533,133,38,52,0,223,547,25,794,12,11,17,0,43,49,0,87,137,50,69,0,265,592,27,882,143,48,101,14,304,793,40,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,48,101,14,304,789,40,1132,0,0,0,0,0,4,0,5,15,0,0,0,17,35,3,55,0,0,0,0,0,3,0,3,3,3,3,0,10,4,0,11,21,3,5,0,23,42,3,69,11,3,5,0,26,36,0,60,4028,3875,2056,133,10092,5118,465,15676
2019,1842,1715,817,63,4438,1720,175,6335,163,35,60,9,269,707,36,1008,5,3,4,0,14,30,0,49,170,40,61,8,282,740,40,1054,0,4,9,0,15,45,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,9,0,15,53,0,64,0,0,0,0,0,5,0,6,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,4,0,0,7,3,0,10,5,7,0,0,10,13,0,28,3,0,3,0,7,5,0,20,2021,1763,892,74,4752,2528,214,7495
2020,3463,3733,1302,92,8596,2350,265,11215,94,28,57,4,186,333,15,529,8,0,0,0,11,26,0,36,96,32,64,4,193,356,17,567,201,16,47,6,275,435,15,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,16,47,6,275,435,15,725,6,0,0,3,12,36,0,46,9,3,3,0,23,50,0,70,0,0,0,0,0,0,0,3,4,0,0,0,4,3,0,7,27,5,7,4,42,83,3,130,11,11,3,0,29,13,0,45,3807,3803,1426,108,9132,3241,302,12676
2021,3023,3321,1227,103,7677,2364,383,10419,217,60,121,9,411,759,56,1223,84,27,28,0,142,151,20,319,301,89,150,12,552,910,75,1542,68,21,43,7,139,385,36,567,17,0,0,0,15,56,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,23,43,7,155,450,42,646,3,4,0,0,6,3,0,7,20,8,3,0,31,29,4,63,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,27,6,3,0,41,36,4,79,19,16,4,0,39,22,6,62,3455,3456,1433,122,8468,3778,506,12751
3000,78796,71290,24635,2254,176970,52393,6982,236350,964,570,532,64,2128,2656,211,5004,473,281,208,23,986,789,178,1955,1435,856,745,87,3121,3448,396,6960,1166,561,753,100,2588,4279,383,7242,119,16,36,3,181,221,38,432,45,8,19,3,80,101,20,198,18,11,9,0,39,42,5,81,1346,600,821,101,2879,4640,442,7957,958,145,94,22,1213,2359,117,3688,222,40,45,4,313,504,61,877,239,159,70,10,470,484,43,997,291,196,74,15,573,338,57,969,1707,545,276,47,2575,3688,272,6536,693,510,181,18,1396,980,85,2464,83977,73798,26659,2505,186936,65149,8174,260262
3001,153843,233689,70175,7350,465058,90094,22585,577732,5393,2394,3026,302,11112,13075,1018,25207,12188,10485,8668,1122,32464,15997,4934,53399,17582,12881,11693,1423,43580,29076,5955,78614,6974,2880,2827,598,13281,18944,3121,35347,8021,2756,1911,732,13418,12786,4123,30327,11088,3054,1513,691,16345,12654,4551,33548,34,20,23,6,81,69,27,177,26120,8711,6265,2024,43119,44448,11827,99398,329,58,100,10,494,1271,46,1816,311,64,67,7,449,1068,45,1561,25,22,7,0,53,78,3,132,160,193,111,16,484,213,68,762,813,343,287,34,1478,2627,165,4274,606,475,229,28,1340,1258,211,2811,198957,256091,88657,10864,554576,167507,40747,762826
3002,7423,6041,2963,222,16653,4635,728,22018,462,74,162,18,714,1042,62,1822,52,26,45,10,131,246,31,406,514,101,206,22,846,1292,94,2229,232,81,175,25,517,1027,70,1611,10,3,0,0,10,11,3,25,48,13,4,0,68,36,3,109,0,0,0,0,0,0,0,0,292,102,179,25,598,1075,78,1747,88,5,11,0,104,158,13,272,34,3,5,4,46,102,6,153,8,3,0,0,6,6,0,9,5,6,0,0,18,13,3,32,138,20,15,4,174,279,17,469,29,17,10,0,54,40,10,97,8394,6278,3374,271,18319,7317,916,26555
3003,10323,12787,4857,373,28343,6097,1521,35959,479,276,436,37,1219,1404,113,2736,485,267,386,32,1164,1172,158,2497,960,543,817,65,2382,2571,274,5229,767,537,793,67,2159,2812,287,5258,833,344,378,46,1596,1233,343,3173,370,133,63,8,576,382,109,1065,0,4,0,0,3,4,3,9,1969,1024,1228,122,4338,4426,741,9505,57,10,9,0,77,132,5,212,36,8,5,3,54,117,13,185,3,3,0,0,6,7,0,9,21,15,7,3,43,32,8,85,115,30,30,3,173,287,29,488,86,49,21,4,160,220,15,387,13451,14424,6951,572,35396,13603,2576,51574
3004,914,1612,332,25,2881,517,90,3488,55,29,19,8,104,121,25,242,14,9,8,5,35,22,4,58,68,37,21,9,132,140,30,307,63,44,30,4,144,210,17,368,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,44,30,4,144,209,17,370,0,4,0,0,3,18,0,19,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,7,3,6,0,0,11,24,0,37,7,14,0,0,23,19,0,43,1054,1704,391,41,3194,914,141,4248
3005,3705,5062,1475,114,10356,2271,403,13032,75,41,52,7,171,229,16,421,135,90,67,10,302,227,24,555,205,128,120,16,471,457,40,971,129,73,72,5,278,559,42,883,21,3,12,3,37,78,15,130,64,27,5,3,94,123,15,231,0,0,0,0,0,0,0,0,216,99,91,14,417,767,69,1249,28,3,0,0,33,64,3,104,4,3,0,0,6,9,0,17,0,4,0,0,4,3,0,6,0,0,0,0,5,0,0,7,34,13,4,0,45,76,5,128,10,4,3,0,15,11,0,28,4167,5305,1691,143,11307,3577,517,15404
3006,37666,54130,15049,1208,108056,18503,4771,131332,4662,2654,2872,235,10422,7734,993,19153,7274,5869,5189,352,18681,7336,2102,28116,11938,8524,8064,581,29103,15065,3100,47267,1874,859,1180,141,4063,4772,916,9749,3793,1223,1486,205,6712,6298,1575,14590,6787,1736,1268,195,9988,7148,1732,18869,8,4,7,0,18,27,4,50,12468,3827,3938,540,20773,18250,4230,43257,346,37,50,5,438,954,47,1438,276,32,46,4,358,537,32,928,11,16,3,0,29,29,5,67,32,31,14,0,82,31,6,117,661,108,112,16,904,1553,90,2545,276,178,83,0,536,574,45,1151,63015,66761,27249,2347,159373,53944,12238,225556
3007,2015,1804,1113,67,5005,1747,259,7007,48,11,62,7,129,213,18,359,29,11,36,0,75,130,8,205,77,18,100,7,200,336,22,558,25,6,20,3,57,222,5,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,6,20,3,57,225,5,283,7,0,0,0,9,30,3,33,0,0,0,0,0,5,0,4,8,4,0,0,16,3,0,22,0,5,5,0,12,5,0,14,17,9,8,0,30,43,3,74,4,3,3,0,16,20,0,32,2137,1844,1243,79,5302,2367,293,7965
3008,6189,4114,2058,129,12492,3350,557,16397,335,59,157,14,565,766,64,1393,202,65,161,10,440,551,52,1048,540,127,317,21,1006,1322,115,2442,100,20,37,3,159,249,15,427,32,4,22,0,61,90,17,168,99,3,3,3,110,91,9,211,0,0,0,0,0,0,0,0,237,26,61,7,333,432,40,806,77,10,18,3,105,184,11,303,38,3,7,0,51,86,5,149,8,0,0,0,8,6,0,14,6,4,3,0,11,8,0,23,124,14,32,4,173,284,24,476,48,16,12,0,75,117,6,200,7140,4300,2480,158,14079,5504,738,20325
3009,1036,927,476,41,2478,764,114,3353,22,18,26,0,63,134,7,206,0,0,4,0,4,4,0,5,22,18,32,0,67,136,7,211,34,19,19,3,73,183,21,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,34,19,19,3,71,183,21,273,5,0,0,0,7,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,5,10,0,0,0,14,24,0,37,7,6,3,0,11,0,0,16,1099,967,533,46,2641,1111,141,3896
3010,6780,8245,2747,239,18005,4119,725,22850,385,224,234,22,864,1287,91,2240,202,121,150,14,487,493,87,1060,589,344,388,36,1352,1774,175,3304,190,131,139,10,472,760,60,1299,14,4,6,0,19,21,3,46,112,32,11,3,163,112,25,292,0,3,0,0,3,0,0,3,315,168,157,17,659,891,83,1636,59,11,10,0,74,125,4,207,10,5,3,0,17,32,3,61,3,4,0,0,7,3,0,5,6,5,3,0,11,0,0,11,79,20,16,0,113,163,9,283,21,23,18,3,67,118,10,188,7784,8792,3319,290,20190,7068,1002,28255
3011,2927,2276,1227,105,6537,2089,308,8936,67,10,37,5,128,417,13,553,10,12,21,0,40,75,3,123,75,23,65,7,164,499,11,678,40,8,43,5,95,238,13,344,0,0,0,0,0,6,0,4,5,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,42,8,43,5,97,249,13,358,28,4,4,0,31,76,3,113,8,3,3,0,10,14,3,28,3,0,0,0,6,3,0,8,0,3,0,0,3,3,0,5,38,7,13,0,58,90,6,158,9,9,0,0,19,16,0,39,3092,2320,1348,116,6876,2951,344,10166
3012,1180,1772,598,45,3595,818,192,4610,174,107,74,10,357,377,49,786,21,12,14,0,46,69,9,124,195,122,86,11,407,446,57,908,76,47,43,3,168,149,22,338,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,50,43,3,171,159,22,349,16,14,3,0,27,19,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,13,7,0,16,20,21,3,0,40,25,0,67,21,7,3,0,36,26,0,57,1488,1968,722,61,4250,1466,273,5992
3013,6355,7846,3365,296,17859,4840,743,23447,264,124,139,23,544,839,60,1439,74,35,38,5,151,334,36,522,330,160,177,30,694,1170,96,1964,126,82,107,8,320,621,83,1023,7,0,4,0,13,20,4,35,27,4,0,3,42,39,3,81,0,0,3,0,7,8,0,13,163,91,110,9,375,686,88,1151,14,0,3,0,21,69,3,88,4,4,0,0,14,20,4,32,0,0,0,0,3,10,0,7,8,7,7,0,23,7,0,27,33,9,8,0,54,98,3,159,29,25,9,3,71,53,5,135,6913,8128,3682,341,19061,6852,941,26863
3014,27155,29564,9143,631,66498,13262,2962,82727,2775,424,675,53,3920,4395,264,8585,1850,939,1121,83,3999,2451,471,6921,4621,1363,1794,138,7922,6843,743,15509,1100,482,802,62,2449,2968,414,5831,848,245,314,25,1432,1203,251,2883,2076,481,475,52,3088,2045,365,5496,3,3,4,0,14,23,0,36,4028,1206,1602,143,6976,6244,1029,14252,222,15,23,0,265,449,28,749,150,12,25,0,190,403,17,605,17,13,4,0,34,25,3,62,18,19,3,0,37,14,6,61,409,58,63,0,528,894,53,1476,178,109,45,3,337,299,16,653,36391,32306,12646,923,82268,27542,4801,114615
3015,11678,13104,4469,373,29618,7500,1173,38291,1024,333,463,66,1884,2884,240,5007,234,99,202,20,559,690,108,1359,1258,433,665,83,2440,3575,350,6363,406,194,228,39,874,1297,151,2318,5,0,5,0,13,49,3,58,24,4,5,0,30,43,0,73,4,0,0,0,4,3,0,3,434,201,243,39,913,1385,152,2453,20,3,4,0,30,36,5,71,3,0,4,0,6,5,0,11,9,0,0,0,7,4,0,10,19,29,15,5,65,22,8,91,53,31,19,3,110,69,9,187,49,41,10,3,113,167,8,288,13473,13807,5407,505,33196,12690,1693,47572
3016,13767,17579,6565,575,38488,8117,2144,48750,622,265,489,68,1432,2417,208,4056,491,243,346,57,1137,1305,236,2682,1108,506,832,122,2574,3718,441,6739,274,126,238,29,664,1108,135,1906,319,87,113,23,538,648,165,1347,445,139,79,26,696,585,173,1452,3,0,0,0,4,4,0,8,1040,355,430,72,1902,2343,474,4719,76,7,7,0,84,129,4,223,33,7,9,0,44,48,0,98,3,3,3,0,13,4,0,13,11,10,3,0,18,9,4,29,119,22,23,0,160,197,12,365,47,30,17,0,86,75,13,178,16084,18487,7861,770,43206,14451,3089,60746
