SUA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
1023,11,39,8,125,56,44,55,38,4,383,0,3,7,30,37,101,133,196,92,603,0,17,10,17,4,7,11,0,0,67,5,27,70,152,25,10,3,3,3,294,0,0,3,16,11,9,6,0,0,48,3,7,58,150,69,57,41,21,3,404,0,0,0,3,11,14,49,13,0,95,0,0,11,14,6,4,7,3,0,44,0,0,11,16,3,3,3,0,0,35,0,7,12,55,9,0,0,0,0,82,0,15,3,40,26,61,176,90,35,443,23,106,215,796,468,414,227,91,21,2364,0,3,4,31,20,23,39,26,6,152,4,30,47,146,22,5,10,0,0,268,0,3,5,34,27,21,5,3,0,98,10,68,85,249,63,33,11,5,0,517,0,0,0,43,20,34,44,39,37,213,3,31,14,135,133,187,232,149,40,926,0,9,39,21,16,13,3,10,0,104,3,52,99,229,149,83,42,28,4,683
1024,0,0,0,0,0,3,3,3,0,20,0,0,0,0,3,8,13,10,3,40,0,0,0,0,0,0,0,0,0,0,0,5,7,11,4,0,0,0,0,24,0,0,0,5,3,0,0,0,0,20,0,0,0,7,7,3,0,0,0,13,0,0,0,3,0,5,9,5,0,22,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,20,0,0,0,3,6,10,31,12,0,67,5,10,22,59,39,39,34,15,4,231,0,0,0,0,0,0,6,3,0,10,3,3,0,5,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,8,0,10,10,29,3,0,0,0,0,54,0,0,0,5,0,5,3,0,0,16,0,0,0,3,14,13,26,15,5,76,0,0,0,3,3,0,0,0,0,6,0,0,3,6,8,0,3,0,0,23
1025,0,7,0,8,3,0,7,4,0,31,0,0,0,0,3,10,7,14,3,44,0,0,0,0,0,0,0,0,0,3,0,0,3,20,3,3,0,0,0,26,0,0,0,0,0,3,0,0,0,8,0,0,0,3,3,6,0,0,0,16,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,3,0,43,3,0,0,0,0,53,0,0,0,4,3,3,18,7,3,34,0,11,11,50,38,27,10,5,0,169,0,0,0,0,0,0,7,3,0,5,0,3,0,17,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,15,8,17,14,3,3,0,0,62,0,0,0,0,0,4,3,0,3,11,0,6,0,7,7,6,16,4,0,46,0,0,0,3,0,0,0,0,0,8,0,15,13,19,10,4,7,4,0,66
1026,0,0,0,0,3,0,4,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,3,3,15,5,3,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,3,10,3,0,0,0,0,27,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,18
1027,0,3,3,26,7,5,19,3,3,76,0,0,0,0,3,9,20,11,0,46,0,3,0,3,0,0,0,0,0,15,0,0,3,13,0,0,0,0,0,15,0,0,0,3,0,0,3,0,0,5,0,0,0,3,0,5,0,0,0,20,0,0,0,0,0,3,6,7,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,10,0,0,0,4,3,5,30,24,9,78,0,19,13,91,54,48,60,37,8,334,0,0,0,4,5,0,7,10,0,29,0,0,0,6,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,17,0,3,9,17,7,10,3,0,0,44,0,0,0,0,3,3,0,3,5,16,0,9,0,11,14,16,46,30,11,123,0,0,0,0,0,0,4,0,0,8,0,0,8,26,16,12,20,12,5,94
1028,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,16,0,15,18,41,56,28,12,6,0,169,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,10,3,15,9,19,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,12,18,12,4,0,0,0,55
1029,0,0,0,8,0,3,9,7,0,26,0,0,0,0,3,11,17,15,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,17,10,4,37,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,11,0,30,0,3,3,22,27,15,26,12,0,107,0,0,0,0,3,0,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,6,0,0,0,0,0,0,5,0,0,0,0,0,8,6,5,0,20,0,3,0,4,0,18,22,5,6,59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,7,0,0,18
1030,53,358,283,5472,1528,894,921,412,144,10062,40,171,463,3014,1896,3028,4850,4808,2014,20283,106,421,525,1588,725,355,226,69,8,4030,212,1235,3079,10341,3494,2452,1233,622,112,22780,95,403,1092,8248,6745,5548,4376,1758,419,28675,96,428,1457,5117,1827,2024,1490,502,98,13032,4,7,40,216,366,1277,2294,1219,303,5718,0,31,98,643,449,559,408,177,57,2419,11,78,466,1336,592,357,244,124,40,3240,86,456,3644,11851,524,220,88,14,0,16889,27,155,164,820,550,624,1030,620,295,4290,498,3086,5321,15100,7342,5613,2685,875,247,40771,0,27,52,587,400,304,386,201,40,2002,339,1104,2265,7223,1546,789,256,59,15,13596,3,33,76,464,412,275,98,91,29,1480,254,1677,2962,13337,5337,4325,1987,451,132,30465,21,45,78,1557,481,1150,765,331,311,4728,24,191,244,1879,1557,1646,1553,839,296,8213,163,707,756,1695,648,644,411,163,34,5222,121,803,1578,5904,3324,2466,1543,595,184,16526
1031,0,3,0,3,3,7,3,0,0,25,0,0,0,0,4,5,3,3,3,17,0,0,0,0,0,0,0,0,0,5,0,0,55,59,0,0,0,0,0,119,0,0,0,0,0,3,0,0,0,3,0,0,0,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,24,0,0,3,16,3,0,0,0,0,26,0,0,0,0,0,4,6,9,4,17,0,4,11,43,19,34,19,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,3,12,4,3,0,0,0,21,3,29,37,87,21,0,0,0,0,180,0,0,0,3,0,3,3,0,0,8,0,3,0,0,5,9,12,3,3,36,0,0,3,3,8,0,0,0,0,21,4,5,6,15,10,3,0,0,0,46
1032,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,4,5,5,3,16,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,26,7,0,46,3,3,3,25,23,27,12,15,0,117,0,0,0,0,4,4,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,10,0,4,3,5,0,0,3,0,0,20,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,12,9,5,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,21
1033,0,0,0,4,0,0,0,4,0,13,0,0,0,3,4,3,22,15,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,9,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,21,0,6,3,18,13,13,21,3,3,79,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,14,13,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,8,3,0,21
1034,0,5,0,7,8,0,6,3,0,29,0,0,0,0,0,3,11,6,4,24,0,0,0,3,0,0,0,0,0,5,0,4,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,9,0,21,4,3,4,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,7,12,46,6,0,0,0,0,84,0,4,3,25,0,3,0,0,0,30,0,0,0,5,3,13,17,6,7,49,0,16,23,56,49,32,14,7,3,195,0,0,0,0,0,4,4,7,0,14,4,8,3,26,5,3,0,0,0,51,3,0,0,0,6,5,0,0,0,8,3,34,21,127,12,3,3,0,0,201,0,0,0,3,3,0,0,0,0,13,0,0,7,12,18,6,15,3,3,56,3,0,0,0,3,0,0,0,0,9,0,12,18,30,15,14,10,3,0,105
1035,0,38,9,88,52,41,49,55,11,330,0,5,10,53,102,292,373,462,218,1519,0,7,7,22,12,3,3,0,0,59,0,17,32,76,28,14,3,3,0,175,5,6,15,103,76,72,50,13,15,343,0,10,107,48,22,26,14,10,3,232,0,3,0,7,25,77,135,79,15,351,0,0,0,3,3,12,0,4,0,23,3,6,19,47,13,7,6,3,0,102,3,0,11,34,3,0,3,0,0,46,0,3,4,23,32,66,222,113,42,508,12,80,140,498,308,224,127,47,17,1449,0,10,3,15,16,19,34,17,5,131,0,12,53,100,13,10,8,0,0,207,0,3,8,18,26,14,8,0,0,71,10,48,37,172,51,42,19,4,3,378,0,3,0,43,14,54,43,20,20,198,0,17,22,56,189,239,261,171,54,1011,10,11,11,13,4,8,3,3,0,69,4,23,52,162,66,63,39,18,8,438
2000,4,33,16,142,90,94,120,83,27,597,0,8,24,79,123,315,651,413,151,1756,0,10,13,19,9,9,12,0,0,71,0,6,30,47,5,0,0,3,0,93,0,0,3,33,15,16,11,3,3,82,4,16,59,166,74,43,17,6,0,380,0,0,8,15,42,162,249,75,10,555,0,5,5,20,21,14,26,3,0,86,0,0,13,51,13,5,5,4,5,96,0,3,10,62,0,0,0,0,0,76,4,16,19,99,130,399,851,368,105,1985,27,172,286,1034,841,845,563,167,39,3965,0,7,7,38,48,68,104,47,9,318,5,9,5,44,6,4,0,0,3,74,0,3,6,31,38,22,7,3,0,110,42,132,95,313,72,32,8,3,0,689,0,4,3,41,15,43,63,22,21,216,3,14,13,113,149,330,458,205,56,1342,0,12,13,28,26,13,6,3,0,105,3,35,49,158,136,87,99,33,0,591
2001,0,0,0,3,0,6,5,0,0,25,0,0,0,3,0,16,22,6,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,8,0,0,0,9,5,20,12,3,3,54,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,19,3,3,45,0,10,13,46,26,24,19,7,0,135,0,0,0,0,3,0,7,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,9,0,0,4,10,9,16,24,5,3,68,0,0,3,3,3,0,0,0,0,10,0,5,4,11,8,8,3,0,0,37
2002,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,9,17,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,0,35,0,0,0,16,15,18,3,3,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,14,3,0,0,0,0,29,0,0,0,0,0,4,4,0,3,8,0,0,0,3,3,0,12,8,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,12
2003,0,5,5,20,9,4,12,10,3,66,0,0,0,4,9,20,28,24,11,98,0,0,0,9,3,0,0,4,0,19,0,4,3,10,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,11,12,32,11,13,3,8,0,85,0,0,0,0,3,15,8,3,0,32,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,3,10,0,0,0,0,0,13,3,0,0,4,10,45,104,75,8,238,3,31,33,106,73,52,40,16,3,362,0,0,0,0,6,5,9,9,0,35,0,4,3,25,3,0,0,0,0,40,0,0,0,3,8,0,0,0,0,8,9,26,20,76,14,5,0,0,0,151,0,0,0,4,0,0,3,0,8,14,0,3,3,23,26,32,48,25,8,168,0,3,0,7,5,0,0,0,0,23,0,7,14,40,15,15,8,4,0,106
2004,0,7,0,15,8,7,14,6,3,67,0,0,3,3,9,11,19,17,12,67,0,0,5,0,0,0,0,0,0,8,0,7,9,15,0,0,0,0,0,24,0,0,0,3,0,3,0,0,0,11,0,3,11,30,15,11,3,0,0,80,0,0,0,0,0,5,8,3,0,17,0,0,0,7,3,0,0,0,0,11,0,8,31,114,34,20,6,9,0,221,0,3,0,14,0,0,0,0,0,20,0,0,0,3,3,22,33,20,10,95,0,15,33,109,62,47,24,11,4,309,0,0,0,3,6,5,9,0,0,24,0,3,3,21,0,0,0,0,0,31,0,0,0,4,6,0,0,0,0,17,3,17,22,46,9,10,5,0,0,110,0,0,0,0,0,0,0,3,3,7,0,0,3,18,13,25,31,27,5,118,0,0,3,5,3,3,3,0,0,18,0,6,25,32,24,12,8,0,0,114
2005,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,8,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,10,4,0,24,0,6,10,20,8,6,4,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,3,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2006,0,0,0,9,3,6,4,0,3,28,0,0,0,3,0,3,9,6,3,24,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,16,5,3,26,0,6,14,31,17,16,12,4,0,100,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,12,3,0,0,0,0,22,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,10,9,6,3,36,0,0,0,4,0,0,0,0,0,4,3,5,3,3,3,7,3,0,0,21
2007,3,29,14,90,48,46,36,27,17,304,0,4,15,52,75,143,245,202,104,844,0,9,5,21,10,4,0,0,0,47,3,14,20,35,0,6,0,0,0,81,0,3,3,25,14,13,6,3,0,66,3,11,39,105,36,36,14,9,0,248,0,0,0,4,6,49,74,28,0,157,0,3,7,19,12,3,3,0,0,48,3,6,38,76,20,12,11,0,0,176,0,0,7,40,0,0,0,0,0,55,0,9,9,23,31,131,293,148,66,704,19,75,129,451,220,191,109,43,5,1237,0,4,3,21,28,45,49,34,12,197,10,40,48,133,15,5,5,0,0,255,0,3,0,17,13,9,0,0,0,42,3,53,103,156,71,32,11,3,0,435,0,0,3,35,18,43,31,22,23,178,0,15,16,86,117,161,175,106,28,717,0,13,19,24,30,13,19,0,0,120,4,30,37,133,64,50,27,16,5,356
2008,0,0,0,13,7,4,4,4,0,32,0,0,0,0,6,19,23,14,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,0,0,0,0,13,0,0,0,3,0,20,24,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,17,3,0,32,3,10,7,40,31,18,10,6,0,123,0,0,0,3,3,3,6,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,7,9,17,19,4,3,69,0,0,0,3,3,0,0,0,0,11,0,3,3,15,10,8,4,3,0,38
2009,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,5,7,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,6,3,0,12,0,3,3,14,3,8,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,11,4,12,3,0,0,0,0,36,0,0,0,0,0,3,3,0,0,7,0,0,0,3,3,4,4,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11
2010,55,321,195,3227,888,730,678,451,199,6738,36,207,451,2596,2399,5148,8468,8033,3270,30607,67,316,424,971,334,165,124,26,6,2428,75,486,1223,3466,688,282,111,42,6,6382,47,163,367,2749,1971,1517,1096,395,97,8407,306,1208,4333,8495,2545,2724,1668,560,123,21962,6,23,61,305,551,1802,2817,1557,301,7410,4,145,403,2030,862,1008,662,323,102,5535,30,378,957,2414,651,280,150,106,28,4982,25,166,1103,3401,155,75,32,4,0,4962,27,148,118,715,528,1053,1849,1099,447,5997,697,4056,5192,15485,5777,4029,1876,657,183,37961,4,50,55,514,361,359,443,255,79,2125,329,1051,2324,7533,819,346,166,36,11,12617,9,27,62,386,252,86,37,7,3,874,203,1358,2453,7756,3117,1930,785,168,52,17827,11,38,92,1275,615,1418,1130,509,526,5617,25,235,318,1932,1719,1912,1920,1080,383,9512,179,841,1487,2385,826,683,355,137,22,6910,66,649,1362,4188,2277,1528,986,377,120,11563
2011,0,4,0,11,7,13,26,3,0,66,0,0,4,6,15,52,55,21,4,158,0,0,0,3,0,0,0,0,0,3,0,4,3,9,3,0,0,0,0,20,0,0,7,9,10,4,12,0,0,41,5,10,3,22,7,10,3,0,0,62,3,13,11,25,47,112,131,44,0,381,0,0,0,14,4,3,3,0,0,31,0,13,27,30,10,5,0,0,0,83,0,0,13,9,0,0,0,0,0,22,0,0,0,5,6,14,33,8,4,70,42,134,146,270,100,54,35,4,3,779,0,0,0,3,8,5,12,6,3,34,0,9,3,52,9,10,0,0,0,81,0,0,0,0,3,0,0,0,0,4,4,43,53,144,68,18,12,0,0,349,0,0,0,21,9,21,12,8,0,66,3,3,3,18,21,43,44,20,4,161,0,3,0,11,5,10,4,0,0,31,0,3,12,35,10,9,10,0,0,84
2012,0,0,0,3,5,0,4,0,5,15,0,3,4,15,15,49,90,84,42,299,0,0,3,3,0,0,0,0,0,12,0,4,11,16,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,3,28,81,7,0,0,0,0,126,0,0,0,0,0,3,5,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,14,0,0,0,3,3,7,23,3,0,47,3,12,32,53,34,27,25,6,0,201,0,3,0,3,3,0,0,0,0,13,0,4,3,11,3,0,0,0,0,22,0,0,0,0,3,0,0,0,0,5,0,12,16,25,8,3,0,0,0,62,0,0,0,0,0,3,3,0,0,12,0,0,0,12,13,11,18,9,0,59,0,0,0,0,0,3,0,0,0,3,0,4,8,6,7,5,4,0,0,31
2013,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,8,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,35,25,5,90,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,15,38,43,7,109,0,0,7,24,13,12,12,8,0,73,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,12,0,0,0,0,3,3,0,0,3,11,0,0,0,3,3,10,28,14,6,69,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,9
2014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,5,25,0,3,3,19,18,14,9,3,0,65,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,0,26,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10
