SUA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
2000,165,31,14532,207,296,14,0,312,7,521,9,17,10,0,32,0,42,4,0,0,0,0,0,7,217,320,23,3,340,7,560,52,0,0,0,0,25,74,14596,481,24,7,508,58,15169,3651,41,0,0,41,6,3695,60,90,0,0,90,0,152,0,8,4,0,12,0,19,0,0,0,0,0,0,0,69,97,9,0,103,0,174,19,0,0,0,0,4,20,3732,135,9,0,139,16,3886,981,14,0,0,12,0,995,18,23,0,0,23,0,41,0,0,3,0,4,0,5,0,0,0,0,0,0,0,21,21,3,0,26,0,41,0,0,0,0,0,0,3,999,37,3,0,35,3,1040,98414,1122,16,22,1160,314,99879,1905,2694,107,18,2823,20,4741,59,175,138,3,319,0,375,36,10,0,11,21,0,57,1992,2879,250,24,3161,19,5174,335,13,0,0,13,199,549,100742,4019,263,45,4329,533,105604
2001,20,4,485,13,24,0,0,24,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,0,24,0,39,3,0,0,0,0,0,3,475,43,0,0,43,5,527,182,8,0,0,8,0,189,3,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,13,0,0,0,0,0,0,0,181,21,0,0,21,0,203,69,0,0,0,0,0,69,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,75,0,0,0,0,0,78,3497,104,0,0,103,11,3611,104,193,3,0,200,0,299,0,6,4,0,12,0,13,0,3,0,0,3,0,3,105,202,8,0,214,0,312,10,0,0,0,0,4,12,3607,305,8,0,314,18,3936
2002,3,3,253,4,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,11,0,0,0,0,0,0,0,246,8,0,0,11,3,262,58,0,0,0,0,0,58,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,62,5,0,0,5,0,60,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1789,21,0,0,21,14,1825,46,63,7,0,69,0,117,0,3,8,0,8,0,8,0,3,0,0,3,0,3,46,69,13,0,83,0,127,3,0,0,0,0,0,8,1841,88,13,0,104,11,1958
2003,25,0,1804,46,74,12,0,87,0,134,0,3,4,0,11,0,11,0,0,0,0,0,0,0,46,79,15,0,95,0,142,0,0,0,0,0,0,0,1829,107,16,0,118,0,1948,620,6,0,0,6,0,630,14,33,3,0,37,0,53,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,34,3,0,39,0,54,0,0,0,0,0,0,0,642,45,3,0,47,0,686,237,0,0,0,0,0,237,4,10,0,0,16,0,23,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,18,0,0,15,0,21,0,0,0,0,0,0,0,247,15,0,0,19,0,265,14316,186,4,0,192,14,14515,341,883,44,5,935,3,1281,16,81,21,0,102,0,115,0,0,0,0,0,0,0,356,962,70,5,1037,3,1395,10,3,0,0,3,24,39,14680,1151,71,7,1232,36,15944
2004,13,5,1746,30,48,9,0,54,0,86,3,6,37,0,47,0,44,0,0,0,0,0,0,0,29,56,46,0,105,0,131,0,0,0,0,0,0,4,1761,67,49,0,115,3,1885,569,3,0,0,3,0,577,4,13,0,0,14,0,19,0,8,20,0,29,0,28,0,0,0,0,0,0,0,10,23,22,0,44,0,52,0,0,0,0,0,0,0,579,23,22,0,47,0,626,181,3,0,0,3,0,182,0,6,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,181,14,0,0,11,0,193,13477,138,4,0,139,26,13639,223,665,35,6,713,0,931,9,73,264,0,335,0,340,0,4,0,6,10,0,10,230,744,302,15,1056,0,1283,26,0,4,0,4,17,43,13723,878,307,15,1200,45,14966
2005,6,0,247,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,243,6,0,0,7,0,257,49,3,0,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,3,0,54,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,1702,18,0,0,18,5,1719,25,79,8,0,87,0,106,0,17,9,0,26,0,26,0,0,0,0,0,0,0,27,89,18,0,107,0,131,5,0,0,0,0,5,12,1729,110,18,0,127,8,1866
2006,0,0,441,0,10,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,8,0,0,0,0,0,0,0,443,12,0,0,12,0,452,111,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,114,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,2969,23,0,0,23,4,2998,29,77,3,0,79,0,110,0,4,0,0,5,0,5,0,0,0,0,0,0,0,29,74,3,0,84,0,115,16,0,0,0,0,19,33,3018,100,3,0,104,24,3139
2007,98,8,4468,134,340,18,0,361,0,493,11,40,77,0,115,0,120,0,0,0,5,5,0,7,140,382,89,5,476,0,621,5,0,0,0,0,0,12,4515,474,89,11,576,6,5096,1878,41,0,0,41,3,1919,60,207,13,0,220,0,279,0,16,37,0,56,0,56,0,0,0,0,3,0,3,58,219,52,0,275,0,336,5,0,0,0,0,0,5,1941,261,52,0,313,3,2260,772,15,0,0,15,0,790,25,92,8,0,102,0,127,0,12,26,0,36,0,36,0,0,0,0,0,0,0,26,102,37,0,141,0,169,0,0,0,0,0,0,0,801,123,37,0,153,0,954,35449,781,3,11,794,28,36272,1076,3182,124,11,3309,10,4393,23,316,416,7,744,0,762,5,19,0,17,30,0,35,1104,3508,545,32,4083,14,5197,55,0,0,3,4,41,94,36603,4292,548,41,4879,80,41563
2008,12,0,553,13,9,0,0,11,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,13,3,0,13,0,26,0,0,0,0,0,0,3,552,21,3,0,27,0,576,261,4,0,0,4,0,264,5,7,0,0,7,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,4,0,0,6,0,15,0,0,0,0,0,0,0,270,8,0,0,10,0,276,113,3,0,0,3,0,113,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,113,4,0,0,4,0,114,4300,74,0,5,81,12,4393,96,108,3,0,112,0,206,4,6,5,0,10,0,20,0,0,0,0,0,0,0,99,115,8,0,125,0,223,4,0,0,0,0,4,9,4405,186,8,5,206,18,4625
2009,0,0,292,3,15,0,0,15,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,16,0,0,16,0,20,4,0,0,0,0,0,3,299,17,0,0,15,0,318,56,0,0,0,0,0,56,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,56,4,0,0,3,0,61,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,12,2224,24,0,0,24,0,2246,42,143,0,0,141,0,184,0,8,9,0,16,0,18,0,3,0,0,3,0,3,39,153,10,0,167,0,204,7,0,0,0,0,0,8,2271,177,10,0,188,0,2462
2010,2253,53,56862,3423,23895,1732,108,25742,10,29172,73,3047,3497,20,6564,3,6647,23,142,22,81,246,0,269,3519,27086,5254,208,32551,13,36082,58,24,3,0,24,56,148,58126,29312,5293,225,34832,127,93088,29553,1086,18,8,1107,25,30683,1835,16591,1269,49,17915,16,19765,39,2319,2794,12,5120,3,5156,22,77,17,43,131,3,152,1892,18981,4073,105,23168,20,25082,30,10,0,0,12,31,78,31474,20082,4093,117,24291,67,55837,15037,536,5,3,551,18,15600,983,8618,690,28,9338,5,10325,24,1247,1647,0,2898,0,2918,14,42,8,31,91,0,101,1017,9909,2347,65,12327,9,13346,22,10,0,0,6,9,42,16071,10456,2354,74,12885,32,28989,433643,22053,312,256,22617,529,456795,33810,231328,12870,1134,245335,186,279327,601,25914,22433,206,48551,30,49179,291,1235,161,643,2043,14,2345,34701,258470,35468,1987,295930,222,330852,552,294,29,25,352,747,1650,468898,280819,35812,2265,318891,1506,789292
2011,41,0,803,53,235,21,4,253,0,304,0,24,16,0,42,0,42,0,4,0,4,6,0,6,53,263,37,6,299,0,350,3,0,0,0,0,0,0,809,301,37,6,343,3,1159,288,9,0,0,7,0,295,15,119,9,0,129,0,146,0,10,14,0,26,0,30,0,0,0,0,0,0,0,19,128,29,0,161,0,176,0,0,0,0,0,3,3,301,139,28,4,169,3,474,104,4,0,0,4,0,113,5,47,4,0,54,0,62,0,7,10,0,9,0,9,0,0,0,0,0,0,0,5,54,10,0,66,0,73,0,0,0,0,0,0,0,112,55,10,0,69,0,181,7039,407,6,9,412,17,7467,509,2471,123,12,2611,5,3119,14,252,188,0,443,0,457,9,31,3,18,51,0,58,526,2748,322,33,3106,5,3636,15,4,0,0,7,17,43,7576,3159,328,41,3532,34,11143
2012,28,3,937,22,77,11,0,84,0,112,0,15,21,0,35,0,35,0,0,0,0,0,0,0,22,93,34,0,121,0,148,0,0,0,0,0,0,0,928,117,37,0,151,3,1083,208,6,0,0,6,0,216,7,13,0,0,13,0,21,0,0,9,0,16,0,19,0,0,0,0,0,0,0,6,15,9,0,29,0,36,0,0,0,0,0,0,0,216,26,14,0,38,0,255,50,0,0,0,3,0,50,0,8,0,0,8,0,8,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,7,3,0,8,0,8,0,0,0,0,0,0,0,50,7,4,0,12,0,65,6435,155,0,0,161,16,6608,168,563,65,0,621,0,787,7,90,134,3,226,0,233,0,0,0,3,3,0,3,172,654,195,3,853,0,1023,4,0,10,0,7,32,45,6609,806,202,3,1018,47,7678
2013,4,0,259,3,7,0,0,11,0,13,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,13,3,0,13,0,21,0,0,0,0,0,0,0,259,16,3,0,24,0,280,87,0,0,0,0,0,87,4,0,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,4,0,7,0,7,0,0,0,0,0,0,0,89,4,4,0,9,0,98,36,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,32,0,0,0,0,0,35,1818,38,0,0,38,3,1859,51,61,5,0,71,0,120,3,9,4,0,14,0,21,0,0,0,0,0,0,0,53,72,11,0,84,0,134,13,3,0,0,3,3,14,1876,115,11,0,128,4,2009
2014,0,0,192,4,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,14,3,0,0,0,0,0,3,203,8,0,0,8,0,206,37,0,0,0,0,0,37,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,35,3,0,0,3,0,42,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,10,1339,6,0,0,6,3,1343,41,33,0,0,33,0,76,0,6,3,0,8,0,10,0,0,0,0,0,0,0,41,42,3,0,42,0,86,4,0,0,0,0,0,4,1387,48,3,0,48,4,1435
2015,0,0,269,3,5,0,0,10,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,13,0,14,0,0,0,0,0,0,0,267,8,0,0,12,3,283,57,0,0,0,0,0,57,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,60,0,0,0,0,0,67,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,1979,31,0,0,33,8,2021,62,139,4,0,141,0,203,0,4,3,0,9,0,9,0,0,0,0,0,0,0,62,143,10,0,151,0,209,6,0,0,0,0,12,18,2047,176,10,3,187,22,2251
2016,34,0,897,23,154,17,4,176,0,199,0,59,66,0,122,0,122,0,0,0,0,0,0,0,23,209,79,4,298,0,318,0,0,0,0,0,4,5,890,243,79,4,328,4,1222,222,3,0,0,3,0,227,5,45,5,0,52,0,59,0,27,32,0,54,0,54,0,0,0,0,0,0,0,5,73,34,0,104,0,109,0,0,0,0,0,0,0,226,74,34,0,109,0,337,36,3,0,0,3,0,38,0,9,0,0,12,0,16,0,13,10,0,22,0,22,0,0,0,0,0,0,0,0,25,12,0,34,0,36,0,0,0,0,0,0,0,41,27,12,0,37,0,76,5596,174,0,0,174,18,5792,169,1389,171,23,1576,0,1745,3,389,370,0,760,0,765,3,7,3,5,15,0,16,175,1784,542,28,2352,0,2522,3,0,0,0,0,23,32,5776,1953,542,29,2526,43,8344
2017,0,0,207,0,7,3,0,11,0,10,0,7,9,0,13,0,13,0,0,0,0,0,0,0,0,12,10,0,26,0,27,3,0,0,0,0,3,4,204,14,10,0,23,4,234,34,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,5,0,6,0,6,0,0,0,0,0,0,0,0,3,5,0,7,0,6,0,0,0,0,0,0,0,38,3,5,0,7,0,42,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,1357,19,3,0,20,11,1379,26,129,12,0,139,0,165,0,22,28,0,53,0,52,0,0,0,0,0,0,0,30,152,35,0,192,0,223,3,0,0,0,0,3,13,1389,169,37,0,212,13,1612
2018,13,0,645,14,36,0,0,34,0,47,0,0,3,0,8,0,8,0,0,0,0,0,0,0,12,40,7,0,41,0,54,0,0,0,0,0,0,3,650,51,7,0,59,0,704,188,3,0,0,3,0,199,4,13,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,16,0,23,0,0,0,0,0,0,0,197,23,3,0,19,0,221,54,0,0,0,0,0,54,3,10,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,7,0,14,0,0,0,0,0,0,0,54,10,3,0,7,0,69,5009,79,0,0,82,11,5097,132,409,11,0,424,3,553,6,31,30,0,64,0,66,0,0,0,0,4,0,4,130,443,45,0,493,3,626,0,0,0,0,0,12,13,5143,525,51,0,577,23,5735
2019,6,0,332,9,14,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,14,0,24,3,0,0,0,0,0,3,340,17,0,0,17,0,355,93,3,0,0,3,0,93,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,91,5,0,0,5,0,95,15,0,0,0,0,0,15,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,20,2522,37,0,0,37,5,2568,62,95,0,0,95,0,157,0,0,3,0,6,0,6,0,0,0,0,0,0,0,64,98,3,0,99,0,164,8,0,0,0,0,13,18,2596,133,3,0,143,14,2752
2020,12,0,750,10,16,3,0,19,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,4,0,23,0,39,0,0,0,0,0,0,0,754,30,4,0,34,0,788,265,6,0,0,6,0,271,5,8,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,17,0,0,0,0,0,0,0,274,14,0,0,14,0,288,73,0,0,0,0,0,73,3,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,4,0,0,0,0,0,0,0,76,6,0,0,6,0,80,5580,104,0,0,104,13,5694,127,175,3,0,178,0,307,3,11,5,0,18,0,19,0,0,0,0,0,0,0,132,182,7,0,198,0,329,5,0,0,0,0,4,11,5719,287,7,0,299,21,6033
2021,4,0,713,6,9,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,14,0,20,0,0,0,0,0,0,0,719,18,0,0,14,0,739,169,0,0,0,0,0,174,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,0,0,0,0,0,4,173,4,0,0,3,0,178,56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,56,4909,57,0,0,57,5,4970,97,158,10,0,167,0,262,0,7,16,0,21,0,20,0,4,0,4,7,0,7,99,167,19,4,193,0,290,9,0,0,0,0,14,17,5012,233,19,4,254,16,5281
3000,133,32,12852,235,474,12,0,487,0,725,9,24,37,0,63,0,70,9,3,0,6,8,0,12,251,503,44,10,559,0,810,38,0,0,0,0,29,62,12984,625,44,13,687,58,13722,1309,22,0,0,19,4,1332,35,69,0,0,68,0,108,3,9,11,0,13,0,15,0,0,0,0,0,0,3,40,72,11,0,83,0,125,4,0,0,0,0,0,4,1349,92,13,0,102,3,1462,449,5,0,0,7,0,455,16,21,0,0,28,0,43,0,0,3,0,3,0,3,0,0,0,0,0,0,0,21,21,3,0,30,0,47,3,0,0,0,0,0,5,473,33,5,0,34,0,504,101167,1139,23,25,1182,311,102657,2381,5447,175,23,5647,12,8030,70,244,260,0,502,0,577,45,66,0,43,112,0,156,2493,5757,435,64,6262,12,8761,301,9,0,0,9,240,546,103959,6903,452,87,7451,565,111968
3001,907,40,36974,1519,5980,453,31,6455,3,7981,48,751,894,7,1654,4,1704,13,39,10,29,78,0,87,1576,6770,1355,68,8191,7,9770,34,4,0,0,4,28,67,37639,7650,1369,80,9103,83,46818,13992,307,6,3,313,15,14326,605,3310,264,11,3583,0,4189,39,490,622,4,1119,0,1159,10,9,7,13,31,0,39,649,3815,888,26,4734,0,5380,3,8,0,0,8,10,17,14647,4124,896,29,5049,19,19726,5813,131,4,0,132,3,5953,267,1633,139,3,1776,0,2039,10,266,374,3,644,0,654,0,9,0,3,11,0,16,278,1911,517,10,2431,0,2711,4,3,0,0,3,4,6,6091,2045,515,10,2572,8,8671,286016,8858,112,97,9060,358,295427,14564,57420,3345,303,61071,69,75700,358,6796,6021,73,12887,17,13258,150,303,39,207,554,8,708,15073,64519,9404,580,74507,86,89671,353,86,9,4,101,429,888,301444,73460,9523,683,83668,875,385983
3002,15,0,1245,36,47,0,0,49,0,80,3,6,3,0,10,0,10,0,0,0,0,0,0,0,37,55,3,0,59,0,91,0,0,0,0,0,0,0,1265,71,3,0,73,7,1339,152,4,0,0,4,0,155,8,7,0,0,7,0,17,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,13,0,0,10,0,16,0,0,0,0,0,0,0,164,14,0,0,15,0,178,46,0,0,0,0,0,46,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,46,3,0,0,3,0,51,8450,121,0,0,121,15,8588,232,416,15,0,431,0,665,8,36,12,0,52,0,60,0,5,0,0,5,0,3,239,458,31,0,487,0,725,6,0,0,0,0,23,31,8694,576,31,0,603,39,9339
3003,71,0,2161,177,278,10,0,289,0,471,9,26,63,0,94,0,101,0,3,0,0,5,0,5,183,311,76,0,389,0,575,0,0,0,0,0,0,0,2272,380,79,4,460,3,2734,271,12,0,0,12,3,281,26,55,0,0,51,0,76,5,16,12,0,28,0,27,0,0,0,0,0,0,0,30,67,17,0,78,0,111,0,0,0,0,0,0,0,297,71,17,0,91,4,391,125,0,0,0,0,0,127,12,25,3,0,28,0,38,0,8,11,0,20,0,20,0,0,0,0,0,0,0,12,36,14,0,43,0,55,0,0,0,0,0,0,0,135,32,14,0,50,0,182,15958,513,13,10,534,33,16525,1327,2575,144,10,2733,5,4067,34,293,410,4,705,0,744,17,14,0,20,37,0,47,1383,2884,554,30,3469,5,4856,33,4,0,0,6,23,66,17367,3398,568,48,4012,65,21443
