SUA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
1024,0,3,0,0,0,0,0,0,0,4,3,18,0,0,0,0,0,0,0,22,38,95,6,9,6,4,3,0,4,157,0,8,0,0,0,0,0,0,0,8,9,47,5,0,3,0,0,3,0,65,7,4,0,0,3,0,0,0,0,17,95,350,52,63,23,20,6,32,6,647,0,0,0,0,0,0,0,0,0,3,59,74,55,44,15,10,12,10,0,279,87,68,113,65,39,11,25,29,7,442,272,90,1327,198,75,123,223,279,41,2625,6,0,15,20,9,15,12,32,0,104,13,9,23,18,8,6,18,31,0,123,3,9,12,4,0,5,9,5,0,43,16,9,24,12,3,8,31,33,17,147,599,787,1631,427,180,206,332,443,75,4688,0,5,0,0,3,0,0,0,0,10,3,4,0,0,0,0,0,0,0,11,20,127,3,15,9,3,0,0,0,179,0,13,0,0,0,0,0,0,0,13
1025,0,3,0,0,0,0,0,0,0,3,14,65,0,0,3,0,0,3,0,84,55,176,12,6,10,8,8,7,3,281,3,10,0,0,0,0,0,0,0,16,20,52,3,4,7,3,0,0,0,90,13,21,0,0,4,0,0,0,0,39,176,681,69,66,57,47,26,36,9,1162,0,3,0,0,0,0,0,0,0,4,54,63,30,28,16,27,12,11,3,254,90,77,93,55,36,19,19,29,3,431,317,80,1392,128,107,132,335,271,27,2791,18,5,12,12,11,21,11,17,6,109,21,8,10,17,15,16,22,19,5,134,13,10,4,4,0,8,6,12,0,55,19,9,22,20,5,17,31,34,12,170,816,1254,1658,339,272,294,472,442,73,5625,0,4,0,0,0,0,0,0,0,7,3,37,4,3,0,0,0,0,0,48,34,239,3,10,29,5,0,3,3,329,0,16,0,0,0,0,0,0,0,13
1026,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,14,18,3,0,3,0,0,0,0,34,4,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,17,8,5,3,0,0,0,0,0,0,13,37,108,17,17,10,4,3,3,3,199,0,0,0,0,0,0,0,0,0,0,8,16,7,13,3,3,5,0,0,49,27,15,18,9,11,5,8,5,0,98,108,21,395,31,31,38,176,77,13,885,3,0,6,0,6,5,9,6,0,34,7,0,9,3,0,4,10,10,0,38,4,0,4,0,0,0,0,0,0,13,3,3,4,3,0,6,18,8,7,52,221,202,461,71,58,68,228,99,27,1438,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,25,0,0,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,4
1027,0,3,0,0,0,0,0,0,0,10,9,53,0,0,0,0,0,0,0,60,71,165,7,14,20,4,0,3,3,280,0,11,0,0,0,0,0,0,0,8,19,70,7,4,0,0,3,0,3,102,7,21,0,5,0,0,0,0,0,37,184,826,47,61,60,33,20,17,11,1261,0,3,0,0,0,0,0,0,0,3,90,120,44,36,31,25,10,16,3,378,85,97,81,80,50,45,12,18,6,477,364,114,1349,214,112,196,207,301,28,2884,4,3,10,14,5,16,9,19,0,82,13,11,18,26,5,26,20,28,3,156,5,18,7,4,3,5,0,4,0,48,17,17,42,15,7,17,20,25,24,186,872,1524,1611,472,304,364,301,443,84,5967,0,13,0,0,0,0,0,0,0,14,0,35,0,0,3,0,0,0,0,40,36,226,0,18,8,3,0,0,4,293,0,6,0,0,0,0,0,0,0,11
1028,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,28,41,3,0,0,0,0,3,0,75,0,3,0,0,0,0,0,0,0,3,6,10,0,0,4,0,3,0,0,26,3,8,0,0,0,0,0,0,0,11,75,164,31,17,13,0,15,3,7,329,0,0,0,0,0,0,0,0,0,0,17,19,30,15,12,3,12,7,3,120,34,36,55,13,8,4,26,4,0,194,141,43,838,89,37,40,462,97,36,1786,3,3,12,7,0,4,13,12,0,55,9,3,12,7,0,3,21,9,3,67,0,3,0,3,0,0,3,3,0,16,8,4,5,10,0,3,20,12,5,62,330,341,987,167,82,67,582,144,50,2752,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,21,41,0,0,3,0,5,0,0,75,0,0,0,0,0,0,0,0,0,3
1029,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,16,17,48,5,4,0,0,0,0,0,78,0,3,0,0,0,0,0,0,0,3,6,20,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,4,50,149,14,12,5,5,3,4,5,254,0,0,0,0,0,0,0,0,0,4,33,33,25,19,13,4,4,8,3,134,17,27,33,30,15,9,7,10,5,147,119,46,617,103,42,64,103,130,19,1241,3,3,5,5,0,6,5,7,0,30,5,6,10,4,4,3,11,9,0,46,3,7,4,3,0,4,3,3,0,26,10,6,10,5,3,4,5,15,14,69,276,344,728,188,82,96,140,189,45,2083,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,12,58,3,6,0,0,0,0,0,78,0,3,0,0,0,0,0,0,0,9
1030,347,831,34,30,104,41,18,18,13,1428,2019,11924,234,158,356,106,87,79,140,15094,24411,52283,4262,2727,8593,4492,2433,2243,1536,102970,814,1813,116,101,276,160,96,78,74,3520,3078,7627,579,561,1022,383,275,245,144,13914,980,1472,166,192,340,100,62,41,59,3418,54229,127219,17412,12434,21623,14410,8930,10009,4223,270476,132,127,169,94,61,85,73,81,26,847,11147,11563,8440,4376,3944,3693,3346,2766,780,50054,12375,11591,11543,6438,5795,5058,4036,4001,1025,61863,26503,10520,99237,9874,11079,9835,19912,17702,3734,208411,992,703,995,801,755,790,1049,1088,111,7282,3132,2413,2577,1849,1798,2086,2596,2213,348,19017,1991,3163,1686,701,860,847,1132,1083,311,11775,2167,2476,2957,1092,1076,1175,2478,2514,2602,18541,144309,245723,150402,41420,57676,43260,46532,44157,15127,788609,276,1184,17,52,193,41,0,5,16,1782,1123,8864,139,169,427,77,9,29,86,10925,15081,53913,1474,4463,12787,4002,279,1098,1168,94267,545,1983,39,154,434,112,3,36,53,3370
1031,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,47,44,117,8,4,5,7,0,12,0,190,0,3,0,0,0,0,0,0,0,7,11,67,4,0,3,0,3,0,0,90,5,17,3,0,0,0,0,3,0,27,143,550,36,64,31,21,18,59,12,930,0,0,0,0,0,3,0,0,0,4,70,82,39,38,21,17,24,21,3,312,91,96,66,47,21,15,16,41,5,405,356,131,1438,131,126,126,313,345,45,3021,13,7,12,10,4,14,12,26,0,105,16,12,26,13,9,17,29,34,0,151,7,7,4,5,4,8,6,24,3,81,16,9,54,12,6,16,32,64,20,228,781,1140,1694,327,242,235,453,627,96,5593,0,7,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,25,26,168,3,7,14,6,0,6,0,223,0,7,0,0,0,0,0,0,0,7
1032,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,18,8,34,0,7,0,0,0,0,0,47,0,4,0,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,24,3,9,0,0,0,0,0,0,0,14,39,216,9,12,16,9,0,7,0,319,0,0,0,0,0,0,0,0,0,0,22,27,18,12,6,6,8,13,0,110,23,25,22,30,3,14,4,8,3,141,172,45,662,82,53,88,161,212,18,1494,3,6,6,7,4,24,9,22,0,85,11,4,21,15,7,12,17,22,3,121,8,13,0,3,0,3,3,3,0,31,14,3,8,15,5,10,33,34,13,137,306,420,750,183,98,173,242,320,42,2534,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,11,49,0,0,8,0,0,0,0,76,0,0,0,0,0,0,0,0,0,3
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,46,3,3,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,4,41,161,11,20,3,4,3,14,0,257,0,0,0,0,0,0,0,0,0,0,25,22,8,13,4,5,3,3,0,83,21,16,15,23,3,9,0,9,0,100,153,36,548,42,26,73,88,104,17,1075,6,5,3,9,0,5,0,5,0,32,0,0,8,8,3,8,9,12,0,53,3,5,4,4,0,3,3,0,0,24,9,5,13,3,0,8,4,12,8,57,265,325,617,124,43,115,109,158,24,1787,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,13,48,0,0,3,0,0,0,0,62,0,0,0,0,0,0,0,0,0,5
1034,0,4,0,0,0,0,0,0,0,4,15,161,4,3,3,3,0,0,0,198,76,189,18,13,22,7,4,8,0,337,0,8,3,0,0,0,0,0,0,7,28,102,6,10,4,3,3,0,0,152,15,24,3,0,3,0,0,0,0,54,283,863,138,105,79,72,22,75,18,1661,4,5,0,0,0,0,0,0,0,10,78,106,64,76,26,18,15,19,5,409,116,104,98,97,57,30,18,22,7,551,531,219,2155,287,165,247,349,418,56,4424,10,16,31,26,17,21,24,33,3,170,27,14,41,38,11,23,34,45,0,238,5,18,16,0,0,4,6,12,3,62,26,21,36,10,8,17,44,41,17,236,1222,1864,2621,662,402,451,527,672,114,8527,3,15,0,0,0,0,0,0,0,22,10,86,3,0,3,0,0,0,0,107,56,281,3,13,21,3,0,7,4,395,3,17,0,0,0,0,0,0,0,20
1035,14,41,0,3,0,0,0,0,0,62,79,801,14,10,8,6,4,7,7,933,645,1348,104,86,144,82,39,64,32,2551,19,48,0,3,6,3,0,0,3,85,98,523,35,42,38,4,7,8,6,763,59,83,11,18,20,7,7,4,3,204,1554,4807,542,625,553,367,200,289,108,9042,7,5,11,6,4,8,3,8,0,42,471,569,469,359,139,121,98,126,38,2391,739,697,909,584,309,206,230,214,53,3935,2121,746,10651,1065,795,798,2750,2042,318,21286,52,42,72,76,41,73,108,129,8,597,151,114,131,155,86,90,190,170,24,1109,62,99,66,44,20,23,58,62,13,458,86,103,213,81,39,75,194,195,137,1121,6156,10020,13231,3159,2210,1856,3873,3314,747,44578,8,77,0,3,0,0,0,0,0,97,50,519,9,6,17,0,0,4,3,611,446,1982,33,138,232,63,0,21,17,2938,10,87,0,10,3,3,0,0,0,112
2000,17,31,3,3,4,0,0,0,3,59,133,535,19,4,12,0,3,11,12,729,780,1212,84,88,112,45,26,60,40,2455,34,84,11,4,0,3,0,3,3,138,420,1086,84,157,81,34,24,55,23,1969,96,144,30,38,22,7,6,11,8,356,3564,6433,885,806,603,405,244,647,160,13743,26,21,21,15,9,9,3,16,0,112,2005,1141,760,562,285,272,240,363,79,5689,1954,1028,1122,942,432,317,308,559,100,6754,10845,1378,24130,2111,1288,1824,6242,6737,908,55458,287,55,222,133,72,141,240,383,20,1548,642,197,343,267,102,183,411,446,48,2634,193,115,143,52,33,45,124,143,23,875,1163,234,898,226,111,268,744,931,454,5027,22159,13675,28753,5402,3176,3541,8621,10352,1870,97548,25,115,0,15,8,3,0,0,0,170,128,516,8,23,29,3,0,8,6,718,711,2308,57,173,250,46,4,62,33,3647,35,195,5,15,18,4,0,0,0,274
2001,0,3,0,0,0,0,0,0,0,3,3,21,0,0,0,0,0,0,0,28,33,46,6,0,14,5,0,4,0,107,0,0,0,0,0,0,0,0,0,3,12,37,0,3,0,0,0,0,0,51,4,9,0,0,0,0,0,0,0,17,92,203,23,25,40,25,14,10,8,442,0,0,0,0,0,0,0,0,0,3,33,33,27,19,13,12,15,10,5,163,55,43,42,29,22,8,19,9,3,233,183,56,873,83,68,50,248,169,34,1755,6,0,8,0,3,5,9,11,0,40,6,5,11,8,8,10,21,13,0,82,6,4,7,0,0,0,7,6,0,28,21,3,23,3,0,4,15,15,9,99,465,461,1029,176,171,113,345,244,62,3059,0,4,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,22,16,79,0,7,7,6,0,0,0,116,0,9,0,0,0,0,0,0,0,11
2002,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,12,23,0,0,3,3,0,0,0,42,0,3,0,0,0,0,0,0,0,8,5,16,0,8,0,3,0,0,0,25,0,3,0,3,0,0,0,0,0,6,33,145,17,20,9,10,6,4,0,242,0,0,0,0,0,0,0,0,0,0,15,22,3,18,10,5,0,4,0,78,28,22,21,20,16,10,3,9,0,131,144,32,492,45,38,63,106,117,14,1048,7,6,6,4,3,3,3,7,0,39,7,7,7,0,5,3,4,15,0,59,0,3,3,3,0,0,3,3,0,15,15,4,7,3,0,15,13,27,12,99,270,285,565,117,80,114,146,202,27,1803,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,3,38,0,4,3,0,0,4,0,54,0,3,0,0,0,0,0,0,0,4
2003,10,24,0,0,0,0,0,0,0,30,23,189,3,3,0,0,0,3,0,223,197,424,38,23,38,23,17,15,8,780,11,31,0,3,0,0,0,3,0,46,81,272,13,38,23,10,7,13,0,463,21,40,3,12,4,3,0,0,3,87,610,1808,181,224,174,106,56,115,56,3328,0,3,0,0,0,0,0,0,0,8,178,217,125,94,63,55,50,42,10,846,219,217,229,157,100,87,54,74,17,1153,758,222,3363,362,246,343,591,677,92,6658,13,8,32,32,12,35,23,55,3,212,41,25,44,39,22,31,45,41,6,297,18,24,20,8,7,8,12,3,7,107,44,31,90,24,18,48,68,60,39,428,2230,3541,4139,1030,707,740,929,1109,240,14670,5,33,0,0,0,3,0,0,0,40,18,154,3,3,3,0,0,0,0,173,139,607,13,33,60,15,3,7,12,879,5,56,0,4,3,3,0,0,0,75
2004,0,17,0,0,0,0,0,0,0,14,12,116,0,6,4,0,0,0,6,143,133,317,7,15,25,4,3,11,7,525,0,18,0,4,3,0,0,0,0,28,68,238,11,36,20,8,5,4,3,389,16,32,0,7,9,0,0,3,0,72,435,1615,130,149,168,102,48,106,20,2767,0,0,3,3,6,0,0,0,0,16,127,190,114,91,48,26,28,36,11,667,199,210,209,171,82,69,42,71,17,1079,797,248,3328,443,286,333,648,767,70,6920,21,12,36,14,12,16,33,67,3,222,36,24,45,36,19,40,50,64,3,312,19,31,21,10,7,8,11,16,7,129,51,32,78,40,17,46,67,79,34,439,1914,3097,3990,1021,700,653,926,1226,177,13715,3,31,0,0,0,0,0,0,0,34,9,95,0,0,5,0,0,0,0,109,81,493,9,38,45,14,0,5,3,695,4,43,0,0,4,0,0,0,0,57
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,3,0,26,0,3,0,0,0,0,0,0,0,10,24,99,12,8,10,8,8,8,0,177,0,0,0,0,0,0,0,0,0,0,17,28,8,10,8,11,0,5,0,89,24,16,10,12,7,8,7,17,0,98,125,27,409,42,26,42,122,169,15,980,3,0,3,0,0,0,8,14,0,34,9,0,5,5,3,6,7,21,0,56,3,0,0,0,0,0,4,3,0,17,11,3,15,3,0,0,16,29,5,85,234,218,475,92,61,74,167,270,27,1608,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,6,27,0,3,4,0,0,0,0,39,0,6,0,0,0,0,0,0,0,3
2006,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,27,23,0,0,5,0,0,0,0,53,3,3,0,0,0,0,0,0,0,8,5,30,0,4,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,8,130,236,24,32,9,14,11,13,0,462,0,0,0,0,0,0,0,3,0,0,40,31,16,17,3,7,6,11,3,141,34,38,40,25,8,6,7,13,3,183,248,29,757,63,35,100,162,212,19,1631,5,7,3,4,0,6,6,10,0,36,17,5,7,11,0,6,0,12,0,70,0,0,3,0,0,3,0,3,0,19,15,10,13,8,4,13,21,29,10,125,535,417,877,166,71,164,207,309,39,2785,0,4,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,11,18,65,0,3,3,0,0,0,0,87,3,7,0,0,0,0,0,0,0,9
2007,8,28,0,3,5,0,0,0,0,47,59,610,6,5,9,0,0,3,3,705,493,974,79,64,93,63,46,47,27,1897,22,52,3,9,8,0,0,0,0,100,177,554,42,75,49,16,18,21,11,956,48,104,8,17,17,0,3,3,3,196,1721,4593,555,542,607,425,215,373,114,9138,4,3,12,5,7,4,3,0,0,37,478,614,477,276,145,150,116,151,30,2433,609,621,688,452,237,207,179,219,47,3268,1859,621,8525,1052,567,722,1525,1847,280,16999,40,30,87,56,31,64,63,122,5,489,126,82,123,105,48,85,135,125,16,838,38,82,58,25,19,22,32,41,4,320,109,118,221,100,47,73,175,211,122,1168,5797,9087,10886,2782,1876,1826,2510,3157,657,38580,16,98,0,4,11,0,0,0,0,132,35,378,8,5,24,4,0,0,6,463,297,1320,32,142,157,47,3,20,19,2048,25,120,4,6,18,5,0,0,3,183
2008,0,3,0,0,0,0,0,0,0,8,9,38,0,0,0,0,0,0,0,52,73,117,3,4,12,3,0,3,0,219,3,4,0,0,0,0,0,0,0,14,26,62,5,9,7,0,0,0,3,114,7,11,0,6,0,0,0,0,0,24,211,421,35,51,42,35,20,18,5,840,0,0,0,0,0,0,0,0,0,3,70,72,33,18,18,10,5,13,0,250,66,57,53,49,25,19,8,15,4,302,248,72,910,55,72,52,125,129,15,1677,4,0,4,4,3,0,0,5,0,24,10,9,9,13,11,8,9,5,3,83,3,12,5,3,0,3,4,0,0,44,10,13,23,3,4,4,8,10,5,86,757,894,1090,213,206,143,193,194,45,3731,3,5,0,0,0,0,0,0,0,6,4,34,0,4,4,3,0,0,0,47,31,138,3,7,9,0,0,0,3,200,3,20,0,0,0,0,0,0,0,22
2009,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,32,13,26,0,4,3,0,3,0,0,55,0,0,0,0,0,0,0,0,0,5,9,22,0,0,0,0,0,0,0,36,4,10,0,3,0,0,0,0,0,17,63,195,8,15,14,4,10,8,8,323,0,0,0,0,0,0,0,0,0,0,36,31,7,21,9,12,3,11,3,133,42,32,24,29,5,9,11,5,3,161,199,59,617,55,44,84,136,107,19,1320,6,4,4,6,0,5,0,12,0,39,11,3,8,9,0,10,3,8,0,52,6,4,0,0,0,3,3,3,0,18,10,6,18,3,0,7,8,21,7,90,407,430,688,154,91,131,173,164,42,2281,0,11,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,22,11,51,0,3,7,3,0,0,0,81,3,6,0,3,0,0,0,0,0,7
2010,288,820,45,35,88,41,12,21,11,1362,1928,12914,209,156,349,103,59,90,145,15951,18252,38847,3335,2416,6544,3614,2066,2316,1156,78548,836,1677,111,119,293,146,82,82,67,3410,4066,11223,741,909,1350,534,323,370,206,19719,976,1610,179,264,336,121,55,61,41,3649,48557,113865,15935,11701,20246,13620,7667,9437,3343,244363,119,125,184,130,66,82,94,87,20,905,9902,10897,9027,4046,3963,3488,3339,3019,700,48387,12139,10610,12672,6753,5660,4627,4714,4596,851,62618,26320,9498,110787,10940,9964,10344,20469,21204,3451,222973,849,517,1073,766,596,786,1010,1244,101,6941,2359,1575,2177,1723,1283,1649,2069,1730,256,14824,1454,2261,1358,581,658,569,904,786,263,8833,2109,2253,3539,1176,999,1294,2493,2467,2226,18557,130150,218689,161371,41703,52404,41016,45361,47524,12834,751038,254,1362,18,79,193,45,3,12,14,1987,1283,10269,144,167,479,79,4,32,122,12581,11107,42227,1372,4320,9585,3073,210,1293,897,74078,617,2650,54,222,467,132,5,50,57,4252
2011,0,0,0,0,0,0,0,0,0,0,8,19,0,3,3,0,0,0,0,29,58,133,20,20,37,12,30,8,4,322,0,5,0,3,0,0,3,0,0,14,9,50,6,5,8,4,0,3,3,93,5,11,0,3,0,0,0,0,0,22,174,416,107,70,123,58,80,49,16,1088,0,0,0,0,0,0,0,3,0,11,98,66,80,35,46,25,46,37,0,436,111,102,136,99,92,32,92,59,15,734,363,109,2116,236,215,153,664,483,88,4420,12,3,17,13,13,14,35,31,5,152,25,19,34,42,17,20,80,46,3,280,5,7,10,12,10,8,23,7,6,93,16,16,67,27,17,26,88,54,42,353,881,968,2603,569,578,350,1134,771,186,8041,0,10,0,0,3,0,0,0,0,14,0,14,0,0,0,0,0,0,0,15,22,140,5,32,41,8,0,10,5,265,0,8,0,3,0,0,0,0,0,15
