SUA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
3002,4,68,..,0,0,0,0,0,..,7,0,11,3,10,..,3,0,3,0,3,..,8,0,9,0,9,..,13,0,20,0,20,..,3,0,3,0,3,..,3,0,3,0,3,..,78,3,78,3,84,..,13,4,14,0,14,..,114,8,115,0,117,..,27,0,29,0,29,..,226,15,243,5,242,..,20,4,24,0,25,..,11,0,8,0,8,..,41,7,48,0,48,..,43,6,45,0,45,..,38,25,65,0,66,..,261,41,301,6,306,..,1463,330,1789,27,1821,..,98,5,101,2060,2158,31607,1562,330,1894,2091,35584,61372,..,..,..,..,61372,..,148,4,150,3,156,..,34,3,42,0,42,..,22,0,29,0,29,..,64,42,105,0,105,..,169,159,325,0,328,..,13,4,19,0,19,..,245,204,451,0,455,..,21,0,22,0,22,..,95,0,95,0,98,..,86,4,87,0,86,..,184,5,186,5,194
3003,0,501,..,3,0,4,0,4,..,22,0,22,0,22,..,38,3,40,0,40,..,63,7,70,0,70,..,71,7,84,0,84,..,64,5,69,4,70,..,23,0,25,0,29,..,261,6,271,4,276,..,108,11,121,0,122,..,515,22,537,4,543,..,96,3,96,3,97,..,978,43,1020,10,1032,..,168,14,187,3,187,..,41,0,41,0,41,..,238,48,286,3,289,..,15,0,19,0,19,..,115,44,157,0,157,..,2251,431,2686,68,2754,..,9303,1714,11012,160,11180,..,228,32,261,6253,6510,55894,9531,1745,11274,6417,73585,111298,..,..,..,..,111298,..,258,8,259,3,263,..,122,16,136,7,145,..,1033,85,1121,62,1180,..,387,110,497,3,501,..,875,260,1126,10,1141,..,72,31,100,0,102,..,1333,391,1724,15,1742,..,92,8,100,4,104,..,325,17,340,3,341,..,458,42,498,3,498,..,882,27,910,7,922
3004,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,52,0,52,3,53,..,3,0,3,0,3,..,44,0,49,0,49,..,3,0,3,0,3,..,101,3,104,3,105,..,16,3,14,0,14,..,3,0,3,0,3,..,15,0,16,0,14,..,3,0,3,0,3,..,6,0,6,0,6,..,80,3,84,3,91,..,415,32,454,6,455,..,15,0,19,759,774,5460,432,38,470,762,6695,11021,..,..,..,..,11021,..,105,0,105,0,105,..,0,0,0,0,0,..,0,0,3,0,3,..,11,14,21,0,21,..,36,7,43,0,43,..,0,0,0,0,0,..,44,23,67,0,67,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,8,0,8,..,13,0,13,0,13
3005,0,25,..,3,0,3,0,3,..,5,0,5,0,5,..,18,0,19,0,19,..,17,3,16,0,16,..,16,5,19,0,19,..,4,0,4,0,4,..,7,0,10,0,10,..,126,11,136,3,137,..,23,0,22,0,22,..,202,15,212,8,218,..,27,0,27,0,27,..,376,26,406,6,409,..,44,9,49,0,46,..,49,9,49,0,54,..,55,7,60,0,60,..,3,0,3,0,3,..,11,6,17,0,17,..,259,33,291,12,306,..,1488,178,1664,29,1695,..,52,9,57,1380,1440,18476,1543,185,1725,1415,21611,37555,..,..,..,..,37555,..,303,4,307,3,313,..,88,11,99,4,107,..,11,0,15,0,15,..,16,11,26,0,26,..,112,35,154,0,155,..,6,3,8,0,8,..,136,50,181,0,185,..,13,3,13,0,13,..,44,0,44,0,49,..,41,4,46,0,46,..,76,0,78,3,76
3006,16,1822,..,140,17,162,3,162,..,151,4,160,4,166,..,369,50,419,3,420,..,545,58,605,0,607,..,736,104,838,7,846,..,238,10,243,3,242,..,479,84,566,3,569,..,784,20,804,8,817,..,422,26,446,11,459,..,1211,29,1236,10,1247,..,241,15,258,0,257,..,2661,91,2749,26,2778,..,1582,167,1748,24,1771,..,149,5,151,0,151,..,886,196,1081,10,1090,..,209,35,245,0,246,..,432,101,533,8,538,..,5541,728,6272,96,6368,..,32743,5337,38083,362,38446,..,850,80,927,21833,22758,260052,33593,5415,39010,22192,321253,507973,..,..,..,..,507973,..,1561,16,1578,9,1583,..,1546,219,1761,11,1770,..,83,6,86,4,95,..,2331,724,3054,25,3084,..,7129,2262,9394,62,9452,..,444,163,607,3,609,..,9909,3146,13060,89,13147,..,966,118,1077,12,1094,..,976,24,1000,9,1008,..,2164,118,2284,24,2308,..,2420,70,2492,28,2521
3007,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,26,3,24,0,24,..,3,0,3,0,3,..,35,3,41,0,41,..,5,0,5,0,5,..,73,3,78,0,76,..,8,0,8,0,11,..,7,0,5,0,5,..,12,0,12,0,12,..,0,0,0,0,0,..,4,7,11,0,11,..,49,14,60,4,65,..,320,40,354,10,366,..,19,0,22,802,828,9821,335,40,379,819,11009,18770,..,..,..,..,18770,..,28,0,26,0,26,..,7,0,7,0,10,..,5,0,5,0,5,..,8,3,13,0,14,..,19,8,36,3,38,..,4,0,3,0,3,..,35,18,50,3,51,..,5,3,10,0,10,..,15,0,15,0,15,..,26,0,24,0,24,..,55,3,52,0,56
3008,0,5,..,3,0,3,0,3,..,7,0,6,0,6,..,3,0,3,0,3,..,14,0,11,0,11,..,12,0,12,0,12,..,12,0,12,0,12,..,10,0,8,0,8,..,56,0,56,0,57,..,9,0,14,0,14,..,72,0,70,0,70,..,7,0,7,0,7,..,149,6,158,0,153,..,29,0,33,0,32,..,19,0,19,0,19,..,42,4,46,0,51,..,4,0,4,0,4,..,11,6,19,0,19,..,218,42,261,8,268,..,1171,118,1284,16,1299,..,78,8,82,1839,1916,24002,1244,120,1365,1855,27220,46063,..,..,..,..,46063,..,78,0,83,0,83,..,41,0,39,0,38,..,25,0,25,0,25,..,31,5,36,0,36,..,103,11,114,0,114,..,11,3,15,0,15,..,143,23,166,0,166,..,24,3,28,0,28,..,106,0,104,0,107,..,104,12,117,0,117,..,254,11,263,5,275
3009,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,28,3,34,0,34,..,3,0,3,0,3,..,29,0,27,0,27,..,3,0,3,0,3,..,62,3,65,0,65,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,4,11,0,11,..,25,0,22,0,22,..,162,19,174,0,178,..,22,8,32,253,289,4842,182,28,214,257,5306,9353,..,..,..,..,9353,..,25,0,25,0,25,..,3,0,3,0,3,..,0,0,0,0,6,..,5,0,7,0,7,..,9,5,17,0,17,..,0,0,0,0,0,..,13,8,27,0,27,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,18,0,18,0,18
3010,0,15,..,0,0,0,0,0,..,93,8,102,0,103,..,11,0,10,0,10,..,22,3,22,0,22,..,24,0,29,0,29,..,23,0,23,0,19,..,7,0,7,3,12,..,239,20,263,6,265,..,34,0,32,0,32,..,409,26,431,6,434,..,47,4,46,0,52,..,719,51,776,12,784,..,63,10,73,0,73,..,21,0,28,0,28,..,91,13,104,0,104,..,4,0,4,0,4,..,22,13,38,0,38,..,450,63,519,7,522,..,2587,311,2894,39,2937,..,116,10,127,2290,2416,33938,2707,317,3026,2326,39289,67420,..,..,..,..,67420,..,491,3,495,6,500,..,23,0,25,0,27,..,34,0,35,0,33,..,47,25,77,6,76,..,199,96,297,0,292,..,16,15,27,0,27,..,257,131,396,3,394,..,18,0,22,0,22,..,87,3,96,0,98,..,85,0,83,0,83,..,171,10,183,0,183
3011,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,30,0,30,..,3,0,3,0,3,..,47,0,48,0,55,..,8,0,9,0,9,..,86,4,90,0,94,..,11,0,11,0,11,..,3,0,4,0,4,..,22,0,17,0,17,..,0,0,0,0,0,..,5,3,7,0,7,..,63,14,80,3,82,..,308,34,344,7,348,..,32,3,33,815,849,12280,342,37,375,815,13470,24015,..,..,..,..,24015,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,16,0,16,0,19,..,22,6,29,0,29,..,3,3,8,0,8,..,40,8,50,0,51,..,3,0,3,0,3,..,18,0,19,0,19,..,10,0,10,0,10,..,58,0,58,0,57
3012,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,7,0,7,..,21,3,25,0,25,..,4,0,4,0,4,..,109,0,113,3,115,..,10,0,10,0,10,..,86,3,91,0,90,..,16,0,14,0,14,..,221,8,233,4,235,..,11,0,17,0,17,..,20,3,22,0,22,..,11,0,14,0,14,..,4,0,4,0,4,..,3,0,3,0,3,..,211,22,236,12,250,..,753,64,814,19,834,..,22,0,22,981,1003,7021,774,64,836,1003,8854,14594,..,..,..,..,14594,..,91,3,98,0,98,..,3,0,3,0,3,..,39,10,49,7,57,..,10,4,19,0,21,..,27,11,32,0,32,..,0,3,4,0,4,..,38,16,55,0,51,..,6,0,7,0,7,..,3,0,3,0,3,..,27,0,26,0,26,..,39,3,37,0,42
3013,0,40,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,17,0,17,..,4,0,10,0,10,..,11,0,15,0,19,..,12,0,12,0,12,..,0,0,0,0,0,..,134,10,141,0,141,..,13,0,19,0,19,..,181,15,198,0,197,..,44,4,48,0,48,..,378,24,403,0,404,..,29,0,34,0,34,..,51,11,56,0,56,..,43,6,50,0,50,..,4,0,4,0,4,..,108,101,209,0,209,..,403,112,516,16,526,..,1890,349,2238,30,2265,..,74,9,83,2360,2449,34033,1966,356,2323,2395,38746,66533,..,..,..,..,66533,..,194,0,191,0,196,..,26,6,32,0,32,..,91,3,97,4,100,..,77,28,111,0,110,..,172,50,226,6,229,..,17,5,18,0,18,..,274,85,352,7,359,..,5,0,5,0,5,..,43,0,43,0,43,..,49,0,48,0,48,..,103,3,101,0,103
3014,0,205,..,18,0,20,0,20,..,31,0,31,3,34,..,44,4,44,3,49,..,133,5,138,5,139,..,131,10,147,3,145,..,28,0,28,0,28,..,27,3,26,0,26,..,212,4,215,0,211,..,131,16,144,7,145,..,322,11,336,3,336,..,74,0,74,0,76,..,737,27,762,11,778,..,397,25,422,0,423,..,28,0,28,0,28,..,326,58,382,0,387,..,11,3,14,0,16,..,111,34,140,3,142,..,1514,195,1704,45,1753,..,8104,797,8895,135,9030,..,366,17,386,8593,8981,141329,8470,812,9284,8725,159336,273432,..,..,..,..,273432,..,834,7,839,3,848,..,159,27,188,0,188,..,48,0,47,0,47,..,250,70,319,5,322,..,595,197,793,16,807,..,25,8,39,0,39,..,869,279,1144,21,1165,..,100,13,118,0,118,..,746,9,758,4,766,..,892,39,932,7,939,..,1760,57,1816,10,1833
3015,3,97,..,3,0,3,0,3,..,4,0,4,0,4,..,60,11,74,0,74,..,24,0,28,0,26,..,26,4,34,3,32,..,20,3,20,0,20,..,20,0,16,0,16,..,173,4,178,7,183,..,32,0,30,0,30,..,208,4,212,4,210,..,50,4,53,0,53,..,459,9,469,7,480,..,105,16,121,0,121,..,46,3,43,0,43,..,56,8,63,0,61,..,6,0,6,0,6,..,44,13,57,0,57,..,994,294,1292,16,1309,..,3985,761,4751,62,4806,..,161,15,177,4123,4301,58640,4143,784,4925,4183,67744,112721,..,..,..,..,112721,..,396,9,406,4,409,..,698,171,872,7,882,..,63,0,62,0,62,..,140,50,192,3,190,..,603,232,840,9,852,..,45,11,52,0,52,..,785,293,1079,12,1094,..,34,3,39,0,39,..,113,8,120,0,120,..,171,16,189,0,189,..,224,9,231,3,234
3016,0,139,..,5,0,5,0,10,..,11,0,11,0,11,..,43,4,43,0,43,..,41,5,46,0,46,..,61,14,70,0,72,..,29,3,30,0,36,..,15,0,15,0,15,..,285,14,302,0,301,..,70,9,81,0,81,..,486,17,501,4,506,..,77,0,80,0,80,..,914,45,960,8,970,..,196,18,213,0,213,..,88,7,95,0,95,..,136,24,164,0,164,..,3,0,3,0,3,..,115,54,168,0,176,..,1671,336,2008,47,2053,..,5991,830,6823,87,6904,..,197,19,215,5594,5808,74514,6188,846,7032,5676,87227,147654,..,..,..,..,147654,..,412,3,417,4,418,..,228,30,254,4,259,..,420,23,445,14,460,..,276,73,348,3,353,..,457,112,573,3,578,..,27,4,29,0,29,..,759,195,951,10,963,..,34,3,36,0,36,..,143,3,145,0,145,..,271,16,288,5,286,..,447,19,466,7,471
3017,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,23,0,23,0,30,..,0,0,0,0,0,..,21,0,24,0,26,..,4,0,4,0,10,..,55,0,59,0,63,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,10,0,10,..,3,0,4,0,4,..,5,3,3,0,3,..,37,7,48,3,53,..,242,36,273,7,278,..,29,0,29,383,416,7165,269,34,308,386,7853,13788,..,..,..,..,13788,..,31,0,31,0,31,..,15,0,15,0,15,..,9,0,9,0,9,..,9,4,12,0,12,..,23,9,31,0,31,..,0,3,3,0,3,..,28,16,44,0,44,..,3,0,3,0,3,..,8,0,7,0,7,..,17,0,17,0,15,..,33,0,38,0,38
3018,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,4,0,4,0,4,..,25,0,25,0,25,..,3,0,6,0,6,..,45,0,48,0,48,..,16,0,17,0,17,..,3,0,3,0,3,..,13,0,14,0,14,..,0,0,0,0,0,..,4,3,10,0,10,..,49,3,54,0,54,..,291,26,310,10,318,..,23,0,24,580,609,8217,312,23,339,589,9142,16147,..,..,..,..,16147,..,58,0,58,0,58,..,5,0,8,0,8,..,16,0,22,0,18,..,8,11,14,0,14,..,18,4,16,0,16,..,0,6,7,0,7,..,26,18,39,0,39,..,3,0,3,0,3,..,11,0,11,0,11,..,27,0,27,0,27,..,50,3,57,4,60
4000,0,51,..,7,0,4,0,4,..,11,0,11,0,11,..,24,5,30,0,31,..,55,7,58,0,63,..,35,9,43,0,42,..,0,0,0,0,0,..,29,4,30,0,31,..,218,8,219,3,223,..,29,3,36,0,34,..,250,7,260,6,267,..,47,0,51,0,51,..,548,26,570,11,579,..,79,3,81,3,82,..,28,0,29,0,29,..,94,30,116,0,123,..,23,7,34,0,34,..,71,36,110,4,109,..,576,153,733,17,751,..,4979,848,5831,116,5943,..,313,25,342,8273,8613,113838,5290,878,6170,8387,128388,231669,..,..,..,..,231669,..,266,0,268,0,273,..,81,13,93,10,100,..,2004,347,2351,48,2400,..,85,24,110,3,110,..,314,203,518,15,533,..,25,9,36,0,36,..,423,240,668,16,684,..,124,11,140,0,142,..,291,0,293,5,296,..,198,4,204,3,210,..,770,17,785,14,795
4001,16,1862,..,261,38,299,3,304,..,423,25,440,3,446,..,1649,533,2173,13,2191,..,2580,446,3027,20,3051,..,1447,310,1757,12,1768,..,58,3,61,0,58,..,1595,442,2036,16,2055,..,1812,37,1850,17,1866,..,822,109,929,4,932,..,2619,96,2714,27,2741,..,878,40,911,6,918,..,6133,270,6404,52,6456,..,2485,314,2801,28,2822,..,1081,84,1167,12,1180,..,947,221,1166,14,1178,..,242,35,273,3,271,..,6236,3505,9740,50,9793,..,16585,5494,22085,469,22554,..,105613,24950,130563,1391,131957,..,1700,322,2020,28962,30974,489855,107305,25268,132578,30352,652789,960385,..,..,..,..,960385,..,1777,27,1801,14,1821,..,7268,1742,9013,74,9090,..,642,29,671,29,702,..,7274,2105,9379,71,9450,..,21245,6182,27431,145,27575,..,1546,602,2157,11,2161,..,30069,8894,38964,227,39192,..,2369,354,2729,30,2758,..,2006,46,2053,19,2071,..,2246,113,2359,25,2383,..,5068,170,5240,52,5295
4002,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,5,0,5,..,12,7,14,0,14,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,25,0,30,..,0,0,0,0,0,..,33,4,35,0,35,..,3,0,3,0,3,..,62,3,67,0,65,..,3,0,3,0,3,..,3,0,3,0,3,..,8,3,14,0,13,..,0,0,0,0,0,..,12,3,14,0,14,..,231,110,345,3,351,..,713,169,883,5,891,..,46,4,52,743,796,13050,763,170,934,753,14729,25542,..,..,..,..,25542,..,33,0,33,0,33,..,24,0,24,0,24,..,19,0,19,0,19,..,7,7,17,0,21,..,41,10,56,0,56,..,5,0,5,0,5,..,58,18,77,0,78,..,25,4,28,0,28,..,50,3,57,0,53,..,34,5,36,0,36,..,52,4,53,0,53
4003,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,8,0,8,0,8,..,5,0,5,0,5,..,13,3,14,0,17,..,0,0,0,0,0,..,61,5,65,0,65,..,6,0,6,0,6,..,103,5,112,0,112,..,14,0,14,0,14,..,183,14,189,0,189,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,15,9,26,0,26,..,22,44,69,0,67,..,82,21,106,3,109,..,652,293,937,11,948,..,39,5,41,477,521,7386,686,296,979,488,8854,14208,..,..,..,..,14208,..,9,0,9,0,9,..,41,5,44,0,44,..,56,0,61,0,61,..,14,12,32,0,32,..,157,319,474,0,471,..,14,42,59,0,61,..,185,374,560,0,561,..,15,0,17,0,17,..,10,0,10,0,10,..,3,0,4,0,4,..,46,0,46,0,46
4004,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,14,0,13,0,13,..,0,0,0,0,0,..,17,0,18,0,18,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,29,4,36,0,36,..,273,38,310,3,316,..,33,3,39,532,566,5758,308,35,347,530,6641,11245,..,..,..,..,11245,..,10,0,10,0,10,..,3,0,3,0,3,..,132,12,153,0,148,..,6,3,7,0,9,..,14,11,31,0,30,..,0,0,0,0,0,..,22,15,38,3,37,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,15,3,20,0,20
4005,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,24,..,0,0,0,0,0,..,31,0,27,0,27,..,9,0,6,0,6,..,62,0,62,0,62,..,4,3,6,0,6,..,0,0,0,0,0,..,6,3,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,24,5,32,0,34,..,256,33,287,0,287,..,15,0,18,536,551,6981,271,35,299,544,7821,13820,..,..,..,..,13820,..,17,0,17,0,17,..,3,3,3,0,3,..,16,0,16,3,17,..,0,0,3,0,3,..,20,7,24,0,24,..,0,0,0,0,0,..,21,4,28,0,28,..,58,7,69,0,70,..,16,0,17,0,17,..,16,0,16,0,16,..,26,0,26,0,26
4006,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,3,0,3,0,3,..,17,0,17,0,17,..,0,0,0,0,0,..,40,0,40,0,40,..,7,0,7,0,7,..,7,4,10,0,10,..,3,3,5,0,5,..,0,0,5,0,5,..,4,5,14,0,14,..,35,8,51,0,51,..,290,56,347,0,347,..,31,4,30,441,473,6342,315,60,377,441,7162,12463,..,..,..,..,12463,..,28,0,28,0,28,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,17,4,19,0,19,..,0,0,0,0,0,..,17,3,23,0,23,..,0,0,0,0,0,..,9,0,7,0,7,..,10,0,10,0,11,..,14,0,14,0,13
4007,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,7,0,7,..,4,0,4,0,4,..,0,0,0,4,4,..,0,0,0,0,0,..,21,0,21,0,21,..,8,0,8,0,11,..,21,0,18,0,18,..,0,0,7,0,7,..,52,3,54,0,58,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,45,5,56,3,58,..,360,26,387,13,401,..,44,0,45,691,732,12256,399,29,432,704,13391,23320,..,..,..,..,23320,..,18,0,18,0,18,..,3,0,6,0,5,..,15,0,21,0,21,..,13,3,18,0,16,..,20,3,21,0,24,..,0,0,0,0,0,..,33,10,40,0,42,..,9,0,9,0,9,..,67,0,67,0,66,..,35,0,35,0,35,..,117,4,124,4,128
