SUA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
2005,3,8,18,4,3,17,48,3,5,3,9,0,0,17,17,102,28,3,3,3,151,68,55,54,21,13,3,215,95,24,67,4,5,0,202,172,3,62,0,3,0,247,161,3,41,0,0,0,203,36,0,7,0,0,0,40,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,14,10,10,3,4,63,574,218,286,46,47,25,1196
2006,0,21,27,10,8,19,90,3,11,3,0,0,0,22,24,160,20,5,11,6,215,77,52,43,4,8,3,187,123,45,72,0,6,0,238,327,38,88,3,13,4,468,388,4,85,0,3,3,486,192,4,36,0,4,0,239,38,0,6,0,0,0,46,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,24,18,9,3,9,3,62,1198,354,397,38,54,37,2073
2007,33,149,327,22,75,270,885,24,120,44,29,18,3,234,162,1087,276,115,55,25,1723,793,429,543,165,74,14,2026,814,217,456,133,60,14,1706,2697,241,869,85,74,28,3999,5460,148,1126,40,92,16,6883,4213,26,677,29,63,20,5030,950,8,205,3,13,3,1177,243,0,44,3,8,0,293,57,0,24,0,0,0,84,29,0,23,0,0,0,52,16,0,9,0,3,0,24,32,0,28,0,0,0,61,245,157,193,54,80,37,765,15762,2606,4842,682,620,435,24938
2008,3,3,21,12,4,24,65,3,4,4,3,0,0,8,0,13,9,0,3,0,26,0,10,10,3,5,0,33,11,4,14,0,3,0,32,25,0,24,3,0,0,52,126,3,61,0,3,0,198,214,0,47,0,0,0,263,93,0,22,0,0,0,109,30,0,3,0,0,0,29,9,0,5,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,5,9,3,10,0,7,0,28,530,34,226,25,26,26,871
2009,3,17,30,0,4,9,68,4,59,4,0,0,0,70,45,94,24,16,3,0,187,315,42,74,13,3,5,450,142,29,41,3,3,4,223,237,9,58,0,3,0,307,215,3,37,7,7,4,265,100,3,18,3,4,3,133,8,0,3,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,25,14,7,7,9,84,1097,275,310,42,40,36,1796
2010,901,1765,6815,364,482,3812,14137,240,1621,412,330,107,43,2754,1168,13711,2651,840,518,193,19071,3370,5611,4389,1487,782,150,15795,4949,2820,3724,664,593,111,12871,21727,2655,7562,873,1369,218,34397,88730,2766,17690,685,2271,442,112585,109362,1345,14693,286,1307,361,127361,46862,248,7010,127,477,150,54879,21650,98,3339,49,231,65,25431,9778,56,1587,25,105,32,11581,4839,31,958,24,58,21,5937,2494,17,479,3,39,10,3040,5628,15,1129,3,106,35,6918,6155,2246,4362,625,767,648,14804,327855,35015,76802,6397,9219,6265,461559
2011,12,20,61,0,8,38,144,0,17,3,0,0,0,24,12,103,31,4,7,0,156,39,57,82,18,12,3,208,107,26,103,22,4,7,272,1227,48,267,14,25,8,1591,1866,10,291,3,39,12,2224,341,3,78,7,11,4,450,29,0,14,3,0,0,46,13,0,3,0,0,0,21,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,4,0,0,0,16,64,32,55,8,10,5,169,3726,320,1006,88,115,73,5321
2012,14,42,96,20,35,59,270,15,35,14,6,8,3,90,116,299,139,63,44,13,669,639,191,291,54,48,14,1238,372,71,223,16,39,5,723,820,47,208,8,26,4,1112,848,16,137,14,16,3,1031,255,8,42,3,9,0,313,25,0,13,0,3,0,38,6,0,3,0,4,0,18,4,0,5,0,4,0,12,4,0,0,0,0,0,4,0,3,0,0,0,0,4,8,0,3,0,0,0,10,46,49,64,12,26,10,204,3173,760,1240,190,260,118,5731
2013,4,50,28,5,6,14,110,11,119,4,5,0,0,134,213,148,61,5,7,7,441,276,102,106,23,16,6,524,127,11,59,4,3,0,206,248,4,63,0,3,4,322,111,3,18,0,3,0,138,16,4,8,3,9,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,26,15,3,3,5,75,1029,466,357,59,52,36,2000
2014,0,12,28,0,4,14,60,0,10,3,0,0,0,14,36,97,31,0,3,0,168,148,58,85,3,6,0,300,121,13,46,0,7,0,188,194,13,49,0,5,0,261,114,3,26,0,0,0,151,19,3,8,0,0,0,27,3,0,4,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,7,3,6,3,35,658,218,284,9,29,18,1219
2015,3,25,15,7,4,22,72,7,15,4,5,0,0,28,31,132,16,5,6,3,196,134,74,39,12,6,5,267,138,13,34,6,0,0,194,259,4,40,7,57,3,369,295,3,24,3,49,3,376,180,0,12,0,6,0,202,35,0,3,0,3,0,43,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,20,15,6,9,0,71,1111,285,215,44,138,34,1825
2016,8,47,61,12,11,47,182,14,33,18,5,18,0,87,109,311,95,39,37,12,596,449,198,191,46,47,14,955,469,136,161,21,42,14,847,786,42,255,15,25,4,1131,865,22,168,9,41,3,1101,301,11,77,3,9,0,397,34,0,11,0,0,3,42,7,0,3,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,7,61,50,43,8,23,16,193,3098,838,1086,161,257,112,5558
2017,0,11,36,8,14,13,77,3,11,4,6,0,0,27,84,86,26,15,6,3,217,129,60,61,4,12,6,275,115,20,63,3,3,3,207,208,9,53,0,4,0,279,91,3,23,0,5,3,132,45,0,22,0,0,0,66,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16,17,0,0,4,52,703,215,298,40,47,29,1342
2018,6,53,64,16,12,33,174,10,91,17,7,4,0,129,195,261,89,13,12,7,574,700,159,162,45,29,6,1103,412,42,127,18,12,7,616,629,23,159,9,7,6,828,578,10,98,0,3,0,685,239,0,32,0,4,0,274,16,0,5,0,0,0,25,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,11,38,29,29,5,10,3,110,2844,666,782,111,97,57,4549
2019,3,15,24,6,5,18,71,0,19,0,8,0,3,33,30,178,37,13,8,0,278,226,86,92,10,9,4,424,139,30,88,3,3,0,272,329,36,78,3,10,7,464,300,5,56,0,0,0,364,104,0,16,0,0,0,124,6,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,25,4,0,7,80,1162,402,420,54,35,35,2115
2020,0,16,72,0,21,35,149,0,14,10,0,3,3,27,19,116,40,4,19,4,197,100,53,79,12,38,6,275,125,22,92,3,12,0,248,526,30,142,0,9,3,717,681,3,115,0,4,3,810,267,0,37,0,0,0,309,18,0,6,0,0,0,32,7,0,3,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,30,0,10,3,86,1781,264,637,20,113,52,2866
2021,4,36,45,4,13,30,139,10,28,13,4,0,0,55,65,259,44,17,13,3,402,211,100,100,47,6,0,466,257,60,111,9,9,3,449,525,64,137,12,12,4,748,761,8,176,4,12,4,962,404,4,71,3,10,0,488,54,0,8,0,0,0,68,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,10,30,32,18,8,8,4,108,2328,594,732,107,95,53,3906
3000,182,1126,2473,248,5101,2759,11881,58,991,282,135,699,30,2190,659,3073,1874,463,1124,84,7286,3097,2069,2986,465,858,128,9608,3313,405,2834,173,520,91,7337,7140,376,3313,166,586,89,11676,9430,236,3285,44,464,101,13564,4967,56,1622,17,193,49,6904,1012,12,368,7,74,4,1482,269,10,100,0,52,3,436,129,11,50,0,29,0,215,73,5,26,0,12,0,117,40,5,12,0,5,0,52,43,5,81,0,21,3,155,518,399,966,94,1163,125,3271,30940,8767,20269,1815,10906,3473,76167
3001,299,1366,2390,153,322,1450,5976,75,2085,135,128,42,19,2485,567,8596,1306,433,348,107,11359,1688,5093,2222,883,839,123,10840,2127,1903,2396,296,564,82,7376,10565,2375,4608,534,2337,119,20547,39710,1965,10608,557,1587,304,54735,73017,635,13746,424,1230,345,89398,28702,103,5357,107,391,92,34748,9930,33,1978,31,154,32,12160,3888,18,816,12,58,14,4801,1731,18,422,0,35,8,2220,830,10,207,4,13,0,1069,1184,8,372,6,43,7,1618,2365,1452,1695,358,441,355,6679,176677,25664,48263,3938,8399,3057,266000
3002,3,66,83,5,22,64,251,3,84,10,12,23,0,139,39,313,107,26,33,11,525,260,241,232,27,48,9,817,415,89,274,19,52,5,848,1258,90,566,30,77,21,2047,2027,28,606,10,60,18,2754,682,4,117,14,9,3,839,63,3,23,0,3,0,87,12,0,0,0,0,0,16,3,0,5,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,19,73,69,78,14,22,15,270,4845,993,2109,158,356,157,8621
3003,28,144,150,9,45,100,473,12,163,9,7,10,0,208,81,696,144,34,45,16,1023,748,445,345,57,80,16,1698,845,146,415,32,70,11,1517,2008,165,717,25,176,15,3117,3690,133,1091,25,173,39,5150,3958,48,915,14,89,17,5046,1086,6,224,0,11,11,1344,294,4,44,0,6,0,352,92,0,25,0,0,0,124,31,0,9,0,0,0,40,13,0,6,0,0,0,18,15,3,12,0,4,0,32,158,121,130,15,34,27,489,13075,2080,4240,235,746,255,20624
3004,12,23,16,0,92,25,172,0,9,0,0,49,0,68,29,51,19,8,27,0,131,178,15,51,5,30,0,273,164,3,57,3,13,0,243,273,16,48,0,20,0,354,284,4,61,0,10,0,359,165,0,36,0,10,0,212,40,0,14,0,0,0,48,5,0,3,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,9,0,22,4,51,1167,127,320,17,276,29,1935
3005,17,62,37,3,56,28,191,22,61,0,5,24,0,117,192,218,34,8,41,0,485,554,168,86,44,28,11,889,569,56,149,13,29,5,818,1105,67,187,23,17,3,1404,1079,20,177,10,26,7,1317,498,11,99,0,19,0,624,114,0,23,0,3,0,136,29,0,6,0,0,0,34,10,0,3,0,0,0,15,4,0,3,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,4,78,24,32,6,44,10,191,4272,682,825,113,281,63,6230
3006,103,220,752,31,134,561,1806,17,344,28,31,20,12,451,116,1633,326,62,105,17,2266,361,874,608,200,242,17,2316,384,317,662,44,120,20,1532,1946,316,1176,89,251,44,3819,9565,363,3338,117,495,102,13976,22451,178,5876,148,678,146,29465,11277,29,2292,38,190,56,13885,3844,7,881,9,51,11,4807,1643,7,347,3,21,3,2025,693,3,161,0,9,3,879,347,0,73,0,9,0,431,396,0,118,0,10,3,537,761,260,557,59,130,125,1893,53903,4542,17209,826,2476,1118,80071
3007,0,15,26,0,12,21,73,0,26,3,0,0,0,31,24,88,30,7,5,0,155,128,55,89,22,17,3,322,145,31,103,9,14,3,303,583,30,260,19,32,0,919,668,3,162,5,9,3,849,73,3,37,0,9,0,119,9,0,3,0,0,0,12,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,22,16,25,4,12,5,82,1657,260,742,72,112,41,2889
3008,11,35,43,0,17,46,159,3,50,6,10,0,0,72,16,153,30,25,9,3,244,90,155,83,25,85,7,454,169,50,127,10,48,3,408,704,63,317,14,49,7,1156,1896,33,466,6,45,9,2450,951,6,151,0,7,7,1123,107,0,20,0,0,0,124,19,0,3,0,0,0,22,3,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,62,31,35,4,20,12,170,4030,584,1295,99,288,92,6391
3009,6,14,19,0,15,12,64,0,17,0,0,4,0,23,21,40,20,3,10,3,91,136,22,42,9,4,4,212,155,13,40,3,3,3,216,343,10,67,7,3,3,433,321,0,42,3,3,3,378,84,0,7,0,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,6,0,26,1063,116,255,29,49,29,1537
3010,15,96,125,4,28,58,323,5,86,5,12,6,0,121,82,383,83,33,20,10,609,445,282,174,58,48,6,1016,497,94,227,14,40,0,884,1218,87,339,23,52,9,1735,2035,65,521,12,61,9,2703,1531,15,402,29,58,6,2034,268,0,75,0,7,0,346,57,0,17,0,0,0,75,15,0,8,0,0,0,31,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,7,107,73,77,10,27,15,306,6285,1187,2051,208,332,121,10185
3011,4,29,32,6,3,24,105,0,28,3,0,0,0,35,19,144,34,17,15,3,237,171,100,149,28,37,8,496,156,25,139,4,22,0,348,639,53,281,5,36,11,1035,405,15,129,3,14,0,570,80,3,18,4,3,0,112,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,27,23,31,7,16,6,105,1518,424,827,79,145,63,3059
3012,7,71,9,3,210,36,339,0,36,0,0,20,0,60,24,116,12,3,29,0,189,79,124,33,4,29,3,273,106,44,47,3,8,0,212,151,35,81,0,16,0,281,239,31,119,0,26,0,406,327,18,118,0,33,3,501,183,3,76,0,19,0,280,38,0,23,0,3,0,75,18,0,6,0,0,0,25,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,21,29,20,0,50,6,124,1187,509,566,17,453,56,2789
3013,10,92,121,30,38,90,384,10,115,11,17,0,3,153,40,332,124,26,11,0,535,228,211,161,42,22,5,679,454,97,249,64,32,11,902,1162,87,494,32,62,12,1850,2171,53,557,8,45,14,2857,957,14,251,9,23,6,1257,120,5,33,0,3,0,166,32,0,11,0,0,0,50,10,0,6,3,0,0,20,3,3,7,0,0,0,9,0,0,3,0,0,0,4,8,0,3,0,0,0,7,85,72,65,16,35,18,284,5292,1083,2099,251,277,162,9161
3014,28,112,356,18,70,333,914,3,242,32,36,24,4,346,52,930,206,71,59,16,1334,159,439,342,79,128,8,1157,274,142,402,20,89,6,936,927,185,724,32,158,21,2049,4445,176,1639,43,173,34,6508,8551,73,2275,26,159,47,11122,5232,3,916,5,53,20,6224,1528,4,268,0,14,3,1823,531,0,87,0,5,3,626,182,0,38,0,6,0,227,78,3,22,0,3,0,106,87,0,31,0,10,0,125,276,146,250,33,85,57,843,22352,2451,7593,367,1026,553,34348
3015,25,61,144,23,31,84,363,5,113,19,20,12,4,180,94,450,165,25,24,3,760,480,238,289,57,42,14,1130,681,105,359,19,36,14,1214,1986,111,610,21,140,6,2877,4207,60,851,21,143,19,5310,2415,8,405,3,22,13,2873,377,0,63,3,12,0,454,63,3,12,0,3,0,85,15,4,7,0,0,0,30,0,0,4,0,0,0,11,3,0,0,0,0,0,6,8,0,3,0,3,0,15,115,89,87,24,29,21,358,10482,1247,3029,223,502,184,15658
3016,25,159,163,4,26,120,506,11,235,18,10,4,0,274,83,812,176,45,36,15,1152,435,549,320,83,50,19,1449,845,232,363,13,73,11,1542,2491,282,749,26,986,17,4547,5478,178,1341,25,319,20,7363,4590,30,807,22,106,21,5575,745,0,179,0,35,3,969,206,6,57,0,12,0,270,43,0,24,0,7,0,74,10,3,6,3,3,0,28,5,0,10,0,0,0,10,18,3,17,0,6,0,42,179,143,119,31,66,42,577,15157,2635,4343,267,1728,261,24391
3017,6,7,22,0,7,13,50,0,17,3,0,0,0,18,34,39,45,10,21,0,149,124,29,76,20,19,6,267,150,7,80,4,8,0,249,493,3,135,0,11,0,643,433,0,62,0,10,0,507,52,0,21,0,0,0,73,8,0,0,0,0,0,8,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,8,3,9,0,35,1311,108,452,36,76,28,2009
3018,0,10,27,4,0,17,62,3,22,3,15,0,0,46,12,56,15,14,6,0,108,27,41,44,22,16,3,144,41,6,36,9,8,3,105,179,8,65,4,16,0,264,407,4,132,0,16,0,564,516,0,82,0,5,0,605,108,0,29,0,0,0,141,14,0,5,0,0,0,12,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,6,16,13,11,3,4,0,53,1327,166,457,69,74,26,2121
4000,46,257,1057,120,850,906,3239,35,691,188,152,97,27,1191,460,750,1174,218,544,31,3182,1505,510,1686,209,535,52,4489,1081,158,1167,46,190,21,2666,2018,81,1099,28,147,36,3415,1577,35,706,17,61,5,2394,492,14,180,0,27,4,713,55,6,31,0,7,0,106,25,3,15,0,8,0,49,3,0,7,0,8,0,21,6,0,6,0,3,0,14,0,0,0,0,3,0,12,9,10,23,3,3,0,42,110,172,361,85,276,47,1049,7421,2676,7704,884,2755,1132,22585
4001,171,1642,1872,256,177,1040,5159,61,4807,166,534,73,80,5709,459,8082,1431,978,272,116,11331,1605,4353,2533,1572,326,79,10469,2382,1650,2740,539,306,52,7669,11048,2083,6535,588,1106,125,21477,25140,1474,11229,374,1097,164,39476,18243,394,6636,109,439,81,25899,4721,45,1595,42,90,28,6516,1430,30,486,15,53,15,2024,582,21,193,6,16,6,824,261,21,101,4,17,0,403,133,17,51,3,4,3,212,171,59,84,0,10,6,331,955,1355,1162,427,253,211,4362,67342,26019,36797,5456,4242,1995,141859
4002,3,41,34,3,4,33,120,10,161,12,8,0,3,190,266,280,65,30,22,7,672,385,250,132,22,36,4,832,286,68,125,9,20,3,523,542,31,118,20,13,0,725,270,5,46,0,8,3,333,90,3,6,0,4,0,104,3,0,0,0,0,0,8,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,21,38,17,3,5,8,97,1877,876,567,102,119,68,3603
4003,7,29,16,3,7,13,68,7,108,14,3,4,3,143,26,172,48,16,12,8,279,172,121,74,15,10,0,392,204,55,78,3,12,3,353,682,23,126,4,13,6,855,199,5,44,0,3,0,262,16,3,7,0,0,0,32,6,0,3,0,0,0,13,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,18,41,13,5,11,9,91,1340,557,423,48,76,38,2492
4004,3,39,19,3,9,15,92,0,93,3,12,3,3,112,38,190,35,19,28,10,318,181,166,79,7,40,5,479,90,52,61,0,19,0,220,157,47,49,0,5,0,258,133,12,31,3,4,0,183,41,3,7,0,0,0,58,3,0,3,0,0,0,4,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,48,16,4,12,7,98,663,651,306,44,127,36,1834
4005,0,32,37,3,4,21,96,0,98,4,21,8,3,134,20,154,40,3,7,0,225,107,89,85,6,17,3,308,83,31,70,0,9,0,193,146,38,105,0,14,0,309,277,16,119,0,12,0,428,102,0,35,0,7,0,147,18,0,4,0,3,0,23,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,16,3,4,0,63,758,498,523,38,83,34,1935
4006,6,35,24,3,8,15,85,6,134,6,4,0,3,157,58,220,41,3,13,3,341,341,120,90,11,36,6,596,112,29,52,3,9,5,200,203,9,50,0,4,0,268,93,7,19,0,7,0,119,22,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,11,9,7,5,73,852,596,289,31,83,32,1882
4007,3,3,49,7,10,32,106,0,20,10,16,4,0,49,7,38,45,24,23,0,148,74,42,104,28,16,7,266,107,9,125,12,12,0,267,490,15,203,11,13,3,730,604,3,162,3,8,8,789,103,0,23,3,3,3,137,7,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,6,12,13,5,6,63,1433,143,741,118,98,60,2589
4008,3,159,36,5,8,19,228,3,238,3,3,9,0,260,64,529,59,7,36,8,703,311,367,120,8,37,4,849,173,106,85,4,14,0,385,285,52,64,3,15,5,428,225,11,51,10,12,0,317,55,9,15,0,0,0,82,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,22,89,12,4,8,8,136,1147,1569,452,48,140,50,3393
5000,67,1186,1022,298,3067,1248,6883,12,586,99,117,332,22,1163,168,1565,759,249,919,28,3693,505,1040,979,169,654,40,3389,494,395,875,48,346,23,2179,1041,373,1102,47,349,17,2938,1515,238,1184,27,232,14,3214,1254,91,806,6,139,16,2316,417,20,218,0,64,4,723,132,10,83,0,14,3,239,57,8,40,0,14,0,114,39,4,33,0,14,0,94,11,0,14,0,8,0,37,37,3,44,0,19,0,108,155,482,371,61,671,35,1782,5911,6003,7639,1037,6825,1449,28866
5001,0,25,66,8,24,58,184,4,33,6,23,9,0,73,11,184,44,47,13,3,309,29,148,70,37,43,5,336,66,66,79,12,19,0,247,185,71,169,18,27,3,467,609,27,324,17,35,5,1013,528,4,169,9,21,3,742,80,3,23,0,0,0,105,5,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,18,36,23,15,8,4,100,1541,618,982,188,194,84,3601
5002,4,27,17,5,49,44,147,0,27,3,0,3,0,35,5,153,6,3,20,3,187,14,133,13,9,66,5,249,7,70,16,0,72,0,167,35,96,13,0,87,0,241,87,80,32,3,75,3,279,170,29,58,0,45,3,308,188,9,44,3,18,0,262,137,4,33,0,13,0,187,91,5,21,0,14,0,139,44,3,11,0,0,0,63,19,0,4,0,4,0,25,29,0,9,0,5,0,38,22,54,18,3,36,3,135,846,689,308,27,515,68,2458
5003,7,56,90,8,14,52,222,0,49,4,7,3,0,67,11,362,43,11,9,3,448,60,223,106,90,21,10,505,67,65,126,15,28,3,298,402,68,259,19,45,10,798,1350,44,684,20,61,17,2170,1632,6,532,13,54,8,2247,220,0,60,3,7,0,294,29,0,11,0,0,0,46,6,0,3,0,0,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,0,4,0,3,0,14,51,54,52,11,13,12,193,3847,936,1969,183,255,112,7308
5004,4,8,77,4,29,62,181,0,30,7,3,3,0,45,5,210,46,0,15,0,281,13,146,59,20,26,0,271,18,45,51,0,19,3,136,44,27,82,6,25,0,189,307,18,209,0,31,3,570,949,0,352,0,27,8,1336,290,0,94,0,12,3,396,28,0,16,0,3,0,47,7,0,3,0,0,0,9,4,3,0,0,0,0,6,0,0,4,0,0,0,3,3,0,3,0,3,0,12,19,28,39,5,13,3,105,1689,522,1041,42,199,86,3578
