SUA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
2000,345471,343603,689078,18430,17268,35696,42938,40767,83708,20912,19036,39948,16255,14256,30512,30767,31319,62085,37337,38999,76335,48576,49901,98475,54607,54307,108918,46732,44278,91011,21903,22601,44497,7026,10880,17903,317432,318501,635933,28035,25103,53146,4589,4445,9028,213,168,383,124,129,256,4923,4747,9665,279420,276617,556037,34347,35200,69542,302117,303213,605332,13096,13889,26986,303324,303841,607160,3553,3503,7060,38320,36562,74876,14529,14060,28589,2966,3813,6781,4063,9647,13713,89059,116113,205172,47928,46425,94349,62643,50933,113577,28573,22407,50977,20877,17772,38655,1093,920,2013,300214,302491,602706,37647,34213,71860
2001,9944,10407,20345,750,658,1407,1423,1436,2857,692,651,1342,625,582,1208,1233,1293,2530,1332,1454,2787,1373,1423,2802,1139,1235,2377,914,990,1903,348,451,795,116,216,333,9528,10014,19546,414,387,801,128,132,253,3,0,4,0,0,0,129,129,264,8086,8403,16487,1234,1359,2593,8747,9190,17941,650,651,1299,8895,9305,18200,149,132,278,1313,1323,2643,518,495,1013,162,177,339,158,363,514,2973,3835,6804,1346,1327,2678,1715,1447,3165,707,615,1319,408,419,829,28,20,48,9322,9768,19087,478,550,1026
2002,6905,7819,14728,438,469,903,861,857,1717,428,409,838,390,425,822,809,821,1628,732,788,1518,773,987,1767,877,1036,1908,878,971,1851,532,683,1212,183,383,563,6398,7298,13701,508,516,1026,251,267,514,3,3,9,3,0,3,258,274,530,5530,6141,11668,635,788,1426,5982,6697,12682,279,338,619,6021,6766,12792,80,82,166,748,736,1485,292,282,580,54,90,144,92,225,316,1777,2345,4121,851,1009,1860,1200,1179,2381,587,546,1131,402,491,897,31,23,51,6020,6757,12781,715,870,1587
2003,47944,51943,99885,3392,3127,6519,6409,6164,12573,3311,3191,6504,3709,3783,7489,6368,6622,12991,5789,6369,12161,5950,6676,12626,5514,6281,11787,4406,5080,9477,2315,3059,5375,786,1589,2375,45047,49055,94099,2892,2887,5782,626,715,1342,28,40,68,13,16,30,668,772,1443,40137,43407,83542,4556,4961,9516,42361,45984,88346,2647,2805,5452,42881,46570,89451,644,650,1290,5923,5675,11595,2387,2405,4785,1262,1527,2791,1262,2017,3282,16560,20164,36725,5831,6130,11964,7025,6894,13912,3228,3118,6346,2143,2505,4640,139,113,257,43409,46923,90332,3755,4178,7938
2004,45463,48916,94378,3157,3015,6170,6213,5749,11968,3016,3002,6023,3395,3572,6970,6001,6419,12416,5358,5884,11241,5513,6039,11552,5384,6022,11405,4192,4688,8880,2352,2891,5240,886,1632,2515,42769,46463,89225,2700,2450,5155,779,794,1574,28,33,55,14,23,39,825,847,1669,38470,41426,79897,3645,3918,7565,40103,43153,83258,2256,2489,4749,40739,43997,84740,535,510,1045,5601,5221,10826,2131,2216,4353,967,1349,2318,958,1689,2643,14204,17872,32078,5414,5698,11118,7371,7035,14403,3275,3080,6356,2268,2440,4711,236,212,445,41314,44324,85639,3477,4025,7503
2005,5995,6258,12250,394,352,744,781,686,1470,374,345,713,391,363,745,753,678,1432,687,628,1315,724,794,1515,747,860,1606,612,706,1318,380,540,914,154,303,460,5595,5854,11451,397,398,798,67,69,144,5,3,5,3,0,3,73,73,152,5063,5351,10417,484,423,912,5286,5604,10892,326,248,576,5340,5620,10960,72,74,145,721,639,1361,242,247,485,41,65,108,80,153,231,1382,1873,3261,898,868,1769,1055,936,1991,481,449,932,445,459,907,77,57,133,5400,5562,10961,427,491,926
2006,9816,10611,20424,579,575,1157,1261,1234,2497,624,601,1223,460,474,937,1009,1166,2176,1064,1153,2219,1217,1350,2565,1295,1428,2726,1332,1382,2713,741,858,1601,226,393,622,9053,9900,18955,764,709,1471,289,333,624,3,5,8,3,3,9,301,338,641,8328,8935,17264,678,796,1468,8863,9554,18418,273,292,561,8853,9531,18386,96,88,183,1129,1123,2254,446,412,857,63,117,173,115,289,400,2357,3266,5627,1380,1489,2872,1846,1619,3466,942,808,1751,605,622,1224,34,20,51,8705,9402,18109,1060,1118,2178
2007,120081,127382,247459,8040,7466,15507,15554,14846,30400,7795,7552,15347,8284,7907,16188,15369,16036,31402,15448,16268,31719,15298,16730,32028,14383,15858,30243,11474,12862,24339,6063,7644,13708,2361,4203,6564,113104,120794,233900,6971,6581,13561,1133,1203,2331,52,47,96,29,26,50,1212,1267,2477,92986,99027,192016,19344,20046,39391,100045,107167,207214,12244,13009,25251,104189,112264,216454,1587,1430,3022,14322,13668,27988,6036,6024,12051,3091,3423,6513,3105,4948,8050,43991,52205,96195,15454,14838,30291,15847,15649,31501,6835,6970,13809,5182,6226,11407,541,647,1188,108425,115714,224140,8926,9151,18073
2008,10017,10202,20218,693,642,1332,1646,1457,3103,688,642,1334,490,467,961,828,953,1783,1335,1488,2826,1506,1632,3138,1288,1327,2608,1026,1034,2060,393,372,762,112,193,305,9483,9715,19198,535,487,1017,55,50,99,0,6,11,0,0,0,56,52,107,8110,8277,16386,1303,1308,2609,9055,9195,18247,438,470,915,9085,9265,18350,159,136,304,1547,1353,2902,553,530,1088,173,213,386,150,351,499,3796,4663,8460,1327,1181,2510,1283,1044,2326,483,403,880,261,278,538,12,11,17,9268,9451,18718,423,496,920
2009,7806,8448,16250,555,480,1035,1061,974,2035,495,472,961,467,510,980,981,1028,2010,836,954,1788,964,1025,1983,989,1120,2110,773,896,1665,500,647,1144,183,356,543,7212,7910,15120,591,545,1133,112,144,251,9,8,15,3,3,3,120,153,275,6851,7332,14180,464,571,1034,7048,7625,14672,318,376,695,7155,7757,14914,79,81,154,975,892,1867,335,330,665,43,105,148,126,198,325,2127,2715,4841,1267,1319,2588,1179,1211,2390,576,611,1179,483,516,995,16,20,38,7053,7671,14723,593,567,1161
2010,2119559,2203512,4323072,141530,134228,275764,261203,248158,509361,131334,127227,258561,163639,160384,324024,349913,360791,710699,304468,312904,617372,274722,290080,564806,219682,236763,456448,155579,173605,329185,85128,104837,189963,32353,54543,86899,2036368,2123233,4159603,83193,80277,163475,10127,10179,20301,558,542,1095,266,303,569,10944,11022,21969,1261363,1299325,2560690,726024,767870,1493895,1304412,1341919,2646330,693971,740222,1434193,1679112,1748151,3427265,27859,26702,54560,239526,228332,467860,106651,107481,214130,78944,81539,160482,76470,107683,184155,1015176,1106260,2121438,181453,173516,354969,204243,189619,393866,85717,83185,168907,81816,105035,186853,20159,27666,47827,1963677,2041766,4005439,142325,151256,293584
2011,29371,30523,59887,2669,2626,5293,4467,4336,8810,1909,1793,3700,1955,2007,3965,4520,5042,9565,4263,4301,8557,3437,3587,7016,3028,3453,6479,2207,2215,4430,733,808,1541,191,350,541,28324,29561,57890,1045,955,2003,415,473,879,13,15,24,3,7,12,432,492,919,20275,20960,41230,6804,7199,14009,21654,22298,43949,5730,6165,11891,24606,25341,49943,434,455,889,3968,3839,7801,1306,1312,2615,409,512,922,616,1207,1823,8682,10423,19107,3379,3206,6581,4727,4341,9066,2045,1839,3882,1253,1398,2646,207,271,479,27455,28438,55888,1700,1837,3539
2012,24594,25645,50239,1602,1565,3170,3304,3117,6420,1713,1563,3271,1459,1519,2975,2994,3134,6132,2773,2987,5758,3159,3377,6536,3210,3247,6454,2578,2653,5239,1325,1675,3002,472,795,1275,22964,24277,47241,1638,1361,2996,1110,1247,2353,28,32,55,22,22,44,1157,1300,2458,19430,20447,39872,2717,2747,5467,20091,21138,41225,2371,2430,4800,21194,22306,43501,362,311,668,2928,2768,5699,1118,1094,2216,234,375,614,398,775,1177,6121,7684,13800,2927,3021,5943,4384,4047,8426,1932,1851,3782,1696,1710,3404,250,202,456,21890,23004,44892,2746,2643,5391
2013,8022,8527,16551,433,463,894,937,894,1835,532,460,990,552,555,1104,898,986,1882,859,891,1754,1033,1106,2145,1153,1194,2350,932,977,1906,510,632,1141,185,354,537,7521,8064,15585,506,463,962,139,125,264,0,5,7,10,3,9,152,132,287,6247,6568,12816,1018,1176,2188,6972,7344,14315,439,561,1003,7098,7562,14664,44,66,117,847,809,1656,350,329,680,83,117,205,97,240,334,1882,2295,4175,1166,1202,2369,1577,1419,2991,682,727,1407,529,657,1188,29,47,73,7268,7745,15011,563,610,1167
2014,5325,5473,10800,292,316,608,635,576,1209,353,319,678,305,265,572,493,539,1034,597,655,1249,789,751,1542,792,872,1667,621,594,1209,331,378,704,122,217,333,4910,5084,9999,412,384,804,122,138,258,3,3,9,12,4,15,138,144,284,4416,4515,8933,399,448,846,4773,4907,9680,126,152,277,4755,4874,9628,56,62,113,558,515,1079,238,222,458,41,50,90,67,170,234,1189,1574,2765,806,799,1609,1031,911,1942,495,405,907,407,366,772,17,19,29,4691,4786,9475,490,526,1013
2015,7041,7602,14646,498,468,964,952,885,1841,472,427,901,423,385,808,882,966,1845,837,903,1743,871,1036,1906,864,997,1860,691,755,1439,395,490,885,159,297,448,6476,7120,13598,565,483,1050,97,131,227,3,0,4,5,0,5,103,134,233,5615,6042,11660,828,966,1792,6107,6596,12702,385,475,862,6145,6669,12813,108,83,191,872,804,1676,333,324,649,70,86,151,106,282,384,2112,2576,4687,900,1016,1914,1143,1126,2272,468,495,968,354,384,736,38,32,71,6211,6803,13016,744,645,1390
2016,24328,25342,49672,1718,1650,3373,3455,3191,6646,1730,1639,3374,1455,1477,2934,3131,3296,6431,2920,3106,6027,3138,3271,6404,2816,3032,5844,2255,2423,4677,1265,1482,2751,434,780,1210,22904,23953,46850,1426,1387,2819,867,931,1797,26,22,52,35,24,60,924,981,1906,17949,18953,36904,4128,4087,8211,18052,19042,37086,4255,4226,8480,20154,21270,41420,251,241,492,3036,2815,5848,1225,1233,2455,284,386,668,434,934,1367,6486,8057,14548,3013,2988,6006,3679,3587,7265,1857,1639,3493,1598,1624,3221,381,344,721,21834,22670,44499,2268,2332,4599
2017,5307,5596,10905,391,370,762,670,626,1292,346,354,702,344,333,676,710,704,1414,616,643,1257,654,667,1320,609,647,1255,491,550,1049,329,463,792,139,243,385,4927,5254,10184,387,338,722,172,202,376,3,3,13,3,4,10,180,211,395,4103,4379,8484,562,548,1116,4201,4545,8747,546,481,1022,4419,4747,9166,53,59,114,577,551,1135,219,239,459,54,75,129,92,146,240,1344,1694,3039,661,719,1380,839,783,1629,338,334,675,355,373,733,91,56,148,4619,4873,9488,711,676,1389
2018,19709,20891,40601,1340,1212,2550,2598,2437,5032,1213,1133,2348,1274,1344,2615,2559,2827,5390,2268,2445,4712,2551,2670,5228,2527,2639,5166,1906,2108,4014,1076,1393,2473,388,679,1068,18459,19720,38177,1254,1173,2421,285,335,620,16,13,28,12,8,26,309,359,675,15411,16105,31523,2466,2791,5260,16503,17418,33924,1555,1700,3258,17121,18101,35228,197,178,377,2333,2195,4527,827,792,1622,212,376,590,353,669,1021,5389,6558,11951,2829,2683,5508,3234,3158,6389,1301,1475,2778,1166,1308,2474,90,106,199,17544,18525,36072,1859,2105,3970
2019,8791,9922,18710,536,507,1045,1187,1123,2314,542,554,1094,470,487,959,945,1031,1977,1016,1120,2132,1127,1237,2366,1122,1293,2415,950,1162,2110,603,843,1446,288,570,856,8227,9337,17562,559,585,1149,132,139,271,3,7,17,0,0,5,142,151,295,7381,8319,15701,759,842,1599,7709,8633,16341,461,523,984,7907,8978,16882,90,91,182,1092,1037,2124,373,384,759,88,112,200,121,309,430,2397,3129,5528,1187,1374,2554,1565,1548,3109,631,665,1291,535,652,1189,32,36,68,8008,8893,16899,685,896,1576
2020,16812,18153,34970,1086,1114,2204,2316,2286,4599,1120,1080,2197,961,935,1898,1963,2086,4050,1817,2062,3874,2166,2443,4605,2111,2359,4471,1923,2114,4033,1065,1130,2198,295,542,835,15800,17154,32961,1014,998,2009,194,184,378,6,10,14,0,3,5,197,201,398,13714,14703,28421,1852,2083,3937,15028,16220,31254,706,777,1484,15044,16233,31280,194,204,397,2105,2078,4184,797,853,1652,205,254,459,252,670,922,4693,6241,10939,2206,2352,4552,3098,2666,5763,1287,1197,2490,886,920,1800,61,66,122,15262,16413,31672,1062,1247,2309
2021,16341,17675,34021,1032,952,1983,2153,2060,4207,1139,1119,2263,1169,1072,2240,2011,2099,4110,1892,2079,3977,2106,2409,4521,2027,2278,4307,1631,1809,3436,846,1165,2009,343,633,978,15216,16641,31859,1125,1037,2165,280,262,541,5,9,13,0,0,0,294,265,558,13728,14841,28576,1335,1414,2750,14461,15676,30135,729,736,1474,14411,15699,30109,152,129,281,1950,1899,3848,771,815,1592,225,324,545,301,630,933,5010,6372,11381,2287,2437,4722,2478,2300,4776,1199,1059,2254,865,952,1819,55,38,90,14604,15816,30423,1417,1538,2954
3000,387785,370362,758150,23544,21917,45463,52646,49094,101743,22854,20935,43787,19831,18773,38601,41831,41960,83795,45516,45469,90985,54435,53416,107849,56262,53425,109690,45926,40502,86428,19887,17931,37823,5042,6944,11986,353655,344686,698343,34132,25674,59807,24626,24486,49113,4741,4522,9265,3504,3480,6981,32874,32483,65359,305643,290231,595872,41180,43692,84869,327225,315601,642821,20977,22631,43605,331437,319941,651376,3444,3348,6795,46271,43276,89550,12589,12852,25434,1964,3299,5267,4409,11332,15735,101213,119498,220711,25773,24590,50364,93148,82894,176040,22352,16695,39040,25963,20004,45964,1439,1071,2508,330535,326721,657253,81835,58069,139904
3001,1077889,1114828,2192720,73558,69839,143394,146711,139084,285792,71987,69764,141749,83409,83197,166604,164931,170229,335162,151198,157292,308485,140559,147473,288034,113244,120696,233938,81414,87643,169059,37752,45725,83480,13131,23883,37014,1026078,1070393,2096464,51815,44441,96252,22163,22914,45078,1586,1509,3094,1321,1398,2718,25070,25822,50893,728802,747799,1476599,283453,300393,583847,840734,862084,1702821,172664,190367,363032,874736,907111,1781851,12655,11890,24538,135374,128712,264085,51333,52979,104314,28993,34015,63010,35752,55166,90918,491388,526796,1018186,63081,59332,122413,163814,175184,339002,36135,34346,70479,32749,38507,71257,4859,5800,10654,993619,1035451,2029066,71858,73315,145174
3002,33476,35584,69061,1938,1844,3782,4464,4215,8683,2183,2047,4221,1904,1861,3758,3586,3899,7484,3566,3908,7477,4113,4467,8579,4338,4787,9124,4192,4464,8655,2431,2848,5277,771,1244,2012,31276,33852,65129,2199,1729,3932,1266,1357,2625,82,67,151,95,77,175,1447,1504,2952,27210,28827,56034,3932,4367,8295,29770,31607,61372,1561,1821,3382,29627,31523,61155,342,300,639,4117,3905,8027,1310,1288,2599,258,377,638,570,1281,1849,9449,10887,20338,2241,2303,4549,8153,9009,17159,2126,2056,4187,2424,2507,4934,135,118,248,30486,32780,63264,3343,3439,6784
3003,71202,73585,144787,4860,4575,9441,10298,9779,20077,4643,4394,9037,4191,4340,8531,9553,10573,20124,9852,11262,21117,10267,10845,21114,8632,8701,17335,5955,5521,11474,2323,2421,4746,616,1166,1778,66680,70047,136726,4517,3535,8058,2976,3426,6401,1831,2084,3912,1243,1322,2565,6049,6829,12876,49038,49306,98343,15027,17325,32351,55401,55894,111298,9073,11180,20249,57772,58565,116337,765,687,1448,9105,8649,17750,2886,2870,5751,798,1128,1922,1881,3778,5656,26696,30787,57485,5464,5075,10537,12268,11889,24154,2629,2390,5020,2094,2175,4267,429,455,884,62527,65824,128347,12957,12926,25879
3004,6837,6695,13532,640,657,1296,1171,1113,2279,446,434,876,467,461,933,1144,1193,2333,1034,995,2036,942,899,1845,637,590,1232,253,215,466,82,102,180,24,33,55,6229,6310,12543,612,380,990,208,226,433,12,12,19,15,12,31,230,249,482,5024,4945,9973,885,914,1800,5562,5460,11021,420,455,871,5469,5375,10842,96,98,198,1001,955,1960,266,231,501,36,60,96,120,305,424,2165,2507,4666,467,399,867,1256,1050,2304,215,155,372,157,124,282,12,11,28,5726,5825,11551,1199,946,2145
3005,22260,21611,43871,1740,1695,3433,3375,3295,6673,1515,1324,2831,1518,1416,2933,3212,3439,6655,3220,3190,6406,3264,3009,6268,2530,2132,4664,1218,1211,2430,526,641,1165,144,261,411,20513,20388,40902,1742,1222,2970,810,843,1648,31,40,67,87,98,190,928,980,1902,17065,16502,33566,3519,3561,7083,19071,18476,37555,1612,1695,3302,18685,17989,36675,267,250,515,3081,3016,6095,905,850,1750,161,272,433,381,950,1334,7337,7942,15279,1903,1596,3498,4757,4204,8958,943,751,1696,680,704,1383,45,38,87,19917,19700,39617,2110,1746,3855
3006,303014,321253,624264,18723,17862,36589,38755,36748,75502,19132,18717,37853,19907,20357,40260,40041,42542,82587,40615,43591,84205,39958,43456,83415,34652,39133,73790,30141,32173,62313,15528,17584,33109,5566,9082,14645,288156,308338,596498,14859,12909,27771,5321,5656,10972,364,312,672,304,310,615,5982,6280,12260,199434,208467,407901,79477,88068,167551,247926,260052,507973,32720,38446,71170,239893,254196,494087,3861,3621,7481,35187,33496,68680,13097,13684,26787,6215,7478,13693,8071,14148,22222,122383,135709,258094,21881,21972,43851,56407,61071,117477,13165,13268,26430,7979,8859,16837,779,862,1638,274620,293235,567860,35758,38645,74405
3007,9957,11009,20966,667,642,1308,1470,1391,2858,659,639,1298,559,582,1136,1110,1216,2326,1074,1198,2274,1195,1408,2610,1224,1428,2655,1112,1256,2365,634,837,1471,254,418,676,9282,10426,19708,678,581,1260,364,358,722,28,35,64,17,25,38,412,414,820,8311,8948,17260,824,1133,1960,8950,9821,18770,238,366,608,8838,9742,18575,115,89,205,1348,1261,2611,391,405,797,73,109,184,138,394,535,2640,3253,5893,696,740,1434,2346,2718,5064,656,576,1236,692,750,1443,32,28,63,9026,10047,19078,815,858,1672
3008,24856,27220,52073,1284,1219,2506,3189,3064,6250,1459,1411,2872,1041,1122,2160,2114,2377,4491,2471,2886,5358,2897,3448,6341,3413,4009,7420,4078,4388,8467,2298,2400,4703,615,890,1511,23178,25832,49013,1674,1385,3058,907,986,1891,43,39,83,53,39,87,999,1062,2061,18633,20205,38842,4184,4893,9075,22067,24002,46063,967,1299,2270,21634,23688,45328,256,216,472,2864,2784,5650,892,896,1788,119,224,340,391,976,1362,7003,8347,15358,1899,1927,3824,6155,7040,13196,1652,1689,3337,1524,1586,3110,84,67,155,22540,24935,47477,3413,3666,7079
3009,4985,5306,10289,362,378,744,774,712,1484,357,305,664,333,344,678,611,675,1286,558,623,1188,566,602,1167,559,632,1192,489,524,1005,267,336,600,104,168,268,4685,5064,9754,294,245,538,226,239,465,9,3,14,8,9,15,242,249,490,4261,4537,8797,393,452,849,4519,4842,9353,153,178,330,4510,4867,9378,55,53,106,712,653,1365,190,175,368,28,51,78,85,197,290,1407,1696,3103,331,328,656,1142,1196,2337,275,253,524,315,348,663,16,18,38,4554,4897,9447,473,405,876
3010,39391,39289,78685,2783,2689,5469,5468,5306,10772,2506,2412,4919,2510,2482,4993,5676,5749,11430,5265,5244,10506,5750,5530,11288,4786,4482,9263,2779,2824,5598,1393,1737,3133,471,828,1296,34951,37071,72025,4434,2222,6658,1240,1344,2576,483,525,1010,367,409,777,2085,2277,4360,30612,31025,61640,5262,5670,10932,33479,33938,67420,2561,2937,5501,33345,34054,67394,466,406,866,5069,4897,9965,1542,1593,3134,336,546,883,713,1589,2300,12539,14303,26844,2997,2643,5644,8540,8209,16751,1749,1612,3363,1717,1813,3532,101,86,181,33978,35995,69974,3471,3148,6618
3011,13458,13470,26929,696,760,1455,1711,1613,3331,827,773,1601,784,618,1401,1351,1250,2605,1554,1496,3053,1678,1715,3396,1879,1956,3839,1758,1763,3524,922,1051,1977,290,479,769,12617,12841,25456,840,634,1470,629,531,1163,36,32,66,33,40,75,700,602,1310,11414,11259,22676,1017,1215,2234,11735,12280,24015,234,348,583,11659,12191,23848,113,110,228,1546,1445,2997,496,497,992,82,113,190,152,432,582,3233,3629,6857,799,836,1632,3526,3758,7279,830,849,1673,985,944,1926,49,37,79,11686,12396,24084,1691,1093,2782
3012,9488,8854,18342,862,834,1695,1390,1333,2728,572,519,1085,691,682,1376,1764,1715,3479,1309,1253,2564,1274,1199,2471,929,735,1660,495,382,873,166,159,325,27,52,81,8832,8276,17114,655,576,1232,1342,1504,2840,40,39,84,58,66,122,1437,1610,3042,6788,6278,13070,1501,1483,2986,7577,7021,14594,752,834,1590,7379,6950,14329,109,120,222,1175,1143,2314,285,271,556,41,93,132,213,422,638,2905,3324,6224,633,521,1157,1871,1415,3286,400,294,685,361,236,594,45,25,71,8147,7758,15914,1572,1252,2820
3013,38243,38746,76985,2671,2655,5323,5602,5204,10802,2692,2765,5455,2720,2681,5402,5592,5373,10963,4732,4710,9446,4935,5035,9966,4348,4314,8668,2840,2983,5830,1563,2048,3611,541,977,1519,35129,36887,72010,3114,1859,4972,2346,2456,4807,185,184,366,210,175,387,2735,2814,5554,31388,32327,63719,3722,3652,7380,32505,34033,66533,2344,2265,4613,32849,34413,67259,326,390,711,5111,4752,9858,1658,1819,3479,440,685,1128,828,1615,2439,11967,13687,25653,2401,2287,4686,7807,8141,15949,1761,1566,3329,2159,2076,4237,161,110,274,33133,34997,68128,4576,4084,8655
3014,148210,159336,307545,8136,7774,15917,20112,18958,39071,9223,9029,18245,7679,7729,15411,15260,16444,31699,18491,20121,38614,20100,23157,43257,19337,21712,41057,17411,18813,36226,9249,10414,19660,3206,5192,8393,138806,151784,290587,9406,7555,16958,2614,2558,5170,161,151,315,123,113,231,2897,2823,5714,109451,116468,225923,29121,33021,62145,132108,141329,273432,7101,9030,16134,127022,136603,263629,1557,1445,2998,18654,17604,36251,6216,6601,12813,1879,2665,4551,3216,6764,9980,58124,65996,124121,11051,11465,22518,29916,33161,63080,6322,6249,12572,4666,5112,9778,285,255,543,135264,146887,282155,16411,18453,34857
3015,62974,67744,130722,4335,4147,8477,9105,9078,18182,4493,4382,8878,4450,4261,8708,8342,8586,16926,7595,8153,15745,7750,8605,16361,7172,8019,15189,5589,6507,12097,3066,3972,7033,1084,2035,3118,59290,64684,123971,3685,3062,6747,2376,2515,4886,76,90,166,75,83,161,2520,2688,5207,50529,54805,105334,8016,8350,16366,54078,58640,112721,4722,4806,9527,54747,59534,114281,714,689,1410,8393,8399,16790,2902,3130,6040,1121,1336,2456,1972,3165,5137,22987,26035,49028,3650,3860,7504,12630,13716,26353,2681,2513,5197,2978,3328,6306,241,273,516,56695,61772,118467,5699,5866,11562
3016,86585,87227,173815,6212,5719,11929,12007,11617,23617,6485,6116,12604,7967,7297,15268,13209,13284,26490,11229,11901,23130,11047,11415,22461,8984,9188,18174,5978,6087,12067,2631,3222,5852,835,1381,2214,80512,83216,163726,6076,4013,10088,4592,4592,9186,898,971,1874,746,777,1524,6239,6338,12584,68150,68643,136796,11448,12500,23949,73145,74514,147654,6085,6904,12992,73935,75433,149366,996,924,1915,10979,10690,21675,4119,4368,8484,1777,2695,4472,2482,4630,7114,32778,36326,69103,6237,5537,11770,15555,15883,31437,3334,2946,6282,2958,2939,5896,260,276,537,75603,79658,155259,11005,9154,20162
3017,7274,7853,15130,508,504,1008,1107,1009,2118,535,482,1010,482,427,910,722,785,1515,715,861,1573,886,993,1879,897,1009,1902,846,906,1755,452,618,1067,127,263,391,6872,7506,14373,408,348,759,417,448,867,5,4,16,5,15,19,431,465,900,6225,6712,12937,606,655,1259,6622,7165,13788,244,278,521,6571,7138,13711,77,65,140,1023,921,1948,338,310,648,45,72,116,98,256,353,1949,2351,4298,488,483,976,1742,2026,3770,445,427,867,499,464,966,19,23,41,6692,7299,13990,563,551,1111
3018,8969,9142,18107,529,519,1056,1282,1100,2383,613,578,1193,506,472,976,940,1010,1958,1065,1122,2190,1245,1349,2593,1260,1245,2504,907,940,1844,460,542,1000,157,261,418,7912,8578,16493,1053,562,1617,342,324,667,38,16,56,33,25,61,413,366,776,7102,7332,14429,1020,1165,2184,7925,8217,16147,263,318,582,7680,7980,15656,85,93,177,1180,1017,2196,416,397,816,85,108,193,154,326,480,2858,3335,6189,661,655,1315,1959,2039,4000,417,390,809,413,422,837,23,22,48,7584,8265,15848,1174,1053,2227
