SOSR_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SOSR331,2134,89,14,106,2237,561,19,2813,23,3,0,6,32,0,0,0,38,0,25,63,10067,1214,259,244,11786,278,43,322,12107,1090,65,13266,2197,209,44,22,2471,56,4,66,2530,147,0,2679,2543,366,57,31,3004,44,5,49,3053,142,3,3203,78,22,18,5,122,8,0,5,124,12,0,137,42,4,3,54,104,3,0,3,111,14,3,123,4865,599,117,111,5697,109,10,126,5816,311,10,6140,59,16,3,4,85,14,3,15,100,17,0,116,84,19,3,3,111,5,5,7,119,3,0,124,143,30,4,9,193,17,4,28,218,25,0,243,5011,631,123,121,5887,132,15,147,6033,335,8,6377,977,167,44,40,1222,50,15,66,1288,383,6,1674,13,0,0,8,21,0,0,0,24,3,17,41,5997,798,166,163,7129,183,32,220,7348,715,33,8095,2964,279,59,35,3329,69,11,80,3408,175,3,3588,3013,488,61,44,3604,63,10,67,3673,210,3,3885
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,4401,270,66,336,4737,1384,14,6136,25,8,0,16,46,0,0,3,49,5,51,109,19539,3017,344,323,23227,897,182,1082,24303,2292,90,26690,3994,523,57,23,4599,126,25,145,4745,277,4,5018,5780,822,63,31,6700,131,33,162,6858,262,3,7130,146,18,37,0,207,4,0,4,209,15,0,222,53,3,0,38,100,0,3,8,104,18,0,122,9976,1366,164,98,11596,262,58,322,11916,569,10,12499,142,45,6,3,202,49,5,52,254,20,0,274,223,48,4,13,277,29,8,40,318,25,0,339,366,88,13,16,481,84,12,89,571,42,0,612,10338,1454,175,114,12077,338,69,413,12488,616,10,13114,2047,391,57,65,2556,142,44,185,2743,892,10,3639,10,3,0,5,26,3,0,3,29,0,35,59,12398,1846,230,180,14658,490,113,601,15259,1503,48,16809,6199,790,89,36,7114,198,37,236,7351,428,3,7782,7493,1171,128,64,8859,175,33,205,9061,417,3,9488
SOSR412,277,16,0,16,292,71,0,361,0,0,0,0,5,0,0,0,3,0,3,7,1344,179,33,38,1589,44,9,50,1643,122,6,1769,330,27,3,3,361,8,0,8,370,14,0,388,415,40,5,5,460,4,0,3,468,16,0,488,14,0,3,0,20,0,0,0,21,0,0,21,3,0,0,3,12,0,0,0,13,0,0,13,762,71,13,14,859,16,0,15,873,36,0,909,11,0,0,0,15,0,0,0,17,0,0,19,21,0,0,0,21,3,0,3,24,0,0,24,32,3,0,0,37,3,0,3,47,0,0,47,795,75,15,14,894,23,0,21,919,33,0,953,140,23,3,3,171,8,0,13,181,43,0,226,0,3,0,0,4,0,0,0,4,0,0,4,939,100,16,16,1071,29,3,34,1102,79,0,1185,485,45,3,0,535,11,0,11,543,14,0,552,516,70,16,4,599,12,0,17,615,27,0,639
SOSR413,371,15,3,18,390,133,0,523,0,0,0,0,0,0,0,0,4,0,7,13,1753,273,53,31,2112,75,4,84,2192,216,10,2419,335,50,6,3,388,7,0,13,400,23,0,422,544,81,10,3,637,16,0,19,654,21,0,681,15,0,9,0,27,0,0,0,27,3,0,27,5,0,0,9,17,0,0,0,19,0,0,17,899,133,20,15,1066,30,0,32,1097,48,0,1146,9,0,0,0,14,3,0,3,14,0,0,12,15,3,0,0,15,7,0,3,23,3,0,25,23,3,0,0,26,7,0,9,34,3,0,38,919,132,25,15,1089,39,3,39,1133,55,0,1190,171,42,5,7,222,8,0,8,227,60,0,290,0,0,0,0,4,0,0,0,4,0,0,6,1089,176,29,22,1313,45,7,48,1367,117,4,1485,561,63,4,3,630,29,3,32,662,28,0,693,708,99,17,7,828,21,6,22,855,43,0,893
SOSR414,94,0,0,0,99,20,0,121,4,0,0,0,4,0,0,0,4,0,0,4,398,52,3,14,467,10,0,11,479,48,0,521,64,6,0,0,74,0,0,0,73,6,0,83,129,21,0,3,148,4,0,4,149,9,0,161,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,202,26,0,3,232,4,0,4,231,18,0,248,0,3,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,4,3,0,0,10,0,0,0,10,0,0,10,204,26,0,3,241,4,0,4,242,18,0,257,30,6,3,0,39,0,0,0,39,12,0,44,3,0,0,0,3,0,0,0,3,0,3,3,231,32,3,4,278,4,0,4,281,27,3,306,84,11,0,0,99,3,0,3,100,6,0,106,155,23,4,6,188,0,0,0,192,10,0,200
SOSR415,399,23,10,33,434,108,0,536,0,0,0,0,4,0,0,0,4,0,3,10,1879,286,56,32,2250,59,11,75,2322,191,7,2518,425,42,3,6,470,12,0,16,483,16,0,503,622,69,13,6,713,13,0,12,732,42,0,771,12,0,4,0,21,0,0,0,18,0,0,22,10,0,0,11,19,0,0,0,19,0,0,22,1064,111,25,19,1225,20,4,29,1257,61,0,1313,6,0,0,0,10,8,0,7,21,7,0,29,22,5,0,0,27,0,0,0,27,0,0,27,29,9,0,0,36,8,0,7,45,5,0,54,1101,118,25,23,1262,31,7,35,1303,70,0,1366,158,36,9,0,204,10,0,16,216,90,0,309,5,0,0,3,6,0,0,0,6,0,0,4,1263,153,37,25,1475,42,11,48,1525,152,3,1684,641,50,9,6,708,11,4,16,725,33,0,759,744,118,17,12,895,8,5,11,909,42,0,957
SOSR421,112,0,4,4,118,33,0,153,0,0,0,0,4,0,0,0,4,0,0,4,566,106,9,7,691,14,3,22,713,63,0,774,107,15,0,0,127,0,3,5,133,8,0,141,194,30,4,6,233,3,0,3,232,7,0,239,3,0,0,0,8,0,0,0,7,0,0,4,3,0,0,3,7,0,0,0,7,0,0,8,307,49,5,13,372,3,3,8,376,19,0,392,0,0,0,0,0,3,0,3,3,4,0,9,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,3,0,3,10,3,0,11,308,49,5,13,374,7,3,11,385,23,0,407,43,18,0,0,67,3,0,3,70,19,0,87,3,0,0,0,4,0,0,0,4,0,3,8,356,69,5,12,444,8,3,14,458,40,5,503,162,19,6,0,191,0,0,0,192,12,0,209,240,35,3,6,281,10,0,10,290,16,0,302
SOSR422,57,5,0,5,57,33,0,89,0,0,0,0,0,0,0,0,0,0,9,6,292,55,4,9,357,25,0,25,377,66,10,456,48,8,0,0,56,3,0,3,60,11,0,72,68,19,0,3,90,3,0,4,93,13,0,105,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,123,24,3,3,153,8,0,8,159,23,0,178,4,0,0,0,3,3,0,0,5,0,0,5,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,6,3,0,3,6,0,0,6,121,24,4,3,155,11,3,7,164,23,0,188,24,9,0,0,37,0,0,5,38,23,0,63,0,0,0,0,0,0,0,0,0,0,0,0,151,33,7,3,192,6,3,10,208,45,0,250,78,15,0,0,88,0,0,0,91,8,0,97,107,28,3,0,141,5,0,5,143,12,3,162
SOSR431,629,13,4,20,650,115,0,770,6,3,0,0,13,0,0,0,13,0,30,49,3468,455,96,71,4088,63,17,77,4166,249,35,4456,747,74,10,3,838,6,3,6,847,42,0,889,1124,157,18,12,1306,14,3,16,1319,52,0,1370,37,5,16,3,60,0,0,0,59,3,0,59,12,0,4,25,41,0,0,0,41,5,0,50,1916,231,43,42,2243,20,6,27,2265,99,4,2371,20,6,0,0,26,5,0,5,29,0,0,33,25,0,0,0,21,0,0,0,24,4,0,29,40,5,3,0,49,4,0,4,57,3,0,59,1962,242,49,42,2294,24,6,30,2324,106,4,2429,310,50,5,9,373,10,3,15,380,76,3,464,3,0,0,0,5,0,0,0,5,0,10,18,2273,289,57,56,2671,39,9,47,2710,177,21,2910,1084,123,15,6,1238,17,3,20,1259,52,0,1308,1300,202,25,11,1546,22,3,24,1573,73,3,1646
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,9827,527,91,613,10441,1524,27,11997,47,4,0,32,88,0,0,3,89,23,108,218,36724,4464,837,653,42679,1753,264,2017,44695,2891,182,47771,6812,770,120,37,7741,332,45,381,8122,405,8,8536,9799,1201,172,88,11260,322,38,358,11620,374,3,11999,237,46,70,0,355,15,0,15,366,10,0,382,92,16,5,112,223,9,3,6,234,19,10,266,16942,2034,369,240,19582,678,85,758,20342,812,30,21182,353,36,10,4,395,92,10,99,492,30,0,522,589,91,20,16,714,79,17,96,803,39,0,845,934,123,29,18,1108,169,28,192,1303,67,3,1368,17884,2152,400,258,20693,843,111,949,21643,880,33,22549,4409,584,143,109,5242,291,49,341,5586,964,17,6567,33,4,0,26,61,3,0,3,67,10,59,134,22322,2739,541,388,25994,1137,162,1295,27296,1851,110,29252,10556,1202,186,64,12010,469,69,539,12547,657,3,13209,12838,1696,216,117,14871,500,71,573,15437,545,10,15993
SOSR511,363,17,0,18,380,47,0,420,0,0,0,3,3,0,0,0,3,0,0,6,1523,115,58,36,1738,64,7,72,1808,100,0,1908,281,15,10,3,305,8,0,11,316,17,0,339,433,42,15,3,500,15,0,16,514,21,0,536,10,0,0,0,7,0,0,0,7,0,0,7,0,0,0,5,9,0,0,0,9,0,0,13,718,66,26,14,827,24,4,28,848,38,0,894,6,0,0,0,11,5,0,5,15,3,0,24,27,0,0,0,33,3,0,3,39,0,0,40,38,0,0,0,44,15,0,15,53,3,0,59,757,66,30,16,864,35,4,39,903,43,5,951,176,16,5,0,199,14,0,13,215,25,0,241,0,0,0,0,3,0,0,0,3,0,4,5,930,82,41,14,1066,50,6,56,1119,69,5,1194,418,28,12,3,461,12,0,12,477,20,0,493,571,57,16,5,653,17,0,15,662,26,0,688
SOSR512,497,29,5,31,532,100,3,632,4,0,0,0,6,0,3,3,7,0,3,11,2264,290,75,63,2690,85,9,99,2785,190,6,2987,497,52,7,8,557,19,3,18,580,19,3,601,668,80,17,5,769,14,6,15,786,30,0,821,18,3,5,0,30,0,0,0,30,0,0,33,6,0,0,14,22,0,0,0,22,6,0,30,1188,137,31,28,1383,31,5,35,1424,57,3,1479,6,0,0,3,13,4,0,4,16,3,0,21,16,0,0,0,22,5,0,5,29,3,0,26,25,4,0,4,29,10,0,10,39,4,0,44,1211,146,31,33,1418,41,5,47,1464,61,3,1528,218,40,12,10,269,10,0,10,283,67,0,344,0,0,0,0,0,0,0,0,3,0,0,3,1430,184,38,36,1692,50,10,56,1750,125,6,1877,733,72,19,12,837,25,0,30,862,33,0,898,834,106,27,12,977,12,4,20,995,31,0,1030
SOSR513,243,4,0,3,252,40,3,294,7,3,0,0,10,0,0,0,10,0,8,15,1164,118,41,27,1346,23,5,32,1383,72,14,1466,248,19,6,3,272,12,3,13,285,15,0,298,236,19,6,3,275,3,0,3,274,4,0,279,8,3,4,0,12,0,0,0,12,0,0,12,4,0,0,6,9,0,0,0,9,0,0,9,497,48,20,11,565,14,3,17,582,14,0,598,7,0,0,0,7,7,0,7,15,0,0,17,3,0,0,0,5,4,0,4,6,0,0,8,14,0,0,0,11,10,0,10,27,3,0,30,510,48,16,11,581,25,3,24,608,21,0,625,98,5,4,4,114,5,3,4,123,23,0,148,4,0,0,0,4,0,0,0,4,0,5,6,611,55,20,15,702,26,8,33,730,43,10,784,370,34,6,3,411,6,0,3,415,15,0,432,277,34,0,3,317,7,0,7,317,4,0,324
SOSR514,167,15,6,23,187,36,0,228,0,0,3,0,0,0,0,0,0,0,4,9,654,92,17,15,782,43,7,50,838,64,7,910,83,12,0,0,97,6,0,4,97,6,0,106,162,29,5,3,207,3,0,3,206,8,0,216,8,0,3,0,8,0,0,0,8,0,0,8,3,0,0,3,9,0,0,0,9,0,0,7,256,41,11,9,313,7,0,10,320,22,3,343,6,0,3,0,12,3,0,3,13,0,0,13,9,0,0,0,7,0,0,0,7,0,0,7,14,0,3,0,19,3,0,8,24,0,0,24,274,41,7,9,333,14,4,12,347,22,3,368,68,10,3,0,85,10,3,12,90,19,0,112,0,0,0,0,0,0,0,0,0,0,0,8,338,56,16,6,418,15,5,25,440,43,5,482,145,24,3,0,173,3,0,3,181,15,0,193,182,39,9,9,238,8,0,8,242,15,0,266
SOSR515,349,30,8,38,384,101,0,484,3,3,0,3,6,0,0,0,6,0,11,17,1545,207,69,47,1865,83,12,98,1959,159,17,2132,332,37,4,3,383,11,0,14,395,26,0,426,339,71,16,3,419,5,0,10,425,16,0,443,19,4,5,0,26,0,0,0,29,0,0,29,6,0,0,4,14,0,0,0,12,0,0,19,695,111,28,9,843,23,4,25,866,44,0,911,19,0,0,0,22,9,0,9,32,0,0,32,11,0,0,0,12,5,0,5,18,5,0,25,32,0,0,0,31,11,0,18,50,11,0,60,728,109,31,9,876,35,5,35,918,55,0,973,130,27,13,4,172,10,0,10,180,81,0,259,0,0,0,0,0,0,0,0,0,0,3,9,853,141,39,20,1052,43,5,47,1099,139,5,1237,419,42,6,5,476,17,3,23,494,24,0,523,381,64,9,4,461,5,0,8,469,27,0,504
SOSR521,240,14,5,21,261,72,0,334,0,0,0,0,0,0,0,0,5,0,7,10,719,104,45,16,878,43,5,50,932,120,10,1062,146,13,0,0,163,3,0,3,163,11,0,173,183,40,6,5,226,9,0,11,235,12,0,244,7,0,5,0,8,3,0,3,13,0,0,13,0,0,0,6,8,0,0,0,8,0,0,8,330,54,11,11,406,11,0,9,414,22,0,439,3,0,0,0,3,6,0,6,9,0,4,15,3,0,0,0,3,0,3,3,10,0,0,10,10,0,0,0,12,6,3,6,16,0,4,25,337,53,11,6,416,20,6,23,434,24,4,458,111,10,5,4,131,15,0,20,151,48,3,199,0,0,0,0,0,0,0,0,0,0,3,9,450,67,18,10,546,31,5,37,584,65,11,664,138,15,8,0,168,5,0,9,177,9,0,184,198,36,20,3,259,9,3,15,272,13,0,286
SOSR522,88,21,3,22,113,70,6,181,0,0,0,0,0,0,0,0,0,0,3,9,245,64,8,20,341,42,6,46,382,96,6,492,36,8,0,0,44,0,0,0,44,8,0,52,59,16,0,3,76,0,0,0,80,7,0,85,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,5,94,21,0,3,123,0,0,0,123,17,0,144,4,0,0,0,3,3,0,3,9,0,0,9,4,0,0,0,4,0,0,0,6,0,0,6,8,0,0,0,11,7,0,7,13,0,0,13,102,22,3,3,126,9,0,9,137,17,0,155,38,9,0,4,54,6,0,9,58,33,0,96,0,0,0,0,0,0,0,0,0,0,6,4,135,29,3,10,179,15,0,16,197,53,6,261,47,3,0,0,52,0,0,0,52,4,0,58,64,4,0,0,70,3,0,3,72,4,3,75
SOSR531,749,41,6,45,795,150,8,948,5,0,0,3,12,0,3,3,11,0,28,40,3296,432,117,74,3922,126,12,136,4056,268,37,4365,559,69,18,3,649,12,3,20,666,25,0,697,819,142,26,11,990,10,0,13,1003,41,0,1049,16,7,9,0,29,0,0,0,32,0,0,35,10,3,0,16,25,0,0,0,25,0,0,31,1404,212,53,31,1701,24,5,30,1735,74,0,1808,14,3,0,0,17,3,0,3,23,4,0,20,32,3,3,0,43,8,7,13,52,3,0,56,50,10,3,0,57,7,7,12,77,4,0,81,1453,221,56,31,1763,37,11,47,1810,80,0,1887,354,55,20,14,438,22,0,27,468,89,0,559,7,0,0,0,5,0,0,0,5,0,14,17,1815,276,69,39,2208,59,10,69,2278,171,18,2466,798,98,14,11,926,15,4,21,945,46,3,991,1001,178,38,11,1232,25,3,21,1259,53,0,1312
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
