SOSR_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
SOSR302,38,35,39,41,12,100,4576,488,133,123,32,33,40,48,46,33,79,1057,35,8,3,0,0,0,0,0,0,11,53,4036,581,424,83,75,76,89,86,46,187,5683,13,3,3,0,0,0,0,0,0,9,39,15408,2095,1601,280,213,210,208,174,95,540,20828,11830,765,621,92,83,82,72,52,43,335,13979,2939,154,94,14,14,16,12,15,6,70,3337,498,75,87,18,24,20,17,34,24,52,845,40,0,0,0,0,0,0,0,0,7,45,3482,230,180,29,33,40,30,49,29,127,4227,22,0,0,0,0,0,0,0,0,10,42,15334,1000,799,121,124,120,99,107,66,476,18251,5916,366,255,26,36,27,23,24,21,312,6993,1723,50,37,4,0,10,0,3,8,71,1907,466,48,26,9,7,8,10,6,3,34,621,27,0,0,0,3,0,0,0,0,0,33,2218,97,68,13,7,17,8,11,6,104,2557,34,3,0,0,0,0
SOSR303,35,24,29,18,19,66,2977,179,45,54,28,25,33,34,23,27,50,484,24,0,3,0,0,0,0,0,0,3,27,2373,353,326,63,58,53,60,38,49,118,3492,14,4,3,0,0,0,0,0,0,16,36,12916,1373,1166,180,196,145,128,107,78,438,16722,10988,549,452,47,58,53,41,49,21,288,12542,1858,82,63,8,17,10,10,17,7,56,2123,196,15,38,13,12,15,9,21,14,22,354,30,0,0,0,0,0,0,0,0,5,40,2084,100,98,24,29,20,17,36,19,87,2518,28,0,0,0,0,0,0,0,0,10,40,13100,651,549,73,89,77,56,84,38,386,15103,5645,318,172,17,14,21,17,14,4,194,6418,1178,39,21,3,0,4,3,8,0,50,1306,221,16,16,11,4,0,3,8,0,17,297,6,0,0,0,0,0,0,0,0,3,16,1409,54,37,12,6,3,9,9,5,66,1612,35,0,0,0,0,0
SOSR311,5,6,6,5,7,20,733,34,5,16,0,4,9,8,5,9,14,108,8,0,0,0,0,0,0,0,0,0,12,523,105,106,14,13,14,13,11,22,37,850,13,0,0,0,0,0,0,0,0,6,14,3371,330,308,49,55,25,28,26,24,112,4329,3543,120,101,8,15,9,12,6,3,120,3936,524,15,27,4,9,6,7,5,3,10,605,45,7,3,3,4,0,0,4,0,9,82,13,0,0,0,0,0,0,0,0,0,13,576,27,30,9,12,6,11,5,6,22,697,16,0,0,0,0,0,0,0,0,4,24,4132,141,129,21,27,18,20,16,11,150,4652,1977,78,46,0,4,7,5,0,0,88,2208,407,4,7,0,3,0,4,0,0,19,446,51,3,4,0,0,0,0,0,3,7,69,9,0,0,0,0,0,0,0,0,3,13,471,9,8,0,6,0,4,0,3,29,525,14,0,0,0,0,0
SOSR312,3,9,4,3,0,3,176,8,0,3,0,3,3,0,0,3,4,32,3,0,0,0,0,0,0,0,0,0,4,126,11,20,10,3,8,4,4,3,8,208,0,0,0,0,0,0,0,0,0,0,3,784,55,74,22,25,23,4,6,4,33,1041,606,19,11,3,0,0,4,0,3,11,657,81,0,5,0,0,3,0,0,0,6,101,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,88,3,4,0,0,6,0,3,3,9,114,0,0,0,0,0,0,0,0,0,0,0,690,22,14,4,0,5,5,3,4,19,773,286,9,0,0,0,0,0,0,0,20,317,49,0,0,0,0,0,0,0,0,5,55,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,5,69,3,0,0,0,0,0
SOSR313,4,7,4,3,0,14,515,12,4,3,3,5,0,5,3,0,10,51,6,0,0,0,0,0,0,0,0,0,3,361,65,73,7,15,10,11,8,8,27,570,4,0,0,0,0,0,0,0,0,0,8,2334,265,197,35,50,25,19,21,10,106,3061,2493,86,66,15,9,13,8,6,5,80,2790,364,8,11,0,0,0,0,0,0,12,403,23,3,4,0,0,0,3,0,0,9,49,3,0,0,0,0,0,0,0,0,0,7,390,14,19,0,3,3,3,0,0,16,450,5,0,0,0,0,0,0,0,0,6,9,2890,101,89,19,14,13,10,11,8,107,3249,1326,40,32,4,3,3,0,9,0,60,1475,248,7,0,0,0,0,0,3,3,15,279,24,3,4,0,0,0,0,0,0,3,31,3,0,0,0,0,0,0,0,0,0,4,275,7,4,0,0,0,0,3,3,21,315,14,0,0,0,0,0
SOSR314,11,9,0,5,0,30,532,40,3,10,0,3,8,3,9,6,5,90,6,0,0,0,0,0,0,0,0,0,6,403,64,74,11,12,10,7,8,5,40,632,5,0,0,0,0,0,0,0,0,5,8,2449,207,228,39,22,36,22,22,13,108,3135,2144,85,60,8,6,11,10,9,3,77,2412,350,10,12,0,3,3,0,4,0,11,404,51,0,8,0,0,0,0,0,0,9,66,6,0,0,0,0,0,0,0,0,0,4,409,17,13,3,3,4,0,4,3,19,475,4,0,0,0,0,0,0,0,0,6,11,2556,100,74,11,14,15,6,12,11,109,2900,1019,29,25,3,4,9,0,0,0,42,1129,327,4,8,0,0,0,0,0,0,18,355,123,0,4,0,0,0,0,0,0,8,132,6,0,0,0,0,0,0,0,0,0,6,447,4,17,0,0,0,0,0,0,24,497,4,0,0,0,0,0
SOSR315,9,11,5,9,4,23,667,41,3,12,0,0,0,0,9,3,3,79,7,0,0,0,0,0,0,0,0,3,9,538,69,65,4,10,12,6,11,8,30,762,5,0,0,0,0,0,0,0,0,12,18,4344,326,233,34,39,32,22,24,15,167,5239,4380,142,115,7,16,13,18,3,0,154,4853,532,13,23,3,0,0,0,3,0,23,602,45,7,5,0,0,0,3,0,3,6,74,14,0,0,0,0,0,0,0,0,0,16,595,25,26,3,0,3,3,5,3,28,687,13,0,0,0,0,0,0,0,0,8,17,4985,171,134,10,23,16,21,9,7,189,5560,1981,61,30,4,3,7,0,7,3,64,2157,379,10,6,0,0,0,7,0,0,11,407,87,0,0,0,0,0,0,0,0,10,97,3,0,0,0,0,0,0,0,0,0,3,471,8,5,3,0,0,7,0,0,20,512,6,0,0,0,0,0
SOSR321,0,3,0,0,0,17,289,15,0,0,0,0,0,0,0,4,0,21,3,3,0,0,0,0,0,0,0,0,4,239,25,18,3,0,5,0,3,4,17,314,12,0,0,0,0,0,0,0,0,4,12,1979,144,91,12,11,8,3,14,4,72,2331,1995,62,51,9,0,4,10,5,4,54,2189,252,5,11,0,0,3,0,0,0,7,283,14,0,0,0,0,0,0,0,0,7,23,4,0,0,0,0,0,0,0,0,0,5,273,5,13,0,0,3,0,0,0,18,305,3,0,0,0,0,0,0,0,0,3,11,2268,63,68,9,0,12,10,5,8,72,2507,787,17,18,0,0,4,0,0,0,21,846,132,7,0,0,0,0,0,0,0,6,141,14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,144,4,0,0,0,0,0,0,0,6,156,3,0,0,0,0,0
SOSR322,0,0,0,0,0,7,120,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,98,14,16,0,0,0,0,0,0,5,137,0,0,0,0,0,0,0,0,0,3,4,785,60,37,5,7,4,0,0,0,48,948,845,20,9,3,0,3,0,0,0,24,908,110,3,0,0,0,0,0,0,0,8,120,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,112,3,3,0,0,0,0,0,0,10,127,5,0,0,0,0,0,0,0,0,0,7,962,26,11,3,0,3,0,0,0,32,1037,287,6,3,0,0,0,0,0,0,22,323,72,0,0,0,0,0,0,0,0,3,73,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,3,89,3,0,0,0,0,0
SOSR331,6,15,6,8,4,49,1351,96,17,12,3,0,3,6,6,0,13,152,17,3,3,0,0,0,0,0,0,0,17,1158,132,104,15,9,20,9,10,4,58,1520,21,0,0,0,0,0,0,0,0,38,55,8619,603,365,56,35,33,34,34,12,408,10210,7168,190,112,13,15,15,7,16,3,254,7794,1167,22,38,3,3,4,3,0,3,35,1278,85,3,8,0,0,0,0,3,0,8,113,14,0,0,0,0,0,0,0,0,3,18,1267,25,49,3,3,4,4,3,3,47,1409,31,0,0,0,0,0,0,0,4,20,50,8464,217,162,18,21,18,17,18,8,317,9260,2487,67,37,3,5,9,0,9,3,95,2718,650,11,6,3,0,0,0,0,0,22,697,112,5,5,0,0,0,0,0,0,6,132,7,0,0,0,0,0,0,0,0,0,11,769,20,11,3,0,0,7,0,4,30,840,16,0,0,0,0,0
SOSR379,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,5,51,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,3,4,0,0,0,0,0,3,9,58,0,0,0,0,0,0,0,0,0,11,17,368,23,16,3,3,4,3,5,3,42,473,371,26,10,0,0,3,0,3,4,25,447,31,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,9,12,409,29,10,0,0,5,0,3,4,31,498,50,0,0,0,0,0,0,0,3,6,64,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
SOSR401,58,70,42,50,42,257,12213,2623,429,549,177,197,172,195,207,183,326,5056,104,6,3,4,0,0,3,0,0,18,141,13209,1110,1026,256,252,243,236,254,223,602,17407,43,3,0,0,0,0,0,0,0,30,77,37552,1863,1559,336,326,302,273,292,251,1168,43921,23480,226,243,36,39,55,28,45,10,494,24655,10664,155,107,30,16,28,11,27,21,250,11314,2550,224,281,73,75,86,75,101,80,219,3771,131,3,3,0,0,0,0,0,0,15,148,13349,380,396,106,90,113,87,130,100,484,15238,77,0,0,0,0,0,0,0,0,42,120,36898,603,640,143,123,161,120,172,114,1020,40005,13584,162,75,18,4,14,6,12,0,426,14304,8178,43,39,10,7,0,4,5,7,233,8529,4138,115,120,35,24,18,25,10,23,220,4734,119,0,0,0,0,0,0,0,0,18,142,12443,158,166,46,25,26,29,19,23,468,13406,119,0,0,0,0,0
SOSR412,7,3,0,0,3,7,213,10,0,12,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,3,182,9,19,9,7,3,3,3,0,10,252,9,0,0,0,0,0,0,0,0,0,9,2061,40,50,7,11,7,3,7,3,68,2256,1616,9,7,4,0,5,3,0,0,37,1689,229,0,4,0,0,0,0,0,0,8,246,19,0,7,0,0,0,0,0,0,3,33,4,0,0,0,0,0,0,0,0,0,7,251,4,15,3,0,0,3,0,0,10,287,3,0,0,0,0,0,0,0,0,0,9,1874,14,22,5,0,10,4,0,0,52,1981,1166,9,5,0,0,0,0,0,0,45,1226,243,0,3,0,0,0,0,0,0,11,262,36,0,3,0,0,0,0,0,0,9,47,0,0,0,0,0,0,0,0,0,0,3,283,0,4,0,0,0,0,0,0,19,315,9,0,0,0,0,0
SOSR413,3,3,0,3,0,7,260,19,0,3,0,0,5,0,4,3,6,40,0,0,0,0,0,0,0,0,0,0,0,209,23,27,3,9,12,3,7,3,13,303,8,0,0,0,0,0,0,0,0,12,19,1937,92,65,11,15,16,7,5,5,76,2223,2243,25,21,4,11,3,0,7,0,70,2378,302,6,7,0,0,0,0,0,0,12,327,26,0,3,3,0,0,0,3,0,0,37,3,0,0,0,0,0,0,0,0,0,3,331,10,11,3,0,0,0,4,0,12,374,5,0,0,0,0,0,0,0,0,0,5,2577,31,37,6,10,0,5,9,0,80,2755,1294,17,13,3,0,0,0,0,0,54,1380,266,0,0,0,0,0,0,0,0,3,280,39,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,4,318,17,0,0,0,0,0
SOSR414,0,0,0,0,0,0,50,14,3,3,7,4,3,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,52,3,9,8,7,3,0,5,0,0,87,0,0,0,0,0,0,0,0,0,0,0,504,27,20,5,7,4,0,5,0,17,589,719,12,10,0,0,0,0,4,0,24,777,45,0,3,0,0,0,0,0,0,3,54,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,55,0,3,0,0,0,0,0,0,3,63,6,0,0,0,0,0,0,0,0,0,9,774,12,14,0,0,0,0,4,0,33,845,475,8,3,0,0,0,0,3,0,26,520,55,0,0,0,0,0,0,0,0,0,57,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
SOSR415,3,5,0,0,0,11,262,23,6,14,3,5,3,0,0,0,0,58,9,0,0,0,0,0,0,0,0,0,5,231,22,31,3,11,10,0,0,0,13,327,7,0,0,0,0,0,0,0,0,0,10,2188,98,67,10,13,17,3,0,4,88,2486,2140,22,17,0,4,4,7,3,3,66,2271,286,4,4,0,0,0,0,0,0,3,299,48,0,4,0,0,0,0,3,0,0,56,4,0,0,0,0,0,0,0,0,0,5,340,5,11,0,0,0,3,3,0,6,366,4,0,0,0,0,0,0,0,0,4,9,2484,22,26,3,5,3,8,8,3,78,2645,1245,7,8,0,3,8,3,3,0,50,1319,259,0,0,0,0,0,0,0,0,13,272,87,0,0,0,0,0,0,0,0,10,98,5,0,0,0,0,0,0,0,0,3,12,355,0,0,0,0,0,0,0,0,18,381,9,0,0,0,0,0
SOSR421,0,0,0,0,0,4,54,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0,0,0,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,706,18,18,0,0,0,0,0,0,21,764,691,12,15,0,0,0,0,0,0,27,745,60,0,0,0,0,0,0,0,0,3,61,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,754,12,15,0,0,0,0,0,0,30,813,326,3,4,0,0,0,0,0,0,18,348,39,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0
SOSR422,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,5,5,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,458,14,11,3,0,0,0,3,0,16,507,461,4,4,0,0,0,0,0,0,16,488,46,0,0,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,3,512,5,4,0,0,0,0,0,0,19,543,200,0,0,0,0,0,0,0,0,8,211,37,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
