SOSR_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SOSR611,15,0,3,3,26,0,0,0,26,8,0,34,3,0,0,0,8,0,0,0,6,0,0,5,862,140,20,12,1035,19,5,19,1056,62,3,1121,5,3,0,0,11,4,0,4,15,7,0,18,16,3,0,0,14,4,0,4,16,4,0,23,22,3,0,0,28,3,0,8,34,7,0,42,885,144,20,12,1058,26,4,31,1090,68,3,1160,175,26,3,3,214,7,3,12,220,86,0,308,3,0,0,0,3,0,0,0,3,0,0,3,1063,172,26,18,1272,30,12,37,1310,158,3,1472,136,15,0,0,158,0,0,5,159,6,0,166,146,26,3,3,177,0,0,7,179,15,0,195,3,0,0,0,10,0,0,0,10,3,0,11,3,0,0,0,0,0,0,0,0,0,0,0,288,41,11,4,342,4,5,11,348,22,0,374,3,0,0,0,6,3,0,3,7,0,0,7,0,4,0,0,4,0,0,0
SOSR612,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,251,42,8,7,304,6,0,6,309,25,3,338,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,7,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,8,3,0,9,256,43,8,7,313,11,0,11,322,26,3,346,52,13,0,0,73,10,0,10,82,32,0,111,0,0,0,0,0,0,0,0,0,0,0,0,306,59,5,8,381,17,0,17,400,52,3,458,25,3,0,0,28,0,0,0,28,0,0,29,27,11,0,0,31,0,0,0,31,3,0,39,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,17,3,0,65,0,0,0,65,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR613,10,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,5,0,0,0,5,0,0,5,361,56,14,3,434,19,0,19,451,16,0,464,0,4,0,0,9,3,0,3,10,3,0,9,9,3,0,0,10,3,0,3,10,0,0,17,10,6,0,0,18,3,0,3,21,4,0,25,372,61,14,3,447,23,0,23,475,17,0,490,57,15,6,0,79,5,0,7,87,37,0,130,0,0,0,0,0,0,0,0,0,0,0,0,432,83,15,3,534,32,0,28,565,60,0,621,34,3,0,0,38,3,0,3,41,4,0,40,40,10,0,0,56,4,0,7,61,0,0,64,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,79,14,3,0,93,5,0,4,102,5,0,107,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SOSR614,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,9,3,0,101,0,0,0,103,10,0,113,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,88,12,3,0,103,0,0,6,110,10,0,116,19,9,0,0,30,3,0,4,34,11,0,47,0,0,0,0,0,0,0,0,0,0,0,0,107,19,3,4,133,7,0,8,142,25,0,164,5,4,0,0,10,0,0,0,10,0,0,13,11,4,0,0,14,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,27,0,0,0,23,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR615,18,3,3,0,20,0,0,0,20,3,0,22,3,0,0,4,9,0,0,0,9,0,0,9,614,102,6,13,739,12,3,19,758,56,0,809,7,3,0,0,7,4,0,4,14,3,0,15,6,0,0,0,8,4,0,4,13,5,0,15,11,3,0,0,16,7,0,3,20,7,0,25,626,106,9,19,757,22,0,22,777,62,0,837,102,28,11,4,147,10,0,15,157,46,0,209,3,0,0,0,3,0,0,0,3,0,0,4,729,133,17,25,905,31,4,37,942,111,0,1048,69,6,0,0,74,0,0,0,77,5,0,84,84,15,0,0,105,0,0,0,106,11,0,111,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,156,25,4,3,184,3,0,3,187,17,0,204,3,3,0,0,6,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0
SOSR621,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,3,5,0,0,0,5,0,0,5,199,39,3,4,243,7,0,4,247,22,0,266,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,3,4,0,4,7,3,0,8,200,39,3,4,242,9,0,12,256,20,0,280,33,11,0,3,43,5,0,5,47,18,0,69,0,0,0,0,0,0,0,0,0,0,0,0,237,45,3,4,293,12,0,11,305,45,0,346,16,4,0,0,26,0,0,0,24,0,0,22,23,4,0,0,25,0,0,0,30,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,54,0,0,0,57,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR622,3,0,0,0,8,0,0,0,8,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,119,17,5,3,148,3,0,4,150,7,0,156,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,0,0,7,121,17,5,3,149,7,0,3,149,7,0,162,24,5,4,0,35,0,0,0,35,14,0,47,3,0,0,0,5,0,0,0,5,0,0,4,147,23,9,3,186,7,0,3,187,22,0,210,9,0,0,0,13,0,0,0,12,0,0,18,16,0,0,0,16,0,0,0,18,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,31,0,0,0,28,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR631,26,4,9,0,40,0,0,0,42,10,0,53,10,3,0,15,32,0,0,0,32,0,0,32,1359,249,35,28,1668,25,6,36,1703,110,0,1821,9,3,0,0,14,3,0,3,12,3,0,16,11,4,0,0,16,3,0,3,21,3,0,29,25,8,0,0,26,7,0,9,35,5,0,45,1384,249,35,28,1699,35,8,44,1740,120,0,1858,254,49,11,16,333,7,0,6,337,139,0,475,12,0,0,0,12,0,0,0,12,0,5,17,1648,303,41,43,2038,40,12,48,2090,254,8,2355,171,20,4,0,195,0,0,0,198,17,0,212,179,41,3,0,221,0,0,0,229,15,0,247,6,4,0,0,7,0,0,0,7,3,0,11,0,0,0,4,8,0,0,0,8,0,0,8,358,65,5,7,436,7,0,5,441,38,0,479,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,8,0,0,0
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,23,7,8,0,42,0,0,0,42,3,0,40,5,0,0,15,22,0,0,0,22,3,0,28,1409,131,34,29,1598,31,4,30,1628,74,0,1703,26,0,0,0,29,3,0,3,30,0,0,28,17,5,0,0,21,3,0,3,23,4,0,27,38,5,0,0,47,3,0,9,50,4,0,53,1444,137,33,29,1641,33,3,37,1682,78,0,1758,187,27,11,10,234,5,0,4,238,38,0,285,3,0,0,3,3,0,0,0,3,0,0,10,1640,158,40,46,1883,36,6,41,1924,124,3,2048,219,15,3,0,239,3,3,7,243,11,0,253,77,19,3,4,109,0,0,0,111,3,0,111,6,0,3,0,10,0,0,0,10,0,0,10,5,0,0,14,15,0,0,0,15,0,0,15,311,38,12,15,371,4,3,7,378,17,0,394,6,0,3,0,12,0,0,0,12,0,0,12,7,0,0,0,7,0,0,0
SOSR712,4,0,0,0,3,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,0,0,4,298,15,4,9,323,0,3,0,331,8,0,337,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,4,7,0,0,0,7,0,0,0,5,0,0,9,301,15,4,9,331,0,5,3,339,5,0,342,31,0,0,0,34,0,0,0,34,14,0,50,0,0,0,0,0,0,0,0,0,0,0,3,335,19,4,8,371,0,5,3,372,22,0,392,26,0,0,0,24,0,0,0,24,0,0,31,11,3,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,38,0,0,0,38,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,0,0,59,0,0,0,60,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,0,0,59,0,0,0,60,3,0,68,0,0,0,0,0,0,0,3,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,58,6,0,0,66,0,0,3,68,10,0,74,7,0,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,62,22,0,3,87,3,0,3,86,22,0,107,4,3,0,0,5,10,0,10,18,3,0,18,3,0,0,0,3,4,5,6,8,3,0,11,4,3,0,0,4,13,5,17,26,6,0,28,68,18,0,3,90,17,5,20,115,24,0,142,11,13,0,3,30,11,0,11,40,98,0,136,0,0,0,0,0,0,0,0,0,0,0,0,81,33,0,5,119,29,5,36,152,120,0,277,6,0,0,0,6,0,0,0,6,3,0,10,0,0,0,0,4,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,10,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,12,4,3,49,3,0,3,49,17,0,63,3,0,0,0,3,9,0,9,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,11,15,0,0,15,38,12,4,3,52,14,0,14,62,16,0,85,17,9,0,0,23,10,0,10,30,50,0,83,0,0,0,0,0,4,3,3,3,0,5,5,52,12,4,3,70,24,3,26,97,66,5,173,5,0,0,0,7,3,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR722,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,40,4,3,5,44,11,0,58,3,0,0,0,3,13,0,17,21,3,0,23,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,5,19,0,18,23,3,0,28,29,15,0,0,43,19,3,19,68,18,0,85,9,8,0,0,15,3,0,8,22,33,0,56,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,64,25,6,31,89,50,0,139,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR731,11,0,0,0,12,0,0,0,12,0,0,12,3,0,0,8,15,0,0,0,16,0,0,13,340,47,8,9,408,7,3,9,423,21,0,444,3,0,0,0,7,3,0,3,7,0,0,7,3,0,0,0,3,0,3,3,8,0,0,8,5,0,0,0,11,4,3,4,14,0,0,14,351,48,10,9,421,14,5,17,437,19,0,455,37,4,3,0,48,0,0,5,51,46,0,95,0,0,0,0,0,0,0,0,0,0,0,0,385,54,14,12,464,14,6,20,487,63,3,550,30,0,0,0,37,0,0,0,37,3,0,40,8,10,0,0,17,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,49,0,0,0,52,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,85,17,23,0,123,0,3,3,127,8,0,135,16,6,0,34,54,3,0,3,54,7,0,55,5889,624,107,69,6688,75,17,94,6782,288,8,7083,58,13,6,3,72,11,0,11,80,6,0,93,58,4,3,0,62,7,3,11,74,8,0,84,108,13,9,6,141,13,3,17,159,14,0,172,6000,640,114,76,6826,90,20,112,6942,304,8,7260,693,90,12,14,807,17,10,26,836,164,0,1000,8,3,0,3,15,0,0,0,15,3,7,27,6704,737,127,95,7659,108,33,136,7797,477,15,8282,1498,180,26,15,1717,27,3,36,1752,145,3,1898,823,112,22,3,952,16,3,15,970,45,3,1019,50,8,14,3,76,0,0,0,78,5,0,82,4,0,3,7,16,0,0,0,18,0,0,24,2374,305,57,31,2767,48,10,56,2818,197,6,3023,17,5,0,0,24,3,0,4,30,0,0,33,26,3,3,0,30,0,0,0
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,18,0,0,0,18,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,18,0,0,0,18,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,17,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,14,0,0,14,5,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,21,3,0,0,19,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
