SOSR_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
SOSR612,..,8,21,4,0,0,0,4,0,0,40,..,0,11,4,3,4,0,3,0,0,26,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,7,4,3,4,0,9,0,3,30,..,0,0,0,0,0,0,0,0,0,0,..,8,25,12,4,3,0,9,3,4,71,5,9,11,3,0,0,0,3,0,0,33,0,3,16,0,0,5,8,6,0,4,38,0,0,0,0,0,0,3,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,5,9,9,0,4,45,0,0,0,0,0,0,0,0,0,0,0,4,12,21,5,0,3,9,8,0,6,82,25,12,24,4,0,0,4,0,0,0,69,7,8,23,6,7,4,14,11,7,4,90,0,0,5,0,0,0,10,10,3,14,42,0,0,0,0,0,0,0,0,0,0,0,7,6
SOSR613,..,3,25,11,13,9,4,3,0,4,61,..,0,8,4,11,8,3,0,5,3,47,..,0,0,0,0,0,0,3,3,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,8,4,11,8,3,6,8,6,54,..,0,0,0,0,0,0,0,0,0,0,..,4,29,15,20,12,8,11,8,10,114,8,12,16,3,0,3,0,5,3,3,53,0,5,13,3,6,4,0,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,6,4,0,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,14,21,27,3,6,6,3,9,3,3,93,27,3,15,6,4,0,4,3,3,3,84,8,14,43,6,5,12,11,4,8,0,112,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,14
SOSR614,..,0,4,0,0,3,0,0,3,0,16,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,3,3,0,0,3,0,21,3,4,6,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,3,0,0,0,0,25,14,3,6,0,0,0,0,0,0,0,26,0,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR615,..,16,59,14,13,13,14,6,0,15,157,..,3,12,3,0,0,8,6,3,0,36,..,0,0,0,0,0,0,6,0,3,8,..,0,0,0,0,0,0,0,0,0,0,..,3,12,3,0,0,8,18,3,4,49,..,0,0,0,0,0,0,0,0,0,0,..,21,73,14,14,18,13,23,3,21,203,21,31,35,5,0,8,0,3,3,4,112,4,11,16,0,7,0,6,4,0,3,52,0,0,0,0,0,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,16,3,7,0,6,10,5,6,61,0,0,0,0,0,0,0,0,0,0,0,27,46,53,5,6,8,10,11,11,9,177,74,14,43,7,10,8,4,14,8,9,192,16,12,40,13,22,17,11,24,7,5,159,0,0,8,0,0,0,3,3,0,9,23,0,0,0,0,0,0,0,0,0,0,0,16,12
SOSR621,..,10,17,10,5,4,7,0,6,0,61,..,3,3,0,0,3,0,8,0,0,17,..,0,0,0,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,0,3,3,8,3,3,22,..,0,0,0,0,0,0,0,0,0,0,..,11,21,10,4,6,10,8,7,5,85,12,10,6,0,0,0,0,0,0,3,33,0,0,3,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,12,10,7,0,0,0,3,3,0,4,45,18,14,17,3,0,3,3,5,0,0,71,4,10,16,9,5,7,6,3,3,4,65,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,10
SOSR622,..,3,8,3,0,0,3,0,3,3,29,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,6,3,0,0,3,0,3,3,29,0,4,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,4,0,26,13,0,3,5,3,0,3,3,0,0,30,4,0,6,3,0,5,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SOSR631,..,31,118,14,16,24,18,15,15,13,253,..,4,23,6,7,13,3,3,4,0,63,..,0,0,0,0,0,0,3,8,4,21,..,0,0,0,0,0,0,0,0,0,0,..,7,23,6,7,13,7,5,11,4,87,..,0,0,0,0,0,0,0,0,0,0,..,35,142,17,25,40,25,17,25,14,342,48,93,74,11,10,3,9,10,6,14,284,3,14,17,0,7,0,4,5,4,9,62,3,0,0,0,0,0,0,4,3,3,10,0,0,0,0,0,0,0,0,0,0,0,9,14,17,0,7,0,8,9,4,12,74,0,0,0,0,0,0,0,0,0,0,0,50,114,89,14,14,3,12,21,14,23,360,136,39,61,20,20,26,16,19,8,19,358,14,14,44,9,11,12,27,28,10,9,181,0,0,0,0,0,0,6,5,3,10,20,0,0,0,0,0,0,0,0,0,0,4,15,14
SOSR679,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,0,13,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,7,0,22,0,0,0,0,0,0,3,3,0,0,12,0,0,3,0,0,3,0,7,0,0,19,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,..,60,296,75,112,99,108,130,59,60,1003,..,35,504,165,180,240,196,235,96,44,1690,..,0,8,3,6,16,35,88,95,37,297,..,0,3,0,0,3,0,9,5,4,20,..,35,517,163,188,257,230,335,192,87,2005,..,0,0,0,0,0,0,0,0,3,6,..,97,806,236,301,357,338,472,258,151,3018,162,172,177,38,61,75,69,85,81,52,968,79,145,567,113,148,192,219,269,212,70,2013,3,3,6,6,9,23,18,23,30,20,144,0,0,4,3,3,0,0,0,0,0,21,86,147,582,123,164,210,237,295,245,91,2174,0,0,0,0,0,0,0,0,0,11,13,247,321,759,159,227,283,302,380,325,156,3157,536,183,625,250,282,206,135,148,68,89,2518,318,280,1623,348,388,484,513,612,328,140,5031,8,16,69,24,26,54,64,66,44,47,420,3,3,11,3,0,4,0,0,0,3,32,326,297
SOSR712,..,14,58,13,57,36,72,44,32,17,349,..,6,71,16,29,28,29,41,13,4,225,..,0,0,0,0,5,5,4,5,4,27,..,0,0,0,0,0,0,0,0,3,3,..,6,71,16,27,29,33,46,12,11,257,..,0,0,0,0,0,0,0,0,0,0,..,18,134,29,87,71,107,91,46,29,610,14,47,47,12,16,13,20,27,24,9,236,3,20,57,25,25,14,23,32,18,15,239,0,0,3,0,0,0,4,9,4,3,26,0,0,0,0,0,0,0,0,0,0,3,3,24,61,24,26,16,25,39,25,18,266,0,0,0,0,0,0,0,0,0,0,0,18,69,105,40,48,33,46,64,49,28,500,94,34,98,31,39,34,40,51,29,10,464,28,68,304,40,64,66,70,62,33,18,766,3,0,0,0,0,4,10,23,10,11,62,0,0,4,0,0,0,3,0,0,0,11,34,70
SOSR714,..,0,12,3,4,0,8,3,0,0,26,..,0,4,4,4,5,9,12,4,3,46,..,0,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,4,4,4,8,9,12,6,7,48,..,0,0,0,0,0,0,0,0,0,0,..,0,15,8,9,8,15,12,4,7,81,4,0,7,0,0,0,3,0,0,0,17,0,3,20,4,8,3,3,11,7,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,7,8,3,3,11,7,0,55,0,0,0,0,0,0,0,0,0,0,0,3,5,25,7,8,5,7,11,7,0,75,21,3,11,3,3,10,3,3,0,0,58,7,4,42,11,19,13,10,10,3,3,125,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,7,4
SOSR715,..,0,9,3,7,0,5,4,7,3,40,..,0,10,8,3,0,3,4,3,4,34,..,0,0,0,0,0,0,0,4,0,4,..,0,0,0,0,3,0,0,0,0,3,..,0,10,8,3,3,3,4,8,9,40,..,0,0,0,0,0,0,0,0,0,0,..,0,19,13,11,5,9,9,15,7,79,12,3,13,0,4,3,0,5,0,0,39,0,3,10,8,4,4,3,6,0,3,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,4,4,3,6,0,3,45,0,0,0,0,0,0,0,0,0,0,0,12,9,17,8,9,3,5,9,0,3,86,23,10,13,6,7,5,4,10,9,5,92,9,15,40,5,4,14,7,12,9,4,119,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,9,15
SOSR721,..,7,12,0,6,3,3,3,3,10,41,..,0,3,0,3,3,0,3,5,0,21,..,0,0,0,0,0,3,3,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,3,4,4,3,7,0,31,..,0,0,0,0,0,0,0,0,0,0,..,4,13,0,10,10,6,6,9,8,68,5,4,7,0,0,0,3,8,0,0,25,0,3,3,0,0,11,3,7,7,6,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,3,6,7,10,41,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,5,11,10,12,10,10,66,26,3,33,12,6,9,4,6,3,4,109,8,9,47,15,16,8,16,23,20,5,160,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,3,7,9
SOSR722,..,0,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,8,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,4,0,0,15,0,0,4,0,0,0,0,4,0,3,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,0,3,19,10,0,9,3,3,0,3,3,4,0,38,0,4,3,8,0,0,4,0,0,5,22,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
SOSR731,..,9,15,6,3,5,7,3,4,4,59,..,0,6,4,0,5,3,4,3,9,36,..,0,3,0,0,3,3,3,6,6,22,..,0,0,0,0,0,0,0,3,0,3,..,0,10,4,0,12,6,9,7,11,56,..,0,0,0,0,0,0,0,0,0,0,..,6,25,9,7,15,11,12,11,18,118,11,21,33,4,3,8,10,12,11,8,121,0,8,6,0,0,3,3,12,10,16,52,0,0,0,0,0,0,3,3,0,3,14,0,0,0,0,0,0,3,0,0,0,3,0,8,6,0,0,3,7,15,9,22,68,0,0,0,0,0,0,0,0,0,0,0,11,25,37,4,4,9,17,29,18,27,191,40,30,49,19,15,18,12,18,5,18,223,18,16,48,10,12,8,14,37,3,17,179,0,4,7,3,3,11,0,3,3,5,38,0,0,0,0,0,0,0,0,0,0,4,24,14
SOSR779,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,..,0,0,0,0,0,0,0,0,0,9,..,0,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,0,11,0,3,0,0,0,0,3,10,7,0,21,0,0,0,0,0,0,3,11,4,3,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,11,3,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,21,11,3,54,5,3,4,3,3,10,8,18,14,4,61,4,0,3,0,0,4,9,17,9,3,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0
SOSR802,..,286,755,297,285,235,268,272,121,96,2613,..,201,1126,332,407,438,443,418,183,122,3674,..,3,11,5,24,46,99,170,201,51,616,..,0,11,0,3,3,3,6,10,3,33,..,204,1145,343,433,493,541,598,390,179,4323,..,0,0,0,0,0,3,3,3,3,14,..,497,1904,642,717,722,814,868,515,281,6950,810,890,510,114,118,121,125,146,132,120,3083,431,973,1377,403,501,682,1115,1536,1188,338,8545,7,20,19,24,30,56,140,239,219,91,843,3,5,3,0,0,0,3,3,3,4,36,441,1003,1400,429,536,741,1259,1770,1416,437,9424,0,3,3,0,0,0,0,0,0,11,24,1253,1890,1912,542,658,868,1389,1918,1544,564,12535,2139,508,766,238,256,229,243,240,132,145,4904,1638,1847,4530,847,955,1073,1277,1351,751,258,14520,16,57,233,46,93,93,123,154,88,49,964,5,11,24,3,7,10,9,8,3,4,74,1662,1921
SOSR822,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,..,0,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR879,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,0,0,3,0,0,13,0,3,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,3,4,0,27,3,0,3,0,0,0,4,0,0,0,13,0,0,3,4,0,0,3,4,5,0,19,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,..,0,3,0,0,0,0,0,0,0,0,..,0,10,0,0,0,4,0,7,0,22,..,0,0,0,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,3,7,3,7,3,25,..,0,0,0,0,0,0,0,0,0,0,..,0,13,0,0,3,7,3,7,3,30,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,3,17,7,3,8,0,0,0,0,0,0,0,24,22,5,12,3,0,3,0,4,0,0,62,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,5
SOSR921,..,0,5,0,0,0,0,0,0,3,8,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,4,10,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,3,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,13,0,3,0,0,0,0,0,0,0,0,9,3,0,9,0,0,0,0,3,3,6,16,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
SOSR922,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4
