SOSR_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
SOSR599,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,4,15,0,0,0,0,4,6,5,31,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,55,9,12,6,4,13,24,4,136,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,5,8,3,26,0,8,10,6,3,0,9,8,0,40,17,7,216,12,13,4,69,52,12,409,0,3,0,0,0,0,4,8,0,18,3,0,3,5,0,0,7,5,0,21,0,3,0,0,0,0,6,0,0,13,3,0,4,0,0,0,7,7,0,29,42,109,245,36,27,17,117,123,25,740,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,13,3,8,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0
SOSR603,12,38,0,0,0,0,0,0,0,54,88,724,17,10,21,3,0,3,9,871,400,896,66,82,121,45,37,46,21,1709,10,58,4,3,8,0,0,0,0,88,122,392,23,37,52,9,7,7,4,654,75,117,4,26,32,0,0,0,4,267,1128,3825,401,451,535,222,109,198,82,6945,0,4,3,3,0,0,4,0,0,17,283,350,201,111,147,62,32,43,20,1257,439,409,342,243,246,145,77,93,38,2034,1290,480,4938,804,629,509,702,808,168,10333,33,26,49,62,37,75,35,109,7,436,75,53,82,111,61,50,48,74,14,577,36,60,38,22,19,9,24,20,5,236,73,56,131,67,43,48,89,91,63,666,4060,7490,6310,2031,1950,1184,1175,1501,443,26146,5,53,0,5,9,0,0,0,0,67,52,611,10,8,38,0,0,6,6,741,284,1329,34,166,211,52,4,36,30,2142,14,59,0,3,15,0,0,0,3,98
SOSR611,3,7,0,3,0,0,0,0,0,16,12,174,0,0,7,0,0,0,3,199,87,256,26,12,18,10,9,11,6,438,5,14,0,0,0,0,0,0,0,18,29,121,3,5,11,0,3,0,0,181,16,34,3,21,5,0,0,0,0,76,347,1315,132,129,119,67,42,75,19,2247,0,0,0,3,0,0,0,0,0,5,94,142,90,48,49,26,10,25,8,496,132,179,138,89,85,60,35,41,16,773,717,195,2112,265,233,278,447,404,69,4720,12,4,28,28,14,30,23,58,3,195,26,23,24,50,21,29,38,28,7,242,12,28,13,5,6,9,7,9,0,93,32,23,54,24,10,25,53,66,41,329,1514,2518,2619,688,579,531,679,725,169,10027,3,13,0,5,3,0,0,0,0,20,7,104,5,3,4,0,0,0,3,133,57,389,14,22,31,9,0,5,3,538,3,19,0,0,0,0,0,0,0,20
SOSR612,0,6,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,18,9,35,3,0,4,0,0,3,0,56,0,6,0,0,0,0,0,0,0,7,8,30,0,3,0,0,0,0,0,38,3,9,0,0,0,0,0,0,0,15,45,198,11,16,10,0,6,8,6,317,3,0,0,0,0,0,0,0,0,3,24,33,26,9,8,3,4,6,0,125,38,25,44,30,24,12,7,18,0,194,196,67,746,71,78,85,160,155,27,1580,0,3,4,8,4,9,18,24,0,76,17,5,11,18,5,3,5,17,3,87,3,3,3,0,3,3,0,5,3,25,8,0,24,7,8,10,24,21,3,106,356,437,877,161,150,125,228,261,50,2644,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,10,49,0,0,4,0,0,0,3,67,3,3,0,0,4,0,0,0,0,13
SOSR613,0,7,0,0,0,0,0,0,0,7,0,35,0,0,0,0,0,0,0,34,26,53,3,3,4,0,0,3,0,102,0,6,0,0,0,0,0,0,0,8,0,25,0,3,3,0,0,0,0,35,10,13,0,7,5,3,0,0,0,40,67,345,20,25,19,11,7,11,3,505,0,0,0,3,0,0,0,0,0,3,30,42,30,19,27,3,6,4,4,163,45,50,40,43,18,11,12,9,3,230,289,75,1068,135,93,104,234,236,35,2266,10,3,10,13,10,16,15,31,0,111,10,7,16,14,7,7,14,12,0,96,3,3,3,0,0,0,3,4,0,21,10,4,17,16,7,14,27,28,10,138,495,674,1216,274,193,164,323,339,62,3748,0,6,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,15,12,90,0,3,4,3,0,0,0,115,0,10,0,0,0,0,0,0,0,9
SOSR614,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,15,63,5,8,3,0,3,0,0,103,0,0,0,0,0,0,0,0,0,0,5,10,4,0,3,4,3,4,0,37,12,13,13,4,3,7,9,9,0,59,69,18,385,51,15,31,85,62,21,733,0,0,3,7,0,0,5,7,0,23,6,0,3,6,0,0,5,9,0,27,3,0,0,0,0,0,0,3,0,10,5,3,6,0,0,0,11,13,7,53,126,125,425,77,31,37,122,107,34,1082,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,8,14,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3
SOSR615,0,4,0,0,0,0,0,0,0,5,4,55,0,0,4,0,0,0,0,65,36,91,9,4,13,0,0,0,0,162,3,4,0,0,0,0,0,0,0,6,17,35,6,4,7,0,0,0,3,67,6,11,3,7,3,0,0,0,0,40,168,489,50,49,51,17,13,29,12,875,3,3,0,0,0,0,0,0,0,8,91,71,52,26,29,20,11,20,10,322,126,91,76,64,42,31,25,31,6,485,542,141,2181,190,169,189,546,450,66,4472,10,10,28,15,12,19,23,50,0,170,28,8,36,29,9,17,35,51,3,212,13,10,4,0,0,0,11,13,3,59,30,18,69,17,14,12,69,60,34,329,1076,1044,2509,411,354,312,730,707,137,7282,0,7,0,0,0,0,0,0,0,10,5,38,0,0,3,0,0,0,0,51,31,152,3,11,24,0,0,0,0,219,3,11,0,0,0,0,0,0,0,11
SOSR621,3,0,0,0,0,0,0,0,0,5,4,33,4,0,0,0,0,0,0,45,28,55,4,3,5,0,0,0,0,96,0,6,0,0,0,0,0,0,0,12,9,21,3,3,0,0,3,0,0,38,3,3,0,0,0,0,0,0,0,13,81,218,22,23,27,8,8,13,0,403,3,0,0,0,0,0,0,0,0,3,21,33,29,17,7,3,3,12,0,132,45,27,27,20,11,9,3,16,3,165,226,47,657,54,38,49,168,146,29,1404,3,0,4,5,0,11,5,10,0,39,16,8,4,6,4,3,12,24,3,79,4,3,5,0,0,0,0,6,0,28,21,9,26,3,0,5,22,30,14,138,468,471,799,135,99,91,225,257,53,2595,0,0,0,0,0,0,0,0,0,0,3,32,0,0,3,0,0,0,0,40,21,84,0,0,12,0,0,0,0,120,0,3,0,0,0,0,0,0,0,3
SOSR622,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,10,18,0,3,5,0,0,3,0,37,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,7,32,109,16,9,12,3,0,6,0,191,0,0,0,0,0,0,0,0,0,0,21,24,7,6,3,3,4,4,0,76,17,26,22,5,13,4,9,4,0,101,101,36,395,24,17,28,109,98,17,824,4,3,8,3,6,0,6,10,0,43,4,3,8,8,3,5,11,7,0,53,3,3,0,7,0,0,0,3,0,17,9,4,20,4,0,3,18,25,7,96,214,246,474,68,57,56,149,166,29,1464,0,3,0,0,0,0,0,0,0,7,0,8,0,0,3,0,0,0,0,18,12,40,0,4,4,0,0,0,0,57,0,3,0,0,0,0,0,0,0,3
SOSR631,0,9,0,0,0,0,0,0,0,11,32,171,0,0,9,0,0,0,4,222,104,201,10,14,18,0,6,5,3,367,3,10,0,3,0,0,0,0,0,22,37,130,10,12,5,0,0,3,0,203,21,31,6,11,11,0,0,0,3,76,577,1048,146,111,99,39,22,92,28,2155,3,0,3,0,0,0,0,0,0,12,333,206,142,59,40,25,34,42,13,888,319,190,175,105,70,47,50,66,11,1028,1657,251,3634,314,284,240,829,936,158,8291,47,11,38,23,14,10,37,67,0,253,80,42,62,50,17,23,44,74,3,398,28,24,23,11,10,5,11,21,0,132,152,40,140,33,16,35,113,145,63,735,3397,2364,4381,733,584,436,1144,1456,296,14790,0,21,0,0,0,0,0,0,0,20,29,134,3,4,11,3,0,0,0,192,82,410,5,17,40,5,4,10,5,588,6,22,0,0,3,0,0,0,0,33
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,4,0,20,3,0,0,3,5,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,25,12,4,0,4,14,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SOSR703,5,12,0,0,0,0,0,0,0,21,49,243,9,0,11,3,0,0,0,317,352,691,89,133,127,57,32,45,12,1544,13,33,0,9,3,0,0,0,3,68,95,242,20,26,32,3,0,3,0,431,39,67,9,18,7,0,0,0,5,149,944,2189,523,393,383,186,191,287,62,5157,5,0,6,4,0,0,0,7,3,27,266,250,238,160,76,41,55,50,20,1153,394,327,466,434,180,66,103,110,35,2111,1002,405,5554,833,441,287,834,802,244,10400,30,45,72,80,28,34,53,57,3,399,83,57,94,88,39,21,67,73,13,535,34,51,77,23,20,7,17,41,8,281,71,73,172,66,31,47,93,115,102,773,3395,4688,7329,2266,1381,758,1458,1581,513,23367,4,35,0,4,3,0,0,0,0,48,34,233,3,5,11,0,0,0,3,291,270,891,29,112,201,49,0,27,11,1589,20,61,0,3,7,0,0,0,0,89
SOSR712,3,3,0,0,0,0,0,0,0,5,16,44,5,0,3,0,0,0,0,64,59,136,10,15,20,9,3,5,4,258,0,11,0,0,0,0,0,0,0,9,17,53,3,8,0,0,0,0,0,88,11,16,3,8,3,0,0,0,0,36,119,468,55,119,54,11,25,32,14,893,0,0,3,4,0,0,0,0,0,3,36,69,31,59,19,4,6,5,8,243,71,66,60,114,35,17,27,17,4,415,221,86,736,247,76,61,127,140,50,1747,5,4,8,16,3,10,3,13,0,63,15,12,9,29,0,5,12,19,7,105,8,11,7,7,3,7,4,4,3,52,17,11,21,20,6,4,20,11,9,122,596,985,942,650,219,128,227,247,117,4116,0,8,0,0,0,0,0,0,0,17,0,41,0,0,0,0,0,0,0,48,53,254,7,30,35,7,0,0,3,393,0,18,0,3,3,0,0,0,0,27
SOSR714,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,15,0,7,8,0,0,0,3,32,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,26,72,8,16,6,0,3,7,3,154,3,0,0,0,0,0,0,0,0,3,12,15,4,13,3,4,3,0,0,52,15,16,16,41,6,0,3,3,0,104,45,22,224,36,14,19,32,34,6,438,3,0,0,3,3,0,0,5,0,21,3,0,0,5,0,0,0,0,0,19,0,0,3,3,3,0,0,3,0,10,6,3,10,4,3,0,4,8,7,51,124,158,272,130,58,30,58,67,18,916,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,31,0,6,3,0,0,0,0,47,3,0,0,0,0,3,0,0,0,8
SOSR715,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,7,16,26,3,3,7,0,0,0,0,59,0,3,0,0,0,0,0,0,0,3,3,28,0,3,0,0,0,0,0,34,3,6,0,0,0,0,0,0,0,11,39,153,12,29,16,4,0,8,4,252,0,0,0,0,0,0,0,0,0,0,17,21,8,16,3,3,3,0,0,71,18,24,12,37,7,0,5,5,0,112,82,40,308,57,25,10,73,53,17,665,4,12,3,13,7,5,4,12,5,68,3,9,6,7,3,3,3,8,0,45,3,0,3,3,0,0,5,3,0,16,11,20,17,26,3,7,7,25,22,134,202,348,373,196,68,31,107,114,50,1480,0,6,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,7,10,76,0,14,8,0,0,0,0,106,3,8,0,0,0,0,0,0,0,8
SOSR721,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,25,22,3,8,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,21,3,0,0,0,0,0,3,0,0,7,43,106,22,35,10,3,4,14,3,235,0,0,0,0,0,0,0,0,0,3,16,13,13,14,6,0,3,3,0,70,16,11,25,25,9,0,4,9,3,99,82,65,272,58,27,12,71,56,28,660,0,10,10,19,8,0,8,8,3,61,13,13,8,22,3,3,8,6,3,77,0,3,3,0,0,0,0,3,0,17,8,21,8,15,0,5,9,27,38,131,210,291,370,199,66,20,104,117,77,1452,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,8,53,0,7,5,4,0,0,0,81,0,0,0,0,0,0,0,0,0,0
SOSR722,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,12,16,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,14,0,3,0,0,0,0,0,0,0,6,29,60,3,8,5,3,3,4,4,118,0,0,0,0,0,0,0,0,0,0,14,11,5,0,3,0,0,0,0,34,14,9,7,12,6,0,0,0,0,48,44,28,105,41,10,11,26,58,9,336,6,5,8,9,5,0,4,21,0,63,3,7,0,6,4,0,7,5,4,38,0,0,0,3,0,0,0,3,0,9,8,14,9,12,0,4,6,17,17,91,131,165,136,102,41,15,49,103,46,795,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,10,20,0,3,3,0,0,3,0,39,0,0,0,0,0,0,0,0,0,3
SOSR731,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,16,17,35,5,11,0,0,3,0,0,72,0,0,4,0,0,0,0,0,0,10,9,25,7,0,0,0,0,0,0,46,3,5,3,0,0,0,0,0,0,10,102,218,38,24,17,3,8,17,3,442,0,0,3,0,0,0,0,0,0,9,59,46,36,29,7,3,12,12,0,193,101,37,85,73,30,7,15,22,5,367,409,142,1560,154,92,53,309,337,49,3115,15,15,13,9,9,7,10,34,3,104,17,15,35,22,10,5,20,25,6,159,3,3,3,3,0,0,4,6,0,28,44,20,53,24,14,10,49,70,26,302,778,571,1838,347,188,90,433,525,102,4881,0,9,0,0,0,0,0,0,0,9,7,19,0,0,0,0,0,0,0,25,30,97,0,11,19,0,0,4,0,153,3,3,0,0,4,0,0,0,0,11
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,3,3,3,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,3,3,0,0,0,4,3,0,14,7,7,51,4,3,3,21,15,0,104,0,0,7,0,0,0,0,0,0,12,0,0,10,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,0,8,13,34,73,16,10,3,25,26,5,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0
SOSR802,31,99,0,4,7,0,0,0,3,143,621,2720,48,28,182,14,9,13,46,3685,3079,5503,275,354,1139,196,92,183,291,11110,77,180,4,10,44,3,0,8,13,340,735,1626,78,111,259,34,23,30,66,2958,284,345,27,52,127,12,3,3,29,877,5073,12392,1196,1324,2617,703,291,651,620,24871,19,14,13,15,3,5,7,0,3,74,951,1096,535,439,501,193,104,148,109,4066,1386,1399,1011,767,816,258,163,256,169,6220,2308,1283,7953,1350,1263,668,958,1245,364,17392,106,78,115,173,109,100,61,110,15,854,206,187,127,163,137,85,86,115,31,1130,136,263,106,57,55,42,31,50,26,763,140,182,237,100,87,70,67,144,182,1210,15138,27351,11727,4947,7355,2377,1891,2955,1961,75701,31,121,0,3,14,4,0,0,3,173,407,1702,32,20,171,7,0,8,35,2383,2173,5313,141,540,1354,215,11,94,246,10075,69,225,0,18,43,4,0,10,5,375
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,8,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,3,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,3,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,8,3,3,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,11,3,3,0,3,0,0,0,0,0,13,17,5,38,8,0,0,3,6,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,32,45,16,11,3,10,9,4,182,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
