SOSR_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SOSR301,387,704,4459,2972,997,6158,1504,7503,439,25120,2319,6198,13090,6112,3586,6533,4726,9260,987,52818,13057,28380,29827,8474,8991,7737,11982,14272,2452,125163,20266,29252,23385,6064,8709,5877,11487,10037,2205,117283,20358,22623,19638,5231,8014,5159,12075,9186,1845,104130,11791,14117,12460,3230,5507,3765,9040,6720,1023,67662,2772,3998,2248,685,1255,1294,2136,1662,356,16402,313,496,179,51,114,166,122,188,128,1762,32,47,19,12,13,19,10,15,32,201,71300,105819,105311,32831,37193,36711,53069,58839,9470,510546,448,820,971,7294,2724,13295,282,3009,380,29232,2735,8811,2654,12288,9992,10476,637,3079,647,51318,10834,37895,5378,16445,24235,9746,1193,5859,1609,113207,12574,34886,4173,14085,24741,7289,1284,5594,1524,106154,11209,26879,3570,13881,26519,7886,1631,7249,1197,100029,5415,15169,1994,8667,17222,5203,1067,5405,701,60847,959,2651,382,1387,3472,1222,172,1087,220,11558,79,174,30,55,218,81,8,90,93,827,3,24,6,3,17,6,0,5,45,119,44271,127315,19148,74117,109135,55209,6276,31387,6424,473280
SOSR302,112,141,1282,776,185,1768,332,2047,132,6776,587,1111,3339,1308,587,1720,818,2277,240,12002,3356,4682,8479,2203,1403,2151,2236,3649,501,28665,5117,5275,7592,1812,1503,2040,2427,2938,634,29336,5222,4377,6427,1703,1525,1951,2714,2705,561,27181,3430,3086,3980,1033,1161,1561,2114,2094,326,18791,1152,1125,903,246,393,745,666,651,164,6047,156,140,59,29,52,95,47,84,50,707,19,11,6,0,3,3,3,4,11,58,19142,19946,32056,9127,6812,12051,11362,16455,2622,129564,119,174,237,1972,611,3888,86,747,120,7950,735,1789,622,3301,2085,2861,138,669,162,12357,2883,7152,1466,4794,5266,3071,243,1395,380,26658,3160,7222,1282,4274,6369,2649,261,1494,381,27091,2953,5663,1077,4245,7032,3260,365,2022,340,26968,1705,3590,615,2601,4888,2472,290,1583,235,17969,407,801,147,463,1216,717,70,368,87,4276,39,57,7,25,89,40,3,29,37,324,3,8,3,3,3,3,3,0,20,43,12014,26453,5459,21672,27550,18958,1465,8308,1759,123639
SOSR303,131,157,1770,1250,208,2322,361,2665,144,9006,608,1036,4683,2341,585,1589,1082,2487,266,14671,3078,5097,10162,3161,1413,1974,2938,3633,542,31999,4913,5947,8306,2513,1620,1865,3175,3213,624,32178,5520,5927,7215,2299,1926,1965,3598,3190,555,32198,3791,4233,4762,1312,1417,1562,3007,2488,393,22971,1084,1282,855,274,376,552,807,667,132,6031,128,127,66,28,37,57,52,88,39,617,17,8,9,0,0,9,5,3,17,64,19278,23815,37808,13182,7587,11892,15032,18434,2703,149729,120,197,415,2617,796,4786,71,1050,100,10164,734,2126,877,3814,2438,2936,177,862,132,14100,2457,8904,1705,5652,5873,2914,281,1517,304,29604,3154,9147,1489,5183,7302,2819,276,1957,380,31706,3387,8334,1350,5402,8302,3402,359,2650,361,33559,1963,5154,706,3449,5773,2499,228,2244,218,22239,413,896,140,548,1136,604,57,493,85,4380,44,68,11,26,64,45,11,41,57,369,5,3,3,0,12,7,0,3,22,50,12281,34834,6701,26698,31702,20019,1460,10822,1660,146170
SOSR311,30,47,617,254,60,901,162,1007,37,3120,189,295,1755,360,120,478,444,990,79,4722,884,1451,3885,646,354,583,1462,1586,192,11042,1242,1451,2993,577,426,459,1600,1264,193,10197,1470,1446,2696,614,585,507,2018,1276,200,10809,1106,1129,1900,407,423,429,1596,928,128,8050,270,275,276,76,100,125,296,209,43,1672,49,25,20,4,9,17,14,28,21,199,3,3,3,0,0,3,3,0,4,23,5253,6122,14157,2943,2072,3511,7596,7282,910,49845,49,64,154,817,290,1776,22,357,44,3565,207,739,279,1044,764,938,65,360,47,4443,761,2661,543,1681,2031,1042,154,745,112,9738,842,2499,435,1676,2137,1030,144,893,109,9772,909,2332,467,1856,2661,1175,187,1124,115,10830,604,1449,225,1333,1741,776,94,896,61,7173,122,224,40,167,273,131,18,179,36,1198,18,23,0,16,19,12,3,16,20,123,0,0,0,0,3,3,0,0,13,15,3513,9992,2147,8585,9919,6881,688,4578,557,46861
SOSR312,8,4,169,37,7,214,30,226,18,714,26,83,470,70,29,95,141,233,20,1165,183,279,942,129,113,121,397,438,69,2674,272,335,854,129,123,93,455,289,55,2606,288,313,738,105,138,76,573,316,57,2604,210,200,412,85,103,59,448,222,35,1773,58,43,65,17,12,21,59,38,9,324,10,6,4,3,3,3,3,6,6,42,3,0,0,0,0,0,0,0,0,6,1049,1270,3659,575,528,674,2107,1774,265,11901,13,11,40,143,66,374,6,76,11,732,63,146,91,212,183,204,12,89,9,1008,182,531,163,382,437,261,61,151,14,2180,182,461,117,392,496,207,47,202,15,2113,166,417,91,455,518,246,56,290,21,2270,100,252,43,266,333,128,28,202,7,1358,26,32,4,36,72,17,3,39,10,244,3,4,0,3,3,0,0,5,3,18,3,0,0,0,0,0,0,0,0,3,731,1853,551,1889,2115,1436,213,1047,93,9928
SOSR313,29,18,475,128,48,504,69,720,45,2027,132,167,1214,214,72,316,377,738,58,3279,574,836,2560,425,189,357,1352,1035,121,7448,827,873,2139,366,291,291,1350,780,130,7053,1005,827,1739,428,325,347,1516,793,136,7124,788,684,1228,237,255,309,1113,664,86,5371,245,223,226,62,86,96,240,161,43,1373,48,20,17,4,13,18,21,22,18,178,12,0,4,0,0,0,0,3,7,32,3650,3648,9606,1866,1278,2238,6037,4913,651,33882,29,49,131,507,204,1092,22,281,41,2360,133,466,202,686,498,576,50,246,27,2894,478,1702,411,1124,1282,725,159,456,72,6410,603,1586,372,1171,1419,692,145,593,68,6654,701,1544,277,1281,1642,740,153,760,90,7191,416,1009,187,823,1208,501,96,580,56,4872,93,162,27,114,246,93,21,141,28,918,16,9,3,5,23,12,0,15,17,100,4,0,0,0,3,0,0,0,7,17,2472,6537,1615,5717,6526,4434,644,3076,396,31418
SOSR314,37,15,568,134,35,557,108,702,38,2201,163,138,1147,216,67,242,311,808,63,3152,768,793,2594,381,210,326,1144,1389,112,7712,1101,919,2233,380,276,321,1476,982,116,7805,1171,934,1872,429,335,304,1544,918,128,7647,870,682,1223,247,256,254,1208,748,93,5578,285,226,231,50,71,115,275,193,38,1480,62,33,24,9,10,11,16,20,18,195,3,5,3,0,3,3,0,0,5,30,4467,3742,9891,1845,1270,2127,6078,5759,613,35798,34,37,139,516,167,1018,16,270,41,2251,154,411,218,615,452,498,49,400,29,2839,608,1744,391,1040,1414,607,125,804,66,6809,647,1633,366,1256,1693,667,142,663,92,7162,736,1443,341,1157,1709,796,161,865,93,7301,442,828,161,782,1069,530,69,735,47,4662,141,165,29,115,192,109,17,137,18,914,31,14,3,3,22,8,0,14,19,105,3,3,0,0,3,0,0,0,4,20,2792,6278,1656,5493,6721,4235,595,3891,408,32059
SOSR315,52,27,801,182,50,640,149,907,63,2877,175,182,1600,273,120,339,465,1144,63,4365,829,869,3635,569,278,386,1801,1845,173,10387,1411,1188,3236,663,432,454,2210,1498,208,11303,1539,1130,2781,672,530,471,2575,1595,199,11483,1274,911,2004,462,440,415,2006,1267,179,8955,418,275,343,97,106,169,416,273,56,2158,89,46,24,6,19,15,31,31,25,281,8,0,5,0,3,0,4,7,8,34,5793,4630,14429,2929,1979,2895,9654,8565,960,51830,41,46,168,721,237,1322,25,442,52,3060,190,538,303,975,655,677,77,502,36,3956,766,2061,583,1701,1875,901,207,953,83,9126,937,2091,565,1879,2227,996,252,1002,109,10061,1061,1905,531,2065,2446,1119,288,1367,115,10904,672,1338,311,1411,1732,772,155,1117,103,7616,197,242,68,198,319,184,24,219,47,1495,34,12,3,7,27,11,3,23,27,147,4,7,0,0,3,4,0,0,3,20,3896,8248,2527,8952,9523,5989,1029,5638,585,46385
SOSR321,16,18,296,78,22,221,57,393,17,1116,48,69,515,93,40,93,157,386,41,1452,294,288,1116,218,88,114,567,559,46,3293,554,475,1178,253,159,141,697,571,89,4117,728,534,1141,292,220,168,1034,690,109,4910,624,461,899,192,198,176,859,596,71,4083,222,140,182,41,56,70,185,130,35,1057,52,20,16,5,10,12,6,10,10,132,15,0,0,0,0,0,0,4,3,22,2556,1999,5348,1174,785,1000,3559,3337,429,20184,8,24,66,286,91,479,8,186,20,1163,50,188,101,312,205,234,19,144,15,1270,237,679,173,521,634,303,63,248,35,2900,402,845,208,731,881,374,62,367,57,3925,492,883,231,814,1058,463,100,596,57,4701,386,687,149,628,764,329,43,486,41,3510,120,120,23,81,145,73,6,92,33,691,23,6,0,10,5,3,0,3,5,65,3,3,0,0,0,0,0,0,5,14,1720,3433,957,3384,3788,2254,314,2129,272,18249
SOSR322,5,4,106,23,8,75,23,152,7,414,13,37,202,37,22,23,88,199,14,642,114,98,415,74,38,39,271,304,28,1389,247,183,443,97,58,58,331,276,39,1734,317,151,451,117,99,58,558,343,43,2127,319,179,392,81,84,71,474,345,39,1989,146,49,72,18,16,32,102,86,23,544,35,3,6,0,9,3,9,9,6,86,3,0,0,0,0,0,0,0,0,9,1203,715,2101,448,333,357,1851,1710,202,8923,4,5,17,81,33,161,7,80,5,399,28,80,50,109,82,78,5,68,10,510,97,250,83,235,250,126,28,142,11,1222,174,276,83,269,356,146,40,168,27,1550,234,327,95,363,446,186,57,251,24,1974,193,273,72,271,325,167,29,255,32,1611,59,63,17,32,61,30,6,59,9,339,16,7,0,3,7,3,0,3,3,45,0,0,0,0,0,0,0,0,0,0,810,1282,420,1372,1556,892,170,1021,122,7650
SOSR331,167,74,1752,356,115,1011,311,1882,123,5791,481,322,2573,383,168,455,785,1960,107,7242,2365,1129,4675,495,341,463,2415,2704,273,14859,4679,2022,5337,694,599,595,3437,2545,347,20260,6997,2704,5601,908,894,805,4694,3220,501,26321,6400,2199,4038,684,780,767,3868,2808,382,21935,3547,706,773,156,258,286,883,770,218,7588,1259,64,75,17,26,33,67,113,101,1756,175,11,17,0,7,4,13,18,21,248,26081,9224,24833,3696,3185,4424,16464,16023,2073,106008,91,129,349,1295,480,2307,58,894,90,5706,311,660,524,1356,1130,1011,115,831,63,5999,1507,2767,834,1732,2794,1072,265,1253,169,12389,2739,4093,1044,2619,4462,1443,359,1602,266,18617,3848,4738,1092,3459,5797,1939,505,2393,299,24068,3226,3280,674,2271,3860,1336,290,1990,228,17151,1775,599,131,366,891,267,64,445,134,4665,443,43,19,18,88,32,5,68,67,777,41,3,3,5,16,0,0,4,13,91,13975,16304,4664,13126,19520,9415,1658,9475,1331,89460
SOSR379,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,4,5,0,4,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,7,5,0,7,4,33
SOSR399,7,0,8,9,3,8,3,17,0,52,10,13,34,25,3,13,20,100,7,223,34,75,117,42,19,19,68,172,22,564,21,42,73,18,8,10,60,64,23,324,29,41,66,10,11,12,60,71,7,310,33,31,42,7,12,3,44,36,4,212,12,4,0,0,0,6,19,3,9,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,144,207,339,121,56,74,271,459,66,1743,3,0,4,9,6,17,0,7,0,50,16,13,8,66,22,19,0,106,0,252,30,92,15,89,39,26,6,142,8,444,12,48,7,16,22,8,7,22,3,147,18,43,5,33,32,12,8,35,6,202,32,39,16,23,47,20,6,36,6,217,3,10,0,3,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,237,54,230,170,114,29,361,24,1336
SOSR401,154,213,1623,1276,278,2874,506,4073,184,11172,1025,2441,6427,3277,1388,3531,1810,4978,426,25294,6254,13152,15377,5101,4192,4297,5681,7568,1066,62695,9454,13658,12054,3934,4300,3357,5702,6080,1069,59604,10523,11005,11827,3515,4395,3122,6672,5699,1027,57787,6955,8782,7869,2587,3620,2377,4965,3963,636,41766,1831,2842,1628,482,845,745,998,941,240,10550,258,348,150,32,87,123,59,96,80,1234,31,38,8,5,10,12,9,10,29,155,36494,52471,56962,20213,19118,20436,26413,33403,4756,270266,171,265,370,3149,767,7120,71,1652,139,13700,1172,3480,1347,6904,3808,6108,154,1825,273,25059,4782,18674,3088,10204,10969,5223,319,3028,768,57060,5698,16773,2414,8294,11954,3978,370,3100,715,53286,5886,14065,2350,8928,14741,4998,639,4357,674,56640,3412,10338,1475,6105,11104,3261,490,3368,422,39980,635,1921,287,1053,2317,675,79,731,153,7854,65,142,23,68,149,63,6,54,83,632,8,17,0,12,13,9,0,7,35,103,21830,65671,11351,44708,55820,31425,2128,18112,3272,254310
SOSR412,6,6,180,54,22,194,43,329,13,851,44,84,535,93,41,166,188,338,22,1509,252,342,1053,193,111,175,656,507,66,3365,423,432,855,180,138,157,630,380,87,3290,556,400,893,233,214,183,785,455,90,3805,387,344,601,156,184,142,571,342,74,2802,80,76,96,30,40,36,97,70,18,543,13,12,12,3,0,0,10,16,9,77,8,4,0,0,0,0,0,0,4,11,1776,1701,4221,951,750,1063,2981,2438,374,16248,8,14,29,226,58,567,8,140,9,1064,70,196,107,359,194,314,29,157,14,1435,210,842,175,565,537,392,44,180,39,2983,284,699,163,579,661,373,47,221,37,3061,359,660,141,770,880,440,54,379,38,3722,216,471,96,494,587,256,43,333,21,2512,36,74,11,62,79,34,11,70,10,386,6,9,0,0,10,3,0,4,10,36,0,0,0,0,0,0,0,0,0,6,1191,2963,727,3049,3011,2379,224,1485,185,15210
SOSR413,20,17,237,86,38,307,46,460,21,1230,82,120,638,175,59,238,155,488,28,1986,358,554,1173,290,161,280,453,824,68,4165,694,788,932,335,211,224,505,587,90,4362,852,821,983,356,210,281,633,613,94,4853,653,665,729,268,240,243,494,452,76,3830,217,278,135,62,70,80,148,103,29,1108,35,25,16,6,7,11,12,17,8,142,7,4,3,4,0,0,0,0,4,22,2923,3270,4850,1579,994,1660,2451,3542,425,21695,14,25,44,272,58,694,11,209,10,1325,85,221,94,490,234,462,16,212,11,1829,279,1012,193,681,679,450,25,340,52,3714,430,1239,199,728,843,415,34,379,41,4305,488,1100,195,933,1117,523,38,523,48,4971,357,943,121,724,786,332,41,389,39,3728,87,170,34,110,171,65,14,89,15,764,8,12,0,4,14,8,0,11,13,71,0,4,0,0,3,0,0,0,0,7,1740,4724,879,3944,3905,2946,172,2161,234,20710
SOSR414,3,0,68,13,0,57,16,92,0,246,25,13,105,23,6,34,32,153,3,394,93,81,308,39,27,61,105,259,12,984,153,71,218,46,41,49,139,243,16,975,181,103,206,54,69,73,141,193,19,1039,142,111,201,47,56,66,128,179,18,942,58,43,50,14,20,13,44,42,3,294,19,6,3,0,0,3,3,6,3,46,0,0,0,0,0,0,0,0,3,8,678,436,1155,231,217,358,607,1165,80,4929,3,0,13,70,8,107,4,66,3,273,7,31,41,98,41,65,5,55,4,345,69,184,59,157,149,77,10,113,4,809,80,169,63,142,189,92,6,109,4,861,107,169,56,213,193,118,23,155,10,1039,72,165,26,164,217,106,7,128,9,889,26,42,7,40,49,25,0,30,3,218,4,3,0,0,9,3,0,0,3,23,0,0,0,0,0,0,0,0,3,7,367,769,262,876,858,600,51,648,45,4470
SOSR415,16,16,282,75,21,238,66,519,21,1251,92,101,697,101,50,188,212,567,30,2034,475,518,1422,231,126,236,626,797,62,4493,764,619,1166,255,185,227,684,748,87,4723,954,567,1158,282,240,293,868,846,86,5290,777,517,952,232,237,247,760,705,84,4495,346,145,161,45,63,80,182,181,39,1235,99,18,18,4,9,13,15,19,14,219,10,0,3,0,4,0,3,9,6,43,3533,2494,5862,1218,922,1518,3410,4390,423,23775,19,9,62,351,65,573,8,224,15,1325,72,243,153,451,227,386,20,219,15,1776,286,1058,243,726,702,441,43,335,44,3882,427,971,247,843,1018,447,46,419,52,4478,552,907,276,1033,1214,556,70,678,64,5354,428,796,153,726,826,355,50,550,48,3937,156,128,26,118,200,69,16,131,32,878,28,6,4,9,12,10,0,7,10,88,3,3,0,3,0,0,0,3,4,21,1978,4128,1169,4253,4263,2838,254,2566,291,21740
SOSR421,10,11,84,25,3,59,17,136,3,345,34,25,213,27,6,38,61,151,0,556,190,124,439,49,35,62,164,232,15,1309,270,155,363,65,47,60,212,198,18,1379,344,176,403,77,92,74,295,246,44,1744,337,164,307,62,84,78,274,238,31,1573,125,50,63,11,19,30,67,73,8,456,28,8,7,0,0,3,7,10,8,78,6,0,0,0,0,0,0,0,3,9,1338,706,1877,317,291,404,1100,1284,137,7455,5,5,16,104,22,145,0,67,3,364,20,55,42,130,59,95,3,75,3,488,90,255,80,226,208,98,10,128,15,1108,146,295,90,232,284,135,16,125,12,1335,215,289,92,302,340,158,44,219,19,1682,176,285,54,234,276,126,22,183,8,1357,61,52,12,44,55,29,9,33,5,294,15,6,0,0,7,4,0,3,5,48,0,0,0,0,4,0,0,0,0,6,730,1246,385,1266,1261,793,99,829,80,6688
SOSR422,4,3,43,14,0,21,3,85,10,189,18,16,129,27,3,15,28,86,3,323,98,57,195,45,15,36,106,150,7,706,126,66,184,39,19,36,123,156,10,758,199,85,207,59,20,30,215,167,10,993,182,91,211,46,37,39,176,159,19,951,74,31,40,11,12,19,53,53,3,296,20,0,8,4,0,0,6,11,9,54,0,0,0,0,0,0,0,0,0,7,716,350,1008,245,107,195,717,865,79,4285,0,3,13,44,15,68,0,40,3,190,7,41,15,80,19,44,0,41,3,252,37,131,40,149,107,62,11,49,7,595,86,124,47,131,150,62,17,73,4,685,109,159,59,195,194,90,12,144,12,978,110,151,37,163,141,75,21,102,11,818,33,31,5,22,28,10,8,26,3,167,7,3,3,0,3,0,0,3,3,28,0,0,0,0,0,0,0,0,0,5,395,638,228,786,666,416,65,467,48,3711
SOSR431,90,21,480,87,21,262,92,706,30,1792,256,115,877,143,50,184,209,729,34,2602,1253,383,1258,155,111,178,617,903,69,4938,2386,669,1355,207,177,191,818,928,92,6814,3393,882,1762,303,294,340,1270,1275,158,9679,3217,936,1400,274,310,294,1084,1103,142,8756,1672,331,265,43,86,82,230,310,74,3096,399,36,33,7,10,9,28,46,40,608,68,4,13,0,0,0,8,11,3,113,12743,3381,7437,1227,1057,1547,4354,6016,643,38398,21,36,69,427,112,655,7,349,38,1728,92,218,156,513,267,366,27,294,20,1948,507,954,289,578,783,337,50,395,56,3946,1024,1422,333,829,1373,480,82,501,71,6116,1523,1631,468,1283,1930,719,122,838,87,8595,1460,1487,289,930,1390,483,92,693,87,6908,773,274,44,135,351,92,14,173,44,1901,171,18,9,10,27,5,3,26,20,286,26,8,0,3,7,0,0,0,9,49,5598,6040,1661,4707,6245,3141,394,3262,441,31488
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,3,13,0,13,0,5,6,4,3,3,4,22,3,52,6,16,36,10,8,8,20,49,4,160,6,12,23,3,0,0,17,15,3,87,9,12,22,3,0,5,13,15,0,76,5,6,9,3,0,5,14,14,0,62,9,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,94,19,18,27,82,132,11,465,0,0,0,0,0,3,3,3,0,9,0,8,0,3,4,3,0,24,0,36,6,14,3,6,12,7,0,38,0,83,6,12,6,4,6,0,0,7,0,37,3,10,8,13,6,5,3,4,0,54,6,11,0,4,7,3,0,6,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,54,20,32,40,23,6,75,0,263
SOSR501,272,425,4080,2395,500,5472,1054,6259,354,20813,1691,4057,12891,4644,2129,5755,3718,7866,804,43547,11240,24690,33969,7500,6838,6022,12192,12323,2049,116825,17458,24483,26343,5280,6368,4429,11227,8378,2071,106040,18849,19431,22213,4482,6228,4098,12062,7750,1923,97042,11962,13436,13771,3025,4969,3232,8847,5848,1084,66169,3105,4297,2866,765,1371,1291,2049,1816,426,17985,383,533,204,88,150,196,134,279,108,2087,55,40,22,5,16,15,7,22,27,215,65005,91388,116367,28186,28573,30502,51301,50540,8854,470715,294,567,937,5555,1555,11533,160,2653,275,23536,2046,6408,2555,10728,7259,9570,461,2583,489,42104,8939,32707,6062,15615,20447,8708,1329,5416,1350,100582,9563,28194,4376,12774,19765,6682,1216,5617,1209,89393,9285,23292,4109,13126,23201,7964,1563,6325,1188,90057,5184,14558,2458,8865,16298,5426,1072,4840,691,59390,974,2874,494,1543,3727,1260,176,1030,227,12305,105,191,34,81,281,100,13,102,85,994,10,28,4,13,24,5,3,12,25,119,36398,108812,21028,68320,92564,51251,5996,28573,5541,418485
