SOSR_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOSR514,483,607,1711,1803,1631,1135,228,15,9,7608,388,186,663,593,407,781,1233,620,261,5127,75,73,198,186,174,156,138,116,100,1211,945,863,2569,2583,2208,2070,1601,751,366,13950,189,681,2058,2215,2035,1213,190,4,3,8588,509,361,1022,1208,976,835,292,25,8,5231,39,57,195,164,123,130,28,3,0,744,23,25,71,67,47,35,11,0,0,287,761,1126,3353,3656,3182,2213,519,36,11,14850,77,122,166,179,190,100,3,0,0,839,99,45,78,70,58,61,19,3,0,436,175,164,245,248,248,168,23,3,0,1273,938,1288,3597,3904,3431,2382,540,38,11,16127,843,292,823,782,615,1299,2323,1196,422,8597,134,148,413,399,369,331,276,223,153,2445,1909,1726,4828,5086,4418,4007,3145,1460,589,27168
SOSR515,1068,1451,3606,3973,4030,2938,596,76,11,17739,1035,529,1611,1223,1052,1748,2859,1806,756,12621,204,227,611,511,573,514,418,314,156,3527,2306,2212,5819,5705,5656,5208,3866,2194,923,33880,638,1906,5062,5141,5470,3716,619,64,11,22614,1058,732,1735,2224,2115,1898,728,122,8,10623,71,134,552,411,406,432,138,14,5,2161,51,94,161,131,150,103,37,11,0,739,1815,2857,7508,7909,8145,6142,1515,215,23,36136,194,255,360,370,359,237,10,0,0,1790,127,59,150,165,103,129,26,6,0,762,324,321,515,533,466,362,37,6,0,2557,2141,3177,8016,8436,8611,6507,1555,221,23,38693,2261,893,1999,1699,1697,2986,5476,3405,1224,21637,417,494,1352,1168,1247,1122,843,565,246,7456,4814,4562,11374,11307,11555,10612,7870,4189,1497,67783
SOSR521,457,627,1573,1735,2192,1614,364,43,0,8603,611,319,884,697,711,1149,1614,942,331,7258,114,108,260,235,279,276,201,160,92,1720,1179,1053,2720,2674,3180,3039,2180,1137,427,17583,280,773,2088,2304,2801,2029,410,36,3,10736,419,331,808,983,1195,1072,417,64,4,5283,26,50,191,174,253,224,63,15,0,1000,38,48,68,74,87,74,36,17,0,444,764,1213,3154,3528,4333,3402,925,133,9,17460,111,161,260,225,239,193,7,0,0,1199,94,64,82,74,77,82,18,0,0,499,205,231,336,301,317,276,28,0,0,1695,972,1439,3493,3825,4657,3674,948,134,9,19156,1248,498,1203,1004,1111,1959,3241,1811,578,12638,241,218,534,519,600,609,418,303,162,3600,2457,2159,5231,5345,6371,6244,4605,2242,742,35400
SOSR522,176,309,746,696,888,733,160,26,0,3740,309,217,477,355,365,570,685,406,105,3491,34,67,213,156,138,145,116,76,30,980,516,597,1442,1203,1386,1445,960,512,136,8205,108,320,991,883,1161,940,206,24,3,4629,143,162,397,400,470,471,205,31,4,2282,3,26,84,54,78,95,32,6,0,372,23,20,42,40,45,25,7,6,0,211,271,526,1511,1375,1749,1535,456,74,8,7494,54,89,135,133,102,87,5,0,0,606,37,22,55,34,33,41,11,0,0,230,85,107,187,165,137,127,23,0,0,834,360,636,1696,1539,1887,1656,473,73,8,8330,641,350,709,546,603,950,1394,796,214,6206,119,139,413,352,317,334,271,158,44,2150,1123,1122,2819,2444,2809,2949,2141,1024,268,16688
SOSR531,1884,2234,5017,6861,9229,7121,1924,292,36,34596,1908,564,1812,1925,2181,3504,4592,1890,521,18891,325,326,817,882,1060,956,660,276,79,5382,4125,3124,7644,9668,12472,11581,7171,2457,633,58873,1224,3388,9561,10776,14328,9888,2562,408,54,52190,1977,1344,2601,4346,5234,4977,2255,479,59,23271,118,166,715,677,958,1030,314,52,7,4041,112,124,213,305,369,305,138,67,14,1657,3436,5026,13096,16105,20884,16199,5265,1003,135,81157,232,360,471,502,616,472,49,3,0,2696,366,124,191,201,227,244,52,3,0,1404,600,479,654,697,838,722,96,5,0,4095,4035,5505,13756,16804,21725,16917,5360,1012,140,85253,4307,1379,3620,3503,3694,6224,9582,4047,995,37357,742,898,2777,2683,2906,2398,1502,634,157,14696,9078,7782,20155,22994,28322,25541,16447,5691,1288,137303
SOSR579,0,3,6,3,6,0,0,0,0,17,0,0,0,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,0,8,0,3,6,3,8,7,0,0,0,26,0,15,92,89,69,31,4,0,0,301,0,7,7,6,4,0,0,0,0,23,0,0,0,3,3,3,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,19,100,98,82,35,4,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,100,101,82,35,4,0,0,341,0,3,0,7,4,5,3,0,0,20,0,3,24,21,17,8,0,0,0,76,0,20,127,127,105,43,8,3,3,434
SOSR599,27,118,257,117,119,138,9,0,0,792,21,63,130,91,113,232,203,33,5,882,16,62,145,95,95,71,48,6,3,547,65,242,534,305,325,442,254,37,11,2220,10,123,410,223,192,169,18,0,0,1143,19,59,128,71,72,73,20,0,0,431,0,3,37,30,37,23,4,0,0,140,3,10,24,9,12,8,0,0,0,60,26,202,598,332,308,266,40,0,0,1773,19,44,103,61,69,50,0,0,0,352,8,15,15,16,15,19,3,0,0,88,26,56,119,80,84,74,7,0,0,444,57,256,714,407,393,339,48,3,0,2215,56,125,232,199,233,437,471,73,14,1845,43,121,358,300,339,198,117,17,3,1490,151,503,1306,910,957,977,633,98,23,5559
SOSR603,2707,4138,8816,8830,9153,6757,1247,130,21,41791,2380,1487,2645,2134,2200,4595,7566,5020,2664,30687,260,303,616,552,577,650,602,490,318,4369,5343,5926,12079,11514,11935,12000,9417,5643,2999,76850,626,3327,10532,10305,11375,7524,978,55,16,44729,3178,3576,5248,5572,5253,4754,1695,240,17,29533,176,277,808,626,538,581,132,12,3,3151,89,132,268,180,196,154,51,19,15,1096,4065,7310,16854,16685,17352,13012,2848,327,50,78514,274,584,839,531,433,285,15,4,0,2966,817,506,483,275,238,246,56,8,0,2615,1094,1091,1319,805,670,531,65,13,0,5583,5156,8405,18173,17493,18024,13541,2919,341,50,84100,5239,2905,4275,3443,3761,7916,13513,8866,4133,54056,488,624,1292,1102,1233,1287,1163,849,471,8504,10883,11926,23740,22036,23022,22751,17594,10056,4651,146664
SOSR611,1322,1920,3278,3488,3880,2783,475,33,7,17191,984,669,1169,988,988,1775,3200,2210,1184,13173,131,176,298,270,295,314,335,220,171,2201,2449,2764,4749,4737,5165,4874,4002,2464,1359,32562,354,1634,4073,3913,4651,3047,357,16,5,18058,1466,1584,2002,2294,2271,1941,658,99,4,12323,81,122,337,219,223,246,68,10,0,1316,46,63,95,90,84,81,30,7,0,498,1957,3412,6508,6516,7228,5315,1110,130,17,32194,171,341,340,260,272,180,11,0,0,1571,381,252,180,155,125,113,12,0,0,1213,556,589,517,414,393,295,16,0,0,2781,2505,3998,7028,6937,7626,5606,1131,131,17,34971,2271,1359,1794,1521,1635,2923,5755,3768,1801,22824,275,364,599,539,612,593,618,367,240,4207,5056,5720,9414,8993,9872,9120,7504,4264,2061,62006
SOSR612,405,447,900,923,1149,755,144,18,0,4741,300,180,368,387,391,731,1230,778,395,4771,27,19,57,53,65,101,132,88,43,589,740,646,1316,1366,1611,1581,1502,886,443,10103,122,399,1057,1041,1262,802,110,11,0,4799,432,331,594,610,700,580,194,19,6,3459,19,34,77,70,92,95,22,0,0,406,14,12,35,24,25,31,14,7,3,158,578,778,1760,1744,2080,1508,338,40,5,8822,63,125,105,90,104,57,4,0,0,545,103,43,62,37,44,37,5,3,0,321,163,162,167,122,151,93,7,0,0,867,745,942,1920,1863,2226,1602,346,41,5,9687,662,270,525,561,653,1217,2183,1378,606,8054,56,49,129,118,140,204,230,153,66,1139,1466,1263,2571,2546,3022,3018,2755,1572,680,18887
SOSR613,568,622,1193,1265,1611,1149,155,16,3,6590,410,235,487,437,509,960,1657,1125,502,6322,42,35,92,82,102,114,129,120,55,768,1015,899,1774,1783,2224,2220,1941,1259,562,13679,201,663,1408,1398,1860,1231,136,7,3,6915,629,437,713,838,946,846,195,37,5,4651,31,44,118,79,115,119,27,4,0,540,25,18,31,39,25,34,20,3,0,204,893,1161,2274,2355,2954,2234,376,47,4,12309,82,133,148,139,145,86,5,0,0,726,124,47,84,53,64,54,5,0,0,436,201,178,231,191,212,141,6,3,0,1165,1097,1345,2503,2544,3162,2375,386,51,9,13468,936,399,692,698,834,1625,2999,2022,777,10983,78,90,177,161,212,209,244,191,86,1450,2114,1832,3370,3406,4213,4211,3620,2273,872,25905
SOSR614,149,186,406,392,512,370,54,4,0,2070,155,69,190,151,223,388,639,444,165,2417,9,11,41,39,37,43,47,57,26,314,315,266,637,580,776,798,744,504,185,4803,61,206,466,420,546,402,38,8,3,2146,136,129,268,252,317,252,76,5,0,1442,9,16,38,33,31,50,13,0,0,191,10,3,22,14,12,7,9,4,0,83,218,359,791,720,900,714,142,19,0,3870,33,42,48,46,51,32,0,0,0,255,33,3,28,22,11,27,3,0,0,124,70,43,76,68,59,63,4,0,0,379,289,400,867,792,962,777,149,17,0,4251,332,98,265,258,375,670,1173,800,258,4221,28,27,72,59,77,79,98,98,38,581,651,527,1208,1105,1412,1522,1412,915,294,9050
SOSR615,817,1044,2238,2470,3032,2247,414,31,11,12304,743,380,880,788,882,1962,3326,2022,911,11887,74,99,186,168,218,292,286,228,117,1658,1627,1522,3305,3431,4126,4499,4019,2280,1039,25850,294,1206,2794,2786,3464,2467,308,19,4,13350,872,695,1364,1713,1830,1697,521,64,11,8764,52,70,241,175,202,242,64,6,0,1059,49,38,76,76,92,76,26,7,4,445,1264,2014,4479,4752,5592,4487,919,95,14,23622,150,201,219,240,254,194,5,0,4,1274,152,84,103,82,116,104,16,3,0,671,298,282,323,329,375,296,24,6,4,1938,1563,2295,4805,5077,5969,4784,945,101,18,25559,1562,573,1134,1121,1522,3323,6289,3740,1433,20707,140,203,356,339,443,549,579,390,184,3180,3275,3074,6297,6540,7936,8658,7815,4234,1632,49448
SOSR621,236,283,659,832,946,824,157,10,3,3955,211,101,244,245,264,671,1027,531,169,3473,26,35,53,72,87,99,100,78,31,576,477,418,960,1150,1298,1594,1284,624,210,8003,107,300,808,950,1142,809,114,14,3,4250,257,197,426,580,591,644,208,25,3,2933,15,31,83,60,65,128,31,6,0,417,15,22,38,31,38,14,14,7,3,172,382,549,1353,1614,1846,1602,363,46,11,7766,38,49,57,47,73,67,10,0,0,338,34,12,30,29,34,47,3,0,0,194,74,58,92,71,105,116,9,0,0,531,459,608,1442,1687,1952,1720,374,47,11,8294,469,153,325,353,452,1198,2036,1050,300,6330,58,59,102,123,179,210,207,128,48,1119,988,820,1869,2163,2577,3124,2619,1227,363,15748
SOSR622,130,166,345,459,629,497,104,12,0,2337,148,38,126,152,194,444,703,348,139,2290,25,20,36,30,60,70,69,54,27,383,306,220,506,645,882,1013,874,406,167,5021,54,181,419,490,694,563,102,10,3,2513,144,113,206,306,411,436,136,24,3,1769,4,11,34,46,64,54,14,3,0,237,8,8,17,14,22,13,4,3,0,98,218,315,677,858,1190,1065,254,40,7,4621,21,34,31,42,39,62,3,0,0,241,25,12,13,18,17,17,4,0,0,114,47,51,52,67,65,75,5,0,0,358,266,359,730,925,1258,1138,263,41,7,4976,349,78,173,240,319,820,1405,682,230,4301,47,31,60,72,120,141,150,109,45,780,659,476,964,1237,1696,2093,1819,829,286,10051
SOSR631,1394,1387,3008,4440,5985,4565,921,133,19,21840,1271,362,1024,1150,1610,3287,4114,1534,394,14742,166,124,276,376,469,585,447,190,48,2682,2826,1868,4305,5965,8066,8438,5483,1856,456,39262,647,1666,3704,5217,7218,5193,1067,146,27,24889,1500,1022,1875,3100,3911,3755,1221,210,27,16625,106,106,352,304,469,561,159,22,3,2077,79,74,119,158,247,169,85,38,5,982,2341,2869,6053,8776,11851,9679,2539,423,63,44577,164,230,240,266,364,334,22,0,0,1629,261,93,118,141,174,212,33,5,0,1038,424,320,356,414,538,549,60,5,0,2665,2760,3186,6407,9188,12386,10225,2593,427,63,47247,2832,677,1428,1716,2759,6068,8603,3390,759,28232,330,275,561,754,1011,1232,956,409,103,5627,5929,4134,8396,11659,16160,17527,12150,4225,926,81103
SOSR679,0,3,3,0,3,0,0,0,0,15,0,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,3,0,0,18,0,3,17,5,12,4,0,0,0,40,0,3,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,21,3,14,9,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,3,11,9,0,0,0,50,0,3,3,0,0,4,4,0,0,12,0,0,4,3,0,0,0,0,0,4,0,8,23,5,15,12,7,0,0,73
SOSR699,11,15,37,31,28,19,0,0,0,136,19,12,18,23,25,37,33,5,0,168,3,7,12,3,17,4,6,0,0,48,33,29,69,54,59,56,38,5,0,350,4,10,58,21,28,13,0,0,0,139,10,8,20,21,17,11,0,0,0,91,0,0,3,3,0,3,0,0,0,14,0,3,3,0,0,0,0,0,0,10,12,22,86,47,46,23,0,0,0,247,9,16,14,10,10,4,0,0,0,69,4,3,5,3,0,8,0,0,0,32,12,21,22,18,11,13,0,0,0,95,25,41,112,65,63,33,3,0,0,345,29,27,30,50,45,63,66,10,3,329,5,20,44,29,38,13,10,7,0,164,62,90,183,147,135,113,84,12,3,835
SOSR703,1571,2924,8450,6689,5676,3502,715,44,9,29571,1231,557,1983,1438,983,1442,1855,930,279,10698,258,443,1292,812,681,601,296,116,38,4549,3058,3926,11727,8939,7340,5533,2864,1098,323,44816,772,4037,13577,10871,9312,5601,1011,59,9,45251,1743,1557,3098,2479,1832,1447,562,70,3,12784,89,247,839,524,422,364,91,7,0,2588,96,193,399,234,229,125,40,5,3,1335,2697,6037,17916,14111,11788,7535,1701,144,14,61953,175,313,488,390,339,216,29,0,0,1950,305,145,231,166,119,83,33,0,0,1087,483,464,721,557,458,301,58,0,0,3038,3183,6493,18637,14673,12250,7834,1761,143,21,64984,2689,1104,2889,2198,1710,2463,3713,1787,478,19032,548,1007,3067,2072,1712,1367,683,235,76,10771,6422,8610,24590,18940,15672,11658,6161,2169,572,94796
SOSR712,307,445,1538,1332,1395,983,197,14,0,6211,238,131,391,291,248,302,353,211,89,2247,62,86,323,215,206,188,92,24,19,1208,606,665,2250,1832,1847,1468,645,255,106,9671,197,639,2230,1937,2103,1523,255,12,0,8895,358,172,510,473,395,340,141,24,0,2411,25,31,144,93,91,92,25,3,0,509,22,20,69,45,40,26,10,0,0,228,593,869,2951,2550,2625,1983,437,35,0,12045,24,51,65,54,57,34,5,0,0,282,37,13,29,24,12,19,3,0,0,138,66,59,90,72,69,55,8,0,0,420,655,929,3042,2618,2695,2037,442,35,0,12464,578,222,550,462,425,468,660,377,129,3872,133,180,604,408,431,355,187,58,22,2380,1364,1331,4198,3489,3548,2864,1288,468,156,18708
SOSR714,64,121,375,268,268,190,42,0,0,1313,86,58,82,89,80,84,81,41,14,615,32,44,134,77,101,64,30,17,8,513,183,223,593,435,449,330,154,56,15,2446,36,175,586,397,421,277,62,3,0,1962,79,51,100,78,61,56,39,3,0,465,12,9,37,16,20,28,9,0,0,133,4,6,11,10,10,6,4,0,0,56,134,243,738,506,512,371,112,4,0,2620,10,11,18,21,24,12,0,0,0,87,3,3,6,8,6,5,3,0,0,33,10,16,19,25,22,19,3,0,0,123,147,253,760,538,540,385,112,4,0,2742,177,94,137,132,143,159,183,84,21,1127,81,82,261,144,191,151,73,47,14,1041,398,428,1159,815,879,697,372,136,38,4911
SOSR715,134,252,709,638,611,363,54,10,0,2783,500,412,728,492,366,273,131,56,13,2963,73,50,200,167,141,74,24,11,0,742,712,718,1633,1299,1121,714,206,72,16,6494,70,240,787,723,753,539,92,9,0,3204,84,72,244,274,234,123,39,3,0,1074,3,9,41,53,40,43,4,3,0,200,16,41,71,50,40,17,3,3,0,252,175,369,1148,1104,1062,721,139,16,0,4731,99,145,217,136,114,29,3,0,0,749,17,32,79,53,37,7,0,0,0,232,119,177,298,194,151,34,9,0,0,982,295,542,1443,1297,1222,755,140,17,0,5715,1008,773,1353,965,751,494,275,96,9,5729,162,117,379,365,258,167,57,17,0,1512,1460,1434,3173,2624,2224,1413,477,128,14,12956
SOSR721,102,225,677,521,507,281,51,4,0,2366,355,305,529,384,275,192,133,43,10,2233,61,61,149,120,137,64,31,7,3,635,514,591,1353,1022,927,538,209,59,19,5226,60,275,835,670,642,425,65,3,0,2979,54,69,228,224,179,117,40,0,0,907,4,13,62,49,47,30,5,0,0,217,17,28,53,41,35,27,11,0,0,217,138,388,1178,984,914,598,121,11,0,4320,50,83,145,105,77,17,5,0,0,484,10,26,65,44,23,13,0,0,0,190,67,112,214,146,102,27,3,0,0,676,199,499,1390,1131,1015,625,127,7,0,4998,766,538,945,666,474,339,243,81,24,4074,152,145,295,214,275,139,59,24,5,1303,1121,1184,2632,2014,1765,1109,426,109,27,10379
SOSR722,97,173,426,383,386,259,55,9,0,1785,317,294,468,328,319,277,190,76,21,2293,38,85,98,84,74,79,32,9,0,511,462,551,998,797,782,606,280,91,19,4592,30,125,346,329,437,322,81,7,0,1684,43,79,194,194,141,115,34,3,3,810,3,7,31,29,21,25,3,0,0,120,4,10,25,14,21,12,3,0,0,92,89,216,591,570,626,472,119,11,7,2708,113,169,242,159,110,42,4,0,0,838,19,32,49,35,37,21,3,0,0,206,139,198,289,197,152,58,8,0,0,1041,225,418,880,769,779,529,129,11,7,3748,637,506,823,576,555,457,355,153,33,4095,85,128,203,166,186,155,70,18,4,1008,944,1057,1906,1512,1524,1146,556,181,38,8855
SOSR731,393,561,1342,1510,1677,974,240,23,4,6724,439,267,572,480,415,542,529,182,37,3460,218,205,334,283,321,261,117,33,11,1783,1055,1032,2248,2273,2410,1779,889,242,45,11958,312,867,2030,2182,2527,1446,304,38,3,9713,324,203,462,626,616,486,200,27,3,2944,12,50,130,141,182,140,25,4,0,688,33,51,82,72,80,55,16,3,0,400,682,1169,2707,3019,3401,2134,555,67,4,13740,123,152,236,209,207,108,21,0,0,1067,49,32,50,35,45,40,4,0,0,263,173,186,290,252,253,151,26,0,0,1331,857,1354,2990,3271,3656,2286,581,67,9,15066,1000,542,1127,910,827,1075,1218,399,73,7164,467,516,770,652,749,609,312,80,13,4173,2328,2417,4891,4827,5235,3962,2104,541,88,26395
SOSR779,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,9,0,0,8,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,8,9,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,0,0,0,0,25,0,4,12,12,3,0,0,0,0,29,0,0,4,5,0,0,0,0,0,17,0,3,30,19,9,3,0,3,0,72
SOSR799,7,36,88,47,46,50,3,0,0,280,4,18,59,59,79,118,83,6,0,427,0,32,89,73,71,46,17,5,0,338,17,85,239,180,203,212,105,10,0,1043,15,55,107,70,81,61,12,0,0,399,0,10,26,10,23,23,0,0,0,103,0,0,24,13,6,6,0,0,0,52,0,4,9,3,0,3,0,0,0,18,18,75,169,97,111,89,11,0,0,574,0,7,9,14,12,8,0,0,0,56,0,0,8,5,7,0,0,0,0,24,0,5,21,18,16,16,0,0,0,76,23,78,182,117,129,108,14,0,0,647,8,39,89,122,158,236,210,27,0,889,3,68,189,148,175,97,54,9,0,745,32,183,457,396,461,438,278,38,0,2281
SOSR802,6838,11254,26855,24034,21268,12385,2455,210,37,105339,4760,3388,4833,3949,3443,7977,12111,6968,3048,50490,481,858,1887,1360,1163,1136,892,724,750,9238,12080,15502,33573,29342,25880,21502,15462,7902,3836,165069,2006,10812,38366,34464,31595,16691,2485,151,17,136589,7950,8862,10649,11101,8352,6637,2879,376,32,56839,412,663,2738,1851,1267,1125,333,39,10,8435,330,532,723,572,449,255,98,21,17,3009,10698,20867,52482,47990,41658,24706,5791,590,78,204869,375,798,1277,1011,774,538,73,7,0,4856,1956,1120,767,511,355,407,156,22,6,5294,2330,1914,2047,1521,1131,942,230,24,4,10151,13027,22786,54528,49513,42794,25649,6020,617,81,215016,10412,6754,7414,5708,5462,13494,21599,12408,4998,88246,951,1758,3948,2913,2497,2156,1734,1299,1072,18316,24393,31297,65889,58129,50749,41302,29352,14316,6151,321581
SOSR822,10,5,6,14,19,12,3,0,0,65,3,0,0,3,8,13,15,6,0,49,0,0,0,0,3,0,0,0,0,7,18,5,9,19,26,25,12,6,0,116,0,3,3,16,31,15,4,0,0,67,10,6,3,7,4,10,4,0,0,47,0,0,0,4,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,3,14,7,12,29,38,24,10,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,7,12,29,38,24,10,0,0,133,3,0,0,8,9,12,26,21,4,81,0,5,0,0,3,0,0,0,0,9,18,12,13,30,44,39,29,19,4,217
SOSR831,13,11,47,54,41,25,8,0,0,198,16,3,7,3,7,13,13,0,0,61,3,3,5,3,8,8,3,0,0,36,31,20,61,65,55,39,21,6,3,295,3,21,60,79,73,32,10,0,0,281,16,8,14,29,23,19,3,6,0,112,0,3,9,11,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,8,25,34,85,114,94,52,20,5,0,424,3,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,31,34,90,117,97,55,20,5,0,438,21,6,11,3,9,24,16,7,0,109,7,5,13,12,13,13,3,0,0,70,58,41,111,133,118,91,42,11,3,610
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,7,22,28,23,11,18,0,0,0,115,10,7,11,8,10,10,8,4,3,66,3,8,3,9,5,7,0,0,0,32,20,42,44,40,26,34,9,4,3,209,3,21,38,28,18,15,0,0,0,126,9,19,7,9,7,10,3,0,0,62,0,3,7,6,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,6,10,39,57,41,28,26,3,0,0,202,3,3,11,4,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,8,8,6,15,11,5,3,0,0,0,44,15,45,71,50,34,32,0,0,0,248,15,21,21,28,21,22,19,4,3,153,9,9,12,30,18,21,3,0,0,107,35,79,108,107,68,78,24,8,3,506
