SOSR_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SOSR613,415,607,1184,1167,1433,1130,222,29,7,6189,4,3,19,17,32,17,3,0,0,96,0,0,6,4,8,0,0,0,0,21,28,31,40,56,94,57,3,0,0,304,0,3,6,3,3,3,0,0,0,17,0,7,19,25,19,12,4,0,0,92,0,3,10,15,26,20,0,0,0,74,181,112,178,176,180,111,16,0,0,965,169,102,109,74,99,67,6,0,0,629,3,3,17,23,32,17,3,0,0,105,8,4,11,6,11,10,0,0,0,48,3,11,22,27,26,22,0,0,0,121,7,9,19,15,17,13,3,0,0,75,4,18,35,53,49,29,11,0,0,195,9,31,63,60,58,50,7,3,0,284,3,21,71,88,127,81,9,0,0,395,7,36,133,188,232,182,24,3,0,800,27,112,265,275,428,352,38,3,0,1499,10,12,9,4,8,3,0,0,0,43,3,29,58,44,54,20,10,0,0,213
SOSR614,106,188,431,359,415,367,84,13,0,1960,3,0,3,6,11,5,3,0,0,29,0,0,3,3,3,3,0,0,0,6,3,9,6,9,17,10,0,0,0,58,0,0,4,3,3,0,0,0,0,13,3,0,11,3,9,4,0,0,0,28,3,0,10,3,12,3,0,0,0,31,39,30,69,71,52,48,8,0,0,318,35,29,30,20,34,16,5,0,0,175,0,0,6,3,14,7,7,0,0,31,0,0,5,3,3,3,0,0,0,17,0,3,12,6,12,3,0,0,0,34,0,3,6,3,8,3,0,0,0,26,3,11,6,5,13,7,0,0,0,45,6,7,17,10,17,19,0,0,0,81,0,5,23,31,42,19,3,0,0,128,0,7,26,50,61,45,5,0,0,195,5,36,100,104,158,139,17,0,0,555,0,0,6,5,4,4,0,0,0,21,10,7,12,14,10,11,3,0,0,69
SOSR615,591,1066,2387,2411,2750,2352,519,66,6,12144,12,17,58,57,83,53,15,4,0,294,0,0,12,0,4,0,4,0,0,24,37,58,90,108,148,106,13,0,0,560,0,12,22,19,21,12,3,0,0,85,5,14,27,48,38,38,7,0,0,181,8,10,24,38,41,28,0,0,0,145,223,168,294,320,370,247,49,7,0,1684,243,163,168,188,224,134,29,0,0,1151,7,5,42,61,88,71,20,0,0,298,4,12,32,21,25,17,3,0,0,113,3,27,86,79,50,29,4,0,0,282,3,17,33,26,50,17,6,0,0,154,10,31,101,96,85,68,19,0,0,414,11,26,72,76,117,75,19,3,0,390,3,25,174,187,217,191,22,0,0,820,13,59,251,342,383,252,46,3,0,1342,34,188,435,489,704,651,101,10,0,2618,12,25,29,25,42,26,3,0,0,163,24,56,93,103,81,67,11,3,0,442
SOSR621,183,298,734,810,946,824,207,35,8,4041,4,5,15,29,22,21,7,0,0,108,0,6,9,10,10,3,0,0,0,39,17,20,30,24,37,22,8,0,0,147,0,0,8,8,0,3,0,0,0,18,0,0,9,5,14,14,9,0,0,49,4,3,10,12,8,4,0,0,0,38,70,46,69,94,105,77,13,4,0,486,61,45,83,86,102,70,19,0,0,455,0,5,8,11,25,27,7,0,0,83,0,3,6,5,9,10,3,0,0,40,0,10,18,25,16,19,0,0,0,85,3,4,12,13,9,18,4,0,0,56,3,14,31,38,40,29,17,0,0,165,0,5,28,30,43,37,3,0,0,145,0,6,48,84,71,62,10,0,0,284,3,16,81,124,139,119,17,0,0,503,15,36,110,131,191,210,35,3,0,728,8,8,6,11,11,7,3,0,0,61,0,7,34,22,36,6,0,0,0,108
SOSR622,107,159,366,430,596,589,156,29,7,2428,3,7,11,10,27,17,9,0,0,85,0,0,0,3,3,0,0,0,0,7,8,8,18,21,36,15,0,0,0,110,0,0,3,0,3,3,0,0,0,9,0,7,5,8,4,8,0,0,0,35,3,3,5,3,8,9,0,0,0,35,27,22,33,49,72,47,8,0,0,263,41,21,43,45,52,40,15,0,0,255,0,0,10,15,11,19,3,0,0,66,0,0,3,0,6,3,0,0,0,19,0,3,13,5,10,7,0,0,0,39,0,4,0,6,8,6,3,0,0,28,3,4,21,22,13,9,8,0,0,75,3,5,11,19,28,25,3,0,0,90,3,7,16,35,37,33,6,0,0,137,3,10,28,80,91,69,7,0,0,282,12,32,65,82,152,117,21,3,0,482,0,3,7,4,9,15,3,0,0,35,4,11,19,13,18,18,3,0,0,85
SOSR631,1134,1596,3188,4530,6099,5302,1634,294,44,23827,60,91,246,327,427,419,216,63,4,1854,0,3,8,7,18,12,0,0,0,59,70,66,135,189,257,184,23,6,0,930,0,3,27,42,53,24,0,0,0,154,10,22,53,109,119,83,16,0,0,413,10,21,52,63,84,52,10,0,0,288,399,254,296,435,531,359,52,9,0,2333,384,196,228,268,327,249,66,5,0,1722,3,15,55,103,144,107,37,3,0,465,13,8,38,27,40,44,8,0,0,173,3,23,86,105,105,69,7,0,0,397,7,21,36,54,89,61,12,5,0,291,18,49,161,218,240,179,44,0,3,904,17,32,85,135,217,147,28,8,0,671,13,48,214,383,503,310,33,0,0,1504,18,63,320,661,837,638,101,5,0,2641,57,186,549,772,1351,1124,152,5,0,4191,42,41,67,81,75,89,19,0,0,415,48,86,123,150,165,109,20,0,0,704
SOSR679,0,4,12,3,14,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,4,15,56,26,28,16,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,4,3,3,0,0,0,0,10,0,0,3,5,5,6,0,0,0,24,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SOSR703,1364,3310,9829,7720,6320,4141,1007,95,10,33793,9,16,22,15,32,17,6,0,0,121,0,10,51,52,42,30,0,0,0,190,46,35,96,96,83,41,12,0,0,394,3,14,90,103,64,34,3,0,0,316,10,71,315,246,175,125,15,0,0,958,8,38,102,73,68,31,11,0,0,328,403,389,624,440,419,272,63,3,0,2604,362,397,708,405,286,151,33,3,0,2337,13,68,187,149,168,86,13,3,0,688,21,36,100,66,33,24,6,0,0,297,9,54,215,146,100,40,4,0,0,571,11,81,201,106,105,62,31,0,0,601,29,120,540,378,309,190,37,0,0,1609,18,95,286,251,258,131,28,3,0,1062,60,459,1432,1333,1161,707,121,5,0,5280,57,227,840,962,876,585,111,11,0,3658,88,349,1549,1081,865,631,123,5,0,4701,66,77,212,127,99,61,15,0,0,655,57,98,278,172,153,89,21,4,0,880
SOSR712,312,445,1455,1251,1261,1029,242,19,0,6010,0,0,3,7,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,9,8,3,7,7,3,0,0,0,43,0,4,5,7,10,8,0,0,0,35,9,12,34,26,31,22,0,0,0,133,3,3,16,0,5,15,3,0,0,46,82,56,95,88,86,61,19,4,0,500,71,43,139,54,61,41,6,3,0,420,7,13,28,21,31,20,7,0,0,118,9,7,18,18,8,9,3,0,0,63,3,3,20,11,8,3,0,0,0,50,3,15,20,21,20,18,3,0,0,93,6,8,68,80,69,49,18,0,0,301,4,23,51,27,49,26,4,3,0,193,7,52,258,254,252,170,25,0,0,1021,17,31,174,200,251,192,29,3,0,891,27,97,416,362,350,238,48,3,0,1547,10,11,36,28,26,21,3,0,0,145,17,19,60,49,60,33,5,0,0,246
SOSR714,77,125,369,253,260,188,72,3,0,1352,0,7,13,4,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,7,0,6,9,6,10,8,5,0,0,41,0,0,4,4,0,0,0,0,0,8,10,6,23,12,14,13,3,0,0,81,19,12,25,18,25,13,0,0,0,113,0,0,4,9,6,0,0,0,0,27,3,0,0,0,0,0,0,0,0,3,0,0,11,0,3,0,0,0,0,19,0,3,8,4,0,3,0,0,0,20,3,3,25,4,11,6,0,0,0,49,0,3,13,13,9,8,0,0,0,40,0,18,60,36,42,25,0,0,0,192,4,11,60,41,39,35,6,0,0,204,10,31,88,82,70,45,20,0,0,337,0,3,8,0,0,0,0,0,0,16,0,3,13,10,7,5,0,0,0,41
SOSR715,92,190,572,556,518,369,84,9,0,2384,3,3,3,3,3,0,0,0,0,13,3,0,13,14,14,0,0,0,0,37,0,0,0,6,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,14,7,9,3,0,0,0,32,0,0,0,3,0,0,0,0,0,3,17,24,42,46,36,26,3,0,0,180,11,9,34,23,26,12,3,0,0,113,0,4,7,9,9,9,0,0,0,37,0,0,4,3,0,0,0,0,0,4,0,8,10,0,3,0,0,0,0,28,0,0,3,13,6,3,0,0,0,18,0,4,3,11,8,6,0,0,0,34,4,11,5,15,19,8,5,0,0,64,8,18,94,58,85,54,9,0,0,332,8,29,156,131,118,89,11,3,0,543,14,35,119,136,131,107,15,0,0,557,0,3,3,7,13,4,0,0,0,31,3,7,32,41,40,15,3,0,0,146
SOSR721,64,208,596,532,449,335,77,6,0,2256,0,0,7,0,4,0,0,0,0,16,0,5,30,17,18,4,0,0,0,71,0,0,3,3,11,3,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,4,4,10,10,0,0,0,31,0,0,3,0,4,0,0,0,0,8,13,21,46,34,33,13,0,0,0,161,24,46,100,31,29,15,3,0,0,246,0,3,13,14,16,4,0,0,0,50,0,0,0,3,3,0,0,0,0,3,0,0,6,6,8,4,0,0,0,26,0,0,4,3,6,0,0,0,0,18,0,3,19,13,11,7,0,0,0,51,3,12,38,25,21,10,7,0,0,106,3,9,83,76,72,49,7,0,0,291,3,19,107,88,101,79,9,0,0,401,0,19,66,66,68,46,6,0,0,274,7,8,23,16,21,10,5,0,0,71,4,20,21,32,26,17,3,0,0,111
SOSR722,49,124,280,281,326,237,73,4,3,1381,3,0,4,0,3,6,3,0,0,19,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,9,0,0,0,3,4,0,0,0,0,3,0,0,3,4,3,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3,7,9,22,24,26,17,0,0,0,108,3,7,13,8,11,11,4,0,0,56,0,3,8,0,9,3,0,0,0,16,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,7,6,12,5,3,0,0,27,0,6,10,8,8,6,0,0,0,38,5,21,52,62,54,36,4,0,0,238,7,14,81,75,64,72,13,0,0,324,0,14,54,46,67,42,9,0,0,242,3,3,8,19,6,7,0,0,0,51,0,8,29,26,14,10,4,0,0,90
SOSR731,383,686,1501,1621,1834,1206,323,43,3,7587,24,82,107,72,93,57,23,7,0,468,0,5,16,16,21,3,0,0,0,58,11,4,21,30,26,16,3,0,0,104,0,3,15,19,13,13,0,0,0,60,6,18,78,98,80,35,16,0,0,329,10,13,21,28,26,13,3,0,0,114,70,51,59,84,111,84,22,0,0,488,67,42,93,54,79,59,15,4,0,408,7,15,36,39,52,25,3,0,0,170,0,8,7,6,6,6,0,0,0,35,0,6,20,21,13,14,0,0,0,74,3,6,15,22,14,17,7,0,0,84,10,14,52,85,80,44,10,0,0,299,0,11,43,64,60,31,13,0,0,218,13,50,215,240,293,143,15,0,0,974,29,37,159,235,270,157,39,3,0,929,22,58,132,154,180,136,31,4,0,719,14,11,25,36,31,11,9,0,0,130,9,23,46,51,62,30,5,0,0,232
SOSR779,0,0,10,9,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,11,39,84,62,70,44,13,0,0,320,0,9,7,3,3,0,0,0,0,26,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,15,0,10,22,3,12,11,0,0,0,58,0,0,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,0,0,3,0,3,8,0,0,0,16,5,3,0,3,3,5,0,0,0,21,0,0,9,4,3,0,3,0,0,19,0,3,11,10,9,7,0,0,0,41,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SOSR802,4987,10469,26641,24743,20949,12693,3412,389,44,104319,3,15,49,38,33,34,20,6,5,209,0,0,7,3,3,3,0,0,0,19,161,88,175,193,169,117,55,8,0,962,4,41,151,111,62,22,6,0,0,403,33,114,302,315,288,133,49,3,0,1242,28,61,109,121,123,49,19,0,0,517,1558,1705,1539,984,924,683,201,18,0,7622,1969,1556,1187,649,512,328,59,7,0,6266,23,93,256,244,231,176,35,0,0,1064,87,171,380,351,273,167,40,3,0,1476,26,164,541,401,297,195,41,3,4,1672,49,198,382,283,220,155,60,9,0,1362,115,829,2331,2000,1483,858,211,18,3,7848,52,225,689,555,568,363,86,10,0,2559,194,1573,8866,8928,7891,3542,372,14,0,31385,433,947,2858,3122,3017,2004,430,34,3,12845,401,1640,4306,3452,3330,2400,467,30,6,16022,222,282,417,356,298,205,52,6,0,1838,210,443,761,687,603,336,101,3,0,3142
SOSR822,4,4,7,11,20,15,8,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,3,0,0,0,12,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SOSR831,13,18,41,63,56,32,8,3,0,231,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,8,3,4,0,0,0,21,0,0,4,0,0,0,0,0,0,6,0,3,13,11,6,9,0,0,0,43,0,0,6,13,11,3,0,0,0,32,0,3,5,5,3,4,0,0,0,22,0,3,4,3,0,0,4,0,0,9,0,0,3,0,3,0,0,0,0,7
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,3,18,31,20,15,9,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,10,6,0,6,0,0,0,29,0,0,3,0,0,3,0,0,0,9,0,0,6,3,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
SOSR915,4,27,89,95,115,99,63,4,0,502,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,0,0,17,0,0,14,0,3,4,3,0,0,20,0,0,0,3,5,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,5,6,10,0,0,0,23,0,9,17,18,19,21,3,0,0,91,0,4,9,15,12,10,0,0,0,48,0,3,3,10,7,9,3,0,0,29,0,3,4,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6
SOSR921,9,5,20,50,50,43,22,10,0,200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,10,15,10,0,0,46,3,8,9,21,17,9,4,0,0,68,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,23,0,0,0,0,0,3,3,0,0,10,0,0,0,4,0,3,3,0,0,15,0,0,0,0,0,9,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SOSR922,10,26,44,42,38,33,5,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,6,0,4,7,4,3,0,3,0,0,20,4,0,9,3,5,8,0,0,0,36,0,0,3,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
SOSR931,10,8,27,50,68,75,22,11,3,276,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,3,3,17,10,6,8,0,52,3,3,11,8,7,17,3,0,0,48,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,3,0,0,0,9,0,0,0,8,3,0,0,0,0,16,0,0,3,11,5,0,3,0,0,29,0,0,4,4,8,8,3,0,0,26,0,0,4,7,6,5,0,0,0,26,0,0,0,5,9,8,4,0,0,30,0,0,4,4,0,3,0,0,0,17,0,0,3,0,0,0,0,0,0,7
SOSR979,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
