SOSR_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SOSR331,0,86,..,8,3,13,0,13,..,87,4,94,0,94,..,20,0,20,0,15,..,82,9,96,0,96,..,110,18,124,0,128,..,41,3,48,0,48,..,33,0,32,0,32,..,264,7,265,3,271,..,73,3,82,3,80,..,281,17,294,3,299,..,64,5,68,0,68,..,681,28,713,8,718,..,246,15,265,3,266,..,30,0,28,0,28,..,212,43,253,0,253,..,15,4,15,0,15,..,115,93,207,3,215,..,1151,193,1339,39,1380,..,6958,875,7832,153,7990,..,458,35,489,16113,16604,182027,7411,908,8323,16268,206625,376928,..,..,..,..,376928,..,814,14,828,10,840,..,114,9,130,0,128,..,648,86,739,76,810,..,191,35,231,3,228,..,553,229,777,19,795,..,18,12,35,0,33,..,766,275,1045,18,1062,..,168,18,179,4,182,..,724,10,736,7,744,..,601,27,625,7,635,..,1535,33,1569,12,1577
SOSR379,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,8,15,56,15,0,15,8,87,110,..,..,..,..,110,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR399,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,11,0,11,0,11,..,4,0,6,0,6,..,39,0,41,0,41,..,35,0,35,0,35,..,3,0,7,0,7,..,5,3,9,0,12,..,0,0,0,0,0,..,11,6,23,0,23,..,106,20,130,3,132,..,514,136,650,5,657,..,10,0,10,966,979,3934,528,136,658,978,5572,8697,..,..,..,..,8697,..,13,0,13,0,17,..,18,3,16,0,18,..,28,3,29,0,29,..,29,9,41,0,46,..,130,90,214,0,216,..,8,7,13,0,13,..,167,101,271,3,275,..,3,0,3,0,3,..,43,0,48,0,48,..,99,8,112,0,108,..,72,4,79,0,80
SOSR401,16,1848,..,254,35,290,3,291,..,409,25,428,3,436,..,1626,531,2156,13,2171,..,2490,444,2932,21,2951,..,1399,295,1697,12,1709,..,58,3,61,0,58,..,1563,433,1999,16,2012,..,1746,37,1781,17,1798,..,781,110,892,4,896,..,2564,90,2657,29,2682,..,847,40,885,6,892,..,5943,267,6214,54,6269,..,2392,307,2697,28,2726,..,1075,84,1165,12,1171,..,904,210,1110,14,1121,..,218,24,248,3,246,..,6037,3321,9359,53,9411,..,16212,5397,21604,464,22068,..,102858,24451,127312,1358,128670,..,1571,314,1879,26278,28163,439109,104430,24762,129194,27638,595939,860512,..,..,..,..,860512,..,1572,19,1596,14,1614,..,7190,1730,8916,74,8988,..,608,29,639,29,671,..,7223,2098,9316,71,9391,..,21040,6150,27193,139,27333,..,1531,605,2135,11,2143,..,29793,8846,38640,223,38868,..,2332,355,2685,30,2718,..,1800,42,1840,14,1855,..,2067,108,2174,21,2191,..,4538,152,4694,40,4742
SOSR412,0,4,..,5,0,5,0,5,..,6,0,6,0,6,..,13,4,16,0,17,..,36,10,46,0,46,..,18,0,16,0,16,..,0,0,0,0,0,..,15,0,15,0,15,..,98,0,98,3,98,..,15,3,17,0,17,..,115,4,123,0,123,..,13,0,13,0,13,..,244,14,254,3,257,..,45,9,52,0,54,..,19,0,19,0,19,..,25,8,26,0,33,..,0,0,0,0,0,..,24,7,30,0,30,..,366,137,505,10,510,..,1748,280,2027,22,2048,..,112,12,123,2057,2181,33745,1863,292,2154,2077,37970,66059,..,..,..,..,66059,..,220,3,221,0,221,..,60,9,66,0,66,..,39,0,44,0,44,..,26,11,46,0,46,..,112,33,141,0,142,..,13,0,13,0,13,..,154,46,197,3,203,..,76,10,82,0,82,..,100,3,107,0,110,..,73,8,79,0,79,..,183,9,195,0,195
SOSR413,0,20,..,3,0,3,0,3,..,8,0,8,0,8,..,18,0,20,0,20,..,47,0,49,0,47,..,34,3,35,0,35,..,13,3,14,0,17,..,8,4,9,0,9,..,155,5,157,0,157,..,25,3,25,0,32,..,183,9,192,0,192,..,34,0,36,0,36,..,399,18,416,0,417,..,57,3,63,0,63,..,13,5,16,0,16,..,34,8,48,0,48,..,17,10,26,0,26,..,59,45,96,0,102,..,315,73,385,12,395,..,2474,488,2962,34,2997,..,146,13,160,3032,3193,47271,2626,502,3122,3063,53463,91603,..,..,..,..,91603,..,175,3,181,0,181,..,66,9,73,0,73,..,233,17,246,3,251,..,51,18,74,0,70,..,320,352,670,8,677,..,21,45,67,0,69,..,389,417,813,9,819,..,90,13,101,0,99,..,159,3,164,0,161,..,137,5,139,3,144,..,366,14,380,13,397
SOSR414,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,7,0,7,..,8,0,7,0,7,..,0,0,0,0,0,..,0,0,0,4,4,..,0,0,0,0,0,..,33,0,33,0,33,..,9,0,9,0,9,..,49,3,51,0,51,..,5,0,6,0,6,..,92,3,97,0,97,..,9,0,9,0,9,..,0,0,0,0,0,..,13,3,18,0,18,..,0,0,3,0,3,..,10,11,19,0,19,..,79,39,119,3,121,..,443,91,535,8,544,..,43,4,49,590,634,11216,485,94,583,601,12399,21513,..,..,..,..,21513,..,15,0,15,0,15,..,7,0,6,0,5,..,12,0,11,0,11,..,12,0,14,0,12,..,46,35,79,0,74,..,5,0,5,0,5,..,64,32,93,0,95,..,4,0,4,0,3,..,29,0,29,0,33,..,15,0,15,0,15,..,111,3,111,3,114
SOSR415,0,20,..,3,0,3,0,3,..,0,0,0,0,4,..,7,5,7,0,7,..,39,3,43,0,43,..,15,6,16,0,16,..,0,0,0,0,0,..,18,3,20,0,21,..,103,3,102,3,105,..,14,3,16,0,16,..,123,4,129,0,130,..,25,0,25,0,28,..,257,9,273,6,276,..,56,3,54,3,61,..,22,0,22,0,22,..,51,8,58,0,59,..,9,4,14,0,14,..,46,29,80,0,81,..,282,77,364,14,374,..,2070,374,2447,51,2491,..,139,16,154,3398,3550,49567,2209,390,2598,3444,55612,97240,..,..,..,..,97240,..,150,0,151,0,150,..,42,3,47,0,50,..,102,12,116,4,122,..,51,13,67,0,67,..,143,65,208,5,213,..,6,4,7,0,7,..,202,81,281,5,291,..,69,10,74,0,74,..,116,0,116,0,115,..,107,3,116,0,116,..,337,11,341,3,345
SOSR421,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,4,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,30,0,30,0,30,..,3,0,5,0,5,..,28,0,28,0,25,..,5,0,5,0,5,..,64,0,66,0,66,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,10,0,10,..,4,0,4,0,4,..,24,21,44,0,45,..,42,11,56,0,63,..,436,81,523,4,528,..,38,0,41,1004,1048,15009,476,85,558,1013,16584,29858,..,..,..,..,29858,..,31,0,31,0,31,..,9,0,10,0,14,..,43,0,43,0,43,..,23,3,22,0,24,..,46,42,85,0,84,..,0,4,5,0,5,..,71,46,113,0,116,..,14,0,14,0,14,..,39,0,39,0,42,..,24,0,24,0,24,..,82,3,87,0,87
SOSR422,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,16,0,16,0,16,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,27,0,27,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,6,5,10,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,31,3,32,0,32,..,819,151,963,14,979,..,24,0,27,648,668,8422,840,147,986,662,10070,17363,..,..,..,..,17363,..,17,0,17,0,17,..,0,0,0,0,0,..,1211,277,1480,13,1497,..,9,3,13,0,13,..,15,9,23,0,23,..,0,0,0,0,0,..,29,9,32,0,32,..,12,0,15,0,15,..,32,0,32,0,32,..,10,0,10,0,8,..,45,0,42,0,45
SOSR431,0,15,..,8,0,9,0,9,..,12,0,12,0,12,..,10,0,10,0,10,..,48,3,44,0,49,..,33,9,43,0,43,..,0,0,0,0,0,..,24,0,26,0,26,..,69,3,68,0,68,..,27,3,26,0,30,..,65,4,67,3,76,..,22,3,30,0,30,..,182,9,195,4,197,..,55,5,55,0,55,..,0,0,0,0,0,..,37,8,41,0,41,..,24,11,37,0,37,..,174,159,329,3,334,..,348,79,423,7,433,..,2773,537,3312,57,3367,..,156,6,165,4178,4341,59784,2932,542,3475,4237,67492,125443,..,..,..,..,125443,..,131,5,131,0,131,..,65,14,77,3,79,..,643,57,703,31,735,..,29,5,32,0,31,..,120,53,172,4,178,..,11,3,17,0,17,..,159,62,218,5,230,..,62,3,65,0,65,..,195,0,194,3,199,..,126,9,132,0,128,..,491,11,503,8,510
SOSR479,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR499,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,19,8,22,0,22,..,111,37,147,3,150,..,8,0,7,196,208,769,125,34,154,197,1129,1933,..,..,..,..,1933,..,3,0,3,0,3,..,10,0,10,0,10,..,20,0,15,0,22,..,9,7,12,0,12,..,16,27,48,0,48,..,3,3,5,0,5,..,29,36,64,0,63,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,3,9,..,21,0,21,0,21
SOSR501,18,3329,..,2414,408,2821,28,2848,..,179,11,192,0,193,..,2597,520,3120,13,3129,..,2716,287,3011,32,3038,..,1608,201,1814,8,1818,..,339,25,364,5,367,..,2067,366,2435,34,2462,..,4137,151,4293,42,4331,..,5114,511,5621,35,5661,..,6266,259,6522,67,6595,..,3173,224,3399,36,3427,..,18689,1146,19830,179,20012,..,4449,503,4949,50,5000,..,2761,338,3102,29,3130,..,3066,554,3619,33,3646,..,610,174,782,4,788,..,6683,3466,10144,70,10216,..,30069,6466,36535,686,37222,..,167116,30763,197880,2032,199913,..,2422,356,2778,53235,56010,691457,169537,31123,200661,55267,947382,1371373,..,..,..,..,1371373,..,10757,171,10930,76,11004,..,11143,2366,13512,156,13673,..,652,24,683,29,709,..,14738,3938,18676,96,18769,..,34440,10742,45189,243,45430,..,3409,758,4169,26,4195,..,52586,15436,68028,364,68391,..,4505,595,5100,52,5148,..,3919,83,4008,43,4049,..,7993,354,8348,85,8432,..,6973,217,7190,84,7269
SOSR511,0,56,..,3,0,3,0,3,..,0,0,0,0,0,..,15,4,21,0,21,..,64,8,73,0,73,..,28,9,33,0,36,..,0,0,0,0,0,..,11,0,14,0,14,..,149,6,158,0,153,..,57,3,63,0,63,..,201,9,209,3,214,..,88,5,94,0,90,..,493,20,515,8,524,..,77,5,82,0,83,..,35,0,35,0,35,..,63,9,67,0,67,..,3,0,3,0,3,..,34,18,51,0,57,..,442,54,489,18,507,..,2658,319,2977,38,3014,..,91,7,100,2173,2273,30863,2742,327,3076,2216,36151,60300,..,..,..,..,60300,..,660,19,679,5,683,..,98,19,116,0,116,..,30,0,30,0,30,..,65,18,86,0,86,..,252,101,350,4,355,..,14,3,13,0,13,..,330,123,454,4,457,..,23,3,26,0,26,..,133,7,137,5,145,..,117,3,122,0,119,..,136,3,142,4,144
SOSR512,0,18,..,17,0,14,0,14,..,0,0,0,0,0,..,24,3,25,0,29,..,57,6,64,4,66,..,23,4,32,0,32,..,19,0,23,0,23,..,7,0,7,0,7,..,349,14,367,3,364,..,117,7,126,0,121,..,407,20,427,11,441,..,190,28,213,9,224,..,1061,71,1128,19,1155,..,64,4,64,3,64,..,27,4,32,0,32,..,192,34,226,3,228,..,4,3,11,0,11,..,74,38,107,3,110,..,784,128,907,21,933,..,4224,510,4733,73,4802,..,169,12,181,4140,4320,49717,4395,519,4912,4210,58836,97917,..,..,..,..,97917,..,891,14,907,3,910,..,81,3,81,0,81,..,268,11,285,3,291,..,86,35,121,5,120,..,309,121,427,4,432,..,13,8,21,0,18,..,407,160,569,5,576,..,54,3,61,0,64,..,183,8,191,3,192,..,175,8,184,0,188,..,333,11,347,0,352
SOSR513,0,40,..,18,0,19,0,19,..,7,0,7,0,7,..,6,0,6,0,6,..,16,0,16,0,16,..,19,0,15,0,15,..,3,0,3,0,3,..,12,0,10,0,10,..,208,3,207,3,210,..,85,6,96,0,96,..,280,10,287,5,298,..,141,23,160,0,160,..,714,45,755,7,762,..,50,0,50,0,50,..,27,3,31,0,31,..,169,19,184,3,191,..,4,0,4,0,4,..,28,5,36,0,41,..,342,37,379,10,391,..,2535,234,2773,54,2829,..,82,15,100,3039,3143,20154,2618,251,2875,3096,26123,41742,..,..,..,..,41742,..,288,3,293,3,295,..,50,3,58,0,58,..,459,19,476,26,508,..,65,15,78,3,81,..,213,74,289,0,287,..,3,5,8,0,8,..,283,95,373,3,380,..,33,0,36,0,36,..,53,3,57,0,57,..,159,9,168,0,169,..,183,8,189,0,190
SOSR514,0,28,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,6,0,6,..,40,0,42,0,42,..,9,0,6,0,6,..,0,0,0,0,0,..,8,0,7,0,7,..,35,0,39,0,39,..,27,3,30,0,30,..,76,0,75,0,79,..,16,0,17,0,17,..,155,5,158,0,157,..,40,4,45,0,45,..,7,0,7,0,7,..,31,6,34,0,32,..,0,0,0,0,0,..,18,12,29,0,29,..,166,24,195,7,194,..,1050,120,1167,16,1179,..,50,0,46,1374,1429,15102,1094,117,1216,1396,17712,29823,..,..,..,..,29823,..,218,8,223,0,223,..,17,3,19,0,19,..,19,0,19,0,19,..,28,3,36,0,36,..,93,55,150,3,154,..,3,5,6,0,6,..,133,67,196,3,196,..,7,4,13,0,13,..,51,0,52,3,55,..,103,3,107,0,112,..,178,3,183,3,183
SOSR515,0,28,..,30,4,31,0,33,..,0,0,0,0,0,..,6,7,14,0,11,..,36,0,34,0,34,..,17,3,21,0,21,..,13,0,13,0,13,..,9,0,13,0,13,..,208,9,217,4,216,..,67,4,73,4,73,..,238,12,246,0,247,..,117,37,153,0,153,..,626,66,691,7,700,..,39,0,38,0,36,..,26,0,28,0,33,..,119,21,139,3,141,..,0,0,0,0,0,..,48,34,82,0,79,..,465,164,626,17,639,..,2953,479,3434,98,3534,..,170,12,182,4118,4299,34974,3124,490,3616,4216,42809,70251,..,..,..,..,70251,..,241,3,240,0,240,..,27,4,31,0,31,..,1090,60,1145,84,1228,..,74,23,91,0,91,..,214,164,381,3,386,..,30,18,49,0,49,..,320,197,524,3,525,..,50,3,55,0,50,..,126,3,135,0,134,..,141,16,160,3,162,..,235,3,245,10,250
SOSR521,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,19,0,21,0,21,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,107,4,109,0,109,..,18,3,19,0,19,..,117,0,118,3,119,..,22,0,24,0,24,..,263,12,276,3,280,..,19,0,20,0,20,..,6,0,6,0,6,..,36,6,43,0,44,..,0,0,0,0,0,..,10,3,15,0,15,..,168,18,193,4,196,..,1675,158,1834,61,1892,..,53,13,71,1967,2041,17986,1728,175,1899,2032,21912,36438,..,..,..,..,36438,..,142,3,143,0,143,..,17,0,22,0,22,..,1325,89,1411,87,1503,..,14,9,25,0,25,..,94,70,164,0,163,..,9,3,9,0,9,..,113,76,192,0,194,..,6,0,6,0,6,..,93,3,92,3,100,..,47,0,50,0,50,..,140,4,144,0,145
SOSR522,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,25,0,25,0,20,..,8,0,8,0,8,..,20,0,24,0,24,..,3,0,3,0,3,..,55,0,53,0,56,..,11,0,11,3,12,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,6,0,7,0,7,..,62,5,68,6,74,..,1538,219,1758,60,1816,..,39,4,44,1118,1166,7386,1579,224,1804,1184,10364,15035,..,..,..,..,15035,..,39,5,42,0,42,..,9,0,9,0,9,..,2361,382,2745,101,2844,..,7,0,7,3,10,..,11,9,25,0,25,..,5,0,5,0,5,..,28,9,38,3,37,..,14,3,20,0,20,..,31,0,31,0,29,..,35,3,35,0,37,..,32,4,34,0,34
SOSR531,0,14,..,26,4,30,0,30,..,4,0,4,0,4,..,6,0,8,0,8,..,59,3,59,0,59,..,37,0,38,0,38,..,3,0,3,0,3,..,15,0,14,0,14,..,88,5,93,0,90,..,66,3,69,0,69,..,103,3,104,0,104,..,43,0,43,0,43,..,296,13,305,0,308,..,83,4,85,0,85,..,11,0,11,0,11,..,110,15,126,4,132,..,4,0,4,0,4,..,99,84,183,0,183,..,469,63,538,21,557,..,4350,504,4856,114,4963,..,170,12,178,6283,6467,60822,4515,523,5038,6399,72257,134030,..,..,..,..,134030,..,632,11,645,9,655,..,93,14,107,5,116,..,2661,308,2968,123,3088,..,82,17,103,0,103,..,386,131,519,5,519,..,30,7,42,0,42,..,500,161,656,5,660,..,168,11,184,4,190,..,309,5,313,0,313,..,270,12,287,6,286,..,687,13,702,11,710
SOSR579,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,8,8,14,3,0,3,8,26,309,..,..,..,..,309,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
SOSR599,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,8,0,8,..,6,0,6,0,6,..,14,3,18,0,18,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,47,3,47,0,51,..,235,40,268,9,281,..,3,0,8,575,582,1559,240,40,275,578,2415,3819,..,..,..,..,3819,..,12,0,12,0,12,..,4,0,4,0,4,..,32,0,32,0,35,..,14,10,21,0,25,..,49,38,82,4,87,..,6,0,6,0,6,..,62,45,109,3,114,..,0,0,0,0,3,..,22,4,27,0,27,..,40,5,49,0,49,..,40,0,46,0,46
SOSR603,0,150,..,3,0,3,0,3,..,3,0,3,0,3,..,91,61,149,0,149,..,232,31,266,4,268,..,64,5,69,0,69,..,7,0,7,0,7,..,49,7,53,0,51,..,97,0,97,0,97,..,52,9,60,0,60,..,182,3,189,3,189,..,82,0,82,0,82,..,417,10,430,3,435,..,231,28,262,5,268,..,83,7,84,0,84,..,149,27,176,3,174,..,21,7,27,0,27,..,111,42,151,6,152,..,938,306,1238,33,1269,..,6930,1328,8261,108,8369,..,234,16,253,4946,5196,78481,7171,1345,8514,5051,92047,151512,..,..,..,..,151512,..,155,4,158,0,155,..,444,92,534,0,533,..,32,0,32,0,32,..,520,120,637,4,644,..,2273,445,2716,21,2735,..,173,46,215,8,219,..,2961,610,3570,29,3598,..,176,24,203,0,203,..,281,3,286,3,293,..,416,12,427,3,427,..,636,10,646,10,657
