SOSR_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SOSR631,15,101,0,113,2598,393,3108,139,80,3,223,1867,172,2266,1474,138,50,1657,2109,326,4095,3012,136,90,3241,2010,442,5693,2081,294,59,2440,5043,611,8089,437,694,17,1153,7205,741,9090,82,521,3,601,5414,661,6675,12,96,0,104,1927,340,2371,6,13,0,20,374,76,466,7260,2055,227,9543,28532,3770,41846,28,231,0,262,2212,348,2826,247,120,15,378,1342,147,1868,2137,188,141,2464,1546,289,4305,3540,230,180,3957,1604,400,5965,1782,735,78,2588,4952,528,8066,148,1501,6,1657,6142,638,8438,43,743,3,794,4138,554,5483,14,91,0,108,1481,271,1856,15,6,0,24,375,66,456,7955,3851,426,12226,23794,3242,39262,46,329,0,377,4807,742,5929,391,195,21,605,3209,321,4134,3610,319,188,4122,3657,623,8396,6560,368,272,7197,3618,847,11659,3861,1027,143,5027,9995,1132,16160,580,2196,23,2804,13342,1379,17527,121,1259,6,1392,9549,1215,12150,20,187,0,206,3409,606,4225,22,19,0,38
SOSR679,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,11,4,15,3,0,0,3,3,3,5,3,0,0,3,6,0,10,0,0,0,0,6,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,41,6,49,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,21,4,23,3,0,0,3,3,3,5,7,0,0,7,10,0,15,0,0,0,0,12,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,3,27,3,34,3,0,0,3,34,19,56,17,3,0,24,65,34,120,14,3,0,20,49,22,93,5,0,0,9,46,20,77,3,0,0,3,39,7,52,0,0,0,0,36,12,48,0,0,0,0,4,6,8,0,0,0,0,0,0,0,46,13,0,63,302,122,481,0,0,0,0,25,7,33,10,0,0,9,21,7,29,11,4,3,21,36,9,69,19,4,0,21,29,5,54,6,0,0,5,40,17,59,0,12,0,12,45,8,56,0,5,0,5,30,9,38,0,0,0,0,5,0,5,0,0,0,0,0,0,0,39,22,6,70,231,58,350,0,0,0,3,56,9,62,9,3,0,13,55,20,90,33,9,3,42,96,43,183,35,9,0,40,77,30,147,9,3,0,17,90,35,135,3,10,0,14,80,15,113,0,5,0,5,70,18,84,0,0,0,0,9,4,12,0,0,0,0
SOSR703,17,185,4,205,2707,450,3362,182,151,0,336,3574,773,4680,2400,296,43,2738,7901,2228,12865,3831,176,78,4078,4331,1585,9999,1861,235,59,2154,4920,1262,8332,405,397,19,815,4430,874,6128,73,300,7,378,2460,453,3296,9,59,0,69,851,152,1071,3,7,0,4,201,45,245,8783,1801,203,10780,31378,7825,49980,47,296,3,349,2316,397,3058,438,235,17,683,2741,510,3926,3705,438,172,4314,5994,1423,11727,4456,306,193,4952,3089,896,8939,1561,550,91,2197,4377,764,7340,161,949,7,1120,3750,665,5533,33,511,3,543,1977,347,2864,11,83,0,96,849,151,1098,0,3,0,6,273,49,323,10411,3366,488,14261,25356,5201,44816,59,483,9,551,5026,841,6422,614,380,20,1015,6308,1285,8610,6108,731,214,7053,13892,3647,24590,8290,477,268,9035,7420,2483,18940,3417,788,146,4349,9293,2020,15672,567,1351,24,1937,8182,1540,11658,106,814,8,922,4437,802,6161,23,137,0,165,1702,308,2169,4,9,0,8
SOSR712,5,61,0,76,590,104,762,39,23,4,62,504,96,663,454,47,29,532,1116,297,1948,641,42,29,711,747,199,1655,388,59,9,458,1010,237,1701,78,93,0,172,1040,187,1393,15,48,0,64,481,96,642,0,7,0,7,170,35,216,0,0,0,0,42,6,51,1622,380,76,2084,5690,1264,9040,6,69,0,76,435,86,606,90,45,5,148,420,96,665,704,94,61,861,1046,343,2250,791,87,59,936,666,224,1832,372,155,21,549,1076,218,1847,30,199,0,231,1029,207,1468,4,73,0,78,456,108,645,0,22,0,22,198,34,255,0,3,0,3,85,19,106,1998,755,152,2903,5418,1342,9671,15,134,0,152,1029,188,1364,132,70,9,212,925,195,1331,1163,146,88,1393,2162,642,4198,1433,127,88,1652,1413,427,3489,758,218,31,1008,2088,459,3548,108,287,3,403,2074,396,2864,19,119,0,138,940,211,1288,0,31,0,30,362,76,468,0,3,0,0
SOSR714,0,14,0,10,132,67,220,20,8,0,28,131,41,205,134,17,4,152,276,138,565,138,9,7,155,153,76,381,75,18,0,91,237,101,429,18,14,0,32,229,97,361,4,20,0,25,145,57,227,0,0,0,3,43,28,75,0,0,0,0,9,8,18,392,99,7,498,1362,611,2471,8,23,0,23,105,48,183,39,17,3,59,122,42,223,196,31,5,233,226,137,593,161,26,12,190,152,93,435,63,35,0,97,243,111,449,7,41,0,42,215,70,330,7,10,0,20,106,33,154,0,0,0,0,35,25,56,0,0,0,0,13,10,15,469,173,20,663,1215,568,2446,7,29,0,41,243,117,398,55,28,3,82,255,86,428,335,41,11,385,498,277,1159,294,33,10,343,309,166,815,132,49,5,190,482,209,879,21,55,0,80,449,171,697,8,33,0,41,246,82,372,0,0,0,3,78,52,136,0,0,0,0
SOSR715,38,164,16,214,405,135,753,101,124,51,277,343,97,716,424,195,114,736,594,213,1541,416,137,90,649,443,234,1319,192,167,50,416,560,130,1103,41,115,11,166,422,107,697,10,39,3,50,174,42,268,0,6,0,9,40,7,58,0,0,0,0,0,0,0,1233,945,341,2517,2983,962,6460,90,201,29,313,294,107,712,204,134,70,409,245,62,718,641,203,158,1009,435,195,1633,478,177,123,779,351,175,1299,174,232,65,467,500,149,1121,34,188,34,249,392,82,714,5,47,0,53,128,23,206,4,11,0,19,38,18,72,0,0,0,0,8,4,16,1623,1193,474,3296,2389,807,6494,124,364,42,534,694,239,1460,306,262,119,685,587,164,1434,1069,398,271,1739,1031,404,3173,895,314,218,1425,793,407,2624,369,400,115,882,1066,278,2224,73,296,44,413,815,185,1413,15,85,6,105,304,70,477,3,15,0,23,78,28,128,0,0,0,0
SOSR721,19,96,3,120,352,130,601,82,75,22,172,334,88,588,313,136,43,496,629,154,1285,292,98,53,439,447,100,993,107,111,29,245,449,149,838,40,75,3,111,375,79,572,3,32,3,43,146,32,213,3,0,0,3,35,9,52,0,0,0,0,5,3,9,852,621,158,1633,2766,749,5151,31,130,13,170,249,94,514,134,86,41,265,264,62,591,428,176,85,694,517,148,1353,336,136,71,538,372,110,1022,114,192,40,340,437,148,927,19,117,4,141,325,65,538,9,43,5,55,124,38,209,0,13,0,13,35,9,59,0,3,0,3,7,0,19,1063,892,261,2216,2331,671,5226,46,226,16,287,601,227,1121,214,164,60,436,595,149,1184,747,312,131,1187,1147,303,2632,621,232,126,983,823,208,2014,222,302,63,581,880,299,1765,51,192,13,260,698,152,1109,10,76,7,95,261,63,426,3,13,0,14,75,17,109,3,3,0,3
SOSR722,23,109,15,141,252,91,485,96,101,26,222,225,51,501,319,107,54,483,327,107,911,231,68,40,342,285,83,713,117,111,33,257,358,124,741,18,76,13,112,344,84,539,3,41,0,42,194,41,275,3,9,0,13,63,13,89,0,0,0,0,16,0,18,805,619,189,1612,2061,597,4264,34,107,22,164,218,86,462,181,97,50,333,137,85,551,449,111,78,642,243,107,998,291,117,69,472,235,96,797,106,199,34,348,352,80,782,21,168,10,204,326,82,606,5,76,6,85,155,37,280,0,13,4,19,58,10,91,0,3,0,3,12,4,19,1088,889,286,2266,1736,587,4592,54,216,39,302,464,172,944,278,195,84,555,362,135,1057,766,214,140,1119,566,212,1906,515,187,111,813,519,177,1512,229,308,69,607,713,202,1524,41,240,24,315,670,166,1146,6,110,7,127,347,83,556,3,26,3,32,124,21,181,0,3,0,9
SOSR731,12,99,10,120,794,360,1276,86,91,19,199,782,410,1392,622,124,62,806,1159,678,2640,898,118,48,1071,965,522,2556,558,152,44,755,1555,512,2826,127,182,3,311,1477,397,2185,22,97,9,126,851,241,1215,10,24,3,28,220,54,306,0,0,0,0,36,5,45,2335,891,194,3421,7832,3180,14437,30,131,16,173,608,268,1055,175,111,36,317,475,232,1032,856,169,106,1130,748,366,2248,1046,159,123,1328,631,314,2273,448,282,46,780,1286,343,2410,54,338,12,403,1084,292,1779,17,155,7,176,576,129,889,5,19,4,32,158,50,242,0,0,0,3,37,8,45,2636,1365,349,4351,5600,2013,11958,44,231,26,302,1401,623,2328,257,207,50,518,1254,647,2417,1479,291,165,1939,1907,1047,4891,1943,276,172,2397,1592,840,4827,1007,437,89,1534,2838,864,5235,179,512,19,711,2557,692,3962,36,257,9,307,1432,370,2104,12,45,3,65,380,103,541,0,0,0,3
SOSR779,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,19,5,23,0,0,0,0,12,7,16,0,0,0,0,4,3,11,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,38,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,17,3,30,0,0,0,0,12,10,19,0,0,0,0,4,3,9,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SOSR799,0,0,0,0,17,4,16,0,3,0,0,60,37,98,12,7,0,25,105,94,219,30,9,0,38,99,84,215,13,3,0,17,135,103,257,7,8,0,10,163,55,229,0,3,0,3,135,36,174,0,0,0,0,18,11,20,0,0,0,0,0,0,0,70,30,0,95,723,416,1240,0,0,0,0,12,0,17,0,3,0,3,47,39,85,28,7,0,40,117,80,239,42,3,0,47,69,68,180,17,5,0,17,112,75,203,0,4,0,4,159,44,212,0,3,0,3,80,24,105,0,0,0,0,9,3,10,0,0,0,0,0,0,0,81,34,0,114,599,329,1043,0,0,0,3,29,8,32,3,3,0,10,108,74,183,42,16,0,61,221,173,457,74,12,0,82,162,145,396,30,7,0,34,243,181,461,7,13,0,13,325,99,438,0,10,0,10,215,58,278,0,0,0,0,24,9,38,0,0,0,0
SOSR802,30,598,3,630,10932,753,12311,284,412,17,719,14005,1075,15795,6702,784,159,7644,22273,2399,32310,14317,505,393,15218,11722,1851,28789,8000,655,217,8871,14437,1562,24876,1392,1946,35,3378,15235,1190,19803,212,2629,15,2850,10034,1004,13888,44,608,3,655,5041,728,6417,9,35,0,43,1874,399,2319,30986,8164,846,39999,105552,10959,156508,71,985,4,1061,10337,678,12080,742,826,33,1606,12929,965,15502,10454,1396,510,12358,19168,2051,33573,16764,909,863,18526,9352,1461,29342,7256,1545,336,9137,15412,1327,25880,583,4451,56,5089,15127,1286,21502,148,4150,29,4328,10067,1076,15462,46,734,0,783,6186,929,7902,13,53,0,63,2891,875,3836,36064,15055,1835,52949,101475,10648,165069,101,1579,12,1691,21269,1430,24393,1031,1239,58,2322,26933,2039,31297,17154,2178,667,19998,41437,4449,65889,31077,1410,1261,33750,21067,3315,58129,15257,2200,555,18012,29851,2893,50749,1970,6400,90,8463,30370,2470,41302,357,6779,41,7175,20105,2078,29352,86,1342,5,1433,11223,1660,14316,13,92,3,111
SOSR822,0,0,0,0,3,0,5,0,0,0,0,4,5,10,0,0,0,0,0,0,5,9,0,0,9,5,0,13,12,0,0,8,7,0,23,0,0,0,3,10,0,16,0,3,0,3,13,0,16,0,0,0,0,10,0,14,0,0,0,0,3,0,3,20,10,0,28,65,11,103,0,3,0,3,12,0,18,0,0,0,0,5,0,5,3,0,0,3,5,0,9,14,0,0,14,3,0,19,6,0,0,6,10,4,26,0,7,0,7,14,3,25,0,3,0,3,10,0,12,0,0,0,0,7,0,6,0,0,0,0,0,0,0,22,12,0,43,66,4,116,0,4,0,4,13,0,18,0,0,0,0,7,5,12,3,0,0,3,4,0,13,20,0,0,20,13,0,30,21,0,0,22,23,4,44,0,4,0,7,26,4,39,0,7,0,11,21,0,29,0,3,0,3,18,0,19,0,0,0,0
SOSR831,0,0,0,0,24,5,28,0,0,0,0,20,0,25,14,0,0,15,27,6,50,40,0,0,37,21,10,65,12,0,0,14,46,10,64,0,0,0,0,41,9,50,0,3,0,5,17,0,18,0,0,0,0,6,0,6,0,0,0,0,0,0,0,73,6,3,79,201,34,317,0,4,0,4,23,6,31,0,0,0,0,15,3,20,25,0,0,27,29,10,61,40,0,0,47,14,5,65,5,0,0,9,38,8,55,0,4,0,6,27,3,39,0,6,0,9,12,3,21,0,0,0,0,3,3,6,0,0,0,0,0,0,3,74,20,7,101,158,41,295,0,3,0,3,49,13,58,3,0,0,3,40,5,41,33,0,3,39,58,14,111,78,6,0,86,37,11,133,20,3,0,25,76,16,118,3,9,0,13,67,13,91,4,10,0,11,26,3,42,0,0,0,0,10,3,11,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,10,3,16,0,3,0,3,32,6,36,7,0,0,8,50,8,63,12,3,0,12,29,22,67,4,0,0,4,24,16,43,3,0,0,5,25,15,38,0,0,0,0,15,3,15,0,0,0,0,3,0,5,0,0,0,0,0,0,0,19,9,0,32,181,82,297,0,4,0,6,9,4,20,0,3,0,3,28,8,42,5,4,0,11,25,3,44,5,0,0,4,28,9,40,7,0,0,7,13,5,26,0,11,3,14,16,8,34,0,0,0,0,11,0,9,0,0,0,0,4,0,4,0,0,0,0,3,0,3,20,22,3,41,141,31,209,0,4,0,6,23,10,35,0,4,0,4,57,9,79,12,5,0,17,76,16,108,14,3,3,20,58,26,107,6,3,0,13,41,20,68,3,8,3,13,40,24,78,0,0,0,0,21,3,24,0,0,0,0,4,0,8,0,0,0,0
SOSR915,0,0,0,0,23,10,37,0,0,0,3,32,7,41,23,0,0,26,68,22,114,52,0,3,54,40,14,112,35,3,0,40,85,28,145,3,3,0,3,110,33,147,0,0,0,0,84,20,106,0,0,0,0,14,3,24,0,0,0,0,0,0,0,113,10,3,127,463,138,724,0,3,0,3,28,5,34,4,3,0,8,19,3,36,40,3,0,44,42,18,103,57,0,0,63,35,11,106,21,0,0,24,74,28,126,0,10,0,11,83,18,113,0,0,0,0,29,9,38,0,3,0,3,10,0,9,0,0,0,0,3,0,3,126,26,4,157,315,94,562,0,3,0,3,50,18,65,6,5,0,11,50,16,76,61,4,0,70,105,41,221,112,3,6,118,73,23,218,53,7,5,65,152,50,272,7,12,0,12,192,51,261,0,0,0,0,112,27,139,0,3,0,3,25,3,30,0,0,0,0
SOSR921,0,0,0,0,11,0,15,0,0,0,0,4,0,7,5,3,0,9,7,3,21,23,3,0,26,21,3,50,10,3,0,14,39,3,56,3,3,0,4,45,8,54,0,7,0,9,39,3,53,0,0,0,0,19,6,22,0,0,0,0,3,0,11,41,21,3,62,202,23,290,0,3,0,3,11,8,19,0,0,0,3,5,0,11,10,3,3,20,21,3,37,23,5,0,35,19,3,53,8,4,0,19,42,6,66,0,5,0,5,59,10,75,0,6,0,8,43,5,59,0,0,0,0,14,4,20,0,0,0,0,9,0,11,48,34,6,89,227,33,346,0,3,0,3,22,7,37,0,0,0,3,10,0,15,17,4,0,26,27,7,57,45,10,3,53,45,3,102,21,10,0,28,78,12,120,3,7,0,15,104,14,130,0,16,0,12,82,13,110,0,3,0,3,35,8,48,0,0,0,0
SOSR922,0,0,0,0,18,3,23,0,0,0,0,25,11,32,11,0,0,17,35,10,59,27,0,0,27,17,3,45,5,0,0,7,36,7,56,4,3,0,5,32,8,44,0,3,0,3,22,8,33,0,0,0,0,8,0,10,0,0,0,0,0,0,0,53,16,3,67,195,46,306,0,5,0,5,12,6,20,3,3,0,4,3,3,14,24,0,0,28,19,8,56,24,4,0,26,17,7,49,4,7,0,14,30,6,46,0,10,0,11,31,9,48,0,5,0,6,16,3,25,3,0,0,3,10,6,18,0,0,0,0,0,0,0,60,31,6,99,142,37,276,0,7,0,7,28,11,45,4,3,0,7,26,11,47,38,4,0,43,53,15,109,45,4,0,52,31,7,99,16,4,0,23,67,17,100,6,10,0,18,66,15,99,0,10,0,6,47,7,61,3,0,0,3,20,6,27,0,0,0,0
SOSR931,0,0,0,0,31,4,30,0,0,0,0,12,40,54,11,0,0,15,18,108,132,33,0,3,36,30,67,131,27,3,0,27,41,42,115,8,11,0,19,79,16,112,0,3,0,6,49,9,64,0,3,0,3,25,3,37,0,0,0,0,12,3,14,79,25,3,113,292,289,693,0,4,0,4,14,5,28,0,0,0,0,7,0,9,21,0,0,26,20,5,47,32,7,0,42,31,8,80,28,12,0,40,53,10,98,3,19,0,23,65,17,101,0,14,0,15,57,13,88,0,0,0,3,32,8,46,0,0,0,0,12,5,13,94,55,3,152,300,65,519,0,5,0,9,47,11,66,0,0,0,0,19,38,60,31,4,0,34,34,113,185,67,6,0,79,57,79,213,52,13,0,65,100,48,215,17,26,0,43,139,32,214,7,21,0,27,109,18,150,0,7,0,8,61,11,82,0,0,0,0
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,4,0,0,0,0,3,0,4,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,18,4,30,0,0,0,0,0,4,3,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,0,9,0,0,0,0,10,0,11,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0
