SOSR_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,22,5,5,10,3,26,0,34,13,1469,10,1614,9,18,7,13,0,18,0,101,10,657,9,853,4,25,4,10,0,20,4,189,23,476,12,753,0,7,0,8,0,20,0,142,11,239,7,432,19,125,7,35,0,76,11,463,30,3863,49,4684,11,135,4,85,3,251,19,700,59,1574,11,2848,66,423,23,164,5,672,41,1230,115,13111,165,16009,116,555,33,417,32,1352,59,1466,138,5581,54,9788,331,884,44,1301,74,1906,100,1273,157,5737,57,11852,1111,794,51,2263,157,1445,102,887,125,3586,68,10597,1193,358,41,1964,117,1228,76,484,103,1090,17,6669,2083,344,46,1827,136,925,60,346,59,1116,20,6963,6167,477,141,3192,331,1450,111,522,114,1263,46,13823,4406,238,90,1831,254,552,84,255,43,538,9,8306,2791,122,59,878,136,221,34,99,12,275,9,4625,1520,49,29,266,85,353,10,92,16,165,3,2602,2102,219,66,894,136,532,40,281
SOSR412,0,0,0,0,0,0,0,0,0,46,0,53,3,7,0,0,0,0,0,3,0,42,0,57,0,3,0,0,0,0,0,9,3,37,0,50,0,0,0,0,0,0,0,6,0,17,0,27,0,12,0,5,0,5,0,38,3,331,4,392,4,11,0,8,3,16,3,67,4,124,3,234,9,17,3,8,0,46,5,96,5,1107,21,1305,16,35,3,44,6,80,3,95,8,369,7,665,25,54,4,96,9,141,3,83,14,376,8,815,86,48,3,200,8,83,6,40,11,204,4,690,81,27,0,173,0,99,7,31,12,43,0,481,172,21,6,141,17,78,7,20,10,51,0,508,370,20,9,257,29,89,9,16,4,54,7,872,259,11,6,133,15,23,6,3,4,25,0,484,141,5,0,49,5,13,3,3,0,10,0,227,57,3,0,16,8,14,0,0,3,4,0,112,66,5,3,43,0,22,0,3
SOSR413,0,0,0,0,0,0,0,0,0,92,0,100,0,3,0,0,0,0,0,8,0,67,3,94,0,0,0,3,0,3,0,22,3,37,0,66,0,0,0,0,0,0,0,8,0,44,0,55,0,17,0,3,0,8,3,52,4,491,7,583,4,14,0,3,0,14,0,76,3,207,0,324,9,50,4,19,0,57,9,157,17,1758,31,2109,12,65,0,45,0,99,5,159,16,765,8,1179,38,92,11,126,5,157,10,139,20,756,11,1367,120,94,6,197,8,125,9,89,15,446,7,1124,124,41,11,186,9,92,3,51,9,121,6,656,176,47,3,199,12,89,7,31,6,127,3,705,463,56,8,282,28,117,19,43,17,113,4,1140,334,22,4,188,8,47,4,18,3,52,0,694,176,17,5,67,14,31,0,9,5,17,0,342,76,10,5,25,13,37,0,7,7,14,0,197,119,16,3,81,15,45,7,21
SOSR414,0,0,0,0,0,0,0,0,0,21,0,22,0,0,0,0,0,0,0,3,0,23,0,36,0,3,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,8,0,10,0,18,3,3,0,0,0,3,0,11,0,140,3,168,0,6,0,0,0,3,0,28,0,53,0,95,7,12,0,7,0,8,0,51,0,606,12,697,4,21,0,16,0,36,3,54,0,257,3,397,16,36,5,25,0,35,3,45,6,227,8,401,37,25,0,81,0,25,6,18,6,149,3,347,40,8,3,56,3,20,3,15,0,26,3,183,63,12,8,37,0,24,3,14,3,29,4,192,118,12,5,67,9,22,3,6,3,30,3,277,66,3,0,40,3,9,0,0,0,17,0,132,34,6,3,10,5,0,0,3,0,9,0,67,11,0,0,3,0,0,0,3,0,0,0,20,10,0,0,11,4,13,0,3
SOSR415,4,3,0,3,0,3,0,0,0,79,6,101,3,0,0,0,0,0,3,4,0,85,3,104,0,0,0,0,0,6,0,27,0,35,0,67,0,0,0,0,0,0,0,12,0,27,0,43,5,19,3,8,0,9,0,50,7,571,9,687,4,10,0,8,0,30,0,95,3,230,0,387,22,62,10,33,3,80,7,171,19,2055,40,2503,24,82,3,51,3,134,8,189,23,734,9,1271,68,117,5,191,13,164,22,160,31,765,8,1544,179,91,13,275,13,160,16,95,18,474,9,1348,133,41,14,208,6,110,12,38,15,87,0,669,202,47,12,217,16,103,10,24,8,119,14,761,565,57,19,333,46,130,27,45,9,98,9,1339,350,20,12,210,21,38,10,10,0,34,0,696,199,14,11,91,12,16,4,6,0,22,3,370,102,3,0,17,7,25,4,3,0,13,0,177,126,10,5,78,13,33,3,3
SOSR421,3,0,0,3,0,0,0,0,0,28,3,35,0,4,0,0,0,0,0,4,0,17,0,30,0,0,0,0,3,0,0,4,0,18,0,25,0,0,0,0,0,0,0,8,0,15,0,24,9,8,3,3,0,7,0,36,0,167,3,237,4,6,0,6,0,14,0,28,0,71,0,136,3,16,0,10,0,27,0,73,13,612,6,771,8,18,0,19,0,47,3,50,8,217,3,374,24,40,3,65,3,61,3,44,10,199,3,456,55,34,6,101,4,37,5,34,0,111,9,404,45,21,5,87,9,35,3,14,3,25,0,243,81,23,0,83,6,35,3,12,5,26,3,278,181,18,6,110,15,30,14,13,7,30,4,434,87,10,4,57,8,15,3,3,0,19,0,211,61,3,3,29,3,7,0,0,0,7,0,118,19,3,0,9,0,9,0,0,0,0,0,48,36,4,5,16,0,9,0,3
SOSR422,3,0,0,0,0,0,0,0,0,31,0,40,3,5,0,0,0,0,0,3,0,21,0,36,0,7,0,0,0,0,0,0,0,19,0,28,0,0,0,0,0,0,0,7,0,11,0,17,4,3,0,0,0,3,0,14,3,157,4,195,0,8,0,6,0,9,0,22,0,41,8,94,6,11,0,3,0,15,0,45,0,423,8,508,12,15,0,25,0,29,3,38,8,126,3,254,21,26,4,40,0,50,3,39,5,137,3,325,37,25,3,79,10,31,3,22,0,89,0,289,17,3,4,39,5,28,0,8,0,15,3,125,50,8,0,40,3,21,0,5,4,17,0,143,71,9,3,40,12,27,0,6,3,27,0,194,55,4,0,24,3,4,6,3,0,3,0,111,43,0,3,12,0,3,0,0,0,5,0,64,14,0,0,3,0,0,0,0,0,0,0,22,19,3,0,6,0,6,0,4
SOSR431,47,14,5,19,3,13,0,3,0,135,7,238,14,9,3,7,0,12,0,13,4,108,5,174,7,3,0,19,0,11,0,30,3,66,0,143,0,0,0,3,0,7,0,11,0,40,0,67,77,44,9,42,0,27,10,90,6,604,9,925,21,27,3,39,3,50,7,113,12,264,3,532,95,101,13,74,4,93,14,226,36,1749,33,2431,137,164,8,182,10,190,9,211,35,610,14,1577,201,197,18,339,28,236,15,195,38,660,13,1928,293,195,22,445,26,198,15,144,33,411,21,1808,192,57,13,304,17,151,16,65,18,99,7,945,368,91,19,367,35,127,17,58,13,141,8,1250,715,105,32,535,50,151,19,64,14,160,9,1861,508,52,28,289,29,51,18,29,10,55,7,1070,265,37,9,153,22,24,7,4,0,28,0,558,153,6,3,69,7,55,4,11,3,24,3,346,302,47,15,182,13,69,13,24
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,26,25,4,22,3,39,4,51,26,2636,41,2888,15,31,10,10,0,23,0,161,24,1030,11,1308,10,42,0,20,0,41,3,321,28,816,9,1290,3,8,0,5,0,30,0,255,14,458,6,777,27,143,8,40,0,94,24,655,57,4895,60,6009,25,177,5,74,6,305,29,1005,86,1979,19,3719,83,615,27,168,12,782,51,1646,147,15014,183,18713,140,804,32,455,30,1562,70,1790,194,6524,68,11676,418,1331,62,1437,86,2571,114,1778,239,7082,97,15214,1252,1102,74,2542,129,2381,109,1289,203,4477,85,13633,1495,633,73,2635,140,2201,105,772,173,1495,25,9752,2565,610,90,2721,161,1801,103,642,150,1505,41,10397,9488,966,219,5077,520,3380,192,857,248,1845,64,22856,8346,490,160,3851,489,1134,149,471,85,767,21,15957,6276,294,125,2054,357,551,109,196,42,476,13,10493,4104,120,71,771,241,1425,42,183,102,361,14,7435,7418,529,187,2777,472,1520,140,536
SOSR511,3,0,0,0,0,0,0,0,3,75,0,83,0,0,0,0,0,0,0,8,0,32,0,44,0,0,0,3,0,3,0,7,0,26,0,42,0,0,0,0,0,0,0,12,0,28,0,45,0,7,0,4,0,3,0,28,3,230,4,276,0,3,0,6,0,4,0,42,4,112,0,173,3,13,0,7,0,19,4,83,8,792,4,935,4,26,6,19,0,68,4,102,14,305,4,560,18,34,3,61,3,99,3,79,11,300,8,611,68,52,7,106,12,95,12,53,7,213,3,616,63,17,3,118,10,99,11,32,9,48,0,406,110,39,5,145,14,77,3,21,10,48,3,476,308,31,8,241,17,149,12,36,8,63,3,882,262,14,8,191,12,36,18,15,3,37,0,599,228,8,3,100,12,20,5,5,0,19,3,398,102,3,3,29,9,44,3,0,0,12,0,197,152,13,3,93,11,43,10,10
SOSR512,4,3,0,6,0,3,0,4,5,115,0,141,4,4,0,0,0,3,0,13,0,58,0,81,0,3,0,0,0,6,0,16,3,42,0,75,0,0,0,0,0,0,0,14,3,29,0,50,0,14,0,3,0,7,0,53,9,322,3,412,3,9,0,6,0,21,0,74,9,140,0,273,3,40,8,28,0,59,3,139,14,1246,18,1566,17,41,4,38,3,90,4,143,18,416,3,794,43,91,4,105,0,155,11,116,20,475,12,1033,116,73,9,181,14,131,7,80,18,318,10,956,126,26,0,198,10,124,12,57,19,87,0,653,176,36,7,172,19,129,17,34,12,90,6,700,531,65,21,324,50,215,16,49,20,96,4,1376,464,33,14,262,31,55,8,16,0,43,7,928,364,21,12,145,24,21,8,13,0,27,3,637,229,8,4,46,9,57,7,7,3,17,3,397,324,22,20,134,15,40,13,20
SOSR513,0,0,0,0,0,0,0,0,0,26,0,29,6,0,0,0,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,3,0,0,0,6,0,4,0,10,0,0,0,4,0,6,0,6,3,60,0,78,0,0,0,0,0,6,0,11,0,20,0,40,0,5,0,3,0,17,0,24,3,148,5,208,9,13,4,12,0,36,0,19,4,46,3,143,15,17,0,20,3,38,3,26,4,58,3,184,26,32,3,54,4,33,9,16,8,45,3,229,36,7,3,58,7,53,3,14,5,13,0,198,86,10,3,63,5,50,4,3,6,22,3,262,257,22,12,131,17,114,4,6,18,29,13,617,276,5,11,143,19,44,9,8,5,12,0,526,290,3,10,87,13,22,6,5,0,7,0,436,213,0,10,34,12,74,0,6,4,3,0,364,502,14,18,122,40,46,12,3
SOSR514,0,0,0,0,0,0,0,0,0,38,0,46,0,0,0,0,0,0,0,0,0,24,0,30,0,0,0,0,0,0,0,6,0,17,0,27,0,0,0,0,0,0,0,7,0,8,0,14,0,0,0,3,0,0,0,13,0,125,0,142,0,5,0,0,0,3,0,20,4,63,0,99,3,13,0,3,0,12,0,38,3,367,0,441,6,20,0,14,0,31,0,40,3,136,0,253,17,30,0,19,0,41,0,38,0,141,4,289,29,36,4,50,0,32,3,19,7,98,0,279,25,8,3,58,10,39,0,7,3,23,0,180,57,23,3,60,8,34,7,21,3,24,0,230,162,19,8,95,14,53,7,9,7,35,3,409,112,4,9,74,10,15,7,8,0,16,0,256,93,0,0,40,7,7,3,0,0,7,0,163,44,4,3,14,0,25,3,0,5,0,0,105,64,8,3,38,5,11,3,6
SOSR515,4,0,0,3,0,0,0,0,0,69,3,85,3,3,0,0,0,3,0,3,0,47,0,62,0,3,0,3,0,0,0,8,0,29,0,50,0,0,0,0,0,0,0,7,0,28,0,45,7,10,0,3,0,3,0,21,8,284,9,347,0,6,0,6,0,17,0,52,7,95,3,181,9,33,0,14,3,27,0,118,10,988,21,1221,14,32,0,23,0,79,3,108,10,326,4,602,33,73,5,67,4,98,11,66,17,285,9,666,93,57,15,131,13,100,8,44,11,206,13,691,98,22,5,121,4,68,8,18,14,44,3,412,157,37,8,114,12,81,3,24,9,62,4,499,382,48,16,246,37,146,19,27,11,72,10,1013,330,28,12,183,25,42,18,9,4,22,0,679,257,13,10,83,17,19,8,0,0,12,0,434,142,4,6,29,9,46,0,5,5,16,0,261,304,15,22,91,24,33,7,9
SOSR521,6,0,0,3,0,3,0,3,0,47,0,64,7,0,0,0,0,0,0,15,0,25,0,45,0,0,0,0,0,0,0,5,0,10,0,24,0,0,0,0,0,0,0,6,0,16,0,20,6,4,0,3,0,3,0,25,0,215,3,259,4,3,0,5,0,7,0,28,3,61,0,124,9,22,0,14,0,17,5,56,7,572,4,707,16,12,4,20,3,52,0,70,4,176,0,355,21,28,3,50,5,71,3,35,9,173,4,398,38,39,6,64,4,51,3,34,3,113,4,372,33,13,3,54,3,59,0,22,7,22,4,222,66,12,7,66,3,61,4,12,13,23,0,268,183,14,9,129,8,89,5,8,12,21,0,504,142,16,6,93,15,14,13,10,3,15,0,325,114,9,4,43,5,9,5,0,0,9,0,192,73,3,3,16,3,19,0,3,4,14,0,136,102,6,10,48,13,20,3,4
SOSR522,4,0,0,3,0,0,0,0,0,14,0,22,0,0,0,0,0,0,0,7,0,19,9,35,0,0,0,0,0,0,0,4,0,12,0,20,0,0,0,0,0,0,0,8,0,8,0,12,9,0,0,3,0,0,0,10,0,111,0,137,0,3,0,5,0,8,0,13,3,33,0,65,3,7,0,5,0,11,0,23,0,243,0,297,6,11,0,7,5,23,0,26,6,75,3,164,20,9,4,34,0,31,0,10,3,79,0,198,24,17,3,41,0,19,4,14,3,40,0,162,13,8,0,31,0,21,0,8,3,14,0,100,39,11,4,30,3,23,0,9,4,10,0,126,60,8,3,56,9,27,0,6,5,15,0,188,68,0,4,32,0,10,0,0,5,3,0,128,50,3,3,17,3,6,0,0,0,5,0,89,25,0,0,4,0,6,0,0,0,0,0,41,47,3,0,12,4,11,0,0
SOSR531,63,13,6,13,4,8,0,5,3,249,6,379,27,14,8,11,0,8,0,20,0,125,3,212,12,16,0,16,0,8,0,35,3,90,3,175,4,0,0,3,0,4,0,23,3,57,0,92,61,56,3,28,0,31,8,83,13,600,15,889,18,20,0,39,3,42,7,115,13,212,4,461,78,109,10,61,10,93,14,173,16,1279,21,1871,97,113,12,102,4,154,9,190,27,590,11,1312,184,168,18,234,19,205,16,194,36,530,22,1633,261,167,31,308,11,208,31,115,21,363,12,1537,146,70,11,249,12,143,11,71,11,109,8,851,322,117,35,313,27,174,15,56,22,124,9,1207,751,125,38,505,55,267,40,62,36,142,9,2034,536,72,32,344,47,91,22,35,9,66,9,1254,388,53,27,199,21,44,9,14,0,36,0,800,267,18,5,66,9,117,3,8,9,30,3,545,524,75,22,262,37,103,11,62
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,7,3,0,0,0,3,0,0,0,161,4,188,0,3,0,0,0,4,0,11,0,69,0,89,0,10,0,0,0,3,3,37,3,60,0,123,0,0,0,0,0,3,0,15,0,32,0,49,3,20,0,3,0,8,4,65,13,470,8,593,6,27,0,12,0,37,5,112,5,217,3,427,18,78,5,34,3,82,4,202,14,1726,30,2196,17,98,5,73,9,188,10,225,12,883,5,1529,56,155,10,187,8,210,18,224,23,986,9,1890,183,120,4,362,18,181,22,182,18,676,14,1794,172,71,6,318,29,199,10,105,26,253,0,1184,323,68,8,290,21,161,22,90,10,226,3,1224,993,97,23,497,71,195,17,108,17,242,14,2271,646,57,7,273,34,101,11,58,5,105,0,1306,435,14,12,158,19,30,9,20,0,49,0,753,250,14,7,62,14,57,0,17,10,20,0,452,341,31,16,155,19,88,16,39
SOSR611,0,0,3,0,0,0,0,0,0,48,4,61,0,0,0,0,0,3,0,5,0,27,0,36,0,8,0,0,0,3,0,16,0,31,0,63,0,0,0,0,0,0,0,5,0,23,0,32,0,12,0,0,0,3,0,44,7,283,4,356,0,20,0,0,0,13,0,57,8,106,3,210,9,38,0,9,3,42,3,104,9,944,18,1186,11,50,0,41,3,72,10,114,13,332,7,649,32,83,4,119,0,121,10,104,11,323,9,822,101,60,5,190,9,91,10,56,12,192,3,735,114,28,0,150,10,62,6,23,4,57,0,449,139,23,3,129,12,48,7,22,6,49,6,439,412,19,14,212,16,64,4,19,8,62,3,828,235,8,4,105,14,30,3,5,3,18,0,432,112,13,3,46,8,7,0,3,0,15,0,207,62,9,0,20,3,18,0,0,0,5,0,115,94,7,5,63,14,27,3,12
SOSR612,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,4,0,5,0,12,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,12,3,139,3,157,0,3,0,0,0,4,0,16,3,48,0,79,3,8,0,5,0,14,0,55,0,434,6,521,3,7,0,14,3,30,0,49,8,127,0,247,8,28,0,38,0,46,3,39,5,109,0,283,30,14,3,67,4,30,5,10,4,79,0,250,22,9,0,37,4,32,0,15,5,18,0,147,39,3,0,26,4,21,0,3,5,19,0,125,85,10,4,47,11,17,4,3,3,16,0,202,53,3,4,30,5,3,0,0,0,3,0,103,32,4,0,16,4,5,0,3,0,3,0,62,10,0,0,3,0,3,0,0,0,4,0,24,15,0,0,8,0,3,0,0
SOSR613,0,0,0,0,0,0,0,0,0,26,0,30,0,0,0,0,0,0,0,0,0,13,0,22,0,0,0,0,0,0,0,4,0,14,0,17,0,0,0,0,0,0,0,6,0,5,0,9,0,0,0,0,0,3,0,18,5,181,0,210,3,7,0,3,0,6,0,27,4,60,0,111,3,13,0,3,0,23,0,50,5,637,10,750,3,19,0,19,0,53,3,54,8,182,3,348,20,29,4,60,4,55,0,34,13,154,4,376,55,20,0,97,3,38,3,28,3,111,0,358,29,10,0,78,9,38,3,19,4,22,0,214,54,6,0,64,3,26,0,8,5,17,0,189,121,16,0,89,11,32,3,9,3,18,0,312,86,7,3,43,5,8,0,3,0,13,0,173,29,0,0,11,0,3,3,0,0,3,0,54,20,3,0,6,0,3,0,0,0,3,0,37,19,3,0,23,0,5,0,4
