SOSR_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
SOSR299,0,0,0,4,0,0,3,9,0,0,0,0,3,3,4,31,0,0,0,0,0,5,4,23,3,3,25,11,13,31,19,140,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,3,0,0,0,3,0,6,3,8,33,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,3,3,0,0,0,5,3,12,0,36,0,0,0,0,0,7,7,21,3,3,7,7,8,57,15,130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,17,0,0,0,0,0,0,0,5,3,0,0,0,0,20,9,27,0,0,0,0,0,0,0,0
SOSR301,8,34,120,469,489,628,889,804,237,203,201,251,249,145,125,4847,42,166,406,201,557,2539,6069,8667,1754,2059,2564,3126,3623,2497,1647,35908,0,38,292,679,77,224,387,42,9,13,12,6,10,0,60,1854,0,87,136,105,39,128,234,191,30,59,57,40,36,48,55,1251,14,25,90,337,840,2754,2377,1407,271,224,223,194,173,102,217,9248,11,1847,948,830,942,625,983,880,134,134,124,121,160,105,248,8102,33,403,760,414,110,88,83,41,14,50,26,15,15,3,120,2181,16,42,79,284,723,2181,1586,918,202,310,340,370,439,263,253,8008,16,163,167,809,564,1409,4157,13253,1492,1665,2412,3220,2796,1812,1044,34972,9,130,211,201,309,490,1137,694,155,133,180,161,339,232,102,4491,0,18,10,30,165,335,559,1126,541,666,821,278,231,118,122,5021,0,0,8,10,29,96,433,477,117,85,188,129,41,310,73,1995,20,156,257,706,553,833,857,1408
SOSR302,3,6,44,150,144,195,343,295,63,81,70,103,132,104,48,1791,8,41,57,34,109,523,1206,1580,267,380,568,710,733,336,375,6930,0,33,204,287,44,112,130,21,7,0,3,0,0,3,33,866,0,80,142,115,36,87,43,61,11,8,17,9,4,7,15,629,3,8,19,72,116,192,187,161,14,20,14,25,33,9,25,910,7,643,496,301,356,212,313,184,25,25,33,30,33,29,87,2763,3,88,171,133,24,29,22,17,11,10,3,4,4,3,21,544,0,6,17,60,148,309,282,127,29,49,69,110,80,51,89,1440,0,64,47,135,63,185,488,1535,140,168,269,429,262,195,139,4128,3,30,49,52,87,121,261,117,28,36,41,36,37,18,31,941,0,4,3,15,84,115,108,184,55,78,65,65,43,21,4,840,0,3,3,21,11,25,69,61,9,4,26,23,10,3,10,279,0,41,75,197,123,151,191,243
SOSR303,3,15,78,222,170,223,318,358,94,114,115,95,74,53,42,1981,18,21,41,30,65,158,345,628,128,133,140,146,179,120,114,2256,0,16,106,117,11,15,10,13,0,0,0,0,0,4,16,305,0,32,43,24,5,25,38,39,3,13,20,13,15,3,6,280,10,9,35,74,101,146,234,196,22,18,24,25,23,7,24,945,5,626,513,374,380,309,430,387,45,50,56,49,48,53,113,3428,6,40,78,67,21,14,15,9,0,13,4,9,0,0,9,272,4,10,19,40,65,106,97,71,34,19,23,39,33,26,15,591,12,38,50,141,60,149,412,2016,234,275,351,449,425,314,160,5082,4,34,51,46,67,70,145,152,26,33,27,18,64,39,19,783,0,0,3,15,22,41,37,54,18,36,51,32,33,10,4,368,0,0,5,3,0,6,25,49,17,28,111,120,73,4,3,444,9,45,84,207,128,182,184,233
SOSR311,0,4,10,58,30,41,50,49,24,18,12,5,10,4,10,332,0,7,7,7,11,26,74,173,25,42,26,32,47,17,26,526,0,3,25,19,7,3,8,0,0,0,0,0,3,0,0,70,0,6,12,6,3,5,9,15,0,3,8,3,0,0,0,65,0,4,3,22,28,69,67,78,6,32,10,14,21,4,8,364,3,208,178,147,85,57,58,56,3,7,3,6,10,5,32,859,0,10,10,13,3,0,0,0,0,0,0,0,0,0,3,40,0,0,5,8,6,23,18,24,0,4,4,14,16,15,13,168,0,9,7,24,11,12,134,628,66,97,92,95,80,56,39,1357,3,18,16,17,12,14,42,31,3,6,18,4,6,0,8,198,0,0,0,0,10,9,5,11,10,10,3,3,3,0,0,68,0,0,0,0,0,0,0,6,3,0,0,4,11,0,0,27,0,17,25,55,26,33,25,32
SOSR312,0,0,3,8,0,7,7,13,3,0,3,0,0,0,0,51,0,0,3,0,3,3,25,56,5,9,9,5,5,5,3,133,0,0,10,10,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,3,0,0,0,0,8,3,8,16,15,3,9,58,0,0,0,7,3,19,19,19,6,12,5,3,8,0,0,106,0,31,49,31,18,9,8,6,3,3,0,0,3,0,8,167,0,4,5,10,0,0,3,0,0,5,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,32,211,39,38,38,57,33,19,12,486,0,0,0,4,0,0,14,11,3,8,3,0,0,0,4,50,0,0,0,0,3,0,3,12,6,7,3,4,4,0,0,44,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,22,0,3,6,15,3,11,8,6
SOSR313,0,3,7,30,24,30,54,33,9,13,13,3,11,3,4,245,0,4,12,3,4,13,36,55,6,6,18,17,5,7,18,210,0,3,15,29,3,3,0,0,0,0,0,0,0,0,0,55,0,3,5,0,3,0,0,3,4,0,0,0,0,3,4,32,0,0,8,14,15,44,58,55,10,21,13,12,6,7,7,266,0,136,118,95,80,44,57,57,3,13,3,14,5,5,19,629,0,12,12,12,4,0,0,0,0,4,0,0,0,0,0,43,0,0,3,5,11,17,9,7,4,5,0,3,0,0,3,63,3,10,11,26,8,6,71,271,27,38,34,42,36,21,24,630,0,18,17,5,3,4,26,17,4,8,0,7,4,0,10,121,0,0,0,3,0,3,3,9,0,3,3,3,0,0,0,36,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,7,0,4,22,48,21,31,25,47
SOSR314,0,4,11,36,25,31,31,30,7,17,23,24,19,10,15,271,5,7,3,4,3,13,32,74,15,16,23,29,41,31,13,304,0,7,27,12,0,3,3,0,0,0,0,0,0,0,0,62,0,3,3,0,0,0,0,4,3,0,0,0,0,0,4,28,0,0,5,12,14,29,16,22,7,3,14,0,3,0,8,131,0,131,111,79,67,33,39,53,10,8,3,10,13,12,27,598,0,14,17,11,3,0,0,0,0,0,0,0,0,0,8,55,0,0,0,3,9,5,5,19,6,7,13,8,21,0,16,113,0,8,13,23,23,23,55,438,28,45,80,93,84,39,41,1005,0,11,11,10,11,14,25,21,4,0,0,7,10,13,8,139,0,0,0,4,8,4,0,7,0,3,0,5,3,3,3,41,0,0,0,0,0,0,10,5,3,3,0,8,0,0,7,36,3,8,15,38,24,33,32,53
SOSR315,3,4,13,64,31,51,56,64,15,11,16,9,19,8,14,377,3,5,9,5,3,16,43,69,15,4,15,28,24,8,18,271,0,0,17,38,8,5,7,4,0,0,0,0,0,0,3,83,0,8,9,6,0,3,7,0,0,0,0,0,0,0,10,46,0,4,5,23,31,37,45,25,13,11,4,0,7,0,5,218,0,209,216,158,141,78,106,60,9,18,6,12,14,11,27,1073,0,10,16,5,0,0,3,0,0,0,0,3,0,0,0,45,0,8,0,10,13,10,8,7,5,0,4,9,10,3,6,94,3,14,16,30,9,15,45,273,26,32,38,40,47,33,20,632,0,16,18,15,8,3,27,31,12,8,7,5,12,0,8,186,0,0,0,6,0,3,3,3,5,3,0,3,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,3,22,18,72,48,36,41,57
SOSR321,0,0,3,30,22,20,23,17,3,4,0,5,3,7,4,141,0,6,4,0,3,3,5,16,3,0,0,4,3,9,4,63,0,0,9,14,0,3,0,0,0,0,0,0,0,0,3,31,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,0,4,6,7,8,16,5,23,4,4,3,4,0,0,9,91,0,112,88,60,79,31,45,33,3,0,6,3,3,3,17,484,0,9,8,3,0,0,0,0,0,3,0,0,0,0,0,15,0,3,0,9,3,5,3,3,0,3,3,0,3,0,3,32,0,4,8,17,3,6,18,51,6,13,0,3,14,3,6,152,0,12,16,8,6,3,14,13,3,0,0,3,3,0,9,87,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,33,16,17,12,12
SOSR322,0,0,0,8,9,6,7,7,3,0,3,0,9,0,3,61,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,12,0,0,12,6,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5,11,4,0,0,0,0,0,0,0,0,27,3,35,45,35,22,14,5,3,3,0,3,5,0,3,13,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,4,24,0,3,5,6,3,0,0,54,0,3,0,3,0,3,0,5,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,9,0,6,6
SOSR331,3,7,45,128,92,84,106,90,16,24,14,9,8,11,22,652,3,14,38,6,3,25,49,73,20,12,21,30,37,23,41,389,0,8,72,68,12,7,3,0,0,0,0,0,0,0,9,180,0,6,17,11,3,0,3,5,0,0,0,0,0,0,0,52,0,12,21,28,43,54,52,32,0,3,21,4,3,0,12,293,0,379,312,304,350,169,207,114,15,23,21,18,16,5,50,1999,0,15,20,15,0,3,4,0,0,0,0,0,3,0,5,72,4,3,4,25,17,24,23,15,4,10,11,7,10,14,30,202,3,16,25,68,40,57,58,158,15,17,24,34,20,12,32,583,0,30,43,34,20,19,43,27,15,4,9,7,7,8,10,288,0,0,0,4,12,0,5,0,3,8,0,0,0,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,19,58,111,39,60,88,86
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,6,0,3,3,6,3,0,0,0,20,14,6,58,0,0,0,0,0,4,3,9,0,4,5,11,16,25,20,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,14,0,10,13,6,3,3,3,0,0,0,0,5,13,22,7,97,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,17,0,3,3,0,3,3,9,7,0,0,0,6,3,15,3,62,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,3,0,3,0,3
SOSR401,3,16,85,201,221,211,346,262,53,67,70,64,67,46,30,1741,9,32,223,99,450,1019,2933,6203,1229,1446,1709,2828,2984,1520,1044,23739,6,117,528,761,92,252,578,32,8,9,7,9,4,3,69,2475,3,158,203,79,58,127,123,243,51,69,86,59,63,41,27,1385,3,13,43,44,112,269,230,163,22,18,25,25,17,14,15,1022,17,2862,1546,825,486,304,427,335,83,57,46,35,45,45,203,7322,27,1325,3910,1483,242,153,98,35,32,83,52,27,23,14,293,7802,5,6,47,111,235,594,520,468,120,176,237,269,310,164,139,3400,17,150,163,626,258,580,2213,11571,1091,1331,1608,1781,2344,1627,680,26034,4,48,72,76,122,168,334,281,73,74,93,119,249,145,43,1910,0,5,8,20,158,393,717,805,289,477,708,287,304,126,106,4398,0,0,4,7,3,66,561,351,122,61,92,85,51,19,27,1450,8,106,297,626,230,330,213,317
SOSR412,0,0,3,13,3,3,17,15,0,0,0,0,0,0,3,58,0,0,3,0,0,8,23,19,0,6,7,3,4,3,4,92,0,3,36,32,3,0,0,0,0,0,0,0,0,0,4,71,0,0,3,0,0,5,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,4,3,17,0,0,3,7,0,7,0,39,0,139,94,87,15,8,7,7,0,0,0,0,0,0,21,391,3,13,46,26,3,0,0,0,0,0,4,0,0,0,9,99,0,0,3,3,0,3,3,4,0,0,3,0,0,0,0,23,0,4,3,17,3,7,26,105,12,14,17,19,12,0,3,242,0,0,3,0,3,3,11,6,0,4,3,11,0,0,3,40,0,0,0,0,0,3,0,7,3,4,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,4,19,43,11,9,4,6
SOSR413,0,3,8,24,24,13,31,17,0,8,0,0,0,3,6,129,0,0,12,0,3,6,43,125,15,14,17,72,86,10,39,436,0,8,34,44,8,3,3,0,0,0,0,0,0,0,0,103,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,15,0,3,0,0,3,4,8,17,3,0,3,0,0,0,0,38,0,220,148,64,41,40,48,21,3,4,3,0,3,0,16,603,0,12,28,12,3,4,0,0,0,0,0,0,3,0,0,67,0,0,0,0,7,3,3,3,0,3,0,3,9,3,7,53,0,10,6,25,11,11,43,187,18,19,15,27,37,12,10,431,0,3,4,4,3,3,14,4,0,0,3,0,3,0,0,44,0,0,0,0,3,16,3,3,3,0,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,31,26,16,6,11,15
SOSR414,0,0,4,8,3,0,0,8,0,0,0,0,0,0,0,20,0,3,0,0,0,0,6,11,0,3,3,3,8,11,0,48,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,60,40,23,6,11,14,5,0,0,0,0,0,6,7,170,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,3,5,0,3,4,10,0,0,0,0,10,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,11,0,3,3,3
SOSR415,0,0,3,20,12,14,22,11,0,3,0,5,3,3,0,92,0,0,3,4,3,4,16,43,5,7,3,5,4,4,10,119,3,0,34,32,0,3,0,0,0,0,0,0,0,0,7,84,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,16,0,0,3,0,3,6,0,3,0,5,0,0,0,0,0,32,3,233,135,82,37,32,29,17,8,0,7,0,6,0,19,612,3,40,135,60,18,8,0,4,0,0,3,0,0,0,18,298,0,0,0,6,3,4,0,0,0,0,0,4,9,0,7,35,0,6,4,11,19,26,52,166,13,26,33,13,18,9,22,419,0,6,3,5,3,3,3,9,3,0,0,3,0,4,3,46,0,0,0,0,3,0,4,3,7,0,0,0,0,4,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,17,40,12,11,16,7
SOSR421,0,0,4,3,5,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8,19,0,0,0,0,5,0,3,40,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,58,39,17,9,8,4,7,0,0,0,0,3,0,8,154,0,5,9,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,3,3,12,0,3,4,15,0,3,7,4,9,0,0,60,0,3,3,0,0,4,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,3,6
SOSR422,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,20,16,12,0,10,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,3,4,15,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,6
SOSR431,0,0,4,15,22,15,36,18,3,0,0,3,3,0,4,137,0,0,13,4,5,8,25,19,4,0,5,4,6,5,0,106,3,9,35,35,4,5,0,0,0,0,0,0,0,0,3,89,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,4,3,7,6,3,3,0,3,4,0,0,5,40,0,219,176,95,88,47,34,30,12,7,0,10,8,0,17,743,0,51,197,68,26,6,0,0,0,0,0,0,0,0,20,377,0,0,3,3,4,5,3,3,0,0,4,0,4,0,3,32,0,10,14,23,31,48,62,71,0,5,7,7,3,3,18,300,0,7,10,3,10,6,7,6,0,3,7,0,3,3,3,63,0,0,0,0,5,0,4,4,3,4,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,24,50,15,19,17,10
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,4,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,12,0,0,0,0,0,0,0,8,0,0,0,0,3,16,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,4,16,108,529,447,578,931,766,191,238,153,165,163,80,105,4476,19,42,58,117,409,2131,4149,7758,1318,1687,1765,1955,2109,1165,1132,25820,56,208,986,1052,177,437,954,104,17,35,21,23,15,12,117,4212,3,173,189,220,89,240,295,252,82,113,156,89,69,38,48,2047,8,8,39,70,117,188,118,185,46,61,37,33,24,12,33,973,17,1641,678,926,1130,732,998,1058,201,206,142,168,144,73,213,8326,40,466,703,462,115,70,45,38,25,42,28,36,16,8,73,2160,6,21,66,300,633,1100,1111,773,158,256,313,300,357,170,236,5793,35,587,450,3709,1107,2496,4600,15592,2147,2899,2927,3206,3206,2214,1267,46436,13,147,84,167,492,1481,3327,2105,386,448,389,445,450,290,249,10487,0,11,13,38,318,656,957,960,482,652,521,361,369,164,95,5584,0,0,14,24,24,258,1220,653,144,182,227,237,179,51,106,3319,14,225,372,1473,1060,2287,1301,2964
SOSR511,0,0,0,14,6,9,14,9,9,3,3,3,8,0,3,78,0,0,0,0,0,3,28,63,12,11,24,10,18,14,8,196,0,0,10,4,0,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,15,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,20,0,83,27,22,37,16,19,26,4,0,3,0,0,0,9,250,0,7,10,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,4,3,3,8,0,0,0,7,0,3,0,34,0,11,3,17,9,19,31,167,29,43,53,44,31,20,10,490,0,3,0,0,8,3,24,17,10,3,7,11,3,3,3,96,0,0,0,0,3,0,3,9,8,5,17,3,0,0,0,51,0,0,0,0,0,10,4,7,0,4,3,0,0,4,0,40,3,3,8,28,30,51,17,72
SOSR512,0,0,7,27,14,16,46,49,12,16,3,3,8,0,8,204,0,0,0,0,3,11,38,81,24,27,42,19,22,15,21,307,0,4,18,16,9,4,3,0,0,0,0,0,0,0,3,56,0,5,3,6,0,3,0,14,3,0,3,0,0,0,0,39,0,0,0,6,7,21,22,33,14,17,3,9,5,3,3,149,0,153,54,54,34,38,40,59,16,12,5,7,5,0,20,490,0,5,7,6,0,0,0,0,0,0,3,0,0,0,4,30,4,0,0,4,3,0,5,8,0,5,3,3,0,0,9,54,0,19,11,67,11,25,61,290,66,58,63,45,42,20,29,807,4,4,3,3,10,12,34,48,7,19,9,19,14,11,9,194,0,0,0,0,8,5,0,3,12,4,10,7,3,3,4,54,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,4,12,19,56,27,42,32,52
SOSR513,0,0,0,9,8,5,15,24,5,7,3,5,10,3,3,95,0,0,0,0,3,6,21,36,8,12,9,6,4,11,3,119,0,0,4,8,0,3,4,3,0,0,0,0,0,0,3,30,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,16,0,0,0,0,0,3,6,16,0,7,0,0,4,0,4,50,0,24,22,5,13,17,23,37,8,10,3,11,11,9,3,192,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,6,3,4,10,0,4,0,3,5,0,8,62,0,0,3,9,4,11,49,203,12,34,28,22,23,25,20,442,0,0,0,0,4,19,30,31,7,6,7,14,18,3,12,158,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,8,12,6,21,9,50
