SOSR_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SOSR379,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
SOSR399,33,18,17,22,82,138,130,50,517,0,0,0,0,0,0,0,0,0,11,16,48,35,61,26,23,31,91,223,230,85,853,60,22,28,4,7,3,0,3,7,11,142,22,7,18,3,0,0,0,0,11,5,73,0,3,4,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,3,23,12,23,3,0,5,3,0,12,14,93,0,0,0,0,0,0,0,0,0,12,18,82,31,54,3,7,6,3,7,23,37,254,167,28,22,3,7,5,5,7,7,18,256,20,6,3,3,0,0,0,0,3,6,48,0,0,3,0,0,0,0,0,7,8,16,0,0,0,0,0,0,0,0,0,0,3,22,6,5,3,0,0,0,0,10,17,69,0,0,0,0,0,0,0,0,0,12,14,193,36,28,6,5,7,3,7,15,47,341,330,19,17,3,3,4,3,3,0,23,404,37,3,4,0
SOSR401,13424,2222,2821,3225,3402,3815,2151,851,39089,10,6,12,0,0,0,0,0,0,87,111,7414,5205,15452,2741,3391,3693,3807,4249,2431,1263,49637,6850,1816,2600,461,595,372,334,304,164,347,13846,5878,4413,9520,1272,1516,1381,1141,1288,704,377,27485,467,526,1236,287,359,449,321,293,240,135,4319,38,34,72,8,4,12,8,11,8,9,201,6383,4973,10831,1564,1885,1847,1470,1593,952,527,32012,10,0,11,0,0,3,3,0,0,58,91,13245,6791,13439,2028,2480,2218,1807,1897,1115,936,45948,18108,2071,2851,363,344,213,167,150,58,544,24865,8227,2285,3054,384,406,294,265,208,109,275,15517,1576,603,1186,249,263,278,182,189,157,191,4883,59,14,24,7,4,4,0,0,3,11,122,9864,2901,4263,637,674,578,444,403,274,478,20516,23,4,4,0,0,3,0,0,0,69,108,27999,4977,7122,998,1015,795,611,557,330,1095,45487,24292,751,538,83,70,57,37,37,23,530,26432,10489,666,471,74
SOSR412,132,29,30,41,43,25,11,12,394,0,0,0,0,0,0,0,0,0,0,0,147,83,192,40,47,54,50,41,16,26,692,304,53,80,14,16,9,8,6,0,8,504,46,73,219,32,37,32,19,28,5,3,490,7,0,27,5,3,10,4,4,3,5,68,0,0,0,0,0,0,0,0,0,0,0,46,76,246,34,39,42,21,31,8,11,558,0,0,0,0,0,0,0,0,0,3,4,350,127,321,46,58,46,35,38,9,22,1067,1421,85,94,16,6,9,7,9,0,50,1691,106,39,83,11,18,10,8,5,0,12,295,4,4,19,0,4,7,7,3,0,3,45,0,0,3,0,0,0,0,0,0,0,4,114,44,104,15,20,17,11,7,3,13,348,3,0,0,0,0,0,0,0,0,0,3,1532,127,196,30,22,28,26,18,3,60,2045,1870,28,28,0,6,3,3,5,3,57,2000,167,6,15,4
SOSR413,259,47,73,59,117,164,65,81,951,0,0,0,0,0,0,0,0,0,45,52,191,107,357,71,93,69,131,176,77,152,1421,408,109,128,20,29,24,13,6,4,19,764,99,110,286,33,45,51,38,33,4,20,714,3,9,29,3,0,8,15,10,4,8,80,0,0,0,0,0,0,0,0,0,0,3,98,118,323,34,50,55,55,44,8,26,807,0,0,0,0,0,0,0,0,0,15,15,508,232,449,54,78,78,69,57,12,58,1588,1144,174,183,18,31,16,5,3,3,39,1609,153,72,106,23,18,16,10,11,6,9,426,5,16,27,0,3,0,6,3,0,3,71,0,0,0,0,0,0,0,0,0,0,4,159,92,133,19,20,18,10,14,8,14,500,0,0,0,0,0,0,0,0,0,18,21,1303,264,314,41,50,33,18,19,15,72,2136,1718,61,45,6,8,5,3,0,3,53,1903,192,26,23,4
SOSR414,51,10,32,26,26,27,24,21,226,0,0,0,0,0,0,0,0,0,0,0,41,19,72,19,36,33,23,36,26,19,334,82,20,18,3,0,3,0,3,0,5,134,17,21,28,4,21,15,5,6,7,7,127,0,8,20,12,13,10,6,3,3,0,74,0,0,3,0,0,0,0,0,0,0,3,20,27,54,18,34,20,14,6,9,7,201,0,0,0,0,0,0,0,0,0,0,0,98,46,73,23,38,23,14,8,5,16,339,259,28,27,3,3,0,3,4,3,22,342,24,8,9,3,4,0,0,0,0,0,56,4,0,12,8,16,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,30,14,22,10,18,3,4,0,0,0,109,0,0,0,0,0,0,0,0,0,0,3,285,42,46,15,24,3,9,4,3,20,451,449,19,7,3,0,3,0,0,0,14,502,43,3,4,0
SOSR415,228,37,58,72,47,78,31,33,664,0,0,0,0,0,0,0,0,0,3,5,215,104,339,53,94,93,72,94,41,56,1172,395,99,187,18,43,25,12,9,3,38,820,58,51,207,38,47,37,31,20,7,9,500,6,8,23,5,23,5,7,0,0,3,83,0,0,3,0,0,0,0,0,0,0,3,67,64,233,38,72,40,35,16,7,11,588,0,0,0,0,0,0,0,0,0,0,3,464,161,418,56,110,61,51,26,9,46,1405,1403,142,181,10,16,5,4,7,0,48,1817,156,66,62,17,16,18,9,7,0,7,357,8,11,24,6,20,6,3,9,7,10,97,3,0,0,0,0,0,3,0,0,0,11,165,76,86,28,35,26,14,16,7,15,465,0,0,0,0,0,0,0,0,0,3,3,1564,220,270,39,48,28,17,19,7,66,2287,1948,75,37,4,3,6,3,0,0,73,2155,202,14,12,0
SOSR421,37,7,13,13,17,33,6,20,161,0,0,0,0,0,0,0,0,0,0,3,49,18,58,9,18,19,22,32,9,24,268,116,32,33,4,7,3,3,3,0,14,207,17,13,31,5,12,11,10,9,4,3,110,6,4,3,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,20,15,34,5,10,11,13,9,3,3,128,0,0,0,0,0,0,0,0,0,0,0,139,46,66,8,18,16,14,10,3,18,337,447,31,45,5,3,0,6,0,0,28,568,26,13,15,0,3,0,0,0,0,3,57,8,0,5,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,4,35,8,18,0,4,0,0,0,0,8,84,0,0,0,0,0,0,0,0,0,0,0,488,44,64,5,8,5,6,6,0,39,653,651,7,16,0,0,0,0,0,0,21,693,48,9,0,0
SOSR422,9,0,3,4,3,8,3,3,45,0,0,0,0,0,0,0,0,0,0,0,18,11,28,3,6,10,8,7,0,9,103,60,10,20,0,0,5,0,0,0,7,99,12,7,12,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,0,0,3,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,69,18,26,3,4,8,0,0,4,7,136,286,16,13,0,0,4,4,0,0,12,336,22,11,8,0,3,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,8,8,0,6,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,309,25,19,0,5,6,4,0,0,12,383,412,12,6,3,0,0,0,3,0,10,450,34,5,5,0
SOSR431,120,42,32,30,51,43,25,31,491,0,0,0,0,0,0,0,0,0,26,30,221,104,217,74,67,58,71,61,37,87,983,489,148,170,17,18,12,16,9,8,51,940,145,64,112,28,13,14,13,12,12,18,433,35,14,21,3,0,3,0,3,0,6,98,0,0,0,0,0,0,0,0,0,4,9,187,84,134,35,15,16,14,20,14,24,535,0,0,0,0,0,0,0,0,0,26,26,673,229,305,47,35,32,33,27,16,107,1500,1942,205,188,19,22,14,9,6,4,86,2497,274,49,49,10,9,6,10,6,3,14,424,75,4,6,3,5,3,4,0,0,11,109,0,0,0,0,0,0,0,0,0,0,4,344,55,60,11,16,12,8,6,3,24,538,4,0,0,0,0,0,0,0,0,29,32,2286,261,245,32,40,23,18,6,4,141,3066,3045,89,51,6,9,5,4,0,4,116,3328,453,29,11,8
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,13,3,3,3,15,30,16,9,96,0,0,0,0,0,0,0,0,0,3,3,9,6,15,4,3,7,16,45,30,15,159,14,3,4,0,0,0,0,0,0,0,23,3,3,4,0,0,0,4,0,5,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,6,6,37,0,0,0,0,0,0,0,0,0,6,6,19,9,14,0,0,0,3,0,11,12,68,40,3,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,41,6,6,0,0,0,0,0,0,6,59,54,0,6,0,0,0,0,0,0,3,66,4,0,3,0
SOSR501,23886,4806,6201,6734,6553,6110,3489,1943,74945,17,4,22,3,8,4,12,9,3,219,305,21757,13769,35220,9133,11181,10145,8956,8045,4423,3418,126055,23214,7287,11705,2616,2904,1828,1325,956,450,1096,53382,11506,9109,18547,3216,4105,3082,2532,2010,912,742,55760,710,819,2374,357,529,506,375,418,237,265,6589,65,74,104,32,26,28,19,18,8,21,386,12282,10005,21019,3599,4655,3614,2929,2448,1154,1030,62737,28,13,15,3,3,3,3,6,0,170,242,35516,17300,32748,6213,7572,5443,4256,3406,1611,2301,116364,45060,9077,10708,1784,1827,1077,697,469,219,1296,72208,14971,5180,8504,1192,1404,903,565,505,229,492,33938,2012,850,1690,250,306,291,234,215,219,321,6401,102,45,73,10,12,5,6,3,3,18,275,17091,6073,10266,1450,1724,1193,808,724,449,834,40612,59,12,5,4,4,0,4,3,0,135,222,62206,15156,20982,3238,3548,2275,1508,1200,673,2259,113049,50128,3616,3078,554,502,385,255,228,107,1066,59928,17090,2025,1697,240
SOSR511,289,68,94,125,117,112,47,58,1010,0,0,0,0,0,0,0,0,0,11,12,310,169,534,144,177,187,158,152,67,93,1980,589,185,298,77,55,47,20,18,10,38,1352,74,117,412,60,89,100,57,34,12,10,970,4,3,22,4,4,10,3,0,4,0,52,0,0,3,0,0,0,0,0,0,0,3,78,127,443,61,92,108,63,36,18,12,1030,0,0,0,0,0,0,0,0,0,10,13,667,316,736,141,151,159,81,52,30,60,2392,1255,231,329,48,52,31,28,18,3,57,2047,143,81,220,25,27,19,14,11,4,15,562,22,3,14,0,3,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,3,163,84,237,33,32,22,17,15,5,15,621,0,0,3,0,0,0,0,0,0,14,17,1414,320,565,75,83,58,45,31,9,82,2687,1390,125,119,17,27,9,8,0,0,36,1732,178,43,40,11
SOSR512,489,130,154,153,135,110,66,45,1480,0,0,0,0,0,0,0,0,0,24,27,488,260,912,298,323,229,208,158,90,119,3073,762,280,410,85,100,56,40,37,15,57,1831,146,222,651,124,154,96,68,65,21,23,1573,12,9,38,6,12,8,6,3,3,4,100,3,0,6,0,0,0,0,0,3,0,19,162,228,697,129,168,109,69,71,24,31,1692,0,4,5,0,0,0,0,0,0,18,32,918,509,1106,219,266,170,109,107,38,111,3551,1914,261,351,101,72,37,29,14,10,75,2871,228,155,333,65,64,41,22,26,7,23,963,21,10,30,0,4,4,3,4,4,3,88,3,3,4,0,0,0,0,0,0,0,10,255,175,366,68,69,44,21,25,12,30,1057,0,0,0,0,0,0,0,0,0,13,13,2170,428,710,168,139,88,53,44,17,115,3944,2164,143,179,40,34,13,6,12,0,52,2634,269,36,66,15
SOSR513,335,85,106,99,116,138,66,63,1140,3,0,0,0,0,3,0,0,0,6,13,305,176,660,189,224,202,201,183,86,122,2353,482,155,290,58,60,32,18,15,5,51,1161,94,114,368,75,77,68,64,43,10,29,932,0,3,6,3,3,0,4,6,7,4,34,3,0,4,0,0,0,0,0,0,0,9,93,113,382,78,86,68,63,49,13,30,974,0,0,0,0,0,0,0,0,0,3,6,584,270,674,135,144,99,84,59,16,87,2144,708,119,159,40,38,24,17,9,3,54,1162,146,94,195,37,43,27,14,18,4,9,582,5,0,15,3,3,4,0,3,0,3,39,3,0,9,0,0,0,0,0,0,0,14,150,96,210,34,47,32,14,17,11,14,636,3,0,0,0,0,0,0,0,0,0,6,860,214,377,73,87,55,35,29,9,66,1805,700,56,107,23,24,9,8,7,3,33,962,116,22,57,6
SOSR514,126,41,42,55,54,64,49,35,510,0,0,0,0,0,0,0,0,0,3,4,230,125,322,89,124,106,107,88,67,61,1314,428,139,251,58,68,37,12,10,4,43,1046,37,50,143,28,27,34,3,12,9,7,357,3,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,39,52,149,28,29,36,3,18,9,14,368,0,0,0,0,0,0,0,0,0,0,4,465,195,397,87,93,69,20,24,8,51,1419,620,129,220,35,46,17,10,7,3,36,1116,45,40,64,7,13,9,0,3,0,3,182,5,0,4,0,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,50,42,71,10,13,8,0,6,0,8,202,0,0,0,0,0,0,0,0,0,0,5,668,169,291,45,58,25,11,9,7,49,1327,722,49,60,13,18,3,0,3,7,30,906,71,10,12,4
SOSR515,270,83,84,111,99,130,79,69,1015,0,0,0,0,0,0,0,0,0,0,3,346,145,547,172,180,176,144,166,99,124,2099,616,198,283,41,53,38,29,15,12,61,1351,95,102,310,43,61,75,32,49,15,24,806,3,3,39,3,9,11,17,9,3,4,103,0,0,4,0,0,3,0,0,0,3,12,100,105,354,48,77,92,48,55,16,32,922,0,0,0,0,0,0,0,0,0,3,4,717,302,642,95,126,127,81,72,27,94,2280,1434,180,168,37,39,28,21,5,4,73,1986,147,63,186,21,31,23,7,4,0,11,494,11,8,45,4,12,3,0,4,4,8,99,0,0,0,0,0,0,0,0,0,0,8,153,68,236,24,47,25,10,8,6,21,602,0,4,4,0,0,0,0,0,0,0,8,1586,253,411,58,82,50,34,18,13,90,2592,1674,111,92,14,21,10,9,10,10,65,2016,182,23,37,3
SOSR521,81,31,28,51,49,55,26,45,391,0,0,0,0,0,0,0,0,0,4,4,128,64,199,75,80,76,71,68,37,72,868,316,89,96,16,15,13,21,6,0,19,602,33,45,87,37,37,33,28,28,10,7,345,0,0,3,3,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,36,45,91,39,40,36,28,23,10,6,364,0,0,0,0,0,0,0,0,0,0,0,354,138,187,54,60,48,45,36,9,27,973,898,125,121,11,22,11,5,8,0,57,1266,61,31,64,15,18,14,7,3,0,3,213,0,0,3,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,63,30,67,18,21,11,7,3,0,11,227,3,0,0,0,0,0,0,0,0,4,8,961,160,189,31,45,26,10,15,0,66,1506,999,54,43,8,11,10,3,7,4,59,1193,92,13,12,0
SOSR522,15,8,16,11,18,16,23,8,121,0,0,0,0,0,0,0,0,0,0,0,57,26,84,25,49,30,29,23,23,12,368,120,30,34,7,9,9,5,4,3,10,227,14,3,30,7,12,4,3,4,6,3,98,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,7,33,7,12,4,3,9,13,3,105,0,0,0,0,0,0,0,0,0,0,0,137,39,65,14,22,16,7,7,12,13,336,315,41,44,5,8,7,4,3,0,13,440,17,3,18,9,4,3,3,3,0,3,57,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,3,21,9,4,3,3,3,0,3,62,7,0,0,0,0,0,0,0,0,3,10,336,42,61,9,8,9,7,8,0,18,503,382,22,12,3,3,0,4,3,0,11,446,32,3,6,7
SOSR531,305,81,115,84,106,118,61,82,1190,4,0,3,0,0,0,0,0,0,342,351,727,377,909,311,351,193,207,194,80,513,3866,1415,476,523,103,100,60,38,33,4,99,2845,228,214,430,56,103,63,43,28,20,34,1229,31,15,25,5,6,6,8,12,4,6,118,3,5,0,0,0,0,0,0,0,0,13,264,239,460,62,114,66,48,43,19,35,1351,7,4,0,0,0,0,0,0,0,220,238,1682,716,979,165,213,123,95,74,23,361,4436,4018,560,536,75,88,54,27,19,8,202,5604,398,153,275,37,32,34,17,17,7,16,995,46,4,15,3,3,3,4,3,0,11,98,5,3,3,0,0,0,0,0,0,3,17,449,160,296,37,34,42,28,19,7,33,1106,3,3,0,0,0,0,0,0,0,165,172,4477,728,835,114,125,93,50,38,18,401,6885,4577,247,211,35,36,19,18,14,9,176,5334,504,46,45,3
SOSR579,4,0,9,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,15,5,7,0,8,0,0,3,47,14,3,5,0,0,0,0,5,0,3,35,0,0,3,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,17,5,10,0,3,0,0,3,3,3,45,15,11,4,0,0,0,0,0,0,8,34,4,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,11,4,0,3,0,3,3,0,8,42,10,3,3,0,0,0,0,0,0,4,13,3,0,0,0
SOSR599,26,4,4,8,31,44,49,32,220,0,0,0,0,0,0,0,0,0,17,20,42,17,53,17,21,22,46,70,85,60,428,50,6,17,5,5,8,0,0,3,4,92,10,9,4,0,3,4,0,0,3,8,45,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,10,10,4,0,3,7,0,0,3,6,50,0,0,0,0,0,0,0,0,0,15,16,60,20,25,3,7,14,0,0,3,21,164,89,7,21,4,0,3,7,0,0,8,135,17,0,9,0,0,0,0,0,0,3,27,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,0,0,7,3,36,0,0,0,0,0,0,0,0,0,31,31,109,7,26,4,4,5,5,3,4,39,203,148,6,12,4,9,3,3,3,3,15,205,14,3,3,0
SOSR603,871,183,297,330,390,396,198,97,3207,0,0,0,0,0,0,0,0,0,7,12,579,386,1072,246,349,405,461,472,228,142,4347,841,254,238,34,38,31,25,24,18,36,1534,256,333,525,64,94,77,76,96,37,34,1585,4,19,55,15,19,32,31,21,33,13,240,0,3,5,0,0,7,0,0,0,3,18,260,358,580,88,111,109,103,115,75,49,1844,0,0,0,0,0,0,0,0,0,3,3,1096,605,819,119,147,140,128,143,87,94,3383,1800,198,154,30,35,15,19,14,3,49,2319,455,159,205,29,25,13,16,13,5,18,933,27,31,47,18,23,22,17,25,14,11,232,3,3,0,0,0,0,0,0,0,0,10,485,191,246,48,49,36,33,36,23,31,1172,3,0,0,0,0,0,0,0,0,8,11,2284,384,403,84,76,51,57,42,26,90,3499,2319,101,57,12,5,5,3,4,5,45,2560,592,49,39,12
SOSR611,272,72,89,102,116,116,107,32,998,0,0,0,0,0,0,0,0,0,0,0,186,100,349,89,107,120,123,133,127,46,1378,298,86,85,15,18,7,5,17,4,17,549,56,92,168,29,28,25,27,23,27,14,486,3,6,40,19,13,43,21,5,8,5,168,0,0,3,0,0,0,0,0,0,0,4,55,95,211,47,41,68,55,32,27,20,656,0,0,0,0,0,0,0,0,0,0,3,351,178,296,61,56,78,64,46,33,34,1208,631,61,52,5,10,4,8,4,3,17,791,123,74,86,8,3,14,6,15,3,5,331,10,9,37,17,9,15,21,3,11,3,141,0,0,0,0,0,0,0,0,0,0,3,134,83,120,27,10,30,30,14,13,13,479,0,0,0,0,0,0,0,0,0,0,5,762,142,173,31,19,35,36,24,12,32,1270,813,19,21,3,3,3,4,3,0,18,897,144,27,10,8
SOSR612,31,6,13,4,20,18,9,12,129,0,0,0,0,0,0,0,0,0,0,0,35,22,49,10,9,4,25,20,9,18,202,63,14,11,3,0,0,0,0,0,3,101,8,14,20,7,6,0,0,3,3,0,70,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,7,17,20,8,11,3,0,3,4,0,79,0,0,0,0,0,0,0,0,0,0,0,75,31,38,10,13,3,3,3,4,9,179,169,4,12,0,0,0,0,0,0,6,196,29,10,18,5,0,5,0,3,0,0,70,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,16,23,3,0,5,0,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,199,21,30,3,0,3,0,3,0,6,270,268,12,8,0,0,0,0,0,0,3,293,41,0,4,0
