SOSR_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SOSR613,170,19,226,0,0,3,10,30,0,42,0,0,4,3,15,0,23,0,0,4,13,40,3,60,0,0,5,18,22,3,44,11,10,37,16,60,8,143,0,0,5,28,96,10,147,11,20,80,62,96,7,281,49,45,313,102,150,11,674,50,53,282,272,476,62,1182,0,0,3,3,6,6,17,0,0,8,30,100,3,138,4,0,7,7,32,10,63,139,148,846,667,1620,174,3596,4,0,20,18,95,7,155,4,3,20,22,153,6,213,19,14,61,71,452,18,634,0,0,5,8,66,5,86,0,0,21,38,531,15,614,3,3,19,16,107,7,152,4,4,62,57,402,44,576,3,3,24,35,263,28,358,0,0,11,25,212,17,267,3,0,7,14,31,5,59,4,3,17,28,42,3,96,0,3,7,27,43,3,87,29,15,79,44,102,10,280,0,0,19,37,170,18,242,26,45,108,102,207,14,498,71
SOSR614,45,0,62,0,0,0,0,5,0,8,0,0,0,4,3,0,13,0,0,0,4,9,3,22,0,0,0,6,8,3,18,0,0,4,4,10,0,32,0,0,3,6,22,0,32,4,11,21,8,36,3,87,12,9,51,18,47,5,149,10,21,52,90,192,15,366,0,0,3,3,7,0,11,0,0,0,11,31,3,51,0,0,3,0,12,8,23,31,42,161,191,550,54,1038,0,0,6,10,43,6,61,0,0,0,0,49,3,54,0,3,7,19,151,3,192,0,3,5,5,34,0,45,0,0,3,15,183,12,204,0,0,0,9,34,0,44,0,0,13,10,128,13,158,3,0,7,15,76,7,101,0,0,0,12,44,3,54,0,0,5,4,15,0,22,3,0,3,11,9,3,23,0,0,0,9,14,3,23,3,4,22,9,23,0,55,0,0,7,8,39,3,54,16,13,31,18,76,5,165,21
SOSR615,270,35,402,0,0,18,32,72,11,126,3,4,11,20,26,8,69,0,5,15,37,95,7,161,0,0,0,31,47,10,90,19,15,79,50,86,14,262,4,3,26,32,109,19,190,39,39,180,112,205,12,585,98,65,489,128,260,36,1077,77,89,495,420,811,98,1990,8,3,27,10,41,8,98,6,3,21,52,234,11,326,0,4,12,30,52,38,132,279,249,1557,1196,2960,400,6648,13,6,61,74,329,45,529,8,0,18,17,172,10,224,21,8,81,106,874,63,1153,11,0,32,52,170,12,277,3,0,43,83,1223,56,1408,4,3,15,44,192,19,275,7,15,107,130,732,90,1087,15,3,54,84,432,49,638,3,3,48,79,408,53,591,6,4,23,37,59,10,137,3,10,33,59,117,9,223,0,0,10,53,94,11,174,52,23,190,103,176,27,575,9,4,35,61,228,28,363,64,67,280,215,434,40,1101,140
SOSR621,99,8,176,0,0,8,12,16,3,32,0,0,6,3,11,0,25,0,0,6,12,22,3,47,0,0,10,10,16,3,44,16,10,46,23,25,5,119,0,0,10,17,33,5,61,18,22,71,36,53,9,204,63,36,195,42,68,11,419,45,27,149,123,187,22,557,7,0,12,9,11,0,36,0,0,7,11,55,7,79,6,0,7,8,23,16,57,161,110,616,413,779,133,2209,4,3,21,45,167,42,285,4,4,31,10,104,5,164,9,4,31,38,176,17,269,7,3,11,11,57,0,94,3,0,16,27,413,23,480,3,3,6,15,42,3,69,4,7,41,51,186,31,332,4,5,44,49,190,16,312,0,3,13,21,77,17,127,3,5,11,13,25,0,61,0,6,13,24,27,3,73,0,0,13,18,28,3,62,37,13,100,46,61,7,265,3,0,20,22,61,10,112,41,27,111,64,133,14,389,94
SOSR622,64,6,98,0,0,5,8,21,3,31,3,0,0,3,10,0,18,0,0,4,11,14,4,34,0,0,0,0,3,4,12,3,5,21,8,15,0,54,0,0,3,11,14,5,38,6,3,27,18,32,4,90,35,8,78,38,51,3,222,19,18,91,72,142,16,366,3,3,3,7,6,0,23,3,0,8,12,39,3,60,0,0,4,7,8,5,22,76,49,299,236,535,78,1278,0,0,22,19,113,21,181,0,0,0,6,40,4,55,3,0,18,37,158,11,237,0,0,6,7,29,3,48,0,0,3,12,219,14,249,0,0,3,11,37,4,55,7,0,15,25,89,20,157,0,3,20,16,96,9,143,0,0,14,20,69,14,113,3,0,3,3,17,0,24,0,4,8,12,19,4,50,0,3,7,3,12,3,23,12,8,45,18,32,10,127,0,0,11,11,47,5,75,9,7,50,35,82,10,187,52
SOSR631,387,57,712,3,4,18,48,111,18,202,6,10,30,30,34,8,107,8,6,42,52,116,17,239,5,6,29,51,83,19,184,52,34,251,132,178,22,670,10,6,67,73,136,33,333,113,96,384,194,293,39,1129,294,179,969,295,413,58,2206,183,186,923,745,1128,149,3319,31,14,63,43,87,9,252,14,6,51,76,312,25,476,13,7,68,49,105,87,319,801,623,3616,2447,4608,785,12871,87,42,558,607,1702,284,3266,7,3,36,37,260,23,372,49,26,235,237,1357,130,2034,14,20,68,102,288,18,515,8,10,121,200,2180,121,2645,8,5,64,81,338,33,525,25,21,213,198,905,129,1493,23,14,192,172,644,89,1139,8,7,63,157,610,63,914,11,14,48,60,115,10,262,20,11,83,99,145,19,378,4,12,48,73,159,30,325,157,61,571,260,334,48,1426,11,10,106,122,321,46,624,169,144,588,403,685,71,2060,427
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SOSR699,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,6,0,0,10,3,0,3,0,3,0,5,3,0,6,3,3,3,15,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,17,19,10,4,63,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,4,0,8,0,17,0,0,3,5,4,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,9,0,0,3,0,7,0,6,0,0,3,6,0,0,13,3
SOSR703,360,78,1157,17,11,91,69,161,20,366,14,11,87,30,43,10,193,18,15,71,101,142,26,370,16,4,94,94,160,21,384,211,92,512,155,277,37,1281,27,7,141,107,213,42,536,429,338,1329,730,1010,82,3912,506,412,1291,345,495,65,3107,413,282,1664,675,781,117,3927,40,15,128,81,126,15,405,41,14,116,115,290,31,616,23,18,121,85,144,124,507,1924,1295,6722,3268,5172,795,19181,15,0,73,39,88,18,227,71,12,167,101,515,23,887,34,5,153,136,683,67,1073,84,30,232,126,365,20,864,145,30,589,497,3252,207,4716,37,7,131,110,346,31,659,130,25,522,308,938,132,2055,140,24,797,418,757,140,2269,75,31,315,315,816,88,1638,27,21,149,88,168,13,470,33,23,140,178,189,27,591,30,19,162,152,298,31,692,441,171,1224,354,1177,99,3474,54,15,252,186,467,62,1032,842,548,2386,1717,2959,213,8669,780
SOSR712,72,17,193,0,4,16,8,27,9,60,3,3,14,3,6,0,35,0,0,6,5,8,5,29,0,0,10,9,30,4,53,45,15,71,33,52,15,228,5,0,27,16,47,7,104,88,54,258,131,177,29,736,117,96,293,81,134,21,741,144,121,503,234,227,46,1273,11,7,31,6,25,9,99,20,7,52,33,59,3,174,4,4,28,16,41,24,115,450,334,1426,688,1093,205,4190,0,0,3,3,17,0,28,3,0,0,0,30,0,35,3,0,19,22,85,0,122,8,7,25,24,87,4,147,3,6,32,48,446,16,552,0,0,4,11,60,8,87,19,9,79,64,233,31,426,12,4,89,73,157,33,376,3,8,43,69,143,27,294,4,3,38,20,35,0,98,6,0,11,11,13,3,42,0,0,17,21,59,4,99,76,28,171,81,146,24,515,11,3,42,38,97,14,210,183,82,466,345,500,51,1635,170
SOSR714,31,3,49,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,4,4,8,0,11,3,0,3,3,5,0,13,0,8,5,4,9,3,30,0,0,7,5,10,0,20,8,12,38,34,44,4,145,11,15,92,21,27,3,174,13,18,80,61,66,17,259,0,0,7,0,0,0,7,3,3,6,3,10,0,30,0,0,3,0,8,7,18,51,68,276,170,261,46,875,3,0,7,19,31,6,66,0,0,3,0,6,0,11,0,0,0,0,17,3,30,0,0,0,5,21,0,30,0,0,8,16,103,9,130,0,0,0,0,11,5,17,3,0,14,15,46,8,85,3,0,14,16,52,7,88,0,0,4,3,30,9,52,0,0,0,0,0,0,3,0,0,4,3,8,0,17,3,0,3,3,11,0,20,0,10,23,15,21,3,69,0,0,7,5,16,3,36,25,22,83,104,167,12,409,24
SOSR715,22,8,58,0,0,3,4,4,3,21,0,0,0,0,3,0,8,0,0,0,3,5,0,13,0,0,5,3,6,0,15,0,0,11,3,8,0,27,0,0,0,3,16,9,28,18,18,59,37,76,10,214,53,34,132,46,82,27,370,32,31,110,55,112,28,368,0,0,0,6,6,0,15,0,6,10,7,27,17,72,5,0,5,9,17,28,72,124,101,387,215,447,148,1420,0,0,3,3,5,3,13,8,6,30,39,145,9,230,0,0,4,5,46,3,56,3,0,0,3,34,0,43,0,0,6,16,129,9,165,0,0,0,0,3,0,5,3,3,25,18,93,24,158,6,3,18,18,49,9,97,0,4,22,13,27,7,72,0,0,0,0,3,0,9,0,0,0,5,9,3,19,0,0,4,6,12,3,27,3,3,21,6,11,3,48,0,0,3,4,32,12,55,29,31,93,87,152,27,422,67
SOSR721,70,10,159,0,0,9,13,9,0,35,0,0,0,3,0,0,3,0,0,0,6,5,0,17,0,0,0,3,7,0,10,3,0,15,8,10,3,34,3,0,16,10,24,3,60,11,8,44,40,64,16,180,35,32,123,31,59,21,298,12,9,49,34,65,14,190,8,0,18,0,17,3,46,4,3,5,7,37,10,59,0,0,12,3,18,35,70,90,63,371,208,450,137,1315,0,0,3,3,8,0,22,19,9,71,39,163,11,314,0,0,0,0,30,0,29,0,0,3,5,18,0,25,0,0,4,17,86,4,111,0,0,0,0,9,3,19,4,0,14,9,65,16,113,20,0,73,67,185,19,361,0,0,24,34,42,4,107,0,0,3,3,3,3,16,0,0,0,6,7,0,17,0,0,0,4,9,0,22,4,3,18,12,30,3,61,3,0,22,17,45,11,97,20,10,67,75,160,37,371,56
SOSR722,6,4,22,0,0,3,3,3,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,4,0,3,17,0,0,3,7,10,0,24,9,9,20,18,56,14,125,18,17,85,22,52,15,217,0,10,44,30,57,24,159,0,0,7,5,7,0,26,0,0,7,9,24,4,45,0,0,4,0,3,12,24,42,43,205,105,248,92,736,0,0,7,5,30,3,46,0,0,0,0,10,0,14,0,0,3,3,13,3,19,0,0,0,3,19,0,23,0,0,9,0,50,5,68,0,0,0,4,0,0,8,0,0,10,12,33,13,62,0,0,5,5,24,10,45,0,0,3,7,21,0,33,0,0,7,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,6,3,9,3,3,14,4,7,3,27,0,0,6,8,19,3,45,19,8,41,46,159,42,314,36
SOSR731,93,16,180,0,3,13,16,40,3,75,0,0,3,8,10,0,15,0,0,7,17,22,4,50,0,0,4,16,30,5,58,18,18,69,47,72,7,228,0,3,20,20,50,15,101,35,38,192,182,212,31,687,68,74,246,115,199,26,723,41,38,150,122,165,21,539,3,3,24,17,26,3,76,8,3,19,32,77,3,141,6,3,29,15,50,41,143,189,212,958,767,1452,251,3826,6,3,90,116,386,57,660,6,4,40,21,245,18,335,0,4,10,27,193,12,242,5,4,12,29,94,7,154,7,10,54,98,1020,82,1276,0,0,23,22,96,7,152,7,3,40,40,228,29,348,7,4,45,54,173,34,318,0,5,27,53,223,24,339,0,0,10,12,31,3,53,0,0,9,19,29,4,60,0,0,8,18,71,7,104,23,21,98,80,189,20,429,4,3,26,25,112,27,196,59,56,304,351,648,62,1485,82
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,9,3,30,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,4,0,0,5,0,0,0,7,0,3,4,0,9,0,15,3,0,8,0,3,0,18,4,6,12,10,0,0,40,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,14,57,26,50,14,178,0,0,3,6,10,0,22,0,0,3,0,6,0,7,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,3,3,31,0,46,0,0,0,0,0,0,0,0,0,3,7,8,3,24,4,0,14,11,20,3,49,0,0,0,8,6,4,18,0,0,3,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,4,0,3,0,0,6,4,12,0,24,0,0,7,0,8,4,13,4,3,8,3,35,0,54,7
SOSR802,760,103,2335,64,34,182,135,178,25,623,160,126,468,145,122,26,1045,134,57,432,264,261,35,1189,62,47,232,216,321,26,896,1328,605,2906,783,695,113,6430,154,76,510,311,440,63,1558,5091,2611,10378,3716,3073,390,25264,2602,1325,4691,1129,1161,139,11052,1798,970,5400,2335,2437,369,13310,199,106,542,163,226,31,1262,212,93,568,497,862,66,2297,157,34,452,220,265,192,1317,12637,6264,29264,11376,12459,1808,73797,48,14,113,63,111,20,366,12,0,14,10,36,0,76,182,49,454,309,1047,69,2113,126,28,292,168,407,32,1062,184,77,969,952,5674,246,8101,107,45,363,218,413,45,1198,561,136,1964,1077,2350,269,6354,452,72,1662,1121,1974,221,5501,306,99,634,504,1022,107,2682,391,203,1033,413,490,59,2583,363,136,915,512,406,68,2399,149,79,493,403,623,50,1793,3864,1235,7353,1909,1537,309,16213,320,131,1009,556,1016,130,3169,11696,4667,20331,7544,6466,793,51499,4834
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,4,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,3,8,0,0,0,19,0,0,0,0,0,0,0,4,0,3,0,3,0,17,0
SOSR831,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,3,5,3,0,19,0,0,0,3,0,0,3,0,3,9,14,5,0,34,11,0,8,3,3,0,29,3,0,4,4,4,0,17,0,0,3,0,3,0,7,0,0,0,4,0,0,3,0,0,0,0,0,0,3,17,8,38,42,29,6,138,7,0,6,4,3,3,16,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,3,0,3,0,0,0,3,30,0,37,0,0,0,0,3,0,3,0,0,0,3,5,0,5,0,0,0,0,8,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,3,11,3,8,0,31,0,0,0,3,3,0,7,5,3,19,28,12,3,70,16
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,3,0,0,24,4,3,3,0,0,0,14,4,0,3,4,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,35,12,10,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,6,13,4,21,7,4,0,45,8
SOSR915,0,0,10,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,12,6,7,12,11,20,4,50,4,10,8,3,6,3,40,0,0,5,7,5,0,27,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,19,41,39,62,17,195,0,0,0,0,0,0,3,0,0,9,15,48,8,82,0,0,0,0,0,0,3,0,0,3,3,10,0,20,0,0,0,0,30,3,31,0,0,0,0,3,0,3,0,0,0,0,0,3,9,0,0,3,4,3,3,14,0,0,3,9,14,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,0,6,6,0,12,0,0,3,6,9,3,18,7,6,24,30,65,8,141,3
SOSR921,14,3,33,0,0,0,0,4,0,4,0,0,0,3,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,14,0,0,0,3,0,0,5,0,0,5,3,0,0,9,0,0,5,3,3,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,3,5,4,28,32,44,20,125,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,3,0,0,0,0,12,3,19,0,0,0,0,0,0,0,0,0,7,9,19,5,36,3,0,10,18,23,3,58,0,0,0,0,7,0,11,0,0,0,3,4,0,7,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,4,0,0,3,11,0,0,3,0,10,6,20,0,0,5,9,11,0,24,0
SOSR922,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,0,7,0,21,0,0,12,4,14,0,27,0,0,0,0,4,0,11,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,4,25,10,28,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,4,3,10,0,12,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,3,6,0,11,10,0,25,10,24,3,74,0
SOSR931,12,3,32,0,0,0,3,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,3,0,11,0,0,4,3,3,3,17,3,3,4,4,3,3,20,5,3,6,5,6,3,25,0,0,8,6,6,3,25,0,0,4,3,4,0,15,0,0,0,0,5,0,5,0,0,0,0,0,0,4,8,8,42,43,56,26,186,0,0,3,4,7,0,12,0,0,0,0,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,0,3,0,0,4,0,26,0,34,0,0,0,0,3,0,7,0,0,3,12,22,3,39,3,0,6,15,25,6,47,0,0,0,4,7,0,12,0,0,0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,9,3,3,0,17,0,0,5,7,7,3,29,6,3,10,10,17,0,41,8
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
