SOSR_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
SOSR611,31136,..,..,..,..,31136,..,29,0,33,0,33,..,96,12,111,3,115,..,5,0,5,0,5,..,79,21,94,3,97,..,302,54,353,3,357,..,15,3,26,0,26,..,398,73,471,7,481,..,14,0,14,0,14,..,48,0,45,0,51,..,47,3,49,0,53,..,78,0,79,0,76,..,38,0,40,0,40,..,23,0,23,0,23,..,61,4,67,0,63,..,39,0,39,0,39,..,30,0,30,0,36,..,27,0,28,3,32,..,249,183,436,9,441,..,432,189,621,11,631,..,81,5,87,0,88,..,28,0,29,0,29,..,50,11,62,0,62,..,4,0,5,0,5,..,0,0,0,0,0,..,44,73,120,0,121,..,39,3,39,0,39,..,28,7,29,0,29,..,5,0,5,0,5,..,8,0,8,0,8,..,19,0,20,0,20,..,16,4,23,0,24,..,23,4,24,0,29,..,43
SOSR612,9867,..,..,..,..,9867,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,3,4,9,0,11,..,23,20,42,4,47,..,0,0,0,0,0,..,30,24,51,3,55,..,0,0,0,0,0,..,16,0,13,0,13,..,3,0,3,0,3,..,12,0,12,0,14,..,10,0,10,0,10,..,3,0,3,0,3,..,11,0,12,0,12,..,6,0,6,0,6,..,20,0,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,41,0,46,0,43,..,7,0,6,0,6,..,4,0,8,0,8,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,9,0,9,0,9,..,3
SOSR613,13861,..,..,..,..,13861,..,9,0,9,0,9,..,8,3,15,0,17,..,0,0,0,0,0,..,5,3,9,0,9,..,31,3,29,0,29,..,0,0,0,0,0,..,36,8,42,0,42,..,0,0,3,0,3,..,20,0,25,0,25,..,12,0,12,0,12,..,20,0,20,0,20,..,4,0,6,0,6,..,4,0,10,0,10,..,9,0,14,3,12,..,6,0,6,0,6,..,6,0,6,0,6,..,7,0,10,0,10,..,0,0,0,0,0,..,35,3,43,3,47,..,11,0,13,0,13,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,7,..,3,0,3,0,3,..,0
SOSR614,4856,..,..,..,..,4856,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,5,0,5,..,3,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR615,26766,..,..,..,..,26766,..,8,0,8,0,8,..,16,3,22,0,22,..,9,0,9,0,5,..,14,5,20,0,20,..,30,18,50,0,45,..,0,0,0,0,0,..,48,22,64,0,70,..,6,0,6,0,6,..,53,0,53,0,53,..,29,0,29,0,29,..,58,0,59,0,60,..,22,0,22,0,24,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,27,0,27,0,27,..,32,0,35,0,35,..,8,0,7,0,9,..,14,8,17,0,17,..,0,0,0,0,0,..,3,0,7,0,7,..,4,0,7,0,7,..,12,0,12,0,12,..,13,3,14,0,14,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,5,0,5,0,5,..,4
SOSR621,8520,..,..,..,..,8520,..,16,3,18,0,18,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,14,0,14,..,0,0,0,0,0,..,17,0,19,0,19,..,0,0,3,0,3,..,12,0,10,0,10,..,13,0,16,0,17,..,37,0,35,0,36,..,10,0,10,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,6,0,8,0,8,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,7,..,8,0,10,0,10,..,3,0,3,0,3,..,3
SOSR622,5494,..,..,..,..,5494,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,5,0,5,..,3,0,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,15,3,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR631,46412,..,..,..,..,46412,..,27,0,27,0,27,..,11,0,10,0,11,..,6,0,6,0,6,..,9,0,9,0,14,..,57,20,79,0,82,..,0,0,0,0,0,..,66,21,90,3,95,..,8,0,8,0,8,..,97,0,99,3,105,..,60,3,57,0,61,..,180,8,186,0,186,..,32,7,42,0,42,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,72,0,69,3,72,..,29,4,40,0,42,..,5,8,13,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,38,0,38,..,31,3,31,0,31,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,11,0,12,0,12,..,13,3,12,0,12,..,3
SOSR679,37,..,..,..,..,37,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR699,378,..,..,..,..,378,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,0,0,3,0,3,..,7,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR703,40690,..,..,..,..,40690,..,83,0,83,0,83,..,162,12,174,3,171,..,407,52,459,23,482,..,231,66,299,0,299,..,559,222,781,5,790,..,236,62,295,0,300,..,1029,348,1376,11,1387,..,11,0,14,0,14,..,63,0,63,0,63,..,204,15,221,0,221,..,214,12,223,0,223,..,1360,273,1634,22,1655,..,238,4,244,0,243,..,345,10,358,9,364,..,263,15,272,0,273,..,185,4,186,0,186,..,212,17,225,0,225,..,699,43,739,4,747,..,1941,89,2033,9,2047,..,266,15,284,0,288,..,177,56,232,0,232,..,95,49,146,3,144,..,6,0,6,0,6,..,0,0,0,0,0,..,65,11,68,0,71,..,45,0,45,0,45,..,39,3,41,0,46,..,19,0,17,0,17,..,28,0,28,0,28,..,734,20,757,5,762,..,382,44,424,3,423,..,1115,37,1155,13,1174,..,260
SOSR712,7991,..,..,..,..,7991,..,29,0,29,0,29,..,24,0,27,0,27,..,507,62,567,21,586,..,18,11,27,0,27,..,56,31,84,0,84,..,3,4,6,0,6,..,75,44,119,0,119,..,0,0,0,0,0,..,21,0,21,0,22,..,25,3,27,0,28,..,51,0,50,0,50,..,16,4,17,0,17,..,12,0,13,0,13,..,78,3,82,0,83,..,85,4,92,0,92,..,38,4,40,3,43,..,28,4,28,0,28,..,49,0,52,0,54,..,290,18,310,5,313,..,41,3,48,0,48,..,20,0,15,0,15,..,16,6,18,0,18,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,6,0,6,..,3,0,3,0,3,..,9,0,9,0,9,..,32,3,35,0,35,..,0,0,0,0,0,..,81,0,85,0,86,..,10,0,10,0,10,..,98,4,98,0,100,..,14
SOSR714,2084,..,..,..,..,2084,..,4,0,4,0,4,..,10,0,10,0,10,..,159,13,172,0,174,..,3,0,3,0,3,..,12,0,14,0,14,..,7,0,7,0,7,..,17,0,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,8,0,8,..,5,0,11,0,11,..,0,0,0,0,0,..,25,0,25,0,25,..,46,3,50,0,50,..,9,0,7,0,7,..,0,0,0,0,0,..,0,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,17,0,23,..,3,0,3,0,3,..,38,0,38,0,40,..,0
SOSR715,2429,..,..,..,..,2429,..,7,0,7,0,7,..,9,0,9,0,9,..,4277,925,5200,147,5345,..,3,0,3,0,3,..,12,4,18,0,18,..,0,0,0,0,0,..,9,8,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,11,0,11,..,11,0,11,0,11,..,21,0,21,0,21,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,4,..,0,0,3,0,3,..,6,0,6,0,11,..,19,0,20,0,20,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,17,0,17,0,17,..,14,0,14,0,14,..,7,0,7,0,11,..,3
SOSR721,2344,..,..,..,..,2344,..,3,0,3,0,3,..,0,0,0,0,0,..,3181,465,3646,101,3747,..,0,0,0,0,0,..,17,6,19,0,19,..,0,0,0,0,0,..,15,6,22,0,22,..,0,0,0,0,0,..,5,0,5,0,5,..,15,0,15,0,15,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,23,..,3,0,3,0,3,..,4,0,5,0,5,..,3,0,3,0,3,..,20,0,19,0,19,..,50,3,55,0,55,..,12,0,15,0,15,..,4,0,4,0,4,..,10,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,7,0,7,..,9,0,9,0,9,..,5
SOSR722,1664,..,..,..,..,1664,..,3,0,3,0,3,..,3,0,3,0,3,..,3038,496,3539,77,3613,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,4,0,4,0,4,..,3
SOSR731,11263,..,..,..,..,11263,..,3,0,3,0,3,..,7,0,9,0,9,..,2476,326,2803,84,2888,..,3,0,9,0,9,..,16,8,25,0,25,..,5,4,4,0,4,..,25,8,35,0,35,..,3,0,3,0,3,..,19,0,19,0,19,..,31,6,35,0,35,..,51,0,52,0,52,..,38,6,44,0,44,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,18,0,19,0,19,..,29,4,33,0,30,..,0,3,4,0,4,..,6,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,25,0,25,..,24,5,26,0,26,..,18,0,25,0,25,..,3
SOSR779,16,..,..,..,..,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,4,22,0,22,..,3,0,3,0,3,..,0
SOSR799,720,..,..,..,..,720,..,0,0,0,0,0,..,0,0,0,0,0,..,122,28,151,7,153,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,6,0,10,0,10,..,0,0,0,0,0,..,12,0,12,0,12,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3
SOSR802,142380,..,..,..,..,142380,..,310,3,316,0,318,..,1354,208,1558,20,1579,..,62,3,63,0,63,..,1456,343,1797,8,1810,..,4693,1030,5722,24,5748,..,353,105,452,0,454,..,6499,1476,7974,32,8009,..,977,103,1080,8,1083,..,240,5,248,3,255,..,893,31,924,14,937,..,822,18,843,11,852,..,1077,88,1160,5,1169,..,948,47,992,12,1005,..,1748,55,1799,8,1815,..,1060,100,1161,11,1173,..,798,28,824,8,834,..,1210,62,1269,15,1283,..,1052,60,1106,9,1117,..,6816,346,7162,60,7219,..,1435,119,1558,16,1567,..,430,46,480,3,481,..,818,329,1143,10,1155,..,264,25,290,6,288,..,67,0,67,0,67,..,441,53,488,0,495,..,460,24,490,3,491,..,343,32,377,3,376,..,194,32,222,3,227,..,464,71,529,5,537,..,522,15,535,3,538,..,560,50,612,5,616,..,650,16,668,5,671,..,207
SOSR822,124,..,..,..,..,124,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR831,353,..,..,..,..,353,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR879,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR899,190,..,..,..,..,190,..,0,0,0,0,0,..,3,0,7,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,11,0,11,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SOSR915,293,..,..,..,..,293,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,25,19,39,0,39,..,89,75,164,0,164,..,7,9,17,0,17,..,126,106,230,0,230,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,133
