UCL_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
UCL113002,0,0,0,0,..,3,0,3,0,3,..,10,0,12,0,13,..,0,0,0,0,0,..,3,3,3,0,3,..,3,0,3,0,3,..,9,0,7,0,7,..,27,5,36,3,34,..,201,41,243,4,245,..,23,0,23,394,413,4761,223,41,261,396,5420,5170,..,..,..,..,5170,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,17,..,20,4,20,0,25,..,18,0,18,0,18,..,9,0,9,0,9,..,21,0,23,0,28,..,12,3,17,0,17,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,14,0,14,..,25,0,28,0,28,..,4,0,4,0,4,..,0,0,0
UCL113003,0,0,0,0,..,35,3,36,0,41,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,23,11,30,0,31,..,182,20,207,4,211,..,21,0,20,716,735,7607,204,22,227,722,8554,7995,..,..,..,..,7995,..,7,0,7,0,7,..,3,0,3,0,3,..,9,0,10,0,10,..,0,0,3,0,3,..,3,0,5,3,8,..,0,0,0,0,0,..,3,0,8,3,10,..,3,3,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,4,..,4,3,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,10,0,10,..,17,0,22,0,22,..,15,6,25,0,22,..,4,4,7,0,7,..,0,0,0
UCL113004,0,0,0,0,..,7,0,7,0,7,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,17,0,17,..,69,17,83,0,83,..,9,0,9,178,180,2451,76,17,86,178,2715,2638,..,..,..,..,2638,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,9,0,9,0,9,..,0,3,3,0,3,..,0,0,0
UCL113005,0,0,0,0,..,14,0,15,0,15,..,17,3,22,0,22,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,25,8,30,0,37,..,233,29,265,5,269,..,20,0,20,691,709,8464,256,29,286,690,9448,9362,..,..,..,..,9362,..,3,0,3,0,3,..,4,0,4,0,5,..,3,0,3,0,3,..,16,10,20,0,21,..,8,3,13,0,13,..,0,0,0,0,0,..,21,9,37,0,39,..,4,0,4,0,4,..,15,0,15,0,15,..,11,3,10,0,10,..,30,0,34,0,33,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,17,..,25,3,24,0,26,..,0,0,3,0,3,..,0,0,0
UCL113006,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,10,12,0,12,..,28,6,38,3,41,..,153,17,168,3,171,..,10,3,16,723,737,7215,165,20,184,724,8124,7883,..,..,..,..,7883,..,3,0,5,0,5,..,3,0,3,0,3,..,8,0,8,3,8,..,12,5,21,0,21,..,10,3,16,0,16,..,4,0,4,0,4,..,23,9,32,0,32,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,13,0,13,0,13,..,0,0,0,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,23,0,19,0,19,..,0,0,0,0,0,..,8,0,7,0,7,..,0,0,0
UCL113007,12,31,0,30,..,81,11,93,0,94,..,30,7,30,5,39,..,11,0,11,0,11,..,3,0,3,0,3,..,43,28,68,0,68,..,0,0,0,0,4,..,352,98,455,9,464,..,1732,458,2191,38,2231,..,22,10,37,804,842,6248,1753,472,2226,842,9318,6472,..,..,..,..,6472,..,25,0,20,0,20,..,16,0,16,0,16,..,3,0,3,0,3,..,22,11,36,0,37,..,43,75,116,0,116,..,0,0,3,0,3,..,64,88,153,0,155,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,9,0,9,0,9,..,7,0,7,0,7,..,12,0,12,0,12,..,26,6,28,0,28,..,222,88,305,4,309,..,11,0,11,0,11,..,33,11,48,0,48,..,78,27,111,3,108,..,378,133,513,4,517,..,565,166,731,14,744,..,0,0,0,0,0,..,3,0,9
UCL113008,0,0,0,0,..,9,0,9,0,9,..,3,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,22,5,23,0,23,..,99,29,126,3,126,..,15,4,22,961,987,4188,114,28,146,966,5300,4568,..,..,..,..,4568,..,0,0,0,0,0,..,9,0,9,0,9,..,23,0,29,0,28,..,0,3,3,0,3,..,5,8,14,0,14,..,0,0,4,0,4,..,10,6,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,6,0,3,0,3,..,13,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
UCL113009,0,4,0,4,..,3,0,7,0,7,..,14,0,14,0,20,..,0,0,0,0,0,..,12,3,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,44,8,47,5,52,..,264,33,294,3,301,..,13,0,13,314,325,5999,276,33,310,320,6631,6157,..,..,..,..,6157,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,8,3,17,0,17,..,15,3,19,0,19,..,3,0,4,0,4,..,29,10,40,0,40,..,7,0,7,0,7,..,16,0,13,0,13,..,9,0,9,0,9,..,39,0,39,0,39,..,17,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,26,0,30,..,4,0,4,0,4,..,3,0,3
UCL113010,0,0,0,0,..,8,0,8,0,11,..,8,0,14,0,14,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,11,9,15,0,16,..,104,11,121,5,125,..,22,0,22,487,506,7695,128,11,141,484,8321,7762,..,..,..,..,7762,..,4,0,4,0,4,..,3,3,3,0,3,..,0,0,0,0,0,..,3,3,5,0,5,..,3,0,7,0,7,..,0,0,0,0,0,..,10,3,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,22,0,17,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,3
UCL113011,0,3,0,3,..,18,0,18,4,24,..,7,0,5,0,5,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,12,3,12,0,16,..,36,8,42,0,39,..,182,35,211,12,227,..,17,0,20,424,440,4935,200,31,234,431,5599,5155,..,..,..,..,5155,..,0,0,0,0,0,..,14,3,18,0,18,..,3,0,3,0,3,..,11,6,18,0,16,..,3,6,14,0,14,..,0,0,0,0,0,..,21,8,27,0,29,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,7,3,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,29,0,29,..,20,3,22,0,22,..,0,0,4,0,4,..,0,0,0
UCL113012,0,3,0,3,..,23,0,23,3,26,..,30,6,38,0,38,..,3,0,3,0,3,..,8,4,13,0,13,..,0,0,0,0,0,..,7,0,7,0,7,..,98,15,117,4,120,..,414,52,462,13,479,..,33,0,33,414,448,8195,447,52,491,426,9120,8708,..,..,..,..,8708,..,24,0,24,0,24,..,8,0,11,0,11,..,0,0,0,0,0,..,12,0,10,0,10,..,12,3,17,0,17,..,0,0,0,0,0,..,22,7,27,0,27,..,4,0,12,0,12,..,17,0,21,0,23,..,17,0,17,0,17,..,19,0,19,3,17,..,9,0,14,0,14,..,9,3,14,0,14,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,22,0,22,..,14,0,18,0,15,..,5,3,9,0,9,..,10,4,19
UCL113013,0,0,0,0,..,14,0,12,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,32,8,37,0,37,..,154,21,176,3,179,..,14,0,14,429,444,4732,165,28,190,435,5351,4952,..,..,..,..,4952,..,9,0,9,0,9,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,6,5,12,0,12,..,0,0,0,0,0,..,13,5,19,0,19,..,7,0,3,0,3,..,5,0,5,0,5,..,0,0,5,0,5,..,12,0,12,0,12,..,5,0,8,0,8,..,3,0,4,0,4,..,0,0,0,0,0,..,8,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,14,0,14,..,3,0,8,0,8,..,4,0,4,0,4,..,3,3,9
UCL113014,0,0,0,0,..,36,0,41,0,41,..,7,0,7,0,7,..,3,0,3,0,3,..,0,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,49,10,59,4,60,..,194,15,213,4,220,..,16,0,18,327,342,4659,215,19,235,331,5224,4628,..,..,..,..,4628,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,0,6,8,0,8,..,13,4,13,0,13,..,0,0,0,0,0,..,11,12,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,4,0,4,..,8,3,6,0,6,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,31,4,32,0,32,..,3,0,3,0,3,..,9,0,7,0,7,..,0,0,0
UCL113015,0,4,0,4,..,18,0,18,0,18,..,25,0,29,0,24,..,0,0,0,0,0,..,9,3,7,0,7,..,8,0,11,0,11,..,4,0,5,0,9,..,41,3,41,0,41,..,337,38,373,5,387,..,14,0,14,448,457,5924,358,38,389,454,6769,6293,..,..,..,..,6293,..,19,0,19,0,19,..,5,0,5,0,5,..,0,0,0,0,0,..,5,4,6,0,6,..,20,7,22,0,23,..,0,0,0,0,0,..,19,9,31,0,33,..,26,0,24,0,24,..,12,0,12,0,12,..,21,0,21,0,21,..,20,0,20,0,16,..,17,5,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,15,0,15,..,19,3,18,0,18,..,30,0,28,0,33,..,14,0,16,0,16,..,6,4,16
UCL113016,0,0,0,0,..,11,0,10,0,10,..,11,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,33,10,45,4,52,..,169,26,197,5,201,..,12,0,12,463,471,5839,180,26,209,465,6516,6071,..,..,..,..,6071,..,0,0,0,0,0,..,7,0,7,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,13,3,15,0,15,..,3,0,3,0,8,..,24,3,28,0,23,..,4,0,4,0,4,..,3,0,3,0,3,..,8,0,8,0,8,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,11,0,8,0,8,..,7,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,6,29,0,29,..,10,0,12,0,12,..,5,0,5,0,5,..,0,0,0
UCL113017,0,3,0,3,..,24,0,24,0,24,..,7,0,13,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,4,12,0,12,..,35,18,46,0,48,..,195,41,231,0,239,..,14,0,14,363,374,5961,207,41,247,367,6573,6009,..,..,..,..,6009,..,38,0,38,0,38,..,4,0,4,0,4,..,5,0,5,3,4,..,7,3,13,0,13,..,14,10,22,0,22,..,0,0,0,0,0,..,23,11,37,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,9,3,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,17,3,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,4
UCL113018,0,4,0,4,..,3,0,5,0,5,..,13,5,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,4,34,0,37,..,161,21,178,0,185,..,14,3,17,264,285,4449,175,21,193,269,4914,4717,..,..,..,..,4717,..,0,0,0,0,0,..,0,3,5,0,5,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,9,0,9,..,19,0,19,0,19,..,8,0,7,0,7,..,0,0,0,0,0,..,28,0,29,0,29,..,15,3,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,14,7,16,0,16,..,3,0,3,0,3,..,0,0,0
UCL113019,0,0,0,0,..,17,0,14,0,14,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,4,4,..,0,0,0,0,0,..,3,0,3,0,3,..,79,9,87,3,87,..,243,26,262,8,272,..,20,3,24,600,627,7747,264,29,289,610,8647,8514,..,..,..,..,8514,..,3,0,3,0,3,..,8,0,7,0,7,..,3,0,3,0,3,..,6,4,11,0,11,..,13,8,19,0,19,..,0,0,0,0,0,..,18,15,35,0,34,..,3,0,3,0,3,..,9,0,9,0,9,..,7,0,7,0,7,..,19,0,19,0,19,..,7,0,7,0,7,..,4,0,4,0,4,..,9,0,11,0,11,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,7,0,10,0,10,..,30,4,30,0,30,..,3,0,3,0,3,..,3,0,7,0,7,..,6,5,13
UCL113020,0,0,0,0,..,12,0,12,0,12,..,8,0,7,0,7,..,3,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,7,3,9,0,9,..,27,3,33,0,33,..,218,20,237,3,242,..,11,0,13,381,399,5696,232,23,257,384,6340,6010,..,..,..,..,6010,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,8,5,8,0,8,..,4,0,4,0,4,..,19,7,24,0,24,..,8,0,9,0,9,..,9,0,8,0,8,..,8,0,8,0,8,..,25,0,25,0,25,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,41,3,40,0,40,..,0,0,0,0,0,..,0,0,0
UCL114001,0,0,0,0,..,0,0,0,0,0,..,6,3,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,21,0,21,..,66,5,74,3,76,..,3,0,3,102,106,2084,72,5,78,106,2266,2585,..,..,..,..,2585,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,9,3,14,0,14,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0
UCL114002,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,9,0,9,..,62,6,72,0,76,..,11,0,11,185,198,2205,75,6,80,187,2470,2255,..,..,..,..,2255,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,11,0,11,..,10,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,3
UCL114003,0,0,0,0,..,10,0,10,0,6,..,32,4,39,0,39,..,0,0,0,0,0,..,3,3,11,0,11,..,3,0,6,0,6,..,3,0,3,0,3,..,84,4,86,0,86,..,338,18,355,3,356,..,13,0,13,710,715,3370,350,18,364,708,4443,3658,..,..,..,..,3658,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,3,..,0,0,0,0,0,..,7,0,7,0,3,..,0,0,0,0,0,..,14,0,14,0,15,..,49,5,55,0,55,..,45,0,45,0,45,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,40,0,40,3,37,..,34,13,42,0,42,..,0,3,5
UCL114004,0,0,0,0,..,3,0,3,0,3,..,3,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,9,..,52,9,64,0,65,..,11,0,13,219,234,3343,64,12,76,225,3636,3578,..,..,..,..,3578,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
UCL114005,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,4,23,0,22,..,64,7,71,0,74,..,16,0,16,341,355,4339,77,7,87,344,4774,4728,..,..,..,..,4728,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,7,..,0,0,0,0,0,..,3,3,8,0,8,..,0,0,0,0,0,..,3,3,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,9,0,9,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
UCL114006,0,0,0,0,..,9,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,37,3,37,0,37,..,170,17,187,0,186,..,8,0,3,426,431,2578,181,18,192,426,3199,2661,..,..,..,..,2661,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,5,3,10,0,10,..,12,8,22,0,18,..,0,0,0,0,0,..,17,14,31,0,32,..,0,0,0,0,3,..,12,0,11,0,11,..,0,0,0,0,0,..,33,0,38,0,40,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,16,0,16,0,16,..,23,3,26,0,26,..,0,0,0,0,0,..,3,0,3
