UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL515024,8,8,3,4,3,0,0,22,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,8,8,3,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,7,7,9,8,3,0,0,36,18,10,7,0,0,0,0,35,0,0,0,0,0,0,0,0,29,22,17,4,4,0,0,74
UCL515025,3,4,5,6,8,3,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,12,7,6,8,3,0,50,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,6,9,16,7,13,13,7,0,60,22,22,8,6,3,0,0,63,0,0,0,0,0,0,0,0,29,30,19,20,20,8,0,120
UCL515026,8,30,9,4,12,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,18,19,26,0,0,118,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,4,3,0,0,0,0,5,15,48,21,19,27,0,0,128,45,40,20,9,4,0,0,115,4,3,0,0,0,0,0,6,62,83,42,33,33,0,0,253
UCL515027,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,14,10,10,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,13,10,10,0,0,56,10,4,0,0,0,0,0,17,3,0,0,0,0,0,0,3,23,22,12,10,11,0,0,79
UCL515028,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,7,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,7,4,0,0,26,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,5,7,4,0,0,25
UCL515029,3,19,11,7,15,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,13,18,30,10,0,94,0,0,0,5,4,0,0,12,0,10,0,0,0,0,0,12,0,10,4,6,4,0,0,30,7,34,16,25,28,10,0,121,28,37,15,16,9,0,0,104,0,0,0,0,0,0,0,0,36,76,35,39,39,10,0,227
UCL515030,3,11,3,7,11,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,12,19,0,0,51,0,6,0,0,0,0,0,5,0,7,7,3,0,0,0,18,0,7,6,3,0,0,0,21,5,22,16,11,17,0,0,69,14,19,5,3,0,0,0,43,0,0,0,0,0,0,0,0,20,43,18,15,19,0,0,119
UCL515031,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,9,7,0,0,40,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,11,7,14,14,13,12,0,0,53,3,3,3,0,0,0,0,12,0,0,0,3,0,0,0,3,12,13,20,17,12,0,0,63
UCL515032,7,8,7,6,0,0,0,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,10,10,11,6,5,3,47,0,3,0,0,0,0,0,10,3,3,4,0,0,0,0,15,3,6,7,0,3,0,0,21,11,19,16,10,11,9,3,73,15,18,13,3,3,0,0,50,0,0,0,0,0,0,0,0,27,33,23,14,16,9,3,128
UCL515033,3,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,3,0,0,24,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,4,4,0,0,0,0,7,3,13,5,4,3,0,0,33,7,11,3,3,0,0,0,28,0,0,0,0,0,0,0,0,12,22,16,10,9,0,0,66
UCL515034,0,5,14,3,6,3,0,31,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,17,14,9,15,3,3,59,0,3,0,0,0,0,0,7,4,4,0,0,0,0,0,5,4,6,5,0,0,0,0,14,6,19,19,5,15,3,3,69,15,12,5,7,4,0,0,41,0,0,0,0,0,0,0,0,22,29,27,11,20,3,3,110
UCL515035,0,3,3,3,0,0,0,12,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,14,14,9,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,14,16,9,7,0,0,53,11,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,23,16,13,7,0,0,66
UCL515036,9,10,4,9,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,10,9,18,0,0,69,0,3,0,0,0,0,0,5,0,7,5,0,0,0,0,6,0,6,5,3,0,0,0,12,8,25,15,14,17,0,0,78,11,15,8,8,4,0,0,53,0,0,0,0,0,0,0,0,20,46,22,20,25,0,0,137
UCL521001,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,17,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,8,3,8,3,0,0,24
UCL521002,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,4,4,0,7,0,0,19,0,0,0,0,0,0,0,0,0,5,13,3,4,0,0,27
UCL521003,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,4,3,3,0,0,0,16,3,6,9,4,6,0,0,27,0,0,0,0,0,0,0,0,9,15,9,10,7,0,0,47
UCL521004,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,14,0,3,4,5,0,0,0,24,16,12,11,5,5,0,0,47,0,0,0,0,0,0,0,0,17,20,16,15,9,0,0,66
UCL521005,0,5,3,3,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,7,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,8,7,3,0,0,33,5,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,10,12,10,9,3,0,0,50
UCL521006,3,3,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,9,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,9,3,7,9,0,0,26,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,8,7,11,10,9,0,0,38
UCL521007,0,3,0,3,3,0,0,11,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,0,19,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,3,4,14,11,3,5,0,0,35
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,3,0,0,0,0,0,4,4,3,3,3,0,0,0,14,11,9,0,0,3,0,0,20,0,0,0,0,0,0,0,0,14,13,3,3,3,0,0,27
UCL521009,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,13,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,20
UCL521010,3,3,0,5,7,0,0,14,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,7,6,0,0,29,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,3,10,7,0,0,31,3,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,5,8,11,7,8,0,0,47
UCL521011,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,14,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,20
UCL521012,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11
UCL521013,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7
UCL521014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
UCL521015,0,9,7,0,3,3,0,16,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,10,7,7,5,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,7,5,4,0,42,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,7,7,5,4,0,43
UCL521016,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,0,0,16,10,9,4,3,0,0,0,30,0,0,0,0,3,0,0,6,14,21,9,10,3,0,0,47
UCL521017,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,10,0,0,8,0,0,14,11,15,5,3,0,0,0,34,0,0,0,0,0,0,0,0,7,22,5,3,8,0,0,50
UCL521018,3,3,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,8,4,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,4,0,0,20,8,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,13,10,7,5,7,0,0,36
UCL521019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4
UCL521020,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,15
UCL521021,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,14,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,7,3,5,3,3,3,0,21
UCL521022,0,9,6,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,3,0,0,36,6,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,20,10,9,3,0,0,45
UCL521023,3,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,11,0,0,32
UCL521024,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,5,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,21
UCL521025,0,3,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,12,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,4,3,4,0,0,17
UCL521026,4,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,9,12,0,0,0,46,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,3,0,4,0,3,3,0,0,7,11,14,14,9,6,0,0,56,38,36,21,17,7,0,0,116,0,7,0,0,0,0,0,8,50,60,37,26,8,0,0,180
UCL521027,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,12
UCL521028,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,11
UCL521029,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,7,3,0,4,3,0,24,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,7,10,3,3,8,3,0,29
UCL521030,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,3,0,0,11,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,3,8,3,5,3,4,0,0,29
UCL521031,3,4,3,4,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,3,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,6,6,3,7,0,0,38,4,11,3,3,0,0,0,23,0,0,0,0,0,0,0,0,13,19,14,7,7,0,0,59
UCL521032,3,6,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,3,0,0,0,17,17,24,6,0,0,0,0,43,0,0,0,0,0,0,0,4,20,28,6,4,3,0,0,67
UCL521033,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,17,5,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,9,5,4,0,0,0,21
UCL521034,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,14
UCL521035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,13,9,10,0,0,0,0,0,21,0,0,0,0,0,0,0,3,17,11,6,3,0,0,0,36
UCL521036,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,5,7,0,0,0,0,10,3,6,7,3,3,0,0,27,19,6,12,3,0,0,0,40,0,0,0,0,0,0,0,0,25,14,15,9,3,0,0,67
UCL521037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,11,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,0,3,0,0,19
UCL521038,0,7,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,8,0,3,0,0,23,12,8,3,5,0,0,0,22,0,0,0,0,0,0,0,4,13,19,10,6,3,0,0,53
UCL521039,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,0,0,22,4,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,10,4,10,3,0,0,29
UCL521040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,17
UCL521041,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,0,4,0,5,16,6,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,6,4,3,3,5,0,5,27
UCL521042,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,10,4,0,3,0,0,13,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,9,8,4,3,0,0,22
UCL521043,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,0,0,13,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,6,9,7,0,0,0,21,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,12,6,3,0,0,0,31
UCL521044,3,10,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,3,16,10,0,5,0,0,39,11,15,4,7,3,0,0,37,0,0,0,0,0,0,0,0,16,26,13,8,10,0,0,69
UCL521045,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,12
UCL521046,0,0,3,3,7,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,0,0,19,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,6,4,9,12,0,0,27
UCL521047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,3,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,19
UCL521048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,19
UCL521049,0,3,3,0,3,0,0,11,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,3,0,0,18,0,7,3,3,0,0,0,9,0,0,0,0,0,0,0,0,3,10,11,8,3,0,0,31
UCL521050,0,0,3,3,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,17,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,3,4,7,4,3,0,0,24,4,13,6,3,0,0,0,31,0,0,0,0,0,0,0,0,8,20,12,8,3,0,0,54
UCL521051,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,4,0,0,0,0,12,9,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,6,7,9,3,0,0,0,26
UCL521052,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,9,3,0,0,31,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,10,8,11,9,3,0,0,33,7,7,5,3,3,0,0,27,0,0,0,0,0,0,0,3,18,18,12,13,3,0,0,64
UCL521053,0,0,6,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,14,5,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,29
UCL521054,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,4,3,0,0,0,0,7,5,3,3,3,3,0,0,16,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,6,6,5,3,3,0,0,29
