UCL_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL215008,547,1646,5,12,0,4,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,1662,36,..,588,1662
UCL215009,350,759,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,4,5,0,0,0,0,3,14,7,17,0,0,373,781,63,..,433,781
UCL215010,626,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,9,13,632,1981,36,..,669,1981
UCL215011,458,919,0,0,0,0,0,0,16,24,0,0,0,0,0,0,16,24,0,3,3,4,0,0,0,3,6,10,3,4,482,954,83,..,570,954
UCL215012,1043,2348,48,67,0,0,48,67,70,95,0,0,0,0,0,0,70,95,3,5,0,0,0,0,3,11,11,18,13,15,1176,2541,188,..,1366,2541
UCL215013,532,1741,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,1748,23,..,558,1748
UCL215014,428,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,423,1168,18,..,445,1168
UCL215015,782,1771,53,79,3,10,53,87,63,101,0,0,0,0,0,0,63,101,0,0,0,3,0,0,0,8,3,5,4,3,912,1979,460,..,1371,1979
UCL215016,1298,3393,34,52,0,3,36,56,62,91,0,0,0,0,0,0,62,91,0,4,0,0,0,0,0,0,0,4,5,8,1400,3550,109,..,1505,3550
UCL215017,548,1621,60,100,0,0,60,100,28,33,0,0,0,0,0,5,29,35,0,0,0,0,0,0,0,0,0,0,0,3,643,1762,62,..,701,1762
UCL215018,1100,2468,73,89,5,7,79,97,24,37,0,0,0,0,0,0,26,40,0,0,0,0,0,0,3,6,3,6,0,10,1207,2617,148,..,1359,2617
UCL215019,630,1501,7,6,3,5,8,15,7,10,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,4,9,646,1534,994,..,1642,1534
UCL215020,573,1129,8,10,0,0,8,10,9,7,0,0,0,0,0,0,9,7,0,0,0,0,0,0,5,11,5,11,0,0,593,1153,110,..,702,1153
UCL215021,431,1052,4,7,0,0,4,7,22,29,0,0,0,0,0,0,22,29,5,4,7,8,0,0,3,11,21,26,9,22,485,1143,42,..,529,1143
UCL215022,1590,3810,0,0,9,19,9,19,45,67,0,0,0,0,0,0,45,67,0,0,0,0,0,0,0,0,0,0,25,29,1666,3930,210,..,1873,3930
UCL215023,554,1312,26,29,0,0,26,29,21,22,0,0,0,0,0,0,21,22,0,0,3,4,0,0,5,11,7,16,8,12,609,1387,70,..,678,1387
UCL215024,753,1573,4,10,0,0,4,10,31,38,0,0,0,0,0,0,31,38,4,4,0,0,0,0,3,3,8,8,0,0,794,1629,122,..,916,1629
UCL215025,447,949,0,0,0,0,0,0,12,17,0,0,0,0,0,0,12,17,0,0,0,0,0,0,3,8,3,7,0,0,470,974,110,..,581,974
UCL215026,1608,3555,249,344,43,93,296,437,74,106,13,19,0,0,0,0,83,126,0,0,3,8,0,0,0,0,6,8,15,46,2008,4171,3257,..,5267,4171
UCL215027,714,1622,64,74,0,0,69,74,0,4,0,0,0,0,0,0,0,4,6,4,0,3,0,0,231,526,239,534,33,76,1051,2315,134,..,1185,2315
UCL215028,1384,2853,39,56,7,12,49,65,30,31,0,0,0,0,0,0,30,31,4,9,3,4,0,0,4,3,7,19,17,46,1488,3013,816,..,2296,3013
UCL215029,778,1985,9,17,4,3,8,23,8,7,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,3,7,792,2028,50,..,845,2028
UCL215030,562,1190,4,9,3,7,11,15,13,12,0,0,0,0,0,0,13,12,0,5,0,0,0,3,0,0,0,8,9,12,595,1240,74,..,667,1240
UCL215031,501,1109,16,18,0,0,16,18,21,26,0,0,0,0,0,0,21,26,3,4,0,0,0,0,4,7,9,11,0,4,554,1174,86,..,638,1174
UCL215032,1106,2384,92,112,0,3,90,114,49,63,0,0,0,0,0,0,49,63,10,11,0,0,0,0,0,4,13,17,3,13,1255,2590,196,..,1454,2590
UCL215033,772,2392,51,110,0,0,51,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,2501,37,..,857,2501
UCL215034,434,890,31,37,0,0,31,37,38,39,0,0,0,0,0,0,40,39,13,15,0,0,0,0,0,0,13,15,3,3,523,987,114,..,636,987
UCL215035,402,1152,3,3,0,4,0,4,13,26,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,0,0,3,9,418,1187,51,..,470,1187
UCL215036,369,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,1119,25,..,393,1119
UCL215037,726,1449,4,10,0,0,4,10,15,25,0,0,0,0,0,0,15,25,0,0,13,14,0,0,7,12,23,29,5,11,769,1518,157,..,923,1518
UCL215038,598,1344,14,11,0,0,14,11,5,6,0,0,0,0,0,0,5,6,0,0,0,0,0,0,3,4,3,4,0,4,615,1377,61,..,677,1377
UCL215039,486,1041,0,3,0,0,0,3,34,39,0,0,0,0,0,0,34,39,0,3,5,10,0,0,0,0,7,8,3,6,529,1105,81,..,607,1105
UCL215040,1380,3071,0,0,0,0,0,0,57,75,0,0,0,0,0,0,57,75,12,16,0,0,0,0,4,8,18,24,0,0,1461,3170,232,..,1697,3170
UCL215041,771,2060,26,35,0,0,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,797,2103,42,..,840,2103
UCL215042,565,1429,18,21,0,0,18,21,0,12,0,0,0,0,0,0,0,12,0,3,0,0,0,0,8,16,10,20,0,0,587,1483,47,..,636,1483
UCL215043,1270,3022,107,145,0,0,113,145,15,32,0,0,0,0,0,5,20,34,6,9,0,0,0,0,3,8,10,15,3,3,1408,3222,220,..,1634,3222
UCL215044,1579,3791,156,246,0,3,155,249,71,110,0,0,0,0,0,0,71,110,0,0,0,0,0,0,27,57,27,57,4,4,1832,4205,236,..,2070,4205
UCL215045,529,1323,12,14,0,0,16,14,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,6,14,556,1357,30,..,583,1357
UCL215046,413,1075,13,22,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,11,0,3,433,1112,31,..,463,1112
UCL215047,497,1352,18,37,0,0,18,37,8,11,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,3,3,3,4,6,529,1410,34,..,563,1410
UCL215048,304,667,5,28,8,21,17,47,18,35,6,13,0,0,0,0,30,51,0,0,0,0,0,0,7,16,7,16,9,24,365,799,1363,..,1733,799
UCL215049,933,2552,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,15,15,18,0,0,0,4,22,30,0,4,959,2594,171,..,1130,2594
UCL215050,1590,3694,19,23,0,0,19,23,52,71,0,0,0,0,0,0,52,71,0,0,0,0,0,0,14,23,14,23,13,20,1680,3835,181,..,1868,3835
UCL215051,583,1118,5,9,3,8,7,15,22,21,0,0,0,0,0,0,22,21,0,3,0,0,0,3,0,4,9,9,0,3,627,1174,154,..,777,1174
UCL215052,1243,2881,41,53,0,0,41,53,19,21,0,0,0,0,0,0,19,21,10,10,10,13,0,0,0,4,22,26,5,6,1326,2987,189,..,1513,2987
UCL215053,712,1630,17,38,0,0,17,38,32,45,0,0,0,0,0,0,32,45,11,13,0,0,0,0,0,0,11,13,3,6,780,1735,54,..,830,1735
UCL215054,624,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,1439,68,..,693,1439
UCL215055,561,1422,4,0,0,0,4,0,29,33,0,0,0,0,0,0,29,33,0,0,0,0,0,0,0,0,0,0,3,12,600,1476,70,..,666,1476
UCL215056,438,947,7,14,0,0,7,14,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,10,5,0,3,457,968,98,..,551,968
UCL215057,672,1425,0,0,0,0,0,0,19,32,0,0,0,0,0,0,19,32,0,0,0,0,0,0,0,4,0,4,30,53,721,1507,273,..,996,1507
UCL215058,1038,2362,59,79,6,12,61,84,0,5,0,0,0,0,0,0,0,5,3,7,3,3,0,0,3,7,11,19,8,15,1126,2491,177,..,1302,2491
UCL215059,641,1414,20,20,0,0,20,20,45,65,0,0,0,0,0,0,45,65,4,3,12,16,0,0,9,19,27,41,3,8,736,1549,148,..,884,1549
UCL215060,516,1202,8,11,0,0,8,11,41,57,0,0,0,0,0,0,41,57,8,5,8,12,0,0,4,14,21,33,0,11,588,1308,97,..,681,1308
UCL215061,670,1546,0,0,0,0,0,0,47,54,0,0,0,0,0,0,47,54,0,3,0,0,0,0,0,0,0,3,3,10,726,1612,160,..,888,1612
UCL215062,1274,2984,106,144,0,0,107,145,130,185,0,0,0,0,0,0,126,183,7,10,0,0,0,0,3,18,17,24,3,8,1530,3347,185,..,1710,3347
UCL215063,780,1640,0,0,0,3,0,3,55,65,0,0,0,0,0,0,55,65,0,3,0,0,0,0,3,4,6,7,3,21,848,1725,173,..,1019,1725
UCL215064,401,838,0,0,0,0,0,0,15,18,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,3,3,417,864,105,..,522,864
UCL215065,1175,2504,139,194,8,16,148,210,64,88,0,0,0,0,0,0,64,88,29,36,3,8,0,0,3,0,33,52,10,26,1428,2875,479,..,1908,2875
UCL215066,1367,2928,88,138,17,43,110,180,32,45,0,0,0,0,0,0,32,45,0,0,0,3,0,0,8,25,13,28,10,17,1526,3194,1771,..,3295,3194
UCL215067,1057,2412,41,51,17,35,59,90,18,23,0,0,0,0,0,0,18,23,4,3,3,3,0,0,7,18,15,32,13,26,1164,2585,764,..,1925,2585
UCL215068,995,2419,7,13,0,0,7,13,68,91,0,0,0,0,0,0,68,91,5,10,0,0,0,0,3,3,10,18,5,10,1084,2544,120,..,1203,2544
UCL215069,1002,2854,56,98,0,0,56,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1059,2963,75,..,1134,2963
UCL215070,600,1706,19,22,0,0,19,22,26,56,0,0,0,0,0,0,26,56,18,30,16,17,0,0,6,3,35,53,3,7,683,1843,91,..,771,1843
UCL215071,1003,2304,28,36,0,0,28,36,51,67,0,0,0,0,0,0,51,67,10,12,11,18,0,0,3,4,25,37,0,3,1110,2441,149,..,1259,2441
UCL215072,1172,3405,38,54,0,0,38,54,65,104,0,0,0,0,0,0,65,104,0,0,3,7,3,5,4,8,9,14,0,5,1290,3585,96,..,1380,3585
UCL215073,469,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,3,13,481,1103,43,..,521,1103
UCL215074,763,1738,19,36,0,0,19,36,74,88,0,0,0,0,0,0,74,88,3,0,3,3,0,0,3,14,6,16,0,3,871,1881,104,..,977,1881
UCL215075,401,851,22,38,36,62,56,101,18,29,0,0,9,9,0,0,25,35,0,3,0,0,0,0,0,0,0,3,3,3,485,995,369,..,855,995
UCL215076,598,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,602,1714,45,..,639,1714
UCL215077,881,1796,28,35,0,4,32,36,16,16,0,0,0,0,0,0,16,16,4,3,0,3,0,0,4,8,10,17,4,3,938,1868,153,..,1096,1868
UCL215078,688,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,6,692,1683,54,..,752,1683
UCL215079,1326,3324,135,195,0,0,135,195,23,34,0,0,0,0,0,0,23,34,3,8,3,5,0,0,6,16,9,27,3,8,1498,3583,148,..,1645,3583
UCL215080,672,1576,0,4,0,0,0,4,65,87,0,0,0,0,0,0,65,87,3,3,0,0,0,0,3,5,8,10,13,28,756,1702,154,..,908,1702
UCL215081,418,1046,6,5,0,0,6,5,48,65,0,0,0,0,0,0,48,66,7,8,7,14,0,0,8,15,17,32,4,7,494,1157,42,..,534,1157
UCL215082,325,945,3,3,0,5,3,11,0,4,0,0,0,0,0,0,0,4,6,5,12,14,3,5,0,0,20,30,0,0,352,988,19,..,371,988
UCL215083,1178,2939,50,68,3,7,57,81,41,55,0,0,0,0,0,0,41,55,0,0,0,0,0,0,0,0,0,0,3,5,1270,3079,116,..,1387,3079
UCL215084,511,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,9,8,0,0,520,1549,41,..,563,1549
UCL215085,712,1583,16,24,0,0,16,24,14,14,0,0,0,0,0,0,14,14,30,40,0,0,0,0,0,8,36,46,5,17,783,1689,213,..,998,1689
UCL215086,870,1881,0,0,0,0,0,0,35,35,0,0,0,0,0,0,35,35,4,3,0,0,0,0,4,8,11,12,21,40,934,1969,166,..,1107,1969
UCL215087,1234,3285,92,158,16,28,105,188,33,65,0,0,0,0,0,0,33,65,0,0,0,0,0,3,0,0,0,8,0,3,1375,3545,88,..,1468,3545
UCL215088,589,1359,0,0,0,0,0,0,6,9,0,0,0,0,0,0,6,9,0,0,0,0,0,4,0,0,3,3,3,10,601,1379,90,..,696,1379
UCL215089,464,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,1497,25,..,484,1497
UCL215090,1285,3293,64,89,8,10,65,102,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,6,4,9,3,12,1370,3420,148,..,1511,3420
UCL215091,1430,3845,6,17,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,1442,3876,102,..,1541,3876
UCL215092,438,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,990,58,..,495,990
UCL215093,739,2049,38,65,0,0,38,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,6,782,2121,58,..,839,2121
UCL215094,1022,2618,19,27,7,5,26,37,19,50,0,0,0,0,3,3,22,55,5,10,0,0,0,3,3,5,10,24,0,8,1082,2732,96,..,1181,2732
UCL215095,423,1020,16,17,3,3,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,440,1044,52,..,496,1044
UCL215096,667,1402,42,63,0,0,42,63,9,13,0,0,0,0,0,0,9,13,11,18,6,12,0,0,3,3,22,33,0,0,742,1513,130,..,879,1513
UCL215097,431,954,14,30,0,0,14,30,27,37,0,0,0,0,0,0,27,37,7,11,8,11,0,0,3,0,18,25,4,7,492,1048,97,..,591,1048
UCL221001,238,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,238,680,18,..,256,680
UCL221002,320,754,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,325,767,37,..,365,767
UCL221003,409,856,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,11,0,3,0,0,4,17,4,9,422,884,85,..,498,884
UCL221004,186,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,191,497,12,..,202,497
UCL221005,215,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,721,8,..,224,721
UCL221006,250,581,0,0,0,0,0,0,18,18,0,0,0,0,0,0,18,18,0,0,0,0,0,0,3,8,3,9,3,3,273,614,67,..,333,614
UCL221007,214,506,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,215,510,40,..,256,510
UCL221008,212,487,12,13,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,498,35,..,252,498
UCL221009,284,624,0,0,0,0,0,0,17,21,0,0,0,0,0,0,17,21,0,0,0,0,0,0,3,5,4,6,0,0,309,656,54,..,360,656
UCL221010,234,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,555,19,..,259,555
UCL221011,209,465,11,13,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,11,3,3,225,497,30,..,252,497
UCL221012,170,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,166,505,18,..,188,505
UCL221013,145,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,8,149,481,15,..,168,481
UCL221014,208,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,564,20,..,233,564
UCL221015,329,667,0,4,11,23,14,23,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8,8,0,4,352,704,642,..,991,704
UCL221016,179,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,181,547,5,..,187,547
UCL221017,304,775,14,15,0,0,14,15,6,3,0,0,0,0,0,0,6,3,0,3,0,0,0,0,5,16,7,22,0,0,328,822,48,..,378,822
UCL221018,418,843,8,12,0,3,14,13,3,7,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,7,3,8,0,0,438,872,67,..,508,872
UCL221019,566,1224,0,0,0,0,0,0,9,17,0,0,0,0,0,6,9,23,17,16,0,0,0,0,3,7,17,23,0,14,601,1283,124,..,726,1283
UCL221020,351,677,0,9,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,21,29,377,729,83,..,459,729
UCL221021,289,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,641,160,..,455,641
UCL221022,376,696,0,3,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,374,699,419,..,796,699
UCL221023,163,380,9,15,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,4,7,10,17,193,419,57,..,246,419
UCL221024,267,524,4,7,0,0,4,7,22,30,0,0,0,0,0,0,22,30,16,18,0,0,0,0,4,12,25,33,3,8,325,595,75,..,404,595
UCL221025,327,721,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,331,734,84,..,418,734
UCL221026,355,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,359,835,82,..,441,835
UCL221027,278,534,17,21,0,0,17,21,10,12,0,0,0,0,0,0,10,12,0,0,0,0,0,0,3,5,6,10,0,0,310,575,100,..,412,575
UCL221028,273,524,12,11,0,0,12,11,0,0,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,3,12,14,3,8,292,559,183,..,479,559
UCL221029,279,567,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,16,18,0,3,0,0,4,15,21,32,0,0,300,610,52,..,351,610
UCL221030,230,515,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,3,238,536,435,..,677,536
UCL221031,228,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,622,13,..,246,622
UCL221032,384,799,0,3,0,0,0,3,3,4,0,0,0,0,0,0,3,4,43,63,0,0,0,0,0,0,43,63,0,3,437,873,123,..,555,873
UCL221033,208,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,568,16,..,225,568
UCL221034,186,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,5,189,491,23,..,212,491
UCL221035,222,453,0,3,0,0,0,3,7,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,0,3,0,0,229,463,42,..,274,463
UCL221036,225,784,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,787,14,..,241,787
UCL221037,269,574,0,3,0,0,0,3,6,9,0,0,0,0,0,0,6,9,9,9,0,0,0,0,5,8,14,16,4,10,293,610,46,..,341,610
UCL221038,238,665,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,674,23,..,263,674
UCL221039,251,534,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,9,5,9,0,0,263,546,72,..,334,546
UCL221040,390,1005,0,7,0,0,0,7,4,8,0,0,0,0,3,3,3,6,0,0,0,0,6,5,0,0,3,5,0,0,403,1035,58,..,457,1035
UCL221041,268,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,8,0,0,268,770,32,..,299,770
UCL221042,280,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,280,674,44,..,322,674
UCL221043,234,503,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,10,238,518,176,..,412,518
UCL221044,189,533,0,6,0,0,0,6,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,193,543,15,..,211,543
UCL221045,387,675,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,4,0,0,395,681,1250,..,1649,681
UCL221046,412,817,25,32,0,0,25,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,7,17,0,8,445,866,301,..,749,866
UCL221047,238,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,5,17,0,3,250,569,36,..,287,569
UCL221048,286,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,15,11,0,3,295,855,22,..,315,855
UCL221049,169,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,0,0,168,530,7,..,180,530
UCL221050,476,996,0,0,3,5,7,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,5,6,10,10,495,1020,311,..,803,1020
UCL221051,200,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,0,0,206,654,12,..,215,654
UCL221052,263,604,16,26,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,284,632,32,..,314,632
UCL221053,300,678,3,5,0,0,3,5,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,8,6,8,3,9,318,704,77,..,396,704
UCL221054,165,471,19,37,0,0,19,37,3,10,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,186,509,7,..,195,509
UCL221055,293,729,9,13,0,0,9,13,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,304,750,36,..,336,750
UCL221056,249,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,565,81,..,330,565
UCL221057,253,523,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,12,0,0,261,542,32,..,294,542
UCL221058,242,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,668,23,..,260,668
UCL221059,222,557,13,23,0,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,242,582,54,..,296,582
UCL221060,244,446,0,3,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,0,0,253,457,232,..,478,457
UCL221061,214,589,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,43,58,63,82,0,3,0,0,101,138,3,14,320,739,10,..,327,739
UCL221062,387,800,9,9,0,0,9,9,3,3,0,0,0,0,0,0,3,3,8,13,0,0,0,5,8,13,16,26,3,4,420,845,78,..,498,845
UCL221063,224,460,4,7,0,0,4,7,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,5,3,5,0,0,236,487,53,..,291,487
UCL221064,222,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,220,634,18,..,242,634
UCL221065,199,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,536,22,..,230,536
UCL221066,189,478,7,7,0,0,7,7,6,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,3,6,3,3,200,497,21,..,220,497
UCL221067,292,672,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,675,582,..,878,675
UCL221068,353,776,17,26,0,0,17,26,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,5,6,0,0,373,815,67,..,445,815
UCL221069,545,1580,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,545,1588,25,..,567,1588
UCL221070,320,708,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,10,327,728,50,..,376,728
UCL221071,149,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,480,7,..,158,480
UCL221072,264,577,5,4,0,0,5,4,4,4,0,0,0,0,0,0,4,4,0,0,0,0,3,5,16,14,17,19,5,11,298,612,87,..,385,612
UCL221073,249,539,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,545,711,..,962,545
UCL221074,330,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,336,602,1132,..,1469,602
