UCL_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL421026,295,618,14,31,0,0,14,31,0,3,0,0,0,0,0,0,0,3,6,18,0,0,0,0,6,20,16,34,0,0,329,690,41,..,373,690
UCL421027,217,496,9,12,0,0,9,12,7,12,0,0,0,0,0,0,7,12,5,13,0,0,0,0,3,5,10,21,0,0,243,533,22,..,265,533
UCL421028,182,539,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,551,5,..,182,551
UCL421029,195,419,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,7,8,13,24,222,452,41,..,261,452
UCL421030,323,757,0,3,0,0,0,3,22,30,0,0,0,0,0,0,22,30,0,0,3,3,0,0,0,6,4,9,6,16,356,817,81,..,433,817
UCL421031,215,454,0,0,0,0,0,0,4,13,0,0,0,0,0,0,4,13,11,12,0,0,0,0,0,4,9,16,0,14,232,498,48,..,277,498
UCL421032,235,502,0,9,0,0,3,6,6,5,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,3,3,246,517,215,..,459,517
UCL421033,198,496,11,30,0,0,11,30,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,7,14,17,0,0,227,540,68,..,293,540
UCL421034,463,960,16,34,0,0,16,34,9,14,0,0,0,0,0,0,9,14,0,0,0,0,0,0,3,4,0,7,0,0,494,1013,107,..,599,1013
UCL421035,311,651,16,17,0,0,16,17,4,7,0,0,0,0,0,0,4,7,0,0,3,7,0,0,15,25,14,34,0,0,342,704,45,..,387,704
UCL421036,294,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,299,898,15,..,310,898
UCL421037,211,430,6,8,0,3,10,10,3,0,0,0,0,0,0,0,3,0,4,8,3,5,0,0,6,11,13,22,0,0,225,456,236,..,462,456
UCL421038,351,780,20,24,0,0,20,24,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,4,8,12,0,0,380,811,147,..,524,811
UCL421039,294,787,19,18,0,0,19,23,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,5,3,10,317,826,29,..,344,826
UCL421040,233,732,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,234,753,17,..,255,753
UCL421041,180,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,533,9,..,191,533
UCL421042,190,456,10,8,0,0,10,8,3,3,0,0,0,0,0,0,3,3,3,6,0,0,0,3,6,18,8,23,3,6,215,498,45,..,258,498
UCL421043,280,618,0,0,0,0,0,0,10,18,0,0,0,0,0,0,10,18,0,0,0,0,0,0,7,15,7,15,0,3,300,647,50,..,354,647
UCL421044,280,573,10,11,0,0,10,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,7,297,602,59,..,360,602
UCL422001,86,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,237,12,..,99,237
UCL422002,81,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,423,19,..,103,423
UCL422003,98,194,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,199,123,..,221,199
UCL422004,145,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,150,269,423,..,572,269
UCL422005,87,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,4,10,0,0,91,207,78,..,168,207
UCL422006,167,335,3,4,0,0,3,4,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,178,348,41,..,213,348
UCL422007,154,338,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,0,3,3,3,0,0,0,0,3,5,0,3,164,359,253,..,422,359
UCL422008,110,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,118,214,185,..,305,214
UCL422009,153,389,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,4,0,0,163,395,26,..,189,395
UCL422010,101,203,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,216,36,..,143,216
UCL422011,125,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,123,323,11,..,136,323
UCL422012,104,208,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,3,4,0,4,107,215,19,..,129,215
UCL422013,171,410,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,414,21,..,192,414
UCL422014,100,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,311,7,..,111,311
UCL422015,65,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,11,0,0,68,180,6,..,74,180
UCL422016,149,267,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3,3,0,0,149,274,171,..,319,274
UCL422017,68,165,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,3,3,13,70,188,22,..,90,188
UCL422018,82,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,83,192,161,..,251,192
UCL422019,80,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,0,4,82,185,20,..,106,185
UCL422020,77,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,81,187,10,..,89,187
UCL422021,188,349,13,15,0,0,13,15,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,8,21,30,0,0,213,399,226,..,444,399
UCL422022,124,259,0,3,0,0,0,3,4,4,0,0,0,0,0,0,4,4,3,9,0,3,0,0,3,5,12,17,0,0,132,285,75,..,206,285
UCL422023,82,162,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,89,169,52,..,144,169
UCL422024,163,458,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,164,469,7,..,172,469
UCL422025,48,211,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,214,21,..,70,214
UCL422026,111,272,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,113,276,19,..,132,276
UCL422027,52,193,3,12,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,197,4,..,56,197
UCL422028,135,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,6,23,0,0,143,303,25,..,163,303
UCL422029,141,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,365,7,..,152,365
UCL422030,204,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,6,9,4,7,216,448,42,..,252,448
UCL422031,65,156,0,0,0,0,0,0,6,5,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,78,165,242,..,314,165
UCL422032,99,187,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,106,194,26,..,124,194
UCL422033,62,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,223,6,..,66,223
UCL422034,137,275,3,7,0,0,3,7,8,6,0,0,0,0,0,0,8,6,0,0,0,0,0,0,4,10,4,10,0,3,148,298,80,..,225,298
UCL422035,128,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,129,288,11,..,139,288
UCL422036,107,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,108,286,11,..,116,286
UCL422037,89,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,93,228,8,..,99,228
UCL422038,122,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,292,14,..,139,292
UCL422039,138,347,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,144,357,10,..,152,357
UCL422040,192,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,450,18,..,211,450
UCL422041,106,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,5,111,281,10,..,126,281
UCL422042,107,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,240,9,..,113,240
UCL422043,108,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,107,226,88,..,198,226
UCL422044,105,220,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,110,226,88,..,199,226
UCL422045,120,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,126,260,235,..,356,260
UCL422046,141,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,145,276,63,..,204,276
UCL422047,70,131,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,3,0,3,75,142,108,..,175,142
UCL422048,122,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,123,235,260,..,380,235
UCL422049,194,358,12,20,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,19,0,3,217,396,425,..,641,396
UCL422050,97,455,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,107,468,4,..,114,468
UCL422051,149,313,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,7,166,325,35,..,198,325
UCL422052,66,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,0,0,15,28,0,0,86,189,68,..,158,189
UCL422053,158,325,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,10,0,0,176,347,32,..,202,347
UCL422054,101,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,105,232,72,..,177,232
UCL422055,88,204,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,93,203,15,..,100,203
UCL422056,153,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,341,8,..,164,341
UCL422057,96,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,191,153,..,253,191
UCL422058,89,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,208,12,..,102,208
UCL422059,152,312,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,155,319,10,..,171,319
UCL422060,105,223,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,225,36,..,138,225
UCL422061,136,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,372,13,..,150,372
UCL422062,86,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,188,35,..,124,188
UCL422063,131,313,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,320,13,..,144,320
UCL422064,153,339,0,0,0,0,0,0,3,13,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,3,0,3,4,10,156,364,39,..,195,364
UCL422065,104,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,12,0,0,109,215,44,..,150,215
UCL422066,58,100,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,3,6,13,70,121,165,..,236,121
UCL422067,76,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,204,6,..,77,204
UCL422068,58,205,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,208,15,..,71,208
UCL431777,48863,125653,163,290,5,18,174,308,37,86,21,33,3,8,3,3,64,127,334,535,220,355,121,214,105,232,784,1337,478,1097,50362,128520,16406,..,66766,128520
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
UCL501001,510058,1424397,81162,161101,28687,62517,109846,223620,17094,28781,11413,19374,16833,29384,49,82,45387,77619,907,1296,560,863,50,92,476,1204,1986,3452,1495,3297,668779,1732380,83166,..,751943,1732380
UCL511001,21460,57125,2347,4102,391,756,2734,4855,744,1076,82,150,37,66,0,0,866,1293,125,181,122,171,0,0,9,16,256,372,58,125,25377,63764,3481,..,28858,63764
UCL512001,9741,24157,896,1265,87,145,985,1410,39,63,0,0,0,0,0,11,39,74,28,42,46,71,6,15,13,25,92,152,56,126,10911,25920,2014,..,12922,25920
UCL512002,7749,19983,908,1472,93,188,1001,1663,20,32,0,0,0,0,5,9,24,35,64,120,273,422,4,8,6,17,351,564,31,71,9155,22320,2141,..,11292,22320
UCL512003,9567,24956,1125,1862,302,715,1420,2577,235,377,14,25,0,0,0,0,248,404,33,51,87,126,18,34,75,237,212,446,48,101,11501,28478,2125,..,13622,28478
UCL512004,7960,22329,1363,2765,190,409,1554,3172,200,323,0,0,0,0,0,0,200,323,130,181,19,26,0,0,12,23,161,236,48,85,9921,26148,1621,..,11541,26148
UCL513001,3353,9896,219,430,152,330,377,763,311,632,5,5,0,0,0,4,316,644,292,531,3,3,23,37,27,76,347,649,104,204,4497,12153,677,..,5171,12153
UCL513002,3196,7958,360,565,26,52,386,622,70,113,0,0,0,0,0,4,67,116,15,27,0,0,3,6,5,18,24,54,35,87,3711,8840,727,..,4435,8840
UCL513003,4103,12426,422,843,58,121,487,961,115,188,16,13,53,81,0,0,179,288,46,84,3,16,13,18,0,3,65,125,17,30,4845,13832,1675,..,6517,13832
UCL513004,3178,9263,197,428,136,384,335,812,429,758,39,66,42,84,0,0,513,907,60,88,3,10,6,8,6,5,70,109,30,56,4124,11148,2121,..,6244,11148
UCL514001,2551,6200,111,142,0,0,111,142,18,20,0,0,0,0,0,0,18,20,12,14,0,0,0,0,7,8,14,21,8,13,2703,6404,445,..,3152,6404
UCL514002,1906,4978,54,92,51,120,105,212,5,5,0,3,0,0,0,0,3,12,0,0,0,0,0,0,4,0,4,0,10,27,2038,5232,1448,..,3479,5232
UCL514003,2054,5311,109,199,28,45,135,246,5,11,0,0,0,0,0,0,5,11,13,23,14,29,0,3,0,5,28,63,13,28,2240,5663,462,..,2702,5663
UCL514004,2183,5436,49,79,0,4,52,79,77,136,0,0,0,0,0,0,77,136,16,14,16,23,0,0,0,0,32,46,15,29,2363,5722,446,..,2807,5722
UCL514005,2807,7681,68,147,18,35,87,178,5,6,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,10,20,2904,7893,450,..,3353,7893
UCL515001,417,830,12,24,0,0,12,24,47,60,0,0,0,0,0,0,47,60,3,4,0,0,5,4,0,0,10,9,3,6,493,936,443,..,938,936
UCL515002,439,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,437,1103,208,..,650,1103
UCL515003,583,1230,17,17,0,0,17,17,9,11,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,6,0,6,0,0,610,1265,114,..,729,1265
UCL515004,595,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,1634,48,..,644,1634
UCL515005,681,1737,43,62,0,0,43,62,7,12,0,0,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,3,3,736,1814,62,..,795,1814
UCL515006,1236,3230,130,208,5,6,133,213,43,65,0,0,0,0,0,0,43,65,80,133,15,21,0,3,0,0,94,156,19,41,1525,3701,323,..,1843,3701
UCL515007,457,1292,6,15,0,0,6,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,473,1325,82,..,555,1325
UCL515008,302,964,0,9,0,0,0,9,12,24,6,5,0,0,0,0,15,34,4,7,0,0,0,0,0,0,3,7,3,3,330,1012,155,..,485,1012
UCL515009,904,2023,82,116,0,0,80,117,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,5,9,1000,2160,242,..,1236,2160
UCL515010,810,2443,181,360,7,8,188,370,10,17,0,0,0,0,0,0,10,17,34,60,3,5,4,5,11,22,45,95,5,13,1057,2944,414,..,1466,2944
UCL515011,841,2066,48,73,0,0,48,73,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,5,897,2149,110,..,1008,2149
UCL515012,660,1826,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,663,1833,125,..,789,1833
UCL515013,783,2096,40,68,0,3,39,78,0,0,0,0,0,0,0,0,0,0,28,51,3,3,5,13,0,0,35,66,6,5,867,2238,264,..,1128,2238
UCL515014,168,614,11,32,5,22,13,50,73,160,0,0,0,0,0,0,73,160,13,26,0,0,12,20,5,10,30,60,3,3,289,888,59,..,351,888
UCL515015,877,2236,92,178,10,24,103,198,14,22,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,15,23,1005,2477,106,..,1109,2477
UCL515016,524,1142,21,32,6,12,21,44,3,5,0,0,0,0,0,0,3,5,16,26,0,3,0,0,0,0,16,29,0,3,572,1226,560,..,1134,1226
UCL515017,373,836,51,75,11,19,60,93,50,69,0,0,0,0,0,0,50,69,57,99,0,7,4,8,0,0,59,113,3,11,548,1118,286,..,834,1118
UCL515018,547,1486,50,84,0,0,50,84,9,13,0,0,0,0,0,0,9,13,0,7,0,0,0,0,0,0,0,7,0,0,608,1591,160,..,767,1591
UCL515019,1126,2873,97,195,0,0,97,195,16,23,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,13,28,1249,3122,197,..,1450,3122
UCL515020,918,2740,150,325,31,60,177,386,72,144,0,0,0,0,0,0,72,144,136,217,0,0,16,30,58,126,207,379,16,23,1394,3667,394,..,1792,3667
UCL515021,549,1450,34,43,0,0,34,43,0,0,0,0,0,0,0,0,0,0,20,29,19,27,0,0,0,0,42,50,8,11,629,1556,86,..,712,1556
UCL515022,1398,3525,94,142,0,0,93,146,101,143,0,0,0,0,0,0,101,143,0,0,0,0,0,0,0,3,3,7,0,3,1601,3820,243,..,1840,3820
UCL515023,916,2263,43,69,0,0,43,69,10,13,0,0,0,0,0,0,10,13,5,7,0,0,0,0,0,0,5,7,5,10,977,2360,233,..,1208,2360
UCL515024,547,1310,12,26,0,0,12,26,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,3,7,11,20,3,7,570,1359,111,..,689,1359
UCL515025,690,1627,5,9,0,0,5,9,7,10,0,0,0,0,0,0,7,10,0,3,0,0,0,0,3,6,6,13,3,10,709,1667,96,..,802,1667
UCL515026,1369,3341,96,191,0,0,96,191,17,25,0,0,0,0,0,0,17,25,6,13,0,0,0,0,49,64,63,78,0,0,1545,3640,238,..,1781,3640
UCL515027,1135,3361,53,111,8,13,61,126,19,30,0,0,0,0,0,0,19,30,0,3,0,0,0,0,5,12,8,14,10,17,1234,3543,942,..,2178,3543
UCL515028,362,1091,34,48,0,0,34,48,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,398,1148,238,..,637,1148
UCL515029,1163,3115,129,216,0,0,129,216,7,10,0,0,0,0,0,0,7,10,28,31,11,22,0,0,0,3,40,59,3,10,1345,3401,141,..,1490,3401
UCL515030,997,2275,42,65,0,0,42,65,48,59,0,0,0,0,0,0,48,59,20,20,9,20,0,0,3,4,35,51,15,31,1134,2469,326,..,1451,2469
UCL515031,821,2404,25,50,5,4,25,55,25,31,0,0,0,0,0,3,20,30,3,9,0,3,0,0,0,0,8,12,0,0,879,2504,313,..,1188,2504
UCL515032,799,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,17,809,1981,136,..,949,1981
UCL515033,509,1079,40,52,0,0,40,52,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,4,4,565,1147,89,..,653,1147
UCL515034,759,1853,29,62,0,3,34,64,61,93,3,9,0,0,0,0,64,100,9,8,0,0,0,0,5,10,15,18,3,3,870,2036,131,..,1001,2036
UCL515035,306,978,155,304,0,0,155,304,3,5,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,3,0,10,3,3,470,1299,217,..,688,1299
UCL515036,894,2030,40,57,5,4,42,60,28,41,0,0,0,0,0,0,28,41,0,3,0,0,0,0,0,0,0,0,18,58,983,2190,224,..,1201,2190
UCL521001,192,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,0,0,191,505,22,..,217,505
UCL521002,286,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,12,0,3,292,678,26,..,318,678
UCL521003,362,749,3,3,0,0,3,3,14,20,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,5,377,780,66,..,440,780
UCL521004,149,594,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,156,599,15,..,163,599
UCL521005,389,988,13,27,0,0,13,27,13,15,0,0,0,0,0,0,13,15,6,5,0,3,0,0,0,0,12,10,3,0,422,1036,89,..,515,1036
UCL521006,281,723,4,11,0,0,4,11,5,14,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,4,0,4,0,0,298,745,30,..,325,745
UCL521007,212,421,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,432,59,..,283,432
UCL521008,194,436,7,11,0,0,7,11,11,22,0,0,0,0,0,0,11,22,10,8,0,0,0,0,0,0,10,8,0,9,220,485,51,..,272,485
UCL521009,198,423,20,29,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,457,43,..,268,457
UCL521010,272,670,14,25,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,6,6,293,705,43,..,342,705
UCL521011,191,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,556,28,..,214,556
UCL521012,202,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,3,0,0,0,0,14,14,0,0,214,447,23,..,236,447
UCL521013,171,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,590,11,..,183,590
UCL521014,199,415,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,0,0,206,432,289,..,489,432
UCL521015,291,764,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,299,796,25,..,321,796
UCL521016,281,647,3,13,0,0,3,13,14,22,0,0,0,0,0,0,14,22,8,10,0,0,0,0,6,20,17,24,0,5,317,712,67,..,378,712
UCL521017,277,595,13,16,0,0,13,16,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,8,13,294,627,52,..,346,627
UCL521018,252,638,0,3,0,0,0,3,12,17,0,0,0,0,0,0,12,17,4,7,0,0,0,0,0,0,12,11,8,21,286,692,48,..,325,692
UCL521019,215,572,14,23,0,0,14,23,3,7,0,0,0,0,0,0,3,7,9,13,0,0,0,0,0,6,11,23,7,14,252,647,44,..,295,647
UCL521020,216,508,24,35,0,3,24,36,17,28,3,6,0,0,0,0,19,32,30,58,0,0,0,0,8,24,43,81,0,3,305,666,126,..,430,666
UCL521021,245,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,0,0,253,619,99,..,348,619
UCL521022,289,744,6,15,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,298,764,48,..,346,764
UCL521023,211,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,213,576,140,..,356,576
UCL521024,196,492,8,11,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,209,517,51,..,257,517
