UCL_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL515012,10,3,11,0,0,0,3,0,9,0,5,6,7,10,21,14,3,14,30,5,31,24,11,35,29,9,36,40,9,46,36,6,43,24,5,34,88,10,100,65,5,70,38,3,42,24,3,23,40,0,40,79,8,83,11,3,13,558,99,663
UCL515013,3,11,12,3,4,6,7,10,15,3,22,23,19,20,43,11,11,23,30,14,43,11,19,28,48,22,69,30,25,54,42,12,56,38,6,47,90,32,120,73,4,79,38,0,38,22,7,29,59,0,60,88,14,101,9,14,16,609,252,867
UCL515014,0,0,0,4,0,5,9,13,16,3,9,12,13,3,18,16,4,17,16,0,14,18,0,21,14,10,16,7,12,12,9,12,17,4,0,10,19,20,31,5,3,8,10,3,15,3,0,3,11,0,10,34,3,34,9,11,11,194,97,289
UCL515015,3,10,10,3,7,9,0,14,15,6,48,52,26,80,107,11,13,24,81,29,108,54,30,83,47,17,68,44,17,60,38,8,40,46,8,56,87,21,107,49,0,47,35,0,36,9,4,14,36,3,35,86,6,93,10,19,32,683,322,1005
UCL515016,9,11,15,3,4,6,8,11,21,3,16,15,12,39,50,14,16,29,34,14,48,20,13,35,40,19,53,22,8,29,12,7,16,28,10,37,36,16,52,25,3,25,13,0,13,12,3,13,20,0,20,58,3,62,5,17,22,373,201,572
UCL515017,4,5,12,3,6,7,6,6,15,7,24,35,19,33,55,11,22,34,44,18,69,22,19,40,23,9,30,30,10,41,17,8,23,20,6,22,38,3,38,16,0,16,9,0,15,4,4,7,13,0,13,59,3,64,6,12,24,346,204,548
UCL515018,0,7,5,0,0,0,3,12,13,9,5,7,9,23,33,10,4,12,18,3,18,19,10,25,26,9,33,15,11,25,17,10,28,19,19,43,80,30,113,38,3,38,41,0,48,36,6,38,47,0,47,56,0,57,11,8,16,449,157,608
UCL515019,5,9,16,6,3,11,12,27,39,6,30,36,33,55,86,28,28,58,96,41,136,43,41,87,69,40,106,74,26,101,47,26,73,46,17,64,87,18,104,67,8,74,30,0,35,20,9,29,35,3,36,104,9,118,16,29,47,826,424,1249
UCL515020,3,15,16,0,5,5,5,22,26,4,20,26,22,27,44,13,17,35,36,22,62,37,41,78,52,47,99,50,47,99,43,38,76,57,36,86,132,48,187,112,11,121,89,11,103,45,17,55,78,10,88,121,13,136,26,26,57,932,461,1394
UCL515021,4,3,4,3,0,3,7,11,11,3,8,17,11,43,54,5,21,28,38,12,57,26,16,47,43,9,47,43,5,49,27,7,35,28,4,36,56,7,66,58,0,58,25,0,25,18,0,18,27,0,29,51,4,57,4,10,11,476,155,629
UCL515022,7,6,12,7,7,10,10,32,41,15,66,83,44,77,120,43,41,77,101,39,142,95,57,152,95,41,132,96,23,121,79,30,109,73,5,81,122,23,142,76,5,80,35,0,31,29,11,40,23,0,27,117,6,130,23,33,51,1090,507,1601
UCL515023,6,14,19,8,6,13,4,8,17,9,35,42,17,66,85,13,23,39,44,16,62,39,28,69,49,29,83,48,14,61,37,20,57,36,14,54,84,21,109,43,4,50,27,0,28,24,3,22,32,0,37,87,10,96,16,25,37,629,350,977
UCL515024,0,4,4,0,6,7,4,9,15,0,24,25,19,32,50,13,19,31,30,18,47,14,17,30,31,21,53,32,13,39,27,17,41,35,7,40,52,11,62,32,3,38,15,0,16,7,3,9,12,3,8,36,5,45,10,5,18,362,204,570
UCL515025,3,3,11,3,3,6,10,18,24,14,15,28,23,69,90,20,30,56,54,25,78,32,20,57,50,16,69,44,9,51,32,0,33,22,4,27,34,3,37,30,0,25,13,3,10,11,0,7,22,0,23,56,0,58,10,12,18,464,239,709
UCL515026,0,15,19,3,10,14,9,27,33,10,59,66,43,82,127,27,45,66,93,56,143,69,38,112,101,36,137,73,40,113,71,23,93,57,23,88,130,22,153,68,3,67,43,0,43,22,12,33,53,4,58,114,6,115,26,39,61,1002,537,1545
UCL515027,3,0,7,0,3,7,0,4,4,0,0,3,4,3,6,3,4,4,13,3,13,6,13,27,17,16,36,27,29,55,30,26,55,39,33,70,152,85,233,128,3,132,98,3,99,95,37,134,215,6,220,105,10,109,9,13,18,942,296,1234
UCL515028,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,6,3,5,11,7,9,12,7,7,8,5,13,21,48,46,88,42,0,42,29,0,24,23,18,39,89,0,89,38,3,42,0,5,5,296,102,398
UCL515029,7,10,21,8,4,14,11,24,35,12,37,45,37,85,127,40,41,77,112,18,128,70,15,82,67,19,89,70,15,83,48,17,62,45,10,54,116,13,134,83,0,81,46,0,45,34,3,40,45,0,45,126,3,135,21,25,47,997,350,1345
UCL515030,7,7,20,8,5,9,6,24,35,7,44,53,27,83,113,39,30,68,92,21,110,55,21,76,60,20,84,55,16,74,41,14,55,39,11,48,71,18,86,42,4,45,26,0,26,19,9,31,42,0,45,124,3,133,11,26,35,771,357,1134
UCL515031,6,5,9,0,0,4,0,0,0,3,0,3,5,3,6,3,0,3,5,0,5,10,9,13,7,20,26,10,9,21,25,18,48,22,25,51,131,89,215,72,0,72,60,0,61,77,22,100,165,3,162,69,4,71,7,3,8,671,212,879
UCL515032,4,11,17,5,0,5,4,14,21,3,21,24,21,52,69,23,21,47,62,19,84,40,16,60,42,21,61,46,7,55,32,12,45,35,9,40,60,8,67,37,0,38,13,0,19,12,3,12,23,0,26,98,6,103,12,5,12,580,233,809
UCL515033,3,0,7,0,8,5,4,20,22,4,10,20,17,64,79,14,25,34,41,13,62,36,11,50,29,18,46,27,3,31,18,7,29,18,4,21,39,3,43,17,4,16,14,0,14,3,7,7,8,0,8,42,3,41,5,13,17,345,219,565
UCL515034,7,13,19,5,0,7,6,6,13,3,24,24,28,56,86,15,26,40,68,22,91,34,21,59,38,8,51,43,11,57,20,12,32,30,13,45,62,14,76,55,3,55,26,5,32,13,10,28,26,0,26,92,0,93,23,24,39,603,274,870
UCL515035,3,0,4,0,0,0,6,3,10,3,0,3,3,4,3,3,0,0,8,0,11,5,3,9,0,5,5,8,4,13,12,6,16,8,12,23,48,41,91,40,4,41,38,0,38,40,12,57,83,0,83,48,0,47,8,3,13,364,108,470
UCL515036,0,13,10,5,14,16,5,20,23,3,34,33,21,97,116,28,25,49,93,25,126,49,26,74,49,18,67,53,13,67,42,15,48,42,4,44,66,16,85,33,0,33,24,0,25,12,5,16,22,0,22,88,4,91,11,16,27,643,334,983
UCL521001,0,4,3,0,0,0,0,7,7,0,3,3,3,5,9,0,3,3,11,3,18,7,3,9,8,0,7,3,0,6,7,0,8,8,0,8,25,3,36,11,0,11,10,0,10,7,0,7,10,0,10,24,0,30,0,0,0,153,44,191
UCL521002,4,0,3,0,0,0,3,3,3,0,5,5,8,14,23,5,9,17,38,4,37,9,7,18,14,10,22,20,3,29,8,7,13,5,6,16,21,0,26,21,0,21,8,0,8,7,3,11,10,0,10,18,0,24,3,4,5,215,71,292
UCL521003,4,3,3,3,4,4,0,8,8,0,22,26,9,48,53,13,12,24,45,7,57,22,8,34,19,9,31,29,3,38,12,3,15,9,3,9,11,3,14,10,0,10,3,0,3,3,0,3,3,0,3,22,3,28,4,11,16,220,157,377
UCL521004,0,0,0,0,3,3,4,4,13,8,0,6,19,0,19,15,0,14,13,0,13,21,0,21,10,4,10,7,3,12,3,0,3,3,0,3,4,5,10,4,0,4,6,0,6,0,0,0,5,0,5,9,0,9,0,3,4,134,22,156
UCL521005,3,0,5,0,3,3,0,6,9,3,18,18,10,18,33,5,8,16,15,3,20,14,10,23,17,6,21,6,4,12,12,7,20,17,12,30,44,21,60,34,0,34,22,0,22,25,3,30,36,0,36,30,0,31,9,8,16,306,120,422
UCL521006,3,0,3,0,0,0,0,4,4,3,3,6,8,16,23,5,8,13,17,7,28,16,4,16,10,8,21,12,3,19,17,4,18,13,4,20,44,3,44,19,0,24,5,0,5,5,0,11,9,0,9,31,3,35,4,3,9,238,64,298
UCL521007,0,7,7,0,3,3,6,8,16,3,11,17,14,24,31,4,8,18,9,9,23,13,3,16,13,3,18,12,0,10,6,0,8,4,0,9,10,0,8,3,0,3,3,0,3,0,0,0,4,0,4,6,3,12,3,10,12,115,102,221
UCL521008,0,3,4,0,3,4,0,5,9,0,12,8,8,19,25,5,3,11,20,13,32,6,10,19,13,3,17,12,3,15,6,4,6,10,0,10,11,0,12,5,0,7,9,0,9,0,3,4,3,0,3,12,0,12,9,7,11,133,92,220
UCL521009,0,3,3,0,0,0,0,10,8,0,3,3,6,26,32,3,11,9,22,8,29,10,9,21,7,6,13,9,8,18,5,3,9,6,0,6,5,3,13,11,0,11,5,0,5,0,0,0,3,0,3,18,0,21,0,6,10,131,96,229
UCL521010,0,3,3,3,0,4,3,3,4,0,9,8,4,18,21,16,4,22,28,3,34,15,11,27,16,8,24,18,3,22,16,4,20,15,3,18,15,3,20,5,0,5,7,0,7,3,0,4,7,0,7,27,0,27,3,13,12,209,85,293
UCL521011,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,3,3,5,9,7,14,10,5,14,13,4,16,9,0,9,7,0,7,15,0,15,30,3,37,12,0,17,15,0,15,6,0,8,6,0,6,19,0,20,3,0,3,160,33,188
UCL521012,0,4,3,0,0,0,3,7,10,3,11,12,5,21,23,0,10,11,13,3,18,6,9,12,6,3,9,3,3,4,4,0,8,13,0,13,22,0,23,11,0,11,8,0,8,3,0,10,11,0,11,22,0,22,3,0,3,132,76,214
UCL521013,5,5,7,0,0,0,0,0,0,0,0,4,3,0,3,4,0,5,4,0,5,7,0,6,4,0,4,3,3,3,13,0,13,20,0,20,18,0,18,17,0,17,11,0,11,12,0,10,27,0,27,24,0,24,4,0,4,157,12,171
UCL521014,0,0,6,3,0,4,0,5,5,0,6,6,9,9,21,6,3,9,16,5,22,0,0,4,22,0,20,4,3,12,6,0,9,3,8,12,9,7,17,11,0,11,0,3,7,3,0,5,7,0,7,17,0,15,10,3,13,135,70,206
UCL521015,0,5,7,0,0,0,3,4,8,0,3,3,10,14,22,8,10,16,12,0,15,6,3,11,15,0,16,24,3,27,11,10,18,14,7,23,32,6,36,20,0,15,16,0,16,12,3,14,12,0,12,26,0,26,6,10,13,220,77,299
UCL521016,5,3,4,0,0,7,0,8,11,0,13,17,14,22,35,9,4,18,9,8,16,16,8,19,20,9,31,13,4,12,10,9,16,8,7,15,23,10,30,13,0,14,17,0,17,3,0,9,10,0,10,22,7,25,4,14,18,189,126,317
UCL521017,3,3,8,4,0,4,0,11,12,0,4,5,3,24,30,0,8,8,23,8,33,12,10,21,20,9,27,14,9,19,12,5,19,15,3,11,11,7,22,22,0,20,9,0,9,6,0,9,3,0,3,28,3,30,6,5,7,178,114,294
UCL521018,0,0,4,0,0,0,0,8,11,0,7,5,6,19,28,5,6,13,13,3,22,10,8,20,22,6,31,4,4,16,8,3,14,15,3,19,22,6,23,16,0,17,9,0,12,9,0,6,16,0,16,25,0,28,4,5,7,189,95,286
UCL521019,0,0,0,0,0,0,0,3,3,0,4,4,8,10,16,0,6,10,3,4,8,9,8,16,11,9,21,20,7,26,14,9,26,13,3,16,33,4,39,18,0,23,5,0,9,3,0,4,9,0,10,16,4,21,4,0,4,172,78,252
UCL521020,0,9,5,0,0,0,0,13,12,0,16,17,3,27,30,0,14,16,23,13,40,18,3,22,19,3,23,22,3,27,13,0,13,6,3,14,19,4,25,5,0,6,6,0,6,6,0,5,0,0,0,27,5,36,7,14,16,179,124,305
UCL521021,3,0,4,3,0,6,3,3,5,0,8,8,11,7,23,7,9,17,14,0,20,18,0,16,16,5,23,13,3,13,9,3,8,10,0,10,26,0,26,14,3,15,4,0,4,3,0,3,7,0,7,35,0,35,5,3,4,198,52,253
UCL521022,8,0,8,0,0,3,8,0,5,0,4,4,7,15,23,4,5,14,13,7,27,17,5,24,15,6,27,19,5,25,9,0,11,13,7,21,25,6,34,14,0,14,9,0,9,8,3,6,12,0,12,39,3,39,3,0,6,223,75,298
UCL521023,0,0,0,0,0,3,0,4,4,0,3,3,0,9,8,3,5,7,4,0,11,5,3,14,9,0,11,13,3,13,6,0,11,16,0,15,14,8,16,16,3,23,9,0,9,14,0,16,8,0,9,36,4,40,3,3,7,166,49,213
UCL521024,0,0,3,0,3,3,0,3,3,0,6,8,7,18,22,3,3,3,12,0,15,10,5,14,20,4,25,12,3,12,8,0,12,9,0,9,13,3,21,14,3,10,3,0,3,3,3,4,11,0,11,14,0,18,3,4,7,141,62,209
UCL521025,0,0,0,0,0,0,3,5,10,4,14,16,8,26,28,6,7,10,16,10,25,5,5,12,14,6,19,9,0,13,6,8,11,4,0,4,11,3,13,11,0,11,3,0,3,0,0,0,3,0,3,9,0,9,0,11,6,117,91,206
UCL521026,0,0,0,0,0,0,5,14,20,9,9,19,14,7,26,19,7,24,12,3,18,28,6,34,9,15,27,13,10,18,12,13,20,10,6,23,25,16,46,13,3,21,10,0,10,9,3,12,9,0,9,33,4,38,14,0,13,255,121,377
UCL521027,0,0,3,0,0,0,0,6,6,0,0,0,4,0,4,0,0,0,3,3,6,6,0,6,4,0,6,10,0,10,8,0,13,17,3,20,20,3,20,18,0,18,23,0,23,8,0,7,20,0,20,19,0,19,0,0,5,174,17,194
UCL521028,0,3,3,0,4,4,3,3,5,0,14,15,7,16,29,3,15,13,11,7,12,6,5,13,10,9,16,6,4,10,6,4,11,7,3,14,16,7,27,9,0,9,4,0,4,13,3,16,12,0,12,11,0,13,3,9,10,131,103,234
UCL521029,0,0,0,0,0,0,0,0,0,0,3,5,5,5,14,3,3,5,8,3,11,5,11,17,15,0,16,18,4,27,8,4,9,13,3,17,32,0,31,21,0,21,4,0,4,5,4,12,18,0,18,34,0,34,4,4,6,209,47,253
UCL521030,0,3,4,0,0,0,0,4,7,0,0,4,0,8,8,0,5,5,10,3,9,9,6,15,12,0,13,7,8,16,8,0,10,14,8,19,31,20,53,19,0,19,16,0,16,6,0,11,14,0,14,16,3,22,3,4,4,158,77,236
UCL521031,3,3,9,0,0,3,3,3,7,0,12,12,11,33,44,12,15,25,28,9,32,18,12,32,22,8,29,16,3,18,12,0,16,13,0,13,20,3,22,13,0,12,7,0,7,0,0,0,4,0,4,27,0,26,4,9,17,212,115,327
UCL521032,4,0,4,3,6,5,0,6,10,5,9,19,13,32,43,13,15,26,17,5,24,25,13,39,17,18,30,35,8,38,16,5,23,26,5,28,33,10,36,12,0,12,9,0,9,8,3,13,17,0,17,28,0,28,8,17,26,280,160,439
UCL521033,0,3,3,0,0,0,0,3,3,0,5,4,0,18,16,0,6,14,10,7,10,8,8,15,7,4,14,4,10,13,5,5,6,6,3,9,25,3,24,17,0,17,6,0,6,0,3,4,4,0,4,13,0,14,3,4,6,111,79,192
UCL521034,6,3,5,0,3,5,0,10,16,0,6,8,4,22,25,3,10,14,19,5,29,4,4,14,25,5,31,15,3,14,3,3,9,16,3,17,15,3,15,8,0,12,0,0,0,5,11,15,12,7,17,20,3,20,4,8,13,162,119,279
UCL521035,0,0,0,0,0,0,0,5,8,3,8,11,0,7,8,3,4,7,3,3,7,9,5,13,9,4,12,3,4,9,7,6,14,3,3,12,16,3,22,0,0,0,0,0,0,12,0,10,3,0,3,13,0,17,0,12,11,98,70,167
UCL521036,0,0,0,0,0,0,9,5,11,0,3,3,4,0,9,8,0,8,10,0,10,11,0,11,15,0,15,11,0,11,6,0,6,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,91,7,97
UCL521037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,4,8,0,13,6,0,6,10,0,8,10,0,10,4,3,10,0,3,3,24,0,24,11,0,11,8,0,8,12,3,16,20,0,20,32,0,32,0,0,0,152,11,164
UCL521038,0,0,0,0,0,0,0,3,7,0,0,0,3,12,15,3,5,10,10,6,9,11,4,8,8,3,9,9,9,14,5,8,11,4,4,10,14,7,16,7,0,6,7,0,7,3,5,4,9,0,12,10,3,14,5,0,7,100,68,168
UCL521039,4,3,8,3,0,3,0,3,3,0,3,8,3,12,15,3,10,15,14,5,17,8,7,14,14,4,17,7,4,11,11,4,14,3,3,5,11,5,15,12,0,9,4,0,4,0,0,4,8,0,8,11,0,11,3,4,9,111,73,183
UCL521040,3,0,3,3,0,6,0,3,3,0,3,3,8,8,17,3,0,9,10,3,15,7,0,10,8,9,17,10,3,13,8,4,10,16,0,13,29,3,36,11,0,14,10,0,10,11,0,12,18,0,17,39,3,41,0,0,8,201,52,248
UCL521041,3,3,5,0,0,3,3,5,9,0,6,6,4,10,18,6,9,16,25,3,29,25,7,37,30,4,35,37,9,47,37,3,44,30,4,34,45,4,50,35,0,38,21,0,22,10,3,12,21,0,21,44,6,48,9,4,14,400,79,479
UCL521042,3,0,3,0,0,0,0,3,3,0,6,6,8,15,23,9,9,10,22,9,30,12,11,16,11,0,15,16,0,21,9,0,9,10,0,7,9,3,14,6,0,9,4,0,4,3,0,3,3,0,7,12,0,12,3,8,13,145,74,213
UCL521043,0,3,3,0,7,7,0,12,16,3,10,16,0,36,42,7,7,12,15,9,20,12,3,11,5,3,12,11,3,15,7,11,19,7,3,11,13,12,21,4,0,4,3,0,3,4,0,7,3,0,0,20,0,25,8,5,15,133,131,264
UCL521044,3,4,9,0,0,0,6,9,11,3,7,12,11,24,36,9,8,20,38,9,50,25,10,30,22,15,31,22,0,25,12,3,19,12,4,19,19,3,27,13,0,13,4,0,4,3,0,3,0,0,0,33,0,35,6,15,17,256,113,364
UCL521045,4,4,11,3,3,4,3,6,14,0,13,15,20,20,40,11,11,19,33,7,43,10,10,16,17,10,25,16,3,21,8,8,18,5,0,11,17,4,16,11,0,11,4,0,4,0,0,0,12,0,12,25,0,30,8,12,15,208,115,323
UCL521046,0,0,0,3,0,3,3,7,9,0,6,4,7,9,16,7,3,11,15,7,27,12,3,23,28,3,29,25,3,30,12,0,12,17,5,22,20,3,22,12,0,12,8,0,8,4,0,4,9,0,9,42,0,44,6,4,8,221,62,282
UCL521047,0,0,3,3,0,3,3,7,6,0,3,4,6,7,17,0,0,0,4,9,11,4,3,11,4,12,15,7,8,11,5,10,17,6,6,14,23,25,47,18,0,18,16,3,13,23,10,29,39,0,39,19,3,23,8,7,11,189,111,303
UCL521048,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,7,3,3,10,37,21,56,19,0,19,16,0,16,17,5,24,40,0,40,22,3,26,0,3,3,160,50,214
UCL521049,3,3,5,3,4,9,0,12,11,3,9,14,9,17,32,8,11,12,18,4,25,12,12,20,21,7,30,14,0,10,5,3,7,9,7,19,19,4,26,13,0,13,3,0,3,4,0,4,4,0,4,22,0,22,0,4,9,176,93,274
UCL521050,4,6,6,3,7,6,4,9,17,3,19,18,16,28,42,4,15,15,35,4,38,22,7,31,15,11,19,9,6,11,16,0,18,10,4,10,19,0,18,11,0,11,6,0,6,3,3,8,0,0,3,24,0,29,4,6,12,200,130,327
UCL521051,0,4,5,0,7,4,0,9,10,3,9,12,4,27,31,7,4,12,31,7,32,19,8,22,13,10,18,9,4,18,12,7,14,10,7,12,7,0,12,11,0,11,3,0,3,0,3,3,3,0,3,17,0,23,0,4,6,144,114,260
UCL521052,0,5,7,0,0,0,4,3,11,0,3,6,4,5,9,3,0,10,14,3,14,7,5,19,11,7,18,8,0,9,5,0,8,4,0,4,11,0,13,9,0,9,9,0,10,4,0,4,9,0,9,14,0,13,12,9,18,122,54,176
UCL521053,5,3,5,0,0,0,0,0,4,5,0,3,3,10,11,3,3,9,25,3,26,9,3,17,19,7,24,21,0,22,32,4,32,24,5,22,33,3,42,44,0,44,17,3,21,18,0,26,24,0,31,56,0,56,6,0,8,350,51,397
UCL521054,3,3,5,0,0,0,0,9,10,0,4,4,3,20,23,7,4,13,14,8,23,10,5,17,3,10,13,3,13,14,3,0,9,11,5,12,26,5,34,10,0,10,8,0,8,6,4,10,14,0,14,20,0,20,8,3,9,158,95,250
UCL521055,0,0,3,3,0,0,3,18,17,3,13,15,6,39,49,11,19,27,36,0,43,31,6,34,18,8,25,19,3,26,17,11,23,14,5,17,28,6,32,15,0,15,3,0,3,5,3,8,9,0,9,37,4,33,4,10,8,261,147,407
UCL521056,0,0,0,0,0,0,3,0,3,0,0,0,9,0,9,3,0,3,12,0,11,6,3,10,11,5,20,11,5,12,5,3,6,3,0,8,11,0,12,3,0,3,3,0,3,0,0,0,0,0,0,8,0,8,15,3,21,103,28,131
UCL521057,0,0,0,3,0,6,0,3,5,0,11,10,7,17,29,6,6,12,17,8,27,9,8,23,6,17,21,22,8,27,16,5,19,13,3,22,18,10,22,13,0,13,4,0,4,0,4,3,8,0,15,28,4,25,6,4,16,179,121,297
UCL521058,0,3,3,7,0,3,0,3,3,0,3,3,8,11,20,3,3,9,23,0,26,18,3,18,8,3,11,10,3,11,8,3,13,5,0,5,21,0,21,9,0,9,3,0,3,12,0,11,5,0,5,27,0,25,0,6,6,169,46,216
UCL521059,0,3,7,0,0,3,0,7,10,0,15,12,4,17,25,17,6,21,19,8,28,18,16,31,16,9,27,14,5,25,19,7,31,14,3,20,21,3,29,17,3,21,7,0,7,8,0,8,5,0,5,30,3,39,4,7,12,230,121,353
UCL521060,0,0,0,0,0,0,0,3,3,5,6,7,5,8,18,7,4,11,3,6,12,11,6,16,8,9,22,3,6,6,3,0,8,3,7,12,12,4,13,3,0,4,8,0,7,4,0,4,16,0,16,16,0,18,4,0,7,120,72,196
UCL522001,0,0,0,4,3,11,10,3,12,0,0,0,9,0,9,0,0,0,3,0,3,5,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,10,3,0,5,45,14,58
UCL522002,0,0,0,0,0,0,0,4,9,0,0,3,6,17,21,3,5,8,9,3,14,7,3,11,11,0,9,3,0,5,3,3,9,7,0,8,6,3,7,3,0,3,0,0,0,3,0,3,0,0,0,8,3,11,0,0,0,74,52,125
UCL522003,0,0,0,0,0,0,3,4,11,5,8,10,8,0,5,8,0,7,10,0,10,17,6,16,3,0,4,3,0,7,4,0,5,5,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,3,67,29,100
UCL522004,0,0,0,3,0,3,6,3,11,3,0,3,5,0,8,5,0,7,0,0,0,11,0,11,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,67,3,72
UCL522005,0,0,0,0,0,0,4,0,3,4,3,4,6,0,3,9,0,5,7,3,10,6,0,6,3,3,3,6,0,3,3,0,5,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,64,12,80
UCL522006,0,0,0,0,0,0,0,3,3,0,0,3,0,11,11,0,3,0,6,0,6,9,0,5,9,0,8,6,0,7,8,0,8,8,0,11,10,0,10,16,0,16,10,0,10,6,0,6,17,0,17,10,0,10,0,0,0,113,25,135
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,3,6,5,5,5,13,5,9,11,4,5,7,4,4,8,0,0,0,0,4,5,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,53,47,97
UCL522008,0,0,0,0,0,0,0,3,3,0,3,4,0,7,10,3,7,7,5,5,10,3,0,6,5,0,4,7,0,7,3,3,6,5,0,5,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,56,29,86
UCL522009,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,3,6,3,0,8,0,3,6,8,3,9,11,9,19,14,3,18,6,0,12,14,3,15,3,0,3,0,0,0,3,0,3,0,0,0,15,0,21,3,0,3,92,32,126
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,0,4,4,0,4,9,0,9,0,3,3,7,0,7,3,0,3,9,0,9,8,0,8,6,0,6,9,0,9,12,0,12,10,0,15,0,0,3,80,14,98
UCL522011,0,0,0,0,0,0,0,0,0,0,7,7,0,11,14,5,4,10,5,10,9,0,6,8,6,6,18,11,3,14,9,0,8,8,4,11,3,4,11,9,3,14,0,0,0,0,3,4,0,0,0,11,0,11,0,3,3,70,61,131
UCL522012,0,0,0,0,3,4,0,3,3,0,3,3,4,5,9,0,0,0,11,3,10,10,0,10,3,0,6,3,0,3,4,6,11,7,0,7,18,0,15,7,0,7,3,0,3,3,0,3,3,0,3,18,5,15,3,0,4,93,31,124
UCL522013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,6,0,6,0,0,0,6,0,8,7,0,9,0,0,0,5,0,8,3,3,8,0,0,0,3,0,3,0,0,0,9,0,9,9,0,11,0,0,0,55,20,74
UCL522014,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,3,0,0,3,0,0,6,0,0,0,6,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,40
UCL522015,0,3,0,0,0,0,4,0,3,0,0,5,0,12,18,0,0,3,14,3,15,7,0,11,8,4,10,9,0,9,3,3,4,9,0,9,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,6,0,5,0,3,8,71,33,108
UCL522016,0,0,5,0,0,0,0,0,0,3,7,7,0,7,7,5,0,10,14,3,13,9,4,11,5,3,13,4,0,5,7,0,7,5,0,11,10,0,11,5,0,5,4,0,4,0,0,0,3,0,3,21,0,21,3,3,3,99,36,135
UCL522017,0,0,3,0,0,0,3,0,6,0,0,0,0,12,12,3,3,4,7,0,7,0,0,4,0,3,6,3,3,7,0,3,3,3,0,3,0,3,7,0,0,0,0,0,4,0,3,3,0,0,0,3,0,3,0,6,6,34,37,64
UCL522018,0,0,3,0,0,0,0,6,6,3,3,6,3,7,11,4,4,15,11,3,10,3,5,10,7,4,9,11,0,9,10,0,11,10,0,8,19,3,17,6,0,8,11,0,11,3,0,3,7,0,4,22,0,22,3,0,7,125,43,167
