UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL314006,55,134,345,325,270,168,26,0,0,1321,40,24,28,23,19,23,11,6,0,179,0,5,9,9,16,12,8,0,0,63,3,7,4,16,10,4,0,0,0,39,99,170,384,373,312,209,40,12,0,1607,0,8,13,9,6,3,0,0,0,51,5,0,0,4,0,0,0,0,0,9,9,9,13,13,6,12,0,0,0,60,103,179,398,385,321,224,46,12,0,1663,56,5,17,24,22,54,99,72,37,380,11,18,31,41,29,27,16,11,0,183,169,198,446,453,372,297,156,94,36,2220,35,79,147,136,122,68,14,3,0,607,65,32,122,121,128,63,6,0,0,538,0,4,17,9,16,11,5,0,0,59,3,0,4,11,0,0,0,0,0,23,99,116,292,285,269,140,27,3,0,1228,8,3,6,5,7,3,0,0,0,34,8,5,5,4,5,4,0,0,0,27,13,7,10,9,17,7,0,0,0,59
UCL314007,43,122,367,278,335,270,60,4,0,1472,75,41,62,35,45,67,42,3,0,365,7,3,14,20,13,22,0,0,0,77,5,8,12,5,5,8,3,0,0,51,122,170,453,345,397,364,104,10,3,1968,11,21,39,27,31,38,3,0,0,171,7,5,9,3,0,8,3,0,0,33,19,31,46,35,34,40,6,0,0,206,143,199,497,371,434,408,110,9,3,2172,103,27,44,25,74,165,380,186,59,1061,36,31,74,52,74,54,64,29,17,428,280,256,614,454,580,622,559,221,78,3663,25,103,213,159,225,151,23,3,0,892,57,43,143,144,148,138,31,0,0,707,8,5,32,15,14,17,3,0,0,82,3,3,10,3,7,6,0,4,0,37,92,152,395,317,386,304,61,11,0,1716,6,9,14,19,21,17,0,0,0,102,6,3,16,8,10,5,0,0,0,51,12,16,29,32,32,20,3,0,0,153
UCL314008,31,90,202,235,240,196,42,0,0,1041,72,20,49,39,41,41,22,7,0,287,16,5,5,11,12,13,4,0,0,67,8,4,15,4,8,4,0,0,0,47,129,124,269,290,298,255,73,10,0,1446,20,28,28,33,31,27,0,0,0,168,9,3,5,3,3,7,3,0,0,38,34,31,29,30,29,36,0,0,0,201,166,154,301,320,331,288,74,10,0,1646,193,22,32,69,58,157,285,211,51,1087,14,29,35,56,43,42,29,27,7,290,373,207,374,445,435,488,397,245,61,3029,19,67,134,164,209,131,27,3,0,744,76,54,101,147,130,93,37,6,0,642,3,11,16,13,22,14,0,0,0,77,3,3,4,0,9,4,0,0,0,31,101,130,258,321,366,246,64,10,0,1488,8,11,23,24,15,9,0,0,0,86,12,7,22,12,3,8,0,0,0,63,25,19,40,31,13,17,0,0,0,148
UCL314009,35,89,273,224,213,132,23,3,0,996,54,26,36,22,21,31,23,4,3,222,0,4,10,11,7,5,6,0,0,50,0,3,9,3,3,3,0,0,0,26,88,126,329,259,247,171,57,12,3,1292,5,18,20,12,21,11,0,0,0,82,4,8,4,5,0,3,0,0,0,24,8,28,23,10,21,8,0,0,0,107,93,152,358,271,268,185,57,9,3,1398,68,11,30,22,37,51,125,94,50,488,12,24,72,60,54,30,35,20,5,311,177,183,459,349,364,269,216,122,57,2201,14,61,117,102,108,59,5,0,0,465,67,53,94,115,99,63,17,3,0,507,3,3,22,18,10,6,3,0,0,61,3,0,4,0,3,3,0,0,0,18,87,112,239,239,215,126,25,3,0,1050,0,10,14,13,9,5,0,0,0,61,9,9,7,8,3,0,0,0,0,35,11,17,23,23,17,5,0,0,0,97
UCL314010,30,98,281,179,178,116,26,3,0,914,56,54,112,34,23,37,21,3,0,333,3,3,9,5,6,10,0,0,0,42,0,3,3,5,4,4,0,0,0,26,84,158,413,233,207,161,53,9,0,1314,11,17,45,20,11,9,0,0,0,119,7,10,13,5,0,3,0,0,0,36,22,26,53,25,14,12,0,0,0,151,106,188,465,253,223,175,55,10,0,1467,64,57,116,54,65,102,191,136,33,815,13,14,44,19,23,16,23,23,9,176,180,255,624,324,312,284,265,166,41,2455,10,86,166,88,94,59,7,0,0,522,47,102,181,102,84,77,22,3,0,624,0,12,23,3,5,8,0,0,0,60,6,5,14,5,0,0,0,0,0,34,72,201,383,203,188,150,28,3,0,1235,10,9,13,11,16,0,0,0,0,62,13,6,15,8,12,3,0,0,0,58,27,17,31,20,24,4,0,0,0,120
UCL314011,40,110,238,236,222,168,37,0,3,1057,38,22,15,21,23,32,26,8,0,190,3,3,9,5,4,11,4,0,0,40,6,10,8,5,5,4,0,0,0,39,86,137,273,272,254,222,71,8,7,1327,5,9,11,3,8,10,0,0,0,49,3,0,0,0,0,4,0,0,0,13,3,6,13,5,8,17,0,0,0,59,91,146,279,279,268,233,71,11,7,1386,58,15,14,21,31,54,130,103,27,456,25,13,43,31,36,24,27,20,4,229,177,170,338,330,332,316,231,139,34,2069,13,77,158,111,135,91,10,0,0,600,67,41,114,135,93,81,28,4,0,555,0,3,11,8,8,14,4,0,0,55,3,0,0,6,6,3,4,0,0,25,84,121,284,260,250,196,43,4,0,1244,0,0,10,0,4,0,0,0,0,17,6,4,9,0,3,3,0,0,0,23,10,4,18,4,9,3,0,0,0,38
UCL314012,30,95,199,238,243,173,27,3,0,996,41,31,28,36,55,35,22,4,0,250,0,6,4,8,8,10,3,3,0,49,0,4,8,5,5,3,0,3,0,31,77,134,236,288,316,218,49,14,0,1324,14,20,17,17,12,15,0,0,0,100,11,3,6,3,3,0,3,0,0,35,29,24,26,18,17,14,4,0,0,127,100,157,259,300,331,234,52,14,3,1458,98,22,22,35,49,75,185,108,29,627,11,19,19,28,26,25,26,9,8,171,213,196,303,365,403,334,266,129,37,2253,13,56,120,141,177,80,10,0,0,592,60,38,87,144,110,86,18,0,0,546,4,4,20,12,11,4,3,0,0,63,9,3,3,10,7,0,0,0,0,24,83,102,222,303,299,171,35,0,0,1219,14,13,12,11,3,7,0,0,0,60,14,7,7,13,10,0,0,0,0,48,24,14,18,26,13,9,0,0,0,106
UCL314013,42,103,333,452,517,318,42,3,0,1811,107,36,41,43,43,58,42,4,0,372,6,9,8,16,18,9,10,0,0,80,0,3,7,8,5,0,0,0,0,24,156,155,386,512,582,394,95,9,0,2281,5,10,15,4,14,6,0,0,0,62,32,8,3,3,0,3,0,0,0,49,38,17,21,8,14,10,3,0,0,109,193,170,404,522,602,408,96,9,0,2393,142,22,19,25,37,125,348,185,57,953,6,7,23,29,31,22,28,20,0,176,342,196,442,577,664,555,472,212,61,3517,24,73,168,223,324,169,20,0,0,986,127,64,153,280,231,147,26,0,0,1038,3,6,37,18,18,10,6,0,0,98,0,0,3,3,0,0,0,0,0,12,151,141,359,526,573,330,54,4,0,2135,7,7,7,3,9,3,0,0,0,36,10,5,11,13,9,3,0,0,0,50,16,12,14,19,19,6,0,0,0,85
UCL314014,17,105,223,184,191,188,44,8,0,969,55,33,62,45,34,56,19,8,0,311,4,3,3,0,7,14,3,0,0,42,8,4,8,11,10,0,3,0,0,45,87,150,301,238,252,261,72,15,0,1372,16,23,25,23,37,27,3,0,0,157,14,8,11,3,6,7,3,0,0,44,30,28,29,24,44,36,7,0,0,198,117,177,328,267,295,295,73,18,3,1566,80,20,45,44,79,156,252,197,77,945,25,20,72,43,40,53,36,30,9,327,219,215,438,351,413,501,364,240,83,2837,10,56,102,93,144,107,15,0,0,534,70,53,108,106,127,113,36,8,0,622,4,3,5,8,8,20,3,0,0,48,3,3,5,12,8,3,0,3,0,40,82,114,227,217,285,239,55,13,3,1241,9,15,15,18,16,14,0,0,0,84,14,8,11,8,8,12,3,0,0,60,16,17,27,29,30,26,4,0,0,146
UCL314015,30,81,254,314,266,135,18,0,0,1110,63,17,32,38,31,18,10,0,0,216,4,0,9,10,5,4,0,0,0,33,5,5,10,6,10,0,0,0,0,37,104,111,300,369,315,159,31,4,0,1397,11,11,14,13,8,7,0,0,0,67,14,4,0,0,3,4,0,0,0,29,28,17,12,15,7,16,0,0,0,91,136,125,316,384,328,170,26,4,0,1488,114,19,21,26,28,48,93,40,6,395,13,10,15,22,21,9,6,0,0,98,260,154,345,434,375,233,123,41,5,1978,19,57,131,198,152,55,3,0,0,611,77,39,86,135,109,52,4,0,0,505,4,8,24,12,11,3,0,0,0,64,3,0,0,4,5,0,0,0,0,19,100,99,245,356,271,111,9,0,0,1194,6,9,11,10,8,3,0,0,0,48,24,5,9,9,6,7,0,0,0,70,34,21,16,20,14,6,0,0,0,116
UCL314016,30,119,233,216,235,159,37,3,0,1033,42,42,54,36,45,36,18,8,0,284,0,7,3,7,11,6,4,0,0,44,4,3,12,4,4,10,4,0,0,41,78,172,302,266,302,216,63,9,0,1403,17,17,32,29,23,15,0,0,0,144,4,4,6,7,0,3,0,0,0,31,16,28,40,44,29,20,0,0,0,177,95,199,339,303,327,237,64,9,0,1578,96,33,53,52,66,128,305,257,86,1077,22,38,57,40,42,47,52,37,18,352,218,267,447,397,433,410,422,304,104,3001,11,70,143,130,164,104,19,0,0,640,83,51,113,118,129,98,35,3,0,632,9,3,22,10,9,19,3,0,0,75,6,5,0,7,7,4,0,0,0,29,107,121,280,265,310,219,61,3,0,1372,5,13,18,17,14,12,0,0,0,81,13,5,13,8,7,7,0,0,0,58,17,21,35,29,23,18,0,0,0,135
UCL314017,38,148,588,605,415,202,26,0,0,2026,60,24,42,40,31,16,4,0,0,221,9,7,30,31,27,12,0,0,0,112,3,10,10,14,11,3,0,0,0,51,109,187,672,689,482,238,33,0,0,2417,17,17,21,6,11,13,0,0,0,80,11,0,3,0,3,0,4,0,0,20,26,17,25,6,8,13,3,0,0,95,139,204,692,695,494,248,32,0,0,2513,64,13,12,16,11,38,41,3,0,200,20,30,110,94,71,46,10,0,0,383,223,246,818,809,574,333,84,8,3,3089,39,122,286,206,183,62,4,0,0,899,76,40,187,200,125,48,8,0,0,690,3,9,47,24,10,3,0,0,0,97,3,3,7,14,4,0,0,0,0,28,129,177,523,439,321,113,14,0,0,1710,8,6,19,21,14,7,0,0,0,68,14,8,22,16,15,4,0,0,0,76,15,12,44,39,29,11,0,0,0,148
UCL314018,25,74,365,446,300,152,14,0,0,1379,49,27,32,34,25,33,10,0,0,218,0,0,4,4,10,7,0,0,0,35,0,0,5,7,11,0,0,0,0,20,82,101,408,493,341,189,32,0,0,1651,8,7,8,8,5,10,0,0,0,45,11,0,0,0,0,0,3,0,0,18,20,10,12,8,5,9,3,0,0,67,97,112,423,503,350,199,31,0,0,1712,74,3,11,15,17,31,59,31,3,257,4,0,16,10,14,3,4,0,0,52,179,110,446,529,379,235,99,31,3,2017,9,56,212,227,200,75,3,0,0,788,70,56,158,198,118,56,10,0,0,665,7,3,34,19,7,8,0,0,0,78,0,0,7,5,6,0,0,0,0,20,86,121,416,451,324,143,13,0,0,1555,0,6,3,6,0,5,0,0,0,28,10,0,9,7,5,6,0,0,0,42,16,10,8,16,7,12,0,0,0,68
UCL314019,49,136,426,269,277,181,28,3,0,1373,65,32,56,32,28,38,18,0,0,271,6,4,13,11,12,12,7,3,0,63,7,3,3,7,9,3,0,0,0,38,136,174,506,311,321,229,55,3,3,1743,9,7,13,16,15,17,0,0,0,76,3,6,5,0,0,3,0,0,0,21,15,13,14,11,16,19,0,0,0,95,150,188,525,325,337,248,54,3,3,1835,63,20,16,33,32,64,125,102,32,480,12,17,80,43,47,40,36,12,9,298,223,225,617,403,418,357,214,121,42,2615,31,130,282,179,216,135,13,0,0,999,49,34,128,141,96,59,25,3,0,540,4,4,26,12,16,6,0,0,0,66,4,3,7,6,7,3,0,0,0,24,91,173,444,328,327,212,44,9,3,1625,5,3,6,6,4,0,0,0,0,33,3,4,3,8,3,3,0,0,0,27,9,9,11,16,5,3,0,0,0,53
UCL314020,43,83,231,277,304,219,47,0,0,1198,56,42,44,47,62,66,42,5,0,363,0,3,13,7,21,21,0,0,0,70,3,3,4,7,6,7,3,0,0,38,108,128,289,339,390,316,89,12,3,1663,13,21,23,16,17,16,0,0,0,116,19,3,5,6,3,7,3,0,0,50,35,30,33,23,24,25,5,0,0,168,135,157,319,355,409,342,96,12,4,1832,117,21,32,58,93,209,618,339,61,1544,19,15,34,29,41,39,49,28,12,266,271,188,386,442,544,592,765,376,74,3641,20,38,107,145,209,106,13,0,0,628,97,62,104,167,164,139,37,3,0,779,3,0,17,20,13,16,0,0,0,65,12,3,4,4,8,9,4,0,0,42,130,107,236,333,393,267,52,4,0,1518,11,9,18,19,12,12,3,0,0,78,18,8,14,23,21,18,0,0,0,95,26,14,30,43,32,23,3,0,0,175
UCL314021,11,35,94,240,326,210,62,12,0,990,57,40,19,44,74,115,67,10,0,428,6,3,5,5,20,12,6,0,0,57,0,0,6,9,10,3,4,5,0,31,74,73,129,297,425,337,142,26,0,1507,6,3,12,11,17,15,0,0,0,60,9,0,3,0,3,4,0,0,0,23,11,3,11,15,14,19,3,0,0,80,85,82,135,310,439,361,148,26,0,1589,109,17,28,32,56,148,347,221,73,1028,15,10,21,35,33,51,44,22,6,241,210,113,183,376,533,558,545,268,82,2862,12,22,59,114,208,146,32,3,0,600,71,37,74,169,233,180,50,8,0,810,9,0,20,16,8,21,3,0,0,79,3,0,3,6,3,9,6,4,0,30,90,61,154,308,453,353,89,16,0,1523,3,0,9,6,13,8,3,0,0,34,5,4,3,11,8,12,3,0,0,43,8,4,6,13,15,20,7,0,0,78
UCL314022,45,139,382,530,541,326,35,0,0,1995,80,32,33,41,34,46,15,0,0,288,0,0,21,20,10,27,3,0,0,79,8,0,4,6,8,5,0,0,0,27,134,169,441,599,593,401,55,0,0,2388,27,42,46,44,53,35,0,0,0,245,25,0,4,4,4,8,3,0,0,49,54,47,48,45,53,45,0,0,0,289,182,213,490,641,649,447,54,0,0,2680,153,21,29,20,38,131,227,96,23,742,10,14,35,41,43,38,15,3,3,204,345,249,550,707,728,621,295,108,29,3633,23,73,171,210,261,93,11,0,0,840,102,48,148,268,239,122,20,0,0,957,3,7,39,15,10,12,0,0,0,91,4,0,7,4,8,0,0,0,0,21,132,132,359,498,514,236,38,0,0,1912,16,12,14,32,29,11,0,0,0,116,22,12,16,32,19,8,0,0,0,115,36,22,31,64,53,20,4,0,0,229
UCL315001,12,29,69,119,119,75,11,0,0,426,25,6,4,17,22,6,0,0,0,90,0,0,5,3,5,5,0,0,0,26,0,3,0,0,3,3,0,0,0,11,39,40,79,141,149,96,15,0,0,551,6,0,8,3,7,5,0,0,0,25,9,0,0,0,0,4,0,0,0,9,11,0,8,3,7,6,0,0,0,37,48,46,87,142,155,101,15,0,0,594,36,5,9,13,13,22,59,21,8,178,3,0,9,18,16,8,4,0,0,51,83,50,107,165,181,130,75,27,8,819,11,23,46,70,89,34,3,0,0,263,30,14,31,68,58,31,8,0,0,233,0,0,7,3,8,3,0,0,0,20,0,0,0,3,0,3,0,0,0,11,38,31,80,141,156,69,9,0,0,525,0,0,4,7,3,4,0,0,0,14,4,0,3,3,0,3,0,0,0,19,4,4,7,7,6,3,0,0,0,29
UCL315002,0,19,22,36,43,42,9,0,0,178,7,0,3,4,3,12,3,0,0,33,0,0,0,0,3,3,0,0,0,10,0,0,3,0,0,3,0,0,0,10,13,15,28,46,49,60,17,0,0,237,0,0,0,3,0,0,0,0,0,10,3,0,0,0,0,8,0,0,0,9,4,0,0,3,0,4,0,0,0,20,18,20,30,48,54,66,17,0,0,254,16,0,0,6,15,38,86,45,14,216,0,5,6,7,11,11,13,3,3,52,33,27,37,58,71,113,117,43,14,519,0,0,17,26,26,18,3,0,0,86,12,3,11,25,32,31,6,0,0,120,0,0,5,0,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,4,11,9,32,49,59,52,11,0,0,220,3,0,0,0,0,5,0,0,0,8,0,0,0,3,0,5,0,0,0,7,3,0,0,3,0,7,0,0,0,14
UCL315003,6,9,17,20,24,14,0,0,0,95,3,3,6,12,7,4,3,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,16,24,30,28,18,0,0,0,131,5,15,16,17,10,3,5,0,0,67,0,0,7,0,6,0,0,0,0,11,5,15,22,21,16,6,5,0,0,75,14,28,47,50,48,21,4,0,0,207,28,24,42,41,39,21,16,3,3,219,0,5,3,4,3,0,0,0,0,19,36,55,95,90,85,46,24,3,3,441,4,8,11,16,15,13,0,0,0,56,0,0,16,5,3,3,0,0,0,33,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,4,9,27,23,20,13,0,0,0,93,0,5,19,13,11,3,0,0,0,49,5,0,3,3,0,0,0,0,0,13,9,11,21,16,11,3,0,0,0,60
UCL315004,3,19,46,35,26,16,4,0,0,156,4,3,6,6,6,4,0,0,0,30,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,5,25,51,42,40,26,4,0,0,195,3,3,12,3,3,0,0,0,0,25,3,0,0,0,0,3,0,0,0,7,5,6,12,3,3,3,0,0,0,28,17,28,62,43,41,28,4,0,0,220,30,18,21,10,11,16,16,3,6,120,0,0,3,8,6,0,0,0,0,19,43,49,81,65,62,38,19,3,6,363,7,15,42,39,33,16,0,0,0,159,9,8,18,17,7,11,0,0,0,62,0,0,0,0,3,3,0,0,0,11,0,0,4,0,0,0,0,0,0,9,19,22,63,57,42,27,0,0,0,232,0,3,3,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,12
UCL315005,7,28,66,102,111,100,10,3,0,423,23,11,14,24,25,27,12,0,0,137,0,0,3,3,5,3,0,0,0,21,0,0,5,3,3,0,0,0,0,17,29,37,94,135,141,131,26,0,0,590,6,5,9,3,11,3,0,0,0,41,4,0,6,0,0,4,0,0,0,17,8,5,10,3,10,9,3,0,0,55,37,42,103,139,154,141,29,0,0,646,28,5,21,40,34,95,242,146,33,644,5,6,5,10,14,12,25,4,4,84,66,58,131,187,199,248,291,160,39,1376,5,16,37,64,67,42,0,0,0,235,32,16,32,49,43,59,18,3,0,254,0,4,10,7,3,0,0,0,0,33,0,0,0,0,3,3,0,0,0,11,38,36,84,115,117,108,23,3,0,528,3,0,13,9,9,3,0,0,0,42,3,0,10,11,3,8,0,0,0,35,13,0,23,15,9,9,0,0,0,71
UCL315006,19,103,333,305,239,124,18,3,0,1133,34,23,29,26,21,16,0,0,0,143,3,3,19,22,7,12,0,0,0,73,0,3,11,9,3,5,0,0,0,28,51,133,387,363,273,159,24,3,0,1384,14,17,11,5,15,12,0,0,0,62,6,0,0,0,0,0,0,0,0,13,17,12,14,5,17,12,0,0,0,77,69,147,396,369,288,168,24,3,0,1457,44,10,18,20,18,23,34,11,0,171,12,22,83,59,53,28,9,0,0,264,127,179,494,449,360,214,59,13,0,1903,7,69,128,110,83,36,3,0,0,443,36,45,84,73,74,33,0,0,0,350,0,3,21,18,14,10,0,0,0,65,0,0,5,3,4,3,0,0,0,11,46,112,245,202,170,84,9,0,0,868,7,7,13,7,9,4,0,0,0,51,6,4,14,9,4,0,0,0,0,29,13,10,24,10,14,4,0,0,0,80
UCL315007,14,36,84,87,64,71,14,0,0,371,14,14,10,14,13,10,16,3,0,96,0,0,0,3,3,6,0,0,0,14,0,0,0,4,4,0,0,0,0,16,25,52,101,105,91,94,27,3,0,495,3,3,12,4,7,0,0,0,0,32,3,0,0,0,0,0,0,0,0,3,7,3,13,4,7,0,0,0,0,35,37,56,114,114,95,90,34,3,0,533,32,9,14,15,25,66,124,112,37,430,0,3,11,9,9,6,17,10,3,58,69,63,134,131,124,169,169,119,40,1022,11,31,47,31,42,29,6,0,0,192,27,24,32,60,51,50,11,0,0,258,0,3,0,4,3,0,0,0,0,11,0,0,0,3,0,3,0,0,0,12,41,50,81,100,94,82,20,0,0,470,3,5,3,3,3,3,0,0,0,26,3,0,7,7,3,3,0,0,0,16,5,4,9,11,3,4,0,0,0,44
UCL315008,3,24,54,76,65,65,12,0,0,305,18,9,10,19,26,29,16,0,0,123,0,0,3,4,6,7,0,0,0,22,3,3,0,3,4,0,0,0,0,15,25,42,72,96,96,99,22,0,0,462,10,5,9,11,13,12,0,0,0,61,10,0,0,0,0,3,0,0,0,15,20,8,11,9,13,19,0,0,0,79,44,49,83,110,113,118,22,0,0,538,31,13,9,22,46,127,215,77,10,552,3,3,0,7,14,20,12,3,0,63,76,70,93,143,169,256,253,84,8,1151,5,12,30,48,44,53,3,0,0,191,24,11,30,39,48,62,13,0,0,227,3,0,8,0,3,9,0,0,0,19,3,0,3,0,0,0,0,0,0,9,31,23,64,91,99,121,16,0,0,448,3,0,6,3,11,3,0,0,0,33,3,0,0,5,3,4,0,0,0,15,8,0,5,10,12,11,0,0,0,50
UCL315009,0,0,4,7,20,25,3,0,0,56,3,0,7,5,6,10,6,0,0,35,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,12,17,30,39,6,0,0,110,0,3,8,0,3,4,0,0,0,14,0,0,0,0,0,3,0,0,0,6,0,3,8,3,3,3,0,0,0,20,5,4,15,17,33,45,6,0,0,130,3,0,9,7,22,73,201,85,14,412,0,0,3,3,5,7,10,11,0,43,7,9,28,28,61,134,221,95,14,587,0,0,0,8,26,5,0,0,0,45,7,0,0,13,14,18,3,0,0,56,0,0,0,4,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,7,4,0,24,41,33,11,0,0,112,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,3,6,3,0,0,0,15
