UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL122025,0,0,10,16,12,10,5,0,0,67,3,0,3,4,4,8,8,0,0,32,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,10,3,17,26,22,22,10,3,0,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,17,26,20,19,16,3,0,112,3,0,3,3,3,13,31,20,3,80,5,0,0,0,0,3,3,0,0,14,15,3,18,27,30,36,46,19,3,208,0,0,6,6,5,3,0,0,0,28,3,3,7,12,8,12,4,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,17,16,15,21,5,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3
UCL122026,0,3,3,15,11,7,6,0,0,41,0,3,0,0,7,3,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,10,19,17,10,6,0,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,19,18,9,6,0,0,69,9,0,3,3,0,10,15,3,3,40,0,0,0,0,0,3,0,0,0,9,9,5,10,20,19,25,23,3,3,116,0,4,9,8,10,3,0,0,0,35,4,0,0,8,10,3,3,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,9,14,15,6,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122027,0,3,13,15,24,15,3,0,0,72,3,0,5,7,10,7,0,0,0,31,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,20,22,32,24,3,3,0,107,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,3,3,20,22,33,24,3,3,0,112,8,0,0,7,3,18,20,16,0,78,0,0,3,0,0,3,3,5,0,18,14,4,21,28,42,41,32,21,0,207,3,0,3,4,11,3,0,0,0,28,3,3,8,11,12,6,3,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,19,13,23,12,5,0,0,84,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,0,11
UCL122028,0,3,5,11,5,6,0,0,0,31,3,0,4,5,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,8,8,18,5,11,0,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,8,18,9,11,0,0,0,59,10,0,0,0,4,4,15,3,3,31,0,0,0,0,0,0,0,0,0,3,12,6,8,20,18,11,12,4,3,97,0,0,4,4,3,0,0,0,0,12,4,0,4,8,5,7,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,10,14,8,11,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL122029,0,0,3,0,3,8,0,0,0,18,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,11,0,0,0,36,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,3,9,15,0,0,0,39,4,0,0,0,5,5,24,13,6,61,0,0,0,0,0,0,0,0,3,5,4,3,6,3,17,19,24,18,3,105,0,0,0,0,4,3,0,0,0,14,0,0,0,3,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL122030,3,0,4,12,11,9,0,0,0,43,0,0,3,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,11,13,15,12,0,0,0,56,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,4,0,0,0,7,4,3,7,13,20,15,0,0,0,64,8,3,0,3,0,12,31,10,0,72,0,0,3,0,0,3,3,0,0,18,12,6,12,16,24,36,30,15,0,160,0,0,0,4,6,0,0,0,0,16,0,4,3,4,7,9,0,0,0,38,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,9,15,15,0,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL122031,0,0,3,12,12,6,0,0,0,38,0,0,0,0,0,5,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,13,7,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,15,7,0,0,47,0,0,0,0,0,6,13,3,0,26,0,0,0,0,0,4,0,0,0,5,5,0,3,12,16,19,14,7,0,80,0,3,0,3,8,0,4,0,0,23,0,0,4,3,5,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,14,11,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122032,0,0,8,3,12,8,0,0,0,39,4,0,3,0,12,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,6,20,13,4,0,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,3,0,0,0,11,7,0,8,6,28,21,4,0,0,73,8,0,3,6,0,9,13,5,0,54,3,0,3,3,6,0,3,0,0,14,17,3,16,11,35,32,23,5,0,137,0,3,8,0,12,8,0,0,0,33,0,0,4,12,20,6,0,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,17,28,15,0,0,0,75,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
UCL122033,3,3,9,23,18,8,0,0,0,72,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,12,23,18,9,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,23,18,9,0,0,0,80,10,0,0,0,0,3,3,0,0,25,0,0,0,3,0,0,0,0,0,3,19,9,12,27,18,14,3,0,0,106,0,0,7,11,14,8,0,0,0,38,0,3,6,12,4,3,3,0,0,40,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,15,27,15,11,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122034,3,4,26,23,17,9,0,0,0,93,0,0,3,0,7,3,0,0,0,10,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,28,28,25,18,3,0,0,114,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,10,3,3,32,29,33,17,3,0,0,121,4,0,0,3,5,9,12,8,0,45,0,0,3,3,4,3,0,0,0,14,8,5,39,33,36,28,21,8,0,181,0,3,12,16,12,8,0,0,0,51,0,4,7,7,5,0,0,0,0,26,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,25,27,21,10,0,0,0,89,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7
UCL122035,0,0,4,3,10,5,0,0,0,23,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,3,13,11,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,4,3,10,11,3,0,0,33,0,0,0,0,0,5,14,21,3,42,0,0,0,0,0,0,0,3,0,8,5,0,4,5,17,19,13,18,5,84,0,0,3,3,6,3,0,0,0,14,0,0,3,3,8,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,4,12,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122036,0,3,15,10,18,4,0,0,0,54,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,18,7,0,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,17,10,18,13,0,0,0,64,3,0,0,0,3,9,5,5,0,32,0,0,0,4,0,0,0,0,0,7,6,3,19,12,21,19,8,5,0,102,0,4,9,5,9,6,0,0,0,30,0,0,3,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,12,15,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122037,0,0,4,10,5,11,0,0,0,35,6,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,11,7,11,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,11,7,12,0,0,0,49,0,0,0,5,4,11,6,10,3,33,0,0,0,0,0,3,0,0,0,6,6,6,4,17,7,24,9,10,3,81,0,0,3,5,8,9,0,0,0,19,0,0,0,0,5,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,11,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122038,0,6,3,3,11,4,3,0,0,33,0,0,3,0,3,10,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9,13,4,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,11,5,12,18,4,0,0,59,10,0,0,3,8,14,18,14,0,63,0,0,0,3,3,3,3,0,0,18,9,9,14,10,25,39,27,11,0,145,0,0,4,3,3,9,0,0,0,18,4,0,4,3,8,15,0,0,0,35,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,12,9,13,20,0,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5
UCL122039,0,3,10,9,0,9,4,0,0,34,0,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,14,0,11,10,0,0,58,0,0,0,4,4,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,5,0,0,0,14,3,5,12,16,7,14,10,0,0,68,10,5,7,10,8,19,16,12,3,88,0,0,3,0,0,3,0,0,0,13,16,10,25,30,17,34,30,12,3,170,0,0,4,8,9,7,3,0,0,34,0,0,7,7,8,3,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,10,11,7,0,0,66,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,14
UCL122040,0,0,3,13,9,13,0,0,0,36,5,0,0,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,10,10,12,17,8,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,10,12,17,8,0,0,59,0,0,0,0,5,13,26,10,4,60,0,0,0,0,5,8,0,0,0,11,7,7,9,16,17,28,35,8,4,134,0,3,0,6,9,10,0,0,0,25,4,0,4,13,5,4,4,0,0,36,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,4,3,7,14,19,15,6,0,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL122041,0,3,7,10,9,13,0,0,0,46,0,0,5,0,4,10,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,13,13,18,23,3,0,0,67,0,3,0,3,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,10,0,7,13,18,19,25,3,0,0,79,0,0,0,8,7,5,21,17,0,56,0,0,0,0,0,3,0,0,0,4,3,7,13,22,31,40,20,18,0,149,3,0,7,0,8,7,0,0,0,22,3,5,5,8,9,8,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,8,15,16,15,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
UCL122042,3,3,9,12,19,15,0,0,0,64,8,3,5,5,0,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,15,17,25,0,0,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,10,10,18,15,17,30,0,0,0,103,7,0,4,0,3,4,17,4,3,44,0,0,5,0,0,5,0,0,0,16,16,10,26,15,24,44,21,4,3,162,0,0,0,7,12,5,3,0,0,30,8,3,3,3,8,11,5,0,0,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,5,7,11,12,21,17,7,0,0,79,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,12
UCL122043,7,7,5,14,13,14,0,0,0,60,3,3,0,7,0,3,0,0,0,20,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,6,9,24,16,18,3,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,10,24,19,21,3,0,0,89,9,0,3,3,3,3,11,6,0,30,0,0,0,0,0,3,0,0,0,4,18,6,8,23,24,29,9,6,0,130,3,3,0,6,11,4,0,0,0,29,0,0,3,9,8,9,3,0,0,40,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,5,16,16,9,3,0,0,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
UCL122044,0,0,11,8,13,16,3,0,0,51,3,0,3,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,10,17,8,16,7,0,0,72,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,4,10,17,13,19,7,0,0,80,3,0,3,0,6,5,12,8,0,41,3,0,0,0,5,0,0,0,0,11,9,4,20,18,19,26,17,8,0,126,0,5,4,3,14,4,0,0,0,24,0,0,7,3,4,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,6,7,17,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3
UCL122045,0,4,3,8,4,3,3,0,0,21,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,3,7,9,12,3,0,0,35,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,7,9,9,12,3,0,0,41,0,0,0,0,3,3,16,5,0,25,3,0,3,3,0,3,4,0,0,26,6,4,6,17,9,16,21,7,0,89,0,0,3,0,7,4,0,0,0,10,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,10,4,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL122046,0,3,13,9,6,9,4,0,0,43,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,5,16,10,10,11,10,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,5,16,11,12,11,10,0,0,69,4,0,0,4,3,9,18,11,4,56,0,0,0,3,0,0,3,0,0,8,9,5,20,16,20,19,28,15,5,125,0,0,4,3,3,4,0,0,0,20,0,0,0,5,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,11,3,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6
UCL122047,6,5,5,6,18,11,3,0,0,54,0,0,3,0,4,9,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,5,7,12,22,21,7,0,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,5,5,11,12,22,21,7,0,0,84,5,4,0,3,3,21,45,21,9,114,3,0,0,6,5,3,4,7,0,29,13,12,14,15,29,48,58,31,9,223,0,3,3,3,12,5,0,0,0,26,0,3,0,3,11,11,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,3,3,9,21,25,3,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5
UCL122048,0,0,4,10,12,9,4,0,0,37,0,0,0,0,5,7,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,13,7,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,4,12,21,11,7,0,0,62,3,0,0,0,0,6,19,9,0,39,0,0,0,0,0,5,0,0,0,9,3,3,10,14,20,20,28,6,0,112,0,0,3,6,4,7,0,0,0,28,0,3,0,6,8,8,7,0,0,34,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,13,18,17,8,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
UCL122049,5,0,3,3,9,4,5,0,0,23,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,9,3,5,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,9,3,5,3,0,39,4,3,5,0,13,26,26,11,3,86,0,0,0,0,3,0,0,0,0,11,6,0,5,13,26,27,29,14,4,131,0,3,0,0,9,3,0,0,0,19,0,0,0,4,4,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,4,10,7,4,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6
UCL122050,3,3,10,11,6,12,0,0,0,46,0,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,3,7,11,14,21,4,3,0,61,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,3,8,11,11,13,20,4,3,0,67,4,0,0,0,11,10,13,7,0,44,0,0,0,0,0,0,0,0,3,13,9,6,10,10,20,29,19,14,5,131,0,3,3,4,3,3,0,0,0,19,0,0,3,3,8,6,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,11,15,9,0,0,48,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8
UCL122051,0,3,8,8,9,10,0,0,0,34,3,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,8,12,11,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,10,8,18,9,0,0,0,51,7,3,6,4,7,9,15,10,0,55,4,0,0,3,0,0,3,0,0,13,12,3,14,10,22,20,14,15,0,116,0,0,4,3,6,0,0,0,0,18,0,0,3,4,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,10,0,3,0,0,34,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,0,5
