UCL_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL315082,0,5,0,4,3,6,3,3,0,26,0,3,0,3,5,4,0,3,0,19,19,70,40,58,115,99,49,92,3,557
UCL315083,0,0,3,3,8,8,0,0,0,24,0,3,3,3,3,4,0,3,3,22,19,71,57,74,107,67,33,58,8,492
UCL315084,0,3,0,5,10,7,0,3,0,29,0,3,3,5,9,4,4,0,5,36,26,95,75,100,216,133,77,109,14,839
UCL315085,3,3,0,3,4,4,0,0,0,13,0,4,3,6,4,0,0,3,7,36,22,105,94,108,99,72,36,70,16,626
UCL315086,0,4,6,7,8,6,6,4,0,36,0,8,3,3,3,10,3,10,3,39,37,137,133,136,169,195,96,193,18,1101
UCL315087,0,4,8,3,15,7,7,7,0,56,5,9,3,3,9,12,5,8,21,80,63,115,119,117,242,175,131,259,35,1257
UCL315088,0,4,9,10,11,11,8,9,0,63,0,0,4,5,11,3,4,6,13,46,42,98,100,155,193,161,96,229,28,1113
UCL315089,3,13,6,14,11,15,6,13,0,89,9,4,4,5,8,7,5,5,14,63,81,250,202,278,291,231,146,246,39,1765
UCL315090,3,4,0,3,0,4,0,5,0,25,5,3,3,7,6,7,0,9,26,62,48,78,56,108,191,294,92,217,63,1147
UCL315091,0,0,0,3,3,0,0,0,0,16,0,4,0,0,0,0,0,5,12,17,33,41,34,31,41,34,96,167,13,498
UCL315092,3,6,0,7,3,0,0,0,0,13,3,6,0,3,0,4,0,0,10,23,31,79,44,56,63,38,25,69,20,428
UCL315093,0,3,0,3,4,5,0,0,0,17,3,3,0,3,0,0,0,0,4,15,13,46,22,38,59,40,33,49,5,301
UCL315094,0,4,3,3,5,6,0,0,0,18,0,3,3,3,3,3,0,3,5,20,20,81,63,88,109,72,45,86,12,587
UCL315095,0,9,3,3,12,8,3,8,0,43,0,0,5,5,20,4,4,3,17,62,39,80,106,136,247,172,69,120,27,992
UCL315096,8,13,8,8,26,17,23,20,0,120,0,8,8,8,16,3,3,11,4,55,71,139,132,180,306,205,197,337,20,1584
UCL315097,0,0,0,3,8,9,4,7,0,30,0,3,4,0,0,3,0,3,6,21,21,67,60,72,126,113,65,101,4,621
UCL315098,0,3,0,3,8,6,7,14,0,47,6,4,0,3,4,3,12,12,15,58,108,111,101,146,185,255,748,460,40,2152
UCL315099,0,6,4,9,23,27,15,18,0,110,6,4,5,0,3,10,8,16,10,59,71,184,158,191,320,288,177,335,24,1745
UCL315100,0,0,0,4,4,7,8,6,0,29,5,0,0,0,4,6,0,4,3,19,28,48,33,77,118,86,71,81,13,564
UCL315101,0,0,10,5,6,8,8,0,0,38,0,3,0,0,6,5,5,7,5,32,29,79,84,118,170,128,87,132,10,842
UCL315102,0,4,0,3,3,5,0,4,0,23,0,4,3,0,4,5,0,6,5,22,23,67,51,100,112,92,48,83,7,584
UCL315103,0,0,0,3,0,4,0,0,0,9,0,0,3,3,4,5,0,9,7,28,20,56,46,73,80,71,38,109,12,517
UCL315104,0,3,3,3,3,12,0,4,0,36,0,5,3,0,5,11,0,5,14,46,30,92,73,109,139,123,60,115,32,760
UCL315105,3,5,0,0,0,3,3,0,0,12,0,3,0,0,0,0,0,3,4,18,10,33,34,43,28,31,27,45,7,256
UCL315106,0,3,4,0,7,6,7,7,0,36,0,3,0,0,6,11,8,5,3,33,21,65,45,67,144,98,81,115,8,653
UCL315107,0,8,4,3,3,0,5,7,0,31,3,3,3,4,5,3,6,8,3,42,36,103,80,99,161,121,59,107,18,779
UCL315108,3,3,3,9,3,6,0,11,6,44,0,0,0,0,0,0,0,3,15,19,20,29,24,48,87,38,13,61,25,343
UCL315109,8,10,8,14,14,20,8,9,4,91,4,6,6,17,9,18,7,14,15,90,82,125,138,211,455,327,214,298,42,1895
UCL315110,0,0,0,0,4,5,0,6,0,16,0,0,3,0,3,3,0,0,3,15,18,68,38,58,67,65,27,91,3,436
UCL321001,0,3,3,0,0,0,0,3,0,11,0,0,0,0,3,3,0,0,0,8,22,49,46,42,44,48,27,77,9,354
UCL321002,0,0,3,5,4,3,0,4,0,13,0,0,0,0,0,0,0,0,3,8,7,21,20,27,27,21,16,25,3,164
UCL321003,0,0,4,0,6,3,0,0,0,18,0,3,0,0,3,3,0,0,3,16,11,42,27,40,52,43,22,46,10,282
UCL321004,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,9,11,20,14,27,40,25,15,37,8,185
UCL321005,0,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,6,6,17,25,18,23,49,42,35,65,6,280
UCL321006,0,3,0,0,7,7,0,0,0,19,6,0,0,0,4,0,0,0,7,21,23,29,39,41,54,59,31,73,9,359
UCL321007,0,0,3,4,0,4,0,3,3,27,0,0,0,0,0,0,0,0,3,7,6,9,18,43,31,32,9,29,5,175
UCL321008,0,3,0,0,5,4,3,6,5,23,0,0,0,4,10,0,3,3,10,28,18,31,37,45,119,86,51,129,15,539
UCL321009,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,6,14,8,33,22,24,41,34,21,63,11,262
UCL321010,0,6,3,5,6,4,3,0,0,25,0,6,0,0,3,3,0,3,3,22,24,50,47,66,136,116,50,110,3,606
UCL321011,0,0,0,3,0,0,0,3,0,14,0,3,0,4,3,0,0,3,0,15,12,34,29,36,51,38,21,45,3,273
UCL321012,0,3,0,3,4,0,3,0,0,15,0,0,0,0,0,3,0,0,6,17,12,30,48,52,91,56,51,55,10,400
UCL321013,0,0,0,3,9,0,0,6,0,18,0,0,3,0,0,4,0,0,0,11,18,44,24,34,47,62,53,91,6,380
UCL321014,0,4,0,0,3,0,0,0,0,12,0,4,0,0,0,0,0,0,4,7,7,29,11,20,32,23,10,24,5,165
UCL321015,0,5,0,0,0,3,0,6,0,10,0,3,0,3,0,0,3,0,3,10,17,45,37,56,45,41,20,51,7,321
UCL321016,0,3,0,5,3,6,5,3,0,27,0,3,3,0,3,0,3,0,10,32,24,34,32,55,99,61,38,70,16,417
UCL321017,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,3,3,22,28,43,36,61,59,72,27,88,9,437
UCL321018,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,3,0,0,4,6,9,13,20,32,11,16,10,36,5,153
UCL321019,0,0,3,3,0,0,3,3,0,16,0,4,0,3,3,6,0,3,0,15,20,69,40,78,69,80,34,90,3,478
UCL321020,0,4,0,0,7,0,0,8,0,18,0,0,0,0,0,0,0,0,0,4,21,31,39,25,51,46,38,57,3,308
UCL321021,3,0,3,0,3,7,0,3,0,14,4,4,4,0,0,0,0,3,0,16,33,38,45,44,94,72,30,92,3,456
UCL321022,0,9,0,0,4,0,3,0,0,14,0,4,0,0,0,0,0,0,3,10,18,42,38,38,65,34,13,37,7,291
UCL321023,0,0,0,0,3,0,3,3,0,8,0,0,0,0,3,0,0,0,0,13,19,27,26,44,69,36,22,69,0,315
UCL321024,0,4,3,3,0,3,0,3,0,19,0,3,0,0,3,3,0,5,0,15,10,42,29,34,48,58,29,44,3,294
UCL321025,0,3,0,3,3,0,0,3,0,18,0,3,0,0,0,3,0,4,0,20,19,36,22,40,55,55,36,65,7,337
UCL321026,0,0,0,0,4,0,0,0,0,7,0,0,0,3,3,3,0,3,3,15,11,18,17,32,41,35,29,44,7,226
UCL321027,0,0,3,0,3,0,0,0,0,6,0,0,3,3,0,4,0,3,0,12,10,33,34,54,78,52,26,53,0,343
UCL321028,3,4,0,0,0,4,3,4,0,19,0,3,0,3,0,3,3,3,8,27,19,35,43,51,37,67,47,156,10,466
UCL321029,0,0,0,0,3,0,0,0,4,8,0,3,0,3,4,3,0,0,3,12,17,26,29,45,45,40,19,29,9,254
UCL321030,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,9,9,17,21,30,41,30,20,33,3,198
UCL321031,0,7,0,0,0,0,0,0,0,6,0,0,5,3,3,0,0,0,0,10,14,64,49,48,72,47,31,45,3,362
UCL321032,0,5,7,3,7,11,3,6,0,49,3,5,3,3,4,6,0,10,8,41,44,109,103,131,137,118,59,134,12,843
UCL321033,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,7,12,30,29,42,54,28,17,40,4,253
UCL321034,0,0,0,3,5,3,0,0,0,19,0,0,0,3,0,7,0,0,0,13,13,39,33,52,70,71,32,84,6,386
UCL321035,0,0,3,0,3,3,0,3,0,18,0,3,0,4,3,4,0,9,12,36,21,61,53,62,78,57,27,69,24,462
UCL321036,3,0,3,0,0,4,0,0,0,12,0,0,0,0,0,6,0,3,0,7,17,41,36,36,88,74,30,73,4,404
UCL321037,0,3,3,0,3,3,3,3,0,21,0,0,0,3,3,5,0,0,0,12,21,44,34,44,77,49,39,62,0,373
UCL321038,0,0,0,3,3,0,0,0,0,8,0,0,0,4,0,0,0,0,3,14,6,55,36,44,54,61,27,45,9,337
UCL321039,0,3,3,0,3,0,0,3,0,14,0,0,0,0,3,0,0,0,3,12,9,34,29,44,52,40,28,52,3,292
UCL321040,0,3,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,5,0,7,19,45,47,39,56,58,32,60,4,353
UCL321041,0,3,3,0,3,3,0,3,0,20,0,0,0,0,3,3,0,4,3,14,13,51,56,79,66,73,30,56,9,430
UCL321042,0,3,0,0,0,0,0,0,0,8,0,0,4,5,3,0,0,5,5,20,17,49,37,56,54,54,17,63,6,353
UCL321043,0,0,3,3,0,0,0,3,0,13,0,0,0,4,3,4,0,0,3,20,8,31,31,49,49,43,22,49,3,294
UCL321044,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,6,14,7,44,20,43,39,26,11,50,11,250
UCL321045,0,0,0,3,3,0,0,3,0,17,0,0,0,0,8,0,0,3,0,18,3,33,21,36,64,53,19,45,3,282
UCL321046,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,3,0,4,0,9,18,37,22,26,23,26,30,127,8,309
UCL321047,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,0,0,0,3,9,8,33,22,25,35,33,31,31,7,226
UCL321048,0,6,0,3,4,10,0,5,0,37,3,4,11,3,3,8,0,9,14,57,46,107,98,110,124,150,74,189,18,917
UCL321049,0,0,0,0,8,0,0,0,0,15,0,3,3,5,7,4,0,0,3,19,14,34,37,42,38,24,23,37,3,261
UCL321050,0,5,4,0,3,4,0,0,0,15,0,0,0,0,3,3,7,0,6,20,19,55,46,55,69,71,51,83,14,454
UCL321051,0,0,3,0,3,5,0,3,0,16,0,0,0,0,0,0,0,0,0,9,4,34,24,33,49,55,22,43,4,255
UCL321052,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,4,0,3,8,14,12,38,28,31,51,38,22,42,9,269
UCL321053,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,6,8,14,20,21,25,18,3,19,7,139
UCL321054,0,0,0,3,4,0,5,0,0,13,0,0,0,3,7,0,0,0,5,12,9,15,16,31,53,27,26,24,3,212
UCL321055,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,3,12,9,39,26,27,47,58,29,30,8,266
UCL321056,0,3,0,0,0,4,0,0,0,12,0,4,0,0,0,0,0,5,0,10,20,33,24,45,59,31,27,34,3,286
UCL321057,4,3,0,13,15,3,0,5,0,45,0,0,0,0,0,0,0,0,8,8,4,3,9,42,91,24,3,20,8,208
UCL321058,0,3,3,0,4,0,3,0,0,16,0,0,0,0,0,0,0,0,3,9,8,29,16,16,27,32,26,31,15,200
UCL321059,0,0,0,0,0,3,0,0,0,7,0,3,3,3,0,0,0,0,4,11,10,31,38,42,44,30,24,46,4,270
UCL321060,0,8,0,0,3,4,0,0,0,18,0,3,0,0,3,3,0,0,9,21,15,43,36,51,80,103,33,124,21,511
UCL321061,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,10,14,32,25,71,47,35,24,53,3,305
UCL321062,0,0,3,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,3,7,3,3,14,14,32,11,4,12,9,104
UCL321063,0,3,0,3,5,4,0,3,0,18,0,0,0,0,3,0,3,3,6,18,14,53,29,63,56,52,44,133,12,456
UCL321064,0,3,0,0,4,3,3,4,0,15,3,4,0,3,0,5,0,3,3,20,10,37,34,37,54,47,29,40,4,301
UCL321065,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,3,3,15,10,17,22,27,43,28,19,82,9,255
UCL321066,0,7,5,8,0,3,0,4,0,24,0,3,0,0,3,0,0,5,6,22,18,72,59,64,58,81,34,102,6,492
UCL321067,0,0,0,0,5,0,0,4,0,5,0,0,0,0,3,0,0,0,0,3,11,37,22,28,57,40,20,50,5,260
UCL321068,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,24,19,24,34,36,12,45,3,204
UCL321069,0,5,0,0,0,3,3,3,0,16,0,0,0,0,0,0,0,0,3,6,0,32,20,36,32,58,22,30,3,227
UCL321070,0,0,3,0,0,4,0,0,0,8,0,3,0,0,0,3,0,0,6,14,12,61,59,61,52,46,49,58,8,415
UCL321071,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,11,18,32,23,28,26,31,23,40,5,232
UCL321072,0,0,0,0,8,8,0,6,0,20,0,0,3,0,4,0,0,3,3,20,13,57,44,60,101,59,29,70,15,445
UCL321073,0,6,3,8,8,0,0,4,5,34,0,0,0,3,0,0,0,0,9,19,3,22,8,33,27,30,10,23,25,186
UCL321074,0,0,3,3,0,5,0,0,0,18,3,0,0,0,0,3,0,0,6,14,24,41,42,64,82,80,32,45,16,425
UCL321075,3,0,0,0,4,0,0,3,0,13,0,3,3,3,0,3,0,3,3,18,14,53,42,48,48,43,28,40,6,314
UCL321076,0,3,0,0,4,0,3,0,0,13,0,3,0,0,7,3,0,0,3,18,5,25,27,33,76,36,37,33,3,277
UCL321077,0,0,0,0,0,4,0,3,0,13,0,4,3,0,4,0,0,0,3,12,11,31,26,36,55,45,28,36,3,280
UCL321078,0,0,3,3,3,0,3,0,0,13,0,0,0,0,4,4,3,4,3,20,19,36,25,43,68,63,32,62,11,356
UCL321079,3,0,0,3,0,0,4,7,0,23,0,4,0,4,0,4,0,0,3,20,23,36,35,51,54,50,56,94,3,405
UCL321080,0,0,0,0,0,0,3,0,0,6,0,3,0,0,4,0,0,0,7,13,19,36,34,41,67,54,28,56,10,342
UCL321081,0,4,0,4,3,0,0,0,0,9,0,0,0,5,8,4,0,0,0,17,10,29,24,43,71,53,28,73,5,330
UCL321082,0,5,0,3,3,0,0,0,0,15,0,0,0,3,0,6,0,4,3,19,12,31,35,52,89,71,46,72,3,414
UCL321083,0,0,4,4,3,3,0,3,0,14,0,0,0,0,0,0,0,0,3,7,0,18,12,14,24,27,24,21,6,149
UCL321084,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,6,0,8,8,9,6,14,33,21,23,104,0,221
UCL321085,0,0,0,4,0,5,0,4,0,17,0,0,0,0,3,0,0,0,0,13,18,33,29,31,49,55,35,54,3,302
UCL321086,0,0,0,0,3,0,0,3,0,13,0,0,0,6,6,0,0,7,17,34,13,25,6,48,91,71,50,102,27,440
UCL321087,0,0,0,8,5,5,3,3,0,24,0,5,0,3,4,0,0,3,8,25,32,56,64,90,134,104,77,107,9,672
UCL321088,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,3,0,12,5,25,27,26,20,21,17,22,0,170
UCL321089,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,3,0,0,0,11,13,37,29,32,35,35,21,55,0,253
UCL321090,0,3,3,3,6,0,0,0,0,20,0,3,4,4,0,0,6,4,4,32,26,51,56,53,96,56,54,81,5,487
UCL321091,0,7,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,8,9,54,26,43,39,51,34,49,12,318
UCL321092,0,9,3,3,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,61,6,17,30,36,5,16,3,184
UCL321093,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,8,11,33,22,38,34,39,37,68,0,297
UCL321094,0,0,0,0,3,0,0,3,0,11,0,0,0,0,3,0,0,4,3,16,12,23,13,24,52,58,18,85,12,305
UCL321095,0,0,0,4,0,0,3,4,0,12,0,3,0,0,0,0,3,0,4,14,7,38,27,39,19,23,14,53,13,235
UCL321096,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,8,9,11,24,19,18,46,46,19,68,8,268
UCL321097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,16,15,14,21,8,12,41,8,146
UCL321098,0,3,0,3,0,4,0,4,0,10,0,7,0,0,3,3,0,5,0,15,15,41,50,47,37,67,34,47,0,336
UCL321099,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,6,24,8,11,6,10,10,34,0,115
UCL321100,0,3,0,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,4,15,4,39,32,47,45,32,15,39,4,266
UCL321101,0,0,3,3,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,3,25,21,28,46,35,26,56,4,252
UCL321102,0,0,0,0,0,4,0,6,0,8,0,3,0,0,0,3,3,0,3,13,17,57,27,40,73,65,33,84,7,410
UCL321103,0,3,0,0,3,3,0,4,0,17,0,0,0,0,0,0,0,3,3,12,18,49,33,30,33,53,41,134,14,402
UCL321104,0,3,3,3,4,3,0,0,0,16,0,3,4,3,3,4,0,0,0,23,18,47,35,58,77,62,32,61,6,391
UCL321105,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,4,0,7,0,10,7,19,34,34,54,49,36,52,3,285
UCL321106,0,0,0,0,0,6,3,5,0,15,0,0,0,0,0,3,0,0,0,5,5,23,11,30,38,54,16,53,5,230
UCL321107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,12,29,25,31,43,23,52,5,228
UCL321108,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,3,0,3,0,11,6,26,20,49,81,60,36,58,4,342
UCL321109,0,0,3,3,3,3,0,3,0,18,0,0,3,3,4,3,0,0,0,16,13,48,38,76,63,58,34,65,5,404
UCL321110,0,4,5,3,0,6,0,3,0,24,3,7,0,0,5,0,5,3,0,21,38,74,45,83,100,78,63,88,4,571
UCL321111,0,0,0,0,0,3,3,0,0,13,0,0,0,4,0,3,0,3,3,20,14,48,48,59,68,39,32,63,10,391
UCL321112,0,0,0,0,4,0,5,3,0,12,0,0,0,0,3,3,0,3,3,20,7,20,20,32,51,42,25,42,3,250
UCL321113,0,0,0,4,3,0,7,0,0,11,0,7,0,4,0,0,0,0,3,14,10,24,28,45,56,31,24,37,10,259
UCL321114,0,0,0,0,3,6,3,0,0,15,0,3,0,0,3,0,0,0,4,17,24,25,21,48,69,79,37,108,11,419
UCL321115,0,3,0,3,3,0,0,5,0,16,6,3,3,3,0,6,0,3,0,25,24,57,51,50,33,47,22,56,3,344
UCL321116,0,0,0,0,4,0,0,0,0,6,3,0,0,3,0,0,0,3,0,15,19,37,27,39,47,42,26,48,4,289
UCL321117,0,3,3,0,10,3,6,0,3,35,0,0,0,0,0,0,0,0,0,4,5,20,16,23,67,23,9,24,13,193
UCL321118,0,3,0,6,3,0,0,0,0,17,0,3,4,0,8,0,0,0,0,11,5,14,20,38,55,42,22,30,5,236
UCL321119,0,3,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,12,12,26,14,22,41,20,8,40,0,191
UCL322001,0,4,0,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,0,12,12,23,9,28,34,31,22,29,3,184
UCL322002,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,8,16,12,16,28,24,18,64,3,201
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,7,10,8,16,6,22,0,90
UCL322004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,17,16,17,11,27,8,23,3,131
UCL322005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,6,12,20,21,12,28,0,112
UCL322006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,12,5,18,23,27,34,24,15,34,3,175
UCL322007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,15,15,10,4,9,3,82
UCL322008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,12,11,26,19,19,16,78,7,199
UCL322009,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,7,4,13,15,14,11,32,7,108
UCL322010,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,12,4,16,8,9,17,11,3,9,3,72
UCL322011,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,18,18,17,22,16,10,20,6,126
UCL322012,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,3,14,20,23,48,17,5,13,3,148
UCL322013,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,11,3,24,11,22,26,18,25,46,4,178
UCL322014,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,11,23,18,16,7,21,3,129
UCL322015,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,14,17,12,18,27,18,39,0,152
UCL322016,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,11,0,10,3,46
UCL322017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,9,10,14,9,14,9,6,24,6,100
UCL322018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,10,20,9,10,13,14,6,12,3,92
UCL322019,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,7,3,5,18,17,14,53,5,129
UCL322020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,6,8,0,3,11,4,53
UCL322021,0,5,0,3,3,7,0,0,0,16,0,3,0,0,9,3,0,0,3,23,11,18,16,26,50,32,20,24,3,207
UCL322022,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,3,4,3,4,5,4,0,15,15,9,20,3,77
UCL322023,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,10,17,16,15,17,8,3,23,4,126
UCL322024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,9,19,28,22,7,23,4,126
UCL322025,0,3,3,3,0,0,0,3,0,13,0,3,0,0,0,0,0,0,3,12,5,12,18,30,41,35,26,44,8,225
UCL322026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,4,19,3,12,8,54
UCL322027,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,13,7,9,8,3,12,0,72
UCL322028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,3,11,22,7,6,22,4,90
UCL322029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,3,6,9,11,0,17,4,57
UCL322030,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,19,5,17,25,17,12,18,0,116
UCL322031,0,5,0,3,3,13,0,3,0,28,0,0,0,0,0,0,0,0,0,3,3,3,10,19,13,47,3,23,0,119
UCL322032,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,3,0,0,0,7,0,15,11,19,10,22,9,16,0,104
UCL322033,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,11,10,9,9,10,25,23,8,19,0,115
UCL322034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,7,9,12,9,4,17,3,66
UCL322035,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,13,4,10,4,4,0,3,5,44
UCL322036,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,5,21,17,21,20,15,10,26,0,129
UCL322037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,19,14,18,14,25,11,36,4,147
UCL322038,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,9,11,12,12,27,25,21,16,20,3,151
UCL322039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,13,15,13,10,24,7,87
UCL322040,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,20,18,10,13,22,11,25,4,122
UCL322041,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,3,8,14,10,24,9,19,21,0,103
UCL322042,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,3,0,0,3,6,20,20,14,16,35,38,9,44,6,196
UCL322043,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,11,5,4,17,3,0,18,3,71
UCL322044,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,12,3,8,16,17,16,20,4,31,0,114
UCL322045,0,4,0,0,3,0,0,5,0,11,0,0,0,0,0,0,0,3,0,8,0,15,15,20,27,23,19,38,0,163
UCL322046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,6,6,11,10,14,10,20,0,87
UCL322047,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,15,16,16,20,27,9,31,5,147
UCL322048,0,3,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,12,4,45,13,28,28,28,18,18,0,198
UCL322049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
UCL322050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,7,3,20,18,13,9,61,0,141
UCL322051,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,10,0,14,11,12,24,18,11,24,0,120
UCL322052,0,0,0,0,4,0,0,8,0,8,0,4,0,0,0,0,3,0,4,15,6,16,8,13,21,16,13,18,9,125
UCL322053,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,13,12,27,5,3,3,64
UCL322054,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,8,8,4,16,15,19,12,27,5,121
UCL322055,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,3,8,0,11,17,8,20,12,10,26,3,116
UCL322056,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,12,4,10,11,14,28,24,16,29,0,142
UCL322057,0,3,0,0,0,5,0,0,3,14,0,0,0,0,0,0,0,0,0,0,3,11,3,5,17,23,0,5,3,77
UCL322058,0,0,0,3,3,0,3,4,0,7,3,0,0,0,0,0,0,0,4,8,9,27,13,30,35,31,22,34,3,200
