UCL_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL122039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,17,14,17,16,26,5,22,3,121
UCL122040,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,25,17,12,20,19,6,13,3,128
UCL122041,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,22,21,27,28,10,5,22,5,142
UCL122042,0,0,0,5,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,8,31,17,25,35,27,15,22,6,176
UCL122043,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,7,22,16,17,24,26,12,25,0,151
UCL122044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,5,18,10,6,28,20,9,18,6,119
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,11,4,15,9,3,3,0,62
UCL122046,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,8,0,9,8,7,13,13,3,22,9,89
UCL122047,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,7,8,3,30,13,13,22,33,6,18,7,144
UCL122048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,22,12,18,18,21,6,22,0,118
UCL122049,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,4,12,5,7,12,7,6,18,0,75
UCL122050,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,19,13,3,19,20,3,22,3,111
UCL122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,14,11,7,11,14,0,80
UCL122052,0,3,0,0,0,0,0,3,0,5,0,0,3,0,3,0,0,0,0,5,5,25,25,33,40,28,18,14,3,196
UCL122053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,11,23,14,19,3,14,3,100
UCL122054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,9,15,13,13,4,18,3,100
UCL122055,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,29,25,34,30,24,18,24,0,184
UCL122056,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,22,12,15,15,18,10,21,3,117
UCL122057,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,9,16,17,13,25,14,14,21,0,134
UCL122058,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,5,10,3,19,10,18,22,14,6,14,8,126
UCL122059,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,3,10,7,29,23,19,46,37,16,19,8,207
UCL122060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,10,7,30,13,14,36,21,17,8,12,153
UCL122061,0,0,0,0,4,0,0,3,0,5,0,0,0,0,3,0,0,0,0,6,10,28,21,26,43,20,11,19,3,171
UCL122062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,5,9,3,6,0,7,3,42
UCL122063,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,3,15,8,13,30,21,11,35,3,143
UCL122064,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,9,24,18,13,20,17,9,17,3,127
UCL122065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,11,12,12,10,4,11,3,73
UCL122066,0,0,0,0,3,3,0,3,0,5,0,0,0,3,0,0,0,0,0,3,17,24,9,23,42,56,27,51,0,252
UCL122067,0,0,0,0,3,0,0,0,0,7,0,0,3,0,3,0,0,0,0,5,8,21,38,25,36,26,9,20,0,179
UCL122068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,15,19,15,13,11,12,0,112
UCL122069,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,7,19,22,25,34,26,22,16,3,173
UCL122070,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,10,7,25,19,28,39,21,5,29,9,179
UCL122071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,12,9,3,22,3,59
UCL122072,0,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,3,30,28,22,21,15,17,18,0,154
UCL122073,0,3,0,0,0,7,0,3,0,17,0,0,0,0,3,0,0,4,0,9,4,38,18,22,34,34,11,47,0,210
UCL122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,6,8,7,9,14,0,65
UCL122075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,13,9,9,11,7,11,0,81
UCL122076,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,9,15,13,29,24,24,16,10,3,141
UCL122077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,11,16,5,4,4,0,66
UCL122078,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,13,20,21,31,12,22,0,129
UCL122079,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,10,7,17,18,19,4,15,0,101
UCL122080,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,6,15,18,20,22,6,3,16,4,115
UCL122081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,15,16,15,20,16,16,3,123
UCL122082,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,9,12,21,21,16,11,11,0,108
UCL122083,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,20,14,13,8,18,5,14,3,106
UCL122084,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,4,5,14,9,16,32,32,15,14,0,141
UCL122085,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,0,0,4,9,27,26,31,38,29,25,34,4,218
UCL122086,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,11,17,35,25,23,26,40,21,30,9,225
UCL122087,0,4,0,3,0,7,0,3,0,14,0,0,0,0,3,3,0,0,7,15,6,34,25,18,46,40,19,45,13,244
UCL122088,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,3,11,8,18,17,18,4,17,6,106
UCL122089,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,9,25,13,17,24,21,3,13,3,133
UCL122090,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,15,19,22,18,20,39,31,25,3,194
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,11,4,0,8,0,45
UCL122092,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,9,18,14,16,30,20,17,21,3,153
UCL122093,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,15,12,23,16,4,20,3,96
UCL122094,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,11,10,6,16,6,3,13,0,72
UCL122095,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,9,12,9,20,18,8,15,10,100
UCL122096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,12,11,12,0,3,0,61
UCL122097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,13,16,13,5,6,3,84
UCL122098,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,10,8,17,16,19,30,18,10,20,3,129
UCL122099,0,0,0,0,0,4,0,3,0,3,0,0,3,0,0,5,0,3,0,10,3,23,25,23,35,48,19,47,0,222
UCL122100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,17,13,14,19,23,12,10,7,114
UCL122101,0,4,4,0,0,3,0,0,0,16,0,0,0,0,0,3,0,0,0,4,5,20,19,11,23,32,14,24,4,148
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,15,10,24,24,25,16,37,7,161
UCL122103,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,11,19,17,22,30,24,11,10,4,140
UCL122104,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,11,8,20,16,20,10,17,0,97
UCL122105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,16,11,15,18,14,6,11,0,99
UCL122106,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,4,16,11,11,18,21,13,12,5,109
UCL122107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,15,7,4,6,6,6,80
UCL122108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,11,10,9,16,3,5,7,0,67
UCL122109,0,0,0,0,0,6,0,0,0,9,0,0,0,3,0,3,0,0,0,9,8,12,19,18,20,16,12,17,4,126
UCL122110,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,12,6,29,29,21,30,20,14,15,4,165
UCL122111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,18,12,8,14,20,10,11,3,95
UCL122112,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,8,9,7,8,8,24,0,91
UCL122113,4,0,0,3,3,0,0,3,3,13,0,0,0,0,3,4,0,0,0,11,4,28,30,25,42,51,16,41,3,235
UCL122114,0,0,0,3,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,6,7,21,17,18,33,38,15,27,3,169
UCL122115,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,3,3,11,9,12,3,14,30,16,12,20,13,116
UCL122116,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,0,0,3,0,3,0,26,19,19,27,32,20,28,0,163
UCL122117,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,3,12,6,12,8,5,5,11,0,67
UCL122118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,11,11,31,0,66
UCL122119,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,12,13,18,24,23,32,48,10,21,7,197
UCL122120,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,3,10,4,20,18,28,26,30,15,42,7,198
UCL122121,0,4,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,5,6,20,9,13,25,15,8,17,0,119
UCL122122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,12,12,8,20,10,9,8,6,88
UCL122123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,19,10,12,19,15,9,16,0,111
UCL122124,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,11,18,13,10,24,15,9,8,7,105
UCL122125,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,6,0,0,0,12,12,22,18,9,45,41,11,28,3,193
UCL122126,0,3,0,0,0,4,0,0,3,15,0,3,0,0,3,0,0,3,3,10,14,23,32,28,33,26,14,32,5,207
UCL122127,0,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,4,4,4,23,13,20,32,24,14,22,4,150
UCL122128,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,22,15,16,19,23,11,21,0,135
UCL122129,0,3,3,3,0,3,0,0,0,11,0,0,0,0,3,4,0,0,0,5,12,34,19,38,40,31,21,19,0,214
UCL122130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,15,15,28,17,14,17,0,125
UCL122131,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,7,26,17,35,33,32,25,40,3,227
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,0,7,10,0,8,0,46
UCL122133,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,5,13,11,11,33,23,16,21,0,129
UCL122134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,11,6,3,9,3,55
UCL122135,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,6,8,22,17,17,25,28,17,35,0,167
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,12,7,11,20,25,9,25,0,124
UCL122137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,11,16,17,0,12,3,71
UCL122138,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,3,19,19,16,18,20,9,21,4,133
UCL122139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,12,6,13,13,16,10,14,3,92
UCL122140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,5,13,21,24,23,40,78,3,209
UCL122141,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,19,12,17,23,5,9,9,3,95
UCL122142,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,3,0,10,4,8,6,20,20,15,6,15,0,101
UCL122143,0,0,0,0,3,0,3,0,0,8,0,0,3,0,0,0,0,0,0,11,9,29,21,23,33,28,18,29,3,197
UCL122144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,9,8,18,0,21,3,62
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11
UCL122146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,9,6,12,8,12,21,4,41,3,123
UCL122147,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,11,14,13,15,16,15,27,13,13,6,137
UCL122148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,15,16,21,7,9,16,0,101
UCL122149,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,4,8,4,14,13,18,6,21,3,80
UCL122150,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,7,28,19,28,23,25,13,34,0,184
UCL122151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,20,7,12,12,11,4,13,4,91
UCL122152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,7,13,4,10,0,63
UCL122153,0,0,0,5,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,9,5,24,17,23,32,18,5,17,3,143
UCL122154,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,6,15,17,7,3,19,0,81
UCL122155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,4,6,9,9,13,9,4,20,3,83
UCL122156,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,6,3,3,7,4,0,11,3,40
UCL122157,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,13,14,6,16,10,11,14,3,86
UCL122158,0,0,0,3,3,3,0,3,0,10,0,0,0,0,0,0,0,0,3,8,18,23,23,34,41,49,22,34,3,246
UCL122159,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,9,10,16,31,25,6,15,4,113
UCL122160,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,3,10,3,32,22,22,45,30,31,27,6,222
UCL122161,0,0,0,0,6,0,0,0,0,6,0,0,3,0,3,0,0,0,3,13,8,13,21,24,38,20,19,17,14,167
UCL122162,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,14,13,11,11,11,5,13,0,90
UCL122163,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,15,8,10,17,12,5,10,0,80
UCL122164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,15,26,16,9,19,6,22,0,122
UCL122165,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,25,20,28,31,33,15,12,3,162
UCL122166,0,3,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,11,14,28,23,38,38,16,11,35,5,200
UCL122167,0,0,0,4,3,0,0,3,0,11,0,0,0,0,5,0,0,3,3,13,16,32,18,24,43,51,17,45,3,248
UCL122168,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,3,21,8,8,19,16,8,8,8,84
UCL131777,227,1104,913,948,1634,1767,840,1744,121,9314,533,1217,868,843,1249,1712,618,1680,2519,11236,9613,29799,26294,29007,36538,42067,20374,55610,6089,255400
UCL179997,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,13,43,4,9,10,22,12,4,7,4,130
UCL199994,3,7,12,16,24,19,11,15,0,109,8,26,16,12,28,33,9,21,85,248,148,298,377,371,584,638,279,475,158,3331
UCL201001,1630,9243,7756,7914,14710,12995,6395,8589,787,70016,2689,9448,7897,7498,17414,17874,5833,10158,18524,97352,59484,231310,205760,212936,382559,403468,184434,263038,37293,1980273
UCL203001,68,374,250,312,484,471,216,274,34,2466,109,296,185,242,404,451,162,282,562,2688,2737,9810,7826,8386,12698,12628,6292,8492,1264,70130
UCL211001,19,71,53,77,140,117,80,66,13,637,22,52,35,39,102,116,47,62,117,586,625,1799,1508,2020,3179,2774,1708,2103,259,15964
UCL211002,50,218,137,190,285,212,142,152,14,1398,65,163,85,98,205,206,70,142,302,1330,1625,5693,4405,5109,7590,6786,3852,4980,702,40738
UCL211003,64,215,148,195,309,240,162,189,16,1526,54,163,91,126,234,210,82,160,273,1398,1758,5587,4293,5202,7944,6558,3783,4775,694,40593
UCL211004,20,92,69,87,184,195,86,127,14,868,34,100,64,96,256,246,80,95,253,1219,771,2291,1938,2497,5016,4530,1972,2549,500,22062
UCL212001,9,47,36,52,123,108,35,57,7,476,29,58,38,46,91,91,31,49,130,576,475,1617,1260,1647,2908,2303,1176,1738,280,13397
UCL212002,21,91,84,81,203,163,80,94,14,833,36,75,63,64,138,132,51,84,207,842,721,2206,1784,2368,3841,3458,1810,2249,416,18868
UCL212003,23,88,69,67,129,138,75,106,5,692,23,54,36,43,114,140,43,65,110,635,554,1958,1745,1928,3347,3385,1647,2219,261,17038
UCL212004,10,71,39,41,94,82,28,54,3,418,12,31,24,18,51,55,21,50,94,355,492,1432,1091,1283,2186,1867,1143,1532,179,11209
UCL212005,12,102,49,52,107,98,29,53,3,502,17,50,33,31,90,73,30,36,113,469,587,2074,1499,1865,2588,2331,1285,1618,248,14105
UCL213001,3,38,18,31,65,64,27,48,3,295,8,23,27,28,46,76,27,48,69,349,267,933,724,823,1366,1575,786,1170,145,7794
UCL213002,8,34,22,24,32,42,17,38,4,225,15,16,7,15,28,39,5,19,42,196,242,609,533,711,888,736,399,634,102,4853
UCL213003,0,26,17,21,40,23,17,29,0,167,4,31,13,14,38,24,7,18,67,231,196,721,540,674,1068,702,481,621,122,5127
UCL213004,3,31,32,31,52,42,31,43,0,255,17,27,16,20,28,39,14,34,52,238,187,643,471,558,849,847,492,650,97,4789
UCL213005,5,30,29,23,54,30,14,25,3,221,10,29,10,17,25,31,15,18,51,206,189,734,666,670,962,899,427,630,99,5268
UCL213006,7,32,15,24,76,38,20,30,0,250,12,24,9,14,36,38,15,35,68,248,266,712,530,716,1015,898,559,755,120,5560
UCL213007,11,41,29,45,64,68,31,32,4,329,6,27,24,17,39,28,8,30,64,246,297,927,721,891,1379,1187,637,843,134,7014
UCL213008,7,40,19,26,48,34,21,30,3,221,10,17,11,18,40,43,16,36,51,241,253,842,639,707,1264,1318,607,855,97,6581
UCL213009,8,32,34,19,52,44,14,35,0,235,11,22,15,3,32,35,8,20,38,187,234,705,664,691,1066,1062,506,615,81,5630
UCL213010,8,26,23,22,51,48,13,28,0,221,8,21,15,13,40,37,11,22,62,235,213,787,617,680,1123,853,425,536,122,5344
UCL213011,3,24,10,18,31,35,15,27,0,164,11,13,12,11,33,21,12,17,59,201,180,589,495,564,899,636,361,496,115,4331
UCL213012,9,58,34,40,46,45,21,25,3,271,12,33,24,26,40,42,12,46,58,291,326,1209,1084,1096,1207,1489,720,1142,134,8407
UCL213013,0,30,19,24,36,21,21,18,4,166,14,24,8,13,22,19,11,24,44,177,214,552,444,505,626,641,407,523,111,4023
UCL213014,6,27,24,29,35,41,17,24,3,212,0,18,17,15,37,32,13,26,51,200,245,726,602,664,941,966,534,860,103,5646
UCL213015,3,27,13,15,51,35,21,21,3,185,10,21,11,16,18,26,13,24,36,175,176,558,396,533,878,844,396,601,102,4483
UCL213016,7,36,27,39,45,47,20,36,0,257,11,47,27,24,24,57,18,34,54,288,328,1154,905,960,1155,1487,714,1295,117,8121
UCL213017,6,30,27,26,57,76,16,54,4,295,8,40,16,21,42,57,17,36,71,308,332,975,849,1086,1440,1344,660,942,164,7789
UCL213018,8,45,35,39,74,44,29,37,3,315,12,16,15,9,27,25,13,21,50,201,262,835,664,727,1044,982,612,892,94,6111
UCL214001,5,17,9,17,19,18,11,16,0,120,7,8,11,3,16,11,4,14,25,107,141,379,279,389,555,534,236,340,45,2903
UCL214002,7,27,14,15,23,28,18,18,3,133,6,19,12,15,31,24,11,13,24,154,169,421,370,470,687,584,340,371,57,3476
UCL214003,3,11,5,14,24,23,11,16,3,120,9,30,15,18,18,17,8,18,32,176,148,583,493,580,555,602,316,405,62,3737
UCL214004,0,10,7,4,19,13,7,9,0,64,13,10,4,5,12,14,8,8,23,108,102,212,180,244,354,308,239,267,49,1954
UCL214005,0,4,0,0,5,6,3,3,0,24,0,0,0,3,3,3,3,3,3,23,16,48,53,44,78,92,49,45,8,438
UCL214006,3,25,20,23,17,23,21,22,0,149,0,22,16,12,24,24,11,28,25,158,173,630,507,503,683,823,493,812,57,4674
UCL214007,6,21,15,12,31,39,20,21,4,169,11,6,12,11,17,18,9,10,24,113,192,512,408,519,645,658,366,445,69,3818
UCL214008,6,19,18,17,40,40,20,18,0,187,13,24,12,22,35,37,15,18,49,219,160,488,445,461,623,607,351,489,102,3725
UCL214009,3,11,4,7,9,16,0,6,0,59,4,14,11,10,8,4,9,17,16,93,98,261,211,262,263,292,165,239,40,1832
UCL214010,3,14,5,12,22,15,15,23,4,111,7,12,12,11,29,20,13,11,26,136,117,345,305,297,496,525,315,414,62,2877
UCL214011,4,17,6,11,16,24,17,16,4,113,4,7,0,3,22,10,5,3,24,79,124,257,228,308,426,360,224,266,48,2233
UCL214012,3,8,9,6,11,9,3,18,0,71,7,8,9,10,3,7,0,9,32,87,137,297,230,282,296,247,132,285,61,1961
UCL214013,0,9,9,6,8,10,15,17,0,80,4,9,8,13,14,12,3,4,19,81,98,289,223,281,315,308,228,270,37,2041
UCL214014,7,11,13,5,27,11,7,10,3,86,3,6,10,14,22,24,11,7,26,117,100,353,305,338,483,352,176,250,62,2420
UCL214015,3,19,6,6,11,9,4,12,0,65,6,10,9,8,11,14,4,7,15,103,110,325,266,289,324,390,138,246,37,2131
UCL214016,5,8,13,6,10,19,11,19,0,89,4,14,15,3,13,17,0,14,27,101,86,302,233,296,470,370,167,244,55,2225
UCL214017,0,12,8,10,5,17,4,11,0,60,4,11,9,5,10,17,3,4,14,79,100,247,217,279,346,468,192,276,52,2170
UCL214018,0,16,10,9,48,53,19,21,3,181,3,20,18,12,42,44,17,25,40,223,150,426,384,437,818,828,366,538,87,4029
UCL214019,4,26,15,18,23,28,18,8,0,140,7,20,11,8,15,20,5,5,30,117,159,456,362,404,453,395,187,246,59,2731
UCL214020,0,21,15,10,16,22,10,25,0,115,10,6,5,9,18,16,4,6,25,101,153,367,316,339,467,486,225,381,60,2792
UCL215001,0,0,3,0,0,0,0,0,0,9,0,3,3,0,3,3,6,0,3,19,14,92,84,74,58,77,35,62,8,508
UCL215002,0,7,3,7,0,0,0,8,0,28,0,3,3,3,5,6,3,0,13,43,45,112,92,133,165,184,89,104,17,943
UCL215003,3,4,10,0,3,4,0,12,0,36,0,12,5,0,9,11,0,6,6,45,51,168,138,158,165,206,91,148,23,1149
UCL215004,0,0,0,5,3,0,0,0,0,8,0,3,3,0,0,5,3,3,0,19,54,104,85,97,72,89,29,90,6,617
UCL215005,3,3,0,7,8,3,6,0,0,27,3,8,4,8,5,11,0,9,7,50,39,94,108,115,178,150,78,125,15,905
UCL215006,3,3,0,3,3,7,4,3,0,33,0,8,0,0,3,10,0,7,7,39,56,160,110,159,142,173,90,132,20,1034
UCL215007,3,15,7,10,16,28,13,15,0,105,3,14,12,10,15,25,10,5,24,109,111,264,247,258,392,471,246,311,47,2334
UCL215008,0,7,0,3,3,4,3,8,0,32,3,3,3,3,12,5,4,3,5,41,32,97,74,111,180,133,98,135,18,870
UCL215009,0,0,0,0,4,3,0,0,0,10,0,3,3,0,4,4,0,3,6,22,17,49,39,58,54,47,21,31,11,330
UCL215010,0,4,9,6,5,10,4,9,0,44,0,4,3,9,6,10,4,9,11,56,45,161,116,130,140,191,92,207,24,1113
UCL215011,0,0,3,0,3,3,3,3,0,18,3,3,0,3,3,0,3,4,4,18,21,55,37,48,58,49,38,40,9,346
UCL215012,0,5,0,4,3,10,5,3,4,34,3,6,3,0,8,6,4,6,8,39,61,180,165,201,179,219,110,166,30,1295
UCL215013,0,3,0,3,7,11,4,7,0,37,0,6,3,4,13,12,5,11,11,68,30,59,61,99,199,202,93,119,23,883
UCL215014,0,3,4,0,4,7,0,3,3,29,0,0,3,4,5,16,3,0,7,39,19,76,66,61,129,131,61,83,13,632
UCL215015,0,3,0,4,3,6,3,6,0,26,3,6,3,0,6,0,0,7,5,40,48,145,110,129,152,125,96,136,12,947
UCL215016,6,7,7,7,11,9,3,10,0,59,5,11,8,5,15,9,3,11,13,84,68,182,164,199,335,294,166,218,37,1654
UCL215017,3,9,4,0,11,16,3,3,0,51,6,3,3,0,7,3,3,3,7,33,39,108,84,105,126,158,82,128,19,851
UCL215018,0,11,5,0,6,7,4,6,0,49,3,8,3,4,9,5,3,6,14,45,54,169,141,147,165,186,107,164,28,1153
UCL215019,3,3,3,0,4,0,3,0,0,19,3,4,3,5,0,3,0,3,9,23,48,105,88,119,107,117,65,83,18,755
UCL215020,0,0,0,3,0,3,3,4,0,18,0,0,3,0,0,0,0,4,8,13,20,69,46,57,56,68,42,67,11,437
UCL215021,0,7,0,4,7,4,3,0,0,20,4,0,3,3,6,0,0,3,8,29,28,60,53,81,112,78,44,67,17,538
