UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL521011,0,3,0,4,0,0,7,0,0,0,0,3,0,0,0,3,0,7,6,5,3,3,0,0,31,3,9,8,15,7,0,3,0,48,13,28,31,25,12,7,0,0,113,7,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,9,21,33,32,31,12,7,0,0,133,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,3,3,29,25,59,52,60,30,18,10,3,246
UCL521012,0,3,6,0,0,0,10,0,4,3,0,0,0,0,0,5,0,0,7,8,3,3,0,0,28,0,3,3,3,7,4,0,0,22,10,28,11,15,19,12,3,0,92,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,6,13,31,10,23,18,10,3,0,109,0,0,0,0,0,3,0,0,7,9,3,9,16,16,14,3,3,70,20,39,31,53,54,37,5,4,239
UCL521013,0,3,3,0,0,0,6,0,0,0,5,0,0,0,0,10,0,11,7,13,3,4,0,0,42,7,0,3,17,7,3,0,0,40,20,18,24,29,12,9,3,0,109,5,0,0,0,0,0,0,0,13,0,0,3,3,0,3,0,0,15,31,17,26,33,12,15,3,0,135,0,0,0,0,0,0,0,0,0,7,3,7,11,3,4,4,0,36,41,36,49,79,26,27,10,0,268
UCL521014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,3,0,0,0,27,0,3,0,7,4,3,0,0,19,11,11,8,25,21,8,4,4,87,3,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,14,10,15,15,24,25,9,3,4,103,0,3,0,0,0,0,0,0,3,4,17,12,11,8,14,14,0,76,18,55,29,44,46,30,19,3,236
UCL521015,4,0,0,0,0,0,10,0,0,4,3,0,0,0,0,6,0,10,15,12,9,3,3,0,55,3,4,9,14,10,3,9,0,50,12,38,38,36,25,18,3,0,170,3,0,3,0,0,0,0,0,7,0,3,8,3,0,4,0,0,21,19,40,47,36,26,16,6,0,195,0,0,3,0,0,0,0,0,3,15,9,12,7,7,9,8,3,73,30,67,87,79,67,43,23,7,394
UCL521016,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,9,7,7,3,0,0,0,22,0,7,10,8,10,9,3,0,51,8,18,29,23,18,9,4,0,115,6,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,11,14,23,26,32,25,11,4,0,131,0,0,0,0,0,0,0,0,0,20,10,16,21,22,23,6,0,127,31,51,62,65,61,42,16,0,336
UCL521017,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,9,4,0,10,9,3,0,41,0,5,4,9,5,3,0,0,26,7,24,17,17,15,6,4,0,101,6,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,10,16,28,17,17,20,14,4,0,112,0,3,0,0,0,0,0,0,6,12,11,13,13,16,7,10,8,91,31,51,43,44,49,33,17,13,285
UCL521018,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,16,12,5,3,0,0,0,46,3,3,7,3,10,5,3,0,31,14,30,23,19,20,14,3,0,126,3,0,3,3,0,3,0,0,12,0,0,0,0,6,0,0,0,10,20,36,21,23,23,16,3,0,140,0,0,3,0,0,0,0,0,3,7,10,3,11,21,13,11,7,83,27,66,55,45,54,38,21,8,313
UCL521019,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,29,12,3,3,3,0,0,53,4,10,11,3,3,3,5,0,32,11,37,23,4,20,0,3,0,97,6,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,15,15,41,31,7,20,0,4,0,124,0,0,0,0,0,0,0,0,3,7,9,15,6,8,0,5,3,52,27,89,69,25,35,12,8,4,274
UCL521020,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,18,16,4,6,9,0,0,63,0,5,5,4,11,12,0,0,39,7,8,22,18,25,21,3,3,114,10,0,4,0,4,0,0,0,16,3,3,3,0,3,0,0,0,17,13,11,33,21,34,29,3,3,154,0,0,0,0,3,0,0,0,4,4,6,15,5,3,17,12,5,71,27,52,69,46,60,66,15,7,341
UCL521021,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,4,4,5,0,0,25,0,0,4,4,5,11,0,0,27,0,13,19,25,41,27,7,0,132,0,0,3,0,6,0,0,0,10,0,0,0,3,6,3,0,0,6,3,15,23,29,53,27,7,0,153,0,0,0,0,3,0,0,0,4,3,0,3,10,10,19,3,0,49,8,21,33,57,74,59,10,0,267
UCL521022,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,12,24,16,7,9,0,0,63,0,6,14,6,6,6,0,0,40,3,35,28,21,14,18,3,0,131,0,3,0,0,0,0,0,0,5,3,0,0,3,5,3,0,0,13,11,38,34,24,24,21,3,0,151,0,0,5,0,0,0,3,0,11,6,9,8,7,15,11,9,0,68,11,62,83,66,51,47,18,3,342
UCL521023,3,3,6,3,0,0,17,0,3,8,4,4,0,0,0,20,0,27,33,35,26,5,3,0,126,3,5,13,8,18,3,3,0,56,8,12,11,21,23,6,0,0,78,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,0,14,9,16,15,23,27,9,0,0,92,0,0,0,0,0,0,0,0,0,16,8,13,17,15,5,3,0,74,22,57,84,95,94,29,12,0,391
UCL521024,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,7,3,7,0,0,0,26,0,3,0,8,3,3,3,0,19,12,18,11,9,14,4,0,0,70,0,3,0,0,4,0,0,0,11,0,3,0,0,3,0,0,0,7,13,31,15,14,17,6,0,3,95,0,0,0,0,0,0,0,0,3,8,10,10,14,8,3,3,3,66,22,55,28,38,35,21,5,8,217
UCL521025,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,9,5,5,0,4,0,0,19,0,3,0,7,3,7,0,0,15,3,16,9,4,16,14,3,0,65,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,8,20,9,4,21,9,3,0,78,0,0,0,0,3,0,0,0,7,13,3,14,10,15,12,7,9,84,26,35,28,32,46,32,14,8,216
UCL521026,3,0,8,0,0,0,20,0,3,0,0,6,0,0,0,15,8,37,14,15,12,5,0,0,91,4,15,8,6,7,3,0,0,48,9,25,14,15,16,10,0,0,81,0,0,4,3,0,0,0,0,8,3,4,8,4,5,0,0,0,28,16,33,26,17,24,10,0,0,126,0,0,0,0,0,0,0,0,0,80,97,56,38,33,22,4,3,338,116,190,107,78,94,36,10,3,627
UCL521027,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,9,18,7,7,0,0,0,48,6,16,13,13,5,3,0,0,50,16,26,32,34,18,5,0,0,135,0,0,3,0,0,0,0,0,11,0,3,4,0,0,0,0,0,11,15,26,41,34,26,4,0,0,160,0,0,3,0,0,0,3,0,6,0,0,6,10,0,0,0,0,25,25,55,85,73,35,11,3,0,289
UCL521028,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,7,9,5,7,6,0,0,32,0,5,9,5,10,4,6,0,49,3,31,11,17,28,11,3,0,102,3,3,0,0,0,0,0,0,9,0,3,4,0,0,3,0,0,12,3,35,16,20,27,12,3,0,121,0,0,0,0,3,3,0,0,8,4,10,6,11,15,20,3,0,71,14,56,50,40,61,48,12,3,279
UCL521029,0,5,0,3,0,0,9,0,0,3,0,0,0,0,0,4,3,5,14,14,4,7,3,0,50,0,6,14,10,13,0,0,0,53,14,27,30,49,26,6,0,0,150,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,0,0,16,11,30,32,56,30,9,0,0,176,0,0,0,3,0,0,0,0,4,10,4,10,20,11,6,3,0,71,24,52,76,110,63,29,12,3,370
UCL521030,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,12,8,3,0,0,0,0,23,4,7,11,6,3,0,0,0,31,14,37,26,22,18,10,4,0,122,3,4,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,16,43,30,21,18,10,4,0,141,0,0,0,0,0,0,0,0,0,23,44,26,27,14,3,0,0,136,41,97,75,60,40,16,4,0,336
UCL521031,3,0,3,0,0,0,6,0,3,0,0,0,0,0,0,5,3,11,3,5,4,0,5,0,29,0,3,5,8,9,6,3,0,34,10,21,11,22,17,10,11,3,106,0,3,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,8,10,24,18,25,22,18,11,3,118,0,0,0,0,0,0,4,0,8,22,4,10,14,17,19,18,18,122,38,42,43,54,51,43,33,18,325
UCL521032,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,9,4,32,12,19,9,4,4,5,83,4,7,8,8,12,9,0,0,49,15,31,30,24,21,9,8,3,140,0,0,0,0,3,0,0,0,6,4,0,0,3,4,0,0,0,16,18,34,30,35,26,13,6,3,163,0,0,4,0,0,0,3,0,10,11,24,10,26,25,29,24,16,153,32,102,68,80,71,51,37,21,466
UCL521033,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,15,8,5,5,0,0,0,38,4,8,3,0,4,0,3,0,20,4,16,23,15,10,8,3,0,82,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,5,6,22,26,15,14,11,3,0,89,0,0,0,0,0,0,0,0,0,7,9,14,10,6,8,8,4,64,19,58,45,36,25,18,14,3,218
UCL521034,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,8,7,9,6,9,0,0,41,3,6,6,0,14,9,0,0,42,6,13,17,17,34,22,13,4,126,3,0,0,0,0,0,0,0,9,0,3,0,0,5,0,0,0,12,8,17,18,19,45,22,10,5,144,0,11,0,0,0,0,0,0,24,3,8,9,14,13,24,15,8,97,22,52,42,42,78,65,33,12,345
UCL521035,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,10,0,6,3,3,0,0,0,0,12,0,10,8,7,7,0,0,0,27,4,7,9,15,9,9,0,0,55,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,7,9,12,8,10,11,9,0,0,65,0,0,0,0,0,0,0,0,4,17,32,25,22,16,15,6,3,126,22,70,47,46,36,20,6,3,247
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,5,3,0,0,0,0,27,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,19,9,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,14,12,3,6,3,5,0,0,41,18,31,13,7,3,7,0,0,81
UCL521037,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,9,0,0,7,11,3,3,0,0,30,0,3,6,15,9,5,0,0,46,3,17,24,34,30,8,0,0,119,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,10,6,20,22,37,32,8,0,0,131,0,0,0,0,0,0,0,0,0,13,8,12,17,14,4,3,0,63,22,32,58,84,58,24,3,0,286
UCL521038,0,5,0,0,0,0,8,0,0,0,3,3,0,0,0,6,0,9,4,6,4,3,0,0,28,0,6,7,9,4,0,0,0,31,0,17,6,13,10,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,16,6,13,11,0,0,0,45,0,0,0,0,0,0,0,0,0,21,28,24,30,21,11,3,5,136,18,63,44,59,43,22,3,5,259
UCL521039,0,0,3,0,0,0,4,0,3,3,0,0,0,0,0,6,3,9,6,5,3,0,0,0,24,0,0,3,7,3,0,5,0,17,6,7,14,5,12,6,3,0,54,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16,5,12,9,12,5,3,0,65,0,0,0,0,0,0,0,0,0,5,8,8,13,21,6,10,3,63,27,28,33,25,41,13,16,6,191
UCL521040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,3,4,4,0,0,26,0,10,7,16,8,3,0,0,43,13,19,27,30,22,13,5,0,134,0,0,0,0,0,0,0,0,4,0,0,3,4,5,3,0,0,22,19,24,27,31,28,18,4,0,152,0,0,0,0,3,3,0,0,8,18,8,10,16,19,6,3,0,79,36,45,56,67,61,35,16,0,318
UCL521041,4,3,0,0,0,0,8,0,0,0,5,0,0,0,0,13,4,9,17,9,16,8,0,0,65,4,9,18,12,20,3,0,0,70,37,43,44,61,51,24,8,7,279,12,3,4,6,0,0,0,0,25,5,0,5,7,4,0,0,0,22,54,49,54,82,59,22,8,7,328,0,0,0,0,4,0,0,0,9,30,17,21,23,18,15,3,7,129,95,84,112,138,113,47,17,10,608
UCL521042,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,7,0,3,8,8,8,5,3,0,39,0,0,5,5,12,11,3,0,31,3,12,10,20,21,11,4,3,77,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,5,7,10,14,26,21,11,8,3,90,0,0,0,0,0,0,0,0,3,4,8,4,11,15,13,9,3,66,13,20,34,51,57,45,22,8,240
UCL521043,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,3,9,6,3,0,0,23,0,0,0,3,4,3,0,0,12,0,10,3,16,20,15,0,3,69,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,6,3,13,3,21,21,15,3,3,79,0,0,0,0,0,0,0,0,3,5,9,3,17,18,17,6,0,74,11,28,14,51,53,40,9,3,205
UCL521044,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,5,7,3,0,0,0,21,0,6,8,5,3,3,0,0,29,12,36,31,25,19,14,7,3,145,3,0,3,3,0,0,0,0,13,0,3,3,3,0,6,0,0,23,20,41,39,30,23,16,11,3,179,0,0,0,0,3,3,0,0,9,6,14,17,11,7,8,5,3,72,32,65,72,55,42,36,18,6,319
UCL521045,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,12,7,3,6,3,0,37,0,4,0,4,14,3,9,3,34,10,10,10,27,29,18,3,0,109,0,0,4,0,4,0,0,0,10,0,0,3,3,0,0,0,0,7,11,10,14,30,34,25,3,0,130,0,0,0,0,0,0,0,0,4,6,0,11,13,26,16,22,18,120,24,24,40,54,71,52,39,20,333
UCL521046,5,8,3,0,3,0,24,0,4,3,3,8,3,0,0,26,0,12,12,23,17,21,10,3,104,0,3,12,12,23,5,8,3,67,5,28,21,29,12,12,10,0,116,0,0,4,0,0,0,0,0,3,0,5,7,7,5,3,3,0,28,8,26,22,35,18,19,14,0,148,0,0,0,0,5,0,0,0,3,9,7,8,11,10,13,9,3,76,23,53,63,99,85,62,45,9,444
UCL521047,3,0,0,0,0,0,8,0,0,3,3,0,0,0,0,11,3,27,9,8,7,0,0,0,54,0,7,10,5,9,4,0,0,38,12,39,44,31,29,5,3,0,163,3,3,0,0,0,0,0,0,7,4,4,7,0,7,0,0,0,13,17,47,53,28,33,5,3,0,190,0,0,0,0,0,0,0,0,0,17,22,19,28,36,7,3,0,121,42,101,93,77,84,15,8,0,425
UCL521048,3,0,3,0,0,0,8,0,4,3,0,0,0,0,0,7,0,14,9,7,0,0,0,0,38,0,14,8,7,4,0,0,0,33,10,53,48,42,18,0,0,0,168,3,3,0,0,0,0,0,0,7,0,4,5,3,0,0,0,0,11,15,55,52,45,18,0,0,0,188,0,0,0,0,0,0,0,0,0,7,10,14,12,6,0,0,0,39,22,101,93,70,29,0,0,0,318
UCL521049,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,4,0,12,3,9,9,6,0,0,39,3,6,6,5,14,8,0,0,42,3,16,18,17,8,6,3,3,88,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,6,16,24,25,8,8,9,3,98,0,0,0,0,0,0,0,0,3,12,12,17,8,14,11,7,3,75,20,45,49,48,45,37,17,4,278
UCL521050,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,4,7,0,0,27,0,4,9,8,8,3,4,0,37,3,15,12,10,31,31,3,0,106,0,0,0,4,4,0,0,0,8,0,0,3,3,3,0,0,0,12,3,12,16,16,39,32,3,0,124,0,0,0,0,0,0,0,0,5,19,8,10,14,22,25,15,3,115,24,30,36,47,77,66,26,10,310
UCL521051,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,9,0,3,4,7,3,0,20,0,0,0,5,14,5,0,0,33,3,10,8,23,12,12,4,0,72,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,5,5,10,8,23,20,12,8,0,82,0,0,0,0,0,0,0,0,4,8,4,5,9,26,17,20,8,95,9,23,18,42,59,47,30,7,237
UCL521052,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,14,0,4,6,0,0,0,0,0,20,3,6,4,4,9,6,0,0,38,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,6,10,11,9,8,6,0,0,49,0,0,0,0,0,0,0,0,0,20,14,22,19,17,12,9,0,105,29,29,42,34,28,15,10,0,188
UCL521053,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,11,3,16,23,11,11,5,0,0,67,4,9,15,24,11,6,3,0,73,21,44,61,60,36,19,3,0,260,4,3,0,0,0,0,0,0,11,0,3,3,10,5,3,0,0,37,31,52,70,73,51,25,3,0,305,0,3,0,0,0,0,0,0,4,21,9,26,24,9,8,3,0,106,61,84,141,141,82,47,10,0,572
UCL521054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,0,3,0,0,26,0,3,7,8,0,3,0,0,20,12,21,17,19,12,5,0,0,93,0,3,0,3,0,0,0,0,6,0,0,3,3,0,0,0,0,11,11,28,15,26,21,5,3,0,108,0,0,0,0,0,0,0,0,3,9,10,5,19,11,11,10,7,86,23,50,37,63,30,21,14,14,251
UCL521055,3,4,7,6,3,0,23,0,4,3,3,4,0,0,0,17,0,6,3,10,10,12,4,0,54,3,6,3,11,11,18,14,0,62,14,30,19,24,35,28,10,3,157,3,0,0,0,0,0,0,0,5,0,0,0,3,3,8,0,0,16,14,31,18,26,38,42,10,3,183,0,0,3,3,3,0,0,0,9,12,14,4,23,26,24,18,3,119,32,60,45,80,97,104,48,8,469
UCL521056,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,4,7,3,3,0,0,0,21,0,0,0,4,0,0,0,0,11,3,6,8,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,11,6,13,9,3,10,0,0,0,45,0,0,0,0,0,0,0,0,0,29,19,19,7,9,6,3,0,87,45,38,36,21,21,12,3,0,171
UCL521057,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,9,4,13,8,3,3,3,0,0,36,0,9,0,5,11,3,0,3,33,12,39,26,15,15,11,4,0,116,0,3,0,3,0,0,0,0,8,0,3,3,0,0,0,0,0,11,14,43,27,20,14,11,4,0,134,0,0,0,3,3,0,0,0,8,4,4,6,9,7,4,7,3,56,25,73,54,42,49,22,7,10,280
UCL521058,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,3,5,3,3,4,0,22,0,3,13,9,3,3,3,0,33,5,14,15,26,29,14,8,3,112,4,0,0,6,0,0,0,0,7,0,0,0,5,5,3,0,0,12,9,19,19,36,32,16,13,3,130,0,0,0,0,0,0,0,0,3,6,3,8,13,10,13,5,0,59,14,30,52,58,49,37,21,3,267
UCL521059,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,3,5,8,3,0,0,0,25,3,8,14,10,6,8,3,0,55,21,27,27,34,25,19,5,0,154,3,4,4,7,3,0,0,0,21,0,3,0,0,4,0,0,0,11,27,34,33,46,31,15,10,0,193,0,0,3,3,0,0,0,0,8,11,11,16,18,15,10,8,0,90,41,62,75,81,62,33,23,3,378
UCL521060,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,5,0,10,7,4,9,0,0,0,32,0,6,9,0,3,0,0,0,18,0,15,8,17,9,8,0,0,53,3,5,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,8,3,19,9,17,17,8,0,0,71,0,0,0,0,0,0,0,0,0,14,14,16,15,7,13,0,0,84,14,45,49,36,30,23,3,0,217
UCL522001,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,7,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,3,0,0,0,23,0,0,0,0,0,0,0,0,3,29,26,37,26,9,5,3,0,130,30,39,42,29,12,8,3,0,168
UCL522002,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,3,8,8,4,0,27,0,3,4,3,10,4,4,0,38,0,5,11,4,14,9,6,0,42,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,9,0,8,12,5,21,8,6,0,60,0,0,0,0,0,0,0,0,3,3,3,3,0,10,5,4,0,31,7,19,24,14,42,29,18,5,159
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,14,0,0,4,0,0,0,0,0,6,5,8,5,3,0,0,0,0,23,7,3,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,17,13,8,9,6,0,0,0,43,0,0,0,0,0,0,0,0,0,9,8,10,10,6,4,5,0,52,26,24,30,19,11,4,3,0,124
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,3,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,3,12,6,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,14,15,4,4,0,3,0,0,40,19,26,6,8,0,4,0,0,67
UCL522005,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,6,0,8,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,10,8,7,4,9,0,4,0,0,28,3,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,11,9,4,12,0,4,0,0,38,0,0,0,0,0,0,0,0,0,13,8,13,5,0,0,0,0,45,26,28,20,22,7,3,4,0,112
UCL522006,0,7,3,3,0,0,18,0,0,0,0,0,3,0,0,6,0,3,10,14,15,10,0,0,67,3,0,3,7,8,5,4,0,39,11,5,7,21,9,10,3,0,63,4,0,0,0,0,0,0,0,6,0,3,3,5,0,3,0,0,16,14,11,11,21,9,11,8,0,86,0,0,0,0,0,0,0,0,0,6,0,0,9,6,4,3,0,33,24,16,32,69,44,36,14,7,235
UCL522007,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,0,3,3,3,0,0,18,0,3,0,3,0,0,0,0,9,0,8,3,12,10,4,7,0,49,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,6,3,11,6,12,11,8,12,0,54,0,0,0,0,0,0,0,0,0,0,8,0,3,12,3,3,0,31,8,24,10,22,27,8,18,0,120
UCL522008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,8,3,7,10,5,8,4,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,7,7,10,12,4,3,0,51,0,0,0,0,0,0,0,0,7,5,8,3,5,13,3,4,3,45,14,18,17,20,29,8,9,3,117
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0,0,17,13,21,17,11,16,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,21,19,11,14,0,3,0,81,0,0,0,0,0,0,0,0,0,9,6,7,10,10,3,3,0,36,23,28,27,27,24,10,3,0,140
UCL522010,3,3,0,0,0,0,5,0,0,4,0,0,0,0,0,6,0,9,11,8,7,7,0,0,44,3,0,9,3,10,11,0,0,39,3,12,5,7,9,3,0,0,40,3,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,4,8,12,9,15,4,5,0,0,51,0,0,0,0,0,0,0,0,0,3,0,4,5,12,23,17,14,89,16,24,39,33,39,41,22,14,234
UCL522011,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,6,0,5,3,0,0,20,0,3,3,3,5,3,0,0,18,4,15,3,9,13,7,0,0,43,5,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,4,17,3,8,13,6,0,0,55,0,3,0,0,3,0,0,0,3,7,3,0,11,10,0,0,3,34,14,28,17,27,37,14,3,3,135
UCL522012,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,10,0,3,0,10,3,9,0,0,22,3,10,15,19,14,7,5,0,80,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,16,22,24,14,8,5,0,82,0,0,0,0,0,0,0,0,0,3,0,3,9,6,0,3,0,32,9,20,29,43,22,18,5,3,153
