UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL315024,0,10,3,18,6,6,0,3,0,46,16,6,6,32,18,3,0,4,3,86,21,16,104,55,26,28,27,37,8,320,0,0,3,3,3,5,0,6,0,17,0,3,3,4,7,9,4,0,0,31,0,0,3,3,0,0,0,0,0,11,0,4,0,5,0,6,3,3,0,23,55,137,130,124,74,69,33,59,12,702
UCL315025,3,9,0,3,0,0,0,0,0,14,5,4,5,14,11,3,3,4,0,44,6,6,56,25,11,4,13,21,0,145,3,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,23,55,69,52,34,16,18,38,3,307
UCL315026,0,3,0,5,0,0,0,0,0,10,3,0,3,5,11,0,0,3,0,22,20,3,47,19,22,10,23,26,3,166,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,3,0,12,28,27,55,48,36,13,31,29,5,272
UCL315027,5,15,3,11,4,0,0,0,0,37,18,11,13,21,10,6,5,0,0,82,19,12,101,27,14,7,13,17,3,209,0,3,4,4,3,0,0,0,0,15,3,3,0,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,3,7,3,5,5,0,3,0,27,75,181,135,80,74,33,18,25,10,621
UCL315028,0,0,0,3,3,0,0,0,0,8,3,0,0,3,3,0,0,0,0,8,0,3,4,14,3,3,0,3,0,31,0,0,0,3,0,0,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,10,35,6,33,11,3,0,8,5,116
UCL315029,0,5,3,5,3,0,3,0,0,22,3,9,3,7,4,0,3,3,0,37,10,6,163,6,31,5,103,26,0,358,0,0,0,3,0,0,3,3,0,12,0,0,3,0,3,0,6,3,0,18,0,0,0,0,0,0,3,0,0,7,3,0,5,0,0,0,8,3,0,25,32,93,190,39,50,15,136,45,4,595
UCL315030,14,11,6,6,3,3,4,0,0,52,16,13,11,28,12,4,3,4,3,99,35,23,173,62,54,30,61,38,7,484,4,0,0,3,0,4,7,3,0,25,3,0,0,11,6,0,4,9,0,35,0,0,0,0,0,0,3,0,0,4,4,4,7,3,3,3,11,4,3,51,110,203,209,149,107,51,90,66,15,998
UCL315031,7,7,3,4,6,3,0,0,0,28,9,8,10,29,23,11,3,12,0,96,24,16,115,64,33,23,40,34,3,350,3,0,0,0,9,7,0,5,0,25,0,0,0,6,12,3,0,0,0,29,0,0,3,0,0,0,0,0,0,3,0,3,4,3,8,0,3,3,6,34,59,134,135,118,85,45,49,56,16,696
UCL315032,0,5,0,3,3,0,0,0,0,16,6,3,0,13,3,4,0,6,0,41,10,15,50,39,16,10,18,31,4,191,0,3,0,0,3,3,3,4,0,21,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,3,15,30,79,51,67,32,21,24,67,7,396
UCL315033,14,21,11,13,5,3,0,3,0,74,18,16,10,35,22,17,3,3,0,122,47,22,188,56,41,42,36,44,4,471,3,0,0,0,7,3,7,4,0,19,4,7,4,19,5,4,3,5,0,55,0,5,0,0,3,0,0,3,0,10,3,0,7,7,0,0,3,8,3,28,114,216,222,147,106,76,57,73,12,1026
UCL315034,0,6,3,5,3,0,0,0,0,17,3,7,7,12,9,6,0,7,0,42,16,0,69,29,18,12,26,16,4,183,0,0,0,3,0,0,0,0,0,6,3,0,0,5,3,0,3,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,3,0,0,18,41,49,80,65,42,14,32,24,7,360
UCL315035,3,9,3,3,12,3,0,0,0,31,10,7,12,14,21,6,3,3,0,79,22,16,125,31,45,18,27,24,4,309,3,0,0,0,3,0,0,4,0,14,3,0,3,3,10,3,3,7,0,21,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,3,3,0,12,69,132,156,73,105,26,37,44,5,651
UCL315036,3,0,0,4,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,10,7,0,14,11,0,0,4,6,3,51,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,8,4,3,3,4,0,39,17,45,22,44,20,4,7,9,4,176
UCL315037,21,5,11,16,7,0,0,4,0,63,40,7,24,42,11,6,3,13,0,148,21,15,98,25,14,11,4,37,7,224,6,5,0,8,0,3,0,3,0,20,9,0,3,6,5,0,0,3,0,22,0,0,0,3,0,0,0,3,0,8,3,4,3,3,3,3,0,4,3,25,137,57,172,150,48,38,11,100,9,721
UCL315038,0,3,0,3,3,0,0,0,0,11,3,3,0,7,3,0,0,0,0,26,15,13,95,15,14,3,31,17,9,208,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,3,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,18,23,59,104,25,31,15,45,27,10,337
UCL315039,3,7,0,14,3,0,0,0,0,29,3,6,0,19,11,4,0,3,0,53,46,15,114,38,23,21,39,51,9,349,0,0,7,8,4,7,0,5,0,25,7,0,0,3,3,4,6,3,0,22,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,3,7,13,0,35,76,105,127,87,56,35,49,82,8,638
UCL315040,0,0,0,8,0,0,0,0,0,14,0,0,0,6,3,0,0,0,0,11,0,0,21,8,5,3,9,5,0,57,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,7,23,27,32,8,5,10,15,0,128
UCL315041,6,14,12,10,8,6,0,0,0,55,12,10,3,28,16,9,3,7,0,91,34,15,197,75,40,24,67,53,9,510,0,0,5,3,4,5,3,0,0,26,3,0,3,3,3,3,0,0,0,25,0,0,0,0,3,0,0,0,0,11,0,5,10,11,0,3,3,17,0,51,79,192,228,143,84,47,86,81,12,965
UCL315042,7,8,3,11,4,0,0,3,0,34,9,8,0,17,13,0,0,4,0,49,39,13,111,23,35,17,18,31,0,284,3,0,0,0,0,0,0,0,0,7,3,0,3,6,11,3,4,7,0,34,4,6,0,0,0,0,0,3,0,8,0,0,4,0,5,0,3,3,3,18,85,80,128,60,75,26,23,51,7,535
UCL315043,3,16,11,15,12,6,0,3,0,61,29,19,3,30,35,8,4,6,0,136,52,27,243,73,95,32,53,81,12,672,0,0,3,4,9,0,5,5,0,31,3,4,5,8,15,4,5,8,0,53,0,0,3,0,3,0,0,3,0,7,3,3,10,6,7,0,4,6,4,45,123,196,284,157,200,70,80,113,18,1242
UCL315044,14,12,10,18,12,3,0,0,0,66,25,24,6,44,25,4,6,9,0,153,53,20,232,90,59,26,63,59,5,621,0,0,0,3,7,10,3,9,0,30,5,0,4,12,6,8,9,4,0,45,0,0,3,0,0,0,0,0,0,13,9,0,7,3,9,6,10,9,0,52,133,197,275,191,142,66,94,95,17,1199
UCL315045,3,6,0,6,0,0,0,3,0,20,7,0,8,4,7,0,0,7,0,31,12,12,42,32,9,7,14,36,0,167,0,0,9,0,0,0,0,9,0,19,4,3,3,3,0,0,0,8,0,17,0,0,3,0,0,0,0,7,0,11,0,3,3,0,0,3,3,15,3,34,29,57,85,50,31,9,24,109,5,390
UCL315046,3,0,3,3,0,0,0,0,0,8,7,5,6,21,6,0,0,3,0,50,17,5,109,29,30,10,33,28,0,265,0,0,0,0,4,3,0,3,0,14,0,0,0,9,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,3,0,19,37,45,123,70,48,22,32,46,3,423
UCL315047,5,10,0,6,0,3,0,0,0,24,3,3,6,13,5,4,0,3,3,35,8,17,56,25,22,11,18,22,0,183,0,0,3,4,0,4,0,4,0,17,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,3,0,10,3,25,27,62,72,56,43,26,29,41,5,346
UCL315048,7,14,0,6,10,3,0,0,0,51,7,20,0,21,10,6,4,3,0,68,31,17,83,31,28,14,12,25,3,241,3,0,0,0,3,0,0,0,0,11,3,3,3,7,4,3,0,4,0,26,4,4,0,0,0,0,3,0,0,7,0,5,0,7,0,7,0,3,3,23,94,195,105,91,70,48,23,45,9,674
UCL315049,0,5,0,6,6,0,0,3,0,25,7,11,3,17,14,4,0,9,0,66,22,14,88,53,16,20,29,41,3,275,0,0,0,3,3,11,3,5,0,20,3,3,0,10,0,4,3,6,0,29,0,0,4,0,0,0,0,0,0,7,0,3,4,3,5,4,0,11,0,33,50,88,107,107,55,42,38,78,10,567
UCL315050,9,23,8,8,8,8,0,3,0,63,19,13,17,33,13,18,3,3,0,120,32,16,200,65,38,35,47,49,3,487,3,0,0,3,3,5,0,3,0,22,4,3,4,8,5,7,6,3,0,45,0,3,3,3,0,0,0,0,0,17,0,0,7,3,0,14,4,11,3,42,86,188,251,129,93,93,61,90,15,1007
UCL315051,3,8,4,3,9,0,0,0,0,31,8,7,6,17,20,0,0,6,3,73,27,21,166,29,38,18,41,32,0,368,0,3,0,0,6,0,0,0,0,9,3,0,4,3,7,3,4,3,0,26,0,0,3,0,3,0,0,0,0,5,3,3,6,0,0,3,3,4,11,34,69,113,183,59,106,38,46,48,14,672
UCL315052,5,3,3,8,7,0,0,0,0,30,21,15,6,22,13,0,3,3,3,91,35,13,126,33,52,17,16,24,0,315,3,0,4,5,0,6,0,5,0,32,3,0,5,7,5,6,0,0,0,28,0,3,0,3,0,0,0,3,0,5,0,3,8,8,3,6,3,7,8,46,110,243,148,117,101,45,25,54,10,855
UCL315053,0,6,8,7,3,0,0,5,0,34,11,12,9,11,12,8,0,11,0,74,27,14,121,69,24,20,49,53,4,379,0,0,0,5,3,3,3,6,0,25,9,4,6,4,3,3,7,6,0,44,0,0,0,0,0,0,0,4,0,8,3,0,4,7,3,3,9,8,8,38,64,82,148,115,56,49,66,85,12,678
UCL315054,7,7,6,3,0,0,0,3,3,31,3,8,9,13,8,4,5,7,0,56,14,3,58,26,11,7,11,27,4,162,0,0,0,0,0,0,0,0,0,3,0,0,4,8,7,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,16,33,74,86,54,34,28,30,44,15,390
UCL315055,3,9,3,4,7,0,0,0,0,22,3,5,3,12,3,3,0,3,0,32,18,6,63,33,15,13,23,26,0,198,0,0,3,0,0,7,0,6,0,17,3,0,4,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,39,89,80,54,38,21,21,35,3,395
UCL315056,3,19,4,10,11,4,0,3,0,55,7,21,5,22,8,8,3,3,0,86,17,7,86,32,11,20,18,23,0,205,0,0,0,0,0,0,0,3,0,4,8,3,0,3,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,3,0,0,18,71,246,113,97,52,48,20,49,6,709
UCL315057,3,3,0,3,0,0,0,0,0,18,3,3,9,17,8,6,0,0,0,51,26,11,214,23,40,8,59,31,7,415,0,0,0,4,6,5,0,4,0,17,0,4,4,0,0,0,3,0,0,19,3,0,0,3,0,0,4,0,0,9,0,0,3,3,3,0,0,10,3,22,49,93,233,63,61,27,76,48,8,654
UCL315058,4,0,3,4,0,0,6,0,0,25,7,7,4,7,13,10,4,3,0,52,11,7,72,25,20,20,12,23,0,185,0,0,0,3,4,3,0,0,0,6,0,0,0,7,3,3,3,0,0,18,0,0,0,0,0,3,0,3,0,6,0,3,0,3,0,4,0,0,0,15,56,126,89,64,48,45,26,32,3,480
UCL315059,11,14,8,5,5,3,0,3,0,45,11,11,11,19,17,9,9,3,0,86,35,9,168,41,58,14,45,25,3,397,0,3,3,0,3,0,0,3,0,14,3,3,3,6,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,3,3,3,0,21,81,142,197,84,112,36,61,32,4,747
UCL315060,3,9,0,4,0,0,0,0,0,16,3,3,8,5,6,3,7,0,0,40,4,0,167,19,14,5,78,10,0,302,0,0,0,0,0,0,9,3,0,11,0,0,0,0,0,0,6,3,0,13,0,3,0,0,0,0,0,0,0,4,0,0,8,0,0,0,7,7,0,23,40,97,187,45,32,15,104,23,3,552
UCL315061,3,3,0,4,0,0,3,0,0,13,4,0,3,10,10,3,0,0,0,37,19,0,53,14,14,4,15,7,0,125,0,0,3,3,3,0,0,0,0,8,0,0,0,3,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,15,31,49,63,44,29,16,23,22,0,273
UCL315062,3,0,0,0,0,0,0,0,0,6,3,0,3,8,9,0,3,0,0,31,9,0,57,23,18,6,21,28,0,167,0,0,0,0,0,0,0,3,0,4,0,3,0,8,3,0,3,5,0,23,0,0,0,0,0,0,0,7,0,5,0,3,3,0,0,0,3,10,3,20,30,29,73,49,29,9,32,74,7,332
UCL315063,3,4,0,3,0,0,0,0,0,9,0,3,0,9,4,0,0,0,0,16,6,3,31,13,3,13,13,7,0,96,0,0,0,0,0,0,0,4,0,8,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,21,44,35,33,10,15,22,16,3,207
UCL315064,14,24,12,13,13,0,3,0,0,83,15,11,15,36,26,13,0,3,0,119,29,17,168,57,32,21,39,41,4,396,0,0,4,6,5,3,0,3,0,20,3,0,4,6,5,4,3,7,0,32,0,0,0,0,3,0,0,0,0,10,4,3,6,4,3,4,0,3,4,32,98,202,210,138,114,50,50,59,8,927
UCL315065,3,8,3,7,3,0,0,0,0,25,16,5,0,7,11,3,0,4,0,45,14,3,54,17,20,13,22,24,0,171,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,11,0,13,0,0,0,0,0,0,0,9,0,12,0,0,6,0,0,3,4,0,0,13,43,70,61,46,46,25,25,66,3,397
UCL315066,0,8,0,3,4,3,0,4,0,20,6,5,4,10,0,0,4,3,3,34,24,12,77,23,20,13,21,24,0,199,0,0,4,3,3,0,0,0,0,16,0,3,0,3,3,0,3,5,0,19,0,4,0,0,0,0,0,3,0,3,3,0,3,3,3,0,0,5,3,27,40,83,95,52,38,26,30,47,7,418
UCL315067,0,3,0,6,3,3,0,0,0,14,5,3,3,22,5,0,3,3,0,44,5,4,48,27,15,4,22,21,4,154,0,0,0,4,0,5,3,4,0,19,0,0,0,3,0,3,4,3,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,6,0,11,16,51,59,66,34,20,31,39,9,321
UCL315068,0,3,3,3,0,0,3,0,0,18,3,3,3,10,4,0,0,3,0,31,7,0,94,8,11,4,49,11,0,186,0,0,0,0,4,3,4,3,0,15,0,0,0,0,3,0,4,4,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,13,31,76,117,27,28,10,65,25,10,395
UCL315069,3,3,0,0,3,0,0,0,0,12,0,3,0,4,9,0,0,0,0,26,11,8,55,9,11,5,16,4,0,121,0,0,0,3,0,3,0,0,0,7,3,0,0,5,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,31,46,70,29,23,19,25,14,3,253
UCL315070,0,0,0,7,3,0,0,0,0,14,7,3,7,7,0,0,0,11,0,31,16,7,22,12,8,6,4,14,0,80,0,0,0,4,5,0,0,0,0,10,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,11,9,30,38,35,25,31,18,12,14,79,7,261
UCL315071,3,5,0,3,3,0,0,0,0,20,3,3,0,31,3,0,0,3,3,47,15,7,49,34,8,7,18,14,3,160,0,0,3,0,0,3,0,4,0,13,0,0,0,4,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,7,0,12,31,89,57,97,26,17,14,31,5,376
UCL315072,3,9,3,3,3,0,4,0,0,26,5,5,7,13,7,4,3,0,0,48,18,3,70,30,16,10,28,34,4,223,0,0,0,10,0,0,3,3,0,15,4,0,0,12,3,4,3,4,0,30,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,5,3,0,25,45,107,87,86,39,29,50,51,9,494
UCL315073,0,3,0,0,0,0,0,3,0,18,4,4,5,4,4,3,3,3,0,28,11,8,38,18,6,4,8,19,4,109,0,0,0,0,3,0,0,3,0,4,4,0,6,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,4,0,16,44,84,58,42,28,14,12,28,6,311
UCL315074,3,3,3,8,3,0,0,5,0,30,15,14,13,25,15,3,0,10,0,101,28,13,139,63,36,27,46,104,7,459,0,0,3,3,3,3,0,28,0,46,0,3,4,10,6,3,3,15,0,45,0,4,0,0,0,0,0,0,0,4,3,3,7,8,4,4,8,29,3,70,65,98,177,131,84,42,59,195,13,874
UCL315075,0,3,0,3,0,0,0,0,0,4,3,0,0,10,3,0,0,0,0,24,6,3,20,40,20,0,5,8,7,116,0,4,0,13,4,0,0,9,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,16,20,70,26,88,33,4,8,15,8,271
UCL315076,18,29,9,9,13,8,4,0,0,86,21,27,15,25,34,5,3,13,0,133,48,25,198,61,61,46,32,43,4,514,0,0,3,4,3,5,0,4,0,26,10,0,5,7,8,6,10,3,3,49,0,0,0,3,0,0,0,0,0,7,0,0,4,3,0,4,0,6,0,24,119,318,244,138,160,85,50,78,6,1216
UCL315077,9,8,8,5,3,0,0,3,3,41,11,4,4,16,11,3,0,5,0,47,27,12,153,16,36,21,27,66,5,366,0,0,0,0,3,5,5,3,0,16,3,0,4,5,0,3,3,6,0,23,0,0,0,0,0,0,0,0,0,7,3,0,5,3,3,0,0,13,0,28,70,107,180,58,67,36,44,98,4,667
UCL315078,7,0,3,10,4,3,0,0,0,37,7,12,3,27,9,0,0,3,0,63,23,3,78,27,21,6,18,20,0,199,0,0,0,0,4,0,0,3,0,15,0,3,0,3,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,5,0,16,65,114,91,83,47,23,30,39,5,494
UCL315079,31,8,11,16,12,17,3,5,0,106,28,19,16,58,14,26,4,25,0,183,73,22,189,56,42,37,18,70,8,506,4,0,3,7,3,4,0,8,0,37,8,5,0,15,5,8,0,14,0,67,3,0,0,3,3,3,0,4,0,13,15,4,8,9,3,5,3,12,6,65,247,209,259,243,125,141,32,166,20,1453
UCL315080,3,11,7,7,12,3,3,3,0,45,13,6,9,24,13,0,4,3,0,66,39,12,170,65,27,18,58,48,3,435,0,0,0,4,3,7,0,7,0,19,7,6,10,7,3,6,3,8,0,42,0,0,0,3,0,0,0,0,0,5,4,4,5,3,9,7,4,9,4,42,81,130,204,123,64,45,69,74,6,800
UCL315081,0,3,3,0,3,0,0,0,0,14,4,0,6,7,4,5,0,0,0,24,13,7,33,19,0,11,4,16,3,110,0,0,0,0,3,4,0,0,0,10,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,12,36,44,50,40,23,26,9,22,3,258
UCL315082,0,6,6,3,4,0,0,0,0,16,4,4,3,10,3,0,0,0,0,30,22,8,84,13,19,8,26,10,0,193,0,0,0,4,5,6,0,0,0,13,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,10,34,64,95,41,34,15,28,17,0,343
UCL315083,3,5,0,0,3,3,0,0,0,15,8,0,0,14,9,0,0,3,0,36,8,8,43,40,20,16,10,18,0,159,0,0,0,0,0,3,0,3,0,12,0,0,3,5,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,24,65,52,58,38,31,17,26,4,318
UCL315084,3,3,6,10,3,0,0,3,0,33,7,8,6,21,10,4,0,3,0,64,7,7,87,34,29,13,19,19,0,222,0,3,3,4,0,3,3,4,0,23,0,0,0,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,12,0,25,41,73,109,89,50,26,28,43,4,462
UCL315085,3,11,3,3,3,0,3,6,0,25,5,5,3,9,8,3,0,0,0,36,17,13,55,44,10,10,14,26,0,186,0,0,0,3,3,3,0,3,0,15,0,3,3,0,0,3,3,0,0,16,0,0,0,0,4,0,0,0,0,13,3,4,3,6,3,3,0,0,3,28,37,65,76,74,42,30,25,47,7,403
UCL315086,15,23,7,4,14,0,0,0,0,65,20,13,8,17,16,8,0,0,0,75,27,11,74,35,23,17,3,3,0,190,0,0,0,0,6,0,0,0,0,4,3,3,0,3,9,3,0,4,0,26,3,0,0,0,0,0,0,0,0,6,7,7,0,3,3,0,0,0,0,21,143,294,99,81,112,35,3,17,4,793
UCL315087,0,10,4,4,5,0,3,0,0,28,5,6,8,13,10,3,4,0,0,47,20,9,159,37,19,17,82,47,9,396,0,0,0,0,3,0,7,6,0,17,3,0,3,6,9,4,8,3,0,32,3,0,0,0,0,0,0,0,0,8,0,5,12,3,0,4,4,12,5,42,41,84,186,72,48,33,114,67,14,659
UCL315088,6,11,3,6,13,4,3,0,0,44,15,10,4,15,12,5,0,3,0,70,38,10,98,30,28,17,19,20,0,256,0,3,0,0,4,5,0,3,0,14,4,0,3,7,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,7,0,6,6,0,9,7,3,3,37,87,152,118,88,67,49,32,37,3,635
UCL315089,5,12,9,10,8,4,0,3,0,56,18,13,12,40,9,7,3,3,0,99,47,14,143,58,41,29,27,59,4,430,3,0,3,4,3,3,0,4,0,33,6,0,0,7,6,3,3,3,0,24,0,0,0,3,0,0,0,0,0,10,9,3,10,10,4,9,3,7,4,54,124,209,179,148,98,57,41,115,7,969
UCL315090,10,9,3,8,3,0,0,3,0,39,15,18,6,25,17,0,4,0,0,84,33,13,80,41,39,12,9,27,12,260,4,0,0,10,12,3,0,8,0,41,3,3,3,8,3,0,0,0,0,22,0,3,0,0,0,0,0,0,0,9,3,7,11,17,17,4,6,15,14,84,98,229,107,140,112,23,12,48,26,805
UCL315091,10,0,0,3,3,0,0,0,0,21,4,4,9,7,4,0,5,0,0,36,5,3,96,15,16,3,36,8,0,175,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,12,38,55,122,28,28,4,47,9,0,329
UCL315092,3,6,0,0,6,0,0,0,0,17,8,0,0,10,0,5,0,3,0,17,13,7,37,15,7,4,3,13,3,107,0,0,0,0,3,0,0,0,0,3,3,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13,34,53,42,41,22,16,7,19,8,232
UCL315093,3,0,0,3,4,0,0,0,0,9,0,0,0,4,0,3,0,0,0,12,3,3,24,10,3,8,6,17,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,13,14,38,22,23,16,15,9,24,3,157
UCL315094,9,6,0,4,0,5,0,0,0,25,10,9,3,16,9,4,0,10,0,58,15,8,55,25,19,13,14,22,0,167,0,0,0,0,0,3,0,0,0,7,3,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,7,4,0,0,0,0,0,13,35,92,67,53,40,22,26,33,0,367
UCL315095,3,3,0,3,0,0,0,5,0,17,24,4,4,9,0,3,3,7,0,52,21,0,70,28,18,12,22,34,0,209,0,0,3,3,0,3,0,5,0,14,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,6,29,72,64,87,44,27,24,29,105,9,465
UCL315096,0,14,7,3,4,0,0,0,0,30,12,9,15,12,14,6,0,4,0,80,45,17,304,38,47,29,76,34,3,586,0,0,3,3,8,0,3,4,0,32,4,0,3,6,3,3,3,3,0,30,0,0,0,0,0,0,3,0,0,5,6,0,11,4,6,0,5,3,0,29,84,173,348,80,93,42,91,47,4,959
UCL315097,0,5,4,0,3,0,0,0,0,12,9,3,7,15,8,0,3,0,0,46,20,11,82,23,16,8,18,25,0,201,0,0,0,0,0,4,0,4,0,12,3,0,0,3,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,3,0,9,36,62,95,60,46,18,22,35,3,370
UCL315098,12,13,6,17,3,0,6,7,0,61,15,10,21,16,17,6,17,4,0,110,32,15,395,40,57,10,193,24,12,771,3,3,3,3,3,0,3,0,0,20,4,0,4,3,5,0,14,6,0,43,3,3,0,0,0,0,0,0,0,10,0,8,8,4,0,0,24,3,0,53,114,283,459,108,107,30,275,51,12,1439
UCL315099,7,11,5,8,12,3,0,3,0,42,21,24,21,21,28,8,4,7,0,130,52,17,247,61,60,31,51,42,3,567,0,0,0,0,0,6,0,5,0,17,7,0,0,10,3,4,4,4,0,32,0,0,0,0,6,0,0,0,0,6,0,3,3,0,3,0,5,3,0,19,125,243,284,111,141,68,61,56,5,1102
