UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL222120,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,4,7,15,4,4,0,0,6,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,11,15,10,8,4,3,9,0,66
UCL222121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0,3,3,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,11,4,3,3,7,8,0,51
UCL222122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,3,16,0,3,0,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,10,3,16,3,3,0,70
UCL231777,2997,2275,824,1294,1245,474,222,453,119,9902,2725,1923,1123,2557,1988,650,314,692,157,12120,10538,1695,17536,4680,3814,2189,4241,5250,742,50692,465,111,247,395,577,312,167,431,22,2729,883,235,395,724,679,368,275,459,48,4070,287,203,152,113,157,72,79,129,15,1206,1563,566,730,619,559,486,523,817,445,6306,27625,27359,22204,12778,12110,5499,6140,9206,1963,124885
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22
UCL299994,10,16,3,12,8,5,4,6,0,65,10,25,18,32,14,7,3,15,3,119,34,19,158,42,23,23,32,59,6,383,0,4,5,3,0,0,3,0,0,15,0,3,6,7,3,3,5,3,0,33,0,8,4,0,0,0,0,0,0,20,3,11,14,5,0,3,9,13,15,72,132,367,223,181,112,65,72,142,34,1337
UCL301001,6092,9672,3970,4975,5816,2200,1095,1536,450,35805,10848,11515,7610,15577,14322,5891,2320,3722,876,72678,18343,10075,68510,25108,23558,12961,13887,17260,2635,192336,872,650,949,1754,2338,1961,868,1755,112,11258,1837,1528,1496,3519,3853,2122,1458,1965,254,18030,813,1746,845,788,1157,568,449,767,160,7287,1314,1997,1857,1787,1870,1342,1437,2165,1811,15590,86341,214074,96200,72765,85655,39378,25091,37182,9616,666288
UCL302001,2009,2651,995,1693,1649,979,235,471,145,10822,3077,3090,2101,5104,3633,2190,522,1118,250,21083,6409,2756,21687,7235,6093,4880,3373,5601,831,58861,237,177,255,471,552,575,160,437,37,2906,661,456,506,1159,1216,968,341,589,95,5994,266,428,220,239,372,228,96,205,48,2100,507,633,692,652,577,635,348,667,547,5265,21625,41863,28663,21068,19515,13729,5702,10766,2596,165535
UCL303001,452,859,277,514,384,179,87,129,51,2930,730,764,506,1249,897,425,147,237,78,5030,1628,823,6087,2258,1876,1136,1076,1356,261,16505,69,62,105,168,180,222,65,158,8,1028,139,124,121,343,257,178,101,171,18,1448,70,121,66,92,66,47,21,60,9,552,129,186,191,222,151,175,127,227,148,1553,5076,12049,7924,6295,5175,2964,1752,2696,707,44642
UCL303002,867,1348,461,794,714,394,105,189,67,4927,1202,1310,841,2015,1475,744,176,419,91,8265,2968,1165,10339,3451,2694,2234,1401,2422,318,26988,98,84,114,227,276,289,60,205,13,1358,290,197,235,507,481,396,146,252,25,2511,110,145,99,97,121,92,22,77,21,790,190,227,265,258,227,252,118,248,193,1975,9046,19470,13202,9250,8198,5400,2186,4368,956,72077
UCL303003,195,428,106,233,228,72,36,62,10,1366,393,485,345,709,540,183,103,143,31,2937,914,493,3775,1552,1276,755,662,967,104,10487,42,22,55,89,136,138,44,137,9,665,91,57,53,238,150,110,53,97,3,850,16,62,15,28,30,13,11,19,3,209,51,69,84,103,73,85,72,121,66,736,2931,8632,4820,3700,3375,1655,1067,1904,297,28401
UCL303004,371,628,276,453,338,97,76,65,15,2314,812,757,519,1589,976,320,137,199,71,5369,1614,834,7398,3080,2265,1206,1660,1526,251,19831,70,49,99,231,212,190,83,152,7,1088,115,104,97,330,264,134,107,141,11,1307,50,108,45,64,72,41,24,33,19,453,72,150,145,170,120,110,117,200,114,1199,5144,13933,9174,7188,5614,2503,2375,2670,612,49216
UCL311001,54,128,24,94,56,21,8,31,3,409,142,167,62,358,162,68,35,78,8,1083,412,180,1799,760,524,349,390,547,59,5027,23,9,26,50,58,86,28,72,3,363,28,24,34,100,67,45,23,55,3,378,13,18,11,13,9,4,9,35,0,112,27,32,27,47,27,46,41,78,48,388,935,2460,2064,1634,1090,676,547,1017,144,10574
UCL311002,86,166,55,147,79,48,13,25,9,633,150,194,99,401,190,78,33,57,13,1212,422,180,1537,853,383,404,277,487,38,4575,17,13,24,61,48,71,7,48,0,287,34,35,36,108,52,59,24,59,6,410,4,28,15,21,9,11,0,4,3,101,24,45,49,54,34,29,27,67,37,371,1023,2911,1868,1897,1000,781,389,783,132,10781
UCL311003,157,287,135,151,124,53,48,37,9,997,317,332,260,439,354,99,99,89,24,2004,849,433,4824,906,983,567,1216,783,161,10713,32,18,37,78,74,95,36,73,3,461,74,39,61,120,113,73,95,86,10,664,15,41,29,15,31,14,19,31,3,203,55,47,112,98,47,71,77,99,69,673,2183,5232,5726,2220,2153,1119,1692,1336,327,21975
UCL311004,103,196,98,142,100,24,18,27,3,715,191,220,171,411,293,70,39,57,12,1463,543,297,2803,905,766,395,533,530,74,6841,16,24,33,81,72,96,47,93,5,462,31,25,34,105,92,56,55,62,9,473,9,34,22,24,14,7,13,21,3,151,39,50,68,63,36,53,59,87,41,501,1468,4222,3466,2090,1793,782,815,995,183,15806
UCL312001,54,105,68,57,47,12,16,22,3,391,118,130,127,174,135,42,45,50,16,833,301,171,2200,447,407,216,556,412,69,4776,22,18,20,28,37,44,30,59,5,270,22,20,30,47,41,24,41,36,0,254,3,20,11,8,5,7,17,29,0,107,20,18,37,25,24,30,46,53,38,297,861,2016,2690,960,898,420,790,718,148,9506
UCL312002,18,69,22,48,31,9,3,6,0,214,47,60,34,139,78,18,5,31,5,417,142,80,662,376,214,120,153,217,22,1986,9,4,12,28,45,33,9,38,0,177,12,6,8,52,21,31,8,24,0,166,3,13,4,4,9,9,3,3,0,48,8,14,18,36,19,24,21,42,13,202,332,866,782,760,478,247,206,374,50,4097
UCL313001,29,53,3,22,21,3,3,11,3,148,37,38,21,79,41,25,5,8,3,270,132,47,355,139,93,77,61,90,12,1016,8,3,0,10,10,15,3,7,0,64,11,5,11,18,13,4,8,6,0,71,7,8,7,3,6,7,5,3,0,35,9,13,8,4,16,8,9,13,6,83,371,1002,444,381,254,143,95,156,35,2883
UCL313002,40,77,25,43,24,19,6,6,6,255,54,57,35,101,49,36,12,20,6,363,162,63,444,220,134,96,127,140,17,1395,8,3,12,15,13,11,0,15,0,83,9,6,10,35,20,14,17,18,7,134,3,7,3,3,8,4,0,4,0,34,8,20,25,17,14,22,10,28,11,150,382,770,589,518,336,225,183,238,56,3285
UCL313003,24,43,9,25,19,10,8,8,3,147,56,49,40,58,66,14,13,13,3,309,142,54,651,137,175,86,140,124,21,1530,5,0,10,20,19,23,13,14,0,99,12,3,9,26,24,16,10,16,0,119,3,3,0,3,3,3,6,3,0,31,13,5,21,9,18,21,27,30,11,164,353,672,793,320,366,198,217,233,48,3193
UCL313004,29,24,26,21,21,13,15,6,0,165,58,48,50,59,79,21,18,16,3,360,154,66,838,135,183,101,362,102,29,1978,10,3,17,13,27,25,15,22,0,134,14,8,7,19,16,11,21,12,3,120,5,0,3,4,4,3,3,3,0,19,21,16,21,11,15,27,24,30,6,175,425,829,1034,340,438,221,486,225,47,4036
UCL313005,10,25,11,28,13,8,3,7,0,100,28,26,16,107,49,11,14,10,0,257,69,59,571,192,171,70,190,89,17,1437,12,4,15,5,17,17,8,12,0,85,5,0,5,19,10,15,23,7,0,91,3,7,4,8,3,3,7,4,0,34,3,10,7,15,4,4,9,15,13,78,165,493,664,444,321,143,262,143,35,2664
UCL313006,23,52,16,42,26,18,4,7,0,185,56,54,32,122,79,26,9,22,3,399,136,60,626,266,178,166,147,214,29,1831,11,0,15,13,22,24,15,44,0,142,10,3,15,31,20,24,13,14,3,125,3,5,4,4,8,0,4,0,0,37,14,18,21,19,5,13,13,27,21,140,330,781,746,581,398,291,206,349,64,3752
UCL313007,22,29,13,41,19,4,3,4,0,138,38,53,21,79,44,13,7,10,4,275,101,40,372,166,102,72,95,149,14,1112,10,0,10,13,19,24,3,33,0,103,15,6,6,22,17,7,4,14,0,81,0,3,0,0,0,0,0,0,0,14,12,7,12,12,5,10,4,25,7,98,263,616,455,373,240,149,136,247,30,2510
UCL313008,21,53,27,43,33,6,12,6,0,201,42,79,57,115,70,15,29,15,7,425,165,100,1389,191,222,101,455,127,47,2803,6,9,22,12,15,29,22,21,3,132,16,6,20,25,13,15,19,13,0,136,0,3,5,6,3,0,7,11,0,39,10,13,36,22,19,16,32,25,25,193,433,1280,1634,551,455,219,597,254,98,5506
UCL313009,37,70,24,54,40,16,12,18,4,272,63,94,56,152,87,49,13,29,6,553,163,94,791,331,247,152,126,253,15,2165,4,3,12,18,24,29,8,30,0,134,10,6,12,40,25,18,8,29,0,152,3,15,6,9,5,0,5,12,0,54,7,20,26,10,9,16,14,14,16,124,406,1123,977,750,535,316,199,416,53,4774
UCL313010,18,42,9,36,16,6,5,15,0,146,40,38,27,77,38,21,8,18,3,268,135,53,440,212,127,102,154,209,19,1436,3,3,13,11,19,15,18,35,3,118,5,11,8,24,20,27,18,22,0,136,3,0,4,0,3,0,0,6,0,15,16,14,21,13,12,18,19,33,15,160,298,637,544,437,288,195,224,366,46,3034
UCL313011,42,65,32,40,30,11,10,10,0,233,61,60,46,109,63,19,17,9,9,391,170,70,818,233,188,103,222,129,29,1962,8,3,13,24,15,29,3,3,0,104,16,12,11,28,32,16,11,11,0,137,9,9,0,8,7,5,3,3,0,43,8,13,19,15,18,5,17,23,15,137,527,1160,980,565,443,223,296,213,56,4463
UCL314001,44,42,15,34,17,18,3,12,0,189,72,43,40,86,49,29,9,22,5,363,163,87,543,123,95,80,132,131,12,1367,6,22,3,25,4,14,7,13,0,93,17,20,7,15,16,12,7,17,0,105,4,9,6,6,3,4,0,6,0,31,19,14,15,9,12,15,8,14,16,116,432,592,659,382,263,213,181,257,41,3027
UCL314002,10,40,7,22,14,6,0,9,0,106,17,23,15,49,37,19,0,14,0,178,71,26,234,96,70,61,59,77,11,710,4,0,6,3,5,3,0,14,0,37,8,6,0,17,9,3,3,9,0,58,3,3,4,0,0,0,0,3,0,13,10,11,11,16,6,6,5,15,0,75,176,415,281,241,176,111,75,153,18,1644
UCL314003,14,28,8,13,11,5,0,4,0,83,24,18,12,52,15,8,4,10,0,150,113,33,399,118,84,43,104,115,12,1014,6,0,3,12,6,8,10,4,0,53,8,0,5,5,10,3,8,7,0,56,3,3,3,0,3,0,5,4,0,23,5,8,6,11,3,15,13,18,10,99,234,399,456,247,167,96,143,192,29,1957
UCL314004,3,16,4,11,5,4,4,5,0,48,17,10,10,34,18,4,5,8,0,109,32,15,170,72,39,29,58,81,4,493,4,3,0,9,3,3,4,12,0,35,5,0,5,14,7,6,7,14,0,54,0,0,0,0,0,0,0,3,0,9,4,3,9,5,10,12,10,9,3,60,80,166,210,154,103,63,87,130,8,1002
UCL314005,8,19,3,6,10,3,3,0,0,60,13,13,18,31,29,16,3,15,3,145,53,25,214,82,57,38,51,72,8,604,3,0,4,6,0,7,4,7,0,40,3,7,11,15,11,8,8,10,0,65,0,3,3,0,0,0,3,3,0,11,6,9,15,9,4,9,3,14,5,63,110,248,283,180,138,89,77,132,11,1276
UCL314006,7,19,8,3,5,4,0,4,3,54,18,17,24,24,23,5,4,9,3,133,54,26,394,52,73,21,97,69,7,793,3,0,4,6,3,3,0,9,0,37,3,0,3,8,10,5,7,5,0,49,3,0,3,3,0,0,0,7,0,15,8,5,8,4,3,6,10,24,4,80,139,341,484,134,156,61,129,147,18,1606
UCL314007,10,22,8,18,12,3,0,14,0,86,28,13,15,47,31,6,11,15,0,174,86,43,355,125,81,45,148,119,9,1014,6,7,3,9,7,13,9,7,0,64,10,3,3,19,11,7,12,16,0,80,6,3,0,0,6,0,3,17,0,32,17,4,13,8,7,14,16,90,8,179,205,338,418,256,176,98,210,331,29,2071
UCL314008,9,25,4,25,10,9,3,0,0,79,25,22,13,41,26,4,4,7,0,143,70,32,260,83,58,33,72,63,6,684,3,3,8,8,6,11,3,13,0,50,3,5,5,15,3,7,3,12,0,63,0,3,0,3,0,3,0,0,0,15,9,11,4,20,4,8,8,12,0,78,169,465,307,226,127,88,100,110,15,1607
UCL314009,12,22,13,10,10,3,5,8,0,78,14,9,22,29,31,6,13,8,0,132,52,24,308,60,64,32,88,67,21,716,4,0,5,10,9,7,3,6,3,53,8,3,3,4,11,0,9,9,3,43,0,3,0,0,3,0,0,0,0,10,9,4,9,3,0,6,10,19,7,66,142,273,382,144,142,65,122,127,35,1430
UCL314010,5,15,3,8,4,0,0,8,0,47,21,7,10,28,21,8,3,23,3,124,43,18,149,71,31,34,35,69,3,453,3,0,0,4,3,3,0,17,0,36,4,0,3,14,11,5,0,21,0,64,7,3,3,0,0,0,5,30,3,49,9,4,9,6,4,4,7,37,7,88,133,206,199,150,95,59,73,340,21,1276
UCL314011,12,21,7,16,8,3,3,4,0,73,23,30,13,52,24,7,8,7,0,162,69,26,266,54,64,31,51,48,3,611,4,0,3,7,7,8,4,11,0,40,5,3,9,8,9,8,3,5,0,52,0,0,0,3,0,0,0,3,0,11,4,4,10,11,5,9,4,19,4,74,179,360,320,172,157,85,70,113,12,1467
UCL314012,11,27,11,10,11,4,0,0,0,83,19,19,24,45,29,22,3,6,3,169,61,35,355,92,71,48,70,68,9,805,4,4,3,5,8,3,3,3,0,30,7,6,7,16,7,8,0,3,0,56,0,0,0,0,0,0,0,0,0,9,5,6,15,6,6,4,7,10,4,72,145,332,429,219,162,94,92,101,19,1599
UCL314013,34,70,22,40,25,7,6,12,0,209,59,53,35,85,86,23,11,7,0,353,128,39,433,136,133,87,75,76,5,1113,3,5,0,8,15,10,5,8,0,54,14,3,3,25,16,8,6,11,0,93,3,3,12,8,4,0,0,3,0,32,4,0,8,5,0,10,7,8,5,50,424,943,543,375,377,163,105,119,19,3076
UCL314014,7,26,4,15,0,4,0,9,0,73,12,25,10,42,18,3,0,22,3,142,66,25,214,95,60,36,39,103,11,651,5,7,0,10,14,10,4,8,0,52,8,3,0,17,7,16,0,11,0,63,0,4,3,3,0,0,5,6,0,28,15,7,9,9,5,8,10,32,9,104,158,332,264,222,120,83,66,236,20,1498
UCL314015,8,23,12,17,15,4,5,5,0,81,21,25,18,51,40,8,6,10,4,178,63,38,309,87,98,56,86,76,10,815,3,0,4,8,15,10,12,8,0,53,4,6,8,7,15,9,10,4,0,65,0,4,3,0,0,0,0,3,0,11,3,3,6,4,10,7,11,5,4,52,134,245,368,202,211,101,125,112,24,1515
UCL314016,16,28,3,15,16,5,3,8,0,91,18,19,19,51,32,9,4,25,0,178,53,30,228,114,73,33,46,82,3,663,10,0,8,5,11,9,7,14,0,59,3,3,5,20,5,5,7,4,0,53,0,0,4,0,0,0,3,10,0,19,4,3,12,15,5,17,9,25,10,100,137,290,288,259,174,94,74,213,16,1549
UCL314017,17,22,25,7,11,4,12,3,0,105,33,21,35,36,40,6,22,4,3,200,65,56,697,63,104,27,269,65,11,1349,6,0,13,4,12,10,17,18,0,77,6,8,15,12,18,8,24,5,0,89,0,3,0,0,4,3,4,4,0,18,8,6,15,8,7,10,29,12,8,104,254,508,842,173,234,67,397,135,23,2638
UCL314018,27,29,20,22,25,5,0,3,3,149,61,31,30,68,64,15,8,11,3,291,104,48,347,86,96,57,56,52,8,865,4,4,4,7,6,4,4,3,0,40,9,3,4,8,14,6,5,4,0,54,3,3,0,0,0,4,0,0,0,14,7,5,6,0,8,3,0,9,6,40,344,576,428,248,276,126,81,87,25,2196
UCL314019,15,25,12,15,13,6,0,6,0,98,22,29,33,46,46,10,5,12,0,219,110,42,337,96,122,48,89,78,3,920,6,0,4,12,9,15,7,9,0,62,11,4,4,15,11,8,6,4,0,61,0,3,5,4,3,0,0,0,0,17,13,4,17,20,5,7,15,14,7,98,244,512,448,242,268,115,135,139,18,2139
UCL314020,10,18,18,28,17,11,3,0,3,113,29,39,24,74,43,11,13,9,0,236,84,41,358,149,95,73,82,103,12,992,6,0,4,5,15,14,3,4,0,45,9,5,3,6,25,14,3,16,0,76,0,0,0,0,3,0,3,6,0,16,6,9,14,9,11,12,14,16,3,87,173,338,432,300,230,142,118,157,25,1926
UCL314021,30,51,19,18,20,13,0,4,0,160,44,41,18,45,42,21,3,22,3,233,77,32,236,82,52,55,32,51,17,641,8,0,0,3,6,6,0,7,0,39,9,10,10,12,15,11,0,6,0,86,3,7,3,0,0,3,3,0,0,19,11,14,8,11,11,5,3,10,8,87,335,729,332,233,226,147,54,122,43,2216
UCL314022,24,54,24,19,17,0,3,3,0,152,50,33,32,51,41,20,13,11,4,254,111,66,659,121,119,55,193,101,19,1431,3,4,6,11,10,14,4,16,0,65,4,3,12,17,9,9,13,13,3,82,0,0,3,8,3,0,8,3,0,30,7,5,9,8,12,9,7,11,8,84,298,608,780,285,262,121,253,169,37,2820
UCL315001,3,13,0,4,4,0,0,0,0,26,10,19,12,17,15,3,0,0,0,80,25,14,170,27,29,16,28,23,3,344,0,0,0,0,0,6,0,3,0,10,4,0,0,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,4,4,3,3,0,3,0,0,0,21,76,174,186,82,77,30,34,25,6,689
UCL315002,0,4,0,6,6,0,0,0,0,12,3,8,0,7,0,0,0,0,0,23,15,9,57,22,7,4,26,13,0,158,0,0,0,6,0,3,0,0,0,9,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,5,0,20,28,72,65,46,24,12,30,22,0,303
UCL315003,0,0,0,3,0,0,0,0,0,13,0,0,0,3,4,0,0,0,0,10,11,6,21,10,3,3,3,11,0,57,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,4,3,0,11,16,28,25,32,12,3,4,15,4,142
UCL315004,6,3,0,4,0,0,0,0,0,16,8,4,4,8,13,0,0,0,0,37,8,16,29,27,8,7,15,12,0,121,0,0,3,3,0,0,0,4,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,3,7,6,3,3,0,6,5,0,27,39,82,38,56,28,12,25,28,3,310
UCL315005,4,5,3,8,10,7,3,3,0,39,6,16,8,25,13,5,3,5,0,87,33,11,105,39,33,26,37,41,6,326,3,0,0,0,0,3,0,4,0,15,3,7,0,5,9,6,0,3,0,32,0,0,0,0,0,0,0,0,0,4,3,0,5,3,0,0,11,3,3,32,62,122,130,95,78,55,48,67,11,681
UCL315006,10,13,5,6,3,3,5,0,0,42,19,7,20,15,13,0,10,6,0,93,35,15,337,35,47,7,180,37,9,712,0,0,0,0,6,3,11,8,0,28,0,3,9,5,3,3,18,5,0,51,0,0,4,3,0,5,3,3,0,15,0,3,15,3,4,0,27,15,0,69,108,217,395,81,97,26,268,90,16,1294
UCL315007,4,4,0,6,3,0,3,0,0,29,11,10,4,11,9,4,0,4,0,56,23,4,70,30,25,11,15,35,0,209,3,0,4,0,0,0,0,4,0,10,5,4,0,5,3,4,4,4,0,29,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,4,0,8,4,34,58,134,89,75,58,28,19,71,5,535
UCL315008,0,7,4,5,3,3,0,0,0,25,9,3,3,24,5,5,4,4,0,53,21,6,78,50,26,31,19,49,3,275,0,0,4,3,0,7,3,9,0,19,5,3,4,5,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,4,3,22,50,92,94,100,45,50,28,76,6,539
UCL315009,3,0,0,3,0,0,0,0,0,12,3,3,0,3,3,3,0,0,0,17,4,6,28,12,0,4,6,6,3,77,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,34,27,22,14,12,8,12,4,145
UCL315010,0,12,4,9,6,3,0,0,0,30,13,10,4,21,11,3,5,3,0,71,33,21,258,42,40,18,68,38,5,520,0,3,0,0,0,4,3,3,0,21,3,3,4,9,0,3,5,4,0,33,0,3,0,0,0,0,0,0,0,7,0,0,4,0,0,0,11,10,0,33,59,144,289,90,72,36,97,60,7,854
UCL315011,3,3,0,0,0,0,0,0,0,4,3,4,4,4,6,0,3,3,0,32,13,13,64,19,11,12,17,20,0,173,0,0,0,0,0,4,0,3,0,10,0,0,0,5,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,31,60,73,37,35,20,24,28,4,312
UCL315012,5,3,0,0,0,0,3,0,0,18,3,5,0,3,3,4,0,0,0,18,6,9,34,10,8,9,11,17,0,98,0,0,0,6,0,0,0,3,0,5,4,0,3,0,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,3,3,0,12,28,36,37,35,17,19,14,34,3,226
UCL315013,6,15,6,15,3,0,0,0,0,36,14,11,6,14,20,4,5,0,0,78,31,13,122,34,46,17,39,23,4,318,0,0,3,3,4,4,3,0,0,18,6,0,4,5,9,5,3,0,0,30,0,0,0,0,3,0,0,0,0,8,0,0,4,3,0,4,3,3,0,21,64,107,153,80,91,39,53,35,5,629
UCL315014,3,8,4,7,6,0,0,4,0,42,26,16,10,34,14,8,3,8,3,111,42,13,160,38,50,24,39,37,0,401,3,3,0,0,7,0,0,3,0,16,3,0,7,3,0,4,9,3,0,33,0,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,8,0,4,29,90,132,188,95,98,38,57,55,8,759
UCL315015,10,11,3,9,0,0,0,0,0,35,15,3,7,22,14,4,0,3,0,68,39,18,101,38,32,17,16,48,0,308,5,0,3,4,3,0,0,9,0,27,0,7,0,3,4,4,0,3,0,16,0,3,0,0,0,0,0,0,0,12,4,3,9,3,4,0,3,13,4,52,106,199,126,98,77,28,25,89,5,754
UCL315016,0,3,0,3,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,13,0,8,8,14,3,0,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,12,8,26,6,0,0,10,0,61
UCL315017,0,0,3,0,0,0,0,4,0,12,0,0,3,8,0,0,0,0,0,14,12,3,28,18,9,3,10,4,0,91,0,0,0,3,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,3,6,0,15,24,43,37,36,17,15,9,18,3,205
UCL315018,4,0,0,0,3,0,0,0,0,14,10,7,0,10,3,0,7,0,0,38,15,7,145,17,16,9,56,18,4,283,0,0,0,4,0,3,3,4,0,20,6,0,0,0,3,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,6,3,0,19,48,112,161,44,34,19,84,28,6,528
UCL315019,0,0,0,4,0,0,0,0,3,15,3,0,0,0,0,0,0,3,0,12,17,4,36,12,8,0,12,16,3,104,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,5,26,41,41,32,14,0,14,17,4,192
UCL315020,4,12,0,0,3,4,3,3,0,36,6,4,7,8,12,0,3,4,0,52,18,9,87,16,24,10,58,24,0,250,0,0,0,5,5,3,0,4,0,14,3,0,3,3,3,0,5,0,0,19,0,0,0,0,3,0,0,3,0,4,3,0,0,4,4,0,6,7,6,25,56,139,108,59,73,20,84,39,3,573
UCL315021,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,0,0,0,11,3,4,58,10,14,3,23,8,3,128,0,0,0,0,3,4,0,0,0,12,0,3,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,3,3,16,12,37,68,28,23,6,37,19,7,231
UCL315022,5,17,5,3,3,3,0,0,0,36,3,11,4,11,5,4,0,3,0,45,18,15,48,23,17,10,22,21,3,174,0,0,4,3,6,5,0,0,0,20,7,0,0,0,4,0,0,6,0,21,0,0,0,0,0,0,0,3,0,4,5,8,3,7,0,0,0,8,0,35,60,144,63,61,51,29,22,43,12,477
UCL315023,0,3,0,0,3,3,0,0,0,15,3,5,0,6,7,0,0,5,0,32,11,9,58,29,12,18,26,27,3,193,0,0,0,3,3,0,0,3,0,13,0,0,3,6,0,4,0,3,0,18,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,3,0,15,27,48,70,49,30,28,27,47,5,327
