UCL_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL421005,0,11,8,7,0,31,0,0,10,14,8,0,33,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,7,0,4,6,3,35,34,109,11,200
UCL421006,0,8,6,3,0,17,3,0,12,3,3,3,21,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,7,0,10,3,3,44,45,93,5,195
UCL421007,0,6,4,0,0,6,0,0,0,7,3,0,16,0,0,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,0,0,0,4,20,22,77,13,135
UCL421008,0,5,8,5,0,20,0,0,10,9,13,0,37,0,0,0,0,3,0,3,0,0,0,0,8,0,12,0,0,0,3,4,0,3,3,0,25,36,141,7,218
UCL421009,5,11,4,4,0,24,3,0,5,15,11,0,31,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,3,3,7,6,8,35,32,111,14,206
UCL421010,0,15,3,3,0,26,0,0,16,7,8,0,37,0,0,3,0,0,0,3,0,0,4,0,8,0,12,0,0,0,0,4,0,3,12,8,65,26,98,7,220
UCL421011,0,4,4,0,0,8,0,0,3,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,16,53,10,90
UCL421012,3,11,0,3,0,19,0,0,3,7,9,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,5,0,5,0,3,25,20,62,7,119
UCL421013,0,13,4,11,0,28,0,6,11,15,18,0,55,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,10,6,15,12,17,57,56,179,15,331
UCL421014,6,7,7,4,0,29,0,0,13,14,13,0,39,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,3,3,3,8,8,32,44,114,12,221
UCL421015,0,3,3,3,0,9,3,0,7,8,7,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,3,0,16,15,73,11,121
UCL421016,0,4,3,0,0,12,0,0,4,5,4,3,22,0,0,0,0,3,0,3,0,0,0,0,12,0,19,0,0,0,3,3,0,6,7,0,18,25,103,19,164
UCL421017,4,16,4,0,0,29,0,4,7,8,13,0,28,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,3,0,3,0,11,37,35,157,20,257
UCL421018,0,12,4,0,0,23,0,0,3,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,3,0,3,6,3,20,26,89,6,147
UCL421019,4,9,0,3,0,19,0,0,0,10,7,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,3,0,3,0,4,31,23,66,3,128
UCL421020,3,13,12,10,0,52,4,3,22,16,23,0,62,0,0,0,3,0,0,4,0,0,3,4,6,0,12,0,0,0,0,0,0,3,22,16,78,59,146,17,335
UCL421021,0,5,0,0,0,13,0,0,10,5,19,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,3,4,0,3,24,22,108,10,166
UCL421022,3,12,4,6,0,35,0,0,19,11,19,0,48,0,0,3,0,0,0,4,0,0,0,3,10,0,23,0,0,4,0,3,0,3,11,10,55,41,145,9,277
UCL421023,0,8,9,3,0,17,0,0,3,15,18,0,44,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,3,0,5,3,0,15,29,113,14,172
UCL421024,6,20,6,4,0,43,0,4,16,14,14,0,46,0,0,0,0,0,0,3,0,0,0,3,6,0,16,0,0,3,0,7,0,11,15,23,59,49,124,10,279
UCL421025,3,4,6,0,0,19,0,0,11,7,17,3,39,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,6,0,5,0,6,29,30,98,11,173
UCL421026,0,10,5,0,0,16,3,0,6,6,13,0,35,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,3,0,6,5,5,29,21,84,11,151
UCL421027,3,5,6,3,0,18,0,3,3,7,6,0,19,0,0,0,0,3,0,4,0,0,0,3,3,0,9,0,0,0,0,5,0,3,0,10,16,29,77,7,139
UCL421028,4,10,5,5,0,23,3,0,5,3,11,0,23,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,11,0,8,9,12,39,43,89,6,197
UCL421029,0,14,0,4,0,18,0,0,7,15,20,3,40,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,32,21,72,6,129
UCL421030,5,12,4,4,0,27,0,3,13,18,17,3,51,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,3,0,4,6,5,53,54,139,13,271
UCL421031,3,4,5,0,0,16,0,0,7,4,4,3,18,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,5,13,3,7,24,20,70,17,132
UCL421032,0,10,4,0,0,19,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,13,17,93,10,130
UCL421033,0,0,0,3,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,3,0,4,13,13,53,17,94
UCL421034,3,17,3,9,0,47,4,0,15,16,13,4,51,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,4,0,6,12,8,57,36,151,13,272
UCL421035,4,7,3,3,0,22,3,0,11,7,17,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,4,3,9,8,8,31,24,65,6,146
UCL421036,6,13,5,8,0,36,0,0,6,16,13,0,39,0,0,0,4,3,0,10,0,0,0,0,17,0,14,0,0,0,0,3,0,7,3,10,43,64,179,25,313
UCL421037,0,3,0,4,0,7,0,0,0,9,4,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,3,0,3,12,22,49,8,95
UCL421038,6,15,3,5,0,35,3,0,12,13,12,3,46,0,0,0,0,3,0,8,0,0,0,0,9,0,17,0,0,0,0,0,9,8,3,10,51,31,124,24,243
UCL421039,7,23,0,5,3,53,16,4,20,5,13,0,62,0,0,3,0,0,0,3,0,0,0,0,8,0,9,4,0,4,4,7,0,15,35,19,108,57,103,7,322
UCL421040,3,9,6,4,0,22,0,0,8,15,5,0,29,0,0,0,0,0,0,0,0,0,3,0,12,0,10,0,0,3,0,10,3,15,7,3,39,44,104,10,203
UCL421041,0,7,3,3,0,21,0,0,9,5,9,3,20,0,0,0,0,3,0,4,0,0,0,0,13,0,13,0,0,0,0,0,0,0,3,3,33,24,92,11,160
UCL421042,3,14,4,0,0,24,0,0,9,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,7,3,4,33,16,83,10,149
UCL421043,0,3,6,3,0,13,0,0,6,11,8,3,26,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,14,26,68,9,126
UCL421044,0,11,0,0,0,19,4,0,3,3,7,0,21,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,3,0,5,5,5,24,16,73,6,134
UCL422001,0,0,0,3,0,4,0,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,35,5,51
UCL422002,0,5,3,8,0,21,0,0,0,3,0,0,9,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11,8,23,8,47
UCL422003,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,17,3,46
UCL422004,0,3,3,4,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,8,15,32,5,57
UCL422005,0,0,3,0,0,7,0,0,3,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,7,8,42,3,62
UCL422006,4,3,3,0,0,11,0,0,6,3,9,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,7,20,19,60,5,119
UCL422007,0,8,0,3,0,11,3,0,6,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,20,12,41,10,100
UCL422008,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,32
UCL422009,0,4,0,0,0,4,0,0,9,9,3,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,18,31,56,11,113
UCL422010,0,4,3,3,0,12,0,0,7,9,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,8,13,34,3,63
UCL422011,3,7,0,7,0,16,0,0,8,3,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,20,19,40,5,103
UCL422012,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,3,25
UCL422013,0,11,0,6,0,14,0,0,4,8,13,0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,3,3,3,6,3,0,16,23,77,12,134
UCL422014,0,11,0,0,0,9,0,0,7,7,3,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,26,25,56,3,111
UCL422015,0,0,0,0,0,3,0,0,6,3,5,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,5,10,7,13,16,29,0,67
UCL422016,0,0,0,3,0,3,3,0,0,3,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,30,0,48
UCL422017,0,0,4,0,0,4,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,11,27,0,44
UCL422018,0,0,0,3,0,4,3,0,0,3,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,3,24,0,37
UCL422019,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,4,6,18,0,35
UCL422020,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,34,3,39
UCL422021,0,6,4,3,0,13,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,0,8,12,41,6,69
UCL422022,3,7,0,3,0,15,0,0,10,11,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,21,17,35,5,84
UCL422023,0,3,3,0,3,10,0,0,4,3,0,0,9,0,0,0,3,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,8,18,34,11,76
UCL422024,3,16,4,0,0,26,0,0,9,10,8,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,3,0,8,3,9,6,5,52,35,78,6,185
UCL422025,0,4,5,6,3,26,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,12,7,17,3,36
UCL422026,0,7,0,0,0,8,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,0,26,0,42
UCL422027,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,15
UCL422028,0,3,0,4,0,9,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,0,3,0,0,8,12,37,0,62
UCL422029,0,7,0,0,0,9,0,3,11,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,0,4,3,5,25,15,68,9,124
UCL422030,0,11,11,0,0,17,3,3,7,6,8,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,7,5,17,22,76,4,133
UCL422031,0,10,0,6,0,17,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,30,3,59
UCL422032,0,3,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,5,6,33,3,45
UCL422033,0,8,0,0,4,12,0,0,4,0,0,0,6,0,0,0,0,0,3,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,13,5,9,15,34
UCL422034,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,4,28,7,43
UCL422035,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,29,3,39
UCL422036,0,8,3,0,0,13,0,0,14,8,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,30,23,39,0,100
UCL422037,0,4,0,3,0,10,0,0,5,0,3,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,18,10,56,6,90
UCL422038,0,8,4,0,0,16,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,0,5,15,14,44,3,88
UCL422039,0,6,3,3,0,11,0,0,3,8,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,12,64,7,102
UCL422040,0,3,0,0,0,3,0,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,0,0,4,9,43,18,68
UCL422041,0,7,0,0,0,10,0,0,6,5,6,3,16,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,10,10,33,7,64
UCL422042,0,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,5,4,31,3,45
UCL422043,0,0,0,3,0,4,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,32,6,42
UCL422044,0,3,0,4,0,9,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,9,35,4,65
UCL422045,0,3,0,0,0,12,0,0,3,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,12,8,31,3,58
UCL422046,0,5,0,0,0,3,0,0,3,3,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,10,33,4,59
UCL422047,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,0,25
UCL422048,0,3,0,0,0,7,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,21,0,39
UCL422049,0,3,0,0,0,7,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,14,47,3,73
UCL422050,3,10,4,3,0,25,4,0,3,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,3,20,5,26,6,54
UCL422051,0,0,0,3,0,3,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,3,0,0,14,4,56,6,76
UCL422052,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,4,42
UCL422053,0,3,0,0,0,3,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,26,0,50
UCL422054,0,0,0,0,0,3,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,7,3,47,3,68
UCL422055,0,4,0,0,0,3,0,0,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,28,0,42
UCL422056,0,5,0,3,0,10,0,0,0,3,10,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,3,3,9,3,0,10,12,59,5,99
UCL422057,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,10,4,17,0,35
UCL422058,0,0,4,0,0,6,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,10,31,6,46
UCL422059,0,0,0,0,0,4,0,0,3,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,9,8,28,3,47
UCL422060,0,3,0,0,0,8,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,15,8,41,3,60
UCL422061,0,3,0,3,0,6,0,0,4,4,7,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,6,3,9,3,0,22,16,86,9,131
UCL422062,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,23,4,38
UCL422063,0,0,0,0,0,5,0,0,3,8,7,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,10,13,59,3,88
UCL422064,0,3,3,6,0,24,0,0,6,3,8,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,7,18,14,52,3,97
UCL422065,0,3,0,0,0,4,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,11,12,18,8,48
UCL422066,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,36,0,64
UCL422067,0,0,3,5,0,5,0,0,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,44,6,66
UCL422068,3,3,0,0,0,8,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,3,4,3,8,3,23
UCL431777,415,1737,769,805,110,4252,357,320,1815,1338,1658,228,5717,21,16,104,72,176,22,410,21,25,114,156,1299,65,1675,35,27,166,177,601,233,1240,1586,1345,8399,7011,19462,2450,40253
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL499994,3,13,3,3,0,35,5,0,20,8,16,3,47,0,0,5,0,3,0,13,0,0,4,3,10,0,12,0,0,4,3,16,12,34,30,11,116,62,181,46,444
UCL501001,8374,28609,8199,10290,1632,67830,9170,4915,37327,16767,18397,3291,89862,706,360,3279,1671,2950,362,9326,1068,463,4081,3998,15667,798,26076,1718,469,5967,3852,9788,3049,24845,54164,25931,194416,99715,205305,23915,603457
UCL511001,305,1002,317,554,61,2369,199,164,1094,617,958,109,3146,6,8,42,36,110,3,210,23,13,108,119,685,29,980,15,9,86,106,384,103,707,725,698,4183,3107,10427,883,20026
UCL512001,129,401,177,230,26,1022,98,73,419,312,424,41,1364,6,0,33,17,55,4,119,7,5,33,65,302,25,438,3,0,28,35,154,66,284,296,292,1575,1398,3938,402,7913
UCL512002,97,312,116,170,16,759,51,48,309,205,369,40,1024,3,0,10,25,37,4,81,5,3,26,35,197,15,279,3,0,19,39,113,41,211,201,235,1295,1045,3466,298,6535
UCL512003,130,451,143,263,33,1097,80,80,473,323,380,62,1388,4,0,25,9,39,0,82,11,9,21,52,331,15,435,3,6,31,38,193,52,320,288,320,1603,1361,4393,398,8359
UCL512004,104,399,98,177,25,882,85,48,331,167,228,46,903,3,0,15,14,50,3,86,14,3,32,48,418,13,529,8,0,16,31,168,70,295,407,236,1721,1203,4725,437,8728
UCL513001,66,262,78,133,12,610,81,83,347,175,185,27,895,3,4,28,14,32,5,88,11,5,32,25,140,10,220,0,3,33,34,111,27,211,266,210,1267,837,1966,230,4774
UCL513002,41,171,46,89,11,378,10,21,89,63,115,24,333,0,0,5,4,19,0,32,0,0,14,18,133,3,171,0,0,8,15,49,22,93,67,97,480,400,1440,169,2656
UCL513003,66,268,52,95,10,518,40,23,131,69,81,11,353,0,3,6,12,11,0,38,3,0,20,31,162,10,224,16,0,42,33,199,48,328,236,154,1180,807,2849,285,5508
UCL513004,40,160,39,78,8,352,33,42,168,108,107,24,480,0,0,4,5,26,0,41,5,4,14,29,148,8,203,3,3,23,18,90,33,167,160,149,840,688,2504,250,4581
UCL514001,9,62,23,59,3,161,5,3,45,35,98,5,193,0,0,3,0,7,0,7,0,0,0,6,66,0,81,0,0,0,0,41,8,52,16,19,163,163,1016,95,1466
UCL514002,27,105,16,27,4,194,11,19,89,47,46,8,217,0,0,13,7,6,0,25,0,0,11,9,49,7,76,0,4,18,15,45,11,86,68,77,587,344,878,94,2046
UCL514003,30,115,35,40,4,235,9,10,82,44,49,8,198,3,0,6,8,15,0,34,5,0,16,16,52,6,87,0,0,26,15,50,15,107,73,72,594,352,962,101,2156
UCL514004,13,74,24,41,9,174,15,8,65,41,83,15,218,0,0,0,0,8,3,15,0,0,9,8,57,3,76,3,0,3,7,31,10,50,56,41,268,210,772,91,1430
UCL514005,28,71,41,56,5,219,15,11,93,110,119,12,350,0,0,6,11,14,3,38,4,3,7,19,82,0,116,0,0,10,12,53,16,95,65,54,383,453,1288,112,2351
UCL515001,0,6,3,8,0,19,0,0,6,3,10,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,3,3,3,0,12,7,6,37,30,125,20,214
UCL515002,9,20,5,6,0,40,0,0,9,15,14,0,35,0,0,0,0,0,0,0,0,0,3,0,18,0,16,0,0,0,3,8,3,16,9,10,58,48,215,27,357
UCL515003,8,30,3,16,3,58,3,3,23,15,25,0,67,0,0,3,0,4,0,4,0,0,8,0,10,0,15,0,0,4,0,7,0,11,10,13,90,54,191,22,375
UCL515004,4,9,5,12,0,29,0,0,10,17,21,0,52,0,0,0,0,0,0,3,0,0,3,6,22,0,31,0,0,0,0,14,0,25,11,5,82,71,299,28,492
UCL515005,7,17,8,19,0,54,3,3,26,11,31,3,75,0,0,3,0,3,0,6,0,0,0,3,13,0,19,0,0,0,0,12,4,19,9,17,80,68,275,20,471
UCL515006,11,68,11,36,4,141,9,5,44,23,33,11,132,0,0,0,4,6,0,9,0,0,4,0,28,0,34,0,0,4,0,12,12,29,27,29,213,164,522,86,1038
UCL515007,9,25,5,12,0,51,3,7,29,6,9,0,52,0,0,0,3,0,0,5,0,0,3,3,13,0,21,0,0,0,3,11,3,18,4,25,158,61,230,18,501
UCL515008,7,13,0,7,4,33,3,0,10,3,4,0,20,0,0,0,0,0,0,4,0,0,0,0,6,0,7,0,0,0,3,15,3,21,8,14,74,65,215,24,399
UCL515009,19,44,22,14,0,113,7,5,36,21,22,3,95,0,0,3,0,0,0,5,0,0,3,3,14,0,21,3,0,5,3,10,4,28,41,35,158,90,262,28,614
UCL515010,26,56,12,36,4,134,26,16,88,31,42,20,217,0,0,0,3,6,0,13,0,0,3,8,33,5,48,0,0,0,0,18,11,35,45,48,213,116,356,66,846
UCL515011,14,19,11,9,0,56,0,5,28,16,30,4,85,0,0,3,3,4,0,6,0,0,0,0,12,0,17,0,0,0,4,12,3,21,12,15,105,88,290,41,550
UCL515012,14,54,11,25,4,112,3,3,29,19,23,3,87,0,0,5,0,3,0,6,0,0,0,4,20,0,26,0,0,0,0,11,0,13,18,22,139,96,364,20,661
UCL515013,5,36,8,3,0,60,5,6,24,7,14,0,63,3,3,10,3,10,0,32,0,0,0,6,30,0,39,0,0,10,5,16,3,39,28,22,187,136,461,44,887
UCL515014,6,34,3,19,5,74,7,3,23,10,9,3,57,0,0,0,0,0,0,3,0,0,0,0,11,0,12,0,0,3,0,0,3,6,24,12,82,34,66,16,226
UCL515015,11,21,7,9,3,47,3,0,13,14,19,4,57,0,0,0,0,7,0,10,0,0,3,3,26,0,29,0,0,0,3,11,5,23,6,16,148,88,314,56,634
UCL515016,4,23,3,9,0,39,0,0,11,9,6,0,22,0,0,4,3,6,0,18,0,0,0,0,14,0,17,0,0,0,0,4,4,13,6,5,62,44,190,29,331
UCL515017,4,16,7,11,0,29,0,0,10,7,9,0,30,0,0,3,0,3,0,10,0,0,0,3,14,0,14,0,0,0,3,7,0,12,13,3,51,49,181,20,313
UCL515018,4,13,8,9,0,35,0,3,5,9,12,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,10,0,13,13,11,58,49,254,22,404
UCL515019,16,44,4,24,0,94,3,4,46,24,39,6,119,0,0,0,0,0,0,3,0,0,4,0,43,3,51,0,0,0,4,10,3,15,17,26,155,89,403,58,746
UCL515020,22,79,15,44,5,184,15,20,94,44,53,11,237,5,0,11,5,13,0,32,3,0,6,8,49,5,60,0,0,4,3,31,8,50,63,68,344,225,622,76,1391
UCL515021,12,39,17,12,0,90,6,5,23,23,22,3,87,3,0,0,0,6,0,10,0,0,0,4,16,0,29,0,0,3,0,11,0,20,24,27,118,81,242,23,511
UCL515022,25,55,11,30,0,125,3,5,35,29,63,5,143,0,0,8,9,21,0,30,0,0,0,6,43,0,51,0,0,0,3,19,5,29,28,35,153,121,582,53,972
UCL515023,10,32,19,17,0,84,3,4,22,11,20,7,68,0,0,0,0,7,3,6,0,0,3,0,41,4,44,0,0,3,0,5,4,9,15,23,106,77,344,39,609
UCL515024,3,15,3,10,5,47,0,0,10,7,16,0,31,0,0,0,0,0,0,0,0,0,3,0,23,0,26,0,0,0,0,3,3,8,10,9,63,44,199,25,353
UCL515025,4,18,8,16,0,48,3,6,13,13,32,0,57,0,0,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0,0,5,3,15,5,9,55,50,232,23,377
