UCL_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
UCL221051,195,0,0,4,0,197,7,0,0,0,0,7,0,0,0,0,0,0,200,0,0,4,0,206
UCL221052,192,4,0,0,0,200,64,9,0,0,0,76,6,0,0,0,0,8,263,16,0,0,0,284
UCL221053,216,0,0,3,0,225,70,0,4,0,0,74,8,0,0,0,0,12,300,3,4,6,3,318
UCL221054,134,13,0,0,0,149,25,3,0,0,0,25,3,0,0,0,0,4,165,19,3,0,0,186
UCL221055,242,5,4,0,0,248,40,3,0,0,0,39,11,0,0,0,0,11,293,9,3,0,0,304
UCL221056,215,0,0,0,0,215,36,0,0,0,0,36,4,0,0,0,0,4,249,0,0,0,0,249
UCL221057,203,3,0,3,0,211,40,0,0,0,0,43,3,0,0,0,0,3,253,5,0,3,0,261
UCL221058,195,0,0,0,0,195,33,0,0,0,0,37,10,0,0,0,0,10,242,0,0,0,0,240
UCL221059,177,10,0,0,4,194,32,0,0,0,0,34,15,0,0,0,0,16,222,13,0,0,4,242
UCL221060,203,3,0,3,0,206,41,0,0,0,0,41,3,0,0,0,0,3,244,3,0,3,0,253
UCL221061,170,3,0,44,3,216,34,0,0,56,0,90,7,0,0,5,0,14,214,3,0,101,3,320
UCL221062,253,6,0,8,0,274,108,5,3,4,0,121,23,0,0,0,0,20,387,9,3,16,3,420
UCL221063,130,4,0,4,0,143,79,0,3,0,0,88,12,0,0,0,0,14,224,4,3,3,0,236
UCL221064,195,0,0,0,0,195,17,0,0,0,0,17,5,0,0,0,0,3,222,0,0,0,0,220
UCL221065,171,0,0,0,0,168,25,0,0,0,0,25,6,0,0,0,0,6,199,0,0,0,0,201
UCL221066,138,4,3,0,0,149,47,0,0,0,0,50,6,0,0,0,0,6,189,7,6,3,3,200
UCL221067,238,0,0,0,0,237,48,0,0,0,0,51,6,0,0,0,0,6,292,0,0,0,0,293
UCL221068,274,11,0,0,0,284,64,6,0,3,0,68,17,4,0,0,0,24,353,17,0,5,0,373
UCL221069,489,0,0,0,0,489,48,0,3,0,0,48,7,0,0,0,0,7,545,0,3,0,0,545
UCL221070,231,0,3,0,3,238,72,0,3,0,0,70,12,0,0,0,0,12,320,0,4,0,3,327
UCL221071,138,0,0,0,0,141,9,0,0,0,0,9,0,0,0,0,0,0,149,0,0,0,0,152
UCL221072,220,5,4,13,4,240,43,0,0,3,0,49,4,0,0,0,0,9,264,5,4,17,5,298
UCL221073,207,0,0,0,0,214,30,0,0,0,0,30,4,0,0,0,0,4,249,0,0,0,0,250
UCL221074,252,0,0,0,3,257,63,0,0,0,0,63,12,0,0,0,0,10,330,0,0,3,4,336
UCL221075,182,0,0,0,3,186,64,9,0,4,0,73,7,0,0,0,0,4,251,6,0,8,3,269
UCL221076,160,0,0,0,0,164,28,0,0,0,0,28,5,0,0,0,0,10,194,0,3,0,0,200
UCL221077,163,0,5,9,3,176,78,0,7,5,3,96,14,0,0,0,0,16,257,0,12,14,9,289
UCL221078,146,17,0,30,0,192,28,3,0,31,0,67,4,0,0,3,0,9,177,23,0,57,0,261
UCL221079,274,3,6,0,0,283,32,0,4,0,0,39,12,0,0,0,0,12,317,3,10,0,0,329
UCL221080,151,4,4,3,0,157,79,0,0,3,0,81,7,0,0,0,0,10,238,3,3,9,0,251
UCL221081,278,3,0,10,0,296,44,19,0,3,0,66,14,0,0,0,0,14,334,24,0,11,0,371
UCL221082,175,6,6,0,0,181,37,0,3,0,0,40,8,0,0,0,0,10,214,6,12,0,0,232
UCL222001,86,0,0,0,0,85,4,0,0,0,0,4,0,0,0,0,0,0,87,0,0,0,0,86
UCL222002,131,0,0,0,3,132,8,0,0,0,0,8,0,0,0,0,0,0,133,0,0,0,3,136
UCL222003,78,0,0,0,0,78,13,0,0,0,0,13,3,0,0,0,0,8,92,0,0,0,0,91
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,62,0,0,0,0,62,21,0,0,0,0,21,6,0,0,0,0,6,89,0,0,0,0,88
UCL222006,118,0,0,0,0,122,16,0,0,0,0,16,3,0,0,0,0,3,134,0,0,0,0,135
UCL222007,60,0,0,0,0,60,9,0,0,0,0,9,6,0,0,0,0,6,80,0,0,0,0,80
UCL222008,94,0,0,0,0,95,17,0,0,0,0,17,3,0,0,0,0,3,113,0,0,0,0,111
UCL222009,82,0,0,3,3,89,38,0,0,3,3,45,6,0,0,0,0,6,133,0,0,7,3,141
UCL222010,86,0,0,0,0,86,14,0,0,0,0,14,0,0,0,0,0,0,103,0,0,0,0,102
UCL222011,103,0,0,0,0,98,8,0,0,0,0,8,0,0,0,0,0,0,107,0,0,0,0,105
UCL222012,105,0,0,0,0,105,16,0,0,0,0,16,3,0,0,0,0,3,125,0,0,0,0,126
UCL222013,80,0,0,0,0,77,5,0,0,0,0,5,0,0,0,0,0,0,89,0,0,0,0,92
UCL222014,132,3,0,0,0,133,9,0,0,0,0,9,5,0,0,0,0,5,142,3,0,0,0,146
UCL222015,138,0,0,0,0,138,11,0,0,0,0,11,3,0,0,0,0,3,149,0,0,0,0,152
UCL222016,106,0,0,0,0,106,22,0,0,0,0,22,0,0,0,0,0,0,134,0,0,0,0,134
UCL222017,157,0,0,0,3,154,35,0,0,0,0,36,9,0,0,0,0,9,197,0,0,3,3,196
UCL222018,113,0,0,0,0,113,12,0,0,0,0,12,3,0,0,0,0,3,134,0,0,0,0,134
UCL222019,73,0,0,0,3,78,21,0,0,0,0,25,4,0,0,0,0,3,101,0,0,0,3,104
UCL222020,66,0,0,0,0,66,35,0,0,0,0,35,3,0,0,0,0,3,111,0,0,0,0,111
UCL222021,20,8,4,0,0,33,7,0,0,0,0,7,5,0,0,0,0,5,31,8,4,0,0,43
UCL222022,111,0,0,0,0,112,8,0,0,0,0,8,6,0,0,0,0,6,123,0,0,0,0,122
UCL222023,80,0,0,3,0,79,16,0,0,0,0,16,7,0,0,0,0,7,95,0,0,3,0,97
UCL222024,65,0,0,3,0,70,34,0,0,0,0,36,0,0,0,0,0,0,103,0,0,5,0,113
UCL222025,140,0,0,0,0,140,13,0,0,0,0,13,0,0,0,0,0,0,150,0,0,0,0,150
UCL222026,3,3,44,0,0,46,0,0,6,0,0,6,0,0,3,0,0,3,3,3,50,0,0,51
UCL222027,57,0,0,4,3,61,19,0,0,0,0,19,4,0,0,0,0,4,74,0,0,4,0,81
UCL222028,103,0,0,0,0,103,4,0,0,0,0,4,3,0,0,0,0,3,114,0,0,0,0,114
UCL222029,86,0,0,3,0,87,31,0,0,0,0,32,4,0,0,0,0,4,123,0,0,3,0,128
UCL222030,144,0,0,0,0,147,53,0,0,0,0,53,12,0,0,0,0,13,208,0,0,0,0,211
UCL222031,83,0,0,0,0,82,18,0,0,0,0,18,3,0,0,0,0,3,100,0,0,0,0,104
UCL222032,130,0,0,0,0,133,22,0,0,0,0,22,3,0,0,0,0,8,155,0,0,0,4,160
UCL222033,66,0,0,0,0,66,22,0,0,0,0,29,9,0,0,0,0,9,102,0,0,0,0,98
UCL222034,68,0,0,3,0,70,14,0,0,0,0,14,3,0,0,0,0,3,81,0,0,3,0,93
UCL222035,58,0,0,3,0,63,34,0,6,0,0,43,7,0,0,0,0,10,100,0,9,3,0,112
UCL222036,74,0,0,3,14,90,18,0,0,0,0,18,4,0,0,0,4,4,95,0,0,6,14,119
UCL222037,65,0,0,3,3,74,11,0,4,0,0,13,3,0,0,0,0,3,75,4,7,3,3,88
UCL222038,78,0,0,0,0,78,23,0,0,4,0,22,0,0,0,0,0,0,98,0,0,4,0,100
UCL222039,30,63,4,0,0,101,10,27,3,0,0,42,3,3,3,0,0,10,42,100,9,0,0,151
UCL222040,50,0,0,3,0,56,26,0,0,0,0,28,3,0,0,0,0,3,83,0,0,4,0,85
UCL222041,71,0,0,0,0,66,16,0,0,0,0,14,5,0,0,0,0,5,86,0,0,0,0,86
UCL222042,65,0,0,0,0,65,5,0,0,0,0,5,0,0,0,0,0,0,68,0,0,0,0,68
UCL222043,94,0,7,0,0,100,8,0,0,0,0,8,0,0,0,0,0,0,102,0,7,0,0,111
UCL222044,114,4,0,0,3,123,18,0,0,0,0,18,6,0,0,0,0,6,139,4,0,0,3,144
UCL222045,81,0,0,3,0,83,17,0,0,0,0,25,0,0,0,3,0,4,100,0,0,6,0,111
UCL222046,71,0,0,0,0,71,27,0,0,0,0,32,5,0,0,0,0,5,103,0,5,0,0,107
UCL222047,136,0,0,0,3,140,41,0,0,0,0,41,3,0,0,0,0,3,179,0,0,0,3,185
UCL222048,128,0,0,0,0,133,35,0,0,0,0,34,3,0,0,0,0,3,165,0,0,0,0,169
UCL222049,80,0,4,0,0,81,38,0,3,0,0,46,8,0,3,0,0,12,126,0,5,0,0,131
UCL222050,84,0,0,0,0,84,11,0,0,0,0,11,0,0,0,0,0,0,89,0,0,0,0,89
UCL222051,107,0,0,0,0,107,31,4,0,0,0,37,4,0,0,0,0,4,146,4,0,0,0,157
UCL222052,58,0,0,3,0,63,32,0,0,0,0,32,0,0,0,0,0,0,92,0,0,3,0,96
UCL222053,62,0,0,0,0,64,30,5,0,0,0,33,3,0,0,0,0,3,91,3,0,0,0,100
UCL222054,66,5,0,3,3,75,14,3,0,0,0,12,3,0,0,0,0,4,85,6,0,3,3,97
UCL222055,125,3,0,5,3,132,31,0,0,0,0,30,6,0,0,0,0,6,165,3,0,3,4,171
UCL222056,118,3,0,4,0,123,19,0,0,0,0,20,4,0,0,3,0,6,142,3,3,8,0,153
UCL222057,131,0,5,0,0,133,31,0,8,0,0,41,12,0,0,0,0,7,171,0,14,0,0,185
UCL222058,102,0,10,0,0,106,19,0,0,0,0,20,3,0,0,0,0,3,120,0,6,3,0,132
UCL222059,124,0,0,0,0,124,37,0,0,0,3,38,5,0,0,0,0,5,165,0,0,3,3,164
UCL222060,72,0,0,3,0,83,8,0,3,0,0,13,0,0,0,0,0,3,88,0,3,5,0,93
UCL222061,114,0,0,7,0,120,49,0,0,0,0,49,8,0,0,0,0,10,166,0,0,10,0,173
UCL222062,0,0,15,0,3,18,0,0,0,0,0,0,0,0,3,0,0,6,0,0,17,0,5,18
UCL222063,73,0,0,0,0,72,16,0,0,0,0,20,0,0,0,0,0,0,88,0,0,0,0,96
UCL222064,0,0,14,0,0,13,0,0,5,0,0,7,0,0,0,0,0,3,0,4,18,0,3,27
UCL222065,57,0,0,0,0,63,12,0,3,0,0,22,3,0,0,0,0,3,79,0,4,0,0,86
UCL222066,55,0,0,0,0,57,30,0,0,4,0,36,0,0,0,0,0,0,86,0,0,4,0,90
UCL222067,65,0,0,0,0,65,6,0,0,0,0,6,0,0,0,0,0,0,70,0,0,0,0,71
UCL222068,121,0,0,0,0,121,45,0,4,0,0,47,3,0,0,0,0,3,170,0,6,0,0,176
UCL222069,115,8,4,7,0,132,13,0,0,0,0,17,6,0,0,0,0,10,141,11,4,9,0,160
UCL222070,121,0,0,0,0,121,14,0,0,0,0,14,12,0,0,0,0,12,148,0,0,0,0,148
UCL222071,65,0,0,0,0,65,7,0,0,0,0,7,0,0,0,0,0,0,71,0,0,0,0,71
UCL222072,52,0,0,0,0,56,16,0,0,0,0,21,0,0,0,0,0,0,69,0,3,0,0,74
UCL222073,62,0,0,0,0,66,45,0,0,0,0,45,3,0,0,0,0,3,109,0,0,0,0,112
UCL222074,94,0,0,4,0,94,53,0,3,0,0,58,3,0,4,0,0,3,146,0,8,8,3,162
UCL222075,66,0,0,7,0,70,20,0,0,0,0,26,3,0,0,0,0,7,88,0,3,3,3,97
UCL222076,111,0,0,0,4,122,20,0,0,0,0,20,3,0,0,0,0,3,134,0,0,0,4,137
UCL222077,56,0,0,0,4,58,8,0,0,0,0,8,0,0,0,0,0,0,67,0,0,0,4,65
UCL222078,114,0,0,3,0,124,56,3,0,0,0,58,11,0,0,0,0,11,174,4,0,6,0,185
UCL222079,109,0,0,3,0,116,23,0,0,0,0,23,3,0,0,0,0,3,140,0,0,3,0,144
UCL222080,75,0,0,3,0,78,33,0,3,0,0,32,0,0,0,0,0,3,106,0,5,3,0,119
UCL222081,57,0,0,4,7,68,17,0,0,0,0,12,3,0,0,0,0,3,73,0,3,4,7,83
UCL222082,59,0,0,0,0,61,12,0,0,0,0,12,3,0,0,0,0,3,71,0,0,0,0,74
UCL222083,122,0,0,0,0,124,23,0,0,0,0,23,3,0,0,0,0,3,148,0,0,0,0,148
UCL222084,120,0,7,0,0,123,44,7,3,0,0,52,11,0,0,0,0,10,173,5,8,4,0,189
UCL222085,60,0,3,0,0,62,17,0,4,0,0,25,5,0,0,0,0,5,85,0,7,0,0,88
UCL222086,141,0,0,0,0,143,50,0,5,0,0,59,11,0,0,0,0,9,206,0,6,3,0,215
UCL222087,68,0,3,7,6,86,20,0,0,3,0,28,3,0,0,0,5,12,91,0,5,7,10,119
UCL222088,138,0,0,0,0,138,11,0,0,0,0,11,3,0,0,0,0,3,145,0,0,0,0,150
UCL222089,185,0,0,0,0,190,25,0,0,0,0,25,7,0,0,0,0,7,216,0,0,0,0,220
UCL222090,102,0,0,3,0,105,31,0,3,0,0,35,3,0,0,0,0,3,137,0,3,0,0,143
UCL222091,54,0,0,0,0,54,21,0,0,0,0,17,3,0,0,0,0,3,73,0,0,0,0,74
UCL222092,50,0,0,0,0,51,19,0,0,0,0,19,5,0,0,0,0,5,71,0,0,0,0,75
UCL222093,57,0,0,0,0,57,15,0,0,0,0,15,0,0,0,0,0,0,73,0,0,0,0,74
UCL222094,144,0,0,0,0,153,7,0,0,0,0,11,0,0,0,0,0,0,161,0,0,0,0,159
UCL222095,128,0,0,0,0,129,54,0,0,0,0,54,7,0,0,0,0,7,179,0,0,0,0,182
UCL222096,74,0,0,0,0,73,7,0,0,0,0,7,0,0,0,0,0,0,79,0,0,0,0,82
UCL222097,89,0,0,0,0,90,27,0,0,0,0,27,0,0,0,0,0,0,115,0,0,0,0,114
UCL222098,109,0,0,0,3,112,8,0,0,0,0,8,7,0,0,0,0,7,125,0,0,0,3,131
UCL222099,117,3,0,0,0,126,63,0,4,0,0,65,3,0,0,0,0,3,183,3,4,0,0,189
UCL222100,129,0,0,0,0,127,23,0,0,0,0,23,10,0,0,0,0,10,152,0,0,0,0,156
UCL222101,73,3,0,6,0,82,30,3,0,0,0,36,7,0,0,0,0,9,110,4,3,9,0,126
UCL222102,68,0,0,0,0,67,20,0,0,0,0,20,3,0,0,0,0,3,85,0,0,0,0,90
UCL222103,65,0,0,0,0,65,12,0,0,0,0,15,0,0,0,0,0,0,81,0,0,0,0,85
UCL222104,127,0,0,0,0,123,28,0,0,0,0,28,0,0,0,0,0,0,149,0,0,0,0,148
UCL222105,90,0,0,3,3,95,18,0,0,0,0,18,6,0,0,0,0,6,115,0,0,4,3,125
UCL222106,95,0,0,0,0,96,15,0,0,0,0,15,3,0,0,0,0,3,114,0,0,0,0,110
UCL222107,153,0,0,0,0,153,31,0,0,0,0,31,3,0,0,0,0,3,182,0,0,0,0,182
UCL222108,123,7,0,11,3,137,36,4,0,9,0,51,13,0,0,0,0,12,170,11,0,20,3,201
UCL222109,93,0,0,0,0,93,32,0,4,0,0,37,7,0,0,0,0,8,133,0,4,0,0,135
UCL222110,120,0,0,0,0,120,12,0,0,0,0,12,7,0,0,0,0,4,139,0,0,0,0,143
UCL222111,72,0,0,0,0,70,15,0,0,0,0,15,0,0,0,0,0,0,89,0,0,0,0,90
UCL222112,53,0,0,0,0,57,16,0,0,0,0,22,0,0,0,0,3,3,75,0,0,0,3,81
UCL222113,97,0,0,0,0,99,18,0,0,0,0,18,3,0,0,0,0,3,119,0,0,0,0,115
UCL222114,61,0,0,0,0,64,15,0,0,0,0,15,4,0,0,0,0,4,74,0,0,0,0,78
UCL222115,77,0,0,0,0,79,25,0,4,0,0,28,3,0,0,0,0,3,109,0,5,0,0,108
UCL222116,66,0,0,0,3,71,14,0,0,0,0,13,0,0,0,0,0,0,83,0,0,0,3,85
UCL222117,107,0,0,0,0,107,24,0,0,0,0,24,4,0,0,0,0,4,133,0,0,0,0,133
UCL222118,56,0,0,0,0,56,8,0,0,0,0,8,0,0,0,0,0,0,61,0,0,0,0,61
UCL222119,52,0,0,3,0,56,20,0,0,0,0,20,0,0,0,0,0,0,74,0,0,3,0,75
UCL222120,76,0,0,0,0,76,24,0,0,0,0,24,3,0,0,0,0,3,107,0,0,0,0,107
UCL222121,71,0,0,0,0,71,19,0,0,0,0,24,0,0,0,0,0,0,91,0,0,0,3,96
UCL222122,57,0,0,0,0,55,5,0,0,0,0,5,3,0,0,0,0,3,65,0,0,0,0,65
UCL231777,113564,373,271,992,908,116107,20928,95,130,680,198,22020,3283,13,23,134,121,3571,137775,480,419,1802,1224,141696
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,476009,60755,81020,2018,1656,621455,48070,12621,14755,1170,324,76934,10725,2724,2872,228,621,17173,534804,76100,98640,3415,2601,715565
UCL302001,99780,33711,31133,807,518,165947,8828,6026,6933,429,110,22328,2474,1246,1405,83,276,5482,111081,40983,39467,1318,905,193760
UCL303001,31301,3695,7016,283,208,42508,3782,1332,2092,135,68,7412,871,200,404,55,114,1639,35955,5229,9505,477,387,51562
UCL303002,56438,10816,10656,677,294,78886,5042,3006,2292,392,114,10830,1182,505,473,67,67,2287,62657,14328,13419,1129,472,92008
UCL303003,24228,4100,1572,115,120,30138,4082,1769,779,50,33,6709,596,230,89,7,99,1015,28902,6098,2436,169,253,37861
UCL303004,40896,4502,3648,231,108,49387,5323,1966,897,105,25,8319,995,260,174,15,29,1474,47216,6730,4712,354,162,59174
UCL311001,12199,1098,766,141,45,14249,3014,697,534,108,14,4366,415,84,71,16,12,606,15633,1881,1368,268,68,19222
UCL311002,13523,1564,523,279,107,15990,2489,792,238,172,25,3708,389,89,45,35,70,624,16397,2442,806,476,200,20325
UCL311003,18688,2201,1113,145,87,22234,2787,960,451,81,31,4308,469,127,71,26,50,747,21941,3284,1637,258,172,27293
UCL311004,15074,1129,655,69,68,16990,3227,650,398,41,17,4331,468,101,56,15,38,671,18766,1875,1107,123,118,21991
UCL312001,8563,658,704,28,15,9975,1138,203,302,21,0,1672,183,20,41,7,0,250,9889,879,1056,52,17,11898
UCL312002,5750,296,185,68,17,6316,1594,340,145,40,3,2122,217,43,28,13,6,301,7563,672,355,120,28,8739
UCL313001,3133,199,274,27,6,3640,397,103,81,4,3,589,81,27,0,0,11,129,3615,327,356,29,24,4352
UCL313002,4727,997,339,139,18,6216,865,460,173,127,0,1619,163,53,21,15,3,258,5755,1509,533,285,20,8097
UCL313003,3021,101,67,14,17,3220,692,93,43,3,0,834,82,11,7,0,0,99,3797,206,116,12,16,4155
UCL313004,3116,249,282,25,34,3707,294,44,80,6,4,434,75,15,10,3,3,106,3488,307,370,37,43,4248
UCL313005,2818,43,16,20,3,2899,430,42,10,7,0,494,73,0,0,0,3,87,3326,87,31,28,9,3476
UCL313006,4688,333,126,25,10,5184,1255,199,143,30,17,1635,153,32,15,5,3,204,6100,557,283,61,30,7026
UCL313007,2647,133,155,24,8,2972,549,67,100,15,3,732,75,14,13,4,0,107,3271,211,273,40,16,3811
UCL313008,3822,661,239,44,34,4799,650,213,90,20,9,985,134,27,21,5,14,203,4610,908,349,67,57,5992
UCL313009,4452,676,342,17,16,5499,613,221,236,0,3,1079,115,28,27,3,4,182,5181,925,608,24,25,6759
UCL313010,3492,321,59,17,24,3915,978,237,53,14,3,1285,110,31,8,3,0,156,4582,585,120,38,30,5355
UCL313011,4132,243,412,47,35,4870,590,149,221,31,9,998,97,5,29,15,3,155,4827,398,663,95,45,6022
UCL314001,1704,402,411,65,64,2657,165,110,108,15,11,404,59,21,24,12,4,111,1928,535,541,95,81,3169
UCL314002,1712,84,169,24,6,1994,418,78,149,12,3,663,56,12,27,0,0,97,2193,168,345,38,8,2754
UCL314003,1953,22,215,28,6,2223,641,11,232,15,3,901,63,4,18,4,26,118,2665,33,469,46,36,3247
UCL314004,1265,154,39,24,0,1482,405,118,38,21,0,582,53,17,7,3,0,78,1731,285,78,47,3,2146
UCL314005,1228,176,16,3,7,1431,193,68,12,0,0,268,27,6,0,0,0,35,1450,249,29,5,7,1732
UCL314006,1427,16,97,16,3,1556,268,10,32,14,0,320,55,0,11,5,0,69,1749,31,146,32,5,1954
UCL314007,1999,121,111,63,14,2313,559,101,89,35,4,782,81,28,12,7,9,135,2642,248,210,106,24,3227
UCL314008,1873,5,67,28,8,1983,703,5,60,9,0,777,84,3,10,0,0,99,2666,10,138,33,10,2856
UCL314009,1291,84,127,4,3,1505,318,31,43,0,6,394,39,14,11,6,3,75,1650,132,176,8,6,1973
UCL314010,1256,129,91,98,10,1586,425,62,56,37,11,590,67,15,4,8,8,99,1745,204,150,145,24,2272
UCL314011,1279,32,125,4,0,1450,328,17,84,4,4,444,46,4,14,6,0,69,1656,56,229,19,7,1960
UCL314012,1546,46,40,4,3,1637,265,32,18,3,0,326,36,4,0,0,3,43,1847,85,60,4,5,2008
UCL314013,2653,140,3,0,6,2801,179,53,0,0,0,236,39,4,0,0,0,42,2875,194,3,0,6,3083
UCL314014,1472,51,165,68,6,1761,527,32,144,54,3,755,69,9,20,10,0,109,2065,84,330,129,13,2620
UCL314015,1405,0,0,0,3,1407,70,0,0,0,0,74,36,0,0,0,0,36,1512,0,0,0,3,1516
UCL314016,1693,33,92,29,9,1857,693,51,102,24,3,878,84,8,12,6,0,108,2475,94,201,61,13,2840
UCL314017,1898,245,138,7,0,2297,139,22,22,4,0,194,43,7,8,0,4,52,2086,271,171,10,4,2540
UCL314018,1687,0,0,0,0,1696,60,0,0,0,0,63,37,0,0,0,0,37,1785,3,0,0,0,1793
UCL314019,1699,63,32,7,12,1817,416,53,13,4,0,486,65,8,3,7,3,79,2180,118,48,16,13,2381
UCL314020,2523,214,29,88,3,2854,312,36,5,61,0,415,62,9,0,8,0,79,2897,262,31,154,3,3347
UCL314021,2347,48,13,36,10,2448,236,17,8,0,0,255,43,0,0,0,0,43,2629,59,21,36,10,2755
UCL314022,2603,59,143,53,4,2871,216,23,46,16,0,297,56,5,6,3,0,70,2878,93,193,73,6,3237
UCL315001,599,0,3,3,3,609,31,0,3,4,0,35,13,0,0,0,0,13,645,0,8,3,3,659
UCL315002,364,0,5,3,0,378,91,3,5,0,0,102,17,0,0,0,0,16,471,3,16,4,0,494
UCL315003,144,8,8,0,0,160,69,0,9,0,0,88,10,0,0,0,0,7,227,14,20,0,0,255
UCL315004,220,15,13,9,0,251,22,3,4,0,0,31,14,3,3,0,3,20,252,18,21,11,3,299
UCL315005,878,148,41,13,0,1079,182,54,20,7,0,258,20,3,0,0,0,32,1090,201,60,13,4,1367
UCL315006,1126,4,62,3,3,1193,165,0,24,3,0,194,34,0,0,0,0,38,1327,10,83,6,3,1424
UCL315007,679,11,15,21,3,730,231,12,26,10,0,281,24,0,3,0,0,24,928,31,49,27,3,1034
UCL315008,727,0,8,34,0,766,221,0,4,36,3,260,36,0,0,5,0,44,985,4,6,71,3,1071
UCL315009,366,5,12,33,0,426,76,0,3,36,0,120,18,0,0,3,0,23,465,5,21,69,0,560
UCL315010,882,9,21,14,0,922,119,0,3,18,0,135,11,0,0,4,0,13,1007,9,26,33,0,1080
UCL315011,293,14,3,0,0,320,46,0,0,0,0,44,8,0,0,0,0,11,352,19,4,0,0,373
UCL315012,265,17,52,23,3,364,99,3,22,9,0,134,16,0,7,6,0,37,388,28,84,36,6,529
UCL315013,549,0,0,0,0,557,57,0,0,0,0,57,10,0,0,0,0,10,623,0,0,0,0,624
UCL315014,653,0,0,0,0,653,49,0,0,0,0,49,6,0,0,0,0,6,710,0,0,0,0,710
UCL315015,733,11,20,14,3,783,267,23,12,3,0,307,37,0,3,0,0,41,1041,41,34,16,3,1132
UCL315016,89,5,3,0,0,99,175,3,5,0,0,182,0,0,0,0,0,0,263,6,8,0,0,281
UCL315017,292,16,9,15,0,338,140,25,4,5,0,177,12,9,0,0,0,18,442,49,15,22,3,529
UCL315018,501,6,31,6,5,552,117,0,15,8,0,141,12,0,0,0,0,16,636,6,44,18,5,709
UCL315019,311,21,9,0,0,335,111,8,0,0,0,122,24,0,0,0,0,28,445,31,10,4,0,486
UCL315020,451,7,44,21,13,537,132,3,31,8,0,178,13,0,4,8,0,28,600,14,81,33,21,747
UCL315021,294,9,0,0,0,310,119,3,0,0,0,125,12,3,0,0,0,17,422,12,0,4,3,447
UCL315022,359,11,42,19,13,447,95,3,32,5,0,141,15,0,3,0,0,23,474,8,81,30,16,610
UCL315023,854,0,3,15,0,875,191,0,0,7,0,194,27,0,3,0,0,31,1069,0,4,26,0,1105
UCL315024,761,23,68,7,3,855,181,6,25,5,0,214,28,0,0,0,3,36,969,34,90,9,5,1106
UCL315025,466,11,4,6,3,486,165,13,7,3,0,185,16,3,0,0,0,27,653,23,10,13,3,695
UCL315026,294,0,0,0,0,299,33,0,0,0,0,33,5,0,0,0,0,5,332,0,0,0,0,334
UCL315027,539,0,6,8,3,559,67,0,0,0,0,69,12,0,0,0,0,12,617,0,7,8,3,638
UCL315028,123,6,14,4,0,148,78,3,19,0,0,101,4,18,0,0,0,27,205,22,39,4,0,268
UCL315029,550,8,29,0,0,588,66,0,6,0,0,75,20,0,3,0,0,22,635,8,43,0,0,683
UCL315030,1212,46,35,11,0,1302,255,30,23,12,0,319,42,3,0,5,10,52,1501,82,59,22,11,1674
UCL315031,747,0,0,0,0,752,97,0,0,0,0,103,19,0,0,0,0,19,868,3,0,0,0,872
UCL315032,390,8,11,17,3,427,157,8,11,11,0,187,23,0,0,0,0,27,569,15,20,25,3,641
UCL315033,1083,0,3,0,0,1086,106,0,0,0,0,104,27,0,0,0,0,28,1216,0,3,0,0,1221
UCL315034,375,0,0,0,0,375,43,0,0,0,0,47,4,0,0,0,0,4,421,0,0,0,0,423
UCL315035,559,0,0,3,0,563,48,0,0,0,0,48,13,0,0,0,0,13,617,0,0,3,0,624
UCL315036,112,15,5,0,0,129,105,5,0,4,0,124,6,0,0,0,0,8,224,22,4,6,0,261
UCL315037,20,0,57,0,18,93,0,3,8,0,4,19,7,0,30,0,0,42,21,3,100,6,21,149
UCL315038,361,3,5,0,3,370,69,0,0,0,0,70,9,0,0,0,0,6,435,5,8,0,8,450
UCL315039,725,3,16,16,0,771,264,3,19,3,0,298,29,0,3,3,0,35,1019,14,41,27,3,1105
UCL315040,262,18,0,6,0,279,123,15,0,3,0,140,23,3,0,0,0,23,407,33,0,9,0,445
UCL315041,1046,7,65,16,3,1136,445,11,84,3,3,544,52,0,8,0,3,68,1539,21,165,17,12,1745
UCL315042,546,0,6,9,0,560,69,0,0,3,0,76,14,0,0,0,0,13,629,0,6,13,0,651
UCL315043,1073,17,0,0,3,1093,119,13,0,0,0,132,31,0,0,0,4,29,1219,27,0,0,7,1248
UCL315044,1281,0,0,3,0,1288,228,0,0,0,0,225,43,0,0,0,0,41,1549,0,0,6,0,1555
