UCL_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL315084,0,0,6,3,11,19,42,52,43,166,0,0,0,0,0,0,0,3,0,5,17,7,33,26,18,31,33,35,24,218,91,101,283,259,276,309,219,140,103,1779
UCL315085,3,6,5,9,23,38,82,35,9,203,0,0,0,0,3,3,5,0,0,8,7,3,3,30,34,44,64,33,5,240,61,69,148,251,417,597,635,210,35,2429
UCL315086,0,0,0,3,0,3,4,12,4,24,0,0,0,0,0,0,0,0,0,0,5,3,11,17,21,16,6,9,0,88,87,115,102,260,453,331,166,53,19,1590
UCL315087,3,0,6,3,13,41,84,67,37,256,3,0,0,0,0,9,3,3,0,24,17,6,59,55,45,67,55,48,18,375,102,192,429,419,372,489,308,180,80,2575
UCL315088,0,0,3,7,11,34,68,55,17,194,0,0,0,3,0,0,9,6,0,14,22,14,22,25,29,27,30,13,8,190,100,134,296,301,305,289,231,117,40,1807
UCL315089,0,0,13,5,21,53,144,144,86,463,0,3,0,3,5,5,7,8,0,35,9,11,50,20,44,48,70,111,47,407,109,232,523,484,531,690,717,502,208,3987
UCL315090,3,0,3,0,8,27,30,17,5,105,0,0,3,3,0,0,0,4,0,8,24,49,129,68,71,39,27,8,6,431,117,233,495,407,332,268,104,43,15,2007
UCL315091,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,47,34,23,16,0,0,0,129,18,30,244,213,139,82,8,5,0,739
UCL315092,0,0,3,3,4,24,100,64,22,229,0,0,0,0,0,0,3,0,0,4,9,7,7,10,27,52,70,59,19,259,33,48,87,125,243,458,628,277,83,1984
UCL315093,0,0,0,3,0,13,40,49,29,132,0,0,0,0,0,0,0,0,0,6,3,0,6,14,8,17,10,12,8,78,17,39,70,88,107,168,169,119,55,839
UCL315094,0,0,3,3,3,18,34,32,5,101,0,0,0,0,0,0,0,0,0,6,3,4,5,11,20,29,31,6,3,123,36,63,166,227,247,350,394,108,17,1609
UCL315095,0,0,12,7,11,20,45,51,33,180,0,4,4,0,0,0,3,4,3,19,4,20,43,25,30,25,22,24,11,204,59,154,361,251,263,253,206,149,77,1772
UCL315096,0,0,0,0,8,26,54,39,15,141,0,0,0,0,0,3,5,0,0,10,8,14,39,35,35,46,23,15,10,234,107,206,507,399,440,376,245,92,33,2408
UCL315097,0,0,0,3,3,5,29,14,3,66,0,0,0,0,0,0,0,0,0,0,6,6,9,7,16,18,15,5,0,90,46,99,117,137,212,195,129,36,8,984
UCL315098,0,3,7,4,14,8,15,0,0,53,0,0,3,0,0,3,0,5,0,17,22,30,63,99,85,46,15,0,0,362,106,221,710,697,608,316,84,9,3,2751
UCL315099,0,3,0,3,3,11,33,17,5,78,0,0,0,0,3,0,0,0,0,0,17,8,31,28,32,22,14,7,0,154,110,196,473,560,445,281,188,53,7,2308
UCL315100,0,0,0,3,3,16,24,17,6,72,0,0,0,0,0,0,3,0,0,4,0,0,13,6,15,20,15,7,0,83,39,52,156,170,191,187,132,60,8,991
UCL315101,0,0,3,3,3,3,23,8,0,48,0,0,0,0,0,0,0,0,0,3,7,3,6,13,19,13,15,3,4,73,55,87,202,185,273,206,130,45,11,1186
UCL315102,0,0,5,5,11,13,71,50,19,183,0,0,0,0,0,3,4,0,0,5,4,6,11,10,30,27,39,55,43,224,47,82,155,143,242,208,315,179,82,1448
UCL315103,0,0,3,3,0,3,9,3,3,26,0,0,0,0,0,0,0,0,0,3,10,11,14,39,30,28,38,14,4,172,22,53,95,164,173,229,187,61,13,999
UCL315104,0,0,0,0,6,11,69,42,22,159,0,0,0,3,0,3,0,0,0,5,41,205,377,271,98,57,43,24,23,1151,90,292,534,466,362,311,253,135,83,2530
UCL315105,0,0,0,0,0,3,38,22,11,76,0,0,0,0,0,0,0,0,3,3,3,10,0,8,4,30,37,19,3,112,10,21,42,66,75,260,349,122,31,977
UCL315106,0,0,0,0,3,3,19,9,0,43,0,0,0,0,0,0,0,0,0,0,3,12,25,10,10,13,17,6,0,91,50,101,256,187,162,105,95,33,3,990
UCL315107,0,3,7,3,6,9,33,20,13,94,0,0,0,0,0,0,0,0,0,5,3,9,20,18,22,38,30,10,6,148,58,112,233,217,260,270,209,84,28,1469
UCL315108,9,4,7,3,17,11,42,16,3,116,0,0,0,0,0,0,6,0,0,17,6,5,12,6,11,4,3,7,0,54,160,227,368,270,296,176,67,23,5,1586
UCL315109,0,3,4,9,8,4,7,3,4,46,0,0,0,0,0,0,0,0,0,3,15,50,84,35,34,21,11,7,0,260,132,477,989,454,330,205,125,19,9,2738
UCL315110,0,0,0,4,0,0,25,15,3,45,0,3,0,3,0,0,0,0,0,6,0,0,3,3,16,12,10,11,3,67,16,21,103,114,136,155,170,70,35,815
UCL321001,0,0,0,0,0,0,11,8,0,22,0,0,0,0,0,0,0,0,0,0,7,4,13,19,20,18,13,3,0,98,24,33,98,117,141,146,114,23,3,705
UCL321002,0,0,0,0,5,7,27,3,0,42,0,0,0,0,0,0,0,0,0,3,0,4,3,5,3,6,9,3,0,29,20,30,51,70,78,91,91,18,6,453
UCL321003,0,0,3,0,3,8,27,36,35,115,0,0,0,0,0,0,0,0,0,4,3,0,4,9,7,11,12,5,14,61,22,41,55,79,81,115,130,83,76,675
UCL321004,0,0,0,0,0,8,19,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,6,3,0,28,9,27,42,46,75,91,90,23,4,418
UCL321005,0,0,0,0,5,4,13,3,3,32,0,0,0,0,0,0,0,0,0,0,3,9,20,17,17,5,10,3,0,85,20,33,91,99,109,79,73,20,7,527
UCL321006,0,0,0,0,5,11,26,33,19,87,0,0,0,0,4,0,0,3,3,7,0,0,6,8,14,15,8,14,4,77,16,44,73,129,120,162,115,76,36,765
UCL321007,0,3,0,3,8,21,18,3,0,59,0,0,0,0,0,0,4,0,0,3,4,0,4,3,0,6,0,0,0,22,39,62,122,107,73,66,39,3,0,519
UCL321008,0,0,0,0,11,13,29,16,3,62,0,0,0,0,0,0,0,0,0,0,5,12,28,24,20,14,8,11,0,118,33,85,187,157,187,133,71,40,5,892
UCL321009,0,0,3,0,3,10,29,10,3,64,0,0,0,0,0,0,0,0,0,0,3,6,12,8,12,20,31,9,0,104,24,35,60,88,112,202,215,57,11,796
UCL321010,0,0,0,0,8,9,49,30,19,111,0,0,0,0,0,0,0,0,0,4,9,5,11,15,10,9,22,13,8,109,32,70,142,143,175,166,142,85,36,994
UCL321011,0,0,0,0,0,4,10,4,3,21,0,0,0,0,0,0,0,0,0,0,6,0,3,3,11,4,6,3,0,44,21,15,48,69,106,97,60,25,3,453
UCL321012,0,0,0,4,4,7,18,7,3,41,0,0,0,0,3,0,3,0,0,14,3,8,18,7,10,13,15,6,0,81,26,58,142,98,109,105,86,33,16,660
UCL321013,0,0,0,0,0,0,6,5,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,9,23,9,8,0,0,58,25,19,55,129,186,93,61,11,3,584
UCL321014,0,0,0,0,5,9,35,26,27,107,0,0,0,0,0,0,3,0,0,4,0,3,5,8,11,7,20,26,12,87,15,30,45,46,72,105,138,87,53,588
UCL321015,0,0,0,4,0,3,6,6,0,16,0,0,0,0,0,0,0,0,0,0,3,4,3,10,12,10,7,0,3,50,22,26,42,96,114,123,128,30,4,594
UCL321016,0,0,0,0,4,5,14,12,3,43,0,0,0,0,0,0,3,0,0,4,3,4,13,10,15,3,5,6,0,57,24,31,133,141,122,108,77,27,3,669
UCL321017,0,0,3,3,11,16,46,39,12,131,0,0,0,0,0,6,4,0,0,9,4,3,7,5,10,10,21,14,4,80,31,38,104,107,129,167,156,92,36,858
UCL321018,0,0,0,0,3,17,25,21,12,83,0,0,0,0,3,0,0,0,0,6,0,0,0,4,3,16,17,11,4,59,9,19,44,54,73,111,123,69,18,518
UCL321019,0,0,0,0,0,0,11,3,0,19,0,0,0,0,0,0,0,0,0,0,3,11,6,9,7,16,3,3,0,50,29,33,68,100,122,205,117,37,6,714
UCL321020,0,0,0,0,3,10,16,5,3,37,0,0,0,0,0,0,0,0,0,0,8,5,3,10,12,13,4,0,0,58,20,24,77,110,86,114,69,13,3,525
UCL321021,0,0,0,0,4,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,6,10,7,11,5,0,0,50,33,43,120,170,141,113,72,8,4,698
UCL321022,0,0,0,0,0,4,14,13,3,33,0,0,0,0,0,0,0,0,0,0,3,0,4,6,7,11,9,6,3,55,24,19,59,101,119,121,93,40,3,571
UCL321023,0,0,0,0,0,8,27,14,3,50,0,0,0,0,0,0,0,0,0,3,0,0,6,5,4,10,8,10,0,47,18,18,71,98,109,127,82,30,4,566
UCL321024,0,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,4,3,0,0,36,17,23,37,122,104,74,53,10,3,442
UCL321025,0,0,0,0,0,6,11,14,10,47,0,0,0,0,0,0,0,0,0,0,4,0,12,6,6,7,9,0,0,41,16,32,73,80,98,114,113,36,12,575
UCL321026,0,0,0,0,0,0,10,3,0,15,0,0,0,0,0,0,0,0,0,0,3,3,9,5,3,20,6,0,4,58,15,26,55,61,65,102,52,20,8,408
UCL321027,0,0,0,0,3,0,9,3,0,17,0,0,0,0,0,0,0,0,0,0,6,4,5,3,8,15,10,6,0,56,28,35,86,104,107,88,71,35,6,562
UCL321028,0,0,0,0,5,4,18,9,0,38,0,0,0,0,0,0,0,0,0,0,4,20,17,15,28,18,10,9,0,114,22,80,161,119,126,116,59,29,3,719
UCL321029,0,0,0,0,0,3,19,3,3,29,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,11,19,7,7,59,16,18,33,60,111,162,191,70,13,669
UCL321030,0,0,0,0,7,10,26,16,0,58,0,0,0,0,0,0,0,0,0,0,5,0,0,7,12,12,15,10,0,70,12,20,56,65,81,98,83,42,3,461
UCL321031,0,0,0,0,0,9,10,11,5,28,0,0,0,0,0,0,0,0,0,3,0,0,4,17,14,16,10,10,3,68,22,13,78,142,147,141,86,55,11,707
UCL321032,0,0,0,7,5,5,22,6,6,54,0,0,0,0,0,0,0,0,0,3,5,3,5,12,25,15,26,3,3,100,59,78,129,229,329,279,237,60,13,1415
UCL321033,0,0,0,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,4,4,6,12,14,14,9,3,0,67,16,24,57,85,94,87,58,13,5,431
UCL321034,0,0,4,3,12,23,26,27,8,100,0,0,0,0,0,3,3,3,0,14,4,5,10,12,9,24,13,12,6,104,25,53,110,112,128,155,95,62,18,756
UCL321035,3,0,4,7,4,12,43,20,0,84,0,0,0,0,0,0,4,3,0,10,16,6,32,18,30,39,34,18,3,195,55,64,154,189,253,262,251,80,13,1343
UCL321036,0,0,0,0,0,3,9,3,0,21,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,5,0,3,0,26,34,43,40,133,137,67,34,12,0,500
UCL321037,0,3,0,3,3,6,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,5,11,10,10,16,0,0,68,27,39,73,126,121,93,86,16,3,594
UCL321038,0,0,0,3,3,3,18,10,5,48,0,0,0,0,0,0,3,0,0,7,3,4,6,8,11,19,7,8,3,73,27,41,74,106,124,140,96,47,14,659
UCL321039,0,0,3,0,0,6,16,10,0,42,0,0,0,0,0,0,0,0,0,0,4,0,3,6,8,8,9,13,3,43,16,26,80,91,113,168,121,64,11,684
UCL321040,0,0,3,3,3,12,43,19,10,90,0,0,0,0,0,0,0,0,0,4,0,4,5,5,9,20,18,20,12,94,24,44,92,99,146,233,275,100,25,1039
UCL321041,0,0,0,0,5,5,13,8,3,30,0,0,0,0,0,0,0,0,0,3,5,5,4,14,9,4,10,3,0,56,22,41,88,151,152,121,89,43,11,723
UCL321042,0,0,0,0,0,0,20,9,5,35,0,0,0,0,0,0,0,0,0,0,3,0,3,0,14,11,11,11,3,53,22,25,59,54,140,193,212,104,18,812
UCL321043,0,0,0,0,3,3,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,0,0,19,17,11,58,105,110,101,73,17,11,503
UCL321044,0,0,0,0,3,22,43,30,16,111,0,0,0,0,0,0,0,3,0,8,0,5,8,8,10,12,15,15,13,84,16,37,67,78,107,115,141,85,45,687
UCL321045,0,0,0,0,3,3,3,4,3,17,0,0,0,0,0,0,0,0,0,0,4,3,5,3,9,5,3,0,0,35,28,32,40,76,107,88,27,9,3,408
UCL321046,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,16,17,18,3,0,0,0,63,14,29,107,116,80,45,11,0,0,397
UCL321047,0,0,0,0,3,5,13,10,0,32,0,0,0,0,0,0,0,0,0,0,6,3,3,10,14,8,5,5,0,58,22,26,47,61,106,79,70,27,3,441
UCL321048,0,0,0,0,3,5,18,10,7,41,0,0,0,0,0,0,0,0,0,3,6,3,10,19,9,11,3,0,0,61,61,91,151,266,320,247,133,55,10,1324
UCL321049,0,0,4,3,17,25,57,23,4,134,0,0,0,0,0,0,3,3,0,8,0,0,9,15,26,35,35,9,8,143,27,34,90,126,230,327,320,87,10,1248
UCL321050,0,0,0,0,3,7,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,6,3,0,0,31,24,20,105,155,145,104,61,7,0,624
UCL321051,0,0,0,0,0,0,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,6,10,0,37,25,14,22,56,103,109,91,25,5,442
UCL321052,0,0,0,3,0,15,31,12,6,62,0,0,0,3,0,0,0,0,0,4,0,3,3,4,7,3,7,10,0,39,17,32,88,88,83,114,89,38,5,559
UCL321053,0,0,0,4,3,5,20,18,3,62,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,6,21,12,3,55,15,21,32,47,60,68,99,48,4,405
UCL321054,0,0,0,0,3,4,4,3,0,15,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,3,0,0,20,26,33,74,68,55,68,41,10,0,370
UCL321055,0,0,0,0,0,3,14,10,3,39,0,0,0,0,0,0,0,0,0,0,5,4,7,13,14,8,17,3,4,84,20,49,88,71,109,71,69,30,17,529
UCL321056,0,0,0,3,4,4,31,18,14,70,0,0,0,0,0,4,0,0,0,4,5,3,14,7,13,19,13,4,0,81,34,33,93,59,115,139,124,57,33,686
UCL321057,0,0,4,10,18,16,17,6,3,76,0,0,0,0,0,0,0,0,0,3,19,19,6,8,5,0,0,0,0,55,64,76,134,126,86,54,23,13,7,593
UCL321058,0,0,0,0,0,9,6,3,0,23,0,0,0,0,0,0,0,0,0,3,12,13,28,8,5,12,0,0,0,75,29,57,96,54,47,59,22,3,0,367
UCL321059,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,3,3,3,3,0,6,13,23,8,0,0,49,15,21,51,52,95,156,79,27,0,499
UCL321060,0,3,5,3,8,19,44,21,13,106,0,0,0,0,0,0,4,4,0,10,4,12,21,7,13,14,16,10,3,99,27,82,133,102,140,150,131,53,23,849
UCL321061,0,0,0,3,3,18,32,25,5,84,0,0,0,0,0,0,0,0,0,0,3,0,6,8,9,13,11,8,10,80,29,33,86,70,107,122,99,63,27,628
UCL321062,0,0,3,0,0,10,9,0,0,22,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,16,36,57,70,44,40,42,16,0,0,297
UCL321063,0,0,0,0,4,17,62,33,17,135,0,0,0,0,0,0,3,0,0,9,0,5,7,10,27,22,23,17,6,122,21,52,78,139,169,180,199,94,42,970
UCL321064,0,0,0,0,4,3,30,25,4,65,0,0,0,0,0,0,0,0,0,0,3,0,6,9,11,5,13,14,3,67,14,22,90,99,91,90,90,64,7,578
UCL321065,0,0,0,0,6,5,27,7,0,45,0,0,0,0,0,0,0,0,0,7,0,5,8,8,6,13,10,6,0,56,9,29,41,58,96,101,110,36,4,475
UCL321066,0,0,0,0,0,0,13,9,0,23,0,0,0,3,0,0,0,0,0,7,3,3,3,24,18,9,12,0,0,75,20,48,61,174,196,142,93,25,10,788
UCL321067,0,0,3,0,3,9,23,20,24,92,0,0,0,0,0,0,0,0,0,4,0,0,8,3,3,3,15,9,7,45,27,19,73,66,82,89,108,67,44,580
UCL321068,0,0,0,0,0,4,20,16,9,51,0,0,0,0,0,0,0,0,0,0,5,3,5,9,13,25,27,11,4,98,22,19,37,52,84,128,136,65,15,565
UCL321069,0,0,3,4,11,43,20,5,3,94,0,0,0,0,0,0,3,0,0,4,7,4,13,3,3,0,0,0,0,33,50,82,154,126,119,95,35,5,7,669
UCL321070,0,0,0,0,0,4,10,6,3,20,0,0,0,0,0,0,0,0,0,3,4,3,3,4,8,9,9,8,0,53,34,44,60,80,167,160,132,50,9,735
UCL321071,0,0,0,0,3,9,20,19,7,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,7,13,0,3,40,9,18,24,38,103,130,130,54,14,529
UCL321072,0,0,0,3,3,10,37,10,3,66,0,0,0,0,0,0,0,0,0,3,9,0,6,16,12,12,13,7,0,74,52,46,89,157,174,186,163,71,12,943
UCL321073,3,4,3,5,3,12,9,5,0,44,0,0,0,4,3,3,0,0,0,10,5,17,13,13,11,7,0,0,0,73,58,64,109,82,82,49,23,7,0,470
UCL321074,0,0,0,0,0,3,3,5,0,13,0,0,0,0,0,0,0,0,0,0,5,3,10,15,13,10,9,0,0,55,25,47,102,130,134,108,76,21,5,644
UCL321075,0,0,0,3,0,8,17,10,3,38,0,0,0,0,0,0,0,0,0,0,3,6,7,10,18,14,9,9,3,71,18,32,65,102,113,169,179,92,29,795
UCL321076,0,0,0,0,0,3,14,10,8,31,0,0,0,0,0,0,0,0,0,0,3,0,3,6,15,4,6,3,0,42,15,27,72,70,98,88,62,17,8,450
UCL321077,0,0,0,0,3,7,19,11,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,3,20,15,23,41,52,106,85,77,25,8,419
UCL321078,0,0,0,0,3,3,10,3,3,29,0,0,0,0,0,0,0,0,0,0,3,0,9,0,6,7,5,3,0,46,41,31,106,103,106,105,80,17,3,594
UCL321079,0,0,0,0,0,4,31,7,3,53,0,0,0,0,0,0,0,0,0,0,3,3,13,7,19,28,18,16,28,142,28,47,143,108,126,129,93,44,33,754
UCL321080,0,0,0,0,0,3,13,3,3,23,0,0,0,0,0,0,0,0,0,3,5,0,4,12,15,18,9,9,3,70,11,36,91,94,118,154,103,38,9,651
UCL321081,0,0,3,4,5,15,27,23,5,88,0,0,0,0,0,0,6,4,0,13,0,0,12,8,8,13,10,6,0,60,26,46,100,70,92,132,98,46,20,632
UCL321082,0,0,0,0,3,4,8,0,0,17,0,0,0,0,0,0,0,0,0,3,3,3,7,17,17,16,11,3,0,86,37,34,82,160,148,115,67,15,4,658
UCL321083,3,0,3,9,8,15,11,5,0,65,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,0,0,0,0,16,52,97,133,112,124,70,28,10,0,624
UCL321084,0,0,0,0,6,3,8,3,0,16,0,0,0,0,0,0,0,0,0,0,0,12,33,29,22,11,3,0,0,110,8,33,112,89,91,48,22,0,0,400
UCL321085,0,0,0,0,3,8,6,3,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,5,6,0,0,26,15,31,47,64,114,110,73,27,0,464
UCL321086,0,0,3,8,8,32,28,11,3,94,0,0,0,0,0,0,9,6,0,18,5,14,24,21,22,21,14,5,0,128,70,86,174,153,163,136,74,27,5,887
UCL321087,0,0,0,0,4,4,29,9,3,50,0,0,0,0,0,0,0,0,0,0,19,101,188,179,84,43,27,6,0,646,59,178,328,348,289,225,162,48,12,1647
UCL321088,0,0,0,4,4,9,25,11,0,48,0,0,0,0,0,0,0,0,0,0,4,9,8,9,26,29,42,11,4,142,23,22,36,67,117,137,184,45,8,632
UCL321089,0,0,0,0,0,6,8,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,10,0,21,13,10,48,60,84,97,65,28,3,413
UCL321090,0,0,0,4,8,11,32,21,4,83,0,0,0,0,0,0,0,0,0,0,6,8,8,13,10,18,19,8,3,91,34,54,139,157,168,146,147,62,12,926
UCL321091,0,0,0,0,0,0,8,5,0,14,0,0,0,0,0,0,0,0,0,0,0,6,20,4,11,19,17,8,0,89,16,31,75,64,105,159,115,50,9,621
UCL321092,3,7,0,8,13,22,21,3,0,78,3,0,0,0,0,6,3,6,0,19,3,0,9,3,0,0,0,0,0,23,36,50,94,116,99,49,32,9,0,495
UCL321093,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,3,0,20,7,28,34,65,90,105,67,32,4,430
UCL321094,0,0,3,0,10,7,12,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,10,3,0,32,14,33,91,50,92,84,55,11,6,438
UCL321095,0,0,0,3,8,10,17,18,3,63,0,0,0,0,0,0,0,0,0,6,7,6,14,10,27,14,17,13,6,102,28,45,79,64,120,134,110,78,21,673
UCL321096,0,0,0,6,3,8,16,15,11,56,0,0,0,0,0,0,0,0,0,0,3,7,9,11,15,9,8,6,0,48,20,32,89,52,75,68,43,32,13,420
UCL321097,0,0,0,0,5,12,23,15,0,61,0,0,0,0,0,0,0,0,0,0,3,3,9,8,27,25,21,17,0,119,7,13,32,50,123,152,123,56,5,564
UCL321098,0,0,0,0,0,0,6,7,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,14,5,4,33,19,31,39,119,112,73,115,61,13,583
UCL321099,0,0,3,3,6,11,25,10,0,54,0,0,0,0,0,0,6,0,0,6,3,5,3,16,18,23,22,18,4,117,15,13,23,48,89,134,128,53,6,507
UCL321100,0,0,0,0,0,7,23,13,4,54,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,4,11,5,3,39,26,33,37,79,112,101,96,38,10,537
UCL321101,0,0,3,0,0,0,15,14,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,3,22,17,30,46,53,88,79,86,54,9,460
UCL321102,0,0,0,0,4,0,8,4,0,14,0,0,0,0,0,0,0,0,0,3,4,3,11,22,14,22,21,3,4,107,20,48,80,144,125,135,117,47,13,718
UCL321103,0,0,0,0,3,11,21,19,11,69,0,0,0,0,0,0,0,0,0,4,3,0,13,12,22,11,16,4,4,85,14,32,111,121,130,100,71,47,24,648
UCL321104,0,0,0,0,3,6,17,9,5,41,0,0,0,0,0,0,0,0,0,3,11,3,0,10,17,11,12,10,3,76,46,36,66,127,170,133,89,32,13,713
UCL321105,0,0,0,0,3,10,21,13,11,57,0,0,0,0,0,0,0,0,0,0,9,16,21,14,19,30,24,12,7,139,29,74,106,73,100,98,81,43,23,624
UCL321106,0,0,3,0,3,5,28,20,13,72,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,9,5,4,10,38,16,22,61,34,88,65,66,52,31,441
UCL321107,0,0,0,4,5,7,38,21,19,97,0,0,0,0,0,0,3,0,0,6,5,7,9,11,3,10,20,13,3,74,14,32,67,59,73,119,126,78,35,605
UCL321108,0,0,0,0,4,0,15,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,4,0,0,27,27,34,61,97,127,109,61,18,4,536
UCL321109,0,0,3,0,5,10,16,11,0,49,0,0,0,0,0,0,0,0,0,3,6,6,9,6,16,13,16,3,6,89,25,66,87,109,196,156,122,37,8,809
UCL321110,0,0,0,0,3,6,17,29,9,75,0,0,0,0,0,0,0,0,0,0,4,3,3,12,15,11,11,11,0,64,23,26,108,159,206,200,163,72,21,969
UCL321111,0,0,0,0,3,12,19,36,13,82,0,0,0,0,0,0,0,0,0,3,11,12,9,9,12,20,15,12,10,98,30,53,97,106,100,188,103,89,32,785
UCL321112,0,0,0,0,5,5,29,15,9,67,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,16,9,8,7,70,11,18,54,66,95,152,124,55,16,601
UCL321113,0,0,0,0,3,4,21,10,5,48,0,0,0,0,0,0,0,0,0,7,0,4,4,6,10,7,0,6,0,41,14,42,67,67,76,83,51,33,14,442
UCL321114,0,0,0,0,9,14,22,17,9,69,0,0,3,0,0,0,0,3,4,10,3,3,13,7,11,11,21,13,6,91,28,46,99,91,116,133,110,66,23,708
UCL321115,0,0,0,0,0,0,12,5,0,23,0,0,0,0,0,0,0,0,0,3,5,3,0,3,4,13,9,3,0,40,20,23,47,80,133,172,161,64,11,714
UCL321116,0,0,0,0,0,10,20,9,5,44,0,0,0,0,0,0,0,0,0,0,3,3,17,14,12,12,18,3,3,83,17,27,82,86,101,130,124,30,9,611
UCL321117,3,0,3,10,8,16,17,4,0,59,0,0,0,0,0,0,0,0,0,3,7,21,3,5,9,12,3,0,0,55,54,113,120,104,105,72,29,4,0,608
UCL321118,0,0,0,3,0,11,18,8,0,34,0,0,0,0,0,0,0,0,0,0,0,3,15,14,8,16,6,8,0,69,27,29,64,74,101,126,79,30,0,527
UCL321119,0,0,0,3,12,6,39,32,12,102,0,0,0,0,0,0,0,0,0,7,4,3,3,18,11,12,39,14,4,104,22,35,43,91,95,123,193,81,23,704
UCL322001,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,25,7,6,24,61,61,76,42,3,0,286
UCL322002,0,0,0,0,0,9,12,11,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,0,22,8,19,40,38,52,36,43,19,3,266
UCL322003,0,0,0,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,9,15,3,0,41,5,6,12,26,38,54,63,13,0,210
UCL322004,0,0,0,0,0,0,19,8,3,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13,3,4,30,12,9,30,34,42,69,89,28,11,318
UCL322005,0,0,3,0,0,10,9,5,0,26,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,3,3,8,0,23,0,18,40,37,24,33,26,17,0,201
UCL322006,0,0,3,3,0,4,23,7,4,48,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,8,3,5,0,33,8,15,53,47,53,66,64,28,8,342
UCL322007,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,3,3,0,19,0,0,8,29,35,54,57,30,8,225
UCL322008,0,0,0,0,3,8,18,15,8,54,0,0,0,0,0,0,5,0,0,8,0,0,3,4,8,6,3,10,3,39,10,18,44,44,61,61,56,33,12,334
UCL322009,0,0,0,0,3,3,5,18,4,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,0,0,21,7,10,15,25,47,38,25,37,10,217
