UCL_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL222096,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,14,12,13,6,3,0,9,0,70
UCL222097,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,17,13,11,3,0,8,0,67
UCL222098,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,14,38,23,22,23,4,3,10,0,134
UCL222099,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,21,16,5,3,5,12,0,84
UCL222100,4,0,3,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,24,30,21,8,8,4,5,4,118
UCL222101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,9,7,6,3,6,0,42
UCL222102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,15,11,7,5,3,0,10,0,58
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,13,21,3,15,3,4,9,3,79
UCL222104,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,28,13,18,8,8,8,13,6,107
UCL222105,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,23,22,18,13,4,5,5,0,94
UCL222106,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,11,28,30,10,15,4,6,9,0,123
UCL222107,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,25,40,18,16,7,8,18,3,138
UCL222108,0,0,8,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,17,13,4,4,3,15,0,87
UCL222109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,3,4,6,3,3,5,10,3,43
UCL222110,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,32,20,6,8,7,5,3,132
UCL222111,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,10,13,17,12,6,0,4,6,0,75
UCL222112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,9,3,6,0,0,0,0,0,37
UCL222113,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,22,15,12,5,9,3,16,3,98
UCL222114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,6,6,19,5,3,3,10,7,0,58
UCL222115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,3,0,0,3,0,32
UCL222116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,14,3,12,0,0,6,0,67
UCL222117,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,18,24,23,6,4,4,12,0,108
UCL222118,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,5,9,7,0,0,0,0,59
UCL222119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,8,14,14,7,0,9,5,0,57
UCL222120,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,10,11,15,10,8,4,3,9,0,66
UCL222121,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,4,3,3,7,8,0,51
UCL222122,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,10,3,16,3,3,0,70
UCL231777,1018,136,1829,758,756,580,273,767,67,6181,32,18,10,9,16,15,11,20,9,140,407,311,217,221,192,83,145,125,53,1762,1270,367,906,447,425,438,504,770,466,5601,27625,27359,22204,12778,12110,5499,6140,9206,1963,124885
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22
UCL299994,9,3,34,8,3,3,4,6,0,75,0,0,0,0,0,0,0,0,0,0,3,4,5,7,3,3,0,6,0,34,4,5,15,4,0,0,9,14,15,66,132,367,223,181,112,65,72,142,34,1337
UCL301001,3751,1123,10939,5495,4278,3613,1645,3197,315,34356,79,100,99,149,168,167,85,230,30,1100,1241,1871,970,1008,1307,523,809,712,343,8791,1170,1335,2045,1420,1588,1166,1382,1995,2410,14510,86341,214074,96200,72765,85655,39378,25091,37182,9616,666288
UCL302001,1490,431,4264,2252,1484,1534,430,1193,148,13222,27,21,34,42,39,41,27,51,15,292,270,325,263,225,232,157,169,145,73,1853,391,343,681,475,415,497,332,565,664,4369,21625,41863,28663,21068,19515,13729,5702,10766,2596,165535
UCL303001,403,87,1166,600,362,375,175,348,43,3557,10,11,5,7,5,6,0,11,0,61,68,104,84,86,71,31,44,42,17,540,108,95,193,165,104,143,107,183,185,1291,5076,12049,7924,6295,5175,2964,1752,2696,707,44642
UCL303002,634,139,2009,928,567,670,181,458,38,5616,11,6,3,6,16,32,5,20,3,95,92,138,108,117,104,60,60,60,32,772,125,120,274,165,141,184,90,214,229,1545,9046,19470,13202,9250,8198,5400,2186,4368,956,72077
UCL303003,180,48,624,319,199,192,62,179,8,1824,0,3,8,13,6,5,0,11,3,49,45,63,29,48,43,18,31,31,10,315,57,58,99,75,55,68,55,115,88,661,2931,8632,4820,3700,3375,1655,1067,1904,297,28401
UCL303004,324,76,1022,596,315,288,149,274,26,3074,0,8,8,12,4,17,4,13,3,69,122,118,73,131,83,32,89,49,22,727,77,97,152,138,109,77,109,171,174,1105,5144,13933,9174,7188,5614,2503,2375,2670,612,49216
UCL311001,69,11,289,118,58,79,37,107,7,779,0,0,0,0,0,4,0,3,0,12,15,15,26,15,7,9,20,20,3,130,19,13,31,33,28,37,29,58,52,304,935,2460,2064,1634,1090,676,547,1017,144,10574
UCL311002,93,23,307,151,66,115,26,105,3,883,0,0,3,3,0,0,0,4,0,12,13,32,18,17,7,6,16,16,4,121,22,32,46,43,22,30,22,45,45,307,1023,2911,1868,1897,1000,781,389,783,132,10781
UCL311003,127,41,448,191,145,153,113,130,9,1360,3,7,3,0,0,7,0,8,0,26,23,44,40,23,25,10,46,21,5,244,45,29,125,50,31,59,74,92,94,602,2183,5232,5726,2220,2153,1119,1692,1336,327,21975
UCL311004,97,26,332,154,101,114,66,104,4,989,0,3,10,9,3,0,3,12,3,43,23,36,26,24,36,4,32,12,6,204,30,28,74,61,28,40,49,86,52,445,1468,4222,3466,2090,1793,782,815,995,183,15806
UCL312001,36,11,168,79,49,49,53,50,3,515,4,4,3,0,0,3,9,7,0,24,7,15,19,20,6,8,32,18,4,128,15,15,62,26,12,15,42,35,43,273,861,2016,2690,960,898,420,790,718,148,9506
UCL312002,27,12,107,58,25,26,7,37,0,301,0,0,0,0,0,0,0,0,0,3,6,7,8,11,4,3,7,10,0,46,9,7,22,20,15,21,21,35,23,174,332,866,782,760,478,247,206,374,50,4097
UCL313001,30,3,57,33,14,19,4,13,6,172,0,0,0,0,0,0,0,0,0,3,4,4,3,7,0,0,7,6,0,33,3,3,10,3,15,6,8,7,11,55,371,1002,444,381,254,143,95,156,35,2883
UCL313002,25,8,73,35,27,10,3,22,3,214,0,0,0,0,0,0,0,3,0,4,8,11,5,11,5,7,8,0,0,53,8,9,20,22,15,10,9,21,15,132,382,770,589,518,336,225,183,238,56,3285
UCL313003,23,4,71,16,33,27,10,19,3,208,0,0,0,0,0,0,0,0,0,5,7,3,11,7,0,3,6,3,3,40,10,6,18,6,17,15,25,35,13,144,353,672,793,320,366,198,217,233,48,3193
UCL313004,21,3,68,32,36,27,34,12,0,234,0,0,0,0,0,0,0,0,0,3,5,3,10,4,7,0,11,4,0,44,18,13,27,12,11,23,22,36,7,169,425,829,1034,340,438,221,486,225,47,4036
UCL313005,12,5,67,26,20,22,14,17,5,198,0,0,3,3,0,0,0,0,0,4,0,3,6,3,6,0,8,3,0,39,0,0,14,8,4,6,14,15,14,75,165,493,664,444,321,143,262,143,35,2664
UCL313006,22,3,134,38,23,43,10,57,4,324,0,0,0,0,0,0,0,0,0,3,7,10,3,5,8,0,3,3,3,45,9,3,22,12,0,18,6,25,22,115,330,781,746,581,398,291,206,349,64,3752
UCL313007,13,3,39,34,15,17,4,30,0,164,0,0,0,0,0,0,3,0,0,4,0,5,6,3,0,4,7,0,0,27,4,8,11,5,4,12,11,21,10,89,263,616,455,373,240,149,136,247,30,2510
UCL313008,25,9,99,32,28,25,43,23,0,281,0,0,0,0,3,0,0,3,0,7,5,10,16,14,7,3,13,0,4,76,7,6,46,22,16,12,25,18,29,179,433,1280,1634,551,455,219,597,254,98,5506
UCL313009,32,5,128,45,33,28,11,53,0,337,0,0,0,0,0,0,0,0,0,10,3,8,21,3,8,0,8,3,3,54,10,7,28,13,8,14,7,20,14,124,406,1123,977,750,535,316,199,416,53,4774
UCL313010,14,3,86,40,15,28,8,39,3,239,0,0,0,0,0,0,0,0,0,0,5,4,3,0,6,0,7,7,0,37,14,3,19,15,12,12,16,32,16,138,298,637,544,437,288,195,224,366,46,3034
UCL313011,30,3,113,46,32,31,27,36,7,314,0,0,0,4,0,0,0,0,0,6,5,5,0,6,6,3,8,7,0,43,7,11,16,15,12,6,9,18,17,112,527,1160,980,565,443,223,296,213,56,4463
UCL314001,49,8,131,47,27,26,15,39,4,349,0,0,0,0,0,0,0,0,0,0,3,6,0,10,4,4,3,3,0,35,15,7,19,11,10,14,6,9,19,108,432,592,659,382,263,213,181,257,41,3027
UCL314002,22,3,33,14,19,16,8,14,0,127,0,0,0,0,0,0,0,0,0,4,3,3,0,4,7,0,3,3,0,19,4,11,8,7,0,11,3,12,4,60,176,415,281,241,176,111,75,153,18,1644
UCL314003,8,3,46,16,8,12,4,18,3,113,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,4,3,0,22,8,5,13,3,3,11,10,18,7,83,234,399,456,247,167,96,143,192,29,1957
UCL314004,12,0,34,20,9,3,7,16,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9,3,5,12,4,3,12,12,5,3,61,80,166,210,154,103,63,87,130,8,1002
UCL314005,14,0,37,15,4,15,7,14,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,0,13,6,5,8,3,14,5,55,110,248,283,180,138,89,77,132,11,1276
UCL314006,17,4,38,14,3,14,11,19,0,123,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,5,0,12,5,5,6,9,22,10,77,139,341,484,134,156,61,129,147,18,1606
UCL314007,13,0,44,16,12,10,14,27,0,135,0,0,0,3,0,3,0,10,0,14,3,3,0,0,3,0,10,0,0,25,10,0,17,6,0,15,21,76,15,159,205,338,418,256,176,98,210,331,29,2071
UCL314008,7,0,32,18,9,4,10,9,0,95,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,4,3,0,23,3,4,10,17,0,5,10,15,3,71,169,465,307,226,127,88,100,110,15,1607
UCL314009,13,4,50,19,7,5,5,21,0,115,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,17,4,0,5,0,4,6,7,13,8,56,142,273,382,144,142,65,122,127,35,1430
UCL314010,7,0,25,9,5,5,10,33,0,97,0,0,0,0,0,0,0,4,0,8,3,3,0,0,0,0,0,7,0,14,3,0,12,7,0,0,10,19,10,55,133,206,199,150,95,59,73,340,21,1276
UCL314011,8,0,38,16,4,13,3,10,0,100,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,18,9,0,12,8,3,3,3,17,4,64,179,360,320,172,157,85,70,113,12,1467
UCL314012,5,0,34,11,14,12,5,16,0,91,0,3,0,0,0,0,0,0,0,3,3,3,0,8,3,0,0,0,0,21,0,5,14,9,8,4,7,16,5,70,145,332,429,219,162,94,92,101,19,1599
UCL314013,21,3,37,14,20,22,8,12,0,136,3,0,0,0,0,0,0,0,0,3,5,7,0,9,5,0,3,0,0,32,3,7,15,7,3,7,8,5,5,55,424,943,543,375,377,163,105,119,19,3076
UCL314014,9,0,41,12,8,12,0,25,0,111,0,0,0,0,0,0,0,3,0,7,0,3,0,0,3,0,0,17,0,32,12,4,10,8,3,3,9,27,12,88,158,332,264,222,120,83,66,236,20,1498
UCL314015,4,3,28,15,18,8,17,16,0,104,0,0,0,0,0,0,0,0,0,3,7,5,0,3,3,0,10,0,0,31,4,3,10,3,9,6,6,3,6,46,134,245,368,202,211,101,125,112,24,1515
UCL314016,11,3,30,23,4,15,3,10,3,105,0,0,0,0,0,0,0,3,0,3,3,0,0,7,4,0,0,0,0,17,3,3,7,12,5,12,8,24,5,81,137,290,288,259,174,94,74,213,16,1549
UCL314017,15,3,44,26,22,3,33,12,0,161,0,0,0,0,0,0,0,0,0,5,4,0,3,4,3,0,9,0,0,21,6,7,19,5,7,9,32,9,8,98,254,508,842,173,234,67,397,135,23,2638
UCL314018,13,5,33,18,22,13,3,7,4,116,0,0,0,0,0,0,0,0,0,3,6,3,4,3,3,0,3,0,0,25,7,3,9,7,0,0,0,7,4,41,344,576,428,248,276,126,81,87,25,2196
UCL314019,11,3,50,23,15,15,6,14,0,141,0,0,0,0,0,0,0,3,0,3,3,5,5,13,3,3,3,3,0,38,8,6,12,19,7,3,17,12,4,97,244,512,448,242,268,115,135,139,18,2139
UCL314020,13,3,48,31,10,15,4,17,4,148,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,10,3,7,16,8,7,15,8,14,3,80,173,338,432,300,230,142,118,157,25,1926
UCL314021,24,3,57,13,16,12,3,9,0,138,0,0,0,4,0,0,0,0,3,4,0,9,0,3,8,3,4,3,0,34,6,12,9,3,8,5,3,9,5,60,335,729,332,233,226,147,54,122,43,2216
UCL314022,8,0,44,25,24,18,27,10,0,154,0,0,0,0,0,0,0,0,0,0,11,3,7,3,3,3,8,0,0,35,11,3,17,6,6,10,12,15,9,85,298,608,780,285,262,121,253,169,37,2820
UCL315001,4,0,8,9,3,6,3,5,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,10,0,0,3,3,0,3,0,3,0,10,76,174,186,82,77,30,34,25,6,689
UCL315002,6,0,8,0,0,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,3,0,12,28,72,65,46,24,12,30,22,0,303
UCL315003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,4,3,0,23,16,28,25,32,12,3,4,15,4,142
UCL315004,0,0,4,6,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,6,3,3,0,6,4,0,28,39,82,38,56,28,12,25,28,3,310
UCL315005,8,4,12,5,12,8,4,3,0,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,7,6,0,0,5,4,4,31,62,122,130,95,78,55,48,67,11,681
UCL315006,5,0,26,10,5,4,22,15,0,88,0,0,0,0,0,0,0,4,0,4,3,0,5,0,4,0,4,0,0,26,0,0,9,3,4,0,26,13,0,54,108,217,395,81,97,26,268,90,16,1294
UCL315007,3,0,18,7,3,3,0,10,0,42,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,3,0,10,4,25,58,134,89,75,58,28,19,71,5,535
UCL315008,0,0,15,8,3,0,0,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,4,3,16,50,92,94,100,45,50,28,76,6,539
UCL315009,0,0,3,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,27,22,14,12,8,12,4,145
UCL315010,3,0,13,3,4,5,9,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,5,9,4,0,3,4,6,0,30,59,144,289,90,72,36,97,60,7,854
UCL315011,3,0,8,3,5,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,3,3,0,0,0,0,8,31,60,73,37,35,20,24,28,4,312
UCL315012,0,0,10,5,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,11,28,36,37,35,17,19,14,34,3,226
UCL315013,3,4,14,9,6,3,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,17,0,0,3,3,0,0,0,3,0,20,64,107,153,80,91,39,53,35,5,629
UCL315014,0,0,20,6,10,8,0,5,0,49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,17,0,0,9,3,3,0,6,3,4,27,90,132,188,95,98,38,57,55,8,759
UCL315015,14,0,18,3,6,9,5,11,0,65,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,3,0,13,3,8,6,0,11,3,39,106,199,126,98,77,28,25,89,5,754
UCL315016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,12,8,26,6,0,0,10,0,61
UCL315017,0,0,4,8,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,12,24,43,37,36,17,15,9,18,3,205
UCL315018,3,0,24,0,3,0,8,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,10,0,0,0,4,0,0,22,48,112,161,44,34,19,84,28,6,528
UCL315019,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,26,41,41,32,14,0,14,17,4,192
UCL315020,4,0,6,8,8,4,7,3,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,8,0,0,0,3,4,0,5,7,6,29,56,139,108,59,73,20,84,39,3,573
UCL315021,0,0,12,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,11,12,37,68,28,23,6,37,19,7,231
UCL315022,0,0,10,6,3,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,10,3,3,3,3,3,4,0,43,60,144,63,61,51,29,22,43,12,477
UCL315023,8,0,12,3,3,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,3,13,27,48,70,49,30,28,27,47,5,327
UCL315024,10,0,15,15,5,13,3,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,8,4,0,0,15,55,137,130,124,74,69,33,59,12,702
UCL315025,3,0,11,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,23,55,69,52,34,16,18,38,3,307
UCL315026,0,0,5,3,6,0,4,4,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,9,28,27,55,48,36,13,31,29,5,272
UCL315027,0,0,14,0,4,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,10,0,3,7,0,3,4,0,3,0,20,75,181,135,80,74,33,18,25,10,621
UCL315028,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,10,35,6,33,11,3,0,8,5,116
UCL315029,0,0,14,0,9,3,5,10,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,9,3,0,8,0,0,5,5,3,0,28,32,93,190,39,50,15,136,45,4,595
UCL315030,3,0,33,16,8,11,3,3,0,76,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,17,7,3,7,7,0,3,11,8,0,46,110,203,209,149,107,51,90,66,15,998
UCL315031,0,0,16,11,7,13,5,9,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,9,3,3,7,7,40,59,134,135,118,85,45,49,56,16,696
UCL315032,6,3,7,3,3,8,0,6,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,5,3,15,30,79,51,67,32,21,24,67,7,396
UCL315033,4,3,30,10,4,8,4,3,0,68,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,3,5,9,3,3,3,4,8,3,40,114,216,222,147,106,76,57,73,12,1026
UCL315034,4,0,5,6,0,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,8,3,3,0,0,0,0,18,41,49,80,65,42,14,32,24,7,360
UCL315035,3,0,9,3,8,0,3,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,14,4,0,4,4,3,0,0,0,0,22,69,132,156,73,105,26,37,44,5,651
UCL315036,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,8,4,3,3,3,0,37,17,45,22,44,20,4,7,9,4,176
UCL315037,30,5,73,40,13,3,0,16,3,183,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,4,0,0,0,3,0,0,3,13,137,57,172,150,48,38,11,100,9,721
UCL315038,0,0,3,3,0,0,7,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,9,23,59,104,25,31,15,45,27,10,337
UCL315039,0,0,16,9,3,3,6,9,0,50,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,3,5,5,3,0,3,5,8,4,39,76,105,127,87,56,35,49,82,8,638
UCL315040,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,7,23,27,32,8,5,10,15,0,128
UCL315041,3,0,26,12,10,6,10,8,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,9,0,4,6,12,3,50,79,192,228,143,84,47,86,81,12,965
UCL315042,5,0,13,4,4,5,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,14,85,80,128,60,75,26,23,51,7,535
UCL315043,4,3,16,15,4,6,3,8,0,64,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,4,0,0,18,3,3,15,3,6,3,0,6,6,48,123,196,284,157,200,70,80,113,18,1242
UCL315044,5,0,28,18,10,12,13,13,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,3,0,0,22,6,3,5,5,7,13,8,3,3,56,133,197,275,191,142,66,94,95,17,1199
UCL315045,6,0,14,3,4,0,7,14,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,12,3,25,29,57,85,50,31,9,24,109,5,390
UCL315046,3,0,12,3,5,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,18,37,45,123,70,48,22,32,46,3,423
UCL315047,0,0,16,3,3,3,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,10,3,24,27,62,72,56,43,26,29,41,5,346
