UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL113003,0,4,7,7,11,3,4,0,33,5,26,19,17,11,4,0,0,77,105,220,208,225,280,180,74,20,1315,25,54,40,54,81,47,28,10,338,3,14,9,17,14,6,0,0,76,11,30,26,29,33,10,5,0,148,3,33,24,27,43,18,0,3,151,15,51,51,62,57,33,8,0,270,3,31,38,46,33,22,3,3,182,6,6,4,5,8,10,0,3,48,16,35,29,26,21,16,8,3,146,3,0,0,0,4,3,0,0,8,3,15,10,12,21,3,3,0,53,110,140,108,156,114,152,97,72,953,308,661,571,683,719,506,230,118,3799,0,3,10,0,0,0,0,0,25,0,10,0,10,11,3,0,0,37,0,12,11,5,7,3,5,0,51,0,3,3,3,0,0,0,0,13,0,4,11,7,10,0,0,0,29,65,142,96,140,161,61,27,3,690,22,87,85,79,58,39,11,0,384,50,133
UCL113004,0,3,0,3,0,3,0,0,7,3,3,0,3,3,0,0,0,11,12,50,48,65,62,89,44,6,377,18,41,26,29,39,25,6,3,196,4,21,20,11,5,9,5,0,80,0,8,11,11,3,0,4,0,40,0,11,6,10,10,11,3,0,52,0,18,35,27,22,21,5,0,131,0,6,15,10,7,11,5,0,49,3,5,4,3,0,3,0,0,19,8,21,7,11,12,7,8,3,75,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,3,0,17,19,23,29,28,37,48,42,12,237,73,207,205,205,205,226,122,30,1284,0,0,13,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,3,25,0,4,3,0,0,0,0,0,7,0,5,7,5,0,0,0,0,11,7,36,35,29,49,24,12,3,198,11,43,46,26,25,23,9,3,191,13,54
UCL113005,3,5,4,4,13,9,5,3,46,7,16,5,11,17,12,0,0,67,30,76,110,148,248,401,245,97,1351,24,67,76,124,137,146,93,30,692,4,19,26,30,23,23,14,0,141,0,30,36,40,39,37,15,8,198,0,15,22,25,70,65,15,5,221,15,42,53,71,111,110,63,28,494,14,29,36,45,59,34,16,4,237,4,17,3,7,10,10,6,3,74,27,44,59,36,46,37,21,5,277,0,0,0,3,0,3,3,0,11,3,3,6,4,7,14,16,4,60,97,73,74,112,125,202,192,113,980,244,418,514,663,906,1090,707,312,4853,3,0,5,3,13,6,0,0,43,3,4,7,13,14,12,0,0,60,3,3,6,10,15,18,20,8,84,0,0,3,0,3,3,0,0,13,3,3,11,13,7,0,0,0,35,23,72,89,133,188,127,61,20,713,19,66,61,72,139,110,51,15,526,56,109
UCL113006,0,5,8,5,6,3,3,3,38,15,17,10,8,5,4,0,0,58,54,161,129,158,159,134,82,32,907,26,57,62,60,82,44,30,12,369,3,25,27,24,19,17,4,3,116,7,16,27,32,33,11,7,0,142,4,27,22,22,49,20,11,0,151,24,37,51,53,66,39,20,9,295,18,44,69,49,26,30,8,6,245,9,16,16,12,15,10,0,3,77,21,38,23,18,30,17,11,4,153,0,0,3,0,0,0,3,3,11,3,3,18,10,12,6,3,0,52,140,174,150,132,100,100,99,40,935,320,625,600,572,603,440,280,111,3558,0,3,3,6,4,4,0,0,33,0,6,3,9,3,0,0,0,26,0,5,15,4,3,3,0,9,42,0,4,0,0,4,3,0,0,12,3,9,10,8,0,0,0,0,37,28,87,84,91,116,80,43,12,540,17,70,75,76,85,38,29,7,389,72,150
UCL113007,7,32,37,12,7,8,3,0,105,9,41,13,8,4,0,0,0,76,94,236,235,213,159,87,38,14,1087,49,105,79,77,74,44,20,5,447,12,38,42,31,33,18,12,3,190,7,40,30,27,20,10,0,0,124,4,31,22,28,29,20,10,3,145,35,86,73,84,45,16,10,5,353,13,57,40,31,24,8,3,0,181,3,20,12,10,5,3,0,0,50,13,40,31,25,21,6,3,0,155,6,0,0,3,5,0,5,0,26,3,9,7,15,12,3,0,0,51,146,159,116,121,137,106,113,70,968,413,916,730,680,569,327,220,106,3957,5,18,18,13,3,0,0,0,63,0,15,6,6,3,0,0,0,31,9,15,16,11,9,10,5,9,74,0,5,4,3,0,0,0,0,19,5,21,7,11,0,0,0,0,49,43,124,86,106,87,47,31,8,536,26,127,87,78,71,39,10,3,446,89,224
UCL113008,0,0,0,0,3,5,0,0,7,9,14,9,4,8,8,0,0,47,39,83,43,67,97,86,44,14,480,11,35,30,37,34,43,19,0,209,3,18,14,14,6,3,3,0,63,7,12,15,16,22,4,3,3,87,0,11,6,15,19,15,10,3,76,13,23,25,23,25,13,8,0,137,7,18,21,17,23,8,4,0,108,0,3,3,3,6,3,3,0,22,10,18,18,15,15,9,0,0,93,0,0,0,0,5,0,3,3,9,3,0,3,3,3,10,3,0,25,208,282,180,144,117,80,84,57,1157,313,521,378,358,377,291,191,85,2523,4,3,3,0,3,4,0,0,13,0,0,0,3,3,0,0,0,12,3,5,3,3,5,3,0,0,23,0,0,0,0,3,0,0,0,3,0,0,3,4,5,0,0,0,16,9,46,41,48,81,44,16,3,284,3,37,21,32,39,22,10,8,175,49,88
UCL113009,5,12,14,18,29,32,13,0,124,9,14,8,16,11,4,0,0,60,40,136,155,215,243,233,118,40,1181,41,75,99,110,87,59,28,10,507,7,17,15,27,23,6,10,0,103,4,29,43,42,45,21,16,5,202,8,33,22,37,114,75,34,8,332,30,40,75,88,118,91,35,11,482,20,38,45,39,47,33,23,0,250,15,13,15,7,11,6,0,0,70,12,19,27,20,18,13,3,3,106,0,0,0,0,0,0,3,0,4,5,5,6,9,9,4,3,0,37,33,39,54,47,64,51,45,36,365,223,468,588,675,808,630,322,119,3835,0,9,13,20,24,8,3,0,83,0,3,8,8,3,3,0,0,27,0,12,5,9,16,4,10,3,60,0,8,6,3,14,3,0,0,31,0,11,5,3,6,0,0,0,33,33,117,102,122,128,81,33,14,634,13,82,96,128,202,140,49,13,722,48,123
UCL113010,0,3,3,0,10,3,0,0,26,6,24,4,9,3,4,0,0,53,107,291,273,307,288,198,62,17,1540,24,77,71,45,60,44,23,8,350,10,22,29,15,15,3,0,0,96,3,14,17,19,34,10,3,0,95,3,19,7,15,20,16,9,0,87,23,51,46,43,32,20,7,0,222,19,21,14,22,15,9,0,0,105,9,4,3,3,6,4,0,0,32,23,32,41,22,14,8,12,0,147,3,3,0,0,4,0,0,0,8,3,4,11,3,11,7,4,0,43,97,86,75,87,85,93,67,21,617,327,648,599,607,587,425,186,41,3419,0,13,8,0,13,6,0,0,34,3,3,3,4,7,0,0,0,21,3,14,14,10,3,8,7,3,60,4,3,4,3,3,0,0,0,17,3,7,0,8,0,0,0,0,19,32,114,90,87,101,51,22,9,507,8,63,45,44,47,16,6,3,232,106,237
UCL113011,0,3,3,3,11,4,4,0,33,4,17,9,8,8,0,0,0,48,61,177,138,204,169,168,88,32,1027,12,35,38,41,46,34,17,5,228,7,17,6,12,6,9,3,3,59,5,5,16,14,17,7,9,3,77,0,8,14,15,16,16,10,0,74,19,34,25,25,29,23,7,5,172,8,24,24,20,15,13,10,3,116,3,6,9,12,7,11,3,0,45,18,18,19,21,12,16,7,0,117,4,0,3,3,0,0,3,0,8,5,9,6,3,3,3,3,4,31,74,74,64,63,73,89,74,25,539,219,427,364,453,420,395,231,78,2587,3,4,4,7,5,3,3,0,25,0,8,5,0,3,0,0,0,13,0,9,6,12,7,9,5,0,51,0,0,3,4,0,0,0,0,6,4,3,7,3,4,0,0,0,26,28,63,47,52,92,49,24,8,364,14,32,53,54,67,39,16,8,271,47,101
UCL113012,5,17,9,11,4,15,14,3,80,15,27,29,15,12,3,0,0,102,64,194,210,259,305,261,173,69,1533,40,99,102,93,103,73,74,22,605,18,19,29,22,22,6,3,0,123,10,28,25,31,76,47,24,11,254,7,27,27,34,35,46,43,12,228,22,64,71,99,77,88,59,21,500,33,51,50,64,52,50,43,15,360,18,22,20,8,12,8,3,0,101,12,23,29,20,25,20,7,3,142,3,3,0,0,0,0,0,0,4,0,13,9,8,15,10,7,0,56,62,69,61,78,94,108,106,79,649,301,662,672,738,833,737,559,236,4732,7,12,13,11,6,10,3,0,72,0,4,8,5,8,4,5,0,33,3,11,10,10,18,9,23,6,87,3,3,6,6,6,0,0,0,27,10,9,3,11,3,0,0,0,36,65,127,122,150,210,122,85,18,906,17,98,97,109,104,111,61,24,614,81,164
UCL113013,0,14,7,0,5,4,0,0,26,4,5,6,7,5,0,0,0,33,82,238,190,168,104,67,45,12,908,30,91,48,54,28,20,21,3,296,14,26,29,22,13,17,14,0,134,3,12,13,9,11,3,0,0,57,0,12,23,16,22,15,8,0,101,7,38,32,34,31,19,10,0,174,4,24,25,20,17,9,7,3,116,3,8,8,0,3,3,0,0,30,11,34,13,22,14,6,5,0,99,0,0,0,0,4,0,0,0,3,0,8,10,4,4,4,0,3,41,74,79,70,88,84,68,43,10,511,234,591,468,441,343,243,154,33,2516,0,15,9,10,0,3,0,0,40,0,0,0,3,3,0,0,0,11,3,11,13,8,0,4,8,0,44,3,3,7,3,3,0,0,0,23,9,16,15,11,7,0,0,0,53,10,72,61,60,58,56,29,17,369,20,68,68,50,41,31,18,3,304,31,124
UCL113014,0,7,3,8,0,4,0,0,13,0,10,3,0,0,4,0,0,24,76,260,204,271,167,91,28,3,1091,12,25,34,34,27,13,3,4,155,0,15,7,12,11,0,0,0,49,0,11,16,13,14,4,3,0,60,0,11,6,20,13,11,3,0,65,3,38,37,38,28,9,4,0,153,5,8,19,10,10,3,0,0,59,4,5,7,0,3,3,0,0,24,6,21,16,8,9,3,3,0,72,0,0,0,0,0,3,0,0,6,0,6,3,0,3,8,0,0,23,49,62,57,60,55,39,29,10,366,164,476,411,475,351,188,76,24,2163,0,10,4,10,0,0,0,0,27,0,3,3,3,5,0,0,0,13,10,19,12,12,4,3,3,3,64,0,8,0,0,0,0,0,0,6,5,3,8,7,3,0,0,0,26,17,55,37,57,55,25,7,0,255,10,39,39,54,29,15,9,3,197,53,134
UCL113015,4,10,13,12,20,23,4,0,100,4,11,19,6,10,14,4,0,76,38,126,146,213,232,294,145,35,1227,16,65,84,77,79,86,54,12,475,9,11,28,25,6,10,14,0,104,3,11,28,28,33,19,12,4,144,3,14,9,20,52,51,13,3,172,22,43,71,69,92,128,53,11,499,15,26,30,30,35,30,18,0,176,6,6,9,6,8,10,0,5,52,8,31,53,24,18,12,8,0,161,0,0,0,0,5,0,4,0,9,7,4,11,7,12,3,4,0,48,46,44,45,68,72,113,96,63,552,176,415,548,596,682,796,447,134,3797,3,12,15,15,16,4,0,0,65,0,7,5,11,8,11,0,0,46,0,9,17,16,8,6,9,9,73,3,3,3,12,3,0,0,0,21,0,5,12,6,3,6,0,0,28,12,52,92,116,117,126,38,12,561,5,58,67,83,109,83,31,11,434,45,101
UCL113016,0,5,4,0,3,3,0,0,23,7,20,11,14,7,3,0,0,59,83,184,153,191,198,137,50,22,1022,31,47,49,48,37,33,9,6,262,5,18,13,14,11,7,5,0,66,0,14,15,11,15,11,7,0,67,0,11,9,12,23,9,3,0,69,29,46,56,52,32,19,9,3,247,12,23,31,23,15,18,6,0,128,6,11,7,8,3,4,3,0,39,21,31,31,13,22,13,3,0,135,7,0,0,0,0,0,0,0,10,3,3,14,10,7,4,0,0,45,74,86,63,94,75,76,38,13,519,277,495,452,485,443,341,140,47,2685,0,5,8,4,4,3,0,0,24,0,0,3,3,9,3,0,0,20,5,5,9,8,6,4,3,3,48,0,0,0,3,0,0,0,0,8,4,10,3,5,3,3,0,0,26,50,90,65,77,94,35,13,9,433,5,49,48,43,31,15,8,3,205,77,147
UCL113017,0,14,7,9,4,0,0,0,43,3,10,5,8,4,0,0,0,29,130,374,346,343,231,118,47,9,1612,7,42,38,34,35,12,12,6,190,11,13,19,12,12,3,0,3,66,3,21,10,24,7,5,0,0,71,0,12,25,14,23,11,5,0,89,28,52,51,62,30,14,14,4,253,10,21,13,20,14,0,5,0,82,5,8,0,3,0,0,4,0,22,16,32,18,13,14,9,7,0,99,5,0,0,0,0,0,0,0,4,3,12,12,10,8,8,0,0,55,72,78,62,76,57,33,30,8,413,294,680,615,627,444,214,119,30,3029,5,8,12,3,0,0,0,0,30,0,4,4,5,3,0,0,0,19,14,30,19,14,7,5,6,3,95,3,3,0,5,0,0,0,0,8,6,14,19,13,4,0,0,0,51,24,68,92,65,59,26,21,7,365,14,44,70,64,55,21,6,3,283,97,187
UCL113018,0,3,0,5,0,9,3,0,24,3,9,9,3,0,4,0,0,34,34,71,106,122,172,202,104,19,828,23,45,45,72,53,66,32,5,342,6,10,14,11,12,9,3,0,70,6,7,9,15,17,9,3,0,58,0,3,15,9,14,19,4,0,71,5,24,21,31,38,40,13,0,170,5,14,18,26,19,17,7,3,103,3,4,13,5,10,5,3,0,40,8,19,11,10,14,14,6,3,92,0,0,0,0,0,0,0,0,0,0,3,3,3,8,10,0,0,33,46,39,34,52,64,84,80,27,423,144,247,290,362,436,483,264,56,2289,3,0,5,6,4,6,0,0,26,0,3,0,0,8,5,0,0,14,3,8,3,0,5,11,9,0,43,0,7,0,3,3,3,0,0,12,3,3,6,11,5,0,0,0,30,19,26,61,67,69,48,19,0,300,7,32,36,34,51,28,15,0,204,26,67
UCL113019,0,0,3,3,9,14,3,0,42,16,22,7,16,6,5,3,0,72,47,130,137,161,195,185,125,52,1026,23,51,53,60,69,57,51,12,382,10,16,21,26,18,21,5,5,121,7,37,27,46,61,22,11,6,215,4,21,24,14,42,32,27,10,163,30,58,67,47,53,44,20,5,325,13,33,28,48,33,24,9,3,180,10,4,5,11,17,7,0,0,54,21,40,50,28,20,21,6,0,194,3,0,3,0,3,0,3,0,16,3,0,9,9,4,10,3,3,44,111,71,80,105,116,136,116,79,810,307,487,511,572,650,569,387,182,3655,0,7,3,11,7,5,6,0,37,4,3,4,4,6,3,0,0,29,0,7,7,17,20,9,10,6,76,0,3,0,4,5,0,3,0,11,4,9,11,7,4,0,0,0,36,52,101,122,134,155,90,45,23,717,20,71,47,70,87,55,27,10,380,88,124
UCL113020,0,6,8,4,15,18,8,6,68,3,5,3,3,0,6,0,0,33,22,76,107,137,190,215,156,36,936,23,81,82,89,103,81,56,10,529,7,15,24,33,24,27,3,0,131,0,12,22,18,24,12,13,8,105,0,12,22,25,58,48,16,5,183,12,35,52,39,59,94,34,6,324,3,25,28,33,35,39,27,3,183,3,7,9,8,14,9,5,0,60,19,29,31,34,20,31,3,3,165,0,0,0,0,0,0,0,0,3,0,3,6,0,13,3,6,3,33,71,36,59,57,82,92,82,41,514,162,343,447,477,631,677,409,123,3274,0,5,8,5,10,6,4,0,44,0,3,4,0,6,3,0,0,20,0,4,4,3,9,14,9,8,40,0,6,3,3,3,0,0,0,13,0,4,12,13,12,0,4,0,43,9,46,55,68,115,66,37,12,403,13,51,56,62,105,98,35,14,424,36,89
UCL114001,0,3,10,4,4,8,3,3,37,0,0,4,0,3,0,0,0,15,10,31,37,50,56,50,34,17,290,12,17,24,22,26,21,19,3,139,6,9,14,10,9,8,4,0,65,0,9,13,12,13,6,5,3,63,0,4,6,16,32,26,20,3,108,4,15,18,28,19,20,18,3,133,3,3,20,10,23,20,7,0,83,5,6,11,5,10,4,0,0,40,3,16,6,9,3,5,3,0,43,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,15,16,12,21,17,14,21,19,17,136,58,125,197,176,222,198,134,56,1162,0,0,3,3,3,3,0,0,19,0,0,0,4,0,4,0,0,7,0,0,3,4,0,4,5,3,27,0,0,0,0,3,0,0,0,3,5,0,4,11,5,0,0,0,23,10,23,44,42,61,48,30,16,274,13,9,38,38,51,32,25,9,219,5,33
UCL114002,0,0,3,11,5,3,0,0,28,4,7,3,0,4,0,0,0,18,30,40,66,104,89,91,41,11,470,12,29,28,49,51,23,13,0,201,3,10,5,15,10,5,4,0,46,0,0,12,12,16,8,0,0,44,0,0,9,10,20,11,3,0,54,7,9,23,24,29,18,7,0,115,0,10,17,7,12,6,3,0,56,0,3,3,0,3,3,4,0,19,0,9,15,11,0,9,3,0,44,3,0,0,0,0,0,0,0,3,0,0,0,4,3,0,5,0,13,20,10,16,26,36,61,32,12,213,75,131,203,275,269,231,117,27,1335,0,3,9,3,0,0,0,0,13,0,0,5,4,4,0,0,0,15,0,3,6,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,15,6,11,30,51,41,22,9,4,186,8,15,26,36,50,16,5,0,158,16,30
UCL114003,4,14,11,7,12,7,3,0,67,0,7,17,13,6,0,0,0,39,13,69,59,74,80,61,25,9,390,15,64,50,62,70,32,8,7,309,3,14,17,15,18,9,0,0,81,3,26,34,27,46,22,11,4,171,0,12,17,16,37,32,3,0,124,12,61,54,49,59,35,11,0,276,13,36,36,28,52,50,3,0,218,17,39,47,26,19,12,3,0,159,9,51,40,28,16,5,4,0,145,3,0,0,0,0,0,0,0,5,3,8,10,6,8,5,4,4,46,87,138,118,118,131,77,31,16,718,175,549,507,480,543,345,103,45,2739,3,18,15,4,4,3,3,3,62,0,0,3,3,0,0,0,0,10,0,11,6,3,6,3,0,0,32,0,12,17,12,5,3,0,0,48,0,6,6,5,3,0,0,0,25,15,87,69,67,89,36,21,7,396,6,42,54,64,85,62,11,3,318,28,118
UCL114004,0,0,3,0,6,14,3,0,29,5,3,0,5,7,4,0,0,26,5,30,45,60,130,223,129,45,680,12,21,20,53,57,51,46,11,263,7,12,7,10,15,7,4,0,66,0,7,7,10,12,15,8,3,60,0,4,7,8,23,20,13,3,73,3,0,12,21,30,58,27,5,152,8,4,11,15,13,23,6,7,87,4,3,0,3,5,4,5,0,34,5,13,7,10,20,7,3,3,82,0,0,0,0,0,0,0,0,3,0,7,0,0,5,11,3,3,21,31,24,25,39,47,86,103,60,413,77,126,151,245,375,519,350,146,1980,0,0,10,3,6,3,5,0,26,0,0,0,3,3,3,3,0,19,0,0,3,3,4,8,10,3,33,0,0,3,0,0,0,0,0,8,0,0,3,3,0,3,0,0,11,0,22,35,58,85,53,30,10,290,3,20,17,21,49,55,39,9,219,10,25
UCL114005,0,0,0,5,3,3,0,0,18,4,5,6,9,3,0,3,0,29,48,92,63,76,69,91,49,16,506,12,35,32,19,30,33,22,4,185,4,15,9,12,14,0,0,0,64,3,0,9,12,15,7,4,0,58,0,5,12,8,16,10,13,3,68,14,17,18,14,30,16,10,3,125,7,10,14,18,13,9,3,0,72,4,0,0,0,3,3,0,0,11,9,27,12,21,20,12,3,0,107,0,3,0,3,3,3,0,0,14,0,3,3,3,4,7,3,0,21,88,63,56,78,61,70,57,20,477,192,286,235,275,283,270,166,50,1757,0,4,8,3,0,0,0,0,15,0,3,0,5,7,5,0,0,17,3,3,7,6,4,3,0,3,33,3,0,0,0,0,0,0,0,7,4,3,7,7,0,3,0,0,21,13,41,47,34,65,44,22,9,272,12,35,29,38,23,30,6,5,176,64,90
UCL114006,0,3,5,3,0,0,3,0,22,16,3,11,12,4,0,0,0,40,21,87,63,87,76,72,52,11,465,13,42,27,33,36,23,19,7,194,3,11,12,7,7,7,3,0,56,3,3,9,7,16,11,3,0,45,0,6,3,8,14,9,3,0,50,13,27,21,21,23,25,11,0,137,0,14,15,17,17,7,7,0,76,3,3,0,3,9,5,3,0,24,8,7,9,10,6,7,3,0,53,3,0,0,0,0,0,0,0,3,4,0,3,3,4,3,0,0,21,46,93,97,87,58,63,53,23,518,126,295,277,291,270,240,153,46,1701,7,3,0,4,6,0,3,0,22,0,0,0,5,0,5,0,3,14,3,3,0,3,9,5,3,0,26,3,3,0,0,0,0,0,0,6,4,3,3,0,3,0,3,0,17,7,30,32,37,55,34,20,7,235,3,20,34,41,34,19,8,3,168,26,48
UCL114007,0,0,3,0,0,0,0,3,13,0,0,9,0,3,0,0,0,18,14,47,51,67,78,79,37,10,388,12,19,15,19,20,12,14,4,115,3,0,9,15,14,14,13,5,69,0,3,11,5,3,4,0,0,35,0,3,11,6,21,11,6,3,64,3,10,21,8,11,18,9,0,81,0,19,12,15,8,11,8,0,64,0,3,0,0,0,0,0,0,10,3,10,9,12,7,4,5,3,65,0,3,0,0,0,0,0,0,3,0,6,3,4,7,0,0,0,20,21,27,21,29,44,43,53,16,251,60,149,175,191,227,200,157,47,1198,0,0,0,0,0,0,0,0,7,0,0,0,3,3,4,0,0,11,0,4,0,0,3,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,18,23,30,31,36,58,36,16,4,229,10,21,31,15,33,29,20,0,161,10,29
UCL114008,0,0,3,0,4,3,0,0,10,0,4,7,0,0,0,0,0,9,38,61,46,71,72,79,33,0,396,9,12,15,18,23,23,8,7,121,7,27,16,14,18,11,11,0,106,3,0,3,5,13,3,0,0,25,0,0,0,10,19,11,3,0,47,5,13,18,12,27,13,10,7,100,4,8,8,4,10,10,5,0,52,0,0,0,0,0,3,0,0,8,3,6,14,16,10,3,0,3,55,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,0,14,38,19,25,40,33,48,53,35,281,115,151,154,193,230,203,129,51,1226,0,0,8,9,3,0,0,0,17,0,0,0,0,0,3,0,0,8,0,4,3,4,3,3,3,0,28,0,0,0,3,0,0,0,0,3,6,9,7,6,0,0,0,0,28,17,31,27,44,54,24,16,4,224,4,11,11,21,27,24,14,3,127,14,33
UCL114009,0,0,3,0,9,4,3,0,18,3,3,10,8,0,0,0,0,24,26,69,71,73,90,73,39,20,472,8,28,32,40,44,35,16,4,207,6,9,17,20,19,23,8,3,103,5,9,3,6,3,6,4,3,45,0,6,11,8,21,8,4,0,62,13,29,14,19,21,15,12,3,129,5,17,8,17,16,11,4,0,82,4,0,0,4,0,3,0,0,17,3,13,15,11,15,9,4,0,67,0,0,0,0,0,0,3,0,3,0,4,0,3,0,3,6,0,21,60,53,41,52,48,49,59,23,385,144,241,225,263,287,249,154,61,1620,0,7,10,3,0,0,0,0,19,3,0,0,3,0,4,0,0,5,0,3,0,5,4,4,3,0,25,0,0,3,0,0,0,0,0,5,7,3,6,3,5,0,0,0,25,22,28,32,38,64,36,18,14,256,14,42,29,39,54,39,16,6,234,31,44
