UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL313005,3,7,5,3,3,0,0,0,17,5,19,14,9,0,0,0,0,42,78,288,177,131,119,47,19,8,863,25,53,35,26,25,15,4,0,185,7,17,12,13,10,3,0,0,57,0,13,20,15,8,4,5,0,60,0,6,17,15,8,4,0,0,57,12,56,29,25,19,3,0,0,152,21,22,8,10,11,5,3,0,76,3,8,6,3,0,0,0,0,17,15,43,21,15,3,0,3,0,100,3,0,0,0,0,0,0,0,6,3,6,8,11,7,0,0,0,31,53,84,77,59,46,31,20,5,374,229,613,444,324,263,121,52,12,2048,3,12,6,7,0,4,0,0,24,0,10,0,0,3,0,0,0,8,7,17,12,3,0,0,3,0,39,0,3,0,0,0,0,0,0,5,3,9,15,0,4,3,0,0,29,34,96,53,76,61,14,11,3,338,20,59,45,38,27,7,0,0,202,72,182
UCL313006,0,0,12,6,15,8,3,0,43,6,25,14,4,5,3,0,0,51,102,175,172,179,186,160,86,15,1083,26,71,81,78,99,70,27,7,466,10,22,30,22,30,13,8,0,134,3,18,24,37,24,11,5,0,127,3,21,33,36,39,30,6,6,179,52,58,50,44,48,29,8,0,290,23,32,29,44,27,27,8,3,206,15,18,9,5,6,4,0,0,57,24,54,26,36,18,14,15,3,191,3,0,0,0,0,5,0,0,13,3,10,3,8,5,8,3,0,49,98,95,75,94,94,137,108,74,771,380,592,561,599,602,524,288,119,3659,0,10,5,10,10,3,4,0,39,3,5,9,5,4,0,0,0,21,7,5,9,7,3,9,0,3,46,0,5,9,12,3,0,0,0,30,10,9,19,9,3,4,0,0,49,35,71,63,129,119,80,49,9,553,14,83,99,103,91,67,27,9,493,95,172
UCL313007,3,0,5,4,9,7,0,0,31,9,22,10,0,5,0,0,0,51,60,115,140,107,122,79,39,4,671,13,37,35,35,25,26,9,0,177,9,11,20,27,14,8,3,0,87,3,23,13,17,18,5,3,0,81,3,15,21,17,22,14,3,0,102,23,39,35,35,30,7,4,0,171,7,29,21,15,22,8,3,0,121,8,8,4,7,6,0,0,0,22,13,13,22,13,5,6,3,0,80,3,0,0,0,0,3,0,0,13,3,6,6,3,5,4,0,0,29,63,53,50,52,49,56,45,32,391,222,368,374,332,321,228,128,37,2024,0,5,5,6,6,0,0,0,27,4,0,0,0,3,0,0,0,9,3,5,11,9,3,0,3,0,31,3,0,0,0,0,0,0,0,5,6,5,11,3,3,0,0,0,27,25,60,44,51,64,32,20,10,299,19,65,53,59,59,39,17,3,316,70,122
UCL313008,8,20,19,8,3,3,0,0,60,7,18,10,0,0,0,0,0,40,192,607,486,416,279,96,23,3,2109,27,113,78,53,46,23,13,0,347,5,18,14,17,8,3,0,0,66,7,30,39,31,13,7,4,0,128,10,27,26,29,15,8,3,0,118,20,66,56,50,32,6,3,0,245,14,48,24,30,16,7,3,0,144,3,4,3,5,0,0,0,0,21,17,36,30,26,18,5,0,0,140,0,3,0,0,0,4,3,0,9,8,15,6,13,8,3,0,0,62,197,266,151,195,151,76,26,6,1073,515,1290,949,876,588,246,74,8,4556,5,32,11,4,5,0,0,0,57,16,8,11,4,0,4,0,0,36,19,56,37,16,8,0,0,0,136,0,0,3,0,0,0,0,0,5,8,19,14,4,3,0,0,0,46,65,157,108,109,58,17,6,0,520,68,164,105,95,36,20,3,0,486,87,245
UCL313009,3,12,9,10,10,6,3,0,51,23,29,24,11,6,9,0,0,107,52,181,195,208,150,165,109,32,1094,40,117,104,81,100,56,33,11,547,12,30,41,34,33,23,8,4,188,13,43,46,37,47,15,5,3,206,0,10,17,26,32,28,14,5,137,42,76,74,61,54,40,12,3,372,23,36,47,62,46,30,10,7,261,37,33,15,13,8,10,7,0,122,29,40,53,22,24,21,11,0,200,3,0,0,0,0,4,0,0,7,8,8,13,11,15,8,3,0,61,100,87,85,97,65,85,65,45,622,373,708,731,673,595,508,283,114,3980,10,16,15,13,3,7,3,0,55,0,4,9,0,3,0,0,0,22,3,10,12,21,11,10,8,3,70,0,14,9,11,0,3,0,0,35,11,20,11,11,8,5,3,0,63,47,143,151,171,160,88,47,21,815,15,73,119,109,79,75,33,13,503,86,174
UCL313010,3,3,8,7,6,8,3,0,38,4,13,9,8,4,0,0,0,39,84,155,117,134,116,142,64,7,826,31,46,39,37,55,52,23,6,287,12,12,17,25,20,18,7,0,113,4,19,25,23,30,5,8,3,115,4,9,13,33,39,21,16,0,134,44,63,65,67,39,30,16,0,313,18,12,24,18,22,18,9,3,129,3,3,6,5,4,7,4,0,29,26,30,18,14,21,14,5,0,127,0,0,0,0,0,0,4,0,5,0,8,10,14,3,8,4,0,43,88,54,58,64,56,82,56,45,499,327,422,406,445,416,395,217,66,2698,3,6,4,5,9,7,0,4,40,0,0,8,8,0,0,0,0,12,8,11,9,5,6,10,0,0,48,0,0,4,0,0,0,0,0,9,8,4,6,6,3,3,0,0,31,28,63,59,75,76,64,41,6,408,15,51,78,79,74,48,25,11,373,64,129
UCL313011,0,6,10,13,20,15,7,0,76,17,13,9,3,6,3,0,0,53,84,203,240,292,241,198,95,31,1378,41,109,85,98,122,73,31,8,560,3,19,27,27,24,14,12,3,126,9,22,43,32,26,28,9,3,181,3,33,35,48,45,26,5,3,200,13,40,55,78,67,35,8,0,300,30,21,32,33,25,19,10,3,168,0,10,10,6,3,3,0,0,39,15,29,29,40,17,12,3,0,154,0,0,0,0,0,0,0,0,8,0,3,8,5,8,11,3,0,39,80,88,122,140,135,83,71,28,748,288,587,716,819,758,521,256,87,4027,3,11,16,13,5,3,3,0,59,5,0,13,9,3,3,0,0,28,4,9,15,7,14,7,8,0,61,6,6,4,7,0,0,0,0,20,0,10,15,10,7,0,0,0,38,36,97,83,135,108,69,32,17,565,17,92,132,142,99,53,26,8,561,63,160
UCL314001,3,3,3,8,6,6,3,0,30,3,7,11,0,3,4,0,0,28,50,191,196,163,138,104,37,6,891,23,78,83,60,61,30,10,0,346,9,20,15,6,8,7,0,0,62,9,21,19,13,10,5,3,0,79,3,12,11,13,12,4,4,0,62,18,62,37,46,44,32,3,0,234,9,31,27,21,14,5,5,0,119,8,17,10,6,6,3,0,0,49,13,64,39,27,8,7,3,0,155,0,0,0,3,0,0,3,0,8,0,3,3,13,4,4,0,0,34,94,174,126,109,74,70,3,0,646,229,681,573,493,398,282,68,9,2740,8,9,4,0,3,3,3,0,36,0,0,3,4,0,0,0,0,12,3,16,15,3,0,4,0,0,46,0,8,3,3,3,0,0,0,22,3,13,6,4,0,0,0,0,28,20,59,53,40,47,18,9,0,252,14,55,56,31,33,15,5,0,215,51,150
UCL314002,0,3,4,9,8,5,6,0,30,4,3,0,3,5,0,0,0,20,43,59,56,87,81,95,48,9,477,18,28,33,31,40,30,17,6,194,5,12,17,12,13,19,8,0,76,4,14,9,17,17,4,6,0,77,0,3,20,12,17,17,5,3,83,16,14,19,13,18,17,4,5,106,9,7,16,20,9,11,4,0,71,3,6,0,0,0,3,0,0,17,8,16,15,12,10,10,3,0,69,4,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,17,45,25,28,39,55,28,39,15,280,158,188,226,261,266,238,154,42,1527,0,0,0,0,4,0,3,0,15,0,0,0,3,3,0,0,0,3,0,0,3,3,4,0,3,0,18,4,0,0,0,0,0,0,0,3,4,11,8,9,4,0,3,0,36,21,40,32,41,51,43,29,16,277,8,31,37,51,37,23,21,8,214,26,48
UCL314003,0,3,4,3,5,3,0,0,25,3,6,0,0,0,0,0,0,12,77,139,128,121,114,102,50,16,747,15,27,32,35,31,24,19,0,182,5,18,14,17,13,3,0,0,70,6,19,10,11,12,12,3,0,65,0,15,9,13,15,3,3,0,64,11,20,18,24,20,8,0,0,96,4,18,15,10,13,10,0,0,67,0,0,4,0,0,0,0,0,12,10,12,3,10,10,12,0,0,58,4,0,0,0,0,0,0,0,10,0,3,3,9,0,4,3,0,18,64,44,45,51,55,53,42,13,372,202,321,286,304,282,226,131,29,1792,6,11,4,9,6,0,0,0,32,0,0,3,5,3,0,0,0,9,4,13,3,3,4,0,0,0,29,0,5,0,0,0,0,0,0,7,5,7,7,7,0,0,0,0,26,21,41,39,34,32,21,11,7,200,10,39,51,42,40,18,3,7,208,49,63
UCL314004,0,3,0,0,0,6,4,0,12,4,6,0,4,3,0,0,0,16,18,46,55,55,56,47,26,8,315,6,22,16,31,18,14,6,0,121,4,3,6,4,3,3,3,0,34,0,9,0,3,5,6,8,0,34,0,4,6,5,13,3,0,0,38,6,12,18,22,8,12,4,0,86,4,9,8,6,12,6,9,0,49,5,7,4,0,0,0,0,0,18,9,16,10,12,9,10,0,3,60,0,0,0,0,0,0,0,0,3,0,3,3,0,5,3,0,0,14,41,48,27,37,39,57,36,17,311,104,182,155,185,180,172,103,33,1108,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,4,5,4,3,0,0,22,0,0,4,3,3,0,0,0,11,0,3,4,3,4,0,0,0,14,4,21,21,23,35,24,4,0,133,0,24,18,29,13,15,10,4,109,20,43
UCL314005,0,0,4,0,0,5,0,0,11,15,9,7,4,3,3,0,0,42,13,55,73,56,45,47,26,7,328,10,41,31,22,25,16,4,3,153,8,4,7,9,3,4,3,3,42,3,4,0,9,3,3,0,0,30,0,5,3,16,8,9,0,0,39,9,18,22,15,10,11,6,0,84,5,9,19,12,4,0,3,0,53,3,4,4,0,4,0,0,0,23,3,6,16,8,6,7,0,0,52,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,12,32,23,31,27,21,28,15,21,198,97,201,219,174,138,134,60,43,1062,0,3,3,4,3,0,0,0,19,3,0,0,3,3,0,0,0,13,3,4,8,3,0,6,0,0,25,0,0,3,3,0,0,0,0,3,0,3,4,4,0,5,0,0,18,8,33,25,27,43,20,5,8,161,3,36,37,25,27,4,3,3,146,19,45
UCL314006,0,9,3,3,3,4,0,0,20,0,3,4,0,0,0,0,0,11,69,158,126,93,87,30,18,5,589,10,15,20,17,20,8,6,0,92,0,12,14,8,0,0,4,0,39,0,13,8,6,6,3,0,0,31,0,9,4,5,5,3,0,0,28,3,12,26,22,12,0,0,0,75,3,13,15,4,0,0,0,0,34,0,3,3,3,0,0,0,0,10,6,12,10,20,3,0,0,0,58,0,0,0,0,0,0,0,0,5,0,5,4,3,3,0,0,0,9,39,39,63,44,31,20,20,3,258,139,305,290,228,171,70,47,9,1258,0,5,3,3,4,0,0,0,23,0,0,0,0,0,0,0,0,4,4,10,12,0,3,0,0,0,30,0,0,6,0,0,0,0,0,3,0,8,6,0,0,0,0,0,12,8,37,22,29,22,4,3,0,125,13,42,40,32,14,7,4,0,153,35,90
UCL314007,0,4,3,3,0,3,0,0,12,6,6,3,3,3,0,0,0,21,49,134,111,131,144,103,38,12,713,12,57,29,43,50,40,16,0,259,3,8,16,8,4,5,6,0,55,0,14,7,10,4,10,3,0,50,0,12,12,14,10,17,3,0,68,11,11,19,24,22,18,5,3,109,5,11,11,13,17,10,0,3,71,0,10,0,0,0,0,0,0,12,12,19,13,18,6,8,4,0,78,3,5,0,0,0,0,0,0,14,0,0,5,10,0,3,0,3,20,108,105,63,93,68,88,47,20,588,222,399,290,366,332,313,118,40,2084,3,14,11,7,0,0,0,0,28,0,3,0,3,3,0,0,0,9,6,6,6,6,4,3,3,0,43,0,4,0,0,0,0,0,0,3,0,7,10,9,0,0,0,0,28,16,39,34,34,55,32,4,3,206,15,47,30,40,35,26,15,4,208,32,83
UCL314008,0,7,4,6,11,5,0,0,25,10,5,7,3,0,0,0,0,25,60,75,86,82,73,54,37,4,478,9,29,24,18,29,34,6,5,145,3,9,8,8,3,5,4,0,44,7,15,8,13,13,8,4,0,67,7,20,16,22,10,6,3,0,85,3,13,24,13,15,9,7,0,83,9,6,13,9,5,10,0,0,56,4,0,0,0,0,3,0,0,11,15,16,8,8,16,11,3,0,66,0,0,0,0,0,0,0,0,3,3,3,5,5,3,3,0,0,19,73,53,58,57,63,43,37,6,393,196,249,258,239,249,189,98,22,1499,3,3,4,7,0,3,0,0,19,0,3,0,0,3,0,0,0,4,4,3,6,8,7,3,3,0,30,0,0,0,3,0,0,0,0,8,4,8,9,0,0,0,0,0,27,9,42,37,46,41,27,21,5,231,25,51,62,60,50,19,8,6,282,20,51
UCL314009,3,6,0,0,3,0,0,0,10,3,6,0,4,0,0,0,0,17,44,128,112,87,60,23,9,3,453,5,47,16,16,17,3,0,3,109,6,11,10,10,7,0,0,0,45,0,8,9,14,0,0,0,0,31,3,12,7,9,3,3,3,0,39,11,14,21,7,7,4,3,0,76,5,11,3,11,6,6,0,0,38,0,3,3,0,0,3,0,0,6,13,21,8,14,0,0,0,0,57,3,3,0,0,0,0,0,0,4,3,3,6,6,3,0,0,0,18,51,82,61,61,36,38,20,10,360,142,344,262,232,142,82,45,17,1273,0,3,8,3,0,0,0,0,20,0,3,4,0,0,0,0,0,3,3,8,6,6,0,0,0,0,22,0,3,0,0,0,0,0,0,3,0,5,8,3,0,0,0,0,17,9,22,26,31,20,9,6,0,125,13,51,33,22,21,3,3,3,144,31,86
UCL314010,4,8,3,3,3,0,0,0,22,9,4,4,3,3,0,0,0,19,24,63,61,48,48,26,11,5,291,11,17,12,25,16,13,6,0,106,12,25,24,12,6,3,0,0,75,6,10,6,3,11,4,3,0,39,0,11,3,5,7,6,3,0,34,20,50,20,11,13,6,0,0,112,10,35,13,10,7,0,4,0,75,0,5,3,3,3,0,0,0,17,5,10,15,4,9,4,3,0,57,0,7,0,3,0,0,0,0,12,3,8,0,3,0,3,0,0,24,41,52,23,30,21,33,30,13,254,151,313,188,158,141,104,69,16,1146,11,17,3,0,3,0,0,0,37,8,6,0,0,0,0,0,0,14,3,3,6,0,0,3,0,0,18,0,8,0,0,0,0,0,0,8,16,19,13,3,0,0,0,0,57,19,33,23,13,34,16,9,8,151,4,30,26,25,12,18,0,3,121,47,75
UCL314011,0,3,4,0,0,0,0,0,4,0,4,3,3,0,0,0,0,9,41,92,58,61,45,25,10,3,330,9,32,25,22,24,5,8,0,122,4,26,34,30,15,15,6,0,134,0,7,7,13,4,0,4,0,34,4,9,10,3,8,0,0,0,32,5,19,20,19,7,4,0,0,86,3,9,7,6,0,0,0,0,27,0,0,0,3,4,0,0,0,7,3,5,9,7,6,3,0,0,36,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,12,46,50,44,39,35,41,23,4,284,118,250,219,204,153,95,56,8,1109,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,19,3,4,0,0,0,0,0,0,3,4,11,13,0,0,0,0,0,27,8,43,37,29,28,15,12,4,176,7,49,43,22,25,13,11,0,171,25,72
UCL314012,0,0,8,0,4,0,0,0,15,13,4,9,3,0,0,0,0,22,38,87,103,101,98,58,23,4,518,12,50,36,41,26,15,19,0,203,8,7,7,10,4,4,0,0,42,4,3,3,8,11,0,0,0,38,0,3,8,16,6,10,7,0,50,8,3,13,19,9,3,0,0,67,3,10,14,13,6,3,0,0,53,4,3,0,3,3,0,0,0,12,7,9,17,12,3,3,0,0,43,3,0,0,0,0,0,0,0,3,0,0,0,4,3,5,0,0,16,47,28,38,29,35,45,14,7,244,142,206,256,269,219,151,68,17,1330,0,7,3,4,6,3,0,0,22,0,0,3,0,0,0,0,0,5,3,4,13,3,0,3,0,0,21,0,0,0,3,0,3,0,0,7,0,3,10,0,3,0,0,0,20,10,35,30,23,32,12,3,3,151,11,26,52,41,43,20,0,0,190,25,72
UCL314013,3,6,6,12,14,11,3,0,49,13,10,9,14,4,3,0,0,54,39,117,147,160,123,98,34,8,731,17,60,57,49,49,15,14,3,259,6,12,14,30,20,20,5,0,106,0,15,29,32,23,14,3,0,114,7,15,21,38,31,28,7,0,155,18,39,75,81,59,33,8,0,304,15,19,24,33,22,23,4,0,135,0,3,7,4,10,4,0,0,29,7,11,20,7,9,4,0,0,57,0,0,0,0,0,0,0,0,3,0,3,6,9,7,4,0,0,31,32,28,36,40,24,44,28,9,238,160,339,455,509,391,292,102,26,2274,3,8,9,6,4,0,0,0,37,3,0,7,5,3,0,0,0,16,3,9,7,5,6,6,0,0,35,0,3,4,3,0,0,0,0,9,0,3,7,6,4,3,0,0,25,18,68,87,108,91,53,22,4,451,6,60,107,105,78,52,8,5,422,39,84
UCL314014,0,3,3,0,5,0,0,0,17,3,9,3,0,3,0,0,0,19,35,50,53,83,105,67,40,7,427,12,23,23,27,60,27,17,0,187,5,32,8,10,11,0,3,0,67,6,12,12,9,22,3,3,0,61,3,6,8,11,8,12,3,0,59,4,27,20,16,9,10,3,0,89,7,13,15,6,18,9,3,0,64,0,0,0,0,0,3,0,0,9,14,19,5,8,5,9,3,0,69,3,0,0,0,0,0,0,0,9,0,4,7,5,4,4,0,0,30,72,80,45,56,58,44,40,6,412,170,268,209,245,305,183,124,21,1528,3,0,4,3,3,0,0,0,15,0,3,0,0,0,0,0,0,6,0,6,0,5,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,28,5,26,30,35,44,17,9,5,169,14,26,29,37,26,10,5,0,147,39,53
UCL314015,0,0,0,0,0,0,0,0,9,3,11,4,6,3,0,0,0,31,26,92,105,108,67,16,13,0,435,16,35,41,28,13,15,3,3,148,4,4,9,3,3,0,0,0,24,3,0,14,9,3,0,0,0,31,0,3,7,5,3,6,0,0,26,8,18,32,15,12,4,0,0,90,10,11,14,9,8,0,0,0,51,5,9,3,0,0,0,0,0,19,5,11,18,8,5,0,3,0,53,0,0,0,0,0,0,0,0,3,3,3,0,14,3,0,0,0,24,34,23,31,33,16,8,4,0,150,124,226,284,235,142,57,24,3,1088,0,5,3,0,0,0,0,0,12,3,0,3,0,0,0,0,0,3,0,9,11,0,0,4,0,0,23,0,0,3,3,0,0,0,0,5,0,0,3,3,0,0,0,0,7,11,23,37,30,26,3,4,0,135,4,26,52,24,3,4,0,0,125,34,66
UCL314016,0,3,7,5,0,3,3,0,23,5,0,4,3,0,0,0,0,12,41,69,61,83,61,67,37,7,424,20,30,27,30,24,30,15,10,179,0,18,21,17,18,16,3,3,90,3,6,8,7,7,7,4,0,44,5,12,4,14,14,4,4,0,54,15,22,20,23,13,8,3,0,105,10,19,24,14,15,6,4,0,96,0,0,4,3,0,0,0,0,16,6,20,12,9,12,3,3,0,55,0,0,0,0,0,0,0,0,8,0,0,6,5,0,3,0,0,20,88,71,47,52,62,66,53,23,455,190,267,247,258,216,217,137,46,1573,0,6,3,4,0,0,0,0,24,3,3,5,0,0,0,0,0,7,0,6,3,4,3,0,3,0,25,0,3,0,0,0,0,0,0,7,3,10,4,11,4,0,0,0,28,9,30,33,43,31,33,10,0,205,0,39,34,47,30,15,9,0,175,32,67
UCL314017,0,7,9,12,4,0,0,0,39,5,10,10,3,0,0,0,0,24,88,358,332,220,99,11,0,0,1104,8,45,39,23,15,3,0,0,134,0,9,14,8,6,0,0,0,33,3,8,11,9,11,0,0,0,50,0,17,17,7,3,0,0,0,50,4,31,41,25,11,4,0,0,111,8,13,8,6,6,0,0,0,43,0,4,0,0,0,0,0,0,4,3,19,27,10,12,0,0,0,71,3,0,0,0,0,0,0,0,4,0,0,10,3,0,0,0,0,17,64,122,116,84,56,15,0,0,462,191,643,621,406,219,41,3,3,2134,3,19,13,4,0,0,0,0,35,0,0,0,7,0,0,0,0,5,18,46,18,13,0,0,0,0,93,0,8,0,0,0,0,0,0,14,4,11,7,3,0,0,0,0,32,5,53,33,23,13,3,0,0,131,25,79,56,30,13,3,0,0,199,47,178
UCL314018,0,10,6,3,10,0,0,0,28,8,15,15,16,3,0,0,0,58,28,139,121,107,62,24,4,0,484,8,46,51,35,19,9,0,0,181,0,3,12,5,5,3,0,0,34,0,6,20,11,9,5,0,0,50,0,7,21,7,3,4,0,0,49,12,42,65,43,33,7,3,0,205,9,12,24,14,12,9,0,0,81,7,9,14,3,0,0,0,0,37,9,7,7,12,4,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,15,5,21,24,10,5,4,0,0,76,84,320,392,280,176,74,16,0,1335,0,17,3,0,6,0,0,0,28,0,0,3,3,0,0,0,0,12,0,10,9,3,0,0,0,0,24,0,4,3,0,0,0,0,0,9,3,3,0,5,0,0,0,0,11,15,55,67,46,21,8,5,0,217,8,64,71,38,17,11,0,0,207,22,111
UCL314019,0,0,5,3,3,0,0,0,14,3,14,3,3,0,3,0,0,29,58,175,104,82,59,27,12,0,530,19,50,27,27,25,10,8,0,160,4,29,16,22,9,6,0,0,88,0,9,11,9,11,5,0,0,48,4,13,3,5,8,0,0,0,38,8,37,34,34,15,6,0,0,135,3,21,12,11,3,3,0,0,45,0,4,4,0,0,0,0,0,12,13,26,14,7,0,0,0,0,66,0,0,0,0,0,0,0,0,4,4,6,9,3,3,3,0,0,27,44,94,54,55,50,37,22,9,369,170,477,292,260,200,107,48,9,1560,0,8,4,0,7,0,0,0,17,0,4,0,0,0,0,0,0,3,4,6,6,3,3,0,0,3,27,0,3,0,0,0,0,0,0,5,14,18,12,7,3,0,0,0,49,21,77,49,49,28,5,4,5,243,18,79,43,34,16,5,9,0,197,44,112
UCL314020,0,3,0,5,3,11,4,0,31,3,8,8,9,4,3,0,0,40,25,67,102,114,149,165,84,14,725,17,51,49,48,47,67,33,4,319,3,8,12,8,12,11,6,0,60,3,13,5,10,14,8,3,0,65,4,3,8,15,6,22,0,0,56,17,23,35,38,48,48,15,3,226,12,11,16,19,16,22,0,0,97,0,0,6,0,0,8,0,0,21,12,24,9,15,11,18,3,0,90,3,0,0,0,0,0,0,0,6,0,0,0,3,10,9,6,3,24,48,35,46,50,57,80,55,10,389,156,253,302,337,377,456,225,45,2149,0,3,4,3,0,4,0,0,15,0,0,3,0,3,0,0,0,9,4,0,10,4,7,6,5,3,38,0,3,4,0,3,0,0,0,14,0,3,9,0,7,0,0,0,18,16,27,47,51,54,51,17,0,282,5,23,44,31,36,28,18,3,192,21,76
