UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL421005,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,10,7,8,0,0,0,0,13,0,9,3,0,0,0,16,0,8,0,0,0,0,10,4,3,3,0,0,0,11,4,7,0,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,31,35,8,3,0,0,78
UCL421006,3,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,3,0,0,0,0,11,3,4,0,0,0,0,7,0,6,3,0,0,0,8,0,4,3,0,0,0,10,4,5,0,3,0,0,15,0,9,0,0,0,0,9,0,0,0,0,0,0,5,0,4,3,0,0,0,8,3,11,0,0,0,0,9,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,11,29,60,17,3,3,0,107
UCL421007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,3,8,0,0,0,0,10,3,0,0,0,0,0,3,4,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,9,5,7,0,60
UCL421008,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,3,4,4,0,0,0,0,17,3,5,0,0,0,0,9,3,3,3,0,0,0,11,3,4,0,0,0,0,10,3,3,0,0,0,0,8,0,6,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,9,6,3,0,89
UCL421009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,5,3,0,0,0,13,7,4,3,0,0,0,10,3,5,0,0,0,0,5,13,7,0,0,0,0,19,3,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,34,23,10,3,9,0,79
UCL421010,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,0,7,4,0,0,0,0,0,3,3,3,3,0,0,0,6,0,6,0,0,0,0,9,0,4,0,0,0,0,11,4,13,0,0,0,0,10,3,9,0,0,0,0,14,0,8,0,0,0,0,14,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,26,57,12,3,3,0,102
UCL421011,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,7,6,4,0,0,4,0,16,0,3,0,0,0,0,10,0,3,3,0,0,0,6,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,3,3,3,0,50
UCL421012,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,8,9,0,3,0,0,0,12,4,3,0,0,0,0,10,3,3,0,3,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,28,17,4,3,3,0,58
UCL421013,5,5,3,0,0,0,12,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,5,0,0,0,3,0,3,3,0,0,0,11,5,3,3,0,0,0,12,4,9,3,0,0,0,18,3,5,0,0,3,0,7,3,11,3,0,0,0,15,3,12,7,0,0,0,22,3,3,3,0,0,0,10,0,7,0,0,0,0,12,5,6,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,7,44,73,36,9,4,0,167
UCL421014,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,5,0,9,0,3,0,0,0,0,5,0,3,0,0,0,0,5,5,0,0,3,0,0,13,3,8,4,0,0,0,8,0,10,0,0,0,0,14,0,0,0,0,0,0,5,0,3,0,0,0,0,8,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,13,6,4,3,94
UCL421015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,5,7,4,3,0,0,15,3,3,3,0,3,0,8,3,9,0,3,5,0,15,0,4,0,0,3,0,11,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,13,6,8,0,80
UCL421016,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,7,0,0,0,0,4,0,3,0,0,0,0,7,4,4,0,0,0,0,12,7,15,0,0,0,0,21,0,6,0,0,0,0,5,0,5,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,50,11,6,4,0,93
UCL421017,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,3,0,0,6,0,13,9,3,3,0,3,0,20,10,13,0,0,0,0,21,3,8,0,0,0,0,14,4,7,0,0,0,0,8,3,0,0,0,0,0,5,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,41,43,9,5,7,0,114
UCL421018,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,4,4,0,0,0,0,12,3,4,0,3,0,0,11,0,11,0,0,0,0,7,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,30,6,3,3,0,54
UCL421019,0,0,0,0,0,0,0,4,3,0,0,0,0,8,3,0,4,0,0,0,6,3,0,0,0,0,0,8,0,3,0,0,0,0,8,6,3,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,9,0,3,0,52
UCL421020,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,7,10,3,0,0,3,0,17,3,8,3,0,3,0,15,3,12,4,0,0,0,20,0,7,8,5,0,0,20,10,11,0,0,0,0,25,3,5,0,0,0,0,15,3,9,3,0,0,0,16,0,4,0,0,0,0,7,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,49,67,30,12,9,3,168
UCL421021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,11,8,3,5,0,0,0,18,7,6,3,0,0,0,14,3,3,0,3,0,0,13,7,7,0,0,0,0,13,3,10,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,39,38,16,3,4,0,106
UCL421022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,4,0,10,4,9,7,0,0,0,16,10,11,0,0,0,0,25,3,9,3,0,0,0,22,4,3,0,0,0,0,17,6,6,0,0,0,0,10,3,6,0,3,0,0,12,4,4,0,3,0,0,15,3,0,0,0,0,0,5,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,58,17,11,8,0,149
UCL421023,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,5,6,3,0,3,0,0,13,8,3,0,0,0,0,10,3,0,0,0,0,0,6,5,0,3,3,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,25,3,4,0,4,69
UCL421024,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,6,0,0,15,0,3,0,0,0,0,11,3,6,4,0,0,0,9,5,4,0,0,0,0,14,3,11,0,0,0,0,13,3,5,0,0,0,0,8,4,6,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,31,40,13,10,7,0,104
UCL421025,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,9,3,0,0,0,0,0,3,4,3,0,0,0,0,14,0,4,0,6,3,0,14,5,3,0,0,0,0,10,10,8,0,3,0,0,16,7,0,3,0,0,0,12,3,4,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,29,8,14,5,0,98
UCL421026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,3,0,0,14,0,4,0,3,0,0,11,3,7,0,0,0,0,10,0,3,0,3,0,0,10,7,0,3,0,0,0,9,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,23,26,5,8,0,0,61
UCL421027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,0,0,0,10,6,5,3,7,0,0,17,3,3,0,4,0,0,10,4,3,0,0,3,0,13,0,3,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,14,14,8,0,77
UCL421028,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,7,3,3,3,0,0,0,6,0,4,3,0,0,0,9,0,0,3,0,0,0,3,3,0,0,0,0,0,5,0,3,0,0,0,0,5,4,0,0,0,0,0,8,3,0,0,0,0,0,7,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,7,0,6,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,30,32,20,3,3,3,88
UCL421029,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,15,4,4,0,0,0,0,9,0,3,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,3,6,0,0,47
UCL421030,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,4,0,0,3,0,3,7,7,3,0,0,0,15,8,8,5,3,0,0,21,7,0,3,0,0,0,10,8,7,3,0,0,0,15,4,11,0,0,0,0,10,0,3,0,0,0,0,8,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,35,44,19,5,3,0,107
UCL421031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,7,3,0,0,0,0,6,3,9,0,0,0,0,12,0,6,0,0,0,0,8,0,3,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,6,4,6,0,48
UCL421032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,5,3,0,0,0,3,0,8,3,0,3,0,0,0,6,3,4,0,0,0,0,8,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,26,18,4,3,3,0,59
UCL421033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,3,3,0,0,0,0,8,0,0,0,0,0,0,7,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,18,8,7,4,3,0,44
UCL421034,7,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,5,11,3,0,0,0,0,13,3,3,0,3,0,0,10,3,4,5,0,0,0,12,4,3,0,0,3,0,14,4,6,0,0,0,0,14,6,4,0,0,0,0,12,5,5,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,44,42,20,14,6,0,121
UCL421035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,0,0,0,0,0,10,3,3,0,3,0,0,7,3,3,3,0,0,0,4,8,3,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,7,6,4,0,66
UCL421036,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,3,0,0,11,0,3,4,0,0,0,8,0,9,3,0,0,0,20,4,10,5,0,0,0,16,4,18,0,0,0,0,21,4,7,0,0,0,0,9,4,7,6,0,0,0,18,3,0,3,0,0,0,7,0,3,0,0,0,0,4,0,6,0,0,0,0,6,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,3,31,85,36,7,4,0,162
UCL421037,7,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,4,3,0,0,0,0,13,0,5,0,0,0,0,3,3,0,0,0,0,0,4,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,7,0,3,0,46
UCL421038,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,10,3,3,0,0,0,0,6,3,0,0,0,0,0,11,3,8,0,0,0,0,12,3,3,0,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,30,33,3,9,8,0,83
UCL421039,0,0,0,0,0,0,8,0,0,3,0,0,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,6,3,6,3,0,0,0,15,0,0,0,3,0,0,8,3,3,3,0,0,0,11,4,3,0,0,0,0,11,3,0,0,0,0,0,8,3,5,4,0,0,0,11,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,7,0,0,0,0,8,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,26,49,24,10,3,0,113
UCL421040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,3,4,0,0,0,0,10,0,3,0,0,0,0,4,0,7,0,0,0,0,4,3,7,0,0,3,0,13,0,6,3,3,0,0,10,3,10,0,0,0,0,11,6,13,0,0,0,0,20,0,3,0,0,0,0,9,0,4,0,0,0,0,5,8,16,0,0,0,0,25,4,3,0,0,0,0,11,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,6,42,78,12,3,4,0,143
UCL421041,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,0,0,0,0,5,0,5,0,0,0,0,7,0,11,0,0,0,0,8,3,8,0,0,0,0,7,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,3,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,6,25,46,12,0,9,0,94
UCL421042,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,6,3,4,0,0,0,0,12,0,3,3,0,0,0,5,3,4,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,30,3,4,3,0,56
UCL421043,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,12,3,0,0,0,0,11,4,3,0,0,0,0,7,8,4,0,0,0,0,7,8,4,0,0,0,0,8,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,5,3,5,0,70
UCL421044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,0,0,0,11,0,4,3,3,0,0,10,4,9,0,0,0,0,17,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,9,3,0,0,55
UCL422001,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,3,3,0,0,0,5,3,5,0,0,0,0,11,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,11,0,3,0,43
UCL422002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
