UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL213016,1752,148,9,0,7,1921,2201,96,10,0,0,2302,737,230,23,0,0,988,0,3,0,0,0,3,245,40,5,0,0,290,5,0,0,0,0,5,6,3,0,3,0,14,23,3,0,0,0,29,1021,277,28,3,0,1329,55,13,0,0,0,63,103,14,0,0,0,120,5129,539,46,6,15,5740
UCL213017,2473,205,0,10,6,2695,2186,74,7,3,4,2273,761,366,31,0,0,1159,252,140,15,0,0,402,304,113,0,0,0,423,14,39,0,0,0,54,14,5,0,10,0,36,12,14,0,0,3,35,1357,676,49,10,4,2105,35,42,0,0,0,75,221,57,4,3,3,292,6278,1054,64,28,20,7442
UCL213018,1698,71,266,26,8,2075,1762,19,19,0,3,1799,570,116,93,0,0,785,108,58,21,0,0,191,207,33,26,0,0,263,4,3,6,0,0,19,11,0,6,0,0,21,7,4,9,0,0,23,911,216,156,4,8,1291,20,0,41,0,0,58,120,19,30,3,3,170,4506,325,510,37,16,5397
UCL214001,1028,25,16,9,4,1084,794,3,9,4,0,813,339,35,47,5,0,429,88,32,4,0,0,116,161,0,13,7,0,183,10,3,0,0,0,15,23,0,3,6,0,42,16,3,0,0,0,27,643,70,76,22,0,808,20,8,0,0,0,30,91,11,5,3,3,107,2569,118,108,38,13,2841
UCL214002,1438,9,71,12,4,1531,1001,3,22,3,9,1035,492,25,143,0,4,670,190,18,32,0,0,243,175,3,28,0,0,200,6,0,12,0,0,14,19,0,0,0,0,23,13,0,3,0,0,14,894,46,221,3,10,1174,21,0,42,3,0,71,110,5,25,4,0,142,3471,61,372,23,24,3948
UCL214003,1547,55,4,4,10,1624,1149,14,6,0,9,1178,391,65,6,0,3,470,72,53,0,0,0,122,200,25,9,0,3,238,17,8,0,0,0,20,10,5,0,0,0,15,16,0,0,0,0,15,705,153,17,4,5,888,23,0,0,0,0,25,104,18,3,0,3,124,3519,244,28,11,35,3832
UCL214004,783,20,11,12,3,826,507,3,3,0,0,512,245,59,36,0,0,335,86,6,40,0,0,127,108,17,5,0,0,133,0,0,5,0,0,11,12,0,0,0,0,19,6,0,11,0,0,15,461,82,92,0,3,636,12,5,5,0,0,22,84,6,8,0,3,104,1841,112,120,9,4,2088
UCL214005,137,0,9,0,3,152,149,0,4,0,0,155,20,0,15,0,0,40,0,0,9,0,0,9,16,0,3,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,0,28,0,0,73,0,0,0,0,0,0,7,0,4,0,0,12,342,0,46,0,3,392
UCL214006,867,95,0,0,0,971,1518,73,0,0,0,1591,263,108,0,0,3,379,17,11,0,0,0,27,82,33,0,0,0,113,5,12,4,0,0,17,3,0,0,0,0,3,5,3,0,0,0,9,371,175,3,0,3,555,10,3,0,0,0,9,65,11,0,0,0,77,2833,362,6,0,9,3202
UCL214007,1447,18,18,3,0,1493,1035,4,3,5,3,1057,374,45,42,0,3,470,116,12,29,0,0,152,225,14,3,0,3,247,11,24,0,0,0,35,19,3,0,9,0,25,19,0,0,0,0,23,760,104,69,10,6,955,21,0,0,0,0,21,106,11,3,0,0,121,3373,140,96,20,17,3648
UCL214008,1008,104,4,43,0,1159,1251,55,6,0,3,1315,266,66,3,0,0,337,56,33,4,0,0,95,129,12,0,0,0,149,10,16,0,0,0,21,11,0,0,6,0,16,12,0,0,0,0,11,481,125,11,6,0,627,18,7,0,0,0,25,71,8,0,3,0,86,2832,308,13,47,10,3212
UCL214009,924,48,13,0,0,984,441,8,3,0,0,457,272,64,6,0,3,344,5,32,3,0,0,37,79,4,3,0,0,88,4,5,0,0,0,7,8,3,0,0,0,11,12,3,0,0,0,20,381,109,15,0,3,508,10,0,0,0,5,16,47,5,0,0,0,52,1809,166,32,0,6,2020
UCL214010,603,86,20,14,0,729,943,21,0,0,3,968,310,55,12,0,0,381,24,12,0,0,0,40,85,14,0,0,0,98,0,0,0,0,0,3,7,3,0,13,0,19,8,0,0,0,0,7,437,83,13,12,4,550,3,17,5,0,0,36,38,11,0,0,4,51,2028,225,44,31,9,2342
UCL214011,839,29,65,3,3,934,629,4,11,0,0,646,212,9,109,0,0,335,44,0,33,0,0,82,126,5,25,0,0,160,12,0,11,0,0,24,8,0,4,14,0,24,8,0,3,0,0,11,419,15,189,14,3,639,7,0,11,0,0,21,61,0,18,0,0,79,1959,46,291,17,9,2321
UCL214012,987,24,21,37,10,1065,532,9,5,0,0,547,253,55,29,3,3,340,89,17,8,0,3,111,115,7,3,6,9,133,7,0,0,0,0,7,10,0,3,19,3,43,24,0,0,0,0,23,491,78,41,26,18,664,8,0,0,3,7,15,83,9,0,9,7,102,2106,114,66,78,33,2400
UCL214013,730,30,47,0,0,813,580,5,10,0,0,591,253,25,40,0,0,321,25,6,3,0,0,41,81,3,19,0,0,102,10,3,13,0,0,22,12,0,0,0,0,14,3,0,4,0,0,9,389,40,82,0,3,516,5,0,10,0,0,16,45,3,8,0,0,60,1751,84,151,5,4,1991
UCL214014,1203,69,3,25,4,1307,784,17,3,3,5,810,386,70,18,3,0,473,97,44,6,0,0,145,180,15,4,8,0,208,13,19,9,0,0,39,17,0,0,8,0,28,19,3,0,0,0,22,704,156,31,11,4,916,18,29,0,0,0,43,108,18,7,3,0,131,2821,292,45,48,13,3215
UCL214015,1382,47,37,0,4,1478,565,13,7,0,0,593,425,72,47,0,3,547,0,0,0,0,0,0,119,20,11,0,0,149,0,17,0,0,0,18,3,0,0,0,0,11,15,0,0,3,0,25,572,103,56,3,8,743,19,3,0,0,0,17,86,6,7,0,4,108,2628,178,110,7,17,2940
UCL214016,741,6,24,14,0,785,608,3,8,0,0,624,273,11,70,0,0,355,146,11,46,0,0,204,123,0,28,0,8,162,5,0,3,0,0,6,24,0,10,5,0,38,12,0,3,0,0,15,588,21,161,8,8,782,5,0,9,0,0,16,73,4,12,0,0,95,2024,34,215,23,8,2290
UCL214017,917,5,26,5,3,947,603,0,0,3,7,614,237,12,66,0,4,322,69,3,33,0,0,107,123,3,11,3,0,136,0,13,3,0,0,15,18,10,0,3,0,33,12,3,0,0,3,20,466,37,113,4,9,632,13,3,0,0,0,17,61,3,11,0,0,75,2053,49,147,9,16,2289
UCL214018,547,18,14,0,0,573,1520,38,7,0,5,1565,242,67,20,0,0,327,9,10,0,0,0,13,100,4,7,0,0,111,3,5,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,361,83,23,0,3,464,4,0,0,0,0,4,55,5,0,0,0,57,2491,138,40,0,5,2672
UCL214019,1245,15,4,67,0,1335,829,4,0,0,0,837,482,18,6,3,0,502,84,76,10,0,0,169,190,3,4,3,0,202,20,7,8,0,0,34,13,3,0,10,0,34,15,3,0,0,0,13,801,112,24,17,5,959,15,3,0,0,0,17,95,6,3,8,4,116,2986,142,30,91,11,3262
UCL214020,1110,32,62,3,42,1245,767,11,4,0,0,786,339,37,65,0,3,447,59,9,22,0,0,89,140,12,17,3,4,167,11,3,0,0,0,10,8,0,5,0,12,25,26,0,0,0,0,29,586,57,104,3,18,765,8,3,3,0,0,11,89,0,13,0,4,106,2557,100,191,4,61,2914
UCL215001,211,0,5,0,0,215,121,0,0,0,0,121,33,0,5,4,0,40,3,0,0,0,0,3,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,5,4,0,74,0,0,0,0,0,5,13,0,0,0,0,13,417,0,4,4,0,431
UCL215002,365,24,0,21,0,416,285,3,0,0,0,291,80,28,10,4,0,126,8,17,0,0,0,23,44,7,0,0,0,57,0,0,0,0,0,0,6,3,0,3,0,13,3,0,0,0,0,3,143,55,15,13,0,223,3,0,0,0,0,4,39,19,0,9,0,69,837,98,17,45,0,1000
UCL215003,463,7,11,5,0,482,251,3,4,0,0,257,100,8,4,0,0,112,9,0,8,0,0,18,52,9,0,0,3,66,0,0,8,0,0,9,5,0,0,0,0,5,4,0,0,0,0,4,172,10,20,0,3,203,3,0,5,0,0,7,21,0,0,0,0,25,908,27,37,11,3,984
UCL215004,183,8,4,6,3,208,102,3,5,3,0,112,70,16,15,3,0,104,6,0,0,0,0,9,38,5,4,0,0,46,10,5,0,0,0,13,7,4,0,0,0,11,3,0,0,0,0,3,135,31,18,4,0,190,4,0,0,3,0,6,10,0,0,0,0,10,433,50,27,16,3,526
UCL215005,287,3,15,0,0,304,354,0,9,0,0,363,75,0,16,0,0,89,8,14,0,0,0,21,31,0,0,0,0,34,0,0,0,0,0,0,5,0,0,0,0,5,4,0,3,0,0,3,122,17,25,3,0,163,0,0,0,0,0,0,24,0,6,7,0,32,781,17,49,11,0,863
UCL215006,394,4,0,0,0,396,303,3,0,0,0,312,63,0,0,0,0,65,3,0,0,0,0,3,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,112,0,0,0,0,115,3,0,0,0,0,3,23,0,0,0,0,18,833,7,0,0,0,842
UCL215007,394,0,0,0,0,393,922,0,0,0,0,919,136,0,3,0,0,137,0,0,0,0,0,0,53,0,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,193,0,3,0,0,198,3,0,0,0,0,3,32,0,0,0,0,34,1538,3,3,0,3,1552
UCL215008,126,0,0,0,0,128,308,3,0,0,0,313,48,0,0,0,0,48,6,0,0,0,0,6,14,0,0,0,0,14,4,0,0,0,0,7,25,0,0,0,0,25,3,0,0,0,0,3,93,3,0,0,0,97,3,0,0,0,0,3,12,0,0,0,0,12,547,10,0,0,0,556
UCL215009,182,0,0,6,0,188,97,0,0,0,0,95,16,0,0,0,0,18,0,0,3,0,0,3,35,0,3,0,0,40,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,54,0,5,3,0,68,0,0,0,0,0,4,16,0,0,0,0,16,350,0,8,7,0,373
UCL215010,222,0,0,0,3,227,353,0,0,0,3,352,17,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,29,0,0,0,0,0,0,19,0,0,0,0,17,626,0,0,0,9,632
UCL215011,254,0,0,6,0,256,99,0,0,0,0,100,29,0,3,0,0,37,0,0,0,0,0,0,40,0,5,0,0,49,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,8,78,0,16,0,0,100,4,0,0,0,0,4,18,0,4,0,0,21,458,0,16,6,3,482
UCL215012,471,14,11,3,0,507,319,8,4,0,3,328,116,10,18,0,0,152,25,3,17,0,0,41,70,5,6,3,3,82,3,0,0,0,0,5,8,0,0,0,3,8,6,0,5,0,0,7,225,25,47,4,4,295,14,0,3,0,0,13,23,0,3,0,4,24,1043,48,70,11,13,1176
UCL215013,60,0,0,0,0,60,385,0,0,0,0,388,54,0,0,0,0,54,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,77,0,0,0,0,0,0,10,0,0,0,0,10,532,0,0,0,0,529
UCL215014,119,0,0,0,0,119,256,0,0,0,0,253,23,0,0,0,0,23,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,11,0,0,0,0,11,428,0,0,0,0,423
UCL215015,378,15,12,0,0,405,208,3,12,0,3,224,93,11,22,0,0,136,15,9,0,0,0,25,47,10,9,0,0,71,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,171,31,35,3,4,243,5,0,3,0,0,5,26,3,3,0,0,31,782,53,63,3,4,912
UCL215016,386,3,14,0,0,400,628,0,9,0,0,635,165,13,15,0,0,200,7,19,7,0,0,33,65,0,0,0,0,70,3,0,10,0,0,7,4,0,0,0,0,5,5,0,0,0,0,5,253,34,32,0,0,324,8,0,0,0,0,8,19,0,7,0,0,26,1298,36,62,0,5,1400
UCL215017,179,30,18,0,0,221,293,10,0,0,0,301,30,13,0,0,0,45,0,0,4,0,0,8,25,13,0,0,0,35,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,57,26,8,0,0,90,3,0,6,0,0,9,13,0,4,0,0,20,548,60,29,0,0,643
UCL215018,523,18,3,0,0,539,329,0,4,0,0,333,106,20,9,0,0,143,30,14,6,0,0,59,59,13,0,0,0,75,3,0,0,0,0,7,0,0,3,0,0,4,4,0,0,0,0,3,207,56,23,0,0,282,3,0,0,0,0,6,39,4,0,0,0,45,1100,79,26,3,0,1207
UCL215019,215,4,0,0,0,221,262,0,0,0,0,265,90,0,3,0,0,95,0,0,0,0,0,0,42,0,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,7,0,0,146,4,0,0,0,0,4,11,0,0,0,0,11,630,8,7,0,4,646
UCL215020,313,0,0,3,0,314,131,0,0,0,0,132,24,0,7,0,0,32,4,0,0,0,0,5,55,0,0,0,0,61,0,5,0,0,0,3,10,0,0,0,0,10,9,0,0,0,0,5,103,4,7,0,0,112,4,0,0,0,0,3,29,3,0,0,0,31,573,8,9,5,0,593
UCL215021,171,0,5,13,3,194,184,0,0,0,8,194,32,0,3,0,0,36,0,0,4,0,0,4,20,0,3,0,0,29,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,52,0,17,4,0,72,3,0,0,0,0,3,12,0,0,0,0,16,431,4,22,21,9,485
UCL215022,559,7,3,0,0,565,506,0,0,0,0,507,294,3,5,0,0,306,92,0,27,0,0,116,78,0,4,0,0,85,15,0,0,0,0,11,3,0,0,0,0,5,3,0,0,0,0,4,482,3,36,0,5,530,0,0,0,0,0,0,42,0,0,0,17,63,1590,9,45,0,25,1666
UCL215023,275,3,4,0,0,280,164,0,0,0,0,167,42,0,10,3,0,59,8,13,0,0,0,20,37,0,5,0,0,38,0,0,0,0,0,0,7,3,0,0,0,7,10,0,0,0,0,5,101,18,14,3,0,134,0,0,0,0,0,3,20,0,0,0,4,23,554,26,21,7,8,609
UCL215024,397,0,3,0,0,406,210,0,0,0,0,210,72,0,5,0,0,78,13,0,10,0,0,26,35,5,3,0,0,39,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,128,5,22,3,0,156,3,0,0,0,0,5,16,0,3,3,0,25,753,4,31,8,0,794
UCL215025,179,0,0,3,0,182,113,0,0,0,0,113,55,0,5,0,0,60,11,0,0,0,0,9,61,0,0,0,0,56,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,5,136,0,6,0,0,151,6,0,0,0,0,9,19,0,0,0,0,21,447,0,12,3,0,470
UCL215026,685,150,18,0,3,860,430,19,5,0,0,460,303,37,42,0,6,390,7,26,0,0,0,31,96,9,3,0,0,112,0,13,0,0,0,11,5,7,0,3,0,19,21,3,0,0,0,26,433,97,54,3,5,590,7,5,0,0,0,18,51,19,4,0,0,75,1608,296,83,6,15,2008
UCL215027,263,4,0,115,12,395,259,0,0,70,12,346,59,0,0,29,0,98,27,17,0,0,0,44,61,3,0,15,4,78,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,9,156,25,0,43,7,235,7,7,0,0,0,12,24,30,0,7,0,67,714,69,0,239,33,1051
UCL215028,600,7,0,10,6,622,405,0,0,0,7,411,171,14,3,0,0,189,19,0,19,0,0,43,123,7,0,0,4,136,3,6,3,0,0,18,4,3,0,0,0,7,6,0,0,0,0,5,319,35,26,0,5,391,8,3,0,0,0,13,45,0,0,0,0,51,1384,49,30,7,17,1488
UCL215029,207,0,0,0,0,207,419,0,0,0,3,425,78,4,0,0,0,87,0,0,0,0,0,0,42,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,126,10,0,0,0,137,0,0,0,0,0,0,22,0,0,0,0,22,778,8,8,0,3,792
UCL215030,295,0,0,0,5,297,162,0,0,0,5,167,32,3,0,0,0,43,9,0,0,0,0,5,28,3,0,0,0,28,3,0,3,0,0,5,10,0,0,0,0,12,3,0,0,0,0,8,82,6,6,0,0,103,3,0,0,0,0,3,15,0,3,0,0,21,562,11,13,0,9,595
UCL215031,260,7,5,3,0,275,131,0,0,0,0,134,20,0,0,0,0,17,12,8,7,0,0,24,55,0,0,0,0,58,0,0,0,0,0,0,8,0,0,0,0,9,4,0,0,0,0,5,94,11,10,3,0,114,4,0,3,0,0,4,13,0,9,0,0,19,501,16,21,9,0,554
UCL215032,530,24,11,0,3,567,340,3,3,0,0,343,108,8,16,3,0,133,20,12,0,0,0,33,61,4,9,0,0,77,0,18,0,0,0,20,10,6,3,0,0,15,6,3,0,0,0,8,205,54,24,4,0,290,0,7,0,0,0,6,37,4,3,0,0,43,1106,90,49,13,3,1255
UCL215033,83,9,0,0,0,91,609,30,0,0,0,633,50,11,0,0,0,66,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,0,0,0,77,0,0,0,0,0,0,14,0,0,0,0,20,772,51,0,0,0,816
UCL215034,236,9,6,6,0,260,96,0,3,0,0,94,51,14,6,0,0,77,15,0,5,0,0,20,10,3,0,0,0,18,0,0,8,0,0,10,4,0,0,4,0,12,13,0,0,0,0,13,93,18,19,8,3,149,0,0,8,0,0,10,13,0,0,0,0,16,434,31,40,13,3,523
UCL215035,143,0,7,0,0,149,201,0,7,0,0,207,22,0,0,0,0,29,0,0,0,0,0,0,9,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,42,0,0,0,0,46,3,0,0,0,0,3,10,0,0,0,0,17,402,0,13,0,3,418
UCL215036,104,0,0,0,0,107,202,0,0,0,0,202,32,0,0,0,0,32,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,44,0,0,0,0,0,0,8,0,0,0,0,8,369,0,0,0,0,365
UCL215037,344,0,4,4,0,356,189,0,4,3,0,199,74,0,7,0,0,84,4,0,0,0,0,4,52,0,0,3,0,58,3,0,0,0,0,3,6,0,0,7,0,12,7,0,0,0,0,7,142,0,8,6,3,165,0,0,0,0,0,3,45,0,0,3,0,45,726,4,15,23,5,769
UCL215038,239,0,0,0,0,240,200,0,0,3,0,199,89,0,5,0,0,96,6,4,0,0,0,11,52,0,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,144,5,5,0,0,160,0,0,0,0,0,0,18,3,0,0,0,20,598,14,5,3,0,615
UCL215039,209,0,6,3,3,219,151,0,0,0,0,154,47,3,12,0,0,62,7,0,6,0,0,14,36,0,4,0,0,46,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,102,0,19,0,0,130,0,0,0,0,0,0,21,0,4,0,0,18,486,0,34,7,3,529
UCL215040,637,0,20,6,0,669,360,0,3,3,0,371,166,0,12,0,0,179,50,0,7,0,0,57,72,0,4,0,0,81,3,0,0,0,0,3,9,0,0,0,0,12,17,0,3,3,0,23,322,0,32,3,0,355,15,0,0,0,0,19,49,0,8,0,0,55,1380,0,57,18,0,1461
UCL215041,206,0,0,0,0,206,365,0,0,0,0,361,121,0,0,0,0,123,6,27,0,0,0,31,38,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,171,26,0,0,0,200,4,0,0,0,0,4,21,3,0,0,0,22,771,26,0,0,0,797
UCL215042,205,0,0,3,0,208,227,0,0,4,0,230,57,8,0,0,0,68,7,6,0,0,0,13,36,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,3,110,17,0,0,0,125,3,0,0,0,0,3,19,0,0,0,0,19,565,18,0,10,0,587
UCL215043,475,29,3,5,0,520,443,5,3,0,0,457,172,26,9,0,0,213,37,11,0,0,0,49,71,6,0,0,0,72,7,11,0,0,0,25,3,0,0,0,0,6,8,6,0,0,0,10,307,62,14,0,0,374,13,3,0,0,0,17,32,6,0,0,0,48,1270,113,20,10,3,1408
UCL215044,626,29,21,3,0,678,570,10,10,3,0,593,193,51,31,6,0,287,48,25,6,0,0,73,67,20,6,8,0,101,11,11,0,0,0,18,4,0,0,3,0,12,3,0,0,0,0,4,330,104,41,17,0,504,14,0,0,0,0,14,40,6,0,0,0,43,1579,155,71,27,4,1832
UCL215045,195,0,0,0,3,197,240,3,0,0,4,248,44,3,0,0,0,48,0,0,0,0,0,3,37,4,0,0,0,40,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,93,8,0,0,0,102,0,0,0,0,0,0,7,0,0,0,0,13,529,16,0,0,6,556
UCL215046,147,0,0,3,0,150,173,0,0,0,0,175,52,0,0,0,0,50,0,5,0,0,0,5,24,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,78,12,0,0,0,90,0,0,0,0,0,0,7,3,0,0,0,11,413,13,0,3,0,433
UCL215047,120,3,4,0,0,130,257,6,0,0,0,269,83,7,0,0,0,89,0,0,0,0,0,0,30,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,6,3,0,0,124,0,0,0,0,0,0,9,0,0,0,0,10,497,18,8,3,4,529
UCL215048,165,0,9,0,3,176,59,0,3,0,3,70,36,7,10,4,0,64,0,0,0,0,0,0,28,0,5,3,5,39,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,75,9,17,7,5,113,0,0,0,0,0,0,5,0,0,0,0,9,304,17,30,7,9,365
UCL215049,372,0,0,11,0,385,439,0,0,0,0,441,54,0,0,0,0,53,3,0,0,0,0,3,23,0,0,0,0,25,0,0,0,0,0,0,5,0,0,7,0,16,4,0,0,0,0,4,93,0,0,8,0,102,4,0,0,0,0,4,22,0,0,3,0,30,933,0,0,22,0,959
UCL215050,621,3,9,4,3,641,534,0,0,0,3,538,225,0,22,0,3,250,64,3,12,0,0,78,76,0,0,6,0,80,3,4,0,0,0,11,10,0,0,0,0,10,8,0,0,0,0,15,388,8,40,11,3,440,10,6,0,0,0,13,45,0,3,0,0,54,1590,19,52,14,13,1680
UCL215051,309,3,0,3,0,312,183,0,0,0,0,187,37,0,0,0,0,40,4,0,10,0,0,8,27,3,0,0,0,26,0,0,8,0,0,9,8,0,0,0,0,3,4,0,0,0,0,3,79,3,16,3,0,99,3,0,7,0,0,13,14,0,0,0,0,12,583,7,22,9,0,627
UCL215052,479,14,0,7,0,494,361,3,3,0,0,367,207,14,4,0,0,225,53,3,0,0,0,54,72,0,5,0,0,85,0,0,0,0,0,0,6,0,0,9,0,18,7,0,4,0,0,17,346,21,15,9,0,389,5,0,0,0,0,5,53,0,4,4,3,65,1243,41,19,22,5,1326
UCL215053,240,3,10,3,0,257,265,8,4,0,0,273,58,7,14,0,0,77,21,0,3,0,0,27,55,0,4,0,0,62,8,0,0,0,0,8,7,0,0,7,0,16,5,0,0,0,0,5,164,9,21,7,0,201,9,0,0,0,0,9,36,0,0,3,0,44,712,17,32,11,3,780
UCL215054,193,0,0,0,0,194,270,0,0,0,0,270,83,0,0,0,0,83,6,0,0,0,0,6,37,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,133,0,0,0,0,133,3,0,0,0,0,3,25,0,0,0,0,25,624,0,0,0,0,631
UCL215055,244,0,4,0,0,254,229,0,0,0,3,232,52,0,0,0,0,52,0,0,19,0,0,19,25,0,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,75,0,20,0,0,100,0,0,0,0,0,0,13,0,0,0,0,18,561,4,29,0,3,600
UCL215056,195,0,0,8,0,209,125,0,0,0,0,127,40,3,0,0,0,42,0,0,0,0,0,0,42,0,0,0,0,42,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,92,3,0,0,0,97,5,0,0,0,0,5,14,0,0,0,0,15,438,7,0,10,0,457
UCL215057,322,0,6,0,14,340,205,0,3,0,10,217,71,0,3,0,0,80,0,0,5,0,0,5,54,0,3,0,4,62,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,133,0,10,0,5,151,0,0,0,0,0,0,13,0,0,0,0,12,672,0,19,0,30,721
UCL215058,457,7,0,6,0,473,307,5,0,4,0,317,119,26,0,3,0,152,29,9,0,0,0,35,53,9,0,6,3,64,3,0,0,0,0,3,7,0,0,0,0,6,12,3,0,0,0,14,221,46,0,3,3,277,8,0,0,0,0,11,44,3,0,0,0,50,1038,61,0,11,8,1126
UCL215059,292,3,6,20,0,322,190,0,3,0,0,197,80,4,25,3,0,115,9,8,0,0,0,18,33,0,6,0,0,43,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,130,11,33,6,0,186,3,0,0,0,0,7,23,3,0,0,0,30,641,20,45,27,3,736
UCL215060,242,0,10,11,0,265,149,0,3,4,0,164,31,0,11,0,0,42,14,0,6,0,0,22,46,0,11,0,0,52,0,0,0,0,0,0,3,0,0,6,0,12,7,0,0,0,0,7,97,7,27,6,0,137,8,0,0,0,0,8,17,0,0,0,0,16,516,8,41,21,0,588
