UCL_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL112003,269,454,946,1314,1571,1373,428,36,7,6403,5,4,5,6,8,5,0,0,0,38,0,0,0,3,0,0,0,0,0,5,12,12,24,31,38,28,9,0,0,144,0,3,3,4,7,5,0,0,0,23,0,4,16,22,30,10,4,3,0,92,4,6,8,9,30,15,3,0,0,67,89,97,103,108,125,93,22,5,0,639,128,118,146,102,120,78,20,0,0,706,0,0,13,20,22,28,7,0,0,98,3,0,14,22,21,13,3,3,0,83,0,10,26,39,29,25,4,0,0,128,7,9,19,16,23,22,6,0,0,103,5,12,56,103,102,91,27,0,0,389,3,5,28,39,54,54,19,0,0,204,14,8,45,134,158,116,17,0,0,491,9,33,97,227,326,331,73,4,0,1104,18,45,196,310,444,420,98,4,0,1529,13,16,24,28,50,38,6,0,0,182,8,21,25,35,42,33,10,4,0,182
UCL112004,260,298,625,832,1010,893,415,81,7,4424,3,0,3,9,4,12,4,0,0,40,0,0,3,0,5,0,0,0,0,7,10,9,17,35,37,24,7,0,0,149,0,0,0,3,3,0,0,0,0,9,0,0,20,23,35,22,6,0,0,116,4,7,13,19,18,17,6,0,0,77,82,38,66,66,124,98,39,9,0,512,113,62,84,56,71,42,14,0,0,455,3,0,6,22,15,17,5,3,0,71,5,3,9,8,11,7,3,0,0,48,0,4,16,22,19,21,10,5,0,104,3,11,13,30,22,18,19,7,0,117,3,15,40,82,93,55,32,3,0,323,0,4,18,53,62,41,12,5,0,190,0,6,14,39,48,33,8,0,0,141,6,24,54,120,204,194,45,8,0,646,12,56,132,155,248,259,58,4,0,929,4,3,10,13,16,9,6,0,0,60,15,17,19,32,41,21,14,0,0,164
UCL112005,235,436,895,849,809,595,134,20,3,3964,0,3,6,12,7,4,0,0,0,36,0,4,25,17,11,0,0,0,0,54,11,13,30,32,36,31,0,0,0,151,0,0,0,0,3,3,0,0,0,9,0,11,11,11,18,15,0,0,0,71,3,4,12,3,6,5,3,0,0,33,82,98,122,118,105,70,10,0,0,611,139,90,135,79,93,51,5,0,0,589,0,3,7,15,12,9,3,0,0,56,0,5,3,3,7,3,0,0,0,19,3,11,28,22,17,6,0,0,0,90,4,14,21,12,10,7,3,0,0,70,0,10,30,38,19,7,8,0,0,111,7,11,47,39,51,25,3,0,0,183,4,7,36,41,40,26,0,0,0,156,0,22,85,92,76,52,6,3,0,336,15,58,151,163,223,182,27,0,0,822,4,8,13,6,3,0,0,0,0,44,10,23,41,31,37,18,3,0,0,164
UCL112006,607,862,1875,1964,2061,1736,449,42,4,9597,4,9,35,41,35,19,9,0,0,149,0,0,0,0,3,3,0,0,0,7,8,8,16,34,43,29,11,0,0,153,0,0,0,4,10,0,0,0,0,17,6,4,34,49,44,45,10,3,0,191,4,7,19,23,32,22,0,0,0,107,276,165,255,242,281,196,38,3,0,1448,265,168,213,163,144,123,18,0,0,1095,3,14,11,30,51,24,6,0,0,139,4,5,16,11,21,5,0,0,0,74,0,10,43,44,44,44,3,0,0,193,3,22,31,43,55,31,11,0,0,201,8,29,91,113,113,60,23,0,0,440,3,15,59,76,110,72,17,3,0,368,3,21,115,180,155,90,11,0,0,577,14,64,228,282,334,228,48,0,0,1205,44,184,480,542,702,628,104,5,0,2682,17,19,14,26,28,11,3,0,0,124,16,41,76,72,85,50,18,0,0,351
UCL112007,462,790,1923,1569,1528,1176,363,66,4,7878,0,6,15,9,11,8,5,4,0,69,0,3,5,6,3,0,0,0,0,16,17,13,65,64,41,23,3,0,0,231,0,3,14,18,14,6,0,0,0,54,3,11,33,27,39,27,3,0,0,153,3,4,34,25,40,18,3,0,0,127,190,139,211,167,175,132,25,10,0,1047,188,119,156,105,114,78,19,0,0,787,4,3,18,17,41,29,3,0,0,123,9,10,20,10,9,10,0,0,0,72,3,20,45,42,46,19,3,0,0,179,3,10,31,17,24,13,5,0,0,99,10,42,102,78,60,52,8,3,0,348,3,26,53,50,50,50,10,0,0,248,3,16,156,167,151,93,17,0,0,599,24,76,254,266,235,205,26,0,0,1086,31,193,526,390,426,383,52,0,3,2006,10,18,36,14,22,13,3,0,0,121,22,33,82,51,52,45,14,3,0,303
UCL112008,317,498,1016,995,1036,843,225,31,3,4960,0,3,8,9,7,8,0,0,0,38,0,0,6,3,0,0,0,0,0,4,19,16,41,15,20,17,0,0,0,128,0,0,0,8,0,0,0,0,0,13,0,9,11,8,15,17,3,0,0,62,3,0,10,13,9,3,0,0,0,41,98,84,106,115,121,76,10,0,0,611,94,77,110,73,64,55,7,0,0,486,3,3,12,18,21,16,3,0,0,65,6,3,7,8,4,3,0,0,0,32,0,9,29,14,17,8,0,0,0,75,3,8,15,15,15,12,6,0,0,71,5,18,51,42,42,24,8,4,0,194,3,15,34,24,58,22,7,0,0,171,3,11,96,135,135,61,7,0,0,448,11,33,93,86,117,113,20,3,0,479,31,86,264,225,319,268,36,0,0,1238,5,7,11,11,19,4,0,0,0,60,12,14,45,44,23,20,4,0,0,165
UCL112009,295,548,1107,1114,1156,967,239,33,3,5461,3,5,12,12,23,7,0,0,0,75,0,0,0,0,0,0,0,0,0,3,12,15,39,33,55,46,7,0,0,204,0,0,3,3,3,0,0,0,0,15,0,7,16,17,19,16,6,0,0,82,3,0,6,13,13,9,0,0,0,45,142,122,167,150,144,92,24,0,0,841,162,110,88,41,68,52,10,0,0,522,3,3,4,14,19,11,7,0,0,60,10,9,12,13,12,3,5,0,0,55,3,7,22,27,42,26,4,0,0,126,0,6,11,13,12,18,4,0,0,66,7,25,54,63,62,36,5,0,0,260,4,18,40,32,46,36,11,0,0,191,0,12,38,58,78,59,10,0,0,252,3,55,166,200,191,154,28,0,0,787,16,106,304,351,431,378,65,3,0,1657,4,5,14,15,7,11,4,0,0,51,8,27,40,25,52,30,15,0,0,195
UCL112010,21,34,108,109,118,87,25,5,0,511,0,0,6,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,0,0,0,15,0,0,0,4,0,3,0,0,0,8,13,9,15,12,7,4,0,0,0,59,6,10,5,4,8,6,3,0,0,38,0,0,0,5,4,4,0,0,0,10,0,3,0,0,0,0,0,0,0,9,0,0,4,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,3,9,3,0,0,0,0,0,17,0,0,5,10,12,5,3,0,0,36,0,0,9,8,7,5,0,0,0,29,0,4,13,28,13,16,0,0,0,68,4,7,18,26,29,15,4,0,0,96,0,0,0,3,0,0,0,0,0,8,0,3,4,3,0,9,3,0,0,25
UCL112011,333,581,1385,1174,1139,882,216,34,5,5743,3,8,12,8,8,0,0,0,0,43,0,0,0,0,3,0,0,0,0,4,9,8,27,31,33,27,3,0,0,136,0,3,7,3,3,3,0,0,0,17,3,7,14,16,21,19,0,0,0,83,0,0,12,8,4,8,0,0,0,36,136,136,193,130,144,116,27,3,0,876,164,108,122,76,61,48,9,0,0,584,0,9,8,12,15,20,4,0,0,75,3,0,8,5,3,3,0,0,0,25,3,12,30,14,27,12,0,0,0,96,3,10,22,10,15,8,6,0,0,81,3,22,58,54,47,30,5,0,0,228,3,19,40,53,52,47,8,0,0,232,3,25,112,111,92,69,4,0,0,417,7,38,103,133,132,109,18,3,0,551,15,126,348,336,381,307,51,4,0,1563,6,3,15,10,10,9,7,0,0,59,7,27,59,42,23,26,9,0,0,192
UCL112012,472,715,1953,1825,1584,1196,340,47,5,8145,3,3,15,4,16,12,15,3,0,75,3,11,50,29,19,3,0,0,0,106,15,17,53,42,37,16,9,0,0,186,0,0,0,6,6,6,0,0,0,26,3,8,29,26,38,22,3,0,0,132,6,3,16,14,14,8,0,0,0,71,197,136,231,162,178,116,27,5,0,1054,153,124,127,87,95,61,8,3,0,662,3,12,20,32,38,17,7,0,0,120,0,11,18,11,11,13,0,0,0,61,3,13,61,27,43,21,5,0,0,179,3,14,15,26,18,20,5,0,0,108,3,25,87,90,62,36,15,0,0,323,4,16,47,55,68,51,5,0,0,259,3,31,139,197,191,113,18,0,0,693,18,69,239,292,255,191,34,0,0,1092,33,202,586,514,502,400,66,6,0,2312,9,12,12,18,8,9,7,0,0,75,7,27,84,59,50,28,3,0,0,273
UCL112013,511,631,1598,1843,1961,1537,440,53,8,8578,0,3,3,14,3,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,27,12,18,26,45,21,3,0,0,152,0,0,24,75,82,35,0,0,0,222,0,3,39,47,47,24,12,0,0,173,6,6,7,24,18,19,3,0,0,83,188,124,173,182,236,210,36,0,0,1140,268,134,184,127,151,106,21,0,0,998,6,3,14,20,36,21,10,0,0,106,6,6,17,15,11,11,3,0,0,69,3,13,31,60,61,26,9,0,0,198,7,10,28,34,42,48,6,0,0,182,5,16,81,103,112,54,18,0,0,392,11,20,55,68,106,72,11,3,0,348,0,25,71,139,145,86,14,0,0,474,14,47,195,295,328,235,27,3,0,1148,46,133,407,479,699,566,96,4,0,2434,11,8,12,14,18,13,3,0,0,91,16,28,78,82,66,40,13,0,0,331
UCL112014,437,751,1785,1351,1412,1197,300,52,6,7302,5,14,11,14,19,8,7,0,0,77,0,0,0,3,0,0,0,0,0,4,14,29,91,59,58,50,3,0,0,305,0,0,6,3,3,4,0,0,0,19,0,4,16,28,33,29,4,0,0,109,12,11,29,28,18,11,6,0,0,118,143,147,204,181,177,136,20,3,0,1010,164,98,125,91,109,78,11,0,0,682,4,11,18,39,36,27,12,0,0,139,3,11,21,16,19,5,0,0,0,72,3,11,52,33,40,32,5,0,0,169,4,15,21,19,20,13,6,0,0,108,7,19,79,67,60,50,11,0,0,288,8,17,39,49,69,47,16,0,0,248,3,10,83,85,99,52,11,0,0,338,15,50,169,182,215,178,31,4,0,835,33,161,428,364,431,355,55,3,0,1833,9,5,14,10,21,18,0,0,0,81,9,29,63,56,53,48,5,0,0,262
UCL112015,727,1200,2599,2346,2212,1828,454,57,6,11435,4,19,15,15,15,12,15,0,0,97,0,0,0,0,0,0,0,0,0,3,37,42,93,81,73,46,3,0,0,371,0,3,7,11,10,3,0,0,0,27,3,16,39,44,49,30,3,0,0,190,6,17,34,21,32,17,7,4,0,138,284,238,280,225,228,172,43,0,0,1472,284,207,193,116,120,91,25,3,0,1039,3,15,37,35,53,31,4,0,0,186,5,20,30,12,13,12,4,0,0,93,4,25,74,58,48,32,6,0,0,246,3,29,43,26,26,24,6,0,0,161,6,50,114,109,69,70,20,0,0,432,5,29,74,85,80,87,20,3,0,388,3,39,185,194,185,121,12,3,0,742,13,94,345,407,453,330,50,5,0,1697,57,284,727,662,704,542,91,5,0,3078,21,20,19,14,13,8,3,0,0,95,13,41,82,80,69,50,8,0,0,351
UCL113001,150,227,523,577,677,645,216,19,9,3052,0,3,3,3,6,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,8,7,19,15,30,17,3,0,0,96,0,0,0,0,3,0,0,0,0,5,0,7,9,11,18,8,7,0,0,53,0,0,3,9,4,6,0,0,0,24,65,58,80,74,81,78,24,0,0,462,65,49,66,46,63,55,13,0,0,350,0,3,4,6,11,15,5,0,0,43,0,3,3,8,3,8,3,0,0,20,0,6,15,15,11,11,3,0,0,65,3,4,7,6,15,16,3,0,0,69,0,7,18,29,26,29,9,0,0,122,3,7,14,23,37,23,5,0,0,117,0,3,19,33,44,30,3,0,0,124,6,22,76,106,117,107,10,0,0,437,7,33,105,164,229,239,42,3,0,825,3,7,4,3,3,7,7,0,0,33,3,11,12,23,24,17,3,0,0,100
UCL113002,118,149,299,326,401,383,119,13,3,1812,0,0,3,0,3,7,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,4,0,0,0,31,0,0,3,3,7,6,0,0,0,17,66,32,38,61,70,53,15,0,0,343,41,17,52,45,52,38,7,0,0,259,0,0,0,3,8,3,3,0,0,18,0,0,3,3,3,0,0,0,0,12,0,0,7,3,10,3,0,0,0,26,0,3,9,11,6,12,5,0,0,46,3,0,9,8,15,14,5,0,0,48,3,0,16,23,19,20,6,0,0,94,3,5,19,30,40,23,3,0,0,123,3,4,33,33,29,50,6,3,0,162,3,25,42,67,109,144,16,0,0,416,0,0,4,8,3,3,0,0,0,23,8,4,6,19,19,11,0,0,0,73
UCL113003,189,305,714,613,755,720,153,20,8,3476,4,3,3,5,4,6,3,0,0,33,0,4,17,12,12,15,0,0,0,63,5,0,0,5,6,3,3,0,0,32,0,0,4,11,10,3,0,0,0,27,4,0,7,3,8,6,0,0,0,31,0,0,6,9,9,4,0,0,0,28,68,57,98,83,95,69,7,0,0,487,72,59,70,58,71,72,17,0,0,415,0,3,8,3,14,10,3,0,0,35,0,8,7,5,3,0,0,0,0,27,3,0,13,12,23,10,0,0,0,63,3,3,3,15,7,6,0,0,0,33,3,4,24,15,12,13,4,0,0,74,0,8,19,26,42,35,4,0,0,133,3,6,38,55,70,43,11,0,0,222,3,29,95,101,101,82,12,0,0,420,12,77,208,177,261,220,42,0,0,999,3,3,0,8,12,3,3,0,0,31,7,13,31,21,28,30,4,0,0,136
UCL113004,78,83,239,243,262,206,72,17,3,1211,0,0,6,3,5,3,3,3,0,19,0,0,0,0,0,0,0,0,0,0,3,6,9,11,16,3,0,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,3,0,0,0,25,0,0,3,3,3,0,0,0,0,11,26,12,32,26,30,27,6,0,0,153,26,15,44,24,44,24,5,0,0,183,0,0,3,3,6,6,7,0,0,20,0,0,3,0,0,0,0,0,0,4,0,0,7,5,10,3,0,0,0,28,0,0,0,3,5,0,0,0,0,6,0,3,10,9,6,8,4,0,0,43,0,0,4,11,6,3,0,0,0,32,0,0,18,19,14,5,0,0,0,49,0,12,41,38,31,16,3,0,0,147,3,16,46,56,59,59,9,0,0,240,6,6,0,5,3,0,0,0,0,23,0,3,13,9,5,3,5,0,0,42
UCL113005,207,205,481,512,672,626,197,21,3,2929,0,0,0,7,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,7,16,10,18,4,0,0,52,0,0,6,8,13,12,0,0,0,38,0,3,7,9,17,13,3,0,0,48,0,0,0,4,10,3,0,0,0,17,106,54,76,73,99,84,25,0,0,519,67,38,69,55,74,67,17,0,0,386,0,0,3,7,12,13,4,0,0,33,0,3,0,3,3,0,5,0,0,19,0,0,9,8,17,16,0,0,0,60,0,6,16,13,18,16,11,0,0,81,3,6,19,28,28,32,5,0,0,119,0,4,20,25,32,34,4,0,0,122,0,6,15,36,45,37,3,0,0,147,0,17,67,74,83,104,16,0,0,366,6,38,108,155,218,234,45,0,0,805,3,0,8,6,13,4,3,0,0,44,6,11,18,30,26,22,7,0,0,120
UCL113006,158,287,574,603,595,511,135,24,4,2882,3,3,8,8,6,14,8,4,0,47,0,0,0,0,0,0,0,0,0,0,8,4,13,13,13,18,0,0,0,68,0,0,0,0,8,3,0,0,0,16,3,7,12,15,21,5,0,0,0,63,4,0,3,9,3,4,0,0,0,21,50,51,89,98,79,68,9,0,0,443,94,54,42,47,44,35,6,0,0,322,3,3,5,13,11,6,0,0,0,47,0,0,4,14,10,3,0,0,0,33,0,7,10,13,18,7,0,0,0,51,8,6,11,16,9,10,4,0,0,50,3,8,20,27,18,12,4,0,0,88,0,3,18,21,25,23,3,0,0,95,3,11,33,72,54,41,0,0,0,213,0,17,62,72,82,77,8,0,0,322,12,41,118,162,197,178,30,3,0,746,0,3,8,9,10,9,0,0,0,40,3,13,19,25,29,12,5,0,0,109
UCL113007,287,435,1076,879,879,679,196,30,4,4475,3,10,53,20,26,25,22,5,0,161,0,0,0,0,0,0,0,0,0,0,24,57,160,115,77,49,16,0,0,501,0,0,7,4,13,0,0,0,0,27,0,4,19,12,13,11,0,0,0,55,0,3,5,13,9,15,6,0,0,50,115,79,120,95,136,71,14,0,0,632,67,41,49,48,46,36,11,0,0,297,0,3,9,13,13,14,7,0,0,54,0,0,13,9,3,3,0,0,0,28,0,16,25,25,16,6,0,0,0,93,0,5,4,10,14,3,3,0,0,41,3,13,42,38,37,36,5,0,0,179,3,12,36,25,32,30,4,3,0,147,0,6,33,54,51,32,3,0,0,179,9,29,119,99,101,72,10,0,0,434,11,43,175,158,201,137,23,0,0,745,5,3,7,5,6,3,0,0,0,30,7,24,35,28,19,18,0,0,0,138
UCL113008,99,145,307,271,296,250,89,10,3,1469,0,0,3,4,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,10,4,6,0,0,0,0,32,0,0,0,3,0,0,0,0,0,8,0,0,10,5,9,4,0,0,0,31,0,0,3,3,0,0,0,0,0,7,21,24,40,30,46,36,8,0,0,208,49,27,19,19,18,15,0,0,0,153,0,0,4,3,11,3,7,0,0,29,0,0,0,0,0,0,0,0,0,5,3,0,8,5,7,0,0,0,0,24,0,0,3,4,6,0,0,0,0,10,0,3,8,13,13,10,5,0,0,45,8,0,17,13,25,14,3,0,0,72,0,6,12,17,20,17,3,0,0,73,3,6,31,42,42,38,3,0,0,167,3,37,77,78,106,119,17,0,0,448,0,0,0,0,3,4,0,0,0,5,4,6,4,14,8,13,3,0,0,52
UCL113009,179,273,505,629,721,623,127,23,0,3090,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,11,3,7,18,15,15,0,0,0,72,0,0,0,0,6,0,0,0,0,10,0,4,10,18,22,20,4,0,0,81,0,3,5,7,5,3,0,0,0,22,35,45,53,54,56,54,9,0,0,309,85,68,38,40,39,22,10,0,0,299,0,4,3,7,21,14,3,0,0,51,0,0,0,3,6,0,0,0,0,9,5,3,20,19,24,12,3,0,0,91,4,4,3,14,17,12,4,0,0,59,0,7,30,33,27,29,3,0,0,127,0,4,8,17,14,19,0,0,0,63,0,4,43,56,61,57,3,0,0,233,8,21,89,121,166,133,13,0,0,542,3,43,125,112,186,162,21,0,0,657,4,7,8,8,6,3,0,0,0,43,4,5,7,22,24,15,6,0,0,94
UCL113010,208,354,787,758,714,515,73,8,4,3416,3,0,9,7,7,5,0,0,0,37,0,5,17,14,14,0,0,0,0,51,11,14,39,33,32,27,0,0,0,147,0,0,7,3,0,3,0,0,0,11,0,6,20,26,14,14,0,0,0,76,0,0,4,4,0,3,0,0,0,24,48,74,106,97,118,51,3,0,0,493,102,54,68,51,52,35,0,0,0,363,0,10,13,9,7,12,0,0,0,51,0,0,4,5,3,0,0,0,0,14,0,5,30,17,16,7,0,0,0,86,0,8,10,8,12,0,0,0,0,35,3,16,33,21,20,14,3,0,0,110,3,16,32,35,40,19,5,0,0,151,0,8,26,46,34,25,3,0,0,147,7,16,66,58,68,47,8,0,0,269,12,50,165,141,175,132,13,0,0,690,3,10,4,8,5,0,0,0,0,35,12,24,45,32,30,5,3,0,0,157
UCL113011,140,208,467,388,448,381,80,15,0,2134,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,16,0,3,14,14,16,8,3,0,0,49,0,0,0,3,4,3,0,0,0,12,0,6,3,4,12,4,0,0,0,38,0,4,12,3,9,12,0,0,0,41,25,30,63,60,66,41,8,0,0,294,55,30,41,33,40,33,4,0,0,244,0,0,3,7,8,19,3,0,0,40,0,0,3,3,3,3,3,0,0,16,0,4,19,12,13,3,0,0,0,60,0,4,3,8,7,3,0,0,0,28,3,10,14,15,11,6,3,0,0,63,0,4,12,16,34,24,0,0,0,97,0,13,48,42,53,33,8,0,0,194,0,10,23,51,67,45,6,0,0,203,15,31,82,72,107,104,15,0,0,424,0,4,0,9,0,0,3,0,0,21,6,13,19,22,10,5,3,0,0,82
UCL113012,183,342,775,731,797,655,168,23,4,3679,4,3,4,3,3,3,0,0,0,21,0,0,3,4,3,3,0,0,0,12,10,16,24,34,43,33,7,0,0,154,0,4,0,0,8,3,0,0,0,18,0,3,20,17,28,13,3,0,0,93,0,3,7,7,18,6,0,0,0,42,54,55,70,77,74,52,10,0,0,386,54,31,32,22,28,23,6,0,0,196,0,4,7,13,26,8,5,0,0,65,3,0,3,7,7,4,0,0,0,30,0,3,31,19,35,13,0,0,0,109,0,8,13,11,10,9,3,0,0,57,6,20,35,35,32,22,10,0,0,147,3,17,26,19,31,35,4,0,0,136,0,15,40,34,44,30,3,0,0,169,10,48,90,105,122,89,17,0,0,489,24,83,178,200,248,212,48,3,0,1004,0,4,6,11,7,0,3,0,0,36,16,20,37,30,34,22,5,0,0,168
UCL113013,134,227,652,535,503,330,87,19,0,2495,0,4,3,3,4,0,3,7,0,25,0,9,27,19,12,5,0,0,0,72,8,4,24,18,11,7,0,0,0,75,0,0,0,0,4,0,0,0,0,5,0,5,10,6,17,10,0,0,0,43,0,4,4,9,11,9,0,0,0,36,55,47,60,65,76,41,15,0,0,358,50,37,53,45,50,35,11,0,0,272,0,0,3,3,15,3,3,0,0,27,5,3,7,0,5,9,0,0,0,24,0,3,10,10,5,7,0,0,0,46,0,6,11,3,10,0,0,0,0,31,0,4,22,29,37,14,4,0,0,106,3,4,8,26,31,12,4,0,0,92,0,3,28,32,19,11,0,0,0,97,6,16,65,80,59,48,3,0,0,273,3,20,97,80,108,84,15,0,0,404,3,3,6,9,5,7,0,0,0,30,0,23,23,23,16,17,3,0,0,109
UCL113014,136,191,564,498,541,354,62,4,3,2362,0,0,7,3,9,5,0,0,0,28,0,17,50,44,33,8,0,0,0,145,4,3,18,12,7,3,0,0,0,51,0,3,3,4,18,4,0,0,0,33,0,4,4,4,7,3,0,0,0,19,0,0,6,0,8,3,0,0,0,28,43,33,68,60,49,33,6,0,0,290,52,26,29,33,25,29,3,0,0,201,0,3,5,10,8,12,0,0,0,33,4,3,5,3,3,0,0,0,0,20,0,3,16,13,14,4,0,0,0,45,0,4,5,7,4,0,0,0,0,29,3,7,16,20,16,10,0,0,0,75,0,5,24,19,25,13,0,0,0,93,0,9,23,22,35,13,0,0,0,112,3,12,40,60,62,41,6,0,0,221,4,26,64,65,98,70,8,0,0,340,0,0,4,0,3,0,3,0,0,16,0,10,18,17,15,5,3,0,0,74
