UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL112003,8,18,27,21,47,31,17,3,0,174,320,413,871,1301,1665,1430,362,32,4,6393,4,10,17,24,19,21,0,0,0,99,0,4,7,6,15,8,0,0,0,36,23,25,63,126,148,101,30,4,0,524,0,3,23,34,50,28,3,0,0,146,43,90,176,171,211,133,35,3,0,859,11,9,46,48,72,47,9,0,0,240,140,160,172,188,189,171,50,5,3,1089,203,229,262,183,186,128,39,9,0,1249,7,12,70,92,134,136,50,3,0,496,11,10,24,52,63,33,17,4,0,216,0,9,49,89,75,54,20,0,0,295,6,8,25,39,35,45,23,0,0,187,11,23,107,198,207,188,80,5,3,814,10,15,62,98,108,94,31,0,3,433,18,33,128,254,340,277,54,3,0,1097,17,47,158,367,495,513,118,10,0,1718,23,60,238,421,564,574,142,7,0,2036,18,38,55,57,93,83,25,4,0,381
UCL112004,8,4,19,30,29,32,15,4,0,137,271,279,557,817,1102,923,309,41,4,4297,7,3,17,21,26,25,21,6,0,128,0,3,17,17,13,14,3,0,0,66,25,30,83,113,157,124,34,5,0,568,0,0,12,12,20,9,4,0,0,47,42,63,155,155,174,148,39,3,0,776,7,14,24,42,58,39,13,3,0,206,135,80,125,136,167,148,77,12,3,883,211,118,162,105,124,79,33,4,0,837,8,13,37,64,84,83,39,9,0,329,14,13,18,28,33,16,12,3,0,123,0,12,32,52,63,54,33,12,0,252,8,15,11,58,48,27,33,3,0,204,13,25,73,158,169,151,86,20,0,689,5,16,41,90,97,72,25,4,0,345,0,6,35,83,117,70,18,0,0,336,8,28,80,172,287,259,71,10,0,914,17,66,160,197,312,332,89,9,0,1193,12,4,13,18,23,25,10,0,0,118
UCL112005,7,11,24,14,23,14,3,0,0,99,291,397,820,771,795,541,83,5,0,3695,0,13,21,19,27,13,3,0,0,109,0,36,201,238,178,109,11,0,0,780,34,55,119,122,115,92,13,0,0,550,3,7,16,17,31,11,0,0,0,89,31,83,134,98,107,64,14,0,0,533,3,15,38,25,31,12,3,0,0,118,115,145,203,179,137,107,29,4,0,927,222,149,220,137,126,85,15,0,0,961,0,7,37,55,69,58,19,0,0,256,3,9,8,3,14,4,0,0,0,32,3,14,30,33,21,15,3,0,0,119,4,19,29,30,16,16,3,0,0,116,3,22,54,47,38,16,19,0,0,202,7,26,85,82,72,44,6,4,0,330,5,30,71,84,103,86,5,0,0,386,7,23,96,111,102,66,4,3,0,414,19,66,183,195,261,224,41,0,0,993,12,12,27,15,11,12,3,0,0,87
UCL112006,17,18,32,64,56,33,12,4,0,242,695,815,1768,2043,2341,1731,338,30,0,9762,11,43,101,117,115,63,36,3,3,488,0,3,13,13,17,13,0,0,0,61,21,56,114,146,169,129,23,0,0,664,0,6,29,32,40,31,0,0,0,142,71,180,418,389,348,273,54,6,0,1733,15,28,65,94,96,76,8,3,0,380,431,311,518,423,470,362,89,6,0,2621,489,313,370,307,272,213,52,3,0,2012,10,27,82,142,187,164,70,0,0,685,13,21,48,48,50,29,4,0,0,215,0,13,64,77,82,72,12,0,0,338,3,34,46,84,106,68,32,3,0,372,10,53,175,206,206,144,50,3,0,848,14,41,118,143,189,154,35,3,0,699,7,43,203,307,340,228,26,0,0,1155,29,88,308,388,437,362,64,3,0,1685,46,231,630,726,895,810,152,7,0,3496,46,35,41,66,57,41,4,0,0,290
UCL112007,10,14,36,34,35,23,7,4,3,168,537,752,1891,1565,1597,1230,211,35,6,7836,6,26,62,45,58,45,28,15,3,274,0,14,64,41,35,13,0,0,0,170,61,121,284,234,166,100,33,3,0,1002,0,5,45,55,55,37,0,0,0,202,80,182,369,257,203,177,39,3,0,1316,16,39,105,103,125,60,24,0,0,476,271,245,419,326,299,233,56,17,0,1867,314,184,274,177,174,126,30,5,0,1277,6,33,106,108,171,148,51,7,0,628,18,21,40,29,26,22,4,0,0,169,3,22,81,69,77,38,13,8,0,307,3,14,50,37,32,29,16,0,0,189,14,68,182,148,128,98,24,5,0,664,12,41,101,96,96,91,22,3,0,462,7,32,274,298,323,212,29,3,0,1177,32,97,329,349,316,278,49,9,0,1451,43,243,667,499,567,490,70,0,3,2577,27,21,66,48,48,36,6,3,0,257
UCL112008,14,9,25,25,22,18,6,0,0,122,313,402,981,886,1027,750,138,19,3,4513,15,12,35,36,27,31,15,3,3,171,0,8,36,34,30,11,3,0,0,112,34,81,154,91,104,66,10,3,0,550,0,3,30,31,23,22,6,0,0,115,57,142,211,135,148,109,24,3,0,833,3,12,41,37,33,33,9,3,0,163,156,141,214,205,210,155,27,0,0,1106,193,125,178,105,98,74,18,0,0,793,6,16,75,128,94,103,34,6,0,467,12,12,15,10,19,16,0,0,0,85,0,7,40,27,29,15,3,0,0,126,4,14,25,29,28,23,16,0,0,136,10,27,78,61,74,55,26,6,0,340,12,25,55,54,90,45,19,3,0,308,6,26,167,322,318,188,22,0,0,1060,15,36,130,124,180,171,41,3,0,696,33,106,333,285,390,352,55,0,0,1554,14,16,28,18,33,7,7,0,0,117
UCL112009,11,16,35,28,25,20,6,0,3,147,380,553,1070,1103,1306,999,205,15,3,5638,23,30,59,49,63,36,10,0,0,274,0,4,9,10,10,5,0,0,0,40,23,75,151,125,157,108,24,3,0,675,0,7,16,30,18,13,0,0,0,90,31,90,183,159,140,111,23,0,0,734,7,15,44,43,48,29,7,0,0,198,224,249,320,279,266,180,50,3,0,1578,251,158,153,107,111,80,21,3,0,884,4,22,48,64,88,73,37,6,0,342,6,13,21,23,19,23,3,0,0,111,7,14,38,42,68,37,5,0,0,210,5,9,28,27,30,30,6,3,0,132,13,38,102,117,107,81,24,0,0,470,8,24,75,63,99,78,19,4,0,370,7,28,97,140,165,137,18,0,0,599,4,74,244,308,292,245,43,4,0,1208,24,134,392,459,569,519,99,5,0,2195,6,15,31,28,21,22,4,0,0,120
UCL112010,0,0,3,4,3,4,3,0,0,19,33,35,94,118,109,80,21,3,0,493,0,3,12,15,21,9,6,0,0,66,0,0,0,0,3,0,0,0,0,3,0,0,13,18,9,17,3,0,0,61,0,0,4,5,6,4,0,0,0,20,3,11,29,22,23,19,0,0,0,102,0,0,9,8,8,4,0,0,0,33,15,13,21,23,18,10,0,0,0,98,13,11,5,9,11,6,9,0,0,63,3,0,8,15,21,13,3,0,0,61,0,3,3,3,3,3,0,0,0,12,0,0,4,3,3,3,0,0,0,18,0,0,0,3,7,0,4,0,0,18,0,3,11,8,6,7,0,0,0,37,0,0,8,11,18,8,3,0,0,51,0,3,17,20,18,12,0,0,0,70,0,6,11,30,19,24,0,0,0,92,4,8,25,35,30,13,6,0,0,116,3,0,0,3,3,0,0,0,0,7
UCL112011,16,14,20,31,24,25,5,0,0,133,394,578,1206,1090,1099,887,165,9,0,5430,10,16,44,19,19,23,10,0,0,130,0,3,8,10,21,6,0,0,0,53,21,52,161,157,165,99,19,3,0,676,3,10,30,16,36,19,7,0,0,118,48,118,245,186,160,132,29,0,0,916,10,7,31,36,30,31,6,0,0,155,211,249,330,216,225,168,43,3,0,1446,278,179,204,135,112,84,24,0,0,1019,7,26,66,68,98,106,41,4,0,418,5,7,23,12,7,11,0,0,0,62,3,17,35,28,31,20,3,0,0,143,3,13,33,26,18,18,9,0,0,122,4,34,90,104,81,68,20,3,0,411,4,47,78,93,112,89,9,0,0,433,10,96,421,349,298,218,24,0,0,1422,12,45,130,163,166,145,30,3,0,699,23,147,433,421,491,388,67,4,0,1977,9,8,24,19,21,16,7,4,0,109
UCL112012,26,13,32,38,47,34,14,9,0,201,499,745,1854,1735,1692,1194,251,32,3,8004,13,16,48,39,52,53,30,11,5,269,10,50,286,268,182,56,3,0,0,844,44,79,216,206,200,110,21,3,0,881,0,4,38,38,26,27,0,3,0,143,77,159,347,263,190,150,43,3,0,1224,14,27,84,55,66,44,19,4,0,312,309,258,418,291,283,187,41,5,3,1812,273,190,238,155,150,107,22,5,0,1147,13,29,85,134,150,132,51,3,0,603,4,22,38,30,31,23,4,0,0,149,7,25,89,59,61,37,16,0,0,293,4,15,29,49,36,30,15,0,0,186,13,47,156,163,132,79,53,0,0,637,12,34,91,112,115,101,13,0,0,479,16,46,239,342,358,248,33,4,0,1289,26,93,319,377,337,296,59,3,0,1512,39,234,806,700,646,543,100,14,0,3077,23,13,26,31,19,24,6,3,0,149
UCL112013,11,8,22,46,44,27,12,6,0,187,634,610,1479,1837,2246,1629,301,22,0,8762,0,7,16,26,24,19,16,3,0,108,0,4,13,13,10,10,0,0,0,47,40,43,97,119,134,95,23,0,0,555,0,15,81,191,222,111,12,0,0,628,74,139,425,379,356,271,54,8,0,1709,21,16,34,81,71,55,15,3,0,289,286,232,380,326,402,340,79,4,0,2041,463,239,315,258,252,183,51,3,0,1762,17,26,70,86,135,137,58,8,0,550,12,14,29,40,34,20,7,0,0,157,0,23,48,110,112,56,22,3,0,376,16,20,54,61,74,86,15,8,0,340,14,39,133,193,208,136,55,4,0,773,14,27,107,132,184,147,39,3,0,655,4,50,159,268,306,187,23,5,0,999,28,71,282,425,477,347,48,7,0,1674,56,168,565,676,910,737,146,8,0,3267,42,21,36,43,49,36,9,3,0,233
UCL112014,20,17,43,34,38,32,11,11,0,202,450,655,1516,1366,1506,1160,220,20,3,6909,12,51,91,53,49,48,21,4,0,338,0,4,33,25,21,8,0,0,0,89,63,146,406,250,206,155,25,5,0,1253,0,6,25,30,33,20,3,0,0,126,42,164,249,190,199,168,26,3,0,1039,20,52,120,98,80,57,12,0,0,435,248,235,380,304,280,225,53,7,0,1736,308,167,211,151,158,125,34,0,0,1150,10,32,112,147,187,162,47,9,0,706,7,17,41,32,34,31,3,0,0,171,9,14,75,60,62,50,6,0,0,281,6,22,44,28,42,33,21,3,0,196,5,36,133,112,104,102,32,0,0,519,12,42,103,89,121,85,25,7,0,488,3,33,185,185,237,157,23,3,0,822,16,61,238,249,306,270,46,7,0,1181,43,178,539,467,560,460,75,3,0,2332,21,11,31,33,30,23,6,0,0,156
UCL112015,17,15,54,41,52,39,16,0,3,235,774,1212,2435,2234,2290,1727,346,32,3,11042,13,41,73,67,53,58,42,16,3,368,0,3,18,14,6,3,0,0,0,42,105,168,448,417,282,177,36,5,0,1635,0,21,59,61,68,51,7,0,0,266,119,292,471,333,314,242,47,8,0,1824,14,62,122,115,135,86,29,4,0,565,487,411,504,407,394,344,71,5,0,2630,452,334,344,187,187,145,38,3,0,1690,13,55,147,156,261,217,70,5,0,926,11,37,62,48,42,40,3,0,0,240,3,30,104,106,111,71,15,0,0,442,8,36,63,52,54,43,16,3,0,285,15,81,213,212,163,155,48,5,0,887,16,54,127,155,137,153,36,3,0,681,13,107,467,473,456,320,45,5,0,1888,26,129,461,582,623,513,92,11,0,2436,72,340,933,848,879,666,130,9,0,3866,40,31,43,34,27,18,11,0,0,206
UCL113001,0,4,12,21,21,19,12,0,3,88,175,231,467,590,748,694,148,5,3,3063,6,10,21,19,23,26,16,5,0,117,0,3,9,9,4,4,0,0,0,27,16,29,61,57,61,55,9,0,0,297,0,0,14,5,6,15,5,0,0,43,15,55,125,92,132,88,31,0,0,536,0,4,3,24,24,13,3,0,0,81,117,99,146,131,150,125,41,3,0,818,110,84,134,79,101,87,25,3,0,619,0,13,17,31,54,71,29,0,0,216,0,3,10,15,13,14,3,0,0,51,4,14,13,29,22,27,11,3,0,121,3,4,11,19,19,32,11,0,3,112,3,14,45,75,60,68,16,3,3,281,9,8,26,48,65,45,16,0,0,216,4,7,44,84,102,94,14,0,0,353,8,26,101,135,159,153,28,0,0,608,12,41,135,205,300,313,54,3,0,1067,5,10,7,9,15,17,10,0,0,75
UCL113002,5,0,5,6,15,13,3,0,0,52,134,113,256,340,432,424,77,6,0,1788,4,4,12,7,12,10,8,0,0,61,0,0,0,3,0,0,0,0,0,0,5,17,23,26,22,34,3,0,0,128,0,0,6,4,10,5,0,0,0,29,14,25,62,68,88,62,17,0,0,336,0,4,10,6,14,11,0,0,0,56,99,60,80,106,119,111,27,4,0,600,79,51,85,78,77,74,22,0,0,467,0,0,11,27,37,37,15,0,0,128,0,3,8,4,12,5,0,0,0,29,0,3,10,4,12,5,0,0,0,38,0,8,15,16,13,22,9,0,0,81,3,0,15,13,27,23,15,0,0,101,8,0,33,33,40,39,8,0,0,163,3,8,36,58,88,49,9,0,0,245,4,6,35,43,44,76,14,3,0,227,3,27,56,86,150,173,21,0,0,523,7,4,3,12,10,7,5,0,0,48
UCL113003,0,10,15,12,18,25,3,0,5,86,192,292,683,634,777,655,126,9,4,3375,7,10,17,17,16,29,13,0,0,112,7,53,201,176,166,120,8,0,0,728,9,22,23,30,35,22,6,0,0,149,0,4,17,33,40,45,5,0,0,141,17,37,73,55,68,67,11,0,0,343,3,15,34,26,28,22,7,4,0,127,116,99,168,142,151,111,29,3,0,827,143,93,119,73,102,102,23,3,0,655,3,14,39,34,72,77,22,4,0,263,0,16,18,14,11,12,4,0,0,69,3,3,17,17,26,13,3,0,0,89,3,5,8,15,6,12,4,0,0,61,4,13,32,23,27,29,12,0,0,136,0,14,28,42,56,62,11,0,0,210,3,13,84,97,151,125,18,0,0,491,4,37,135,124,133,126,17,0,0,579,14,100,267,221,326,275,63,0,0,1258,3,8,9,13,17,7,7,0,0,59
UCL113004,3,0,5,10,15,8,3,0,0,40,71,79,251,226,262,187,47,3,0,1129,3,3,22,20,18,10,6,7,0,89,0,0,5,5,0,3,0,0,0,11,8,12,42,50,52,30,3,0,0,203,0,3,10,5,10,5,0,0,0,33,11,30,58,45,37,32,4,0,0,217,0,0,7,12,16,8,3,4,0,60,40,20,43,47,47,43,16,0,0,250,54,26,73,43,69,47,18,3,0,335,0,0,9,12,27,21,19,0,0,97,5,0,3,0,0,0,0,0,0,9,0,0,7,8,13,4,3,0,0,43,0,3,5,3,8,6,4,0,0,23,0,6,20,22,18,17,5,4,0,90,0,3,4,15,17,7,3,0,0,52,0,0,26,26,40,25,6,0,0,126,3,7,47,49,42,25,9,0,0,188,3,16,55,62,69,73,9,0,0,291,6,5,13,9,8,3,0,0,0,52
UCL113005,3,5,12,16,15,18,3,5,0,93,213,202,451,573,730,728,161,16,3,3080,0,13,14,21,28,24,17,4,0,116,0,4,8,11,5,9,0,0,0,38,5,15,28,40,35,39,7,0,0,180,0,0,20,29,32,35,0,0,0,119,31,39,110,117,155,110,26,0,0,588,0,0,11,17,11,6,7,0,0,51,164,90,145,126,176,137,58,8,0,895,146,93,137,113,125,127,28,0,0,769,0,3,25,25,48,57,13,3,0,172,3,3,5,8,7,5,3,0,0,36,0,3,18,24,31,28,0,0,0,97,5,6,12,23,37,25,16,4,0,130,3,10,31,48,46,61,18,0,0,220,0,13,34,43,61,61,17,0,0,234,3,15,35,60,106,74,10,3,0,301,0,18,79,101,122,158,24,0,0,504,9,47,148,193,264,280,60,0,0,1012,7,3,15,13,22,12,7,0,0,75
UCL113006,4,6,10,11,16,13,7,0,0,77,196,235,484,627,662,542,92,10,5,2843,6,9,31,19,23,35,21,11,0,161,0,0,7,0,3,4,3,0,0,20,16,37,69,65,64,51,7,3,0,304,0,0,13,18,21,10,0,0,0,80,18,53,106,89,92,67,9,3,0,429,4,7,13,17,23,16,3,0,0,79,81,81,149,163,121,126,18,3,0,740,143,85,65,67,76,60,10,0,0,522,9,12,40,53,65,55,22,5,0,257,3,10,10,17,13,8,3,0,0,66,0,3,19,19,25,11,0,0,0,78,9,13,13,23,10,15,11,0,0,99,6,12,33,35,31,30,13,3,0,157,6,12,39,40,41,39,5,0,0,184,6,22,91,163,140,114,15,0,0,553,4,29,83,100,127,99,14,0,0,455,16,59,171,222,254,226,41,3,0,996,7,3,8,22,17,16,3,0,0,86
UCL113007,8,21,25,13,25,20,5,0,0,126,270,361,937,776,846,575,140,15,0,3912,7,58,157,114,125,103,59,14,0,631,0,5,3,4,7,3,0,0,0,19,73,197,461,364,298,185,43,0,0,1618,0,3,27,33,45,21,3,0,0,126,40,76,156,104,106,89,24,0,0,589,13,6,54,47,44,40,12,0,0,214,193,113,209,173,185,143,31,0,0,1053,108,68,93,72,66,53,24,0,0,485,0,8,47,46,59,41,19,4,0,221,8,3,18,13,12,9,0,0,0,56,3,17,36,35,27,14,5,0,0,128,0,5,18,18,22,12,9,0,0,80,10,26,67,52,70,57,14,3,0,296,5,24,49,29,52,49,12,4,0,231,0,9,79,108,111,69,14,0,0,390,9,32,150,118,135,98,20,0,0,559,11,48,228,191,238,174,28,0,0,918,9,7,17,10,5,4,0,0,0,52
UCL113008,5,5,16,7,5,6,3,0,0,59,108,122,263,271,325,288,54,9,0,1445,4,6,8,11,4,10,12,0,0,57,0,0,3,0,3,3,0,0,0,8,11,32,40,17,33,19,7,0,0,166,3,0,6,4,4,4,0,0,0,30,8,23,66,37,46,42,8,0,0,237,3,0,3,9,10,4,3,3,0,38,48,54,82,73,82,60,14,3,0,413,88,38,40,36,18,20,4,0,0,252,4,3,18,26,39,41,17,0,0,153,0,0,0,0,0,0,0,0,0,5,3,0,4,6,12,4,0,0,0,34,0,0,5,3,6,5,3,0,0,21,0,9,10,13,18,15,6,0,0,68,7,7,21,36,36,27,5,0,0,140,0,10,35,49,64,43,3,0,0,201,3,13,46,49,55,59,9,0,0,233,3,38,104,118,138,146,32,0,0,575,0,0,6,0,3,5,0,0,0,16
UCL113009,4,11,11,15,25,14,4,0,0,86,167,248,467,570,730,573,92,5,0,2846,3,0,6,5,9,7,3,0,0,35,0,3,33,35,31,14,0,0,0,124,17,13,34,67,77,62,7,0,0,285,0,5,8,10,24,18,3,0,0,64,31,77,119,157,154,97,24,4,0,676,0,5,13,28,31,27,3,0,0,105,61,81,77,78,86,90,18,4,0,499,163,123,61,66,70,43,15,0,0,534,3,13,38,42,65,48,20,0,0,222,0,9,9,9,13,4,0,0,0,42,5,3,23,38,41,32,6,0,0,148,4,4,4,21,27,26,10,0,0,91,3,13,53,81,67,67,15,3,0,306,5,12,20,38,29,33,8,0,0,133,9,26,113,138,160,122,11,0,0,582,10,37,125,141,216,211,18,4,0,765,5,51,160,162,230,217,27,3,0,854,9,13,19,19,20,13,3,3,0,94
UCL113010,9,12,18,18,23,7,3,3,0,92,218,327,716,648,673,419,54,7,0,3053,4,14,17,23,24,12,3,0,0,99,0,27,139,153,100,47,4,0,0,475,25,59,143,114,135,109,10,0,0,600,3,6,27,18,17,17,3,0,0,96,38,56,148,145,112,79,9,0,0,592,5,14,51,29,29,15,4,0,0,140,75,113,166,155,142,70,3,3,4,734,180,82,95,71,73,50,4,0,0,555,11,14,53,50,77,69,15,0,0,289,3,7,3,11,6,3,0,0,0,36,0,9,37,25,18,6,0,0,0,104,3,9,24,16,17,10,0,0,0,71,3,21,61,52,34,32,6,0,0,210,5,28,67,71,72,32,3,0,0,287,3,17,45,74,75,56,8,0,0,288,10,30,82,74,81,70,12,3,0,354,15,62,192,169,202,171,21,3,0,825,7,8,7,10,11,9,3,0,0,59
UCL113011,3,3,14,14,8,12,3,3,0,60,124,165,386,398,472,367,74,7,0,1995,3,4,4,5,0,0,0,0,0,20,4,16,90,74,89,68,5,0,0,345,12,18,51,59,65,33,4,0,0,240,0,6,25,21,45,27,3,0,0,134,20,30,56,53,41,51,3,3,0,257,3,11,27,13,25,15,3,0,0,98,45,65,113,89,86,58,12,0,0,474,115,50,77,50,55,55,7,0,0,404,0,6,17,38,46,64,12,4,0,188,0,3,12,3,4,5,8,0,0,33,0,4,20,13,22,10,9,0,0,83,0,3,3,12,11,5,3,0,0,53,3,14,34,17,18,21,6,0,0,115,3,11,28,26,37,36,3,0,0,148,11,30,100,66,96,74,14,0,0,393,3,11,27,62,73,58,11,0,0,254,15,38,89,91,124,120,23,0,0,494,3,5,3,8,9,5,6,0,0,39
UCL113012,5,12,20,32,25,17,3,0,0,116,198,338,641,688,819,608,136,9,3,3452,6,7,15,10,16,6,8,0,0,63,0,0,51,38,31,28,0,0,0,151,14,54,110,124,135,123,23,0,0,584,3,6,19,21,39,20,3,0,0,112,39,79,187,163,188,117,25,0,0,795,3,7,24,27,48,13,5,0,0,132,91,86,123,114,117,94,22,3,0,646,89,60,60,41,43,34,6,0,0,349,3,18,39,57,95,71,25,3,0,315,3,8,17,20,19,18,0,0,0,88,0,5,39,32,50,32,5,0,0,160,3,8,22,14,19,23,10,0,0,97,8,23,72,69,47,54,23,3,0,299,10,24,54,49,50,63,9,3,0,262,0,25,65,80,94,55,8,0,0,336,21,65,137,150,185,120,40,4,0,725,30,102,218,241,299,282,66,7,0,1251,5,16,12,17,15,5,5,0,0,75
UCL113013,3,0,8,8,6,4,5,0,0,38,142,185,480,460,494,319,66,8,0,2167,8,5,22,30,26,14,5,11,0,117,10,53,290,209,157,70,5,0,0,786,13,10,55,45,30,31,5,8,0,198,0,3,13,8,10,6,0,0,0,42,30,45,90,75,90,49,5,0,0,380,0,12,18,21,29,15,5,0,0,115,79,81,109,94,124,62,18,4,0,567,95,54,81,52,65,54,19,0,0,419,0,7,10,12,34,30,17,3,0,112,3,9,14,4,4,13,0,0,0,52,0,5,10,18,9,7,0,0,0,56,0,9,14,10,17,12,0,0,0,60,5,7,40,40,43,16,9,0,0,162,3,11,19,37,38,25,9,0,0,141,0,11,54,66,47,36,3,0,0,215,4,19,90,98,73,64,11,0,0,353,3,22,115,93,129,91,18,0,0,468,4,5,17,9,11,7,3,0,0,59
UCL113014,0,8,11,13,18,3,0,0,0,51,119,179,427,401,449,268,38,3,0,1889,3,4,18,12,10,12,5,0,3,60,15,51,268,256,267,119,12,0,0,979,12,17,52,30,24,18,0,0,0,160,13,24,35,25,85,50,4,0,0,234,7,16,48,29,43,37,5,0,0,195,3,6,36,23,37,14,6,0,0,124,62,61,110,81,64,43,5,0,0,429,102,41,46,40,39,38,6,0,0,313,3,7,19,31,20,30,10,0,0,123,4,3,9,3,5,3,3,0,0,32,0,3,16,13,12,6,0,0,3,58,0,5,10,9,8,3,0,3,0,50,3,9,25,34,28,14,0,0,0,117,8,16,50,40,42,22,0,0,0,179,3,13,45,46,56,37,6,0,0,211,3,8,47,72,73,56,7,0,0,271,11,25,69,82,105,82,8,0,0,378,3,3,9,5,3,5,3,0,0,31
