UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL622025,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,7,0,0,0,35,0,7,4,3,0,0,0,0,0,13,0,0,0,4,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL622026,0,0,0,0,0,0,0,0,0,0,4,0,3,4,10,7,0,0,0,33,0,0,0,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4
UCL622027,0,0,0,0,0,0,0,0,0,3,4,4,6,10,15,25,3,0,0,71,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,8,0,0,0,16,0,0,0,4,3,7,3,0,0,22,0,0,3,0,3,5,0,0,0,21,0,0,0,0,0,3,0,0,0,3
UCL622028,0,0,0,0,0,0,0,0,0,3,3,15,13,21,23,9,3,0,0,88,0,0,3,3,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,7,0,0,3,10,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,5,11,3,3,6,0,0,0,26,7,0,0,0,0,0,0,0,0,11,0,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,5,0,0,0,3,7,0,4,0,0,10,0,3,0,6,0,0,0,0,0,11,0,3,4,9,3,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL622029,0,0,0,0,0,0,0,0,0,0,7,0,6,4,16,16,6,0,0,57,0,0,0,4,7,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,0,15,0,0,0,4,4,3,0,0,0,16,0,0,0,0,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3
UCL622030,0,0,0,0,0,0,0,0,0,3,4,0,11,22,20,21,3,0,0,77,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,3,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,4,0,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,5,0,0,0,7,10,4,0,0,0,18,0,0,3,0,12,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3
UCL622031,0,0,0,0,0,0,0,0,0,3,6,5,9,11,27,16,5,0,0,73,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,14,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,0,19,0,0,3,6,3,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,7,0,3,5,4,12,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0
UCL622032,0,0,0,0,0,0,0,0,0,8,6,4,19,26,27,22,7,0,0,107,3,0,3,10,3,3,0,0,0,24,0,0,0,3,3,3,0,0,0,7,0,3,7,8,10,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,5,0,0,0,0,0,0,7,0,0,3,3,3,3,3,0,0,19,4,5,7,10,7,8,8,0,0,40,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,3,3,0,0,0,7,0,0,0,3,3,4,0,0,0,10,0,0,0,3,6,3,0,0,0,14,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4
UCL622033,0,0,0,0,0,0,0,0,0,0,8,4,6,13,18,18,0,0,0,66,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,12,0,0,0,7,9,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0
UCL622034,0,0,0,0,0,0,0,0,0,0,4,3,8,3,3,9,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL622035,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL622036,0,0,0,0,0,0,0,0,0,0,3,6,3,9,5,16,4,0,0,39,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,3,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,8,0,4,0,0,12,0,0,0,0,0,7,0,0,0,7
UCL631777,40,41,84,126,159,126,54,17,3,646,1200,1270,2861,4246,5752,4370,906,127,18,20753,213,416,931,1185,1479,1439,744,250,23,6673,3,20,107,149,186,116,21,0,3,608,169,254,480,712,970,698,127,15,3,3423,8,24,90,169,225,156,26,0,0,688,188,319,657,772,1000,781,148,4,0,3871,44,61,151,203,271,193,36,4,0,964,641,418,479,641,827,612,124,17,4,3759,578,308,342,392,450,377,130,14,3,2588,15,62,223,362,612,538,127,13,3,1965,15,22,67,59,103,104,18,3,0,394,10,28,118,140,148,109,22,0,0,579,11,33,57,88,136,137,29,4,0,492,28,79,239,405,470,392,148,10,4,1782,29,67,150,257,354,265,72,9,3,1198,20,86,350,659,936,613,100,3,0,2762,32,90,405,848,1077,912,173,5,3,3552,66,211,616,953,1623,1423,226,8,4,5140,75,63,115,154,178,173,45,7,0,806
UCL679997,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL699994,0,0,0,3,0,0,0,0,0,7,9,3,26,27,21,12,0,0,0,98,0,3,4,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,3,0,3,11,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,5,6,10,4,0,0,0,0,22,4,6,9,3,0,0,0,0,0,26,0,0,3,0,3,0,0,0,0,20,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,3,3,4,3,0,0,0,7,0,0,3,0,3,0,0,0,0,6,0,0,0,3,7,3,0,0,0,13,0,0,5,3,3,0,0,0,0,9,0,0,5,6,6,6,0,0,0,30,0,0,5,0,0,0,0,0,0,7
UCL703001,62,91,236,197,172,103,36,7,3,907,1334,2725,8091,6394,5469,3396,695,44,9,28155,17,40,86,60,95,60,19,6,0,390,5,62,373,327,254,137,20,0,0,1180,90,142,438,417,356,203,41,4,0,1687,11,60,254,330,240,156,32,0,0,1079,132,519,2334,1684,1232,756,167,9,3,6839,34,108,336,264,272,153,30,0,0,1196,708,679,1143,810,688,481,122,16,3,4648,685,714,1343,735,528,279,62,11,0,4358,51,204,725,607,685,468,124,9,0,2878,44,78,215,144,128,75,20,0,0,700,9,69,288,205,165,88,16,0,0,853,21,107,310,217,205,126,58,14,3,1055,70,243,1382,1058,724,496,125,9,0,4109,44,154,505,457,415,264,53,6,0,1894,188,1496,3474,2787,2385,1403,252,8,0,11994,89,282,1095,1272,1159,872,192,9,0,4974,111,412,1974,1483,1142,854,194,13,0,6185,123,156,379,247,208,143,32,4,0,1296
UCL712001,13,14,51,32,33,25,7,0,0,183,285,427,1493,1297,1370,954,196,14,0,6038,4,7,12,9,13,9,4,0,0,57,0,9,19,14,17,3,0,0,0,62,15,29,31,40,38,29,4,0,0,185,0,18,34,39,47,45,3,0,0,187,46,88,226,160,149,118,25,5,0,814,3,17,46,17,38,39,3,0,0,164,168,108,216,167,151,120,38,3,0,971,144,100,242,103,113,78,16,6,0,801,10,31,129,86,117,100,25,3,0,499,15,8,42,31,19,33,7,0,0,163,3,5,28,21,12,11,0,0,0,84,8,19,27,36,35,32,9,0,0,168,11,24,148,157,156,144,38,3,0,673,10,41,89,55,87,50,17,4,0,356,17,85,515,568,564,398,66,0,0,2218,26,47,231,261,336,273,53,3,0,1243,33,120,605,532,476,326,69,7,0,2180,27,28,61,59,50,40,12,0,0,274
UCL714001,5,4,4,6,5,8,0,0,0,32,56,116,368,254,254,178,36,0,0,1266,6,18,31,12,14,14,3,0,0,110,0,0,3,4,8,3,3,0,0,23,3,3,11,13,4,3,0,0,0,42,0,0,12,6,8,4,0,0,0,31,4,30,67,24,35,34,14,0,0,212,0,3,11,8,0,6,0,0,0,27,29,22,42,25,33,23,4,0,0,180,36,28,38,33,39,18,9,0,0,197,3,12,25,20,20,10,6,0,0,97,5,0,0,0,5,5,0,0,0,10,0,0,6,3,3,0,3,0,0,18,0,3,8,4,7,3,0,0,0,29,3,4,32,13,14,12,4,0,0,91,7,7,18,18,14,13,5,0,0,72,6,42,166,100,126,62,12,0,0,510,8,11,85,60,53,54,13,0,0,282,10,34,117,113,98,65,27,0,0,457,3,3,5,0,3,5,0,0,0,22
UCL715001,0,0,3,0,6,0,0,0,0,5,8,17,33,45,49,38,5,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,10,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,7,11,13,8,0,0,0,48,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,5,3,3,9,10,0,6,0,0,0,30,0,5,17,13,13,18,0,0,0,70,0,3,10,17,32,20,0,0,0,82,0,0,0,0,0,0,0,0,0,4
UCL715002,3,3,6,3,0,0,0,0,0,12,8,11,27,34,32,17,0,0,0,122,0,3,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,18,0,0,0,0,3,3,0,0,0,11,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,8,3,5,8,0,0,0,28,4,3,15,9,7,4,0,0,0,46,0,0,4,11,10,0,0,0,0,25,0,0,3,0,3,3,0,0,0,12
UCL715003,3,3,3,3,4,0,0,0,0,23,9,19,45,34,42,26,0,0,0,176,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,11,5,4,10,0,0,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,8,7,8,5,0,0,0,36,0,3,25,27,16,4,0,0,0,86,5,3,27,31,20,18,5,0,0,103,0,0,4,3,5,7,0,0,0,19
UCL715004,0,0,3,3,0,0,0,0,0,3,0,3,33,32,26,17,3,0,0,114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,10,14,15,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,4,5,0,0,0,23,0,3,22,19,13,7,3,0,0,66,0,0,11,4,11,6,0,0,0,31,0,0,0,3,0,0,0,0,0,3
UCL715005,0,7,6,0,0,3,0,0,0,17,7,13,22,28,19,15,3,3,0,99,0,4,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,3,8,5,3,3,0,0,0,31,0,0,8,6,5,12,3,3,0,45,0,0,3,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8
UCL715006,3,0,4,4,9,0,0,0,0,21,32,48,173,213,170,94,11,0,0,744,0,0,0,0,3,0,0,0,0,4,3,9,57,84,88,29,6,0,0,281,0,4,15,15,20,3,0,0,0,57,0,0,3,9,3,5,0,0,0,20,9,11,29,29,21,15,4,0,0,102,4,0,3,4,0,0,0,0,0,13,20,6,14,21,13,14,0,0,0,89,8,7,11,17,19,9,0,0,0,66,4,6,20,27,19,17,4,0,0,90,0,0,4,4,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,9,0,0,6,4,0,3,0,0,0,21,0,0,4,3,6,3,0,0,0,17,3,8,8,9,18,7,3,0,0,53,0,16,43,56,55,26,7,0,0,206,3,3,43,51,43,22,7,0,0,185,6,15,48,72,51,45,5,0,0,232,0,0,3,3,0,0,0,0,0,10
UCL715007,4,3,9,5,4,12,0,0,0,42,23,50,137,98,119,104,28,4,0,561,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,0,0,0,21,3,13,30,13,12,8,6,0,0,84,0,0,0,0,0,0,0,0,0,0,12,11,20,21,13,21,7,0,0,105,10,7,12,9,11,10,3,0,0,67,0,3,4,3,3,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,0,0,0,4,0,3,0,0,0,11,0,0,4,4,8,3,0,0,0,17,3,3,7,0,4,10,5,0,0,28,8,18,46,37,58,38,3,0,0,209,4,12,36,17,23,29,8,3,0,123,3,16,51,62,58,49,16,0,0,254,0,4,4,9,5,4,0,0,0,30
UCL715008,0,0,0,3,4,0,0,0,0,5,0,10,57,42,40,18,3,0,0,174,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,3,0,0,0,18,0,0,3,3,4,6,0,0,0,19,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,15,11,11,3,0,0,44,0,7,37,27,11,8,3,0,0,101,0,0,13,5,9,7,0,0,0,37,0,0,3,0,0,0,0,0,0,3
UCL715009,0,0,5,3,11,0,0,0,0,22,0,9,41,37,52,27,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,8,0,4,13,5,17,11,3,0,0,48,0,8,23,20,13,17,0,0,0,83,0,4,9,15,10,12,0,0,0,48,0,0,0,0,4,0,0,0,0,4
