UCL_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
UCL122153,12,11,16,22,9,17,19,10,7,143
UCL122154,17,10,14,4,4,5,18,19,0,81
UCL122155,8,10,10,7,6,8,11,25,0,83
UCL122156,3,3,3,3,0,3,11,12,4,40
UCL122157,15,4,12,10,14,7,5,14,3,86
UCL122158,30,57,40,22,40,19,20,16,5,246
UCL122159,8,9,15,17,8,9,16,25,4,113
UCL122160,19,42,46,18,26,21,21,40,4,222
UCL122161,20,23,33,24,12,17,17,22,3,167
UCL122162,3,17,13,17,7,10,4,18,0,90
UCL122163,11,4,9,8,5,9,6,20,4,80
UCL122164,19,21,25,18,13,4,4,15,3,122
UCL122165,26,29,28,19,24,14,8,11,0,162
UCL122166,12,58,39,27,22,9,9,24,0,200
UCL122167,32,47,46,16,44,28,12,21,8,248
UCL122168,8,11,21,9,4,3,11,21,0,84
UCL131777,58990,40029,35665,22141,30410,18298,18031,27101,4727,255400
UCL179997,3,22,18,16,21,17,10,18,5,130
UCL199994,274,649,480,430,261,224,339,582,103,3331
UCL201001,262130,507545,243094,201608,273979,192635,107672,157451,34140,1980273
UCL203001,7180,15071,10048,9099,8422,7532,4230,7482,1065,70130
UCL211001,1614,2610,2542,2072,2014,1706,1252,1892,266,15964
UCL211002,4237,8915,5820,5241,5076,4457,2103,4279,618,40738
UCL211003,4138,8406,5751,5101,5036,4363,2304,4891,600,40593
UCL211004,1826,2329,3511,2809,3324,2358,2906,2534,457,22062
UCL212001,1508,2405,1751,1696,1546,1630,831,1794,238,13397
UCL212002,2196,3441,2576,2145,2242,2106,1264,2597,306,18868
UCL212003,1839,2730,2814,2105,2795,1871,1260,1380,242,17038
UCL212004,1112,2060,1919,1286,1623,1103,753,1146,203,11209
UCL212005,1416,2692,1965,1671,1585,1748,798,2040,192,14105
UCL213001,818,1250,1279,939,1112,740,793,734,131,7794
UCL213002,508,746,725,637,538,586,298,717,90,4853
UCL213003,512,602,726,678,510,539,403,1065,103,5127
UCL213004,515,730,849,542,524,440,419,679,87,4789
UCL213005,496,866,953,761,674,540,340,546,89,5268
UCL213006,627,890,842,789,552,676,343,759,80,5560
UCL213007,885,1303,1011,855,846,855,403,768,91,7014
UCL213008,616,1072,1043,876,835,714,583,720,128,6581
UCL213009,556,874,941,829,784,625,351,610,66,5630
UCL213010,346,629,1037,763,666,634,393,760,116,5344
UCL213011,333,496,703,554,573,537,403,651,86,4331
UCL213012,1087,2289,1322,1036,973,762,237,579,129,8407
UCL213013,375,597,636,484,407,347,534,579,67,4023
UCL213014,642,1154,902,712,606,590,264,684,93,5646
UCL213015,614,763,635,507,537,522,238,587,74,4483
UCL213016,1216,2278,1129,944,936,776,189,514,141,8121
UCL213017,795,1440,1078,1016,939,911,541,954,108,7789
UCL213018,695,1230,962,723,751,561,329,768,94,6111
UCL214001,268,378,368,552,239,274,189,575,58,2903
UCL214002,376,544,570,457,386,350,274,473,58,3476
UCL214003,449,984,468,443,363,315,155,513,56,3737
UCL214004,225,222,277,182,203,204,153,454,36,1954
UCL214005,56,47,76,45,47,42,40,94,4,438
UCL214006,667,1075,707,547,698,430,208,292,41,4674
UCL214007,481,663,603,474,455,434,215,442,50,3818
UCL214008,447,576,732,460,404,293,252,467,91,3725
UCL214009,276,445,275,201,179,191,68,157,43,1832
UCL214010,305,420,520,366,375,258,258,324,52,2877
UCL214011,217,357,359,264,260,224,139,373,38,2233
UCL214012,257,249,289,280,211,238,99,306,43,1961
UCL214013,234,313,349,236,235,219,152,274,20,2041
UCL214014,245,281,400,340,240,283,144,430,46,2420
UCL214015,240,384,341,276,282,212,134,228,39,2131
UCL214016,178,252,347,306,270,244,169,427,34,2225
UCL214017,231,254,273,353,196,214,163,454,35,2170
UCL214018,403,485,766,431,644,429,417,383,75,4029
UCL214019,241,288,468,389,284,387,173,455,50,2731
UCL214020,332,381,498,385,282,284,171,399,54,2792
UCL215001,88,142,86,47,39,45,3,45,11,508
UCL215002,126,140,170,113,119,80,72,108,18,943
UCL215003,158,294,196,130,131,94,35,91,21,1149
UCL215004,101,81,99,68,50,65,30,118,9,617
UCL215005,97,165,140,110,127,70,68,101,15,905
UCL215006,148,264,175,110,118,85,42,96,9,1034
UCL215007,226,346,477,296,311,238,184,229,39,2334
UCL215008,99,177,151,103,127,76,56,65,19,870
UCL215009,30,28,43,40,34,40,33,71,6,330
UCL215010,187,208,211,91,166,104,46,70,18,1113
UCL215011,37,32,48,49,34,37,30,60,10,346
UCL215012,185,334,167,198,114,105,53,123,20,1295
UCL215013,93,116,143,106,160,85,75,73,22,883
UCL215014,62,64,134,61,99,49,73,79,12,632
UCL215015,157,155,141,103,97,95,45,125,21,947
UCL215016,145,162,299,208,187,175,196,246,28,1654
UCL215017,101,113,183,86,119,68,84,81,9,851
UCL215018,128,194,176,153,112,117,80,172,19,1153
UCL215019,88,159,170,80,79,80,20,70,6,755
UCL215020,49,55,58,63,40,46,37,83,8,437
UCL215021,47,61,84,65,62,63,57,84,12,538
UCL215022,111,241,278,216,200,196,117,209,38,1604
UCL215023,67,67,90,66,43,69,81,148,14,644
UCL215024,88,79,98,69,76,61,60,95,12,643
UCL215025,53,68,73,48,35,27,32,80,3,422
UCL215026,232,214,292,233,183,227,72,229,31,1707
UCL215027,95,138,194,117,118,87,62,125,14,956
UCL215028,226,286,214,218,138,122,51,199,16,1469
UCL215029,106,166,168,133,201,115,108,99,26,1120
UCL215030,45,74,60,68,45,41,61,57,10,459
UCL215031,70,78,66,53,50,47,45,86,3,492
UCL215032,141,166,159,129,105,111,84,177,18,1089
UCL215033,193,299,198,152,252,120,91,82,12,1391
UCL215034,55,53,62,42,42,42,29,53,3,373
UCL215035,61,81,123,57,79,42,52,64,18,579
UCL215036,53,106,122,48,65,49,43,57,3,551
UCL215037,67,57,93,54,44,51,51,76,10,500
UCL215038,42,43,100,57,63,59,77,103,12,558
UCL215039,51,35,73,60,47,51,81,70,16,481
UCL215040,196,202,209,170,154,146,102,198,14,1387
UCL215041,73,93,202,120,129,124,118,147,18,1022
UCL215042,87,109,122,96,73,64,53,117,14,729
UCL215043,144,161,245,188,143,160,105,193,30,1371
UCL215044,247,406,300,236,232,162,76,282,38,1992
UCL215045,68,108,135,78,91,48,60,65,14,664
UCL215046,42,43,100,58,56,62,69,73,11,511
UCL215047,48,56,119,74,59,67,59,111,11,605
UCL215048,106,74,79,51,38,46,4,53,3,453
UCL215049,243,408,178,127,136,92,32,71,24,1305
UCL215050,165,248,305,230,200,124,159,250,27,1712
UCL215051,79,100,75,51,56,45,16,55,13,482
UCL215052,205,236,284,202,157,186,73,191,29,1560
UCL215053,68,68,91,108,75,79,75,113,10,694
UCL215054,31,57,128,89,65,48,64,113,10,594
UCL215055,73,128,134,73,73,52,45,68,14,660
UCL215056,47,40,69,49,44,36,29,63,11,380
UCL215057,101,128,111,95,70,68,32,84,7,693
UCL215058,95,130,173,144,103,121,124,169,22,1080
UCL215059,112,84,123,76,71,57,48,128,15,714
UCL215060,62,98,76,58,71,60,39,100,17,571
UCL215061,93,97,101,68,77,47,52,180,10,714
UCL215062,144,189,189,169,142,158,132,248,31,1401
UCL215063,56,60,82,96,61,58,47,104,9,573
UCL215064,66,50,58,46,40,28,49,51,4,398
UCL215065,126,173,166,160,113,109,53,113,18,1021
UCL215066,216,417,158,126,160,103,34,93,32,1346
UCL215067,215,284,152,149,112,83,59,120,19,1193
UCL215068,99,120,123,104,89,146,100,194,18,987
UCL215069,195,321,297,221,272,145,78,113,20,1653
UCL215070,86,82,53,55,53,47,74,191,39,681
UCL215071,131,126,145,110,104,101,119,138,23,999
UCL215072,188,261,345,208,256,173,158,195,29,1806
UCL215073,50,62,103,68,44,59,49,55,11,492
UCL215074,125,138,147,104,106,64,71,163,6,926
UCL215075,70,92,82,67,57,48,17,55,4,489
UCL215076,88,104,235,114,129,74,88,121,28,980
UCL215077,128,97,107,95,66,68,46,163,20,793
UCL215078,93,76,159,106,92,66,75,104,13,786
UCL215079,198,276,241,163,204,138,117,268,31,1637
UCL215080,80,93,122,107,82,72,78,107,19,766
UCL215081,46,42,79,47,40,60,49,133,3,508
UCL215082,57,52,104,44,76,47,56,55,3,500
UCL215083,154,255,262,180,181,128,107,166,25,1466
UCL215084,98,95,197,86,110,59,85,72,12,815
UCL215085,90,147,125,88,61,60,53,87,19,731
UCL215086,117,127,121,149,91,79,54,95,13,841
UCL215087,173,223,363,198,209,189,117,146,29,1649
UCL215088,61,74,97,63,51,71,68,99,15,605
UCL215089,181,182,136,81,143,85,19,45,12,892
UCL215090,221,497,217,215,170,134,56,130,25,1666
UCL215091,169,206,495,251,212,206,178,259,29,2008
UCL215092,30,31,90,66,31,45,45,61,4,401
UCL215093,139,178,223,108,141,126,69,114,25,1121
UCL215094,141,121,269,162,141,116,124,170,28,1277
UCL215095,35,67,80,68,68,56,39,65,3,486
UCL215096,68,78,88,73,44,65,45,83,5,553
UCL215097,39,77,82,58,34,33,28,58,9,423
UCL221001,37,45,79,39,47,50,35,57,6,390
UCL221002,65,56,54,38,32,24,27,78,11,377
UCL221003,53,37,40,35,31,26,32,52,9,310
UCL221004,21,38,45,28,37,27,39,34,6,265
UCL221005,58,75,70,24,54,45,18,34,9,391
UCL221006,61,58,42,15,22,22,21,29,6,274
UCL221007,39,43,43,31,17,23,19,30,0,241
UCL221008,18,33,37,37,22,18,26,35,8,225
UCL221009,62,44,30,23,18,16,25,39,6,255
UCL221010,24,55,67,30,24,14,15,24,3,254
UCL221011,22,31,33,36,26,15,20,29,3,215
UCL221012,45,64,56,17,42,29,10,16,0,279
UCL221013,47,47,43,33,30,21,10,16,5,245
UCL221014,17,31,65,36,35,31,27,47,10,291
UCL221015,42,75,60,53,36,31,8,25,0,329
UCL221016,24,36,36,37,49,19,17,22,3,242
UCL221017,45,36,66,27,30,51,30,68,3,351
UCL221018,54,53,46,39,41,38,26,54,10,353
UCL221019,51,94,88,64,49,42,22,64,3,486
UCL221020,34,29,58,38,26,30,30,46,5,298
UCL221021,32,34,54,21,21,40,23,36,3,256
UCL221022,19,25,38,38,17,21,17,40,5,221
UCL221023,44,40,42,26,26,11,6,20,6,211
UCL221024,17,12,21,24,15,22,17,30,0,155
UCL221025,40,54,37,41,39,40,18,42,7,315
UCL221026,47,50,82,51,33,35,36,47,5,387
UCL221027,41,38,28,29,28,10,27,25,3,236
UCL221028,26,27,38,53,20,29,9,36,4,243
UCL221029,42,32,41,17,23,24,20,36,0,242
UCL221030,56,68,31,16,20,32,5,26,3,264
UCL221031,30,47,53,32,43,24,35,49,9,328
UCL221032,41,26,41,39,40,34,32,43,12,310
UCL221033,32,51,45,25,39,25,26,43,6,288
UCL221034,27,41,35,23,25,19,14,38,0,233
UCL221035,34,37,17,25,10,11,26,41,3,203
UCL221036,45,40,66,32,76,46,49,27,9,393
UCL221037,26,16,30,36,18,17,13,46,3,202
UCL221038,47,59,60,36,38,36,16,46,4,358
UCL221039,57,48,30,26,25,27,17,38,3,271
UCL221040,62,70,132,76,62,32,49,56,13,552
UCL221041,40,51,101,55,47,21,20,39,7,388
UCL221042,47,51,49,44,27,25,18,34,3,312
UCL221043,26,42,37,34,25,20,9,20,0,213
UCL221044,18,31,63,27,34,25,37,38,0,274
UCL221045,12,10,25,27,8,11,8,29,4,132
UCL221046,52,44,61,48,29,37,7,57,3,338
UCL221047,46,65,48,43,23,24,17,48,3,324
UCL221048,37,62,82,60,62,41,46,42,7,435
UCL221049,45,45,67,22,40,27,21,20,6,296
UCL221050,73,92,67,52,59,51,16,40,6,444
UCL221051,45,79,69,34,49,32,15,26,0,357
UCL221052,31,43,38,26,28,24,20,35,6,255
UCL221053,38,41,33,36,28,19,28,43,4,275
UCL221054,30,26,63,28,44,36,33,35,14,304
UCL221055,38,65,48,39,37,25,30,45,6,337
UCL221056,20,25,36,26,26,19,12,30,0,194
UCL221057,26,39,39,36,13,17,16,30,0,220
UCL221058,26,16,73,33,35,28,38,41,3,298
UCL221059,51,41,58,48,34,27,9,39,4,306
UCL221060,19,33,25,18,16,12,6,12,4,140
UCL221061,17,10,47,47,46,41,79,57,13,348
UCL221062,40,34,51,36,25,23,29,53,9,296
UCL221063,23,27,29,22,17,18,16,27,5,184
UCL221064,38,34,78,35,43,21,40,45,3,345
UCL221065,23,32,39,28,32,26,27,34,5,256
UCL221066,17,15,32,27,18,18,29,71,3,230
UCL221067,29,65,70,48,39,35,12,38,3,328
UCL221068,35,63,61,51,38,33,28,52,3,363
UCL221069,88,138,160,102,91,55,64,91,11,806
UCL221070,25,52,52,26,30,31,41,65,4,329
UCL221071,23,47,49,27,31,21,17,16,7,243
UCL221072,27,61,40,38,30,26,12,42,14,292
UCL221073,42,54,50,32,26,26,10,13,7,262
UCL221074,24,39,43,28,23,20,7,28,3,215
UCL221075,29,50,36,39,17,18,12,32,4,230
UCL221076,18,22,59,13,36,20,25,38,11,243
UCL221077,27,11,24,19,25,16,12,21,8,163
UCL221078,30,41,39,21,38,17,26,26,10,242
UCL221079,41,71,76,60,47,38,28,63,9,426
UCL221080,39,24,27,20,15,21,18,24,3,194
UCL221081,64,132,59,47,44,20,14,40,5,429
UCL221082,29,28,60,38,34,15,29,24,7,265
UCL222001,25,38,31,16,18,16,3,4,3,156
UCL222002,43,49,26,13,19,10,0,8,6,178
UCL222003,17,12,18,23,16,22,9,8,3,127
UCL222004,5,0,4,3,0,0,0,3,0,15
UCL222005,8,9,15,17,3,6,15,14,0,87
UCL222006,25,30,35,19,33,16,4,14,3,177
UCL222007,9,16,14,10,7,3,10,14,3,89
UCL222008,19,29,16,20,15,7,9,14,3,125
UCL222009,23,13,15,18,10,9,13,19,0,123
UCL222010,20,21,32,11,28,17,16,14,9,176
UCL222011,23,30,25,22,22,11,12,23,0,175
UCL222012,26,25,24,10,17,15,9,17,4,147
UCL222013,7,10,27,6,12,10,17,6,0,98
UCL222014,25,42,35,20,31,14,6,12,0,187
UCL222015,24,27,49,22,36,19,31,29,3,247
UCL222016,15,21,45,22,22,18,25,23,3,199
UCL222017,21,19,36,26,22,23,16,41,3,218
UCL222018,21,26,37,22,14,19,20,24,0,177
UCL222019,10,4,9,12,5,7,17,18,0,84
UCL222020,14,8,14,0,3,3,4,19,0,72
UCL222021,23,12,6,12,9,8,3,21,0,95
UCL222022,21,20,40,16,33,18,17,19,0,188
UCL222023,18,18,16,13,12,11,5,16,0,109
UCL222024,15,16,21,15,6,6,9,15,0,105
UCL222025,12,39,39,21,25,26,19,15,3,199
UCL222026,38,10,17,26,7,9,13,27,0,151
UCL222027,13,14,7,12,12,3,7,12,3,76
UCL222028,11,32,14,27,17,21,7,12,0,152
UCL222029,18,23,26,16,11,13,15,31,0,147
UCL222030,15,17,12,12,17,12,4,18,3,110
UCL222031,23,12,26,9,13,15,10,17,4,118
UCL222032,21,29,49,29,22,17,19,15,0,196
UCL222033,15,11,4,19,4,0,8,15,3,70
UCL222034,10,18,16,9,4,3,0,7,0,75
UCL222035,22,7,12,7,18,12,13,21,0,104
UCL222036,47,36,18,17,6,15,0,20,5,162
UCL222037,31,14,22,21,7,6,6,20,0,122
UCL222038,3,5,21,14,12,5,8,18,5,84
UCL222039,10,7,11,16,13,6,6,16,0,77
UCL222040,8,9,3,6,5,0,8,21,3,70
UCL222041,12,11,7,10,17,11,7,17,0,109
UCL222042,15,27,20,19,7,10,3,6,0,111
UCL222043,21,24,33,15,25,13,13,22,4,156
UCL222044,19,24,27,12,17,14,8,12,0,133
UCL222045,18,14,23,19,12,15,7,16,4,125
UCL222046,7,5,13,10,12,9,15,22,0,93
UCL222047,31,19,32,15,23,20,18,42,4,200
UCL222048,9,16,23,13,21,14,11,20,5,137
UCL222049,13,8,10,9,4,9,17,24,0,94
UCL222050,8,19,33,13,27,11,12,17,3,145
UCL222051,12,13,20,19,7,14,15,28,4,140
UCL222052,8,8,6,10,9,3,8,11,0,70
UCL222053,16,15,9,15,3,3,15,17,0,94
UCL222054,18,12,21,9,9,4,6,20,0,101
UCL222055,33,53,12,22,17,16,7,22,7,174
UCL222056,20,19,17,20,12,21,3,22,0,137
UCL222057,29,22,44,16,20,29,16,23,4,213
UCL222058,16,25,25,23,12,6,22,19,9,155
UCL222059,18,17,25,25,13,17,12,40,3,171
UCL222060,18,16,14,16,18,7,7,11,0,120
UCL222061,20,12,14,20,10,6,9,21,3,111
UCL222062,19,19,14,29,5,7,8,16,0,125
UCL222063,9,23,16,11,21,16,12,19,0,119
UCL222064,10,9,7,13,9,10,9,26,3,95
UCL222065,9,10,8,9,7,4,7,17,0,80
UCL222066,21,8,5,9,6,5,15,16,0,85
UCL222067,9,17,35,13,13,5,22,16,0,124
UCL222068,20,34,30,26,12,16,16,24,5,179
UCL222069,19,34,37,13,19,23,3,15,5,162
UCL222070,39,53,40,29,37,28,3,16,0,253
UCL222071,6,11,24,10,19,10,12,20,0,117
UCL222072,16,11,20,14,8,12,6,21,0,108
UCL222073,12,11,14,16,5,9,9,17,6,90
UCL222074,15,5,14,15,5,20,13,30,0,116
UCL222075,19,8,15,17,7,11,14,13,0,110
UCL222076,26,48,41,23,18,7,12,18,3,189
UCL222077,14,36,25,10,8,7,4,15,3,117
UCL222078,26,22,26,14,20,11,14,19,4,148
UCL222079,17,11,18,12,18,13,26,33,4,150
UCL222080,10,13,10,16,5,0,7,9,0,75
UCL222081,35,23,20,15,7,4,4,22,3,135
UCL222082,9,0,15,9,13,3,16,17,0,86
UCL222083,20,13,43,22,23,14,26,24,3,183
UCL222084,30,14,19,17,9,4,14,35,3,152
UCL222085,7,5,4,3,6,0,6,18,0,54
UCL222086,40,31,15,24,12,12,16,19,3,161
UCL222087,6,4,15,21,5,8,9,11,3,80
UCL222088,24,65,23,28,29,12,8,21,0,206
UCL222089,20,21,41,33,25,31,9,23,5,197
UCL222090,21,18,16,15,5,5,5,17,3,116
UCL222091,10,24,5,11,13,0,3,10,3,71
UCL222092,21,8,15,8,8,6,12,11,4,95
UCL222093,9,12,21,11,14,9,8,5,0,100
UCL222094,31,57,44,8,17,10,5,17,7,196
UCL222095,16,14,18,17,7,21,18,20,5,127
UCL222096,10,14,18,14,11,10,0,9,3,88
UCL222097,12,13,21,16,10,16,6,29,3,125
UCL222098,14,42,38,29,30,13,11,18,0,193
UCL222099,22,16,30,21,19,10,13,41,0,161
UCL222100,18,22,38,34,16,18,7,14,6,180
UCL222101,5,4,14,10,16,8,5,19,3,85
UCL222102,10,15,12,14,12,14,10,18,0,95
UCL222103,20,20,27,8,21,15,6,17,3,141
UCL222104,24,31,19,17,19,24,23,26,8,185
UCL222105,22,23,23,23,13,9,5,11,3,132
UCL222106,13,34,39,12,32,13,12,26,0,176
UCL222107,13,30,44,22,26,23,20,36,4,223
UCL222108,19,17,28,21,12,12,22,30,0,157
UCL222109,16,3,8,12,7,17,21,22,0,116
UCL222110,26,27,38,26,25,15,17,29,3,202
UCL222111,16,21,22,15,13,9,16,21,0,126
UCL222112,35,9,6,13,6,0,3,6,0,84
UCL222113,16,21,21,14,12,11,5,24,4,137
UCL222114,6,6,19,3,10,7,21,15,0,91
UCL222115,7,3,11,11,3,4,3,18,0,64
UCL222116,13,20,19,8,19,7,5,12,0,96
UCL222117,7,18,37,24,13,19,14,26,3,165
UCL222118,20,26,13,7,12,7,0,4,0,94
UCL222119,15,8,15,12,10,7,15,14,0,91
UCL222120,12,11,21,20,14,9,9,20,0,118
UCL222121,3,14,21,7,10,3,14,23,3,100
UCL222122,11,14,27,10,15,18,8,10,0,105
UCL231777,46932,29621,29124,18031,21702,14545,13209,22505,3548,199216
UCL279997,0,4,7,0,0,0,0,3,0,23
UCL299994,178,405,297,277,182,134,200,307,57,2033
UCL301001,115568,233135,124457,106953,146329,91918,59344,90225,15898,983828
UCL302001,31156,46404,37516,30798,34368,31006,12823,24755,4379,253203
UCL303001,7208,13152,9824,9350,8883,7306,3631,6466,1143,66957
UCL303002,12756,21188,16827,13389,13868,12658,4637,10350,1557,107220
UCL303003,4176,9232,6322,5291,5991,4305,2549,5069,531,43469
UCL303004,7410,15087,11536,11847,10541,7646,5676,7374,1128,78252
UCL311001,1644,2663,2623,2291,2283,2138,1436,2928,289,18295
UCL311002,1580,3117,2369,2596,1857,2024,933,1965,259,16694
UCL311003,3210,5671,6906,3330,4252,3498,3900,3598,587,34959
UCL311004,2324,4662,4400,3316,3602,2727,2021,3371,330,26755
UCL312001,1252,2189,3234,1419,1674,1373,1772,1866,257,15032
UCL312002,530,927,975,1046,965,739,551,955,102,6798
UCL313001,553,1058,547,526,493,422,227,385,54,4251
UCL313002,582,844,777,723,655,599,370,607,105,5262
UCL313003,556,751,1023,463,715,596,516,664,79,5365
UCL313004,643,901,1261,503,827,691,1044,661,87,6615
UCL313005,295,553,830,631,625,472,645,489,69,4608
UCL313006,522,855,964,818,711,781,531,970,121,6270
UCL313007,440,662,588,512,438,417,308,688,55,4109
UCL313008,673,1431,2000,872,954,641,1423,781,163,8941
UCL313009,616,1214,1242,1027,908,764,473,1071,110,7432
UCL313010,502,686,733,621,607,612,492,1030,94,5375
UCL313011,749,1237,1247,877,867,677,662,638,103,7056
UCL314001,613,645,821,553,463,527,395,544,68,4626
UCL314002,261,444,362,338,320,314,169,391,28,2632
UCL314003,399,445,580,386,399,330,373,607,65,3594
UCL314004,151,180,301,239,208,193,222,365,26,1893
UCL314005,187,275,377,245,238,239,173,316,29,2071
UCL314006,221,364,586,206,296,241,363,523,42,2834
UCL314007,386,371,510,365,368,324,486,824,55,3687
UCL314008,296,501,428,368,283,284,320,403,46,2930
UCL314009,235,289,479,208,252,219,269,331,51,2337
UCL314010,319,236,271,227,223,209,211,821,36,2544
UCL314011,304,387,421,259,331,269,252,304,44,2570
UCL314012,225,373,540,308,299,252,208,299,29,2550
UCL314013,580,1014,670,519,677,414,224,282,31,4413
UCL314014,267,356,325,304,249,222,184,646,45,2607
UCL314015,217,280,481,285,416,252,308,294,61,2593
UCL314016,263,330,370,381,320,289,187,591,48,2775
UCL314017,335,546,1001,286,409,209,909,376,54,4130
UCL314018,469,625,531,317,515,294,184,218,46,3198
UCL314019,381,560,580,349,482,287,308,371,42,3373
UCL314020,278,384,573,414,421,393,277,393,51,3182
UCL314021,456,775,409,348,342,275,106,264,52,3025
UCL314022,419,651,912,413,464,332,546,488,67,4300
UCL315001,108,186,220,126,171,94,75,78,10,1081
UCL315002,39,80,81,59,48,29,58,53,4,456
UCL315003,19,36,37,55,18,8,13,29,13,229
UCL315004,45,82,53,93,38,35,32,45,5,425
UCL315005,100,139,179,128,131,140,120,171,14,1115
UCL315006,156,224,482,131,203,109,655,264,30,2250
UCL315007,89,144,123,125,107,86,72,210,12,969
UCL315008,75,107,135,136,98,104,70,163,17,909
UCL315009,26,38,32,30,25,21,19,28,7,227
UCL315010,93,156,340,121,145,131,224,189,15,1426
UCL315011,43,68,91,57,58,47,48,76,5,486
UCL315012,51,49,59,55,32,42,35,92,3,417
UCL315013,97,123,199,110,145,114,122,101,14,1027
UCL315014,133,147,236,122,175,97,130,141,15,1195
UCL315015,183,230,177,171,158,109,75,280,14,1395
UCL315016,8,14,9,47,20,0,6,26,0,127
UCL315017,58,51,58,47,35,52,40,78,5,416
UCL315018,95,115,193,81,76,56,192,83,15,900
UCL315019,49,43,54,40,39,18,33,61,4,347
UCL315020,112,148,147,86,152,64,190,131,16,1049
UCL315021,20,40,75,36,46,33,100,65,10,433
UCL315022,74,150,78,94,79,58,44,93,19,683
UCL315023,37,52,102,72,64,78,57,101,11,579
UCL315024,97,147,171,162,133,156,79,169,20,1131
UCL315025,31,58,84,72,64,35,43,82,5,480
UCL315026,45,30,64,65,57,37,55,60,7,423
UCL315027,103,195,165,112,132,81,59,54,13,917
UCL315028,21,38,24,82,32,15,10,43,12,279
UCL315029,39,102,229,66,96,44,318,122,11,1022
UCL315030,166,223,269,213,197,152,199,183,31,1634
UCL315031,93,142,172,166,141,106,118,148,21,1117
UCL315032,74,82,68,97,74,49,52,186,15,696
UCL315033,177,242,272,188,189,172,134,184,15,1582
UCL315034,66,54,110,85,86,62,79,74,5,629
UCL315035,106,150,202,98,167,90,86,109,12,1017
UCL315036,22,56,45,87,27,16,14,42,5,314
UCL315037,171,72,186,223,69,59,31,204,9,1019
UCL315038,30,65,128,45,62,47,100,77,18,576
UCL315039,152,126,165,138,134,102,142,224,20,1208
UCL315040,17,21,34,46,14,27,26,35,8,220
UCL315041,163,211,284,215,202,159,200,222,28,1684
UCL315042,122,94,165,82,150,70,80,103,14,881
UCL315043,203,227,374,218,353,190,210,253,34,2053
UCL315044,208,220,356,248,264,181,261,248,30,2015
UCL315045,57,56,117,75,55,29,64,298,10,760
UCL315046,57,52,154,99,86,66,90,122,4,740
UCL315047,40,69,104,81,65,51,53,93,8,559
UCL315048,130,214,124,121,107,91,37,95,18,924
UCL315049,80,101,153,149,92,105,118,184,25,1012
UCL315050,134,214,333,177,159,216,155,261,26,1667
UCL315051,120,129,240,90,214,111,125,120,22,1170
UCL315052,160,271,211,174,196,138,83,156,29,1422
UCL315053,107,93,206,151,128,116,160,230,19,1209
UCL315054,44,81,107,77,57,75,53,104,25,634
UCL315055,63,98,95,80,69,67,52,97,10,620
UCL315056,97,265,148,137,91,95,45,106,11,992
UCL315057,72,101,277,90,125,82,179,117,12,1067
UCL315058,78,135,112,85,78,84,37,66,5,680
UCL315059,115,142,234,118,185,68,113,94,14,1082
UCL315060,53,105,217,62,65,51,281,76,6,907
UCL315061,50,48,79,66,49,50,53,52,7,462
UCL315062,64,37,97,60,60,43,78,149,12,595
UCL315063,58,44,56,45,27,31,43,62,8,378
UCL315064,143,217,273,193,195,129,92,140,14,1393
UCL315065,76,81,81,78,74,67,63,111,3,626
UCL315066,51,95,121,95,66,74,59,107,15,685
UCL315067,43,54,86,92,53,66,81,119,14,592
UCL315068,45,75,145,49,61,56,176,79,11,701
UCL315069,34,54,79,50,52,42,59,41,7,407
UCL315070,65,34,42,52,31,41,37,219,13,533
UCL315071,54,98,79,121,61,51,45,101,12,626
UCL315072,74,115,128,112,71,89,100,172,18,871
UCL315073,59,89,66,60,44,41,21,59,9,439
UCL315074,124,114,238,198,157,126,182,580,25,1742
UCL315075,30,85,49,155,55,16,22,73,15,487
UCL315076,179,346,321,205,275,203,115,182,15,1823
UCL315077,128,118,245,90,129,95,120,235,13,1159
UCL315078,76,123,118,110,80,54,59,89,6,722
UCL315079,376,235,332,383,206,271,65,351,32,2257
UCL315080,138,148,243,171,130,160,174,197,19,1383
UCL315081,67,51,68,63,32,56,29,56,11,435
UCL315082,63,68,122,62,87,61,48,38,4,557
UCL315083,38,74,66,75,68,58,47,61,7,492
UCL315084,60,89,144,116,93,93,93,139,10,839
UCL315085,55,74,89,100,68,70,52,100,11,626
UCL315086,181,322,114,130,178,95,23,51,11,1101
UCL315087,72,90,241,115,123,119,251,232,23,1257
UCL315088,128,170,157,128,142,121,95,155,18,1113
UCL315089,229,220,232,233,185,185,116,346,29,1765
UCL315090,127,255,139,191,187,54,30,125,39,1147
UCL315091,43,59,142,33,49,18,102,35,12,498
UCL315092,55,57,59,58,46,46,20,75,17,428
UCL315093,32,36,38,31,28,35,44,57,3,301
UCL315094,63,98,82,81,68,62,53,78,11,587
UCL315095,129,68,116,70,60,67,86,376,20,992
UCL315096,124,194,415,116,229,139,219,136,4,1584
UCL315097,52,71,122,79,73,61,68,89,9,621
UCL315098,150,300,542,176,195,93,517,162,25,2152
UCL315099,181,264,330,171,281,179,146,171,18,1745
UCL315100,57,57,102,63,87,50,65,64,14,564
UCL315101,73,141,169,92,121,77,57,89,4,842
