UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL221069,3,3,8,6,13,22,13,34,0,88,8,12,18,28,28,25,7,19,0,138,4,6,7,8,37,54,21,23,0,160,10,20,11,21,12,6,3,9,0,102,0,13,13,18,27,11,5,3,0,91,3,17,3,9,14,4,5,0,0,55,0,3,3,11,10,10,4,23,4,64,0,17,16,8,15,10,7,11,4,91,0,0,3,0,0,3,0,0,6,11,28,99,82,111,160,144,62,118,13,806
UCL221070,0,3,0,5,3,5,0,7,0,25,4,4,9,8,4,3,4,10,0,52,6,8,3,5,10,15,3,3,0,52,4,3,5,6,3,3,6,0,0,26,3,0,3,12,6,3,3,0,0,30,3,15,3,0,4,0,0,3,0,31,3,3,4,3,7,8,9,7,0,41,7,22,10,4,7,11,0,8,0,65,0,0,0,0,0,0,0,0,0,4,27,56,34,40,45,54,26,38,3,329
UCL221071,0,0,3,0,3,6,5,6,0,23,0,4,16,4,3,7,3,3,0,47,3,0,3,0,16,6,15,12,0,49,0,3,6,3,0,3,0,8,0,27,0,6,10,3,7,4,0,3,0,31,0,15,0,0,0,3,0,0,0,21,0,0,0,0,7,4,5,4,0,17,4,4,0,3,3,3,0,0,0,16,0,0,0,0,3,0,0,0,0,7,18,29,38,16,37,39,28,37,0,243
UCL221072,0,0,3,4,3,6,0,9,0,27,3,6,7,9,9,15,3,4,3,61,3,4,3,0,7,9,3,4,0,40,0,8,11,9,3,0,0,3,0,38,3,0,7,4,4,4,3,0,0,30,0,6,3,3,0,3,0,3,0,26,0,0,0,0,0,3,4,0,0,12,0,11,6,7,7,3,0,6,0,42,0,0,0,0,0,0,0,0,3,14,15,47,40,44,41,46,18,36,6,292
UCL221073,4,4,4,6,3,4,3,18,0,42,3,11,14,7,6,7,3,0,0,54,4,0,4,8,11,17,0,3,0,50,0,12,6,6,0,0,0,0,0,32,0,0,7,5,4,3,0,0,0,26,0,3,5,3,6,0,3,0,0,26,3,0,0,0,0,0,0,0,0,10,0,4,3,4,3,3,0,0,0,13,0,3,0,0,0,0,0,0,3,7,18,41,43,40,38,39,7,33,9,262
UCL221074,0,0,0,4,9,6,3,8,0,24,3,0,3,8,0,4,3,4,0,39,0,6,3,6,6,9,7,5,0,43,0,13,3,3,3,0,3,4,0,28,0,6,3,3,0,3,0,0,0,23,0,5,8,0,3,0,0,3,0,20,0,0,0,0,3,0,0,3,0,7,0,10,3,3,3,4,0,0,0,28,0,0,0,0,0,0,0,0,0,3,12,45,28,26,27,31,21,24,0,215
UCL221075,0,3,0,0,3,11,4,10,0,29,0,3,7,10,15,14,3,4,0,50,3,3,0,8,5,6,4,3,0,36,3,10,6,9,3,6,0,0,0,39,0,3,3,0,3,7,0,0,0,17,0,7,0,0,3,0,3,0,0,18,0,0,0,0,3,4,0,0,0,12,0,16,3,3,4,3,4,0,0,32,0,0,0,0,0,0,0,0,0,4,12,46,17,29,34,42,19,22,0,230
UCL221076,0,0,0,0,0,3,0,3,0,18,0,3,3,3,3,8,3,6,0,22,0,8,4,3,15,11,4,8,4,59,0,3,3,4,3,0,0,0,0,13,0,3,3,3,19,4,0,0,0,36,0,3,3,3,3,3,3,0,0,20,4,0,0,0,11,10,3,4,0,25,0,5,3,4,7,9,4,5,0,38,0,0,0,0,0,0,0,3,4,11,8,27,22,24,61,52,19,29,6,243
UCL221077,0,0,0,3,4,3,0,11,0,27,0,0,0,6,0,3,0,0,0,11,0,3,0,0,3,6,0,4,0,24,4,0,5,4,3,0,0,0,0,19,0,3,0,3,11,7,0,0,0,25,0,9,0,0,0,0,0,0,0,16,0,0,6,0,4,0,0,5,0,12,0,8,0,0,0,0,3,5,0,21,0,0,0,0,0,0,0,0,3,8,11,29,18,19,29,21,6,25,4,163
UCL221078,4,0,0,3,0,8,4,9,0,30,3,0,4,4,4,6,4,10,0,41,0,0,5,8,9,11,3,7,0,39,0,4,6,0,3,0,0,3,0,21,3,4,6,6,7,5,3,0,0,38,0,7,0,5,4,0,0,0,0,17,0,0,0,7,7,4,0,4,0,26,4,3,6,0,10,0,0,3,0,26,0,0,0,0,0,3,0,0,0,10,14,22,28,31,47,42,19,34,3,242
UCL221079,0,0,3,3,3,3,3,21,0,41,3,9,3,8,12,15,4,7,0,71,5,7,7,3,24,17,6,9,0,76,0,8,5,10,9,9,10,11,0,60,0,3,7,7,9,10,0,5,0,47,0,12,3,8,4,0,0,3,0,38,0,0,0,3,5,10,3,10,0,28,3,18,6,10,3,3,3,10,0,63,0,3,0,0,0,0,0,0,3,9,15,65,41,45,75,73,37,64,8,426
UCL221080,0,3,0,5,3,5,0,29,0,39,0,3,3,7,5,0,5,3,0,24,0,4,0,3,3,6,0,5,0,27,4,5,5,3,0,0,0,0,0,20,0,0,5,0,3,0,0,0,0,15,0,12,3,9,0,0,0,0,0,21,0,0,0,0,9,0,0,3,0,18,0,10,3,4,3,8,0,0,0,24,0,0,0,0,0,0,0,0,0,3,7,29,20,29,21,29,7,47,3,194
UCL221081,0,4,7,0,12,15,9,18,0,64,9,15,14,22,24,23,11,14,0,132,3,7,9,5,9,11,10,8,0,59,4,13,10,9,6,3,0,3,0,47,0,8,10,10,10,7,0,3,0,44,3,10,0,0,3,0,0,0,0,20,0,0,0,0,4,3,3,3,0,14,4,10,4,3,3,3,3,4,0,40,0,0,0,0,0,3,0,0,0,5,19,65,53,44,75,73,41,54,3,429
UCL221082,3,0,0,3,0,6,0,10,0,29,3,0,3,3,9,3,3,6,0,28,0,3,0,0,10,17,8,6,0,60,4,7,8,9,8,3,0,0,0,38,3,3,8,6,12,3,3,0,0,34,0,7,5,3,5,0,0,0,0,15,0,0,3,0,8,3,3,13,0,29,3,5,5,6,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,7,19,26,31,35,53,39,22,42,7,265
UCL222001,0,0,0,0,3,5,3,9,0,25,0,0,3,5,3,8,5,11,0,38,0,4,0,4,4,8,0,3,0,31,0,3,4,0,3,6,0,3,0,16,0,3,0,3,5,3,0,0,0,18,0,6,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,20,17,21,23,32,8,30,3,156
UCL222002,0,8,4,3,8,3,4,14,0,43,0,3,4,12,7,10,4,8,0,49,0,0,6,0,3,4,0,3,0,26,0,4,3,3,0,0,0,0,0,13,0,5,3,3,0,3,3,0,0,19,0,0,7,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,8,29,28,23,21,28,11,32,0,178
UCL222003,0,0,0,0,0,4,3,6,0,17,3,0,0,0,0,7,0,0,0,12,0,0,0,3,4,3,3,0,0,18,0,6,3,3,0,3,0,0,0,23,3,0,0,3,3,4,0,0,0,16,0,7,0,0,3,0,0,0,0,22,0,0,0,0,0,3,0,3,0,9,0,3,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,3,8,19,17,19,16,20,12,12,3,127
UCL222004,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,15
UCL222005,0,0,0,6,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,3,4,0,15,0,0,4,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,5,3,0,3,0,15,0,3,5,7,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,8,13,10,16,10,4,18,0,87
UCL222006,0,0,0,0,3,4,3,7,0,25,3,3,3,5,8,7,0,10,0,30,3,0,0,0,7,11,3,3,5,35,0,3,3,3,5,0,0,0,0,19,0,0,5,4,5,6,3,0,0,33,0,4,3,0,5,0,3,0,0,16,0,0,0,0,0,3,0,0,0,4,0,8,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,9,19,14,19,31,43,12,25,8,177
UCL222007,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,0,3,0,16,0,0,0,0,3,5,4,4,0,14,0,5,0,0,0,0,0,4,0,10,0,0,3,3,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,3,5,4,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,3,3,5,11,14,8,10,14,17,16,0,89
UCL222008,0,0,0,0,3,0,3,3,0,19,4,5,5,5,4,9,0,3,0,29,0,0,4,3,6,3,0,3,0,16,0,6,3,3,3,0,0,0,0,20,0,0,0,3,3,6,0,4,0,15,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,3,9,0,3,0,3,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,3,10,20,9,19,21,25,7,18,3,125
UCL222009,0,0,0,0,0,9,0,11,0,23,0,0,0,3,0,0,0,0,0,13,0,0,0,0,3,3,4,4,0,15,0,3,0,5,0,5,0,0,0,18,0,3,3,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,9,0,0,3,0,5,4,0,3,0,13,0,6,0,0,4,0,3,3,3,19,3,0,0,0,0,0,0,0,0,0,10,11,12,12,17,28,13,28,3,123
UCL222010,0,3,0,0,0,4,4,9,0,20,0,6,5,3,5,5,0,5,0,21,0,0,0,3,7,13,3,5,0,32,0,4,3,0,4,3,0,0,0,11,0,5,3,5,7,4,0,3,0,28,0,3,5,3,3,3,0,0,0,17,0,0,0,4,3,5,0,0,0,16,0,0,0,3,0,3,0,6,0,14,0,0,0,0,4,0,0,0,0,9,5,21,16,19,34,37,11,27,8,176
UCL222011,0,0,0,3,4,5,11,3,0,23,0,7,0,7,0,4,0,5,0,30,0,0,8,3,4,8,3,4,0,25,6,5,3,0,5,0,0,3,0,22,0,4,6,3,4,0,0,0,0,22,0,0,0,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,0,12,0,3,4,3,3,7,0,3,0,23,0,0,0,0,0,0,0,0,0,0,7,25,26,17,25,25,18,21,5,175
UCL222012,0,0,0,0,4,8,3,5,0,26,0,5,0,3,0,8,7,0,0,25,0,4,0,0,3,10,3,6,0,24,3,0,3,0,0,0,0,3,0,10,0,4,0,9,0,0,0,3,0,17,0,0,5,4,0,0,0,3,0,15,0,0,0,0,0,0,0,4,0,9,0,3,7,0,4,5,3,0,4,17,0,0,0,0,0,0,0,0,0,4,12,17,18,15,13,29,16,28,4,147
UCL222013,0,0,0,0,0,0,4,5,0,7,0,0,3,3,0,0,0,0,0,10,0,4,3,0,9,4,0,4,0,27,0,0,0,0,0,0,0,0,0,6,0,3,5,3,0,0,0,0,0,12,0,0,0,3,0,4,0,0,0,10,0,0,0,0,3,0,0,9,0,17,0,6,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,12,13,7,15,14,10,19,0,98
UCL222014,0,0,0,4,0,3,3,9,0,25,3,3,9,6,3,3,10,3,0,42,0,5,4,0,5,7,7,4,0,35,0,8,3,5,3,0,0,0,0,20,0,8,4,5,4,5,0,0,0,31,0,3,3,3,0,3,0,0,0,14,0,0,0,0,3,0,0,0,0,6,0,3,3,3,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,7,30,20,22,17,31,18,22,5,187
UCL222015,0,3,0,3,3,4,3,7,0,24,0,0,4,0,7,3,5,8,0,27,0,4,3,8,6,9,9,4,0,49,0,7,3,9,3,0,0,0,4,22,0,0,3,7,13,8,3,3,0,36,0,14,0,0,0,0,0,3,0,19,0,3,0,0,13,0,0,12,0,31,3,3,3,5,7,9,4,3,0,29,0,0,0,0,3,0,0,0,0,3,14,27,11,30,56,38,24,41,8,247
UCL222016,6,0,0,0,0,3,9,8,0,15,0,3,4,3,7,5,0,3,0,21,0,0,0,6,13,20,6,10,0,45,0,0,0,3,5,0,3,3,3,22,0,3,0,6,4,5,0,3,0,22,3,3,4,4,0,0,0,0,0,18,3,0,0,0,6,7,3,7,0,25,0,9,3,0,3,0,3,3,0,23,0,0,0,0,0,0,0,0,0,3,11,18,13,15,40,41,21,30,9,199
UCL222017,0,3,0,0,0,9,3,10,0,21,0,3,0,3,3,3,3,3,0,19,0,3,0,0,9,6,8,6,0,36,0,6,7,3,3,0,3,0,0,26,0,5,4,3,9,3,0,0,0,22,0,6,3,7,7,0,3,0,0,23,0,0,0,3,0,6,3,3,0,16,7,6,3,3,9,5,4,3,3,41,0,0,0,0,0,0,0,0,3,3,15,28,19,23,40,30,27,21,3,218
UCL222018,0,0,0,0,3,0,7,7,0,21,0,3,8,3,3,3,0,4,0,26,3,3,3,4,12,11,0,4,0,37,0,8,3,3,6,3,0,0,0,22,0,0,3,0,3,4,0,3,0,14,0,3,5,3,7,0,0,0,0,19,0,0,0,3,3,3,0,6,0,20,0,4,4,0,4,4,4,0,0,24,0,0,0,0,0,0,0,0,0,0,4,20,25,22,36,25,9,32,0,177
UCL222019,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,0,0,3,0,9,0,0,3,3,0,0,4,0,0,12,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,17,0,6,0,0,3,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,7,6,10,13,15,12,17,0,84
UCL222020,0,5,0,0,0,3,0,9,0,14,0,0,6,0,3,0,0,0,0,8,0,3,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,14,11,4,4,8,8,13,8,72
UCL222021,0,3,3,3,0,0,0,6,0,23,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,3,0,6,0,4,0,3,4,0,3,3,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,7,4,0,3,21,0,0,0,0,0,0,0,0,0,0,4,9,4,15,10,17,10,18,3,95
UCL222022,3,4,3,3,0,3,0,4,0,21,0,5,0,11,5,0,3,0,0,20,0,3,5,6,4,10,4,9,0,40,3,3,0,0,0,3,0,3,0,16,4,0,3,11,4,3,0,3,0,33,0,9,6,4,3,0,0,0,0,18,0,0,0,5,6,0,0,4,0,17,0,4,4,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10,25,17,36,30,29,11,25,3,188
UCL222023,0,0,0,0,3,0,3,4,0,18,3,0,3,0,8,5,0,0,0,18,0,0,0,3,7,8,4,3,0,16,0,3,0,3,0,4,0,0,0,13,0,7,6,0,3,0,0,0,0,12,0,3,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,0,3,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,7,7,12,14,24,18,8,12,0,109
UCL222024,0,4,0,0,0,4,0,3,0,15,0,0,3,3,0,5,0,0,0,16,0,3,0,0,8,5,3,0,0,21,3,0,0,0,7,0,0,4,0,15,0,0,0,0,0,3,3,0,0,6,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,3,0,4,0,9,0,5,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,15,15,3,16,25,10,17,0,105
UCL222025,0,0,0,3,4,0,4,4,0,12,0,8,3,7,12,3,3,0,0,39,0,3,0,0,4,16,8,4,0,39,0,0,3,8,7,4,0,0,0,21,0,3,7,6,3,3,3,3,0,25,0,10,3,0,3,0,0,3,0,26,0,0,0,0,3,4,3,5,0,19,0,5,4,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,4,24,23,33,37,33,19,19,3,199
UCL222026,0,0,0,0,0,4,3,23,0,38,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,3,0,10,0,17,0,0,0,5,11,3,0,5,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,3,0,9,0,0,0,3,4,0,5,7,0,13,0,3,0,9,4,3,5,5,0,27,0,0,0,0,0,0,0,0,0,0,4,5,5,17,28,19,19,54,3,151
UCL222027,0,0,0,4,0,0,0,3,0,13,0,0,4,0,0,0,0,0,0,14,0,0,3,0,0,3,0,5,0,7,0,3,6,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,3,13,18,8,6,7,4,14,6,76
UCL222028,0,0,0,0,0,5,0,7,0,11,3,4,3,3,3,6,4,4,0,32,0,0,0,3,3,7,0,3,0,14,3,3,4,6,3,9,0,3,0,27,3,3,0,0,8,4,3,0,0,17,0,5,6,3,3,3,0,0,0,21,0,0,0,0,0,3,0,3,0,7,0,3,5,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,8,23,19,20,25,25,13,20,0,152
UCL222029,0,0,0,3,3,0,3,3,0,18,0,3,4,0,7,0,0,3,0,23,0,6,0,0,3,9,0,0,0,26,0,3,3,4,0,0,4,0,0,16,0,0,0,3,3,0,0,0,0,11,0,0,3,0,3,0,0,3,0,13,0,0,0,0,0,3,3,4,0,15,0,4,3,8,8,3,0,4,0,31,0,0,0,0,0,0,0,0,0,0,4,19,19,13,29,21,17,21,3,147
UCL222030,0,3,0,3,0,0,3,3,0,15,3,0,0,0,0,0,4,3,0,17,0,3,0,0,3,3,0,0,0,12,0,0,3,3,3,0,3,0,0,12,0,0,0,0,4,0,4,0,0,17,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,3,0,3,0,4,0,3,0,0,4,4,0,3,0,18,0,0,0,0,0,0,0,0,3,3,9,18,9,12,18,13,12,10,7,110
UCL222031,0,0,0,4,3,0,3,7,0,23,0,0,0,0,3,0,4,0,0,12,0,6,0,0,4,9,0,10,0,26,0,3,3,5,0,0,0,0,0,9,0,3,3,3,7,0,0,3,0,13,0,3,0,3,0,0,3,0,0,15,0,0,0,0,0,3,0,6,0,10,0,3,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,6,18,15,17,18,18,6,26,0,118
UCL222032,0,0,0,3,0,4,0,5,0,21,4,0,4,4,7,9,3,0,0,29,0,3,9,4,8,11,3,10,0,49,3,0,3,3,4,3,0,6,0,29,0,0,3,5,7,3,0,4,0,22,0,7,3,0,3,0,0,0,0,17,0,3,0,3,3,0,0,8,0,19,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,8,19,26,19,31,33,20,30,8,196
UCL222033,0,0,0,0,0,0,4,8,0,15,0,0,0,0,0,0,0,5,0,11,0,0,0,3,0,0,0,0,0,4,0,3,4,8,3,0,0,0,3,19,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,8,4,9,13,6,3,18,3,70
UCL222034,0,0,0,0,0,0,0,5,0,10,0,3,4,3,5,4,0,0,0,18,0,0,0,0,7,6,3,0,0,16,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,10,13,9,8,14,8,8,3,75
UCL222035,0,0,4,0,0,3,0,7,0,22,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,12,0,0,3,4,0,0,0,0,0,7,0,3,7,0,0,0,0,0,0,18,0,3,0,5,0,0,3,0,0,12,0,0,0,0,3,4,0,3,0,13,3,3,3,0,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,6,13,14,10,11,16,7,18,8,104
UCL222036,0,0,0,0,8,12,4,27,0,47,0,3,3,7,8,3,3,8,0,36,3,0,0,3,4,3,0,3,0,18,0,8,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,11,20,12,20,25,22,7,41,0,162
UCL222037,0,3,3,0,0,3,8,15,0,31,0,3,0,4,0,0,3,3,0,14,0,0,0,0,3,6,0,11,0,22,0,3,5,9,0,3,3,0,0,21,0,4,3,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,7,3,4,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,22,13,14,8,19,15,26,3,122
UCL222038,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,4,0,3,0,7,3,0,0,0,21,3,0,3,3,0,0,0,0,0,14,0,0,0,0,4,3,0,0,0,12,0,4,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,8,3,0,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,8,4,16,15,23,12,9,4,0,84
UCL222039,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,7,0,0,3,0,7,0,0,0,0,11,3,3,0,6,0,4,0,0,0,16,0,3,0,0,3,0,0,0,0,13,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,5,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,19,10,8,19,10,3,8,0,77
UCL222040,0,0,0,0,0,5,0,4,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,5,0,0,5,0,3,0,3,21,0,0,0,0,0,0,0,0,0,3,3,16,11,3,5,12,4,5,10,70
UCL222041,0,0,0,0,3,0,4,4,0,12,0,0,0,0,3,4,4,0,0,11,0,0,0,0,3,4,0,0,0,7,0,0,0,5,3,3,0,0,0,10,3,0,3,4,3,3,4,0,0,17,0,6,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,3,0,5,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,17,4,18,18,21,12,11,0,109
UCL222042,0,0,0,0,3,3,0,6,0,15,3,3,3,0,3,0,4,5,0,27,0,0,6,0,7,9,0,3,0,20,0,3,3,10,0,0,0,0,0,19,0,0,0,4,0,0,0,3,0,7,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,3,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,14,17,14,14,22,8,21,0,111
UCL222043,3,0,0,0,3,8,0,7,0,21,0,0,4,0,5,4,0,4,0,24,0,0,0,5,5,8,4,7,0,33,0,5,0,7,4,0,0,0,0,15,0,0,3,7,5,6,0,0,0,25,0,4,3,0,3,0,0,0,0,13,0,0,0,0,0,3,0,4,0,13,0,5,0,3,3,7,3,3,0,22,0,0,0,0,0,0,0,0,0,4,14,11,14,24,30,34,17,26,0,156
UCL222044,0,0,0,0,3,3,0,5,0,19,3,5,3,7,4,3,3,0,0,24,0,0,3,3,3,9,0,3,0,27,0,4,4,0,0,0,0,0,0,12,3,0,4,3,3,4,0,0,0,17,0,4,3,0,4,0,0,5,0,14,0,0,0,0,0,0,3,0,0,8,0,0,0,3,4,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,9,15,17,16,17,27,15,16,0,133
UCL222045,0,0,0,0,3,4,0,9,0,18,3,3,3,3,0,0,0,0,0,14,0,0,3,3,8,3,0,0,0,23,0,7,0,0,7,3,0,0,0,19,0,3,0,0,0,3,0,3,0,12,0,0,4,3,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,7,0,4,0,0,4,4,0,3,3,16,0,0,0,0,0,0,0,0,0,4,9,18,12,21,21,13,7,23,9,125
UCL222046,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,3,3,5,0,0,0,13,0,3,0,0,0,3,0,0,0,10,0,3,0,4,0,0,0,0,0,12,0,0,3,4,0,0,0,0,0,9,0,0,3,0,0,0,3,7,0,15,0,3,3,4,0,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,3,7,11,13,15,19,9,18,0,93
UCL222047,0,0,3,0,5,3,8,14,0,31,0,0,4,3,0,8,3,0,0,19,0,3,3,3,4,9,4,8,0,32,0,7,0,6,0,0,0,0,0,15,0,0,3,3,12,0,0,0,0,23,0,4,0,3,3,0,3,0,0,20,0,0,0,0,0,7,3,10,0,18,0,11,0,6,6,7,0,4,0,42,0,0,0,0,3,0,0,0,0,4,9,26,15,26,41,39,15,30,0,200
UCL222048,0,0,0,0,3,0,0,4,0,9,5,0,0,4,0,0,0,6,0,16,0,0,3,3,3,10,0,3,0,23,0,0,4,0,4,4,0,0,0,13,0,7,3,5,0,0,3,0,0,21,0,6,0,0,0,3,0,0,0,14,0,0,0,5,0,3,0,0,0,11,0,4,0,4,6,4,3,3,0,20,0,0,0,0,0,0,0,0,0,5,9,17,15,22,15,20,8,18,3,137
UCL222049,0,0,0,0,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,4,0,17,0,5,0,6,5,3,3,0,3,24,0,0,0,0,0,0,0,0,0,0,5,13,9,15,16,18,4,11,4,94
