UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL222050,0,0,0,3,0,4,0,0,0,8,0,3,0,0,3,3,3,0,0,19,0,5,0,3,4,5,6,10,0,33,0,0,4,0,0,0,3,0,0,13,0,7,3,7,6,3,3,3,0,27,0,6,3,5,0,0,0,0,0,11,0,0,3,0,6,4,0,3,0,12,0,3,3,0,0,3,0,4,0,17,3,0,0,0,0,0,0,0,0,3,9,23,16,16,17,24,17,18,0,145
UCL222051,0,0,0,0,3,7,3,0,0,12,0,0,0,3,6,3,0,3,0,13,0,4,0,0,0,4,3,3,0,20,0,3,3,3,3,4,0,3,0,19,0,0,0,3,0,6,0,0,0,7,0,10,0,0,0,0,0,0,3,14,0,0,0,4,0,3,4,0,0,15,0,3,3,3,5,6,4,4,5,28,0,0,0,0,0,0,0,0,0,4,6,24,9,16,20,32,12,16,8,140
UCL222052,0,0,0,0,0,3,0,3,0,8,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,10,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,8,0,3,3,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,8,6,8,12,7,10,3,9,0,70
UCL222053,0,0,0,0,0,4,3,10,0,16,4,0,0,0,0,4,0,3,0,15,0,0,0,0,3,0,0,0,0,9,0,4,5,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,6,0,5,0,15,0,5,0,4,6,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,4,14,13,11,14,17,3,16,0,94
UCL222054,3,0,0,0,5,3,0,6,0,18,3,0,5,0,3,0,0,0,0,12,0,0,5,3,8,4,3,0,0,21,0,7,3,0,0,5,0,3,0,9,0,0,3,4,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,7,19,17,9,18,11,4,14,0,101
UCL222055,0,0,0,3,4,9,4,10,0,33,0,6,4,10,6,6,4,11,0,53,0,0,0,0,0,3,0,4,0,12,0,4,3,3,3,0,0,0,0,22,0,7,4,0,6,3,0,0,0,17,0,0,4,3,3,0,0,0,0,16,0,0,0,0,3,3,0,0,0,7,0,3,0,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,7,4,23,15,22,23,30,16,33,4,174
UCL222056,3,0,0,0,0,3,8,6,0,20,0,3,3,3,4,0,0,0,0,19,5,0,3,3,3,0,3,5,0,17,0,4,0,3,0,3,0,0,0,20,0,0,4,0,0,0,0,0,0,12,0,4,3,0,0,4,0,5,0,21,0,0,0,0,0,0,0,0,0,3,0,4,5,8,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,10,23,22,18,16,13,16,19,4,137
UCL222057,0,0,6,3,4,3,0,20,0,29,0,0,0,5,12,3,0,0,0,22,0,8,0,3,10,8,9,5,0,44,0,4,3,0,0,0,0,4,0,16,0,4,3,0,6,0,0,0,0,20,0,13,4,3,4,3,0,6,0,29,0,0,0,4,3,3,3,3,0,16,0,11,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,5,4,6,38,19,23,31,30,16,44,5,213
UCL222058,0,0,0,0,0,3,0,9,0,16,0,3,3,5,0,0,3,6,0,25,0,4,0,0,8,3,5,5,0,25,3,9,3,5,3,0,0,0,0,23,0,0,0,5,4,3,0,0,0,12,0,0,4,0,0,0,0,0,0,6,0,0,0,0,4,6,0,10,0,22,0,4,3,0,8,3,0,0,0,19,0,0,0,0,3,0,0,5,0,9,3,22,22,17,27,22,8,29,5,155
UCL222059,0,0,0,0,3,0,0,9,0,18,0,3,0,9,0,3,0,0,0,17,0,3,0,0,3,15,6,3,0,25,0,0,8,7,3,4,0,0,0,25,0,3,0,0,3,0,0,0,0,13,0,6,4,4,3,0,0,0,0,17,3,0,0,0,3,3,0,4,0,12,0,4,0,3,9,12,5,7,0,40,0,0,0,0,0,0,0,0,0,3,6,15,16,21,28,41,15,21,0,171
UCL222060,3,0,3,0,3,0,4,5,0,18,3,3,4,0,3,0,0,0,0,16,0,0,0,3,4,0,0,3,0,14,0,4,3,3,4,0,0,0,0,16,0,4,0,0,3,4,0,0,0,18,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,10,17,13,9,19,19,12,14,0,120
UCL222061,0,0,0,6,0,3,0,14,0,20,0,0,0,0,0,3,3,0,0,12,0,3,4,0,3,0,0,4,0,14,0,0,4,3,0,4,0,0,0,20,0,0,7,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,3,4,0,3,0,0,3,0,9,3,6,0,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,9,13,14,17,14,13,5,22,0,111
UCL222062,0,0,0,3,6,4,0,4,0,19,0,3,0,0,3,5,4,4,0,19,0,0,0,0,0,3,0,9,0,14,3,0,3,7,4,3,0,8,0,29,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,3,3,0,0,7,0,0,0,0,3,0,3,6,0,8,0,0,0,0,0,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,3,3,3,13,23,17,14,41,3,125
UCL222063,0,0,0,0,3,0,0,0,0,9,0,0,5,3,4,0,0,0,0,23,0,0,0,0,3,4,3,7,0,16,0,0,4,0,0,3,0,0,0,11,0,0,3,0,9,3,3,0,0,21,0,4,4,4,0,4,0,0,0,16,0,0,0,0,0,0,3,3,0,12,0,6,0,3,4,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,14,17,10,27,24,13,13,3,119
UCL222064,0,0,0,0,0,0,0,6,0,10,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,3,0,3,0,7,0,0,0,0,7,0,7,0,0,13,0,0,0,3,0,0,0,3,0,9,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,5,0,0,9,0,0,0,3,7,7,4,5,0,26,0,0,0,0,0,0,0,0,0,3,3,3,3,9,20,16,23,22,0,95
UCL222065,0,0,0,0,0,0,3,3,0,9,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,9,12,5,7,18,11,9,7,3,80
UCL222066,0,3,0,0,0,3,3,11,0,21,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,3,4,3,4,5,0,15,0,0,0,3,0,8,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,16,8,9,6,18,13,20,0,85
UCL222067,0,0,0,3,0,6,0,0,0,9,0,0,3,3,0,0,5,5,0,17,0,0,0,3,11,5,6,6,0,35,0,5,0,0,0,0,0,3,0,13,0,0,4,0,0,5,0,0,0,13,0,5,0,0,0,0,0,0,0,5,0,3,0,4,5,5,0,9,0,22,0,11,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,20,15,18,14,22,15,25,0,124
UCL222068,0,0,0,0,0,0,0,9,0,20,4,3,6,8,4,0,7,4,0,34,3,0,0,7,3,12,3,0,0,30,3,4,0,5,8,6,0,3,0,26,0,3,0,3,4,3,0,0,0,12,0,0,0,0,3,8,3,0,0,16,5,0,0,0,3,3,0,3,0,16,0,4,3,7,5,5,0,0,0,24,0,0,0,0,3,0,0,0,0,5,16,18,13,37,28,36,15,23,3,179
UCL222069,3,0,3,3,0,8,5,4,0,19,0,7,3,4,3,5,3,4,0,34,3,3,7,0,3,3,3,11,3,37,0,3,3,0,3,0,3,3,0,13,3,5,0,3,0,7,0,0,0,19,3,9,6,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,12,23,19,17,14,27,11,19,3,162
UCL222070,3,0,0,0,4,9,8,11,0,39,3,3,4,7,10,6,12,5,0,53,0,3,0,3,9,9,3,8,0,40,3,9,6,0,7,8,0,3,0,29,3,4,9,8,8,5,3,0,0,37,0,11,0,6,4,3,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,3,4,0,16,0,0,0,0,0,0,0,0,0,0,13,39,22,23,42,47,26,37,6,253
UCL222071,0,0,0,0,5,0,0,0,0,6,0,0,3,3,0,7,0,0,0,11,0,0,3,0,0,3,5,3,0,24,0,6,3,0,0,0,0,0,0,10,0,0,0,3,3,7,0,0,3,19,0,3,3,0,0,0,3,0,0,10,0,0,3,0,3,0,3,4,0,12,0,6,3,5,6,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,7,16,16,12,21,12,16,11,8,117
UCL222072,0,0,0,0,0,6,0,8,0,16,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,4,5,6,0,20,0,8,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,8,0,5,0,0,0,3,0,5,0,12,0,0,0,0,0,3,4,0,0,6,0,4,3,3,0,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23,9,12,9,20,14,20,4,108
UCL222073,3,0,0,0,0,0,0,8,0,12,0,0,0,5,4,0,0,0,0,11,0,0,0,0,8,8,0,3,0,14,0,3,0,3,0,4,0,3,3,16,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,3,3,17,0,0,0,0,0,0,0,0,0,6,6,6,4,9,20,13,4,16,9,90
UCL222074,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,14,3,0,7,0,0,0,0,0,0,15,0,4,0,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,20,0,0,0,0,0,3,0,3,0,13,0,3,3,3,7,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,14,13,9,21,24,12,13,4,116
UCL222075,3,0,0,0,0,0,3,13,0,19,0,0,0,0,4,0,3,0,0,8,3,0,0,0,4,3,0,3,0,15,0,8,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,3,0,7,0,14,0,3,4,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,5,11,11,4,20,16,11,24,3,110
UCL222076,3,0,0,0,0,4,7,12,0,26,3,3,6,4,6,8,7,5,0,48,0,3,3,0,4,14,3,14,0,41,0,3,0,6,5,3,3,0,0,23,0,0,3,5,5,0,0,0,0,18,0,3,3,0,0,0,0,0,0,7,0,0,3,0,4,0,0,3,0,12,0,5,5,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,5,18,24,27,32,30,21,32,3,189
UCL222077,0,0,0,0,5,0,3,0,0,14,3,3,9,6,4,5,6,0,0,36,0,0,0,0,0,9,7,3,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,3,0,0,0,8,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,3,5,13,13,13,23,30,14,8,3,117
UCL222078,0,3,0,0,3,3,3,11,0,26,0,0,6,0,3,4,0,3,0,22,0,0,3,0,8,3,4,3,0,26,0,3,6,0,3,5,0,0,0,14,0,0,0,3,3,0,0,0,0,20,0,5,0,0,0,0,0,3,0,11,0,0,0,0,8,3,0,3,0,14,0,3,3,0,0,4,0,4,0,19,3,0,0,0,0,0,0,0,0,4,11,23,20,16,28,25,8,30,0,148
UCL222079,0,0,0,0,3,0,3,10,0,17,0,0,4,3,3,0,0,0,0,11,0,0,0,0,3,3,3,3,0,18,0,3,0,3,0,3,0,0,0,12,0,4,3,0,3,4,0,3,0,18,0,7,0,0,0,3,0,3,0,13,0,0,4,0,0,5,3,5,0,26,0,6,4,3,9,4,3,0,0,33,0,0,0,0,0,0,0,0,4,4,3,13,23,11,26,22,14,19,5,150
UCL222080,0,0,0,0,3,3,0,3,0,10,3,0,0,0,0,0,0,5,0,13,0,0,0,6,5,3,3,0,0,10,0,5,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,7,9,10,15,11,6,9,3,75
UCL222081,0,0,3,0,0,9,3,10,0,35,0,3,0,3,3,4,4,7,0,23,0,0,0,0,0,3,3,8,0,20,3,3,0,4,0,3,0,0,4,15,5,0,0,3,3,0,0,0,0,7,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,11,0,3,0,0,3,4,0,22,0,0,0,0,0,0,0,0,0,3,10,24,16,13,14,23,13,28,4,135
UCL222082,0,0,0,0,3,0,0,3,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,4,0,3,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,3,0,16,3,4,0,5,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,10,6,11,16,15,5,9,0,86
UCL222083,0,0,0,0,3,7,0,11,0,20,0,3,0,0,0,3,0,0,0,13,0,0,0,3,4,14,3,5,0,43,6,7,9,3,0,3,0,0,0,22,0,0,6,4,7,3,0,0,0,23,0,5,3,0,0,0,3,0,0,14,0,0,0,0,0,3,8,3,0,26,0,4,4,3,8,3,0,0,0,24,0,0,0,0,0,0,3,0,4,3,5,19,16,19,28,39,17,23,10,183
UCL222084,3,5,0,3,3,5,0,12,0,30,0,0,3,0,0,0,3,3,0,14,0,3,0,0,0,3,0,7,0,19,3,4,4,0,0,0,0,0,0,17,0,3,0,0,5,0,0,0,0,9,0,0,3,4,0,0,0,0,0,4,3,4,0,0,0,0,8,0,0,14,0,3,0,5,4,6,5,4,4,35,0,0,0,0,0,0,0,0,0,3,9,22,8,22,20,22,16,20,8,152
UCL222085,0,0,0,3,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,12,3,12,0,54
UCL222086,0,4,0,8,5,7,3,14,0,40,0,0,3,5,5,8,4,5,0,31,0,0,3,0,0,3,0,3,0,15,0,3,9,6,3,3,0,0,0,24,0,0,0,0,7,0,0,0,0,12,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,16,0,3,3,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,17,22,24,27,30,5,29,0,161
UCL222087,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,15,4,0,3,0,0,0,3,0,0,21,0,0,0,0,3,0,3,0,0,5,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,11,16,14,6,16,9,9,8,0,80
UCL222088,0,0,3,0,0,9,0,11,0,24,3,6,17,5,8,15,4,6,0,65,0,3,0,3,4,3,3,4,0,23,0,8,10,4,5,0,4,3,0,28,3,3,0,6,6,11,0,0,0,29,0,4,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,8,0,5,0,3,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,30,33,21,27,37,16,30,3,206
UCL222089,0,0,4,0,0,4,4,12,0,20,0,0,0,3,0,7,3,0,0,21,0,4,3,9,10,10,3,5,0,41,0,4,8,6,0,3,0,5,0,33,0,5,8,3,4,4,0,3,0,25,0,7,6,3,3,0,0,0,0,31,0,0,0,0,0,3,0,3,0,9,0,4,0,3,3,3,0,0,0,23,0,0,0,0,0,0,0,0,5,5,4,33,29,37,26,30,14,25,4,197
UCL222090,0,4,0,3,3,6,0,4,0,21,0,4,0,0,3,3,3,4,0,18,0,3,3,3,0,4,0,0,0,16,0,4,0,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,3,3,3,23,8,15,17,19,4,13,8,116
UCL222091,0,0,0,0,0,3,0,3,0,10,0,0,3,3,3,3,0,0,0,24,3,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,11,0,0,4,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,8,8,16,6,6,9,3,5,3,71
UCL222092,0,0,0,0,0,0,4,14,0,21,0,0,0,0,0,3,0,0,0,8,0,0,3,0,3,4,0,4,0,15,0,0,0,0,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,4,5,10,8,5,11,14,16,28,0,95
UCL222093,0,0,0,0,0,0,4,4,0,9,3,0,3,4,0,0,3,0,0,12,0,0,0,0,4,10,5,5,0,21,0,0,0,4,0,0,0,0,0,11,0,3,4,0,0,3,0,0,0,14,0,7,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,11,10,8,19,20,14,14,0,100
UCL222094,3,4,3,5,3,6,3,4,0,31,4,7,4,12,7,10,8,7,0,57,0,0,5,4,3,11,7,12,0,44,0,7,0,0,0,0,0,0,0,8,0,9,4,0,0,0,0,3,0,17,0,3,3,0,3,0,0,3,0,10,0,0,0,0,0,0,0,4,0,5,0,4,4,3,0,0,0,0,0,17,0,3,0,0,0,0,0,0,3,7,12,32,25,28,20,30,16,33,3,196
UCL222095,0,3,0,0,0,0,7,4,0,16,3,0,0,0,0,3,0,3,0,14,3,0,0,0,3,8,0,0,0,18,0,3,3,7,0,3,0,0,0,17,0,0,4,3,0,0,0,3,0,7,0,4,5,3,3,0,0,0,0,21,0,0,0,0,0,3,3,4,0,18,0,6,4,3,3,0,3,0,0,20,0,0,0,0,0,3,0,0,0,5,11,22,16,16,9,21,13,24,4,127
UCL222096,0,0,3,0,0,4,3,3,0,10,0,4,3,0,0,3,3,0,0,14,0,3,5,0,5,0,0,3,0,18,0,5,0,5,0,3,0,0,0,14,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,19,19,12,7,14,10,7,0,88
UCL222097,3,0,0,0,0,0,0,3,0,12,0,4,0,0,0,0,3,0,0,13,0,0,0,3,7,3,3,0,0,21,0,0,3,0,5,0,0,0,0,16,0,0,5,4,3,3,0,0,0,10,0,4,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,6,0,4,3,0,10,0,3,0,0,29,0,0,0,0,0,0,0,0,3,3,7,17,14,9,32,11,14,16,4,125
UCL222098,0,0,0,0,5,0,0,6,0,14,0,7,5,3,14,3,3,3,0,42,0,3,4,3,4,14,3,3,0,38,0,7,6,3,4,3,0,0,0,29,0,3,3,6,3,3,4,0,0,30,0,3,3,4,0,0,0,3,0,13,0,0,0,0,0,0,0,7,0,11,4,4,3,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,33,24,24,34,36,12,25,0,193
UCL222099,0,0,4,0,0,3,0,7,0,22,0,0,0,5,0,0,4,3,3,16,0,0,3,3,8,3,8,6,0,30,0,4,4,5,0,3,0,0,3,21,0,0,0,3,5,3,4,3,0,19,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,3,3,0,13,3,9,3,3,10,8,3,5,0,41,0,0,0,0,0,0,0,0,0,0,3,11,13,21,31,30,17,28,9,161
UCL222100,3,0,0,0,0,7,3,5,0,18,0,0,0,5,0,4,4,7,0,22,0,0,4,3,8,12,4,8,0,38,0,9,7,5,5,0,0,0,0,34,0,4,3,0,0,0,0,0,0,16,3,4,0,0,3,0,0,0,0,18,0,0,0,0,0,3,0,0,0,7,0,9,0,0,4,0,0,0,0,14,3,0,0,0,0,0,0,0,0,6,18,33,18,19,30,21,15,17,7,180
UCL222101,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,4,3,0,14,0,0,3,3,3,0,0,0,0,10,0,0,3,0,3,3,0,3,0,16,0,6,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,5,0,4,8,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,13,22,3,15,14,6,13,4,85
UCL222102,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,4,0,15,0,0,0,0,7,3,0,0,0,12,0,3,3,0,0,0,0,3,0,14,0,0,0,0,9,3,0,0,0,12,0,5,0,0,0,3,0,0,0,14,3,0,0,0,4,7,0,0,0,10,0,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,5,14,6,3,24,17,4,16,4,95
UCL222103,0,0,0,3,0,8,0,3,0,20,0,3,4,3,3,0,3,0,0,20,3,0,3,3,6,4,3,5,0,27,0,0,3,0,0,9,0,0,0,8,0,6,3,4,3,0,3,4,0,21,0,0,3,0,4,3,0,0,0,15,0,0,0,0,3,4,0,4,0,6,0,4,0,3,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,5,11,16,18,28,32,11,14,0,141
UCL222104,0,0,0,0,6,3,8,6,0,24,0,3,3,3,9,3,7,6,0,31,0,0,3,3,6,3,3,3,0,19,0,0,3,9,3,0,3,0,0,17,0,0,0,7,0,3,0,0,0,19,0,4,3,8,7,3,0,0,0,24,0,3,0,0,0,3,3,3,0,23,0,10,3,4,0,3,7,4,0,26,0,0,0,0,0,0,0,0,0,8,5,21,19,27,29,30,27,29,6,185
UCL222105,0,0,0,0,0,8,0,12,0,22,6,5,7,0,0,0,0,3,0,23,0,3,3,0,4,7,3,3,0,23,0,6,3,3,3,3,0,3,0,23,0,0,3,4,3,0,0,0,0,13,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,4,0,5,0,3,0,0,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,4,15,14,14,17,21,5,33,0,132
UCL222106,0,0,0,0,0,3,4,5,0,13,0,3,3,10,4,3,5,3,0,34,0,7,3,0,3,17,3,5,0,39,0,0,4,4,3,4,0,0,0,12,0,4,3,0,11,6,4,3,0,32,0,3,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,3,0,12,0,6,3,0,3,4,3,3,0,26,0,0,0,0,0,0,0,0,0,0,3,21,18,17,35,38,19,27,0,176
UCL222107,0,0,0,3,0,3,3,4,0,13,0,4,3,3,5,3,0,5,0,30,0,0,0,5,15,7,9,11,0,44,3,0,3,10,0,0,0,0,0,22,3,3,3,5,9,4,0,0,0,26,3,10,0,3,7,0,3,0,0,23,3,0,0,0,10,3,3,7,0,20,0,6,4,3,3,10,3,0,3,36,0,0,0,0,0,0,0,0,3,4,9,27,19,30,45,36,19,25,9,223
UCL222108,0,0,0,0,0,6,0,13,0,19,0,0,3,0,0,3,4,0,0,17,0,3,3,3,7,8,3,0,0,28,0,3,7,5,5,3,0,0,0,21,0,3,0,0,0,0,0,0,0,12,0,3,5,0,3,0,0,0,0,12,4,0,4,0,0,5,0,5,0,22,3,5,8,7,8,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,9,22,27,21,28,22,10,22,3,157
UCL222109,0,3,0,4,0,4,5,6,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,6,4,0,0,17,3,3,0,0,3,0,0,7,0,21,0,6,3,5,3,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,7,21,10,12,11,15,10,26,3,116
UCL222110,0,0,0,6,0,6,0,9,0,26,0,0,3,7,3,8,3,0,0,27,0,3,6,0,4,10,4,6,0,38,0,10,4,0,3,3,3,0,0,26,0,3,0,5,8,0,3,0,0,25,0,3,0,3,0,3,0,0,0,15,0,0,0,0,0,3,8,3,0,17,0,5,6,3,4,4,0,0,3,29,0,0,0,0,0,0,0,0,0,3,3,24,23,23,28,37,26,24,9,202
UCL222111,0,0,0,0,0,0,0,9,0,16,0,0,3,0,3,7,0,0,0,21,0,0,0,0,3,6,3,5,0,22,0,7,3,0,0,0,0,0,0,15,0,0,3,0,3,4,0,3,0,13,3,3,0,0,3,3,0,0,0,9,0,0,0,0,0,4,0,6,0,16,0,4,0,3,6,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,4,14,12,6,29,29,10,25,0,126
UCL222112,0,0,4,4,3,5,3,18,0,35,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,4,3,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,12,13,10,7,6,7,23,0,84
