UCL_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL112013,0,0,0,13,3,5,0,0,0,24,3,16,22,64,37,24,14,3,0,174,0,0,0,3,4,5,3,10,8,26,0,13,3,27,28,35,86,54,23,263,0,3,0,0,6,4,6,0,0,22,0,5,14,52,35,31,35,18,5,194,0,0,0,0,0,8,4,9,3,23,0,0,0,8,3,3,7,0,0,26,0,0,0,8,0,0,0,0,0,14,0,4,4,19,11,6,0,0,0,50,0,0,0,0,0,6,0,0,0,13,0,0,0,3,4,0,0,0,0,4,0,32,6,46,14,26,24,11,0,159,0,0,3,32,3,8,0,0,0,49,0,3,4,8,8,10,10,13,8,57,0,0,3,15,7,11,9,4,0,49,5,24,22,120,69,71,92,74,35,510,94,160,230,518,366,399,593,425,179,2974,2242,5200,4372,8944,5596,5932,6419,4147,1965,44814
UCL112014,0,0,3,0,4,3,0,0,0,18,9,55,53,171,39,27,7,0,0,357,0,0,0,5,0,3,4,0,3,16,0,3,3,9,7,9,11,8,10,60,0,0,7,6,15,4,7,0,0,40,3,7,12,35,18,8,3,0,0,92,0,0,0,0,3,0,0,0,0,3,0,9,0,22,8,3,0,0,0,45,0,0,26,96,0,0,0,0,0,119,3,5,4,17,8,7,0,0,0,44,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,6,8,5,0,60,0,3,13,33,7,3,0,0,0,63,0,0,0,0,3,0,3,3,0,11,0,0,5,3,4,3,0,0,0,14,3,14,7,56,27,19,10,15,7,153,147,281,326,693,333,391,296,284,141,2902,2330,4518,4259,8443,4038,4030,3152,2133,984,33885
UCL112015,3,0,0,3,5,3,0,0,0,20,10,60,26,201,36,18,12,0,0,357,0,0,0,4,0,0,4,0,3,20,0,0,14,15,35,11,31,3,3,115,0,4,3,5,3,4,0,0,0,25,0,18,27,54,28,17,19,3,0,169,0,0,0,3,4,3,3,9,3,23,3,16,4,61,11,4,3,0,0,104,0,0,4,24,7,0,0,0,0,30,0,4,4,13,6,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,7,28,19,10,13,3,0,81,0,3,0,22,4,4,0,0,0,37,0,0,0,6,4,3,3,0,0,13,0,10,6,22,10,7,3,0,0,59,10,61,79,256,62,48,48,25,21,593,147,220,351,733,356,408,328,235,117,2886,3299,6543,6648,12501,5819,5663,4135,2480,1170,48263
UCL113001,0,0,0,0,5,0,0,0,0,10,0,9,4,21,7,13,8,0,0,58,0,0,0,3,0,0,0,0,0,8,0,0,7,4,11,9,17,18,6,66,0,0,0,0,0,3,0,0,0,4,0,3,9,9,5,8,13,6,6,51,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,3,4,11,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,6,12,7,7,0,45,0,0,0,7,3,0,0,0,0,16,0,0,0,4,0,7,7,6,0,22,0,3,0,3,0,3,0,0,0,7,0,0,6,39,17,20,35,17,6,145,47,101,90,228,177,217,215,192,179,1458,659,1543,1410,3067,2041,2537,2487,1714,1036,16506
UCL113002,0,0,0,0,0,0,0,0,0,7,0,4,3,23,6,7,0,0,0,42,0,0,0,0,0,0,5,0,3,12,0,0,0,3,3,13,19,19,17,76,0,3,0,0,0,0,0,0,0,5,0,6,0,7,9,3,16,6,0,44,0,0,0,0,6,0,3,6,0,13,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,11,0,0,0,0,0,0,4,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,7,0,3,8,0,0,16,0,0,0,3,5,0,0,0,0,10,0,0,0,0,3,6,6,3,7,19,0,0,0,0,0,3,0,0,0,3,0,0,0,29,23,24,45,36,11,169,30,71,66,161,114,150,214,138,56,1002,514,1192,962,1902,1297,1733,1969,1183,546,11294
UCL113003,0,0,0,0,0,0,0,0,0,0,0,18,6,54,23,15,7,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,5,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,10,12,6,0,63,52,99,116,335,213,249,238,135,82,1527,965,1958,1899,3945,2333,2645,2039,1220,593,17589
UCL113004,0,0,0,0,0,0,0,0,0,0,0,3,5,13,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,7,0,30,0,0,0,3,0,0,0,0,0,4,3,3,0,6,0,0,6,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,0,0,26,17,34,32,89,44,74,98,60,21,466,315,665,497,1187,623,701,953,524,160,5620
UCL113005,0,0,0,0,0,3,0,0,0,7,0,4,8,36,10,13,3,0,0,78,0,0,0,0,0,0,3,8,0,14,0,0,0,3,5,18,37,18,8,99,0,0,0,0,0,0,0,0,0,5,0,3,0,8,7,9,23,9,0,56,0,0,0,0,0,0,3,4,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,3,4,3,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,5,3,3,14,0,0,0,0,0,0,0,3,0,8,0,6,0,29,17,29,54,36,17,183,36,96,111,260,173,252,338,291,157,1717,805,1751,1614,3050,2128,3006,3800,2539,1224,19918
UCL113006,0,0,0,4,4,3,0,0,0,10,0,3,3,30,15,18,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,7,3,47,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,5,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,16,0,0,0,4,0,0,0,0,0,4,0,4,0,3,3,3,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,12,3,0,3,3,34,0,0,4,10,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,3,0,0,0,3,0,6,9,26,10,11,19,6,0,88,44,102,128,274,152,180,181,138,63,1268,1018,2139,1940,3722,2026,2127,1862,1303,662,16787
UCL113007,0,3,0,4,0,0,0,0,0,9,3,13,16,73,35,35,8,3,0,191,0,0,0,0,0,0,0,0,0,4,0,0,8,7,0,0,7,3,3,27,0,0,0,0,0,0,0,0,0,3,0,7,15,25,18,3,3,0,0,73,0,0,0,0,0,0,0,0,0,3,0,6,0,13,3,0,0,0,0,28,0,0,28,110,0,0,0,0,0,138,0,0,3,12,6,0,0,0,0,25,0,0,0,3,0,0,0,0,0,3,3,5,7,40,17,8,10,0,0,88,3,0,7,6,5,4,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,7,7,10,9,3,0,0,0,36,4,25,53,162,102,77,25,20,4,474,111,212,207,485,192,240,186,148,99,1872,1378,2505,2337,5087,2295,2091,1468,1118,588,18874
UCL113008,0,0,0,4,3,0,0,0,0,9,3,5,5,27,11,3,4,0,0,60,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,3,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,6,7,0,0,0,0,0,16,5,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,5,13,4,4,58,56,129,116,226,155,180,139,99,47,1148,707,1385,1324,2414,1204,1360,1219,674,358,10648
UCL113009,0,0,0,0,8,0,0,0,0,11,0,0,0,6,7,4,6,0,0,29,0,0,0,6,0,5,0,0,0,10,0,3,3,11,13,25,32,12,4,100,0,0,0,0,0,0,0,0,0,3,0,3,9,21,11,19,11,3,0,76,0,0,0,0,0,3,3,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,22,0,0,0,0,5,11,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,6,4,14,14,11,8,0,0,56,0,0,0,3,4,0,0,0,0,3,0,0,0,4,0,9,6,0,0,20,0,0,0,3,3,0,0,0,0,9,6,5,7,29,28,34,39,17,6,171,17,42,59,129,99,114,97,83,59,699,710,1523,1455,2698,1769,2148,1773,955,435,13453
UCL113010,0,0,0,0,0,0,0,0,0,3,3,10,8,31,14,14,3,0,0,79,0,0,0,3,0,0,4,0,0,11,0,0,0,3,10,20,19,10,5,67,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,0,3,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,8,6,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,18,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,21,4,5,55,63,91,118,252,149,189,177,110,68,1213,1164,2297,2153,4230,2066,2137,1683,734,323,16792
UCL113011,0,0,0,0,4,0,0,0,0,7,0,9,3,16,17,12,4,0,0,69,0,0,0,0,0,3,3,0,3,14,0,3,0,12,3,9,26,8,3,59,0,0,0,4,0,0,0,0,0,4,0,0,0,6,9,0,4,0,0,16,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,5,0,3,0,22,0,0,7,14,3,4,0,0,0,24,0,0,0,0,10,3,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,20,15,19,3,93,52,81,98,231,129,145,169,112,50,1066,714,1256,1297,2511,1416,1537,1506,928,366,11530
UCL113012,0,0,3,13,12,8,3,3,0,50,0,4,18,25,20,14,6,0,0,83,0,0,0,3,0,3,3,3,0,13,0,0,0,4,11,14,26,16,7,82,0,0,3,0,0,3,0,0,0,7,0,4,21,21,26,15,11,17,0,123,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,17,19,15,4,11,3,0,72,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,13,0,0,3,14,0,3,5,0,0,22,0,15,21,63,50,36,42,49,23,304,36,48,96,186,115,182,160,130,66,1011,1031,2088,2218,3833,2266,2474,2346,1688,792,18741
UCL113013,0,0,0,0,0,0,0,0,0,0,0,3,6,24,4,9,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,15,5,6,4,0,0,39,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,13,0,0,0,5,6,0,0,0,0,17,0,0,0,0,0,0,3,3,0,9,0,0,0,11,0,4,0,0,0,8,0,5,3,15,13,13,9,9,5,71,66,107,108,272,154,159,118,90,20,1103,920,1503,1221,2901,1387,1136,953,651,285,10966
UCL113014,0,0,0,3,0,0,0,0,0,7,0,21,7,45,19,7,4,0,0,97,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,9,0,0,19,0,0,0,0,0,0,0,0,0,5,0,9,11,7,14,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,7,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,8,5,5,3,0,0,0,25,0,7,8,26,19,7,8,3,4,75,41,84,65,206,111,102,79,35,15,733,811,1545,1276,2773,1457,1195,802,414,139,10404
UCL113015,0,0,0,6,5,4,0,0,0,12,0,13,0,23,12,10,4,3,0,60,0,0,0,0,0,3,0,6,3,15,0,4,3,4,13,10,30,23,6,94,0,0,0,0,0,0,0,0,0,8,0,4,10,18,11,10,17,5,0,82,0,0,0,0,0,0,5,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,0,3,15,8,6,0,0,0,40,0,0,0,0,3,0,0,0,0,4,0,0,0,3,4,3,0,0,0,17,4,11,11,20,11,9,10,0,0,69,0,0,0,9,5,0,0,3,0,13,3,0,0,4,9,5,13,3,0,43,0,0,0,5,3,0,3,0,0,12,3,5,3,43,23,32,45,23,7,181,34,65,59,174,131,122,202,167,147,1096,603,1566,1314,2642,1738,1982,2352,1242,530,13966
UCL113016,0,3,3,0,0,0,0,0,0,8,0,6,0,15,22,3,3,0,0,55,0,0,0,0,0,3,5,0,4,8,0,0,0,4,7,13,16,3,0,40,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,16,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,8,4,3,14,0,0,0,3,0,0,0,0,0,8,3,3,8,23,10,19,20,5,6,101,61,102,103,258,151,174,121,62,28,1053,952,1837,1785,3246,1705,1669,1172,664,268,13302
UCL113017,0,0,0,0,7,3,0,0,0,14,3,19,7,51,11,12,0,0,0,101,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,12,3,4,0,26,0,0,0,6,0,0,0,0,0,4,0,12,13,40,23,4,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,15,4,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,16,0,0,3,11,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,3,3,34,10,12,5,3,4,74,36,104,75,234,127,117,88,54,30,866,979,1844,1770,3624,1855,1431,878,551,276,13214
UCL113018,0,0,0,0,0,0,0,0,0,0,0,7,3,18,5,4,3,0,0,36,0,0,0,0,0,7,7,0,0,18,0,0,0,3,3,15,18,16,5,62,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,10,3,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,11,0,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,14,15,24,54,30,11,151,14,40,54,116,108,104,140,93,25,707,495,1206,1004,1839,1224,1479,1673,951,258,10143
UCL113019,0,0,0,6,0,0,0,0,0,11,0,3,3,24,23,21,16,0,0,96,0,0,0,0,0,3,3,0,0,4,0,0,0,4,7,11,9,14,3,47,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,3,21,0,0,0,0,0,0,0,7,0,10,0,0,0,4,8,0,0,0,0,11,0,0,0,4,0,0,0,0,0,4,0,3,0,9,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,6,3,10,0,3,36,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,12,4,3,3,0,0,0,22,0,6,4,17,18,20,18,18,9,116,61,97,117,236,176,220,235,175,157,1483,1068,2226,2047,3520,2131,2398,2305,1598,816,18117
UCL113020,0,0,0,0,3,3,0,0,0,7,0,6,0,8,15,6,3,3,0,46,0,0,0,4,0,3,0,3,0,11,0,4,0,5,10,22,24,19,4,87,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,16,6,0,38,0,0,0,0,0,7,0,8,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5,6,10,0,0,41,0,0,0,6,3,3,0,0,0,21,0,3,0,3,3,5,0,4,0,17,0,0,0,0,0,0,3,0,0,4,0,0,3,23,19,22,47,27,5,153,32,73,64,153,134,175,165,135,59,993,605,1392,1062,2270,1547,2142,2216,1366,446,13054
UCL114001,0,0,3,0,3,6,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,11,3,6,4,11,7,46,14,23,11,49,31,48,46,35,28,278,270,592,421,918,575,702,687,538,354,5066
UCL114002,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,10,0,0,0,20,0,0,0,0,0,3,0,0,0,9,0,4,0,0,7,5,5,9,0,32,0,0,0,0,0,0,4,0,0,4,0,6,0,8,5,5,3,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,16,8,12,12,3,3,59,6,25,31,56,49,58,131,78,23,465,240,610,616,932,718,738,739,379,88,5058
UCL114003,0,0,0,7,0,3,0,0,0,17,0,3,3,7,5,0,3,0,0,20,0,0,0,5,0,3,0,0,0,14,0,0,0,5,0,8,6,3,5,31,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,12,12,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,6,11,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,14,33,18,8,23,3,0,97,0,0,0,0,3,5,0,0,0,5,0,0,3,5,0,0,4,0,0,14,0,0,0,0,0,3,0,0,0,9,0,4,24,165,33,26,12,3,4,273,57,129,153,513,230,255,149,60,48,1591,439,873,890,2839,1278,1483,894,321,223,9246
UCL114004,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,23,9,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,7,0,3,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,9,9,15,7,58,14,18,29,67,47,88,165,160,100,702,229,555,438,894,833,1251,1678,1177,479,7532
UCL114005,0,0,0,0,0,3,0,0,0,7,0,6,6,25,15,3,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,12,3,7,8,6,3,48,48,82,94,175,130,118,107,78,39,877,733,1273,1220,2025,1139,1224,1159,831,380,9982
UCL114006,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,4,0,0,0,18,0,0,0,10,0,0,0,5,3,12,0,0,0,3,3,8,11,8,0,31,0,0,0,0,3,0,0,0,0,9,0,0,0,4,0,3,6,0,3,12,0,0,0,0,0,0,3,3,0,6,0,4,3,3,4,4,0,0,0,20,0,0,7,7,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,4,0,0,0,13,0,0,3,8,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,10,23,12,19,28,30,13,134,11,34,43,109,81,96,90,84,61,615,308,681,720,1444,878,855,745,510,235,6379
