UCL_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL315016,540,569,1115,15,12,29,0,0,0,0,0,0,19,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,48,0,0,0,8,7,15,49,41,95,17,18,33,608,631,1235
UCL315017,462,467,929,55,71,130,3,0,3,0,4,7,37,34,69,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,41,48,91,0,3,3,0,0,0,101,121,227,78,66,138,642,651,1298
UCL315018,743,743,1488,56,80,137,3,4,9,0,6,8,53,53,106,0,0,0,0,3,3,3,3,3,0,3,3,0,0,0,0,0,0,62,63,130,3,6,10,0,0,0,122,152,280,122,114,235,994,1013,2001
UCL315019,443,446,886,37,52,87,5,3,6,0,0,0,62,68,130,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,67,74,141,3,0,6,0,0,0,106,127,234,56,53,113,609,626,1234
UCL315020,729,665,1400,85,93,181,13,3,10,3,0,3,103,104,208,3,0,8,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,129,109,238,0,3,3,0,0,0,211,208,421,212,181,397,1159,1057,2221
UCL315021,412,383,796,30,36,69,3,0,3,0,0,0,24,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,61,0,0,0,0,0,0,63,73,139,97,75,169,573,524,1102
UCL315022,550,530,1078,80,109,184,7,3,7,6,5,8,50,64,114,3,3,6,11,11,21,0,0,0,3,3,7,4,0,4,0,0,0,83,89,172,5,4,9,0,0,0,165,194,361,153,129,285,865,859,1723
UCL315023,1011,980,1988,67,70,131,20,20,35,3,4,9,105,106,210,0,0,0,8,0,11,3,4,3,0,0,0,0,0,0,0,0,0,130,133,262,0,6,9,8,0,9,203,210,411,116,101,217,1335,1285,2616
UCL315024,1018,1145,2160,84,99,180,4,11,21,15,7,17,104,133,234,0,3,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,125,162,284,3,6,15,4,4,3,211,275,487,109,124,236,1345,1540,2881
UCL315025,616,678,1297,41,57,99,4,3,11,0,0,0,81,89,171,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,90,95,187,4,0,3,4,8,11,139,158,298,48,40,92,811,880,1688
UCL315026,388,370,755,24,32,54,3,6,8,0,0,0,41,39,86,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,46,91,0,0,0,0,0,0,71,76,147,38,41,82,499,484,982
UCL315027,730,771,1503,30,33,64,5,7,13,5,0,3,95,110,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,113,216,3,3,5,0,0,0,138,156,291,58,57,112,924,984,1909
UCL315028,621,611,1233,11,9,20,3,3,8,0,0,0,34,30,61,4,6,7,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,47,44,83,0,4,3,3,0,5,57,53,108,12,14,23,690,680,1366
UCL315029,751,627,1375,111,104,216,3,4,7,4,5,9,131,136,268,3,0,3,7,0,9,0,0,0,0,5,3,0,0,0,0,0,0,152,149,302,3,9,15,3,3,4,270,266,535,342,151,488,1359,1046,2403
UCL315030,1558,1590,3142,116,132,249,19,14,37,10,7,22,268,261,524,0,0,0,0,3,6,0,0,0,3,4,3,0,0,0,0,0,0,304,295,596,15,7,18,12,9,18,442,445,880,263,229,497,2259,2263,4526
UCL315031,959,1012,1974,83,94,178,3,5,10,4,5,6,121,153,277,0,0,3,0,0,0,0,5,5,4,5,8,0,0,0,0,0,0,132,177,315,4,4,11,3,0,3,223,276,503,127,129,258,1310,1422,2734
UCL315032,587,605,1189,52,75,123,0,0,3,6,0,6,59,44,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,47,108,13,20,33,0,0,0,133,133,268,123,108,235,847,846,1694
UCL315033,1371,1399,2775,27,26,55,10,16,22,5,5,6,217,229,443,3,3,8,0,0,0,0,0,5,5,7,14,0,0,0,0,0,0,238,261,496,3,7,11,3,3,7,280,294,569,101,98,200,1749,1788,3542
UCL315034,523,524,1043,30,33,62,0,3,5,7,0,3,58,60,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,67,124,0,0,0,0,0,0,89,99,189,42,32,79,654,660,1309
UCL315035,806,812,1612,20,15,35,7,6,12,0,0,0,95,95,192,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,104,105,210,0,0,0,0,3,6,128,128,254,54,48,106,987,987,1971
UCL315036,464,482,951,12,13,29,0,0,0,0,0,0,32,26,57,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,40,30,65,0,0,4,24,24,45,73,66,142,12,17,30,551,566,1122
UCL315037,404,289,694,50,49,94,36,43,80,27,29,56,36,46,81,8,8,14,3,7,9,3,4,10,0,3,5,4,3,5,0,0,0,111,143,260,47,62,113,0,0,0,210,256,467,390,308,698,1003,852,1856
UCL315038,532,480,1014,22,30,57,4,0,4,0,0,0,51,52,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,59,109,3,3,8,0,0,0,87,92,173,74,61,141,688,639,1329
UCL315039,1145,1130,2278,52,69,124,3,3,7,6,3,4,71,70,136,0,0,0,4,3,12,3,0,3,8,0,8,0,0,0,0,0,0,96,75,167,9,12,23,7,5,14,164,169,329,162,162,323,1467,1459,2928
UCL315040,398,406,802,21,27,46,3,0,3,3,0,0,26,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,77,0,0,0,0,0,0,60,66,123,60,64,124,511,535,1052
UCL315041,1709,1758,3467,80,86,167,10,3,7,0,0,3,122,114,229,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,119,246,5,7,17,3,3,5,218,217,436,186,227,412,2110,2197,4310
UCL315042,704,641,1344,26,32,52,11,14,22,3,3,7,108,106,215,0,0,0,3,0,6,0,0,0,5,3,7,0,0,0,0,0,0,128,126,257,0,4,5,0,0,0,161,160,321,53,59,119,921,862,1783
UCL315043,1601,1531,3129,77,81,159,32,18,56,5,10,12,252,269,525,0,0,4,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,293,304,605,11,18,26,10,5,19,395,409,801,160,135,295,2154,2069,4228
UCL315044,1956,1808,3760,80,84,165,16,23,40,0,0,0,202,221,422,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,225,240,464,0,3,3,5,4,13,306,337,642,175,157,332,2430,2302,4738
UCL315045,670,693,1367,98,89,189,6,5,10,0,3,3,65,69,133,0,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,76,79,150,18,17,35,6,0,6,198,186,379,86,51,146,959,937,1894
UCL315046,650,693,1341,6,11,14,0,0,0,0,0,0,69,69,140,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,70,78,151,3,0,3,4,3,3,84,92,173,52,44,96,782,822,1610
UCL315047,580,594,1171,60,71,136,22,17,38,0,0,0,82,76,156,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,102,101,204,8,3,9,10,3,9,174,181,356,71,65,136,825,844,1670
UCL315048,805,824,1627,58,49,107,6,15,22,3,3,5,64,76,142,0,3,6,4,0,4,0,0,0,5,9,10,0,0,0,0,0,0,88,103,185,9,4,15,4,9,11,158,162,322,132,143,271,1093,1127,2221
UCL315049,1110,1232,2340,141,167,308,5,11,20,5,3,7,127,162,291,0,3,3,0,4,3,4,0,3,0,0,0,0,0,0,0,0,0,145,188,334,19,12,22,11,12,19,312,372,684,178,240,420,1609,1840,3447
UCL315050,1456,1506,2956,36,31,74,15,12,23,3,4,3,183,184,368,4,0,4,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,204,203,406,10,8,20,3,3,4,259,245,508,144,138,287,1857,1893,3750
UCL315051,931,934,1866,12,6,20,8,10,10,4,4,6,164,152,324,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,180,168,353,4,4,6,0,3,3,195,183,379,133,123,259,1262,1238,2499
UCL315052,944,1020,1966,82,93,174,3,6,10,0,8,6,104,138,244,0,3,3,0,3,5,0,0,0,3,0,3,0,0,0,0,0,0,125,156,278,10,9,18,9,3,17,221,259,483,125,129,251,1289,1414,2701
UCL315053,1355,1375,2731,132,146,275,12,9,21,4,4,9,168,211,381,9,10,12,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,197,235,436,3,6,14,10,4,11,344,390,738,208,216,420,1912,1978,3889
UCL315054,960,961,1921,95,83,181,12,19,27,3,9,15,102,104,208,7,0,5,5,0,8,0,0,0,0,0,3,0,0,4,0,0,0,125,135,264,3,3,5,3,0,3,232,229,456,147,143,288,1341,1329,2666
UCL315055,638,681,1322,22,35,57,0,0,0,3,3,3,54,54,106,3,0,3,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,60,59,120,0,3,3,10,19,30,91,111,207,63,73,133,797,866,1663
UCL315056,980,1127,2108,89,100,194,13,17,31,4,11,16,104,128,235,0,0,0,5,6,8,0,0,0,3,3,3,0,0,3,0,0,0,124,163,293,3,4,8,6,3,10,230,272,502,93,109,198,1303,1512,2811
UCL315057,910,895,1803,47,64,107,0,0,0,0,0,0,85,93,178,0,0,0,3,3,10,0,0,0,0,3,9,0,0,0,0,0,0,97,102,195,0,0,0,3,0,3,141,167,307,120,76,199,1168,1142,2310
UCL315058,467,513,981,18,20,36,8,3,14,3,3,6,99,112,212,3,3,5,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,122,126,251,8,4,9,6,10,15,155,159,310,33,39,76,651,711,1366
UCL315059,907,905,1807,16,20,28,4,8,13,0,3,0,131,144,273,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,133,155,294,0,4,3,9,3,6,158,181,333,61,51,111,1122,1130,2254
UCL315060,622,540,1159,65,73,133,3,11,15,0,3,4,115,96,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,111,239,0,3,9,0,0,3,187,188,383,191,59,249,1000,786,1785
UCL315061,322,345,669,69,83,149,7,4,10,0,0,0,57,65,126,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,66,74,139,0,8,8,0,0,0,140,156,296,75,75,152,537,580,1115
UCL315062,504,511,1010,47,50,90,0,8,3,0,3,3,35,49,87,0,3,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,40,61,103,14,7,24,0,0,4,103,124,221,51,56,113,654,692,1347
UCL315063,353,383,739,39,39,78,0,0,0,0,0,0,29,32,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,62,0,3,8,0,3,6,69,84,153,71,67,138,489,532,1020
UCL315064,1199,1241,2441,24,26,52,10,8,24,3,4,9,131,154,282,4,0,4,3,0,6,0,3,3,0,0,0,0,0,0,0,0,0,153,170,318,8,10,17,0,3,7,187,205,388,98,88,179,1476,1534,3013
UCL315065,706,698,1406,54,51,98,9,9,21,11,12,21,106,114,221,3,3,8,3,7,8,3,0,3,3,3,11,0,0,0,0,0,0,139,147,288,8,30,32,0,0,3,199,227,425,134,144,275,1037,1064,2103
UCL315066,601,626,1227,57,56,115,0,3,3,3,0,3,51,59,106,7,3,9,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,64,71,138,3,0,5,0,4,4,130,135,263,112,137,243,836,897,1737
UCL315067,907,887,1799,89,79,167,3,0,3,0,3,3,78,69,150,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,87,77,163,0,0,3,8,9,16,181,165,345,144,106,256,1234,1163,2402
UCL315068,584,491,1081,81,75,163,3,3,5,0,0,0,40,43,83,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,45,44,94,0,4,4,0,0,0,132,122,256,112,61,178,825,682,1506
UCL315069,347,350,694,27,26,55,0,3,4,0,3,8,52,49,99,0,0,0,0,0,3,3,4,6,0,0,0,0,0,0,0,0,0,55,55,113,0,7,7,0,0,0,80,88,171,94,63,154,519,502,1024
UCL315070,386,383,769,57,57,112,4,3,3,0,0,0,28,38,66,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,36,43,73,42,28,66,0,3,3,135,124,257,66,52,118,585,561,1146
UCL315071,685,758,1436,66,80,145,0,3,4,0,0,0,74,81,150,0,0,0,0,0,0,0,0,0,5,0,9,0,3,3,0,0,0,81,94,173,0,0,6,10,3,17,156,179,333,126,133,256,968,1058,2031
UCL315072,1185,1194,2376,91,119,208,11,12,21,0,0,0,126,151,281,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,144,170,309,4,5,11,10,6,16,248,296,547,273,160,436,1699,1653,3357
UCL315073,385,398,783,38,38,81,5,3,7,4,5,7,36,36,73,0,3,3,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,44,58,100,5,3,8,3,0,4,92,100,192,103,93,196,588,585,1175
UCL315074,1693,1635,3324,146,151,295,16,15,32,0,3,7,135,135,267,0,0,0,0,3,3,0,4,3,0,0,3,0,0,0,0,0,0,155,158,315,6,11,18,14,3,12,319,324,644,167,136,300,2174,2090,4267
UCL315075,1075,1094,2167,4,7,9,3,3,3,0,0,0,64,73,137,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,68,77,145,0,0,3,14,3,14,84,90,172,19,13,35,1172,1195,2374
UCL315076,1562,1697,3261,35,41,76,13,15,27,4,7,7,222,258,474,0,0,0,3,0,5,0,0,0,4,3,9,3,0,3,0,0,0,255,284,539,12,4,19,6,0,4,306,328,632,125,131,259,1995,2156,4152
UCL315077,1030,1134,2165,107,139,243,3,9,11,5,6,12,79,99,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,105,201,0,7,4,4,0,4,201,248,446,161,186,346,1392,1562,2956
UCL315078,622,661,1282,56,52,105,7,12,16,6,8,11,82,65,142,3,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,98,84,179,5,4,11,3,5,6,158,148,307,63,59,123,842,872,1719
UCL315079,1268,1220,2481,203,191,397,36,45,79,51,53,100,102,119,219,18,22,40,14,18,38,7,12,13,5,6,12,0,3,0,0,0,0,233,268,501,63,82,145,6,3,15,513,548,1054,350,387,736,2123,2152,4271
UCL315080,1266,1292,2563,96,119,216,4,8,16,0,0,3,96,96,192,0,0,0,4,7,6,0,0,0,0,0,3,0,0,0,0,0,0,111,108,216,4,3,9,8,3,5,213,240,453,196,178,372,1681,1708,3386
UCL315081,439,392,827,33,42,71,7,5,11,5,4,9,47,46,90,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,60,59,120,9,4,12,5,0,7,101,108,210,100,70,165,636,567,1204
UCL315082,415,434,850,0,3,9,3,0,3,0,3,3,36,28,60,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,35,79,6,0,3,0,0,0,45,44,90,40,33,75,503,506,1008
UCL315083,549,562,1110,14,18,33,10,9,17,0,7,7,93,104,198,0,0,0,0,3,5,0,0,0,3,3,3,0,0,0,0,0,0,111,124,228,3,0,4,0,0,7,131,146,270,76,70,143,751,776,1524
UCL315084,767,901,1667,71,85,159,6,4,7,0,0,3,118,128,243,3,3,6,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,132,138,272,0,3,3,0,0,7,212,226,439,102,97,198,1078,1231,2302
UCL315085,1021,1008,2035,84,75,160,31,36,61,8,8,10,114,90,206,7,3,8,6,8,14,3,0,6,4,0,3,0,0,0,0,0,0,169,141,306,13,7,20,5,3,8,274,229,499,157,130,288,1449,1371,2823
UCL315086,913,921,1840,6,3,14,5,8,19,0,3,6,72,79,155,0,0,3,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,82,94,176,5,3,9,0,0,0,91,110,199,64,53,117,1073,1079,2152
UCL315087,1267,1243,2517,131,140,272,9,14,24,3,8,7,66,81,150,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,85,108,193,3,4,5,5,8,10,231,252,478,190,158,349,1688,1655,3340
UCL315088,903,918,1828,74,95,169,4,9,15,3,5,11,57,61,119,3,4,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,78,78,150,6,3,7,4,0,4,157,175,336,97,101,199,1161,1195,2360
UCL315089,1820,1956,3775,134,173,309,10,19,30,3,3,8,171,199,369,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,221,409,27,27,60,0,9,12,359,432,788,172,186,358,2350,2576,4923
UCL315090,997,1024,2025,50,63,116,9,13,24,0,3,5,120,123,245,0,0,0,0,3,8,0,0,3,3,4,4,7,4,10,0,0,0,142,153,298,3,4,10,32,32,65,229,257,484,187,205,389,1411,1486,2901
UCL315091,428,346,776,7,6,21,6,8,13,0,3,3,53,54,108,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,67,66,135,0,0,3,0,0,0,83,75,160,123,46,175,635,476,1107
UCL315092,822,809,1637,53,56,113,9,16,26,7,4,12,95,85,178,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,0,0,0,117,110,226,3,0,3,3,0,5,181,167,345,129,117,247,1135,1094,2227
UCL315093,400,405,802,18,26,45,4,8,10,3,0,3,33,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,84,0,0,0,0,0,3,61,68,128,47,42,86,505,514,1018
UCL315094,672,750,1416,48,63,105,14,20,37,10,8,21,131,140,271,8,8,14,0,0,3,0,0,4,3,0,3,0,0,0,0,0,0,174,173,340,11,5,15,0,6,7,229,241,474,84,77,159,981,1072,2046
UCL315095,857,769,1622,104,77,182,12,3,14,3,8,6,25,23,49,3,0,3,4,0,7,0,0,0,4,3,9,0,0,0,0,0,0,44,46,89,30,41,75,3,0,3,184,166,350,114,110,223,1155,1042,2192
UCL315096,1262,1227,2487,42,56,98,4,3,6,4,9,8,131,126,253,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,141,142,280,3,5,7,4,0,4,185,200,390,152,116,268,1603,1541,3148
UCL315097,513,513,1029,10,8,11,0,0,0,0,0,0,27,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,52,0,0,4,0,0,0,39,29,74,60,51,106,615,594,1206
UCL315098,1413,1226,2638,196,153,351,8,9,21,10,11,17,148,132,286,6,0,6,20,22,41,3,7,10,4,5,11,4,0,6,0,0,0,197,187,382,16,4,17,5,9,12,412,349,768,244,194,435,2064,1774,3840
UCL315099,1262,1306,2568,60,59,112,7,14,24,0,0,0,205,215,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,226,441,9,6,11,3,0,5,278,297,574,131,114,241,1671,1713,3386
UCL315100,510,504,1014,6,13,23,3,0,3,3,0,3,67,63,128,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79,65,140,5,4,7,7,0,7,92,82,169,43,34,77,647,614,1261
UCL315101,637,638,1269,27,24,49,4,0,5,0,0,0,74,79,153,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,80,83,163,0,3,3,3,3,4,107,111,222,49,54,101,791,803,1596
UCL315102,672,678,1349,69,82,154,0,3,3,0,0,0,49,64,110,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,52,65,123,0,3,3,0,3,3,126,159,281,78,82,163,873,920,1795
UCL315103,382,373,756,48,54,100,8,8,19,4,3,8,35,50,87,0,0,3,5,3,10,0,0,0,0,0,3,0,0,0,0,0,0,59,71,129,20,6,34,6,3,9,136,134,275,111,96,202,628,603,1228
UCL315104,754,768,1515,31,37,61,0,3,3,0,0,0,77,107,187,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,88,113,204,3,5,6,5,0,5,120,152,273,1036,87,1122,1911,1000,2909
UCL315105,398,411,806,21,22,37,7,3,9,3,3,8,30,45,72,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,45,54,101,3,0,3,3,0,5,67,77,144,63,61,120,525,547,1070
UCL315106,511,565,1077,15,10,32,3,0,3,0,0,0,76,75,152,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,77,75,157,4,3,7,0,0,0,101,96,193,58,57,115,670,718,1386
UCL315107,669,680,1353,32,28,57,3,8,16,0,0,0,109,111,216,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,124,241,4,7,8,6,3,8,162,154,316,108,89,191,933,921,1859
UCL315108,1169,1170,2342,3,5,11,0,0,0,0,0,0,39,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,74,0,0,4,8,13,27,55,61,113,28,32,60,1260,1264,2521
UCL315109,829,948,1768,136,141,274,31,35,59,17,15,32,662,718,1382,7,9,18,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,727,771,1503,13,9,29,9,11,22,891,935,1823,169,182,353,1886,2057,3940
UCL315110,416,414,832,15,23,37,3,10,9,3,0,3,28,34,58,0,0,4,3,6,8,0,0,0,0,0,3,0,0,0,0,0,0,36,49,90,3,5,11,0,0,0,58,79,137,31,28,63,502,526,1031
UCL321001,298,285,582,35,34,67,6,4,8,6,3,4,48,46,97,4,0,0,4,3,8,3,0,0,0,0,3,0,0,0,0,0,0,71,61,132,3,5,14,0,3,4,107,106,213,39,52,93,450,446,895
UCL321002,238,227,459,3,5,10,0,0,0,0,0,0,32,33,62,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,36,66,0,0,0,0,0,0,39,45,84,14,15,28,287,283,572
UCL321003,310,345,656,18,26,45,0,0,4,0,0,0,23,21,48,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,27,32,54,0,0,3,0,0,0,47,58,108,33,26,63,389,431,827
UCL321004,199,195,394,15,19,35,0,3,4,3,3,7,13,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,46,0,0,0,0,0,0,36,44,82,19,21,35,252,263,514
UCL321005,253,246,495,21,15,34,0,0,0,0,0,0,21,23,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,29,49,0,0,0,0,0,0,45,44,86,64,48,108,358,338,691
UCL321006,364,364,728,25,23,50,0,0,0,0,0,4,37,34,73,0,3,3,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,40,44,84,0,0,5,0,0,0,71,68,137,41,45,81,468,477,949
UCL321007,345,333,678,14,15,20,0,0,0,0,0,0,31,34,62,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,35,65,0,0,0,10,7,14,52,51,101,5,6,13,405,397,801
UCL321008,413,378,795,14,17,30,0,0,0,0,0,0,74,67,141,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,74,70,147,5,5,10,4,3,7,93,101,199,85,65,146,596,546,1140
UCL321009,360,353,709,18,20,41,6,8,13,0,3,3,24,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,84,6,6,14,0,3,8,61,77,142,59,53,105,483,477,962
UCL321010,484,513,994,28,39,63,12,9,17,0,0,0,39,35,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,41,92,6,0,4,0,0,0,81,84,163,60,59,120,629,649,1281
UCL321011,227,231,451,5,0,6,4,3,5,0,3,3,11,8,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,34,5,3,4,0,0,0,27,21,47,30,25,51,276,268,548
UCL321012,321,323,647,38,25,64,0,0,0,0,0,0,33,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,58,3,5,11,0,0,0,69,61,130,54,39,92,445,425,877
UCL321013,382,319,698,7,6,19,0,0,0,0,0,0,24,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,47,3,0,3,0,0,0,37,29,63,41,24,67,455,379,830
UCL321014,275,275,545,8,14,18,0,0,0,0,0,0,25,39,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,65,0,0,0,0,0,0,40,49,84,37,32,66,351,352,701
UCL321015,298,285,577,25,16,47,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,52,4,4,5,0,0,0,55,43,100,31,29,55,384,354,734
UCL321016,368,324,692,0,7,13,0,0,0,0,0,0,37,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,78,0,0,0,3,0,4,45,44,94,43,43,86,459,413,873
UCL321017,407,433,838,22,23,47,3,0,5,3,0,3,32,27,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,70,0,0,0,3,0,3,61,59,124,44,41,84,511,540,1049
UCL321018,233,258,495,25,15,43,0,0,0,0,0,0,18,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,44,3,3,3,3,0,3,48,38,88,24,24,42,306,323,628
UCL321019,368,385,753,4,8,9,3,0,3,0,0,0,41,32,76,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,45,33,83,0,3,3,0,0,0,51,43,99,33,34,71,460,461,914
