UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL314019,47,30,22,17,13,0,0,133,11,12,7,5,7,0,0,44,13,12,7,5,4,0,0,43,344,302,128,101,100,6,0,978,0,5,0,3,0,0,0,9,418,360,162,127,123,3,0,1200,0,0,6,3,4,0,0,14,0,4,3,3,5,0,0,13,0,0,3,0,0,0,0,11,71,68,40,27,24,0,0,239,0,3,0,0,0,0,0,4,75,79,56,36,34,0,3,283,491,434,216,164,154,6,3,1478
UCL314020,20,45,31,25,29,4,0,148,38,39,14,8,16,3,0,120,40,31,10,13,9,0,0,109,244,285,170,102,117,27,8,954,0,0,4,0,4,0,0,6,340,399,233,142,171,38,13,1341,3,8,6,4,4,0,0,30,4,16,8,8,6,3,0,39,3,10,3,0,4,0,0,23,88,108,76,40,53,7,3,376,0,4,0,3,0,0,0,7,97,143,96,57,66,13,3,477,439,541,331,198,243,51,19,1815
UCL314021,25,54,49,28,29,13,5,205,41,52,41,15,19,3,0,182,33,46,40,23,32,3,5,182,122,195,118,79,85,20,4,628,0,0,0,0,0,0,0,3,225,355,245,151,161,36,17,1203,0,5,12,3,4,3,0,35,7,6,11,5,11,9,0,39,3,13,3,4,9,0,0,34,19,51,30,23,19,5,0,146,7,0,0,0,0,0,0,8,33,75,48,37,49,12,3,261,262,426,296,186,213,54,21,1464
UCL314022,59,86,56,49,52,4,3,313,36,52,20,16,26,0,0,148,55,38,30,22,22,0,0,168,395,443,293,156,186,8,3,1482,0,0,3,0,0,0,0,8,544,612,400,243,291,15,6,2112,3,3,8,7,3,0,0,24,7,3,7,3,4,0,0,21,5,8,3,3,0,0,0,21,64,75,56,50,51,3,0,299,4,3,3,3,0,0,0,20,76,96,78,63,61,3,0,385,626,713,472,306,353,12,7,2498
UCL315001,9,7,5,3,3,0,0,31,4,7,5,5,5,0,0,22,9,9,13,6,3,0,3,36,95,146,98,42,61,13,7,460,0,0,0,0,0,0,0,0,106,173,121,51,70,17,6,554,3,0,0,0,0,0,0,3,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,4,3,9,13,4,6,4,0,41,0,0,0,0,0,0,0,0,8,8,13,4,12,4,0,55,114,185,135,61,82,21,13,606
UCL315002,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,37,20,11,23,0,0,129,0,3,0,0,0,0,0,6,43,42,21,11,23,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,17,9,3,7,0,0,44,0,0,0,0,0,0,0,0,13,17,9,3,9,0,0,53,54,56,31,14,30,0,0,194
UCL315003,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,84,33,13,5,4,0,201,0,0,0,0,0,0,0,0,53,84,37,13,5,4,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,23,18,3,0,0,136,0,0,0,0,0,0,0,0,43,52,23,18,3,0,0,140,100,135,60,31,11,4,0,344
UCL315004,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,8,9,3,3,0,0,0,0,15,80,95,39,17,12,3,0,244,0,0,0,0,0,0,0,0,91,103,45,15,16,3,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,24,15,12,0,0,136,0,0,0,0,0,0,0,0,42,42,19,17,12,0,0,140,129,145,70,35,27,5,0,412
UCL315005,4,7,6,3,7,0,0,28,12,12,7,5,0,0,0,44,13,22,3,8,6,3,0,60,95,98,45,36,37,3,0,315,0,0,0,0,0,0,0,0,126,138,58,54,52,6,3,443,0,3,3,0,0,0,0,6,0,5,10,0,0,0,0,18,3,6,3,0,0,0,0,17,20,54,30,22,20,3,0,146,0,0,0,0,0,0,0,3,27,72,43,24,24,3,3,190,146,209,104,73,71,11,8,626
UCL315006,32,28,13,8,5,0,0,86,22,15,3,3,4,0,0,52,15,11,3,3,0,0,0,31,321,267,116,72,83,4,0,854,3,0,0,0,0,0,0,3,394,323,138,83,88,3,0,1030,0,4,7,5,6,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,33,44,26,12,23,0,0,132,3,3,0,0,0,0,0,11,38,53,35,17,24,0,0,158,429,378,171,95,112,3,0,1195
UCL315007,5,3,0,5,3,0,0,13,5,7,4,0,7,4,0,24,3,13,8,5,7,0,0,36,81,97,69,39,37,7,3,326,0,0,0,0,0,0,0,0,91,122,79,46,54,8,3,404,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,15,3,0,0,3,3,0,0,6,26,26,24,9,16,0,0,96,0,0,0,0,0,0,0,3,27,29,22,15,23,0,0,119,118,155,104,57,78,8,3,528
UCL315008,11,6,0,0,0,0,0,20,4,7,3,0,3,0,0,18,3,8,10,5,11,0,0,29,71,73,35,27,39,0,0,240,0,0,0,0,0,0,0,0,85,98,42,35,54,0,3,309,0,0,0,3,0,0,0,4,0,0,3,5,0,0,0,8,0,0,3,0,4,0,0,13,27,39,23,10,16,0,0,111,3,0,0,0,0,0,0,5,28,40,22,18,16,4,0,135,116,138,71,48,68,3,3,447
UCL315009,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,14,9,3,5,0,0,44,0,0,0,0,0,0,0,0,15,17,6,5,11,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,8,3,0,0,23,0,0,0,0,0,0,0,0,3,4,11,9,3,0,0,27,21,24,14,11,9,0,0,84
UCL315010,8,15,10,9,10,0,0,48,12,12,8,3,3,0,0,41,7,15,4,0,0,0,0,31,254,232,101,54,52,0,0,705,0,0,0,0,0,0,0,3,282,271,132,70,68,0,0,827,0,3,0,0,0,0,0,6,3,8,3,3,0,0,0,12,4,7,0,0,0,0,0,11,42,48,16,7,12,0,0,135,3,3,0,0,0,0,0,6,57,66,25,11,12,0,0,171,341,339,155,77,78,5,0,990
UCL315011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,3,0,0,0,0,0,12,75,62,33,22,18,0,3,213,0,0,0,0,0,0,0,0,84,71,31,22,24,0,3,238,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,24,13,7,11,4,0,0,61,3,0,0,0,0,0,0,3,33,15,7,14,4,0,0,75,110,92,40,32,30,0,3,311
UCL315012,6,11,3,0,0,0,0,18,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,8,21,21,16,3,8,0,0,63,0,0,0,0,0,0,0,0,31,34,16,5,13,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,14,6,3,3,0,0,32,0,0,0,0,0,0,0,0,7,11,12,3,3,0,0,40,38,46,28,16,14,0,3,133
UCL315013,10,12,5,0,4,4,0,29,3,12,13,3,12,0,0,39,3,11,8,7,7,3,0,35,74,70,49,41,55,17,3,307,0,0,0,0,0,0,0,0,91,106,70,53,77,27,9,423,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,13,0,0,0,0,3,0,0,3,8,16,10,12,8,3,0,61,0,0,0,0,0,0,0,0,19,22,16,9,15,3,0,78,109,124,84,58,88,27,9,495
UCL315014,7,22,19,12,7,0,0,64,10,26,16,7,14,0,0,69,11,24,12,4,6,0,0,60,133,162,77,57,63,11,3,501,0,0,0,0,0,0,0,3,161,228,117,85,95,10,5,705,0,0,0,0,0,3,0,3,0,3,4,3,3,0,0,13,0,0,0,3,0,0,0,7,5,21,12,9,3,0,0,61,0,0,0,0,0,0,0,0,11,30,24,12,7,3,0,86,170,261,140,97,105,14,9,786
UCL315015,13,10,10,6,0,0,0,39,7,5,4,3,3,0,0,19,12,15,6,3,0,0,0,40,118,103,54,34,37,0,0,355,3,3,0,0,0,0,0,7,153,127,80,53,47,0,0,460,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,4,44,48,28,28,24,0,0,171,4,3,0,0,0,0,0,12,49,57,29,29,24,0,0,191,200,188,103,81,73,0,0,651
UCL315016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,55,23,22,19,0,0,196,0,0,0,0,0,0,0,0,78,55,23,22,19,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,49,35,18,0,0,287,3,0,0,0,0,0,0,3,88,90,49,35,18,0,0,289,169,145,74,60,37,0,0,487
UCL315017,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,11,41,31,23,9,25,0,0,131,0,0,0,0,0,0,0,0,44,36,30,15,24,3,3,145,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,12,29,7,10,12,3,0,65,0,0,0,0,0,0,0,0,17,29,10,10,8,4,0,81,57,63,37,19,37,5,3,222
UCL315018,8,4,8,0,0,0,0,26,3,3,0,0,5,0,0,11,9,9,0,0,0,0,0,21,149,111,48,26,22,3,0,359,0,0,0,0,0,0,0,3,170,134,56,32,27,3,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,18,13,14,8,0,0,64,0,0,0,0,0,0,0,3,13,15,14,14,11,0,0,70,186,147,71,39,45,5,0,490
UCL315019,7,5,0,0,4,0,0,23,0,6,3,0,3,0,0,9,7,3,0,0,3,0,0,17,39,46,26,16,17,0,0,150,0,0,0,3,0,0,0,6,56,63,35,19,28,0,0,204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,13,13,6,4,0,0,45,0,3,0,0,0,0,0,6,15,17,13,6,6,0,0,58,68,81,46,29,36,0,0,266
UCL315020,12,12,3,3,0,0,0,29,3,0,0,0,3,0,0,6,7,8,0,0,0,0,0,20,110,83,39,36,27,0,0,295,0,0,0,0,0,0,0,3,134,103,42,41,33,0,0,351,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,18,18,16,0,0,88,0,0,0,0,0,0,0,3,22,23,22,18,16,0,0,95,155,129,64,56,43,0,0,448
UCL315021,0,3,3,0,0,0,0,7,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,10,27,37,18,17,12,0,0,115,0,0,5,0,0,0,0,10,38,43,29,23,12,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,11,0,5,0,0,28,0,0,0,0,0,0,0,0,9,7,8,0,5,0,0,38,46,55,37,21,21,0,0,184
UCL315022,3,7,4,0,0,0,0,11,5,8,7,4,0,0,0,20,11,6,3,0,3,0,0,22,37,54,26,17,21,0,0,149,0,0,0,0,0,0,0,0,54,71,33,19,20,4,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,30,39,12,13,9,0,0,93,0,0,3,5,0,0,0,6,28,39,17,19,9,0,0,115,81,115,53,37,30,3,0,319
UCL315023,0,4,3,3,9,0,0,15,0,4,4,0,4,0,0,21,6,4,0,0,0,0,0,16,53,63,51,23,26,3,0,209,0,0,0,0,0,0,0,0,56,77,61,22,34,3,0,260,0,4,0,0,3,0,0,12,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,29,34,25,13,18,3,0,120,0,0,0,3,0,0,0,5,31,43,24,20,16,3,0,135,90,117,83,41,53,6,0,397
UCL315024,4,3,7,3,6,0,0,24,16,16,10,12,9,0,0,57,8,18,5,3,4,0,0,37,43,96,56,39,38,7,3,278,0,0,0,0,0,0,0,0,64,132,82,54,60,8,3,403,0,0,0,0,6,0,0,16,5,9,8,4,5,0,0,29,3,6,0,3,3,0,0,17,20,32,31,23,24,0,0,139,0,0,0,0,3,0,0,3,33,54,37,33,42,0,0,200,103,184,117,88,102,12,3,608
UCL315025,4,3,7,3,0,0,0,16,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,68,64,31,16,24,0,0,203,0,0,0,0,0,0,0,0,73,67,36,20,23,0,0,223,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,30,29,22,14,9,0,0,98,0,0,0,0,0,0,0,5,31,30,30,15,10,0,0,116,108,102,65,35,33,3,0,342
UCL315026,3,5,0,0,0,0,0,13,0,3,0,3,4,0,0,13,0,3,0,0,0,0,0,3,56,42,29,15,11,5,0,153,0,0,0,0,0,0,0,0,58,57,31,18,20,3,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,16,9,5,8,0,0,39,0,0,0,0,0,0,0,0,5,17,8,5,5,0,0,41,62,73,36,20,26,3,0,225
UCL315027,7,10,7,5,13,0,0,42,15,20,10,3,5,0,0,58,12,9,3,0,3,0,0,29,99,111,51,25,34,11,3,338,0,0,0,0,3,0,0,4,132,150,73,33,57,16,7,464,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,6,0,13,13,9,8,0,0,41,0,0,0,0,0,0,0,0,3,18,19,7,14,0,0,63,135,166,89,44,72,15,7,529
UCL315028,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,115,140,68,31,14,0,0,372,0,0,0,0,0,0,0,0,115,144,72,31,14,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,28,17,4,0,0,154,0,0,0,0,0,0,0,0,50,49,28,17,4,0,0,154,167,189,102,47,23,0,0,531
UCL315029,15,27,4,9,3,0,0,56,11,12,0,0,0,0,0,25,3,6,0,0,0,0,0,8,133,150,66,30,39,0,0,421,0,0,0,0,0,0,0,0,163,193,69,38,45,0,3,511,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,26,19,3,15,0,0,77,0,0,0,3,4,0,0,9,20,32,19,5,12,0,0,94,184,224,92,44,57,0,3,613
UCL315030,9,10,6,10,5,0,3,42,8,9,8,3,3,0,0,31,19,12,11,3,3,0,0,42,160,184,88,56,58,11,0,558,0,0,0,5,0,0,0,7,196,219,115,72,68,10,3,683,0,0,0,0,0,0,0,0,4,10,6,5,3,0,0,25,3,9,7,3,8,0,0,24,55,86,47,34,29,3,0,249,4,3,3,0,0,0,0,15,65,106,59,38,38,3,0,311,265,322,169,114,109,10,3,994
UCL315031,6,11,13,8,5,0,0,54,11,11,3,4,7,0,0,36,16,14,3,3,3,0,0,41,162,155,72,35,48,8,3,486,0,4,0,0,0,0,0,5,197,197,90,55,62,16,4,624,0,0,0,0,0,0,0,3,4,3,3,0,6,0,0,16,3,0,0,0,0,0,0,5,49,55,32,19,16,6,0,175,0,0,0,0,0,0,0,3,59,63,37,21,22,4,0,213,258,260,130,78,89,18,3,834
UCL315032,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,6,3,3,0,3,0,0,11,55,46,32,22,25,0,0,192,0,0,0,0,0,0,0,0,61,55,38,26,31,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,17,12,12,0,0,72,3,0,0,0,3,0,0,11,17,25,17,11,16,0,0,86,81,73,52,40,45,0,0,294
UCL315033,9,17,6,4,4,3,0,42,24,21,13,11,4,4,0,74,16,20,17,5,9,0,0,64,131,173,87,40,57,17,5,508,0,0,0,0,0,0,0,0,176,226,121,57,75,23,9,689,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,16,0,4,3,0,3,0,0,11,20,35,26,14,27,3,0,123,3,3,4,0,0,0,0,10,21,52,36,20,27,6,3,163,198,280,154,77,101,30,11,855
UCL315034,0,4,8,3,4,0,0,23,5,4,0,0,3,0,0,21,3,8,3,3,3,0,0,25,48,71,38,17,19,11,0,211,0,0,0,0,0,0,0,0,62,92,53,28,32,9,0,278,3,3,3,0,0,0,0,7,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,14,19,12,9,5,0,0,60,0,3,0,0,0,0,0,0,22,24,15,8,8,3,0,82,79,121,68,35,44,17,0,360
UCL315035,0,7,3,0,3,0,0,15,8,6,4,0,3,0,0,16,7,7,3,3,5,0,0,17,128,163,75,54,65,4,3,492,0,0,0,0,0,0,0,0,139,180,80,59,73,8,3,542,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,15,8,8,15,0,0,52,0,0,0,0,0,0,0,3,9,13,7,8,16,0,0,54,148,197,91,66,88,8,3,599
UCL315036,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,73,60,13,8,0,0,197,0,0,0,0,0,0,0,3,50,77,60,15,8,0,0,202,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,31,39,26,17,4,0,0,120,8,6,0,0,0,0,0,12,34,48,31,17,4,0,0,139,89,121,84,31,11,0,0,341
UCL315037,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,7,9,10,8,0,0,0,0,25,0,0,0,0,0,0,0,0,13,17,9,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,15,22,9,4,0,0,0,43
UCL315038,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,39,67,30,24,28,0,0,191,0,0,0,0,0,0,0,0,46,68,40,24,28,0,0,205,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,15,16,9,10,12,0,0,64,0,0,0,0,0,0,0,0,15,15,12,16,12,0,0,68,63,80,51,39,39,4,0,276
UCL315039,0,0,0,0,3,0,0,4,3,0,3,3,0,0,0,9,4,5,0,0,4,0,0,13,99,112,74,49,46,5,0,391,0,0,0,0,0,0,0,4,104,120,79,56,55,8,0,420,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,4,25,42,25,24,16,0,0,133,4,3,0,0,0,0,0,12,30,50,25,21,23,0,3,155,135,172,107,74,75,8,3,569
UCL315040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,22,26,14,8,6,0,0,82,0,0,0,0,0,0,0,6,22,29,22,13,7,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,9,12,7,7,0,0,60,0,0,0,0,0,0,0,4,18,13,12,7,7,0,0,63,39,45,33,17,18,0,0,157
UCL315041,8,8,5,3,0,0,3,32,4,3,4,3,0,0,0,15,11,6,3,3,3,0,0,18,139,146,84,52,92,5,0,515,0,0,0,0,0,0,0,0,154,162,98,60,99,7,3,576,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,5,4,0,0,0,12,32,40,34,34,23,3,0,158,3,0,3,3,0,0,0,9,35,41,40,43,27,3,0,184,195,205,135,103,119,7,3,766
UCL315042,5,4,5,3,3,0,0,19,13,11,7,3,8,0,0,44,15,10,3,3,3,0,0,31,37,64,31,20,22,3,0,182,0,0,0,0,0,0,0,0,71,86,55,25,39,7,0,284,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,7,8,5,7,5,9,4,0,46,0,0,0,0,0,0,0,0,12,15,9,12,11,3,0,59,85,98,64,38,51,15,0,342
UCL315043,21,30,28,14,25,8,0,127,24,30,15,14,15,7,0,101,8,15,10,5,11,3,0,58,196,193,108,80,90,9,4,687,0,0,0,0,0,0,0,4,261,264,157,116,142,31,8,973,0,3,4,0,5,0,0,6,5,4,3,0,4,0,0,15,0,7,3,0,5,0,0,11,34,45,39,12,12,5,0,154,0,0,0,0,4,0,0,4,40,56,44,16,32,7,0,195,296,324,203,130,169,36,3,1173
UCL315044,8,15,11,4,14,0,0,54,12,17,14,14,10,0,0,73,11,22,8,8,5,3,0,56,215,260,143,80,89,11,0,800,3,3,3,0,0,0,0,8,250,312,182,102,123,13,0,983,0,0,0,3,0,0,0,3,4,6,0,4,0,0,0,17,3,7,5,5,6,0,0,24,44,63,50,33,37,8,3,239,0,0,0,0,0,0,0,0,48,80,60,43,45,8,3,280,297,394,241,145,164,21,6,1264
UCL315045,24,29,20,13,13,3,0,103,0,0,6,3,0,0,0,12,8,4,4,0,0,0,0,16,57,63,29,23,19,4,3,193,0,0,0,0,0,0,0,0,79,108,64,37,35,9,3,331,0,0,3,3,0,0,0,4,0,0,3,3,3,0,0,7,0,0,0,0,3,0,0,9,22,28,20,9,16,0,0,94,0,0,0,0,0,0,0,0,26,34,25,15,17,0,0,113,108,138,83,52,53,7,3,443
UCL315046,3,3,0,0,0,0,0,11,4,3,0,0,0,0,0,10,7,6,3,0,0,0,0,18,98,90,40,26,34,4,3,291,0,0,0,0,0,0,0,0,111,106,49,30,37,7,3,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,10,3,14,0,0,66,0,0,0,0,0,0,0,0,19,22,10,3,14,0,0,69,130,121,65,28,48,7,3,408
UCL315047,4,8,9,6,3,0,0,31,3,3,3,3,0,0,0,16,3,9,6,0,7,0,0,27,39,60,29,22,19,7,0,168,0,0,0,0,0,0,0,0,50,77,49,31,24,3,3,242,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,8,3,0,0,0,0,0,0,5,11,21,22,8,12,3,0,75,0,0,0,0,0,0,0,4,22,27,20,6,17,4,0,97,70,105,72,36,40,10,3,339
UCL315048,4,10,3,3,4,0,0,24,8,12,7,0,7,0,0,26,14,7,10,3,3,0,0,28,41,76,38,26,33,3,4,215,0,0,0,0,0,0,0,4,63,100,53,36,41,10,4,305,3,0,0,0,0,0,0,5,5,0,3,3,3,0,0,10,0,0,3,0,3,0,0,5,19,29,20,14,6,0,0,78,0,0,0,0,0,0,0,4,20,31,22,17,15,0,0,110,82,135,75,49,60,9,3,412
UCL315049,8,7,7,3,0,0,0,30,3,11,6,0,0,0,0,18,10,12,7,3,4,0,0,34,129,97,56,36,40,8,0,368,0,3,0,0,0,0,0,3,155,130,74,42,43,8,0,458,0,3,0,0,0,0,0,5,4,13,9,0,7,0,0,29,4,3,4,3,0,0,0,10,60,66,37,26,45,3,0,245,5,5,0,0,0,0,0,12,76,83,52,31,55,3,0,306,233,216,125,76,100,16,3,760
UCL315050,10,9,9,3,4,5,0,45,23,16,3,7,7,0,0,52,22,17,13,9,11,0,0,70,103,127,61,45,74,11,4,433,0,0,0,0,0,0,0,3,157,168,83,70,99,19,11,610,0,0,0,0,0,0,0,3,3,8,3,3,0,0,0,20,0,0,3,0,0,0,0,10,43,41,30,19,28,0,0,167,0,0,0,0,0,0,0,3,48,50,37,25,35,0,3,203,203,220,128,94,138,19,8,806
UCL315051,17,7,10,6,5,0,0,57,13,15,17,0,9,3,0,53,4,11,12,7,6,4,0,47,82,91,49,28,47,12,3,310,0,3,0,0,0,0,0,3,120,127,86,42,74,12,3,470,0,0,0,0,0,0,0,3,3,6,5,3,0,0,0,20,0,3,3,3,5,0,0,11,12,14,7,5,4,0,0,43,0,0,0,0,0,0,0,3,12,26,16,7,15,0,0,77,134,151,103,55,86,17,5,547
UCL315052,9,6,6,0,0,0,0,21,4,9,8,4,0,0,0,20,6,5,3,3,0,0,0,15,113,108,67,36,42,3,0,359,0,0,0,0,0,0,0,0,135,123,75,40,44,3,0,416,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,4,25,34,23,10,12,0,0,102,0,6,0,4,0,0,0,4,29,36,26,16,14,3,0,126,164,159,97,58,59,4,0,541
UCL315053,0,12,6,0,3,0,0,26,12,7,10,9,3,0,0,38,10,12,4,7,5,3,0,42,161,173,84,43,57,11,3,528,5,4,0,0,0,0,0,9,184,202,106,59,74,15,3,641,3,3,0,0,4,0,0,8,9,11,9,3,5,0,0,32,3,6,4,3,8,0,0,25,97,96,56,36,26,3,0,314,3,6,0,0,0,0,0,11,109,120,69,44,41,5,0,383,294,318,180,100,107,20,4,1027
