UCL_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL422059,0,3,22,106,20,3,0,0,152,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,106,20,3,0,0,155
UCL422060,0,0,15,66,20,0,0,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,66,20,0,0,3,103
UCL422061,0,5,22,68,40,3,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,67,40,3,0,0,135
UCL422062,0,0,23,45,5,0,0,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,5,0,0,4,87
UCL422063,0,5,13,65,38,5,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,70,38,5,3,0,131
UCL422064,0,4,33,73,36,7,3,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,36,74,37,9,7,0,156
UCL422065,0,3,27,61,16,0,0,7,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,28,61,18,0,0,7,109
UCL422066,0,0,0,44,9,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,3,53,9,5,0,0,70
UCL422067,0,0,8,30,23,7,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,30,23,7,0,0,77
UCL422068,0,5,13,32,7,0,0,3,58,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,32,7,0,0,3,59
UCL431777,160,1220,5987,23065,14413,2572,610,839,48863,4,32,68,33,14,4,4,7,163,0,0,5,0,0,0,0,0,5,4,32,73,41,15,4,4,7,174,4,6,12,7,3,4,0,3,37,0,12,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,22,23,10,4,4,0,3,64,115,279,151,107,52,11,0,69,784,10,34,58,189,103,31,11,40,478,294,1582,6295,23405,14582,2624,624,954,50362
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,416,3304,26391,183618,248914,33442,5568,8405,510058,165,5253,24869,42687,5229,406,144,2412,81162,73,1714,6630,15155,3969,471,99,578,28687,239,6964,31495,57841,9200,872,242,2987,109846,128,3821,9309,2864,243,27,24,672,17094,124,3223,6308,1372,60,10,9,303,11413,188,4635,8698,2771,130,17,11,388,16833,0,17,7,4,3,3,0,10,49,442,11698,24329,7010,438,53,40,1380,45387,161,651,602,238,172,23,20,136,1986,25,119,256,454,325,40,19,257,1495,1278,22736,83067,249171,259046,34427,5890,13164,668779
UCL511001,12,76,945,7429,11472,1023,157,353,21460,10,250,809,1101,88,3,5,82,2347,0,16,75,249,44,0,0,6,391,12,262,882,1350,129,3,6,86,2734,10,202,361,130,5,0,0,42,744,0,3,54,25,0,0,0,3,82,0,0,20,17,0,0,0,0,37,0,0,0,0,0,0,0,0,0,10,202,431,173,5,0,0,46,866,22,118,83,21,0,0,0,14,256,0,3,6,20,10,0,0,11,58,49,662,2353,9000,11617,1031,166,500,25377
UCL512001,14,116,995,4655,3316,362,85,201,9741,4,203,379,241,6,0,0,58,896,3,15,35,23,3,0,0,0,87,5,220,414,262,9,0,0,64,985,0,19,9,9,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,9,3,0,0,3,39,3,22,38,20,7,3,0,0,92,0,6,12,20,11,4,0,3,56,26,378,1467,4968,3340,364,93,269,10911
UCL512002,6,49,430,2935,3842,295,44,143,7749,3,109,341,322,76,4,0,44,908,0,12,6,39,21,5,0,4,93,3,124,354,368,99,8,0,48,1001,0,14,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,15,10,0,0,0,0,0,24,12,53,214,49,0,3,0,14,351,0,0,6,11,5,3,0,3,31,20,253,1007,3363,3950,309,45,211,9155
UCL512003,13,70,606,4178,4012,432,67,188,9567,3,126,564,357,21,3,0,39,1125,0,13,75,99,91,14,0,8,302,3,138,640,454,116,21,0,47,1420,3,67,88,53,3,0,0,18,235,0,3,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,100,57,5,0,0,18,248,7,45,70,41,22,4,0,17,212,3,5,10,13,3,0,0,8,48,29,326,1432,4744,4158,457,70,281,11501
UCL512004,10,62,566,3470,3136,487,85,152,7960,11,205,472,567,48,3,0,51,1363,0,9,48,97,34,0,0,5,190,11,217,517,665,80,4,0,55,1554,3,82,75,23,3,0,0,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,75,23,3,0,0,6,200,22,102,11,5,8,0,0,6,161,7,10,4,3,8,0,0,15,48,56,472,1177,4171,3230,496,89,231,9921
UCL513001,16,107,320,1499,1183,120,27,79,3353,0,35,116,49,8,0,0,7,219,0,17,86,41,10,0,0,4,152,3,48,199,90,14,0,0,11,377,3,49,168,56,12,0,0,19,311,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,174,56,12,0,0,19,316,109,144,30,10,8,3,3,28,347,10,32,18,22,7,3,5,7,104,150,390,745,1676,1223,126,38,154,4497
UCL513002,7,35,242,1548,1127,153,25,64,3196,3,94,157,69,10,0,0,24,360,0,0,10,13,0,0,0,0,26,3,99,166,81,10,0,0,28,386,0,18,22,22,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,22,3,0,0,0,67,7,3,4,6,3,0,0,0,24,3,11,3,5,8,3,0,5,35,18,164,442,1663,1142,150,26,99,3711
UCL513003,7,61,237,1521,2037,156,26,70,4103,5,49,187,152,21,0,0,12,422,0,9,34,21,0,0,0,0,58,5,55,221,166,21,0,0,12,487,7,50,22,32,0,0,0,3,115,0,12,0,0,0,0,0,0,16,0,3,36,8,0,0,0,3,53,0,0,0,0,0,0,0,0,0,7,72,57,37,0,0,0,7,179,12,41,5,8,0,0,0,0,65,0,3,0,5,0,0,3,0,17,26,226,524,1736,2059,156,26,88,4845
UCL513004,5,111,216,1451,1164,114,20,101,3178,0,32,57,77,22,3,0,10,197,0,5,19,78,25,5,0,3,136,0,33,74,157,46,6,0,15,335,3,106,206,82,12,0,0,20,429,0,11,16,13,0,0,0,0,39,0,11,20,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,132,239,104,12,0,0,19,513,16,30,3,3,3,0,0,17,70,0,3,12,9,3,0,0,7,30,26,305,537,1720,1227,120,20,160,4124
UCL514001,5,22,360,1246,783,75,7,59,2551,0,28,46,30,0,0,0,8,111,0,0,0,0,0,0,0,0,0,0,28,46,30,0,0,0,8,111,0,7,0,4,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,4,0,18,3,5,3,3,0,0,0,0,14,0,0,0,3,4,0,0,0,8,6,59,409,1284,790,75,11,72,2703
UCL514002,0,8,83,656,1045,84,16,26,1906,0,10,19,24,3,0,0,0,54,0,0,0,33,19,3,0,0,51,0,10,25,52,19,3,0,3,105,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,3,4,3,0,3,10,0,12,106,712,1068,88,17,30,2038
UCL514003,0,45,164,902,851,53,16,26,2054,0,10,60,36,3,0,0,3,109,0,15,5,3,0,0,0,0,28,0,26,67,40,3,0,0,3,135,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,7,17,5,0,3,0,0,0,28,0,3,4,3,0,0,0,0,13,4,90,242,950,860,51,13,30,2240
UCL514004,0,32,294,1034,637,94,34,53,2183,0,11,16,17,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,11,16,17,4,0,0,3,52,0,16,48,11,3,0,0,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,11,3,0,0,7,77,4,13,11,0,0,0,0,0,32,0,0,0,0,7,3,0,0,15,7,70,371,1063,648,101,32,71,2363
UCL514005,3,8,103,939,1533,152,11,52,2807,0,0,14,42,12,0,0,0,68,0,0,0,18,0,0,0,0,18,0,0,14,55,11,0,0,0,87,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,3,11,116,1004,1553,153,11,56,2904
UCL515001,0,7,68,221,107,8,0,12,417,0,3,6,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,12,0,10,35,3,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,3,0,0,0,3,47,0,8,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,27,103,233,107,8,0,16,493
UCL515002,3,4,37,177,193,15,4,13,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,37,177,196,15,4,13,437
UCL515003,0,8,108,305,133,9,3,16,583,0,3,7,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,17,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,112,321,134,9,6,16,610
UCL515004,0,3,19,226,310,21,4,7,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,226,310,21,4,7,595
UCL515005,0,4,32,291,306,30,7,13,681,0,3,20,20,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,20,20,0,0,0,0,43,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,58,316,306,30,7,13,736
UCL515006,3,38,146,668,295,31,10,42,1236,3,47,54,14,3,0,0,10,130,0,0,5,0,0,0,0,0,5,3,47,60,14,3,0,0,10,133,0,3,30,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,6,0,0,0,0,43,28,40,10,8,0,0,0,5,94,0,0,3,3,7,0,0,4,19,40,127,243,703,307,31,9,62,1525
UCL515007,0,3,24,164,234,14,3,4,457,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,27,170,238,14,7,3,473
UCL515008,0,3,4,207,76,11,0,9,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,8,221,77,11,0,9,330
UCL515009,0,16,185,471,185,20,3,24,904,0,18,29,24,12,0,0,3,82,0,0,0,0,0,0,0,0,0,0,18,31,24,12,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,3,39,218,496,200,20,0,23,1000
UCL515010,0,30,110,383,217,32,8,31,810,0,38,85,43,8,0,0,12,181,0,0,0,3,3,0,0,0,7,0,38,85,44,12,0,0,12,188,0,3,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,14,15,3,6,4,0,0,0,45,0,0,0,0,3,0,0,0,5,21,93,205,427,233,31,8,41,1057
UCL515011,3,3,80,352,355,27,5,13,841,0,13,20,11,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,13,20,11,0,0,0,3,48,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,101,369,355,27,5,21,897
UCL515012,0,3,15,125,482,22,3,12,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,125,487,22,3,12,663
UCL515013,0,16,83,447,196,16,3,20,783,0,3,6,3,0,0,0,29,40,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,6,12,42,94,450,198,16,3,51,867
UCL515014,0,0,23,96,40,3,0,11,168,0,0,3,7,0,0,0,0,11,0,0,4,0,0,0,0,0,5,0,0,8,5,0,0,0,0,13,0,3,46,18,5,0,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,18,5,0,0,4,73,4,7,4,5,0,0,0,10,30,0,0,0,0,0,0,0,0,3,3,15,80,128,42,3,0,21,289
UCL515015,0,3,74,439,302,27,0,25,877,0,24,48,23,0,0,0,3,92,0,0,7,0,0,0,0,0,10,0,24,51,20,0,0,0,3,103,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,15,0,27,137,465,302,27,0,46,1005
UCL515016,0,4,45,199,231,27,9,11,524,0,0,4,10,0,0,0,0,21,0,0,0,3,3,0,0,0,6,0,0,4,15,4,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,16,53,209,237,22,9,20,572
UCL515017,0,3,62,190,108,6,0,6,373,0,0,34,16,0,0,0,3,51,0,0,4,0,0,0,0,0,11,0,0,37,17,0,0,0,3,60,0,5,25,13,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,13,0,0,0,0,50,18,30,3,6,3,0,0,4,59,0,0,3,0,0,0,0,0,3,18,39,131,224,108,11,0,16,548
UCL515018,0,3,25,363,139,9,0,8,547,0,0,43,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,50,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,366,143,9,0,7,608
UCL515019,0,16,155,570,297,50,13,26,1126,0,22,51,14,3,0,0,3,97,0,0,0,0,0,0,0,0,0,0,22,51,14,3,0,0,3,97,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,13,0,42,221,588,300,50,13,32,1249
UCL515020,0,9,99,483,277,17,3,27,918,0,21,66,43,3,0,0,16,150,0,0,13,12,0,0,0,0,31,0,21,81,59,3,0,0,17,177,0,13,43,16,0,0,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,16,0,0,0,4,72,45,87,28,25,10,0,0,17,207,0,3,3,9,0,0,0,3,16,47,134,255,592,291,17,6,56,1394
UCL515021,0,8,28,244,220,38,9,3,549,0,33,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,4,42,0,0,3,0,4,0,0,0,8,7,53,47,246,224,40,9,5,629
UCL515022,3,10,124,716,452,61,7,28,1398,0,19,55,14,0,0,0,4,94,0,0,0,0,0,0,0,0,0,0,19,57,14,0,0,0,4,93,0,38,55,7,0,0,0,9,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,55,7,0,0,0,9,101,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,63,241,735,452,61,11,42,1601
UCL515023,3,23,120,472,252,29,0,22,916,0,12,25,3,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,12,25,3,0,0,0,3,43,0,3,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,10,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,3,35,148,477,253,29,0,29,977
UCL515024,0,19,83,254,140,25,8,19,547,0,3,8,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,11,0,0,0,0,0,0,0,0,3,0,22,93,257,148,25,11,26,570
