UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL515032,0,5,29,23,30,24,10,3,0,118,0,0,8,11,15,11,5,0,0,62,0,0,18,10,20,15,0,3,0,72,0,0,14,12,16,11,3,0,0,54,0,0,21,14,19,14,0,0,0,73,0,5,13,14,13,7,0,0,0,49,18,9,40,37,35,32,36,30,0,244,119,99,319,268,304,280,257,153,24,1808
UCL515033,0,6,16,13,23,23,9,0,3,87,0,0,10,5,10,10,0,0,0,39,0,0,3,10,12,5,3,0,0,34,0,0,6,0,3,11,3,0,0,25,0,0,3,7,9,12,0,0,0,35,0,0,0,4,3,3,3,0,0,19,12,4,7,12,20,33,27,19,9,141,68,58,96,127,184,241,200,122,52,1148
UCL515034,0,4,8,10,18,25,8,0,0,72,0,3,16,10,20,12,7,3,0,78,0,3,14,12,20,13,0,0,0,69,0,7,22,15,25,9,3,3,0,82,0,4,27,40,27,30,7,0,0,137,0,0,5,3,17,9,3,3,0,42,22,6,37,35,33,39,35,68,38,313,129,113,260,245,300,346,254,220,83,1945
UCL515035,0,7,18,6,10,3,0,0,0,50,0,9,16,21,16,5,0,0,0,62,3,11,9,12,17,6,0,0,0,66,0,8,12,23,15,7,0,0,0,64,0,9,61,56,38,25,3,0,0,206,0,0,21,32,43,24,0,0,0,118,17,15,88,58,64,26,8,0,0,278,97,117,312,276,266,142,25,3,0,1233
UCL515036,0,9,15,18,34,28,18,8,0,132,0,3,14,19,17,18,17,0,0,82,0,3,18,15,26,26,3,0,0,85,0,4,6,9,22,8,10,0,0,59,0,0,11,14,25,15,6,0,0,75,0,0,5,10,4,13,4,0,0,29,13,11,19,24,39,49,58,42,25,290,119,96,184,236,353,388,426,220,75,2101
UCL521001,0,0,3,3,4,10,0,0,0,16,0,4,3,0,7,3,0,0,0,18,0,0,0,3,5,5,0,0,0,16,0,0,0,8,7,3,0,0,0,16,0,0,3,15,20,8,0,0,0,55,0,0,0,0,5,6,0,0,0,15,9,0,3,4,4,5,4,0,0,25,36,18,38,75,100,82,42,13,0,412
UCL521002,0,6,5,10,17,13,3,0,3,47,0,0,9,9,13,9,0,0,0,43,0,0,4,9,5,6,0,0,0,25,0,0,10,0,4,9,4,0,0,32,0,0,10,12,4,7,0,0,0,32,0,0,3,4,5,3,0,0,0,19,3,3,0,7,7,7,15,0,0,41,30,22,63,84,109,136,123,32,7,606
UCL521003,0,0,7,5,4,17,8,0,0,53,0,0,3,4,3,7,3,0,3,21,0,0,4,0,5,3,0,0,0,15,0,0,0,8,3,3,0,0,3,18,0,0,3,3,3,5,0,0,0,13,0,0,0,0,0,0,3,0,0,4,6,8,10,11,8,23,21,18,8,110,23,32,61,76,108,170,172,107,31,791
UCL521004,0,0,4,0,3,0,0,0,0,12,0,0,0,3,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,3,9,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,5,3,3,3,3,3,0,0,0,25,61,67,117,73,67,36,7,3,0,431
UCL521005,0,9,3,8,5,9,0,0,0,39,0,5,12,10,16,5,0,0,0,50,0,0,8,13,15,6,3,0,0,51,0,0,9,15,19,14,0,0,0,59,0,7,18,29,31,26,0,0,0,104,0,0,8,15,11,3,0,0,0,46,0,8,12,16,21,19,9,9,3,84,49,63,144,174,176,161,72,44,12,884
UCL521006,0,0,12,7,8,10,3,0,0,42,0,3,11,4,12,5,0,0,0,43,0,3,6,8,11,4,0,0,0,29,0,0,7,10,3,5,0,0,0,26,0,0,3,6,14,10,0,0,0,35,0,0,0,0,0,4,0,0,0,8,5,5,9,4,10,5,11,4,0,50,41,31,85,76,139,144,93,39,14,656
UCL521007,0,0,0,5,9,7,0,0,0,24,0,0,0,4,4,4,3,0,0,16,0,0,0,4,4,3,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,4,3,8,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,16,12,12,8,60,15,15,34,44,67,98,73,53,31,439
UCL521008,0,3,3,3,6,5,4,0,0,21,0,3,3,3,0,0,0,0,0,13,0,0,3,3,6,4,0,3,0,19,0,0,3,0,0,0,0,0,0,9,0,0,4,3,8,3,3,0,0,20,0,0,0,0,3,0,0,0,3,13,0,7,6,7,11,15,12,9,18,95,31,27,56,48,74,67,90,59,33,489
UCL521009,0,0,3,7,5,5,3,4,3,31,0,0,5,0,0,3,0,3,0,15,0,0,3,4,5,7,0,0,0,23,0,0,4,3,3,0,0,0,0,11,0,0,3,4,6,4,0,0,0,19,0,0,0,3,0,0,0,0,0,8,4,3,3,3,9,8,18,7,0,51,21,20,54,48,56,76,98,42,18,438
UCL521010,0,0,3,9,7,12,5,0,0,41,0,3,3,7,8,7,5,0,0,33,0,0,11,5,6,6,0,0,0,23,0,0,0,3,10,4,3,0,0,18,0,0,3,3,4,6,0,0,0,14,0,0,3,0,0,0,3,0,0,11,7,8,3,5,15,14,6,7,0,69,61,35,69,79,114,110,100,48,15,640
UCL521011,0,0,13,8,7,3,3,0,0,36,0,3,10,8,10,3,0,0,0,29,0,0,4,3,11,3,0,0,0,23,0,0,11,3,4,0,0,0,0,12,0,0,7,11,15,4,0,0,0,38,0,0,0,4,0,0,0,0,0,7,3,0,9,4,3,0,0,4,3,33,42,24,92,76,86,52,34,17,3,427
UCL521012,0,6,11,3,8,5,0,0,0,32,0,0,0,3,5,0,0,0,0,17,0,0,3,3,4,6,0,0,0,28,0,0,0,0,3,3,0,0,0,13,0,0,7,4,11,10,0,0,0,31,0,0,0,0,0,3,0,0,0,4,0,3,3,3,5,15,9,4,0,50,18,24,56,48,87,101,72,21,5,442
UCL521013,0,3,4,6,9,7,0,0,0,33,0,3,5,5,15,4,0,0,0,33,0,4,0,7,8,9,0,0,0,26,0,3,0,4,9,3,0,0,0,18,0,3,3,7,15,0,0,0,0,33,0,0,3,5,15,6,0,0,0,28,8,3,3,5,4,3,3,0,0,31,65,52,54,82,117,58,50,16,0,488
UCL521014,0,0,4,4,8,11,0,0,0,35,0,0,7,0,0,0,5,0,0,17,0,0,4,0,3,0,3,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,3,8,10,7,0,0,0,31,0,0,3,3,9,0,0,0,0,15,3,3,11,11,13,14,5,10,0,70,13,19,75,52,70,89,90,47,6,460
UCL521015,0,4,8,11,14,9,6,0,0,58,0,3,5,9,10,9,0,0,0,41,0,0,7,8,7,9,0,0,0,34,0,0,0,8,3,5,0,0,0,25,0,0,6,10,13,8,0,0,0,36,0,0,3,0,10,4,0,0,0,18,8,3,9,13,15,10,12,0,4,77,63,44,98,120,133,108,69,26,9,670
UCL521016,0,0,4,11,13,20,0,0,0,49,0,3,0,14,5,9,0,0,0,30,0,0,8,5,13,10,0,0,0,32,0,0,3,8,10,0,3,0,0,21,0,0,6,14,13,9,0,0,0,41,0,0,0,0,3,0,0,0,0,11,17,10,16,12,17,17,16,9,0,111,57,40,89,105,138,140,93,30,3,705
UCL521017,0,4,8,6,15,11,3,0,3,50,0,3,12,7,4,7,3,0,0,36,0,3,8,6,12,14,0,0,0,44,0,0,0,0,9,6,0,0,0,15,0,0,4,3,9,9,0,0,0,20,0,0,0,3,0,0,0,0,0,9,4,4,8,16,9,7,5,5,10,68,27,37,71,85,78,106,103,64,32,594
UCL521018,0,3,13,23,9,3,3,0,3,62,0,6,9,3,0,9,0,4,0,31,0,3,5,4,4,4,0,0,0,29,0,0,5,0,8,7,3,3,0,24,0,0,3,6,3,14,0,0,0,32,0,0,3,3,5,0,0,0,0,14,7,3,8,6,10,20,13,9,10,82,35,39,104,96,96,109,81,54,18,631
UCL521019,0,0,18,24,11,5,3,0,0,62,0,9,19,13,3,4,0,0,0,49,0,3,18,5,8,4,0,0,0,38,0,0,8,8,0,3,3,0,0,23,0,3,10,4,0,3,0,0,0,29,0,0,0,0,0,8,0,0,0,13,5,5,8,14,3,6,0,0,3,47,35,49,134,100,77,82,47,26,18,560
UCL521020,0,0,6,16,4,5,3,0,0,34,0,4,5,9,7,0,3,0,0,30,0,0,0,3,4,6,0,0,0,20,0,0,0,0,3,0,4,0,0,15,0,0,0,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,4,6,14,5,8,20,5,3,72,14,32,71,103,77,111,127,28,14,584
UCL521021,0,0,0,10,9,6,4,3,0,33,0,0,5,0,9,7,0,0,0,19,0,0,0,8,3,5,0,0,0,18,0,0,0,7,3,3,0,0,0,22,0,0,0,3,7,9,7,0,0,26,0,0,0,0,7,3,0,0,0,11,3,0,0,6,16,10,12,3,0,41,34,18,35,68,112,135,120,24,0,541
UCL521022,0,0,12,25,15,11,3,0,0,64,0,3,0,13,11,8,0,0,0,34,0,0,7,4,3,6,3,0,0,24,0,0,7,8,12,3,0,0,0,33,0,0,14,0,8,5,0,0,0,30,0,0,3,5,3,0,0,0,0,15,5,3,10,11,12,9,8,10,0,65,34,22,101,117,103,109,91,52,14,645
UCL521023,0,0,3,11,16,9,0,0,0,43,0,0,7,4,10,5,0,0,0,30,0,3,6,4,6,11,0,0,0,31,0,0,0,4,5,5,0,0,0,16,0,0,3,7,11,10,0,0,0,32,0,0,0,4,5,3,3,0,0,21,11,0,14,14,13,11,5,5,0,68,50,22,72,93,119,117,29,8,0,514
UCL521024,0,6,18,9,8,6,0,0,0,49,0,0,4,7,5,8,0,0,0,29,0,3,5,3,4,7,0,0,0,19,0,0,0,4,0,4,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,4,6,0,0,19,4,4,10,8,13,11,5,3,3,51,29,36,110,65,62,82,45,22,9,469
UCL521025,0,0,6,4,4,11,3,5,0,35,0,0,4,4,4,10,3,0,0,23,0,0,3,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,3,0,0,10,0,0,0,0,0,0,3,0,0,7,11,6,3,11,6,9,8,11,4,75,26,14,55,54,58,79,78,47,26,433
UCL521026,0,5,20,16,9,10,3,0,0,66,0,0,16,12,11,11,0,0,0,53,0,4,12,9,6,12,0,0,0,45,0,7,10,7,3,15,4,0,0,40,0,3,15,6,6,13,0,0,0,44,0,0,3,3,4,0,0,0,0,13,43,30,87,47,35,36,12,0,0,288,100,130,293,196,154,176,62,14,4,1138
UCL521027,0,3,18,16,13,3,0,0,0,47,0,0,9,12,8,3,0,0,0,30,0,0,12,6,11,3,0,0,0,31,0,0,9,8,7,3,0,0,0,33,0,0,0,13,21,6,0,0,0,41,0,0,0,11,3,5,0,0,0,15,3,0,6,6,12,0,3,3,0,34,41,33,74,115,103,72,29,9,0,486
UCL521028,0,0,5,0,0,7,3,0,3,23,0,0,3,3,3,4,4,0,0,13,0,0,11,4,3,4,0,0,0,24,0,0,3,6,10,0,0,0,0,18,0,0,14,8,8,4,4,0,0,40,0,0,0,9,7,6,0,0,0,21,3,3,4,7,5,20,14,4,0,60,14,9,74,73,63,97,92,41,10,470
UCL521029,0,0,3,11,14,9,3,0,0,40,0,3,4,13,8,3,3,0,0,41,0,0,5,7,15,7,0,0,0,35,0,3,4,8,15,3,0,0,0,30,0,0,9,8,15,7,0,0,0,42,0,0,0,5,12,3,0,0,0,22,5,6,7,7,21,11,0,3,3,63,45,30,71,106,154,97,54,18,4,584
UCL521030,0,0,5,3,0,3,0,0,0,19,0,3,9,7,10,5,3,0,0,33,0,3,14,8,3,3,0,0,0,27,0,0,14,4,10,3,0,0,0,34,0,0,29,24,22,6,0,0,0,90,0,0,4,5,6,0,0,0,0,17,6,11,40,27,25,11,3,3,0,127,41,40,158,128,111,83,24,12,0,598
UCL521031,0,0,5,8,7,10,3,0,0,43,0,4,3,5,6,5,4,0,0,25,0,0,5,4,4,3,0,0,0,20,0,0,5,0,6,4,0,0,0,13,0,0,0,0,3,3,3,0,0,19,0,0,3,3,3,3,0,0,0,11,11,7,7,3,15,16,15,20,17,117,47,33,78,84,124,118,115,83,44,717
UCL521032,0,8,14,12,20,10,9,0,0,82,0,3,17,5,10,5,6,3,0,53,0,0,5,5,10,10,3,0,0,31,0,0,3,3,12,0,0,3,0,29,0,0,10,8,8,6,0,0,0,24,0,0,0,11,4,5,0,0,0,23,3,4,20,13,21,20,24,20,19,140,42,48,140,106,180,152,128,95,45,932
UCL521033,0,9,8,8,14,6,8,0,0,54,0,0,6,8,3,4,0,0,0,21,0,0,4,7,3,6,3,0,0,16,0,0,4,3,9,5,0,0,0,21,0,0,4,4,6,0,3,0,0,17,0,0,0,0,0,3,4,0,0,7,6,0,6,15,3,7,5,5,3,51,25,17,65,76,64,59,49,34,10,396
UCL521034,0,3,13,0,5,12,9,3,0,52,0,3,4,7,3,3,3,0,0,23,0,0,3,0,9,6,0,0,0,21,0,0,6,3,0,5,0,0,0,16,0,0,4,5,6,0,0,0,0,20,0,0,0,8,3,3,8,5,0,27,5,3,6,11,13,18,17,11,5,79,28,32,100,62,77,121,125,61,11,628
UCL521035,0,0,8,0,7,3,0,0,0,20,0,0,11,0,5,0,4,0,0,17,0,0,6,4,7,6,0,0,0,24,0,0,6,5,3,8,0,0,0,24,0,0,7,10,8,9,0,0,0,30,0,0,4,0,0,4,0,0,0,10,9,13,34,20,21,13,14,6,3,131,25,37,102,78,80,73,39,9,4,445
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,4,7,4,0,0,0,0,0,26,44,47,99,63,50,31,13,3,4,362
UCL521037,0,0,7,9,15,8,6,0,0,39,0,0,3,3,11,5,4,0,0,24,0,0,3,3,10,4,0,0,0,25,0,0,0,6,9,3,0,0,0,18,0,0,7,5,20,0,0,0,0,35,0,0,0,9,7,3,0,0,0,25,6,4,8,15,15,8,3,0,0,46,57,29,46,79,124,92,39,12,0,467
UCL521038,0,0,11,4,3,7,0,0,0,25,0,0,8,3,3,5,0,0,0,23,0,0,7,0,9,0,4,0,0,20,0,0,3,0,11,3,0,0,0,14,0,0,11,5,10,3,0,0,0,27,0,0,0,0,9,6,0,0,0,9,14,3,20,20,21,15,10,0,5,111,32,17,95,75,95,85,51,12,7,447
UCL521039,0,4,8,9,5,4,0,3,0,36,0,5,8,0,3,4,0,0,0,17,0,7,3,3,3,11,0,0,0,20,0,0,0,0,4,6,0,0,0,11,0,0,0,7,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,7,0,6,3,10,12,5,7,3,59,58,25,48,59,60,76,33,41,10,406
UCL521040,0,4,4,13,12,12,0,0,0,49,0,0,7,14,16,3,3,0,0,43,0,0,5,10,8,4,0,0,0,32,0,0,3,9,5,4,0,0,0,21,0,0,5,13,13,3,0,0,0,37,0,0,3,3,4,0,0,0,0,16,15,0,5,10,12,22,7,3,0,71,56,36,71,104,137,110,68,28,7,629
UCL521041,0,5,13,17,25,14,9,0,0,91,0,5,8,15,17,13,3,0,0,62,0,0,14,8,19,23,7,0,0,64,0,0,8,5,16,9,3,0,0,41,0,3,15,13,21,8,0,0,0,58,0,0,3,12,9,5,0,0,0,28,18,11,15,25,21,22,10,3,5,124,123,100,153,190,246,209,113,53,19,1197
UCL521042,0,0,7,3,13,4,3,0,0,30,0,0,0,3,3,9,0,0,0,19,0,0,0,8,0,3,4,0,0,15,0,0,0,4,3,3,0,0,0,8,0,0,0,4,4,3,0,0,0,14,0,0,0,0,0,3,0,0,0,12,3,7,3,10,13,10,11,10,4,64,20,22,44,55,101,99,91,39,15,489
UCL521043,0,3,5,3,5,9,3,0,0,28,0,0,5,0,7,3,0,0,0,17,0,0,7,3,4,3,0,0,0,16,0,0,4,0,3,4,0,0,0,12,0,0,7,4,7,6,3,0,0,24,0,0,0,3,3,0,0,0,0,7,3,3,13,3,13,13,17,4,0,62,18,15,66,42,101,104,82,26,6,467
UCL521044,0,0,9,8,12,8,3,0,0,46,0,0,3,8,0,0,0,0,0,16,0,0,4,9,5,7,0,0,0,21,0,0,3,3,6,3,0,0,0,22,0,0,3,4,7,5,0,0,0,24,0,0,0,0,0,0,0,0,0,4,6,3,14,10,12,4,13,7,7,78,51,41,117,121,122,107,121,53,11,742
UCL521045,0,3,5,4,12,14,0,0,0,42,0,3,3,0,9,8,3,0,0,24,0,0,4,7,14,7,0,0,0,29,0,0,0,5,7,0,0,0,0,15,0,0,0,3,7,6,0,0,0,16,0,0,0,0,3,0,0,3,0,15,3,3,3,11,3,23,16,17,19,101,30,29,53,73,112,162,119,78,33,690
UCL521046,0,0,3,7,12,14,3,3,0,43,0,0,3,3,10,7,0,3,0,29,0,0,3,5,11,3,0,0,0,27,0,0,0,3,11,9,0,0,0,23,0,0,3,5,6,3,3,0,0,18,0,0,0,6,0,3,0,0,0,12,11,3,8,4,10,15,16,9,3,72,51,21,67,78,128,129,98,66,9,635
UCL521047,0,8,14,17,12,12,3,0,0,58,0,4,7,11,9,11,3,0,0,35,0,3,9,6,10,10,5,0,0,47,0,0,8,8,6,8,0,0,0,43,0,5,25,27,16,23,0,0,0,99,0,3,16,20,21,12,0,0,0,72,6,14,17,19,25,29,8,3,0,117,28,53,152,144,130,155,36,19,3,717
UCL521048,0,5,7,4,4,0,0,0,0,23,0,0,6,4,6,6,0,0,0,21,0,3,6,3,7,3,0,0,0,25,0,0,8,9,13,0,0,0,0,39,0,3,39,38,42,21,3,0,0,150,0,0,12,23,20,8,0,0,0,61,0,7,13,10,7,3,0,0,0,42,10,29,142,123,123,64,4,3,0,500
UCL521049,0,0,12,11,8,5,6,0,0,44,0,0,0,6,9,5,0,0,0,17,0,0,3,8,3,3,0,0,0,18,0,0,0,4,4,3,0,0,0,11,0,0,0,8,6,9,0,0,0,19,0,0,3,0,4,0,0,0,0,14,6,0,12,7,10,12,7,6,3,68,51,25,68,100,107,88,83,37,27,581
UCL521050,0,5,0,3,6,8,4,3,3,41,0,3,7,3,10,5,3,0,0,22,0,0,5,0,3,7,0,0,0,18,0,0,0,3,0,9,0,0,0,13,0,0,0,9,5,4,0,0,0,15,0,0,0,0,0,0,5,0,0,3,11,5,3,9,16,19,16,13,3,98,34,32,67,59,103,137,139,77,24,676
UCL521051,0,0,5,0,8,10,3,3,0,26,0,0,3,0,3,4,3,4,0,19,0,0,0,0,0,4,0,0,0,13,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,6,3,0,0,10,0,0,0,0,3,3,0,0,0,14,5,3,3,7,7,14,10,15,3,61,18,16,48,33,76,130,99,72,23,514
UCL521052,0,0,3,3,7,0,3,0,0,20,0,0,0,8,4,7,0,0,0,16,0,0,7,4,3,0,0,0,0,20,0,0,0,0,7,0,0,0,0,8,0,0,6,4,3,3,0,0,0,15,0,0,0,3,0,0,0,0,0,7,10,5,12,19,24,9,9,8,0,94,53,37,81,99,83,74,40,13,4,493
UCL521053,0,7,19,18,28,20,0,0,0,94,0,0,8,18,17,15,0,0,0,62,0,0,7,14,20,5,3,0,0,51,0,0,3,16,14,6,3,0,0,41,0,0,15,16,28,12,0,0,0,76,0,0,7,6,20,4,3,0,0,42,14,11,11,17,22,11,8,0,0,94,104,63,126,196,234,138,92,29,0,974
UCL521054,0,4,4,6,9,3,0,0,0,28,0,0,8,6,11,7,5,0,0,38,0,0,5,3,12,4,0,0,0,18,0,0,5,0,6,10,0,0,0,22,0,3,17,14,17,5,3,0,0,51,0,0,0,3,4,3,8,0,0,23,3,8,6,5,20,7,6,5,6,79,26,36,79,66,128,77,66,35,14,521
UCL521055,0,5,7,7,10,12,9,4,0,54,0,3,7,11,5,8,3,0,0,36,0,3,6,0,13,11,6,0,0,37,0,0,3,8,0,7,3,0,0,18,0,0,5,8,7,6,3,0,0,34,0,0,5,3,3,3,0,0,0,14,4,5,12,3,15,22,23,13,0,96,46,39,83,79,111,164,183,99,14,824
UCL521056,0,0,8,3,3,0,0,0,0,14,0,0,0,4,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,18,16,12,15,7,10,6,3,0,86,62,66,110,83,54,45,22,3,3,446
UCL521057,3,5,13,15,8,17,3,0,0,60,0,3,12,9,3,6,0,0,0,32,0,0,12,5,4,6,0,0,0,30,0,0,11,7,3,4,0,0,0,20,0,0,3,9,6,3,0,5,0,33,0,0,0,3,0,0,3,0,0,8,3,3,6,10,7,7,5,6,3,50,23,35,108,102,70,107,66,24,26,567
UCL521058,0,0,6,3,5,11,3,3,3,39,0,0,3,5,3,3,0,0,0,17,0,0,4,3,4,3,3,0,0,22,0,0,3,0,3,4,0,0,0,12,0,0,0,10,7,0,0,0,0,16,0,0,0,3,3,3,3,0,0,17,5,3,0,11,9,10,4,4,0,54,38,25,59,74,90,87,90,51,5,509
UCL521059,3,3,9,16,19,7,3,0,0,55,0,0,6,11,8,9,0,0,0,39,0,0,3,8,18,6,0,0,0,41,0,3,0,11,12,6,0,0,0,25,0,0,3,9,9,3,0,0,0,19,0,0,0,3,0,0,0,0,0,4,4,3,16,14,15,16,12,4,0,81,69,50,90,131,149,138,76,48,9,758
UCL521060,0,3,12,6,9,7,4,0,0,40,0,3,9,0,3,0,3,0,0,21,0,0,3,9,0,5,0,0,0,14,0,0,6,8,0,3,0,0,0,24,0,0,4,7,9,4,0,0,0,31,0,0,0,5,7,3,6,0,0,18,3,8,16,12,16,9,10,0,0,65,27,44,91,82,87,55,48,13,0,453
UCL522001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,24,28,22,6,4,3,0,122,32,21,71,68,41,24,13,8,3,277
UCL522002,0,0,0,3,0,3,0,0,0,8,0,0,0,3,4,3,0,0,0,10,0,0,0,0,0,7,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,3,0,20,10,6,26,31,21,56,57,23,6,225
UCL522003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,3,6,8,7,0,6,0,0,34,33,29,54,38,44,15,16,7,3,241
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,9,3,0,0,0,0,0,32,31,32,57,34,29,14,7,0,0,206
UCL522005,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,11,11,12,8,0,0,0,0,54,23,27,61,38,39,14,9,7,0,215
UCL522006,0,4,6,3,9,7,5,0,3,22,0,0,3,3,9,0,0,0,0,14,0,0,3,3,10,3,0,0,0,20,0,0,0,3,4,5,0,0,0,12,0,0,3,7,18,3,3,0,0,37,0,0,0,0,8,4,0,0,0,21,0,3,0,0,4,3,6,0,0,23,54,22,24,36,86,62,55,20,5,362
UCL522007,0,0,0,0,4,5,5,0,0,17,0,3,7,3,7,0,0,0,0,13,0,0,4,0,3,0,0,0,0,7,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,3,3,0,28,3,7,30,17,30,58,37,29,4,207
UCL522008,0,0,3,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,3,6,3,6,7,3,3,0,39,14,11,32,26,29,42,23,13,6,202
UCL522009,0,3,6,3,4,7,0,0,0,26,0,3,3,5,6,3,0,0,0,23,0,0,3,4,6,0,0,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,4,5,5,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,5,3,7,5,6,4,3,0,0,38,34,27,42,57,70,46,17,4,0,305
UCL522010,0,0,3,6,5,4,0,0,0,20,0,0,3,3,4,0,0,0,0,13,0,0,3,3,3,4,0,0,0,8,0,0,3,5,5,4,0,0,0,19,0,0,0,0,5,7,0,0,0,18,0,0,3,9,3,0,0,0,0,13,3,0,0,6,8,15,23,17,14,80,40,11,27,51,47,50,52,28,14,325
UCL522011,0,0,6,4,8,7,0,0,0,30,0,0,7,0,3,5,0,0,0,16,0,0,0,8,3,3,0,0,0,17,0,0,0,3,5,0,0,0,0,9,0,0,0,4,3,3,0,0,0,12,0,0,0,3,0,3,0,0,0,5,0,3,3,0,8,9,4,3,3,34,12,16,40,32,43,70,24,13,3,253
